Player,Game Week,Position,Team,League,Minutes,Rating
Matteo Darmian,J9,DF,Inter,Italian Serie A,89.0,5.81
Francesco Acerbi,J9,DF,Inter,Italian Serie A,90.0,7.26
Stefan de Vrij,J9,DF,Inter,Italian Serie A,90.0,6.44
Benjamin Pavard,J9,DF,Inter,Italian Serie A,56.0,5.95
Denzel Dumfries,J9,DF,Inter,Italian Serie A,34.0,5.25
Alphonso Davies,J15,DF,Bayern Munich,German Bundesliga,88.0,7.28
Kim Min-jae,J15,DF,Bayern Munich,German Bundesliga,90.0,7.26
Dayot Upamecano,J15,DF,Bayern Munich,German Bundesliga,90.0,5.64
Konrad Laimer,J15,DF,Bayern Munich,German Bundesliga,90.0,6.61
Maximilian Mittelstädt,J15,DF,Stuttgart,German Bundesliga,90.0,7.87
Dan-Axel Zagadou,J15,DF,Stuttgart,German Bundesliga,90.0,7.52
Waldemar Anton,J15,DF,Stuttgart,German Bundesliga,58.0,6.15
Anthony Rouault,J15,DF,Stuttgart,German Bundesliga,32.0,6.61
Josha Vagnoman,J15,DF,Stuttgart,German Bundesliga,82.0,5.77
Anthony Jung,J16,DF,Werder Bremen,German Bundesliga,90.0,6.75
Marco Friedl,J16,DF,Werder Bremen,German Bundesliga,90.0,7.94
Christian Groß,J16,DF,Werder Bremen,German Bundesliga,81.0,5.4
David Raum,J16,DF,RB Leipzig,German Bundesliga,90.0,6.31
Castello Lukeba,J16,DF,RB Leipzig,German Bundesliga,45.0,6.51
Mohamed Simakan,J16,DF,RB Leipzig,German Bundesliga,45.0,6.24
Lukas Klostermann,J16,DF,RB Leipzig,German Bundesliga,90.0,6.45
Benjamin Henrichs,J16,DF,RB Leipzig,German Bundesliga,90.0,6.49
Kevin Vogt,J16,DF,Hoffenheim,German Bundesliga,90.0,6.1
John Brooks,J16,DF,Hoffenheim,German Bundesliga,90.0,7.81
Ozan Kabak,J16,DF,Hoffenheim,German Bundesliga,89.0,5.15
Emir Karic,J16,DF,Darmstadt 98,German Bundesliga,90.0,6.95
Clemens Riedel,J16,DF,Darmstadt 98,German Bundesliga,90.0,7.06
Thomas Isherwood,J16,DF,Darmstadt 98,German Bundesliga,74.0,6.27
Klaus Gjasula,J16,DF,Darmstadt 98,German Bundesliga,45.0,7.28
Frank Ronstadt,J16,DF,Darmstadt 98,German Bundesliga,45.0,6.12
Christoph Klarer,J16,DF,Darmstadt 98,German Bundesliga,90.0,6.27
Ramy Bensebaini,J16,DF,Dortmund,German Bundesliga,90.0,8.11
Nico Schlotterbeck,J16,DF,Dortmund,German Bundesliga,71.0,6.21
Mats Hummels,J16,DF,Dortmund,German Bundesliga,45.0,8.3
Niklas Süle,J16,DF,Dortmund,German Bundesliga,45.0,6.19
Thomas Meunier,J16,DF,Dortmund,German Bundesliga,80.0,6.43
Phillipp Mwene,J16,DF,Mainz 05,German Bundesliga,90.0,6.57
Silvan Widmer,J16,DF,Mainz 05,German Bundesliga,89.0,6.51
Sepp van den Berg,J16,DF,Mainz 05,German Bundesliga,90.0,6.98
Stefan Bell,J16,DF,Mainz 05,German Bundesliga,90.0,6.29
Dominik Kohr,J16,DF,Mainz 05,German Bundesliga,90.0,7.91
Leonardo Bonucci,J16,DF,Union Berlin,German Bundesliga,23.0,5.39
Jérôme Roussillon,J16,DF,Union Berlin,German Bundesliga,61.0,6.65
Christopher Trimmel,J16,DF,Union Berlin,German Bundesliga,29.0,7.55
Diogo Leite,J16,DF,Union Berlin,German Bundesliga,90.0,6.29
Robin Knoche,J16,DF,Union Berlin,German Bundesliga,90.0,6.38
Josip Juranović,J16,DF,Union Berlin,German Bundesliga,90.0,6.82
Max Finkgräfe,J16,DF,Köln,German Bundesliga,79.0,6.31
Dominique Heintz,J16,DF,Köln,German Bundesliga,90.0,7.87
Timo Hübers,J16,DF,Köln,German Bundesliga,90.0,8.1
Rasmus Carstensen,J16,DF,Köln,German Bundesliga,90.0,7.42
Maximilian Mittelstädt,J16,DF,Stuttgart,German Bundesliga,90.0,7.06
Dan-Axel Zagadou,J16,DF,Stuttgart,German Bundesliga,72.0,5.99
Waldemar Anton,J16,DF,Stuttgart,German Bundesliga,90.0,6.55
Pascal Stenzel,J16,DF,Stuttgart,German Bundesliga,72.0,5.6
Mads Pedersen,J16,DF,Augsburg,German Bundesliga,81.0,6.3
Ohis Felix Uduokhai,J16,DF,Augsburg,German Bundesliga,90.0,6.38
Jeffrey Gouweleeuw,J16,DF,Augsburg,German Bundesliga,45.0,5.45
Patric Pfeiffer,J16,DF,Augsburg,German Bundesliga,45.0,6.84
Kevin Mbabu,J16,DF,Augsburg,German Bundesliga,58.0,5.71
Robert Gumny,J16,DF,Augsburg,German Bundesliga,32.0,4.32
Álex Grimaldo,J16,DF,Leverkusen,German Bundesliga,90.0,6.22
Jeremie Frimpong,J16,DF,Leverkusen,German Bundesliga,90.0,5.77
Piero Hincapié,J16,DF,Leverkusen,German Bundesliga,72.0,6.32
Jonathan Tah,J16,DF,Leverkusen,German Bundesliga,66.0,7.09
Edmond Tapsoba,J16,DF,Leverkusen,German Bundesliga,24.0,6.51
Josip Stanišić,J16,DF,Leverkusen,German Bundesliga,90.0,7.1
Danilo Soares,J16,DF,Bochum,German Bundesliga,45.0,4.52
Bernardo,J16,DF,Bochum,German Bundesliga,90.0,6.56
Keven Schlotterbeck,J16,DF,Bochum,German Bundesliga,90.0,7.25
Erhan Mašović,J16,DF,Bochum,German Bundesliga,68.0,5.49
Noah Loosli,J16,DF,Bochum,German Bundesliga,22.0,6.41
Cristian Gamboa,J16,DF,Bochum,German Bundesliga,90.0,6.97
Philipp Max,J16,DF,Eint Frankfurt,German Bundesliga,77.0,5.86
Willian Pacho,J16,DF,Eint Frankfurt,German Bundesliga,90.0,7.2
Robin Koch,J16,DF,Eint Frankfurt,German Bundesliga,90.0,7.56
Tuta,J16,DF,Eint Frankfurt,German Bundesliga,82.0,7.07
Luca Netz,J16,DF,Gladbach,German Bundesliga,90.0,6.63
Franck Honorat,J16,DF,Gladbach,German Bundesliga,89.0,6.86
Maximilian Wöber,J16,DF,Gladbach,German Bundesliga,87.0,7.49
Nico Elvedi,J16,DF,Gladbach,German Bundesliga,90.0,7.39
Joe Scally,J16,DF,Gladbach,German Bundesliga,90.0,5.82
Jonas Föhrenbach,J16,DF,Heidenheim,German Bundesliga,90.0,6.11
Benedikt Gimber,J16,DF,Heidenheim,German Bundesliga,73.0,7.49
Patrick Mainka,J16,DF,Heidenheim,German Bundesliga,90.0,7.17
Marnon Busch,J16,DF,Heidenheim,German Bundesliga,73.0,6.9
Lukas Kübler,J16,DF,Freiburg,German Bundesliga,83.0,5.98
Manuel Gulde,J16,DF,Freiburg,German Bundesliga,90.0,6.84
Matthias Ginter,J16,DF,Freiburg,German Bundesliga,90.0,7.03
Kiliann Sildillia,J16,DF,Freiburg,German Bundesliga,90.0,6.19
Joakim Mæhle,J16,DF,Wolfsburg,German Bundesliga,90.0,8.33
Cedric Zesiger,J16,DF,Wolfsburg,German Bundesliga,45.0,7.22
Rogério,J16,DF,Wolfsburg,German Bundesliga,45.0,4.57
Moritz Jenz,J16,DF,Wolfsburg,German Bundesliga,90.0,6.56
Sebastiaan Bornauw,J16,DF,Wolfsburg,German Bundesliga,90.0,6.6
Matthijs de Ligt,J16,DF,Bayern Munich,German Bundesliga,28.0,5.37
Alphonso Davies,J16,DF,Bayern Munich,German Bundesliga,90.0,7.12
Kim Min-jae,J16,DF,Bayern Munich,German Bundesliga,90.0,6.76
Dayot Upamecano,J16,DF,Bayern Munich,German Bundesliga,90.0,7.55
Konrad Laimer,J16,DF,Bayern Munich,German Bundesliga,90.0,6.22
Marcus Pedersen,J9,DF,Sassuolo,Italian Serie A,45.0,5.84
Matías Viña,J9,DF,Sassuolo,Italian Serie A,45.0,6.39
Gian Marco Ferrari,J9,DF,Sassuolo,Italian Serie A,90.0,7.89
Ruan,J9,DF,Sassuolo,Italian Serie A,45.0,7.07
Martin Erlic,J9,DF,Sassuolo,Italian Serie A,45.0,6.51
Jeremy Toljan,J9,DF,Sassuolo,Italian Serie A,90.0,6.26
Adam Marušić,J9,DF,Lazio,Italian Serie A,90.0,5.74
Alessio Romagnoli,J9,DF,Lazio,Italian Serie A,90.0,6.46
Patric,J9,DF,Lazio,Italian Serie A,90.0,5.41
Manuel Lazzari,J9,DF,Lazio,Italian Serie A,90.0,6.93
Alphonso Davies,J17,DF,Bayern Munich,German Bundesliga,90.0,7.5
Matthijs de Ligt,J17,DF,Bayern Munich,German Bundesliga,90.0,7.12
Dayot Upamecano,J17,DF,Bayern Munich,German Bundesliga,90.0,7.34
Konrad Laimer,J17,DF,Bayern Munich,German Bundesliga,77.0,6.95
Stanley N'Soki,J17,DF,Hoffenheim,German Bundesliga,90.0,6.97
Florian Grillitsch,J17,DF,Hoffenheim,German Bundesliga,90.0,6.94
Ozan Kabak,J17,DF,Hoffenheim,German Bundesliga,90.0,7.39
Jordy Makengo,J17,DF,Freiburg,German Bundesliga,90.0,5.96
Manuel Gulde,J17,DF,Freiburg,German Bundesliga,90.0,7.57
Matthias Ginter,J17,DF,Freiburg,German Bundesliga,90.0,7.05
Kiliann Sildillia,J17,DF,Freiburg,German Bundesliga,90.0,6.53
Jérôme Roussillon,J17,DF,Union Berlin,German Bundesliga,68.0,5.86
Robin Gosens,J17,DF,Union Berlin,German Bundesliga,22.0,6.03
Diogo Leite,J17,DF,Union Berlin,German Bundesliga,90.0,7.1
Kevin Vogt,J17,DF,Union Berlin,German Bundesliga,90.0,6.48
Robin Knoche,J17,DF,Union Berlin,German Bundesliga,90.0,6.19
Josip Juranović,J17,DF,Union Berlin,German Bundesliga,88.0,5.98
Max Finkgräfe,J17,DF,Köln,German Bundesliga,90.0,7.1
Julian Chabot,J17,DF,Köln,German Bundesliga,90.0,7.39
Timo Hübers,J17,DF,Köln,German Bundesliga,90.0,7.25
Rasmus Carstensen,J17,DF,Köln,German Bundesliga,90.0,6.91
Jonas Föhrenbach,J17,DF,Heidenheim,German Bundesliga,90.0,5.73
Benedikt Gimber,J17,DF,Heidenheim,German Bundesliga,90.0,6.97
Patrick Mainka,J17,DF,Heidenheim,German Bundesliga,90.0,7.5
Marnon Busch,J17,DF,Heidenheim,German Bundesliga,90.0,7.1
David Raum,J17,DF,RB Leipzig,German Bundesliga,90.0,6.97
Mohamed Simakan,J17,DF,RB Leipzig,German Bundesliga,86.0,6.67
Lukas Klostermann,J17,DF,RB Leipzig,German Bundesliga,90.0,6.87
Benjamin Henrichs,J17,DF,RB Leipzig,German Bundesliga,87.0,6.51
Willian Pacho,J17,DF,Eint Frankfurt,German Bundesliga,90.0,7.42
Robin Koch,J17,DF,Eint Frankfurt,German Bundesliga,90.0,6.9
Tuta,J17,DF,Eint Frankfurt,German Bundesliga,90.0,6.15
Anthony Caci,J17,DF,Mainz 05,German Bundesliga,90.0,6.14
Sepp van den Berg,J17,DF,Mainz 05,German Bundesliga,90.0,7.42
Edimilson Fernandes,J17,DF,Mainz 05,German Bundesliga,90.0,5.72
Nicolas Cozza,J17,DF,Wolfsburg,German Bundesliga,63.0,5.42
Rogério,J17,DF,Wolfsburg,German Bundesliga,27.0,5.87
Moritz Jenz,J17,DF,Wolfsburg,German Bundesliga,90.0,7.12
Sebastiaan Bornauw,J17,DF,Wolfsburg,German Bundesliga,90.0,7.0
Joakim Mæhle,J17,DF,Wolfsburg,German Bundesliga,90.0,7.07
Iago,J17,DF,Augsburg,German Bundesliga,90.0,6.68
Ohis Felix Uduokhai,J17,DF,Augsburg,German Bundesliga,90.0,6.03
Jeffrey Gouweleeuw,J17,DF,Augsburg,German Bundesliga,90.0,7.2
Kevin Mbabu,J17,DF,Augsburg,German Bundesliga,90.0,6.73
Álex Grimaldo,J17,DF,Leverkusen,German Bundesliga,90.0,6.6
Jeremie Frimpong,J17,DF,Leverkusen,German Bundesliga,90.0,6.4
Piero Hincapié,J17,DF,Leverkusen,German Bundesliga,90.0,7.01
Robert Andrich,J17,DF,Leverkusen,German Bundesliga,90.0,6.64
Josip Stanišić,J17,DF,Leverkusen,German Bundesliga,90.0,6.94
Emir Karic,J17,DF,Darmstadt 98,German Bundesliga,90.0,6.94
Matej Maglica,J17,DF,Darmstadt 98,German Bundesliga,90.0,6.25
Christoph Klarer,J17,DF,Darmstadt 98,German Bundesliga,90.0,5.45
Clemens Riedel,J17,DF,Darmstadt 98,German Bundesliga,90.0,7.52
Matthias Bader,J17,DF,Darmstadt 98,German Bundesliga,45.0,6.86
Ian Maatsen,J17,DF,Dortmund,German Bundesliga,90.0,6.75
Nico Schlotterbeck,J17,DF,Dortmund,German Bundesliga,87.0,6.53
Emre Can,J17,DF,Dortmund,German Bundesliga,90.0,7.29
Thomas Meunier,J17,DF,Dortmund,German Bundesliga,90.0,7.02
Bernardo,J17,DF,Bochum,German Bundesliga,90.0,6.56
Keven Schlotterbeck,J17,DF,Bochum,German Bundesliga,90.0,7.45
Erhan Mašović,J17,DF,Bochum,German Bundesliga,90.0,6.57
Cristian Gamboa,J17,DF,Bochum,German Bundesliga,79.0,5.75
Anthony Jung,J17,DF,Werder Bremen,German Bundesliga,90.0,6.66
Marco Friedl,J17,DF,Werder Bremen,German Bundesliga,90.0,6.68
Niklas Stark,J17,DF,Werder Bremen,German Bundesliga,90.0,7.96
Luca Netz,J17,DF,Gladbach,German Bundesliga,90.0,6.48
Nico Elvedi,J17,DF,Gladbach,German Bundesliga,90.0,6.12
Marvin Friedrich,J17,DF,Gladbach,German Bundesliga,90.0,6.54
Joe Scally,J17,DF,Gladbach,German Bundesliga,90.0,6.22
Maximilian Mittelstädt,J17,DF,Stuttgart,German Bundesliga,45.0,5.99
Anthony Rouault,J17,DF,Stuttgart,German Bundesliga,45.0,6.35
Dan-Axel Zagadou,J17,DF,Stuttgart,German Bundesliga,90.0,7.14
Waldemar Anton,J17,DF,Stuttgart,German Bundesliga,90.0,6.34
Pascal Stenzel,J17,DF,Stuttgart,German Bundesliga,45.0,6.34
Jamie Leweling,J17,DF,Stuttgart,German Bundesliga,45.0,5.21
Max Finkgräfe,J18,DF,Köln,German Bundesliga,90.0,6.81
Julian Chabot,J18,DF,Köln,German Bundesliga,90.0,7.13
Timo Hübers,J18,DF,Köln,German Bundesliga,90.0,6.82
Rasmus Carstensen,J18,DF,Köln,German Bundesliga,86.0,6.19
Ian Maatsen,J18,DF,Dortmund,German Bundesliga,90.0,7.45
Nico Schlotterbeck,J18,DF,Dortmund,German Bundesliga,90.0,6.84
Niklas Süle,J18,DF,Dortmund,German Bundesliga,45.0,5.72
Hendry Blank,J18,DF,Dortmund,German Bundesliga,45.0,7.28
Thomas Meunier,J18,DF,Dortmund,German Bundesliga,90.0,6.77
Leonardo Spinazzola,J9,DF,Roma,Italian Serie A,78.0,6.19
Rick Karsdorp,J9,DF,Roma,Italian Serie A,72.0,5.04
Obite N'Dicka,J9,DF,Roma,Italian Serie A,72.0,6.42
Bryan Cristante,J9,DF,Roma,Italian Serie A,90.0,6.42
Gianluca Mancini,J9,DF,Roma,Italian Serie A,90.0,7.13
Andrea Carboni,J9,DF,Monza,Italian Serie A,46.0,6.87
Giorgos Kyriakopoulos,J9,DF,Monza,Italian Serie A,84.0,5.49
Pedro Pereira,J9,DF,Monza,Italian Serie A,45.0,5.21
Samuele Birindelli,J9,DF,Monza,Italian Serie A,45.0,6.19
Luca Caldirola,J9,DF,Monza,Italian Serie A,90.0,7.04
Pablo Marí,J9,DF,Monza,Italian Serie A,90.0,7.52
Danilo D'Ambrosio,J9,DF,Monza,Italian Serie A,40.0,6.28
Bernardo,J18,DF,Bochum,German Bundesliga,90.0,7.47
Erhan Mašović,J18,DF,Bochum,German Bundesliga,90.0,6.35
Noah Loosli,J18,DF,Bochum,German Bundesliga,90.0,6.76
Tim Oermann,J18,DF,Bochum,German Bundesliga,90.0,5.41
Maximilian Mittelstädt,J18,DF,Stuttgart,German Bundesliga,90.0,7.3
Dan-Axel Zagadou,J18,DF,Stuttgart,German Bundesliga,90.0,6.58
Waldemar Anton,J18,DF,Stuttgart,German Bundesliga,90.0,7.68
Josha Vagnoman,J18,DF,Stuttgart,German Bundesliga,90.0,5.81
Jordy Makengo,J18,DF,Freiburg,German Bundesliga,90.0,5.99
Manuel Gulde,J18,DF,Freiburg,German Bundesliga,81.0,6.35
Matthias Ginter,J18,DF,Freiburg,German Bundesliga,90.0,6.26
Kiliann Sildillia,J18,DF,Freiburg,German Bundesliga,90.0,7.62
Stanley N'Soki,J18,DF,Hoffenheim,German Bundesliga,89.0,6.84
Florian Grillitsch,J18,DF,Hoffenheim,German Bundesliga,90.0,7.14
Ozan Kabak,J18,DF,Hoffenheim,German Bundesliga,90.0,7.19
Matej Maglica,J18,DF,Darmstadt 98,German Bundesliga,45.0,6.22
Christoph Klarer,J18,DF,Darmstadt 98,German Bundesliga,90.0,6.55
Clemens Riedel,J18,DF,Darmstadt 98,German Bundesliga,90.0,7.67
Aurélio Buta,J18,DF,Eint Frankfurt,German Bundesliga,27.0,6.0
Niels Nkounkou,J18,DF,Eint Frankfurt,German Bundesliga,90.0,7.07
Junior Dina Ebimbe,J18,DF,Eint Frankfurt,German Bundesliga,89.0,6.51
Willian Pacho,J18,DF,Eint Frankfurt,German Bundesliga,90.0,6.99
Robin Koch,J18,DF,Eint Frankfurt,German Bundesliga,90.0,6.97
Tuta,J18,DF,Eint Frankfurt,German Bundesliga,90.0,7.31
Jonas Föhrenbach,J18,DF,Heidenheim,German Bundesliga,90.0,6.82
Benedikt Gimber,J18,DF,Heidenheim,German Bundesliga,90.0,7.11
Patrick Mainka,J18,DF,Heidenheim,German Bundesliga,90.0,7.88
Omar Traoré,J18,DF,Heidenheim,German Bundesliga,90.0,6.72
Rogério,J18,DF,Wolfsburg,German Bundesliga,90.0,6.8
Moritz Jenz,J18,DF,Wolfsburg,German Bundesliga,90.0,7.81
Sebastiaan Bornauw,J18,DF,Wolfsburg,German Bundesliga,75.0,8.14
Joakim Mæhle,J18,DF,Wolfsburg,German Bundesliga,90.0,7.21
David Raum,J18,DF,RB Leipzig,German Bundesliga,90.0,7.26
Castello Lukeba,J18,DF,RB Leipzig,German Bundesliga,90.0,6.06
Lukas Klostermann,J18,DF,RB Leipzig,German Bundesliga,90.0,6.67
Mohamed Simakan,J18,DF,RB Leipzig,German Bundesliga,73.0,6.36
Álex Grimaldo,J18,DF,Leverkusen,German Bundesliga,90.0,6.95
Jeremie Frimpong,J18,DF,Leverkusen,German Bundesliga,30.0,5.37
Nathan Tella,J18,DF,Leverkusen,German Bundesliga,60.0,6.68
Piero Hincapié,J18,DF,Leverkusen,German Bundesliga,90.0,7.39
Jonathan Tah,J18,DF,Leverkusen,German Bundesliga,90.0,6.77
Josip Stanišić,J18,DF,Leverkusen,German Bundesliga,90.0,6.97
Alphonso Davies,J18,DF,Bayern Munich,German Bundesliga,64.0,7.54
Matthijs de Ligt,J18,DF,Bayern Munich,German Bundesliga,90.0,7.56
Dayot Upamecano,J18,DF,Bayern Munich,German Bundesliga,90.0,7.37
Konrad Laimer,J18,DF,Bayern Munich,German Bundesliga,90.0,7.08
Felix Agu,J18,DF,Werder Bremen,German Bundesliga,88.0,6.16
Mitchell Weiser,J18,DF,Werder Bremen,German Bundesliga,90.0,7.5
Anthony Jung,J18,DF,Werder Bremen,German Bundesliga,90.0,6.96
Marco Friedl,J18,DF,Werder Bremen,German Bundesliga,90.0,7.05
Niklas Stark,J18,DF,Werder Bremen,German Bundesliga,90.0,6.66
Luca Netz,J18,DF,Gladbach,German Bundesliga,70.0,7.1
Stefan Lainer,J18,DF,Gladbach,German Bundesliga,20.0,5.07
Nico Elvedi,J18,DF,Gladbach,German Bundesliga,90.0,6.81
Marvin Friedrich,J18,DF,Gladbach,German Bundesliga,90.0,5.75
Joe Scally,J18,DF,Gladbach,German Bundesliga,90.0,7.29
Iago,J18,DF,Augsburg,German Bundesliga,90.0,5.9
Ohis Felix Uduokhai,J18,DF,Augsburg,German Bundesliga,90.0,5.63
Jeffrey Gouweleeuw,J18,DF,Augsburg,German Bundesliga,90.0,6.86
Kevin Mbabu,J18,DF,Augsburg,German Bundesliga,90.0,7.94
Raphaël Guerreiro,J13,DF,Bayern Munich,German Bundesliga,90.0,6.77
Dayot Upamecano,J13,DF,Bayern Munich,German Bundesliga,45.0,6.9
Eric Dier,J13,DF,Bayern Munich,German Bundesliga,45.0,5.9
Matthijs de Ligt,J13,DF,Bayern Munich,German Bundesliga,90.0,6.25
Konrad Laimer,J13,DF,Bayern Munich,German Bundesliga,85.0,5.76
Robin Gosens,J13,DF,Union Berlin,German Bundesliga,63.0,6.19
Jérôme Roussillon,J13,DF,Union Berlin,German Bundesliga,27.0,5.54
Diogo Leite,J13,DF,Union Berlin,German Bundesliga,90.0,7.1
Kevin Vogt,J13,DF,Union Berlin,German Bundesliga,90.0,6.34
Robin Knoche,J13,DF,Union Berlin,German Bundesliga,90.0,6.42
Christopher Trimmel,J13,DF,Union Berlin,German Bundesliga,90.0,5.8
Niels Nkounkou,J19,DF,Eint Frankfurt,German Bundesliga,89.0,7.77
Junior Dina Ebimbe,J19,DF,Eint Frankfurt,German Bundesliga,76.0,5.81
Willian Pacho,J19,DF,Eint Frankfurt,German Bundesliga,90.0,7.38
Robin Koch,J19,DF,Eint Frankfurt,German Bundesliga,90.0,7.03
Tuta,J19,DF,Eint Frankfurt,German Bundesliga,90.0,8.06
Phillipp Mwene,J19,DF,Mainz 05,German Bundesliga,90.0,7.2
Silvan Widmer,J19,DF,Mainz 05,German Bundesliga,86.0,6.19
Anthony Caci,J19,DF,Mainz 05,German Bundesliga,81.0,7.21
Sepp van den Berg,J19,DF,Mainz 05,German Bundesliga,90.0,6.75
Dominik Kohr,J19,DF,Mainz 05,German Bundesliga,81.0,6.58
Maximilian Mittelstädt,J19,DF,Stuttgart,German Bundesliga,90.0,6.84
Josha Vagnoman,J19,DF,Stuttgart,German Bundesliga,86.0,6.26
Waldemar Anton,J19,DF,Stuttgart,German Bundesliga,90.0,6.55
Dan-Axel Zagadou,J19,DF,Stuttgart,German Bundesliga,90.0,7.11
Anthony Rouault,J19,DF,Stuttgart,German Bundesliga,90.0,6.62
Benjamin Henrichs,J19,DF,RB Leipzig,German Bundesliga,24.0,4.86
David Raum,J19,DF,RB Leipzig,German Bundesliga,90.0,7.28
Castello Lukeba,J19,DF,RB Leipzig,German Bundesliga,90.0,7.07
Lukas Klostermann,J19,DF,RB Leipzig,German Bundesliga,90.0,6.61
Mohamed Simakan,J19,DF,RB Leipzig,German Bundesliga,84.0,7.01
Domagoj Bradarić,J9,DF,Salernitana,Italian Serie A,90.0,6.42
Norbert Gyömbér,J9,DF,Salernitana,Italian Serie A,90.0,6.6
Federico Fazio,J9,DF,Salernitana,Italian Serie A,82.0,6.68
Pasquale Mazzocchi,J9,DF,Salernitana,Italian Serie A,90.0,6.49
Tommaso Augello,J9,DF,Cagliari,Italian Serie A,90.0,5.51
Alberto Dossena,J9,DF,Cagliari,Italian Serie A,73.0,7.22
Edoardo Goldaniga,J9,DF,Cagliari,Italian Serie A,90.0,6.48
Nahitan Nández,J9,DF,Cagliari,Italian Serie A,45.0,7.1
Gabriele Zappa,J9,DF,Cagliari,Italian Serie A,45.0,5.19
Stanley N'Soki,J19,DF,Hoffenheim,German Bundesliga,90.0,7.7
John Brooks,J19,DF,Hoffenheim,German Bundesliga,90.0,7.65
Kevin Akpoguma,J19,DF,Hoffenheim,German Bundesliga,90.0,7.14
Pavel Kadeřábek,J19,DF,Hoffenheim,German Bundesliga,62.0,6.44
Robert Skov,J19,DF,Hoffenheim,German Bundesliga,28.0,5.86
Jonas Föhrenbach,J19,DF,Heidenheim,German Bundesliga,90.0,5.6
Benedikt Gimber,J19,DF,Heidenheim,German Bundesliga,45.0,5.19
Tim Siersleben,J19,DF,Heidenheim,German Bundesliga,45.0,5.85
Patrick Mainka,J19,DF,Heidenheim,German Bundesliga,90.0,7.07
Omar Traoré,J19,DF,Heidenheim,German Bundesliga,90.0,7.45
Rogério,J19,DF,Wolfsburg,German Bundesliga,90.0,7.79
Moritz Jenz,J19,DF,Wolfsburg,German Bundesliga,90.0,6.91
Maxence Lacroix,J19,DF,Wolfsburg,German Bundesliga,90.0,7.58
Joakim Mæhle,J19,DF,Wolfsburg,German Bundesliga,81.0,6.2
Max Finkgräfe,J19,DF,Köln,German Bundesliga,90.0,7.72
Julian Chabot,J19,DF,Köln,German Bundesliga,90.0,6.77
Timo Hübers,J19,DF,Köln,German Bundesliga,90.0,6.97
Benno Schmitz,J19,DF,Köln,German Bundesliga,62.0,6.19
Rasmus Carstensen,J19,DF,Köln,German Bundesliga,28.0,5.99
Iago,J19,DF,Augsburg,German Bundesliga,74.0,6.77
Ohis Felix Uduokhai,J19,DF,Augsburg,German Bundesliga,90.0,6.52
Jeffrey Gouweleeuw,J19,DF,Augsburg,German Bundesliga,90.0,7.11
Kevin Mbabu,J19,DF,Augsburg,German Bundesliga,90.0,6.64
Alphonso Davies,J19,DF,Bayern Munich,German Bundesliga,90.0,7.12
Eric Dier,J19,DF,Bayern Munich,German Bundesliga,90.0,5.8
Matthijs de Ligt,J19,DF,Bayern Munich,German Bundesliga,90.0,6.61
Raphaël Guerreiro,J19,DF,Bayern Munich,German Bundesliga,90.0,6.98
Olivier Deman,J19,DF,Werder Bremen,German Bundesliga,90.0,5.85
Felix Agu,J19,DF,Werder Bremen,German Bundesliga,89.0,5.42
Anthony Jung,J19,DF,Werder Bremen,German Bundesliga,90.0,6.51
Marco Friedl,J19,DF,Werder Bremen,German Bundesliga,90.0,7.23
Niklas Stark,J19,DF,Werder Bremen,German Bundesliga,90.0,5.44
Jordy Makengo,J19,DF,Freiburg,German Bundesliga,71.0,5.31
Kiliann Sildillia,J19,DF,Freiburg,German Bundesliga,90.0,6.82
Matthias Ginter,J19,DF,Freiburg,German Bundesliga,90.0,7.53
Lukas Kübler,J19,DF,Freiburg,German Bundesliga,71.0,7.49
Nathan Tella,J19,DF,Leverkusen,German Bundesliga,23.0,6.51
Álex Grimaldo,J19,DF,Leverkusen,German Bundesliga,90.0,6.12
Jeremie Frimpong,J19,DF,Leverkusen,German Bundesliga,90.0,5.99
Piero Hincapié,J19,DF,Leverkusen,German Bundesliga,90.0,7.06
Robert Andrich,J19,DF,Leverkusen,German Bundesliga,90.0,6.86
Josip Stanišić,J19,DF,Leverkusen,German Bundesliga,90.0,6.35
Luca Netz,J19,DF,Gladbach,German Bundesliga,90.0,6.84
Nico Elvedi,J19,DF,Gladbach,German Bundesliga,90.0,7.25
Marvin Friedrich,J19,DF,Gladbach,German Bundesliga,90.0,6.58
Joe Scally,J19,DF,Gladbach,German Bundesliga,90.0,5.85
Franck Honorat,J19,DF,Gladbach,German Bundesliga,69.0,5.96
Stefan Lainer,J19,DF,Gladbach,German Bundesliga,21.0,5.75
Robin Gosens,J19,DF,Union Berlin,German Bundesliga,86.0,6.71
Christopher Trimmel,J19,DF,Union Berlin,German Bundesliga,90.0,7.26
Diogo Leite,J19,DF,Union Berlin,German Bundesliga,90.0,6.23
Kevin Vogt,J19,DF,Union Berlin,German Bundesliga,90.0,6.51
Robin Knoche,J19,DF,Union Berlin,German Bundesliga,90.0,6.86
Christoph Klarer,J19,DF,Darmstadt 98,German Bundesliga,90.0,6.99
Christoph Zimmermann,J19,DF,Darmstadt 98,German Bundesliga,77.0,6.75
Matthias Bader,J19,DF,Darmstadt 98,German Bundesliga,90.0,6.03
Ian Maatsen,J19,DF,Dortmund,German Bundesliga,90.0,7.08
Nico Schlotterbeck,J19,DF,Dortmund,German Bundesliga,90.0,7.32
Niklas Süle,J19,DF,Dortmund,German Bundesliga,90.0,6.54
