Player,Game Week,Position,Team,League,Minutes,Rating
Marc-André ter Stegen,J14,GK,Barcelona,UEFA Champions League,90,6.04
Gianluigi Donnarumma,J14,GK,Paris S-G,UEFA Champions League,90,6.5
Vanja Milinković-Savić,J19,GK,Torino,Italian Serie A,90,7.65
Pierluigi Gollini,J19,GK,Napoli,Italian Serie A,90,6.17
Gregor Kobel,J14,GK,Dortmund,UEFA Champions League,90,5.72
Jan Oblak,J14,GK,Atlético Madrid,UEFA Champions League,90,5.49
Ederson,J14,GK,Manchester City,UEFA Champions League,90,6.36
Andriy Lunin,J14,GK,Real Madrid,UEFA Champions League,90,7.31
Manuel Neuer,J14,GK,Bayern Munich,UEFA Champions League,90,7.67
David Raya,J14,GK,Arsenal,UEFA Champions League,90,6.08
Manuel Neuer,J15,GK,Bayern Munich,UEFA Champions League,90,5.73
Andriy Lunin,J15,GK,Real Madrid,UEFA Champions League,90,5.84
Gregor Kobel,J15,GK,Dortmund,UEFA Champions League,90,7.4
Gianluigi Donnarumma,J15,GK,Paris S-G,UEFA Champions League,90,6.32
Gianluigi Donnarumma,J16,GK,Paris S-G,UEFA Champions League,90,6.22
Gregor Kobel,J16,GK,Dortmund,UEFA Champions League,90,7.65
Andriy Lunin,J16,GK,Real Madrid,UEFA Champions League,90,6.97
Manuel Neuer,J16,GK,Bayern Munich,UEFA Champions League,90,6.55
Gregor Kobel,J17,GK,Dortmund,UEFA Champions League,90,6.01
Thibaut Courtois,J17,GK,Real Madrid,UEFA Champions League,90,7.37
Matej Kovar,J1,GK,Leverkusen,UEFA Europa League,90,7.49
Peter Abrahamsson,J1,GK,Häcken,UEFA Europa League,90,5.84
Jérémy Frick,J1,GK,Servette FC,UEFA Europa League,90,5.69
Aleš Mandous,J1,GK,Slavia Prague,UEFA Europa League,90,7.63
Maduka Okoye,J19,GK,Udinese,Italian Serie A,90,5.53
Ivan Provedel,J19,GK,Lazio,Italian Serie A,90,6.33
Anthony Moris,J1,GK,Union SG,UEFA Europa League,90,6.95
Guillaume Restes,J1,GK,Toulouse,UEFA Europa League,90,6.18
Steve Mandanda,J1,GK,Rennes,UEFA Europa League,90,7.5
Itamar Nitzan,J1,GK,Maccabi Haifa,UEFA Europa League,90,6.18
Tobias Lawal,J1,GK,LASK,UEFA Europa League,90,5.84
Caoimhín Kelleher,J1,GK,Liverpool,UEFA Europa League,90,6.04
Maksym Koval,J1,GK,Sheriff Tiraspol,UEFA Europa League,90,6.78
Mile Svilar,J1,GK,Roma,UEFA Europa League,90,6.0
Alberto Brignoli,J1,GK,Panathinaikos,UEFA Europa League,90,6.96
Pepe Reina,J1,GK,Villarreal,UEFA Europa League,90,5.23
Łukasz Fabiański,J1,GK,West Ham,UEFA Europa League,90,6.53
Nikola Simić,J1,GK,TSC,UEFA Europa League,90,6.05
Jason Steele,J1,GK,Brighton,UEFA Europa League,90,5.58
Cican Stankovic,J1,GK,AEK Athens,UEFA Europa League,90,6.85
Jack Butland,J1,GK,Rangers,UEFA Europa League,90,7.44
Claudio Bravo,J1,GK,Betis,UEFA Europa League,90,7.24
Andrey Lunyov,J1,GK,Qarabağ,UEFA Europa League,90,7.22
Jacob Karlstrom,J1,GK,Molde,UEFA Europa League,90,7.05
Juan Musso,J1,GK,Atalanta,UEFA Europa League,90,7.16
Vladan Kovačević,J1,GK,Raków,UEFA Europa League,90,6.83
Benoît Costil,J19,GK,Salernitana,Italian Serie A,90,5.61
Wojciech Szczęsny,J19,GK,Juventus,Italian Serie A,90,6.14
Peter Vindahl Jensen,J1,GK,Sparta Prague,UEFA Europa League,90,5.77
Vaná,J1,GK,Aris Limassol FC,UEFA Europa League,90,6.46
Jay Gorter,J1,GK,Ajax,UEFA Europa League,90,6.61
Pau López,J1,GK,Marseille,UEFA Europa League,90,5.55
Kjell Scherpen,J1,GK,Sturm Graz,UEFA Europa League,90,6.91
Antonio Adán,J1,GK,Sporting CP,UEFA Europa League,90,6.13
Alexandros Paschalakis,J1,GK,Olympiacos,UEFA Europa League,90,5.98
Noah Atubolu,J1,GK,Freiburg,UEFA Europa League,90,6.39
Antonio Adán,J2,GK,Sporting CP,UEFA Europa League,90,6.07
Juan Musso,J2,GK,Atalanta,UEFA Europa League,90,7.0
Noah Atubolu,J2,GK,Freiburg,UEFA Europa League,90,5.89
Łukasz Fabiański,J2,GK,West Ham,UEFA Europa League,90,6.64
Pau López,J2,GK,Marseille,UEFA Europa League,90,6.45
Jason Steele,J2,GK,Brighton,UEFA Europa League,90,5.74
Veljko Ilic,J2,GK,TSC,UEFA Europa League,90,5.36
Alexandros Paschalakis,J2,GK,Olympiacos,UEFA Europa League,90,6.48
Rui Silva,J2,GK,Betis,UEFA Europa League,90,6.19
Peter Vindahl Jensen,J2,GK,Sparta Prague,UEFA Europa League,90,5.83
Vladan Kovačević,J2,GK,Raków,UEFA Europa League,90,7.18
Kjell Scherpen,J2,GK,Sturm Graz,UEFA Europa League,90,7.55
Guillermo Ochoa,J2,GK,Salernitana,Italian Serie A,90,6.69
Marco Silvestri,J2,GK,Udinese,Italian Serie A,90,6.82
Rui Patrício,J19,GK,Roma,Italian Serie A,90,6.25
Marco Carnesecchi,J19,GK,Atalanta,Italian Serie A,90,7.26
Cican Stankovic,J2,GK,AEK Athens,UEFA Europa League,90,7.24
Jay Gorter,J2,GK,Ajax,UEFA Europa League,90,6.93
Vaná,J2,GK,Aris Limassol FC,UEFA Europa League,90,6.33
Jack Butland,J2,GK,Rangers,UEFA Europa League,90,5.73
Alisson,J2,GK,Liverpool,UEFA Europa League,90,7.23
Anthony Moris,J2,GK,Union SG,UEFA Europa League,90,6.98
Peter Abrahamsson,J2,GK,Häcken,UEFA Europa League,90,5.97
Andrey Lunyov,J2,GK,Qarabağ,UEFA Europa League,90,6.84
Pepe Reina,J2,GK,Villarreal,UEFA Europa League,90,7.74
Steve Mandanda,J2,GK,Rennes,UEFA Europa League,90,5.79
Guillaume Restes,J2,GK,Toulouse,UEFA Europa League,90,6.86
Tobias Lawal,J2,GK,LASK,UEFA Europa League,90,6.15
Aleš Mandous,J2,GK,Slavia Prague,UEFA Europa League,90,6.98
Maksym Koval,J2,GK,Sheriff Tiraspol,UEFA Europa League,90,5.37
Mile Svilar,J2,GK,Roma,UEFA Europa League,90,6.98
Jérémy Frick,J2,GK,Servette FC,UEFA Europa League,90,5.44
Jacob Karlstrom,J2,GK,Molde,UEFA Europa League,40,5.11
Oliver Petersen,J2,GK,Molde,UEFA Europa League,50,6.78
Matej Kovar,J2,GK,Leverkusen,UEFA Europa League,90,6.97
Shareef Keouf,J2,GK,Maccabi Haifa,UEFA Europa League,90,6.79
Alberto Brignoli,J2,GK,Panathinaikos,UEFA Europa League,90,7.89
Josep Martinez,J20,GK,Genoa,Italian Serie A,90,6.89
Vanja Milinković-Savić,J20,GK,Torino,Italian Serie A,90,8.1
Peter Vindahl Jensen,J3,GK,Sparta Prague,UEFA Europa League,90,7.61
Jack Butland,J3,GK,Rangers,UEFA Europa League,90,7.44
Vladan Kovačević,J3,GK,Raków,UEFA Europa League,90,6.62
Franco Israel,J3,GK,Sporting CP,UEFA Europa League,90,6.61
Oliver Petersen,J3,GK,Molde,UEFA Europa League,90,7.05
Peter Abrahamsson,J3,GK,Häcken,UEFA Europa League,90,5.59
Kjell Scherpen,J3,GK,Sturm Graz,UEFA Europa League,90,6.63
Juan Musso,J3,GK,Atalanta,UEFA Europa League,90,6.35
Veljko Ilic,J3,GK,TSC,UEFA Europa League,90,5.61
Noah Atubolu,J3,GK,Freiburg,UEFA Europa League,90,6.1
Rubén Blanco,J3,GK,Marseille,UEFA Europa League,90,6.31
Cican Stankovic,J3,GK,AEK Athens,UEFA Europa League,56,6.53
Giorgos Athanasiadis,J3,GK,AEK Athens,UEFA Europa League,32,6.7
Alexandros Paschalakis,J3,GK,Olympiacos,UEFA Europa League,90,6.12
Alphonse Areola,J3,GK,West Ham,UEFA Europa League,90,5.73
Vaná,J3,GK,Aris Limassol FC,UEFA Europa League,90,7.0
Rui Silva,J3,GK,Betis,UEFA Europa League,90,6.87
Jason Steele,J3,GK,Brighton,UEFA Europa League,90,7.01
Diant Ramaj,J3,GK,Ajax,UEFA Europa League,90,6.17
Caoimhín Kelleher,J3,GK,Liverpool,UEFA Europa League,90,6.18
Guillaume Restes,J3,GK,Toulouse,UEFA Europa League,90,5.62
Pierluigi Gollini,J20,GK,Napoli,Italian Serie A,90,6.08
Guillermo Ochoa,J20,GK,Salernitana,Italian Serie A,90,7.0
Matej Kovar,J3,GK,Leverkusen,UEFA Europa League,90,6.17
Andrey Lunyov,J3,GK,Qarabağ,UEFA Europa League,90,5.62
Anthony Moris,J3,GK,Union SG,UEFA Europa League,90,6.6
Tobias Lawal,J3,GK,LASK,UEFA Europa League,90,7.02
Mile Svilar,J3,GK,Roma,UEFA Europa League,90,7.34
Aleš Mandous,J3,GK,Slavia Prague,UEFA Europa League,90,6.38
Maksym Koval,J3,GK,Sheriff Tiraspol,UEFA Europa League,90,6.53
Jérémy Frick,J3,GK,Servette FC,UEFA Europa League,90,7.22
Alberto Brignoli,J3,GK,Panathinaikos,UEFA Europa League,90,7.04
Steve Mandanda,J3,GK,Rennes,UEFA Europa League,90,7.21
Guillaume Restes,J3,GK,Toulouse,UEFA Europa League,90,5.73
Caoimhín Kelleher,J3,GK,Liverpool,UEFA Europa League,90,5.34
Tobias Lawal,J4,GK,LASK,UEFA Europa League,90,6.83
Anthony Moris,J4,GK,Union SG,UEFA Europa League,90,5.85
Diant Ramaj,J4,GK,Ajax,UEFA Europa League,90,5.8
Bart Verbruggen,J4,GK,Brighton,UEFA Europa League,90,7.31
Aleš Mandous,J4,GK,Slavia Prague,UEFA Europa League,90,7.26
Mile Svilar,J4,GK,Roma,UEFA Europa League,90,6.09
Gauthier Gallon,J4,GK,Rennes,UEFA Europa League,90,6.4
Alberto Brignoli,J4,GK,Panathinaikos,UEFA Europa League,90,5.23
Lorenzo Montipò,J20,GK,Hellas Verona,Italian Serie A,90,6.03
Elia Caprile,J20,GK,Empoli,Italian Serie A,90,6.01
Jérémy Frick,J4,GK,Servette FC,UEFA Europa League,90,6.13
Maksym Koval,J4,GK,Sheriff Tiraspol,UEFA Europa League,90,7.12
Shareef Keouf,J4,GK,Maccabi Haifa,UEFA Europa League,90,7.05
Pepe Reina,J4,GK,Villarreal,UEFA Europa League,90,6.63
Jack Butland,J4,GK,Rangers,UEFA Europa League,90,6.15
Peter Vindahl Jensen,J4,GK,Sparta Prague,UEFA Europa League,90,6.15
Łukasz Fabiański,J4,GK,West Ham,UEFA Europa League,90,6.83
Alexandros Paschalakis,J4,GK,Olympiacos,UEFA Europa League,90,7.11
Antonio Adán,J4,GK,Sporting CP,UEFA Europa League,90,5.91
Vladan Kovačević,J4,GK,Raków,UEFA Europa League,90,7.0
Claudio Bravo,J4,GK,Betis,UEFA Europa League,90,6.82
Vaná,J4,GK,Aris Limassol FC,UEFA Europa League,90,5.8
Peter Abrahamsson,J4,GK,Häcken,UEFA Europa League,90,6.29
Oliver Petersen,J4,GK,Molde,UEFA Europa League,90,6.9
Juan Musso,J4,GK,Atalanta,UEFA Europa League,90,6.67
Kjell Scherpen,J4,GK,Sturm Graz,UEFA Europa League,90,7.13
Noah Atubolu,J4,GK,Freiburg,UEFA Europa League,90,7.59
Veljko Ilic,J4,GK,TSC,UEFA Europa League,90,5.89
Andrey Lunyov,J4,GK,Qarabağ,UEFA Europa League,84,6.6
Matej Kovar,J4,GK,Leverkusen,UEFA Europa League,90,7.25
Alessandro Sorrentino,J20,GK,Monza,Italian Serie A,90,5.48
Yann Sommer,J20,GK,Inter,Italian Serie A,90,6.14
Giorgos Athanasiadis,J4,GK,AEK Athens,UEFA Europa League,90,5.96
Pau López,J4,GK,Marseille,UEFA Europa League,90,7.68
Peter Vindahl Jensen,J4,GK,Sparta Prague,UEFA Europa League,90,7.62
Rui Silva,J4,GK,Betis,UEFA Europa League,90,5.98
Veljko Ilic,J5,GK,TSC,UEFA Europa League,90,6.49
Łukasz Fabiański,J5,GK,West Ham,UEFA Europa League,90,7.19
Juan Musso,J5,GK,Atalanta,UEFA Europa League,90,6.34
Antonio Adán,J5,GK,Sporting CP,UEFA Europa League,90,6.2
Kjell Scherpen,J5,GK,Sturm Graz,UEFA Europa League,90,6.73
Vladan Kovačević,J5,GK,Raków,UEFA Europa League,90,7.85
Noah Atubolu,J5,GK,Freiburg,UEFA Europa League,90,7.41
Alexandros Paschalakis,J5,GK,Olympiacos,UEFA Europa League,90,4.89
Cican Stankovic,J5,GK,AEK Athens,UEFA Europa League,90,6.52
Bart Verbruggen,J5,GK,Brighton,UEFA Europa League,90,7.54
Shareef Keouf,J5,GK,Maccabi Haifa,UEFA Europa League,90,5.29
Steve Mandanda,J5,GK,Rennes,UEFA Europa League,90,6.67
Caoimhín Kelleher,J5,GK,Liverpool,UEFA Europa League,90,7.51
Tobias Lawal,J5,GK,LASK,UEFA Europa League,90,5.64
Jack Butland,J5,GK,Rangers,UEFA Europa League,90,6.25
Vaná,J5,GK,Aris Limassol FC,UEFA Europa League,90,6.84
Ivan Provedel,J20,GK,Lazio,Italian Serie A,90,7.35
Wladimiro Falcone,J20,GK,Lecce,Italian Serie A,90,6.04
Pau López,J5,GK,Marseille,UEFA Europa League,90,6.59
Diant Ramaj,J5,GK,Ajax,UEFA Europa League,90,5.79
Jérémy Frick,J5,GK,Servette FC,UEFA Europa League,90,6.38
Mile Svilar,J5,GK,Roma,UEFA Europa League,90,6.58
Peter Abrahamsson,J5,GK,Häcken,UEFA Europa League,90,5.78
Matej Kovar,J5,GK,Leverkusen,UEFA Europa League,90,7.58
Pepe Reina,J5,GK,Villarreal,UEFA Europa League,90,5.61
Alberto Brignoli,J5,GK,Panathinaikos,UEFA Europa League,90,6.08
Guillaume Restes,J5,GK,Toulouse,UEFA Europa League,90,7.29
Anthony Moris,J5,GK,Union SG,UEFA Europa League,90,7.12
Oliver Petersen,J5,GK,Molde,UEFA Europa League,90,5.65
Andrey Lunyov,J5,GK,Qarabağ,UEFA Europa League,90,6.57
Maksym Koval,J5,GK,Sheriff Tiraspol,UEFA Europa League,90,6.18
Aleš Mandous,J5,GK,Slavia Prague,UEFA Europa League,90,5.55
Pepe Reina,J5,GK,Villarreal,UEFA Europa League,90,6.79
Shareef Keouf,J5,GK,Maccabi Haifa,UEFA Europa League,90,7.69
Anthony Moris,J6,GK,Union SG,UEFA Europa League,90,6.1
Caoimhín Kelleher,J6,GK,Liverpool,UEFA Europa League,90,6.58
Mile Svilar,J6,GK,Roma,UEFA Europa League,90,7.25
Maksym Koval,J6,GK,Sheriff Tiraspol,UEFA Europa League,90,5.89
Simone Scuffet,J20,GK,Cagliari,Italian Serie A,90,6.35
Łukasz Skorupski,J20,GK,Bologna,Italian Serie A,90,5.53
Tobias Lawal,J6,GK,LASK,UEFA Europa League,90,6.47
Guillaume Restes,J6,GK,Toulouse,UEFA Europa League,90,6.63
Steve Mandanda,J6,GK,Rennes,UEFA Europa League,90,5.55
Pepe Reina,J6,GK,Villarreal,UEFA Europa League,90,6.12
Niklas Lomb,J6,GK,Leverkusen,UEFA Europa League,90,6.03
Oliver Petersen,J6,GK,Molde,UEFA Europa League,90,5.66
Aleš Mandous,J6,GK,Slavia Prague,UEFA Europa League,90,7.0
Jérémy Frick,J6,GK,Servette FC,UEFA Europa League,90,5.72
Yuri Lodygin,J6,GK,Panathinaikos,UEFA Europa League,90,6.04
Shareef Keouf,J6,GK,Maccabi Haifa,UEFA Europa League,90,7.04
Łukasz Fabiański,J6,GK,West Ham,UEFA Europa League,90,7.54
Noah Atubolu,J6,GK,Freiburg,UEFA Europa League,90,5.92
Franco Israel,J6,GK,Sporting CP,UEFA Europa League,90,6.99
Kjell Scherpen,J6,GK,Sturm Graz,UEFA Europa League,90,5.55
Jason Steele,J6,GK,Brighton,UEFA Europa League,90,6.81
Pau López,J6,GK,Marseille,UEFA Europa League,90,6.18
Diant Ramaj,J6,GK,Ajax,UEFA Europa League,90,6.42
Giorgos Athanasiadis,J6,GK,AEK Athens,UEFA Europa League,90,6.93
Vladan Kovačević,J6,GK,Raków,UEFA Europa League,90,5.53
Marco Carnesecchi,J6,GK,Atalanta,UEFA Europa League,83,6.65
Pietro Terracciano,J20,GK,Fiorentina,Italian Serie A,90,5.97
Maduka Okoye,J20,GK,Udinese,Italian Serie A,90,5.69
Rui Silva,J6,GK,Betis,UEFA Europa League,90,5.37
Jack Butland,J6,GK,Rangers,UEFA Europa League,90,6.88
Andrey Lunyov,J6,GK,Qarabağ,UEFA Europa League,90,6.75
Peter Abrahamsson,J6,GK,Häcken,UEFA Europa League,90,5.41
Alexandros Paschalakis,J6,GK,Olympiacos,UEFA Europa League,90,5.7
Veljko Ilic,J6,GK,TSC,UEFA Europa League,90,5.53
Vaná,J6,GK,Aris Limassol FC,UEFA Europa League,90,6.44
Peter Vindahl Jensen,J6,GK,Sparta Prague,UEFA Europa League,90,6.4
Timon Wellenreuther,J9,GK,Feyenoord,UEFA Europa League,90,6.63
Mile Svilar,J9,GK,Roma,UEFA Europa League,90,6.73
David von Ballmoos,J9,GK,Young Boys,UEFA Europa League,90,6.11
Antonio Adán,J9,GK,Sporting CP,UEFA Europa League,90,6.64
Dmytro Riznyk,J9,GK,Shakhtar,UEFA Europa League,90,5.77
Pau López,J9,GK,Marseille,UEFA Europa League,90,6.14
Matheus,J9,GK,Braga,UEFA Europa League,90,5.49
Andrey Lunyov,J9,GK,Qarabağ,UEFA Europa League,90,6.86
Anatolii Trubin,J9,GK,Benfica,UEFA Europa League,90,6.14
Guillaume Restes,J9,GK,Toulouse,UEFA Europa League,90,6.57
Fernando Muslera,J9,GK,Galatasaray,UEFA Europa League,90,6.49
Peter Vindahl Jensen,J9,GK,Sparta Prague,UEFA Europa League,90,5.69
Mike Maignan,J20,GK,Milan,Italian Serie A,90,6.97
Mile Svilar,J20,GK,Roma,Italian Serie A,90,5.35
Mike Maignan,J9,GK,Milan,UEFA Europa League,90,7.42
Steve Mandanda,J9,GK,Rennes,UEFA Europa League,90,5.82
Brice Samba,J9,GK,Lens,UEFA Europa League,90,7.43
Noah Atubolu,J9,GK,Freiburg,UEFA Europa League,90,6.89
Steve Mandanda,J10,GK,Rennes,UEFA Europa League,90,6.53
Mike Maignan,J10,GK,Milan,UEFA Europa League,90,6.48
Noah Atubolu,J10,GK,Freiburg,UEFA Europa League,90,6.38
Brice Samba,J10,GK,Lens,UEFA Europa League,90,6.17
Guillaume Restes,J10,GK,Toulouse,UEFA Europa League,90,7.19
Anatolii Trubin,J10,GK,Benfica,UEFA Europa League,90,7.55
Antonio Adán,J10,GK,Sporting CP,UEFA Europa League,90,6.62
David von Ballmoos,J10,GK,Young Boys,UEFA Europa League,90,7.27
Mile Svilar,J10,GK,Roma,UEFA Europa League,90,6.4
Timon Wellenreuther,J10,GK,Feyenoord,UEFA Europa League,90,6.41
Pau López,J10,GK,Marseille,UEFA Europa League,90,7.17
Dmytro Riznyk,J10,GK,Shakhtar,UEFA Europa League,90,5.47
Peter Vindahl Jensen,J10,GK,Sparta Prague,UEFA Europa League,90,6.23
Fernando Muslera,J10,GK,Galatasaray,UEFA Europa League,90,6.5
Andrey Lunyov,J10,GK,Qarabağ,UEFA Europa League,90,6.33
Matheus,J10,GK,Braga,UEFA Europa League,90,6.21
Marco Carnesecchi,J20,GK,Atalanta,Italian Serie A,90,7.6
Stefano Turati,J20,GK,Frosinone,Italian Serie A,90,5.51
Franco Israel,J11,GK,Sporting CP,UEFA Europa League,90,6.73
Juan Musso,J11,GK,Atalanta,UEFA Europa League,90,6.05
Mile Svilar,J11,GK,Roma,UEFA Europa League,90,7.66
Jason Steele,J11,GK,Brighton,UEFA Europa League,90,5.76
Peter Vindahl Jensen,J11,GK,Sparta Prague,UEFA Europa League,90,5.62
Caoimhín Kelleher,J11,GK,Liverpool,UEFA Europa League,90,7.06
Anatolii Trubin,J11,GK,Benfica,UEFA Europa League,90,6.02
Jack Butland,J11,GK,Rangers,UEFA Europa League,90,6.34
Noah Atubolu,J11,GK,Freiburg,UEFA Europa League,90,7.44
Łukasz Fabiański,J11,GK,West Ham,UEFA Europa League,90,6.73
Pau López,J11,GK,Marseille,UEFA Europa League,90,6.57
Pepe Reina,J11,GK,Villarreal,UEFA Europa League,90,6.1
Mike Maignan,J11,GK,Milan,UEFA Europa League,90,5.32
Jindřich Staněk,J11,GK,Slavia Prague,UEFA Europa League,90,5.99
Andrey Lunyov,J11,GK,Qarabağ,UEFA Europa League,90,5.81
Matej Kovar,J11,GK,Leverkusen,UEFA Europa League,90,6.54
Łukasz Fabiański,J12,GK,West Ham,UEFA Europa League,90,7.65
Noah Atubolu,J12,GK,Freiburg,UEFA Europa League,90,5.39
Jack Butland,J12,GK,Rangers,UEFA Europa League,90,6.77
Anatolii Trubin,J12,GK,Benfica,UEFA Europa League,90,7.66
Stefano Turati,J1,GK,Frosinone,Italian Serie A,90,5.72
Alex Meret,J1,GK,Napoli,Italian Serie A,90,6.1
Boris Radunović,J2,GK,Cagliari,Italian Serie A,90,5.67
Yann Sommer,J2,GK,Inter,Italian Serie A,90,7.34
Wojciech Szczęsny,J20,GK,Juventus,Italian Serie A,90,7.39
Andrea Consigli,J20,GK,Sassuolo,Italian Serie A,90,5.24
Filip Jørgensen,J12,GK,Villarreal,UEFA Europa League,90,6.43
Pau López,J12,GK,Marseille,UEFA Europa League,90,5.92
Jindřich Staněk,J12,GK,Slavia Prague,UEFA Europa League,90,5.67
Marco Sportiello,J12,GK,Milan,UEFA Europa League,70,5.28
Bart Verbruggen,J12,GK,Brighton,UEFA Europa League,90,7.05
Mile Svilar,J12,GK,Roma,UEFA Europa League,90,6.76
Caoimhín Kelleher,J12,GK,Liverpool,UEFA Europa League,90,6.08
Peter Vindahl Jensen,J12,GK,Sparta Prague,UEFA Europa League,90,5.63
Juan Musso,J12,GK,Atalanta,UEFA Europa League,90,6.18
Franco Israel,J12,GK,Sporting CP,UEFA Europa League,90,6.13
Matej Kovar,J12,GK,Leverkusen,UEFA Europa League,90,5.97
Andrey Lunyov,J12,GK,Qarabağ,UEFA Europa League,90,6.58
Caoimhín Kelleher,J13,GK,Liverpool,UEFA Europa League,90,6.08
Juan Musso,J13,GK,Atalanta,UEFA Europa League,90,7.63
Anatolii Trubin,J13,GK,Benfica,UEFA Europa League,90,6.11
Pau López,J13,GK,Marseille,UEFA Europa League,90,6.1
Matej Kovar,J13,GK,Leverkusen,UEFA Europa League,90,6.77
Łukasz Fabiański,J13,GK,West Ham,UEFA Europa League,90,6.85
Mike Maignan,J13,GK,Milan,UEFA Europa League,90,6.18
Mile Svilar,J13,GK,Roma,UEFA Europa League,90,7.79
Rui Patrício,J21,GK,Roma,Italian Serie A,90,6.1
Lorenzo Montipò,J21,GK,Hellas Verona,Italian Serie A,90,5.97
Łukasz Fabiański,J14,GK,West Ham,UEFA Europa League,90,5.76
Matej Kovar,J14,GK,Leverkusen,UEFA Europa League,90,6.77
Juan Musso,J14,GK,Atalanta,UEFA Europa League,90,7.52
Alisson,J14,GK,Liverpool,UEFA Europa League,90,7.38
Mile Svilar,J14,GK,Roma,UEFA Europa League,90,6.44
Mike Maignan,J14,GK,Milan,UEFA Europa League,90,5.75
Pau López,J14,GK,Marseille,UEFA Europa League,90,7.69
Anatolii Trubin,J14,GK,Benfica,UEFA Europa League,90,6.66
Mile Svilar,J15,GK,Roma,UEFA Europa League,90,5.69
Matej Kovar,J15,GK,Leverkusen,UEFA Europa League,90,7.48
Pau López,J15,GK,Marseille,UEFA Europa League,90,6.18
Juan Musso,J15,GK,Atalanta,UEFA Europa League,90,6.39
Matej Kovar,J16,GK,Leverkusen,UEFA Europa League,90,6.76
Mile Svilar,J16,GK,Roma,UEFA Europa League,90,6.96
Juan Musso,J16,GK,Atalanta,UEFA Europa League,90,7.07
Pau López,J16,GK,Marseille,UEFA Europa League,90,6.25
Juan Musso,J17,GK,Atalanta,UEFA Europa League,90,7.43
Matej Kovar,J17,GK,Leverkusen,UEFA Europa League,90,5.7
Lucas Chevalier,J1,GK,Lille,UEFA Europa Conference League,90,6.98
Matevž Vidovšek,J1,GK,Olimpija,UEFA Europa Conference League,90,6.62
Maduka Okoye,J21,GK,Udinese,Italian Serie A,90,6.25
Mike Maignan,J21,GK,Milan,Italian Serie A,90,6.3
Kevin Trapp,J1,GK,Eint Frankfurt,UEFA Europa Conference League,90,6.02
Kelle Roos,J1,GK,Aberdeen,UEFA Europa Conference League,90,6.52
Kacper Tobiasz,J1,GK,Legia Warsaw,UEFA Europa Conference League,90,5.92
Emiliano Martínez,J1,GK,Aston Villa,UEFA Europa Conference League,90,5.38
Dénes Dibusz,J1,GK,Ferencváros,UEFA Europa Conference League,90,5.89
Filip Samurović,J1,GK,Čukarički,UEFA Europa Conference League,90,5.67
Marko Marić,J1,GK,Zrinjski Mostar,UEFA Europa Conference League,90,6.15
Mathew Ryan,J1,GK,AZ Alkmaar,UEFA Europa Conference League,90,4.97
Maarten Vandevoordt,J1,GK,Genk,UEFA Europa Conference League,90,5.8
Oliver Christensen,J1,GK,Fiorentina,UEFA Europa Conference League,90,6.32
Dominik Livaković,J1,GK,Fenerbahçe,UEFA Europa Conference League,90,6.34
Andreas Hansen,J1,GK,Nordsjælland,UEFA Europa Conference League,90,5.5
Simon Sluga,J1,GK,Ludogorets,UEFA Europa Conference League,90,7.13
Dominik Takáč,J1,GK,Spartak Trnava,UEFA Europa Conference League,90,5.51
Jesse Öst,J1,GK,HJK,UEFA Europa Conference League,78,5.72
Dominik Kotarski,J1,GK,PAOK,UEFA Europa Conference League,90,5.87
Milan Borjan,J1,GK,Slovan Bratislava,UEFA Europa Conference League,90,6.77
Nils Jonatan Johansson,J1,GK,KÍ,UEFA Europa Conference League,90,6.71
Amir Saipi,J1,GK,Lugano,UEFA Europa Conference League,90,7.35
Nikita Haikin,J1,GK,Bodø/Glimt,UEFA Europa Conference League,90,7.06
Stefano Turati,J21,GK,Frosinone,Italian Serie A,90,6.46
Simone Scuffet,J21,GK,Cagliari,Italian Serie A,90,6.12
Jindřich Staněk,J1,GK,Viktoria Plzeň,UEFA Europa Conference League,90,6.81
Enea Koliçi,J1,GK,KF Ballkani Therandë,UEFA Europa Conference League,90,6.09
Ivan Nevistić,J1,GK,Dinamo Zagreb,UEFA Europa Conference League,90,6.65
Josip Condric,J1,GK,Astana FK,UEFA Europa Conference League,90,5.35
Simon Mignolet,J1,GK,Club Brugge,UEFA Europa Conference League,90,6.63
Mert Günok,J1,GK,Beşiktaş,UEFA Europa Conference League,90,7.36
Mykyta Turbaievskyi,J1,GK,Zorya Luhansk,UEFA Europa Conference League,90,6.63
Davy Roef,J1,GK,Gent,UEFA Europa Conference League,90,6.06
Roei Mashpati,J1,GK,Maccabi Tel Aviv,UEFA Europa Conference League,90,5.54
Anton Ari Einarsson,J1,GK,Breiðablik,UEFA Europa Conference League,90,5.58
Anton Ari Einarsson,J2,GK,Breiðablik,UEFA Europa Conference League,90,6.59
Mykyta Turbaievskyi,J2,GK,Zorya Luhansk,UEFA Europa Conference League,90,7.35
Nils Jonatan Johansson,J2,GK,KÍ,UEFA Europa Conference League,90,6.96
Vito Mannone,J2,GK,Lille,UEFA Europa Conference League,90,6.66
Matevž Vidovšek,J2,GK,Olimpija,UEFA Europa Conference League,90,6.94
Milan Borjan,J2,GK,Slovan Bratislava,UEFA Europa Conference League,90,7.23
Nikita Haikin,J2,GK,Bodø/Glimt,UEFA Europa Conference League,90,5.92
Simon Mignolet,J2,GK,Club Brugge,UEFA Europa Conference League,90,7.4
Davy Roef,J2,GK,Gent,UEFA Europa Conference League,90,7.85
