Player,Game Week,Position,Team,League,Minutes,Rating
Florian Wirtz,J1,MO,Leverkusen,Champions League,71.0,7.62
Martin Terrier,J1,MO,Leverkusen,Champions League,71.0,5.72
Robert Andrich,J1,MF,Leverkusen,Champions League,90.0,6.35
Granit Xhaka,J1,MF,Leverkusen,Champions League,80.0,6.51
Álex Grimaldo,J1,DF,Leverkusen,Champions League,79.0,6.94
Jeremie Frimpong,J1,DF,Leverkusen,Champions League,90.0,5.92
Piero Hincapié,J1,DF,Leverkusen,Champions League,90.0,7.2
Jonathan Tah,J1,DF,Leverkusen,Champions League,90.0,6.38
Edmond Tapsoba,J1,DF,Leverkusen,Champions League,90.0,6.9
Breel Embolo,J1,FW,Monaco,Champions League,58.0,6.21
George Ilenikhena,J1,FW,Monaco,Champions League,32.0,7.03
Eliesse Ben Seghir,J1,MO,Monaco,Champions League,69.0,6.81
Caio Henrique Oliveira Silva,J1,MO,Monaco,Champions League,21.0,6.21
Maghnes Akliouche,J1,MO,Monaco,Champions League,90.0,7.48
Takumi Minamino,J1,MO,Monaco,Champions League,69.0,6.19
Folarin Balogun,J1,FW,Monaco,Champions League,21.0,6.96
Lamine Camara,J1,MF,Monaco,Champions League,45.0,6.27
Aleksandr Golovin,J1,MF,Monaco,Champions League,45.0,6.63
Denis Zakaria,J1,MF,Monaco,Champions League,90.0,6.63
Vanderson,J1,DF,Monaco,Champions League,87.0,7.55
Mohammed Salisu,J1,DF,Monaco,Champions League,90.0,6.94
Thilo Kehrer,J1,DF,Monaco,Champions League,90.0,6.34
Wilfried Singo,J1,DF,Monaco,Champions League,90.0,6.34
Robert Lewandowski,J1,FW,Barcelona,Champions League,79.0,5.64
Raphinha,J1,MO,Barcelona,Champions League,90.0,6.33
Lamine Yamal,J1,MO,Barcelona,Champions League,79.0,6.91
Pedri,J1,MF,Barcelona,Champions League,82.0,6.68
Marc Casado,J1,MF,Barcelona,Champions League,90.0,7.15
Alejandro Balde,J1,DF,Barcelona,Champions League,87.0,4.99
Iñigo Martínez,J1,DF,Barcelona,Champions League,90.0,6.38
Pau Cubarsí,J1,DF,Barcelona,Champions League,79.0,6.18
Jules Koundé,J1,DF,Barcelona,Champions League,90.0,6.62
Mateo Retegui,J1,FW,Atalanta,Champions League,69.0,6.48
Nicolò Zaniolo,J1,FW,Atalanta,Champions League,21.0,5.49
Ademola Lookman,J1,MO,Atalanta,Champions League,88.0,6.31
Charles De Ketelaere,J1,MO,Atalanta,Champions League,59.0,5.75
Juan Cuadrado,J1,MO,Atalanta,Champions League,31.0,5.83
Éderson,J1,MF,Atalanta,Champions League,90.0,6.59
Marten de Roon,J1,MF,Atalanta,Champions League,90.0,6.88
Matteo Ruggeri,J1,DF,Atalanta,Champions League,88.0,5.19
Davide Zappacosta,J1,DF,Atalanta,Champions League,69.0,5.12
Raoul Bellanova,J1,DF,Atalanta,Champions League,21.0,4.64
Sead Kolašinac,J1,DF,Atalanta,Champions League,90.0,6.82
Isak Hien,J1,DF,Atalanta,Champions League,90.0,6.51
Berat Djimsiti,J1,DF,Atalanta,Champions League,90.0,5.55
Gabriel Jesus,J1,FW,Arsenal,Champions League,57.0,6.0
Leandro Trossard,J1,FW,Arsenal,Champions League,33.0,5.52
Gabriel Martinelli,J1,MO,Arsenal,Champions League,90.0,5.67
Bukayo Saka,J1,MO,Arsenal,Champions League,72.0,6.17
Declan Rice,J1,MO,Arsenal,Champions League,90.0,5.74
Thomas Partey,J1,MF,Arsenal,Champions League,57.0,6.05
Jorginho,J1,MF,Arsenal,Champions League,33.0,5.92
Kai Havertz,J1,MO,Arsenal,Champions League,90.0,5.83
Jurriën Timber,J1,DF,Arsenal,Champions League,72.0,5.09
Gabriel Magalhães,J1,DF,Arsenal,Champions League,90.0,6.17
William Saliba,J1,DF,Arsenal,Champions League,90.0,6.57
Ben White,J1,DF,Arsenal,Champions League,90.0,5.54
Ludovic Ajorque,J1,FW,Brest,Champions League,90.0,6.87
Abdallah Sima,J1,MO,Brest,Champions League,84.0,6.98
Romain Faivre,J1,MO,Brest,Champions League,61.0,5.96
Romain Del Castillo,J1,MO,Brest,Champions League,29.0,6.6
Hugo Magnetti,J1,MO,Brest,Champions League,90.0,6.58
Edimilson Fernandes,J1,MF,Brest,Champions League,71.0,5.25
Mahdi Camara,J1,MO,Brest,Champions League,70.0,5.98
Jonas Martin,J1,MO,Brest,Champions League,20.0,7.1
Jordan Amavi,J1,DF,Brest,Champions League,83.0,5.73
Soumaïla Coulibaly,J1,DF,Brest,Champions League,90.0,6.42
Brendan Chardonnet,J1,DF,Brest,Champions League,90.0,6.55
Kenny Lala,J1,DF,Brest,Champions League,90.0,5.57
Seedy Jatta,J1,FW,Sturm Graz,Champions League,59.0,5.48
Lovro Zvonarek,J1,MO,Sturm Graz,Champions League,31.0,6.37
Mika Biereth,J1,FW,Sturm Graz,Champions League,77.0,5.46
William Vick,J1,MO,Sturm Graz,Champions League,90.0,6.43
Otar Kiteishvili,J1,MO,Sturm Graz,Champions League,77.0,6.46
Tomi Horvat,J1,MO,Sturm Graz,Champions League,45.0,5.98
Malick Yalcouye,J1,MO,Sturm Graz,Champions League,45.0,6.08
Jon Gorenc Stanković,J1,MF,Sturm Graz,Champions League,90.0,6.17
Dimitri Lavalée,J1,DF,Sturm Graz,Champions League,87.0,6.58
Max Johnston,J1,DF,Sturm Graz,Champions League,81.0,5.53
Emanuel Aiwum,J1,DF,Sturm Graz,Champions League,90.0,6.57
Jusuf Gazibegović,J1,DF,Sturm Graz,Champions League,90.0,6.0
Julián Álvarez,J1,FW,Atlético Madrid,Champions League,62.0,6.08
Alexander Sørloth,J1,FW,Atlético Madrid,Champions League,28.0,6.79
Antoine Griezmann,J1,MO,Atlético Madrid,Champions League,89.0,8.26
Ángel Correa,J1,MO,Atlético Madrid,Champions League,65.0,7.15
Nahuel Molina,J1,MO,Atlético Madrid,Champions League,25.0,6.45
Koke,J1,MF,Atlético Madrid,Champions League,90.0,7.1
Rodrigo De Paul,J1,MF,Atlético Madrid,Champions League,62.0,7.43
Conor Gallagher,J1,MF,Atlético Madrid,Champions League,28.0,6.89
Rodrigo Riquelme,J1,DF,Atlético Madrid,Champions League,62.0,5.75
Samuel Lino,J1,DF,Atlético Madrid,Champions League,28.0,5.93
Marcos Llorente,J1,DF,Atlético Madrid,Champions League,90.0,6.1
Reinildo Mandava,J1,DF,Atlético Madrid,Champions League,90.0,7.07
José María Giménez,J1,DF,Atlético Madrid,Champions League,90.0,7.37
Robin Le Normand,J1,DF,Atlético Madrid,Champions League,90.0,5.85
Benjamin Šeško,J1,FW,RB Leipzig,Champions League,69.0,6.47
Yussuf Poulsen,J1,FW,RB Leipzig,Champions League,21.0,6.57
Loïs Openda,J1,FW,RB Leipzig,Champions League,90.0,6.2
Xavi Simons,J1,MO,RB Leipzig,Champions League,82.0,6.29
Arthur Vermeeren,J1,MF,RB Leipzig,Champions League,59.0,5.9
Nicolas Seiwald,J1,MF,RB Leipzig,Champions League,31.0,6.22
Amadou Haidara,J1,MF,RB Leipzig,Champions League,90.0,6.65
Antonio Nusa,J1,MO,RB Leipzig,Champions League,45.0,5.2
Christoph Baumgartner,J1,MO,RB Leipzig,Champions League,45.0,5.67
David Raum,J1,DF,RB Leipzig,Champions League,90.0,7.27
Castello Lukeba,J1,DF,RB Leipzig,Champions League,90.0,7.01
Willi Orban,J1,DF,RB Leipzig,Champions League,90.0,6.11
Benjamin Henrichs,J1,DF,RB Leipzig,Champions League,69.0,5.95
Lutsharel Geertruida,J1,DF,RB Leipzig,Champions League,21.0,5.64
Patrick Cutrone,J18,FW,Como,Serie A,81.0,7.77
Alieu Fadera,J18,MO,Como,Serie A,90.0,6.61
Gabriel Strefezza,J18,MO,Como,Serie A,89.0,6.96
Nicolás Paz,J18,MO,Como,Serie A,82.0,7.31
Lucas Da Cunha,J18,MF,Como,Serie A,90.0,6.89
Yannik Engelhardt,J18,MF,Como,Serie A,82.0,6.86
Alberto Moreno,J18,DF,Como,Serie A,66.0,6.12
Alberto Dossena,J18,DF,Como,Serie A,24.0,6.1
Marc-Oliver Kempf,J18,DF,Como,Serie A,90.0,7.37
Edoardo Goldaniga,J18,DF,Como,Serie A,90.0,6.64
Ignace Van Der Brempt,J18,DF,Como,Serie A,90.0,6.69
Nikola Krstović,J18,FW,Lecce,Serie A,59.0,6.23
Ante Rebić,J18,FW,Lecce,Serie A,31.0,6.1
Tete Morente,J18,MO,Lecce,Serie A,90.0,6.4
Santiago Pierotti,J18,MO,Lecce,Serie A,83.0,5.91
Balthazar Pierret,J18,MO,Lecce,Serie A,45.0,5.97
Mohamed Kaba,J18,MF,Lecce,Serie A,45.0,6.62
Lassana Coulibaly,J18,MF,Lecce,Serie A,83.0,6.29
Hamza Rafia,J18,MO,Lecce,Serie A,90.0,5.76
Antonino Gallo,J18,DF,Lecce,Serie A,59.0,5.27
Remi Oudin,J18,MO,Lecce,Serie A,31.0,5.9
Gaby Jean,J18,DF,Lecce,Serie A,90.0,5.86
Federico Baschirotto,J18,DF,Lecce,Serie A,90.0,7.15
Patrick Dorgu,J18,DF,Lecce,Serie A,90.0,7.01
Ermedin Demirović,J2,FW,Stuttgart,Champions League,61.0,6.6
Chris Führich,J2,MO,Stuttgart,Champions League,29.0,7.18
Jamie Leweling,J2,MO,Stuttgart,Champions League,83.0,6.89
Enzo Millot,J2,MO,Stuttgart,Champions League,90.0,8.31
Deniz Undav,J2,MO,Stuttgart,Champions League,90.0,6.63
Angelo Stiller,J2,MF,Stuttgart,Champions League,90.0,7.64
Atakan Karazor,J2,MF,Stuttgart,Champions League,75.0,7.19
Maximilian Mittelstädt,J2,DF,Stuttgart,Champions League,90.0,6.54
Julian Chabot,J2,DF,Stuttgart,Champions League,90.0,6.76
Anthony Rouault,J2,DF,Stuttgart,Champions League,90.0,7.31
Pascal Stenzel,J2,DF,Stuttgart,Champions League,61.0,5.55
Anrie Chase,J2,DF,Stuttgart,Champions League,29.0,5.61
Albion Rrahmani,J2,FW,Sparta Prague,Champions League,69.0,5.95
Victor Olatunji,J2,FW,Sparta Prague,Champions League,21.0,5.15
Lukáš Haraslín,J2,MO,Sparta Prague,Champions League,80.0,5.73
Veljko Birmančević,J2,MO,Sparta Prague,Champions League,90.0,7.16
Matěj Ryneš,J2,MO,Sparta Prague,Champions League,90.0,6.16
Qazim Laçi,J2,MF,Sparta Prague,Champions League,69.0,5.75
Lukáš Sadílek,J2,MF,Sparta Prague,Champions League,21.0,4.7
Kaan Kairinen,J2,MF,Sparta Prague,Champions League,90.0,6.48
Ángelo Preciado,J2,MO,Sparta Prague,Champions League,90.0,6.33
Jaroslav Zelený,J2,DF,Sparta Prague,Champions League,90.0,7.04
Filip Panák,J2,DF,Sparta Prague,Champions League,90.0,6.72
Martin Vitík,J2,DF,Sparta Prague,Champions League,90.0,6.72
Karim Konaté,J2,FW,RB Salzburg,Champions League,90.0,6.35
Oscar Gloukh,J2,MO,RB Salzburg,Champions League,90.0,7.68
Adam Daghim,J2,MO,RB Salzburg,Champions League,90.0,6.44
Bobby Clark,J2,MO,RB Salzburg,Champions League,59.0,7.02
Nene Dorgeles,J2,MO,RB Salzburg,Champions League,31.0,5.8
Lucas Gourna-Douath,J2,MF,RB Salzburg,Champions League,76.0,6.8
Mads Bidstrup,J2,MO,RB Salzburg,Champions League,59.0,6.56
Nicolás Capaldo,J2,MO,RB Salzburg,Champions League,31.0,5.73
Amar Dedić,J2,DF,RB Salzburg,Champions League,90.0,5.79
Samson Baidoo,J2,DF,RB Salzburg,Champions League,76.0,6.83
Kamil Piątkowski,J2,DF,RB Salzburg,Champions League,90.0,6.85
Leandro Morgalla,J2,DF,RB Salzburg,Champions League,76.0,6.92
Ludovic Ajorque,J2,FW,Brest,Champions League,84.0,6.44
Abdallah Sima,J2,MO,Brest,Champions League,74.0,7.44
Romain Del Castillo,J2,MO,Brest,Champions League,62.0,6.45
Mama Samba Baldé,J2,MO,Brest,Champions League,28.0,7.29
Hugo Magnetti,J2,MO,Brest,Champions League,90.0,6.1
Edimilson Fernandes,J2,MF,Brest,Champions League,62.0,5.81
Jonas Martin,J2,MF,Brest,Champions League,28.0,5.91
Mahdi Camara,J2,MO,Brest,Champions League,74.0,6.66
Massadio Haïdara,J2,DF,Brest,Champions League,90.0,5.65
Soumaïla Coulibaly,J2,DF,Brest,Champions League,90.0,6.29
Julien Le Cardinal,J2,DF,Brest,Champions League,90.0,7.2
Kenny Lala,J2,DF,Brest,Champions League,90.0,7.11
Leandro Trossard,J2,FW,Arsenal,Champions League,73.0,6.84
Kai Havertz,J2,FW,Arsenal,Champions League,90.0,7.42
Gabriel Martinelli,J2,MO,Arsenal,Champions League,90.0,6.67
Declan Rice,J2,MF,Arsenal,Champions League,90.0,6.56
Thomas Partey,J2,MF,Arsenal,Champions League,63.0,6.18
Mikel Merino,J2,MF,Arsenal,Champions League,27.0,5.39
Bukayo Saka,J2,MO,Arsenal,Champions League,89.0,7.63
Riccardo Calafiori,J2,DF,Arsenal,Champions League,90.0,7.13
Gabriel Magalhães,J2,DF,Arsenal,Champions League,90.0,6.31
William Saliba,J2,DF,Arsenal,Champions League,90.0,6.19
Jurriën Timber,J2,DF,Arsenal,Champions League,45.0,6.83
Jakub Kiwior,J2,DF,Arsenal,Champions League,45.0,6.4
Lee Kang-in,J2,FW,Paris S-G,Champions League,90.0,6.75
Bradley Barcola,J2,MO,Paris S-G,Champions League,90.0,5.9
Désiré Doué,J2,MO,Paris S-G,Champions League,63.0,5.74
Randal Kolo Muani,J2,FW,Paris S-G,Champions League,27.0,5.89
João Neves,J2,MO,Paris S-G,Champions League,90.0,6.56
Vitinha,J2,MF,Paris S-G,Champions League,63.0,6.33
Fabián Ruiz Peña,J2,MO,Paris S-G,Champions League,27.0,6.14
Warren Zaïre-Emery,J2,MO,Paris S-G,Champions League,90.0,6.25
Nuno Mendes,J2,DF,Paris S-G,Champions League,90.0,7.63
Willian Pacho,J2,DF,Paris S-G,Champions League,90.0,7.85
Marquinhos,J2,DF,Paris S-G,Champions League,90.0,6.2
Achraf Hakimi,J2,DF,Paris S-G,Champions League,90.0,6.76
Robert Lewandowski,J2,FW,Barcelona,Champions League,74.0,7.56
Ferrán Torres,J2,MO,Barcelona,Champions League,90.0,6.37
Lamine Yamal,J2,MO,Barcelona,Champions League,74.0,6.77
Raphinha,J2,MO,Barcelona,Champions League,90.0,8.4
Pedri,J2,MF,Barcelona,Champions League,63.0,7.46
Ansu Fati,J2,MF,Barcelona,Champions League,27.0,7.13
Marc Casado,J2,MF,Barcelona,Champions League,90.0,6.92
Alejandro Balde,J2,DF,Barcelona,Champions League,90.0,5.47
Iñigo Martínez,J2,DF,Barcelona,Champions League,83.0,6.2
Pau Cubarsí,J2,DF,Barcelona,Champions League,63.0,5.92
Héctor Fort,J2,DF,Barcelona,Champions League,27.0,6.37
Jules Koundé,J2,DF,Barcelona,Champions League,90.0,5.51
Cedric Itten,J2,FW,Young Boys,Champions League,72.0,5.35
Ebrima Colley,J2,MO,Young Boys,Champions League,72.0,5.63
Filip Ugrinic,J2,MF,Young Boys,Champions League,57.0,4.88
Cheikh Tidiane Niasse,J2,MF,Young Boys,Champions League,33.0,5.09
Kastriot Imeri,J2,MF,Young Boys,Champions League,81.0,5.77
Joel Monteiro,J2,MO,Young Boys,Champions League,90.0,6.42
Sandro Lauper,J2,MF,Young Boys,Champions League,90.0,5.42
Jaouen Hadjam,J2,DF,Young Boys,Champions League,90.0,7.34
Tanguy Zoukrou,J2,DF,Young Boys,Champions League,90.0,7.32
Mohamed Aly Camara,J2,DF,Young Boys,Champions League,90.0,6.05
Lewin Blum,J2,DF,Young Boys,Champions League,57.0,5.93
Zachary Athekame,J2,DF,Young Boys,Champions League,33.0,6.31
Serhou Guirassy,J2,FW,Dortmund,Champions League,69.0,8.08
Marcel Sabitzer,J2,MF,Dortmund,Champions League,21.0,5.64
Jamie Gittens,J2,MO,Dortmund,Champions League,90.0,5.81
Karim Adeyemi,J2,MO,Dortmund,Champions League,47.0,8.47
Julien Duranville,J2,MO,Dortmund,Champions League,43.0,7.12
Julian Brandt,J2,MO,Dortmund,Champions League,60.0,7.0
Maximilian Beier,J2,FW,Dortmund,Champions League,30.0,5.16
Pascal Groß,J2,MF,Dortmund,Champions League,60.0,7.36
Felix Nmecha,J2,MO,Dortmund,Champions League,30.0,7.26
Emre Can,J2,MF,Dortmund,Champions League,90.0,6.92
Julian Ryerson,J2,DF,Dortmund,Champions League,90.0,5.65
Nico Schlotterbeck,J2,DF,Dortmund,Champions League,90.0,6.75
Waldemar Anton,J2,DF,Dortmund,Champions League,90.0,6.95
Yan Couto,J2,DF,Dortmund,Champions League,60.0,5.93
Ramy Bensebaini,J2,DF,Dortmund,Champions League,30.0,6.75
Kyogo Furuhashi,J2,FW,Celtic,Champions League,62.0,5.09
Adam Idah,J2,FW,Celtic,Champions League,28.0,6.6
Daizen Maeda,J2,MO,Celtic,Champions League,90.0,7.61
Nicolas-Gerrit Kühn,J2,MO,Celtic,Champions League,62.0,5.41
Yang Hyunjun,J2,MO,Celtic,Champions League,28.0,5.57
Paulo Bernardo,J2,MO,Celtic,Champions League,45.0,5.36
Reo Hatate,J2,MO,Celtic,Champions League,45.0,6.77
Callum McGregor,J2,MF,Celtic,Champions League,90.0,6.45
Arne Engels,J2,MF,Celtic,Champions League,90.0,5.54
Greg Taylor,J2,DF,Celtic,Champions League,45.0,5.35
Álex Valle,J2,DF,Celtic,Champions League,45.0,7.61
Liam Scales,J2,DF,Celtic,Champions League,90.0,6.94
Auston Trusty,J2,DF,Celtic,Champions League,90.0,6.9
Alistair Johnston,J2,DF,Celtic,Champions League,85.0,7.0
Marko Arnautović,J2,FW,Inter,Champions League,63.0,7.5
Lautaro Martínez,J2,FW,Inter,Champions League,27.0,7.63
Mehdi Taremi,J2,FW,Inter,Champions League,90.0,7.92
Henrikh Mkhitaryan,J2,MF,Inter,Champions League,63.0,7.62
Davide Frattesi,J2,MF,Inter,Champions League,27.0,5.54
Hakan Çalhanoğlu,J2,MF,Inter,Champions League,69.0,7.49
Kristjan Asllani,J2,MF,Inter,Champions League,21.0,6.55
Piotr Zieliński,J2,MF,Inter,Champions League,90.0,6.57
Carlos Augusto,J2,DF,Inter,Champions League,90.0,5.16
Denzel Dumfries,J2,DF,Inter,Champions League,90.0,4.81
Alessandro Bastoni,J2,DF,Inter,Champions League,73.0,6.58
Stefan de Vrij,J2,DF,Inter,Champions League,63.0,5.91
Francesco Acerbi,J2,DF,Inter,Champions League,27.0,4.87
Benjamin Pavard,J2,DF,Inter,Champions League,90.0,6.1
Cherif Ndiaye,J2,FW,Red Star,Champions League,68.0,6.3
Luka Ilić,J2,MO,Red Star,Champions League,22.0,5.69
Peter Olayinka,J2,MO,Red Star,Champions League,90.0,6.85
Silas Katompa,J2,MO,Red Star,Champions League,69.0,6.13
Bruno Duarte,J2,FW,Red Star,Champions League,21.0,5.69
Andrija Maksimović,J2,MO,Red Star,Champions League,69.0,6.5
Nemanja Radonjić,J2,MO,Red Star,Champions League,21.0,5.95
Timi Elšnik,J2,MF,Red Star,Champions League,90.0,6.51
Rade Krunić,J2,MF,Red Star,Champions League,88.0,6.65
Nasser Djiga,J2,DF,Red Star,Champions League,90.0,6.65
Uroš Spajić,J2,DF,Red Star,Champions League,90.0,6.71
Vanja Drkušič,J2,DF,Red Star,Champions League,88.0,6.52
Seol Young-woo,J2,DF,Red Star,Champions League,90.0,5.67
Dávid Strelec,J2,FW,Slovan Bratislava,Champions League,77.0,5.4
Vladimír Weiss,J2,MO,Slovan Bratislava,Champions League,62.0,5.86
Zuberu Sharani,J2,DF,Slovan Bratislava,Champions League,28.0,6.55
Tigran Barseghyan,J2,MO,Slovan Bratislava,Champions League,84.0,5.42
Marko Tolić,J2,MO,Slovan Bratislava,Champions League,77.0,5.75
Kyriakos Savvidis,J2,MF,Slovan Bratislava,Champions League,90.0,5.59
Danylo Ihnatenko,J2,MF,Slovan Bratislava,Champions League,62.0,5.34
Július Szöke,J2,MF,Slovan Bratislava,Champions League,28.0,4.93
Kevin Wimmer,J2,DF,Slovan Bratislava,Champions League,90.0,6.37
Kenan Bajrić,J2,DF,Slovan Bratislava,Champions League,90.0,6.93
Guram Kashia,J2,DF,Slovan Bratislava,Champions League,90.0,7.11
César Blackman,J2,DF,Slovan Bratislava,Champions League,90.0,6.48
Erling Haaland,J2,FW,Manchester City,Champions League,59.0,7.06
James Mcatee,J2,FW,Manchester City,Champions League,31.0,7.28
Sávio,J2,MO,Manchester City,Champions League,90.0,6.88
Jeremy Doku,J2,MO,Manchester City,Champions League,90.0,7.7
Phil Foden,J2,MO,Manchester City,Champions League,77.0,8.01
İlkay Gündoğan,J2,MF,Manchester City,Champions League,90.0,8.26
Matheus Nunes,J2,MF,Manchester City,Champions League,90.0,7.25
Joško Gvardiol,J2,DF,Manchester City,Champions League,77.0,7.26
John Stones,J2,DF,Manchester City,Champions League,90.0,6.86
Manuel Akanji,J2,DF,Manchester City,Champions League,59.0,6.13
Rúben Dias,J2,DF,Manchester City,Champions League,31.0,5.21
Rico Lewis,J2,DF,Manchester City,Champions League,90.0,6.59
Luuk de Jong,J2,FW,PSV Eindhoven,Champions League,90.0,6.81
Malik Tillman,J2,MO,PSV Eindhoven,Champions League,90.0,6.9
Johan Bakayoko,J2,MO,PSV Eindhoven,Champions League,89.0,7.06
Ismael Saibari,J2,MO,PSV Eindhoven,Champions League,64.0,6.52
Noa Lang,J2,MO,PSV Eindhoven,Champions League,26.0,7.06
Guus Til,J2,MF,PSV Eindhoven,Champions League,78.0,5.25
Jerdy Schouten,J2,MO,PSV Eindhoven,Champions League,90.0,6.56
Matteo Dams,J2,DF,PSV Eindhoven,Champions League,90.0,5.93
Olivier Boscagli,J2,DF,PSV Eindhoven,Champions League,90.0,6.22
Ryan Flamingo,J2,DF,PSV Eindhoven,Champions League,90.0,7.23
Mauro Júnior,J2,DF,PSV Eindhoven,Champions League,64.0,6.21
Rick Karsdorp,J2,DF,PSV Eindhoven,Champions League,26.0,6.1
Viktor Gyökeres,J2,FW,Sporting CP,Champions League,90.0,6.55
Geny Catamo,J2,MO,Sporting CP,Champions League,51.0,5.9
Daniel Bragança,J2,MO,Sporting CP,Champions League,39.0,7.31
Francisco Trincão,J2,MO,Sporting CP,Champions League,79.0,6.58
Morten Hjulmand,J2,MF,Sporting CP,Champions League,90.0,5.85
Hidemasa Morita,J2,MF,Sporting CP,Champions League,90.0,6.55
Nuno Santos,J2,DF,Sporting CP,Champions League,78.0,5.91
Geovany Quenda,J2,DF,Sporting CP,Champions League,90.0,4.73
Gonçalo Inácio,J2,DF,Sporting CP,Champions League,90.0,6.37
Ousmane Diomande,J2,DF,Sporting CP,Champions League,31.0,6.11
Eduardo Quaresma,J2,DF,Sporting CP,Champions League,59.0,7.6
Zeno Debast,J2,DF,Sporting CP,Champions League,90.0,7.15
Victor Boniface,J2,FW,Leverkusen,Champions League,74.0,7.45
Florian Wirtz,J2,MO,Leverkusen,Champions League,88.0,7.22
Amine Adli,J2,MO,Leverkusen,Champions League,81.0,6.99
Aleix García,J2,MF,Leverkusen,Champions League,74.0,6.76
Granit Xhaka,J2,MF,Leverkusen,Champions League,90.0,7.15
Álex Grimaldo,J2,DF,Leverkusen,Champions League,88.0,6.34
Jeremie Frimpong,J2,DF,Leverkusen,Champions League,90.0,5.72
Piero Hincapié,J2,DF,Leverkusen,Champions League,90.0,6.27
Jonathan Tah,J2,DF,Leverkusen,Champions League,90.0,6.07
Edmond Tapsoba,J2,DF,Leverkusen,Champions League,90.0,6.71
Tammy Abraham,J2,FW,Milan,Champions League,61.0,5.56
Álvaro Morata,J2,FW,Milan,Champions League,29.0,6.87
Rafael Leão,J2,MO,Milan,Champions League,90.0,6.75
Christian Pulisic,J2,MO,Milan,Champions League,78.0,6.68
Tijjani Reijnders,J2,MO,Milan,Champions League,90.0,7.06
Ruben Loftus-Cheek,J2,MF,Milan,Champions League,90.0,6.12
Youssouf Fofana,J2,MF,Milan,Champions League,90.0,7.36
Theo Hernández,J2,DF,Milan,Champions League,90.0,6.51
Fikayo Tomori,J2,DF,Milan,Champions League,90.0,6.78
Matteo Gabbia,J2,DF,Milan,Champions League,90.0,5.84
Emerson,J2,DF,Milan,Champions League,90.0,6.1
Bojan Miovski,J2,FW,Girona,Champions League,74.0,6.31
Bryan Gil,J2,MO,Girona,Champions League,74.0,6.33
Viktor Tsyhankov,J2,MO,Girona,Champions League,28.0,7.45
Arnaut Danjuma,J2,MO,Girona,Champions League,62.0,7.12
Donny van de Beek,J2,MO,Girona,Champions League,81.0,6.96
Yangel Herrera,J2,MF,Girona,Champions League,81.0,6.24
Iván Martín,J2,MF,Girona,Champions League,90.0,7.12
Miguel Gutiérrez,J2,DF,Girona,Champions League,90.0,7.36
Ladislav Krejčí,J2,DF,Girona,Champions League,90.0,6.55
David López,J2,DF,Girona,Champions League,90.0,7.32
Arnau Martinez,J2,DF,Girona,Champions League,90.0,5.6
Ayase Ueda,J2,FW,Feyenoord,Champions League,70.0,5.66
Julián Carranza,J2,FW,Feyenoord,Champions League,20.0,5.32
Igor Paixão,J2,MO,Feyenoord,Champions League,90.0,6.56
Ibrahim Osman,J2,MO,Feyenoord,Champions League,60.0,6.04
Ramiz Zerrouki,J2,MF,Feyenoord,Champions League,30.0,5.06
Quinten Timber,J2,MO,Feyenoord,Champions League,90.0,6.46
Hwang In-beom,J2,MF,Feyenoord,Champions League,90.0,6.04
Antoni Milambo,J2,MO,Feyenoord,Champions League,81.0,6.7
Hugo Bueno,J2,DF,Feyenoord,Champions League,70.0,6.06
Gernot Trauner,J2,DF,Feyenoord,Champions League,20.0,5.44
Dávid Hancko,J2,DF,Feyenoord,Champions League,90.0,5.68
Thomas Beelen,J2,DF,Feyenoord,Champions League,90.0,7.52
Jordan Lotomba,J2,DF,Feyenoord,Champions League,82.0,6.12
Santiago Castro,J18,FW,Bologna,Serie A,90.0,6.87
Benjamín Domínguez,J18,MO,Bologna,Serie A,79.0,7.89
Jens Odgaard,J18,MO,Bologna,Serie A,88.0,7.24
Giovanni Fabbian,J18,MO,Bologna,Serie A,88.0,6.1
Tommaso Pobega,J18,MF,Bologna,Serie A,50.0,6.35
Remo Freuler,J18,MF,Bologna,Serie A,90.0,7.52
Juan Miranda,J18,DF,Bologna,Serie A,90.0,6.55
Jhon Lucumí,J18,DF,Bologna,Serie A,90.0,6.94
Sam Beukema,J18,DF,Bologna,Serie A,90.0,7.14
Emil Holm,J18,DF,Bologna,Serie A,88.0,6.8
Amin Sarr,J18,FW,Hellas Verona,Serie A,69.0,6.64
Daniel Mosquera,J18,FW,Hellas Verona,Serie A,21.0,6.17
Casper Tengstedt,J18,FW,Hellas Verona,Serie A,69.0,7.28
Dailon Livramento,J18,FW,Hellas Verona,Serie A,21.0,6.49
Ondrej Duda,J18,MF,Hellas Verona,Serie A,90.0,6.14
Suat Serdar,J18,MF,Hellas Verona,Serie A,90.0,6.31
Tomáš Suslov,J18,MF,Hellas Verona,Serie A,58.0,6.0
Reda Belahyane,J18,MF,Hellas Verona,Serie A,32.0,5.4
Darko Lazović,J18,DF,Hellas Verona,Serie A,29.0,4.85
Domagoj Bradarić,J18,DF,Hellas Verona,Serie A,61.0,5.71
Daniele Ghilardi,J18,DF,Hellas Verona,Serie A,90.0,6.66
Diego Coppola,J18,DF,Hellas Verona,Serie A,90.0,6.86
Paweł Dawidowicz,J18,DF,Hellas Verona,Serie A,58.0,5.13
Giangiacomo Magnani,J18,DF,Hellas Verona,Serie A,32.0,5.54
Jackson Tchatchoua,J18,DF,Hellas Verona,Serie A,90.0,6.58
Eguinaldo,J2,FW,Shakhtar,Champions League,62.0,5.83
