Player,Game Week,Position,Team,League,Minutes,Rating
David Raya,J20,GK,Arsenal,English Premier League,90,6.79
Bernd Leno,J20,GK,Fulham,English Premier League,90,5.59
Christian Walton,J20,GK,Ipswich Town,English Premier League,90,6.49
Alisson,J20,GK,Liverpool,English Premier League,90,5.62
André Onana,J20,GK,Manchester Utd,English Premier League,90,6.15
Yann Sommer,J12,GK,Inter,Italian Serie A,90,6.63
Alex Meret,J12,GK,Napoli,Italian Serie A,90,6.32
José Sá,J20,GK,Wolves,English Premier League,90,5.5
Matz Sels,J20,GK,Nott'ham Forest,English Premier League,90,7.64
Łukasz Fabiański,J21,GK,West Ham,English Premier League,90,5.74
Bernd Leno,J21,GK,Fulham,English Premier League,90,5.28
Robert Sánchez,J21,GK,Chelsea,English Premier League,90,5.91
Mark Travers,J21,GK,Bournemouth,English Premier League,90,6.54
Mark Flekken,J21,GK,Brentford,English Premier League,90,6.39
Stefan Ortega,J21,GK,Manchester City,English Premier League,90,6.14
Matz Sels,J21,GK,Nott'ham Forest,English Premier League,90,7.15
Alisson,J21,GK,Liverpool,English Premier League,90,6.25
Jakub Stolarczyk,J21,GK,Leicester City,English Premier League,90,6.62
Dean Henderson,J21,GK,Crystal Palace,English Premier League,90,7.63
Jordan Pickford,J21,GK,Everton,English Premier League,90,6.56
Emiliano Martínez,J21,GK,Aston Villa,English Premier League,90,7.74
Martin Dúbravka,J21,GK,Newcastle Utd,English Premier League,90,7.53
José Sá,J21,GK,Wolves,English Premier League,90,5.7
David Raya,J21,GK,Arsenal,English Premier League,90,6.65
Antonín Kinský,J21,GK,Tottenham,English Premier League,90,5.89
Christian Walton,J21,GK,Ipswich Town,English Premier League,90,6.32
Bart Verbruggen,J21,GK,Brighton,English Premier League,90,7.5
Zion Suzuki,J2,GK,Parma,Italian Serie A,90,7.04
Mike Maignan,J2,GK,Milan,Italian Serie A,90,5.69
Lorenzo Montipò,J13,GK,Hellas Verona,Italian Serie A,90,5.38
Yann Sommer,J13,GK,Inter,Italian Serie A,90,7.1
André Onana,J21,GK,Manchester Utd,English Premier League,90,6.15
Aaron Ramsdale,J21,GK,Southampton,English Premier League,90,5.76
Martin Dúbravka,J22,GK,Newcastle Utd,English Premier League,90,5.81
Kepa Arrizabalaga,J22,GK,Bournemouth,English Premier League,90,6.44
Jakub Stolarczyk,J22,GK,Leicester City,English Premier League,90,5.88
Bernd Leno,J22,GK,Fulham,English Premier League,90,7.33
Łukasz Fabiański,J22,GK,West Ham,English Premier League,90,6.04
Dean Henderson,J22,GK,Crystal Palace,English Premier League,90,6.96
Mark Flekken,J22,GK,Brentford,English Premier League,90,6.64
Alisson,J22,GK,Liverpool,English Premier League,90,7.55
David Raya,J22,GK,Arsenal,English Premier League,90,5.78
Emiliano Martínez,J22,GK,Aston Villa,English Premier League,90,6.39
Jordan Pickford,J22,GK,Everton,English Premier League,90,6.52
Antonín Kinský,J22,GK,Tottenham,English Premier League,90,5.42
André Onana,J22,GK,Manchester Utd,English Premier League,90,5.36
Bart Verbruggen,J22,GK,Brighton,English Premier League,90,6.12
Matz Sels,J22,GK,Nott'ham Forest,English Premier League,90,6.0
Aaron Ramsdale,J22,GK,Southampton,English Premier League,90,5.37
Christian Walton,J22,GK,Ipswich Town,English Premier League,90,5.34
Ederson,J22,GK,Manchester City,English Premier League,90,7.57
Mike Maignan,J13,GK,Milan,Italian Serie A,90,7.31
Michele Di Gregorio,J13,GK,Juventus,Italian Serie A,90,7.03
Robert Sánchez,J22,GK,Chelsea,English Premier League,90,6.58
José Sá,J22,GK,Wolves,English Premier League,90,6.1
Alex McCarthy,J23,GK,Southampton,English Premier League,90,6.13
Martin Dúbravka,J23,GK,Newcastle Utd,English Premier League,90,6.51
Bart Verbruggen,J23,GK,Brighton,English Premier League,90,6.13
Jordan Pickford,J23,GK,Everton,English Premier League,90,7.62
Alisson,J23,GK,Liverpool,English Premier League,90,6.11
Christian Walton,J23,GK,Ipswich Town,English Premier League,90,5.62
Kepa Arrizabalaga,J23,GK,Bournemouth,English Premier League,90,7.63
Matz Sels,J23,GK,Nott'ham Forest,English Premier League,90,5.6
José Sá,J23,GK,Wolves,English Premier League,90,6.32
David Raya,J23,GK,Arsenal,English Premier League,90,7.64
Ederson,J23,GK,Manchester City,English Premier League,90,7.07
Robert Sánchez,J23,GK,Chelsea,English Premier League,90,5.57
Dean Henderson,J23,GK,Crystal Palace,English Premier League,90,6.08
Mark Flekken,J23,GK,Brentford,English Premier League,90,6.92
Antonín Kinský,J23,GK,Tottenham,English Premier League,90,5.67
Jakub Stolarczyk,J23,GK,Leicester City,English Premier League,90,7.2
Emiliano Martínez,J23,GK,Aston Villa,English Premier League,90,6.71
Alphonse Areola,J23,GK,West Ham,English Premier League,90,6.36
Zion Suzuki,J13,GK,Parma,Italian Serie A,90,6.37
Marco Carnesecchi,J13,GK,Atalanta,Italian Serie A,90,5.93
Bernd Leno,J23,GK,Fulham,English Premier League,90,5.76
André Onana,J23,GK,Manchester Utd,English Premier League,90,7.34
Matz Sels,J24,GK,Nott'ham Forest,English Premier League,90,7.58
Bart Verbruggen,J24,GK,Brighton,English Premier League,90,5.01
Jordan Pickford,J24,GK,Everton,English Premier League,90,7.32
Mads Hermansen,J24,GK,Leicester City,English Premier League,90,5.16
Martin Dúbravka,J24,GK,Newcastle Utd,English Premier League,90,5.87
Bernd Leno,J24,GK,Fulham,English Premier League,90,6.93
Kepa Arrizabalaga,J24,GK,Bournemouth,English Premier League,90,6.57
Alisson,J24,GK,Liverpool,English Premier League,90,7.8
Arijanet Muric,J24,GK,Ipswich Town,English Premier League,90,5.7
Aaron Ramsdale,J24,GK,Southampton,English Premier League,90,7.16
José Sá,J24,GK,Wolves,English Premier League,90,7.56
Emiliano Martínez,J24,GK,Aston Villa,English Premier League,90,6.01
André Onana,J24,GK,Manchester Utd,English Premier League,90,5.67
Dean Henderson,J24,GK,Crystal Palace,English Premier League,90,7.44
Hákon Rafn Valdimarsson,J24,GK,Brentford,English Premier League,90,5.65
Antonín Kinský,J24,GK,Tottenham,English Premier League,90,7.64
David Raya,J24,GK,Arsenal,English Premier League,90,6.47
Stefan Ortega,J24,GK,Manchester City,English Premier League,90,5.01
Nicola Leali,J13,GK,Genoa,Italian Serie A,90,6.61
Alen Sherri,J13,GK,Cagliari,Italian Serie A,90,6.56
Filip Jørgensen,J24,GK,Chelsea,English Premier League,90,6.21
Alphonse Areola,J24,GK,West Ham,English Premier League,90,5.63
Jordan Pickford,J15,GK,Everton,English Premier League,90,5.96
Alisson,J15,GK,Liverpool,English Premier League,90,5.57
Bart Verbruggen,J25,GK,Brighton,English Premier League,90,6.96
Filip Jørgensen,J25,GK,Chelsea,English Premier League,90,5.36
Mads Hermansen,J25,GK,Leicester City,English Premier League,90,6.22
David Raya,J25,GK,Arsenal,English Premier League,90,7.35
Bernd Leno,J25,GK,Fulham,English Premier League,90,6.39
Matz Sels,J25,GK,Nott'ham Forest,English Premier League,90,6.7
Ederson,J25,GK,Manchester City,English Premier League,90,7.35
Martin Dúbravka,J25,GK,Newcastle Utd,English Premier League,90,5.52
Aaron Ramsdale,J25,GK,Southampton,English Premier League,90,5.81
Kepa Arrizabalaga,J25,GK,Bournemouth,English Premier League,90,6.67
Emiliano Martínez,J25,GK,Aston Villa,English Premier League,90,6.59
Alex Palmer,J25,GK,Ipswich Town,English Premier League,90,7.08
Alphonse Areola,J25,GK,West Ham,English Premier League,90,7.11
Mark Flekken,J25,GK,Brentford,English Premier League,90,7.63
Dean Henderson,J25,GK,Crystal Palace,English Premier League,90,5.63
Jordan Pickford,J25,GK,Everton,English Premier League,90,7.32
Emil Audero,J13,GK,Como,Italian Serie A,90,5.43
David de Gea,J13,GK,Fiorentina,Italian Serie A,90,7.52
Alisson,J25,GK,Liverpool,English Premier League,90,6.69
José Sá,J25,GK,Wolves,English Premier League,90,5.55
Guglielmo Vicario,J25,GK,Tottenham,English Premier League,90,7.2
André Onana,J25,GK,Manchester Utd,English Premier League,90,6.65
Emiliano Martínez,J29,GK,Aston Villa,English Premier League,90,5.99
Alisson,J29,GK,Liverpool,English Premier League,90,5.9
Mads Hermansen,J26,GK,Leicester City,English Premier League,90,5.19
Mark Flekken,J26,GK,Brentford,English Premier League,90,7.57
Jordan Pickford,J26,GK,Everton,English Premier League,90,5.8
André Onana,J26,GK,Manchester Utd,English Premier League,90,5.94
Bernd Leno,J26,GK,Fulham,English Premier League,90,5.78
Dean Henderson,J26,GK,Crystal Palace,English Premier League,90,7.12
Kepa Arrizabalaga,J26,GK,Bournemouth,English Premier League,90,6.64
José Sá,J26,GK,Wolves,English Premier League,90,7.73
Alex Palmer,J26,GK,Ipswich Town,English Premier League,90,5.29
Guglielmo Vicario,J26,GK,Tottenham,English Premier League,90,6.29
David Raya,J26,GK,Arsenal,English Premier League,90,6.49
Alphonse Areola,J26,GK,West Ham,English Premier League,90,7.18
Aaron Ramsdale,J26,GK,Southampton,English Premier League,90,6.31
Bart Verbruggen,J26,GK,Brighton,English Premier League,90,6.92
Vanja Milinković-Savić,J13,GK,Torino,Italian Serie A,90,6.96
Stefano Turati,J13,GK,Monza,Italian Serie A,90,6.67
Emiliano Martínez,J26,GK,Aston Villa,English Premier League,90,6.93
Filip Jørgensen,J26,GK,Chelsea,English Premier League,90,6.02
Nick Pope,J26,GK,Newcastle Utd,English Premier League,90,5.64
Matz Sels,J26,GK,Nott'ham Forest,English Premier League,90,5.24
Ederson,J26,GK,Manchester City,English Premier League,90,5.6
Alisson,J26,GK,Liverpool,English Premier League,90,7.35
Bart Verbruggen,J27,GK,Brighton,English Premier League,90,6.88
Kepa Arrizabalaga,J27,GK,Bournemouth,English Premier League,90,5.87
Dean Henderson,J27,GK,Crystal Palace,English Premier League,90,6.38
Emiliano Martínez,J27,GK,Aston Villa,English Premier League,45,6.67
Robin Olsen,J27,GK,Aston Villa,English Premier League,45,5.15
José Sá,J27,GK,Wolves,English Premier League,90,5.81
Bernd Leno,J27,GK,Fulham,English Premier League,90,6.13
Filip Jørgensen,J27,GK,Chelsea,English Premier League,90,7.32
Aaron Ramsdale,J27,GK,Southampton,English Premier League,90,5.43
Guglielmo Vicario,J27,GK,Tottenham,English Premier League,90,6.89
Ederson,J27,GK,Manchester City,English Premier League,90,7.37
Matz Sels,J27,GK,Nott'ham Forest,English Premier League,90,7.32
David Raya,J27,GK,Arsenal,English Premier League,90,7.11
André Onana,J27,GK,Manchester Utd,English Premier League,90,5.87
Alex Palmer,J27,GK,Ipswich Town,English Premier League,90,5.6
Alex Meret,J13,GK,Napoli,Italian Serie A,90,6.92
Mile Svilar,J13,GK,Roma,Italian Serie A,90,6.48
Mark Flekken,J27,GK,Brentford,English Premier League,90,7.25
Jordan Pickford,J27,GK,Everton,English Premier League,90,6.38
Alisson,J27,GK,Liverpool,English Premier League,90,6.96
Nick Pope,J27,GK,Newcastle Utd,English Premier League,90,5.76
Alphonse Areola,J27,GK,West Ham,English Premier League,90,6.95
Mads Hermansen,J27,GK,Leicester City,English Premier League,90,5.37
Matz Sels,J28,GK,Nott'ham Forest,English Premier League,90,7.46
Ederson,J28,GK,Manchester City,English Premier League,90,6.5
Alisson,J28,GK,Liverpool,English Premier League,90,6.2
Aaron Ramsdale,J28,GK,Southampton,English Premier League,90,6.12
Bart Verbruggen,J28,GK,Brighton,English Premier League,90,6.16
Bernd Leno,J28,GK,Fulham,English Premier League,90,5.91
Dean Henderson,J28,GK,Crystal Palace,English Premier League,90,7.54
Alex Palmer,J28,GK,Ipswich Town,English Premier League,90,6.87
Mark Flekken,J28,GK,Brentford,English Premier League,90,6.39
Robin Olsen,J28,GK,Aston Villa,English Premier League,90,7.71
José Sá,J28,GK,Wolves,English Premier League,90,6.94
Jordan Pickford,J28,GK,Everton,English Premier League,90,6.79
Robert Sánchez,J28,GK,Chelsea,English Premier League,90,7.21
Mads Hermansen,J28,GK,Leicester City,English Premier League,90,6.7
Ivan Provedel,J13,GK,Lazio,Italian Serie A,90,7.08
Federico Ravaglia,J13,GK,Bologna,Italian Serie A,90,6.21
Guglielmo Vicario,J28,GK,Tottenham,English Premier League,90,6.51
Kepa Arrizabalaga,J28,GK,Bournemouth,English Premier League,90,5.71
André Onana,J28,GK,Manchester Utd,English Premier League,90,7.02
David Raya,J28,GK,Arsenal,English Premier League,90,6.78
Alphonse Areola,J28,GK,West Ham,English Premier League,90,7.17
Nick Pope,J28,GK,Newcastle Utd,English Premier League,90,7.26
Jordan Pickford,J29,GK,Everton,English Premier League,90,6.92
Alphonse Areola,J29,GK,West Ham,English Premier League,90,6.86
Aaron Ramsdale,J29,GK,Southampton,English Premier League,90,5.51
José Sá,J29,GK,Wolves,English Premier League,90,7.11
Alex Palmer,J29,GK,Ipswich Town,English Premier League,90,5.29
Matz Sels,J29,GK,Nott'ham Forest,English Premier League,90,5.6
Stefan Ortega,J29,GK,Manchester City,English Premier League,90,5.97
Bart Verbruggen,J29,GK,Brighton,English Premier League,90,5.73
Kepa Arrizabalaga,J29,GK,Bournemouth,English Premier League,90,6.18
Mark Flekken,J29,GK,Brentford,English Premier League,90,6.83
David Raya,J29,GK,Arsenal,English Premier League,90,7.43
Robert Sánchez,J29,GK,Chelsea,English Premier League,90,6.36
Bernd Leno,J29,GK,Fulham,English Premier League,90,7.55
Guglielmo Vicario,J29,GK,Tottenham,English Premier League,90,5.91
Devis Vásquez,J13,GK,Empoli,Italian Serie A,90,6.88
Maduka Okoye,J13,GK,Udinese,Italian Serie A,90,5.9
Mads Hermansen,J29,GK,Leicester City,English Premier League,90,5.59
André Onana,J29,GK,Manchester Utd,English Premier League,90,7.6
David Raya,J30,GK,Arsenal,English Premier League,90,6.5
Bernd Leno,J30,GK,Fulham,English Premier League,90,6.18
José Sá,J30,GK,Wolves,English Premier League,90,7.25
Alphonse Areola,J30,GK,West Ham,English Premier League,90,6.2
Matz Sels,J30,GK,Nott'ham Forest,English Premier League,90,7.44
André Onana,J30,GK,Manchester Utd,English Premier League,90,6.16
Nick Pope,J30,GK,Newcastle Utd,English Premier League,90,6.84
Mark Flekken,J30,GK,Brentford,English Premier League,90,6.15
Ederson,J30,GK,Manchester City,English Premier League,90,6.83
Mads Hermansen,J30,GK,Leicester City,English Premier League,90,6.75
Aaron Ramsdale,J30,GK,Southampton,English Premier League,90,6.78
Dean Henderson,J30,GK,Crystal Palace,English Premier League,90,6.39
Kepa Arrizabalaga,J30,GK,Bournemouth,English Premier League,90,5.63
Alex Palmer,J30,GK,Ipswich Town,English Premier League,90,6.81
Bart Verbruggen,J30,GK,Brighton,English Premier League,90,5.31
Emiliano Martínez,J30,GK,Aston Villa,English Premier League,90,7.55
Caoimhín Kelleher,J30,GK,Liverpool,English Premier League,90,7.05
Jordan Pickford,J30,GK,Everton,English Premier League,90,6.36
Filip Stankovic,J13,GK,Venezia,Italian Serie A,90,6.65
Wladimiro Falcone,J13,GK,Lecce,Italian Serie A,90,7.36
Robert Sánchez,J30,GK,Chelsea,English Premier League,90,7.53
Guglielmo Vicario,J30,GK,Tottenham,English Premier League,90,6.75
Jordan Pickford,J31,GK,Everton,English Premier League,90,6.34
David Raya,J31,GK,Arsenal,English Premier League,90,6.5
Dean Henderson,J31,GK,Crystal Palace,English Premier League,90,7.04
Bart Verbruggen,J31,GK,Brighton,English Premier League,90,5.75
Alex Palmer,J31,GK,Ipswich Town,English Premier League,90,6.57
José Sá,J31,GK,Wolves,English Premier League,90,6.17
Alphonse Areola,J31,GK,West Ham,English Premier League,90,6.05
Kepa Arrizabalaga,J31,GK,Bournemouth,English Premier League,90,5.74
Emiliano Martínez,J31,GK,Aston Villa,English Premier League,90,6.6
Matz Sels,J31,GK,Nott'ham Forest,English Premier League,90,6.56
Bernd Leno,J31,GK,Fulham,English Premier League,90,6.25
Caoimhín Kelleher,J31,GK,Liverpool,English Premier League,90,5.38
Mark Flekken,J31,GK,Brentford,English Premier League,90,7.94
Robert Sánchez,J31,GK,Chelsea,English Premier League,90,7.44
Guglielmo Vicario,J31,GK,Tottenham,English Premier League,90,6.32
Aaron Ramsdale,J31,GK,Southampton,English Premier League,90,6.16
André Onana,J31,GK,Manchester Utd,English Premier League,90,7.43
Ederson,J31,GK,Manchester City,English Premier League,90,7.17
Semuel Pizzignacco,J2,GK,Monza,Italian Serie A,90,5.97
Pierluigi Gollini,J2,GK,Genoa,Italian Serie A,90,7.2
Alen Sherri,J14,GK,Cagliari,Italian Serie A,90,7.26
Lorenzo Montipò,J14,GK,Hellas Verona,Italian Serie A,90,6.61
Mads Hermansen,J31,GK,Leicester City,English Premier League,90,6.03
Nick Pope,J31,GK,Newcastle Utd,English Premier League,90,7.42
Ederson,J32,GK,Manchester City,English Premier League,70,5.65
Dean Henderson,J32,GK,Crystal Palace,English Premier League,90,5.52
Bart Verbruggen,J32,GK,Brighton,English Premier League,90,5.76
Mads Hermansen,J32,GK,Leicester City,English Premier League,90,6.84
Aaron Ramsdale,J32,GK,Southampton,English Premier League,90,6.11
Emiliano Martínez,J32,GK,Aston Villa,English Premier League,90,7.17
Matz Sels,J32,GK,Nott'ham Forest,English Premier League,90,6.6
Jordan Pickford,J32,GK,Everton,English Premier League,90,7.54
David Raya,J32,GK,Arsenal,English Premier League,90,6.26
Mark Flekken,J32,GK,Brentford,English Premier League,90,6.25
Alisson,J32,GK,Liverpool,English Premier League,90,6.39
Alphonse Areola,J32,GK,West Ham,English Premier League,90,5.93
Robert Sánchez,J32,GK,Chelsea,English Premier League,90,5.74
Alex Palmer,J32,GK,Ipswich Town,English Premier League,90,7.0
José Sá,J32,GK,Wolves,English Premier League,90,6.14
Guglielmo Vicario,J32,GK,Tottenham,English Premier League,90,5.44
Nick Pope,J32,GK,Newcastle Utd,English Premier League,90,6.68
Altay Bayındır,J32,GK,Manchester Utd,English Premier League,90,5.84
Pepe Reina,J14,GK,Como,Italian Serie A,90,6.33
Stefano Turati,J14,GK,Monza,Italian Serie A,90,6.87
Kepa Arrizabalaga,J32,GK,Bournemouth,English Premier League,90,7.64
Bernd Leno,J32,GK,Fulham,English Premier League,90,6.68
Nick Pope,J29,GK,Newcastle Utd,English Premier League,90,7.7
Dean Henderson,J29,GK,Crystal Palace,English Premier League,90,5.33
Jordan Pickford,J33,GK,Everton,English Premier League,90,6.75
Stefan Ortega,J33,GK,Manchester City,English Premier League,90,7.53
Alphonse Areola,J33,GK,West Ham,English Premier League,90,6.31
Aaron Ramsdale,J33,GK,Southampton,English Premier League,90,6.61
Dean Henderson,J33,GK,Crystal Palace,English Premier League,90,7.6
Kepa Arrizabalaga,J33,GK,Bournemouth,English Premier League,90,6.83
Mark Flekken,J33,GK,Brentford,English Premier League,90,6.01
Bart Verbruggen,J33,GK,Brighton,English Premier League,90,5.62
Emiliano Martínez,J33,GK,Aston Villa,English Premier League,90,6.49
Nick Pope,J33,GK,Newcastle Utd,English Premier League,90,5.72
Bernd Leno,J33,GK,Fulham,English Premier League,90,5.81
Robert Sánchez,J33,GK,Chelsea,English Premier League,90,6.12
Alex Palmer,J33,GK,Ipswich Town,English Premier League,90,5.37
David Raya,J33,GK,Arsenal,English Premier League,90,6.79
André Onana,J33,GK,Manchester Utd,English Premier League,90,6.15
Daniel Bentley,J33,GK,Wolves,English Premier League,90,7.06
Mike Maignan,J14,GK,Milan,Italian Serie A,90,7.18
Devis Vásquez,J14,GK,Empoli,Italian Serie A,90,5.47
Mads Hermansen,J33,GK,Leicester City,English Premier League,90,6.47
Alisson,J33,GK,Liverpool,English Premier League,90,6.99
Guglielmo Vicario,J33,GK,Tottenham,English Premier League,90,5.56
Matz Sels,J33,GK,Nott'ham Forest,English Premier League,90,6.57
