Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
ar ARG,GK,Gimnasia–LP,30-056,1995,14,14,1260,51,46,63,40
co COL,MF,Real Salt Lake,24-033,2001,10,6,589,32,43,36,49
ht HAI,FW,Vancouver W'caps,20-119,2005,2,0,18,16,21,9,20
rs SRB,MF,Sporting KC,32-163,1993,12,8,760,30,50,50,73
br BRA,MO,Juventude,44-000,1981,25,9,1077,54,41,26,33
nl NED,DF,Feyenoord,22,2002,2,1,113,61,78,51,63
br BRA,DF,Vitória,33-032,1992,3,2,135,31,23,19,44
ba BIH,DF,Casa Pia,31,1993,7,7,626,28,41,46,59
ar ARG,MF,San Lorenzo,35-101,1990,11,1,229,30,24,16,90
br BRA,MF,Farense,32,1991,24,22,1761,47,36,26,61
br BRA,DF,Middlesbrough,27,1996,35,34,2891,65,66,74,51
br BRA,MF,Mirassol,28-347,1996,10,10,718,23,49,37,58
br BRA,MF,Botafogo (RJ),25-129,2000,3,1,113,26,33,17,49
br BRA,MF,Santa Clara,20,2004,2,0,62,31,13,18,48
br BRA,MO,Santos,33-164,1992,5,3,270,72,63,66,21
eng ENG,FW,Stoke City,25,1999,9,1,195,20,21,36,33
it ITA,MF,Carrarese,30,1994,21,6,678,53,53,73,66
it ITA,GK,Carrarese,23,2001,2,1,158,41,43,45,44
it ITA,MF,Brescia,24,2000,36,21,1963,66,65,68,47
it ITA,MF,Juve Stabia,18,2006,26,23,1952,72,58,70,69
it ITA,DF,Palermo,22,2001,25,18,1569,82,46,63,46
it ITA,MO,Bari,22,2002,30,16,1448,59,27,24,26
gt GUA,GK,Columbus Crew,28-351,1996,3,3,270,41,44,42,38
dk DEN,GK,Colorado Rapids,24-009,2001,10,10,900,46,44,46,48
cy CYP,DF,Sampdoria,28,1995,24,18,1516,83,67,68,44
it ITA,MO,Sassuolo,25,1998,31,10,1282,81,73,59,37
nl NED,MO,Willem II,27,1996,26,20,1453,21,57,43,53
us USA,MF,SJ Earthquakes,23-209,2001,2,2,117,28,37,12,63
nl NED,MF,Zwolle,20,2004,22,8,853,35,45,32,79
be BEL,GK,Westerlo,29,1995,1,1,90,41,40,51,53
us USA,DF,FC Cincinnati,32-308,1992,10,10,688,36,34,26,44
us USA,MF,SJ Earthquakes,30-244,1994,10,4,438,49,55,60,65
nl NED,GK,Sparta R'dam,28,1995,34,34,3060,65,86,50,43
us USA,DF,Charlotte,24-027,2001,13,8,778,50,66,71,28
be BEL,GK,Beerschot,23,2001,21,21,1845,51,42,62,61
nl NED,DF,Utrecht,34,1989,33,33,2948,65,66,54,48
fr FRA,DF,Toronto FC,23-126,2002,6,6,479,31,28,21,29
us USA,MF,NYCFC,23-204,2001,13,2,304,34,47,57,76
de GER,GK,Arouca,24,2000,29,29,2610,46,44,63,55
it ITA,MO,Bari,33,1991,19,5,522,70,76,52,31
it ITA,FW,Salernitana,26,1997,4,1,97,43,53,49,63
it ITA,MF,Juve Stabia,26,1998,19,13,1172,78,74,61,22
it ITA,DF,Cittadella,31,1993,27,25,2232,39,47,48,62
it ITA,DF,Südtirol,24,2000,29,27,2465,60,27,25,59
it ITA,GK,Carrarese,35,1988,2,1,158,57,44,44,32
br BRA,DF,Ceará,28-145,1997,5,2,193,58,64,77,26
ca CAN,MF,Vancouver W'caps,23-059,2002,2,0,8,71,11,66,52
uy URU,MF,León,25,1998,16,14,1198,27,41,37,47
it ITA,MO,Brescia,23,2000,23,17,1463,53,80,47,59
dk DEN,MF,Westerlo,24,2000,35,24,2109,77,69,43,42
at AUT,GK,Portsmouth,27,1997,35,35,3090,68,89,56,47
uy URU,MF,Bahia,26-096,1999,11,2,333,28,46,63,68
uy URU,DF,uy Nacional,33-362,1991,2,0,35,22,13,26,5
pe PER,DF,pe Alianza Lima,20-014,2005,1,0,1,22,13,9,13
co COL,MO,Mazatlán,27,1997,19,14,1278,70,79,65,53
ar ARG,FW,Deportivo Riestra,29-140,1996,17,11,957,50,78,58,63
ar ARG,DF,Barracas Central,27-138,1998,4,2,133,29,14,9,39
ar ARG,DF,Deportivo Riestra,30-076,1995,9,8,737,34,26,19,48
ar ARG,MF,Atlé Tucumán,34-338,1990,4,3,257,72,38,38,61
ar ARG,FW,Arg Juniors,26-099,1999,8,7,515,39,40,38,78
uy URU,MF,Flamengo,28-048,1997,13,11,888,69,75,53,48
ar ARG,DF,Barracas Central,25-257,1999,12,11,1025,28,21,21,70
ar ARG,MF,Austin,20-210,2004,12,2,250,38,41,43,53
cl CHI,DF,Tijuana,25,1999,9,7,679,50,56,68,57
ar ARG,MO,Belgrano,29-161,1996,17,13,1162,68,31,38,33
ar ARG,DF,Independiente,31-151,1994,2,2,180,22,37,38,31
ar ARG,MF,Gimnasia–LP,25-363,1999,9,4,340,68,53,38,78
es ESP,MF,Porto,22,2002,17,17,1441,84,74,67,46
cl CHI,FW,cl U de Chile,26-191,1999,6,3,239,44,75,62,50
ar ARG,FW,UANL,29,1994,32,21,1930,49,45,36,54
ar ARG,MF,Atlé Tucumán,26-219,1998,12,5,461,87,57,78,53
uy URU,MO,Houston Dynamo,36-120,1989,16,6,580,61,83,67,65
uy URU,MO,uy Nacional,31-291,1993,5,4,387,70,46,42,31
ar ARG,DF,Belgrano,24-252,2000,10,6,456,30,25,21,53
ar ARG,DF,Huracán,28-038,1997,2,0,121,22,23,20,43
ar ARG,FW,Platense,30-310,1994,8,2,300,33,58,43,58
ar ARG,MF,Arg Juniors,31-109,1994,17,17,1241,69,84,62,42
ar ARG,DF,Benfica,36,1988,31,30,2706,82,70,51,62
ar ARG,MO,Defensa y Just,22-112,2003,4,1,107,19,37,31,62
ar ARG,DF,pe Sporting Cristal,34-198,1991,2,1,127,50,73,55,43
ar ARG,DF,Unión,22-276,2002,9,7,367,32,47,53,70
ar ARG,MF,San Martín de San Juan,32-204,1992,12,10,828,22,26,11,47
uy URU,MF,ar Cen. Córdoba–SdE,26-044,1999,14,6,644,80,84,86,27
cl CHI,DF,cl U de Chile,28-079,1997,5,5,360,35,54,29,47
co COL,MO,Orlando City,21-085,2004,7,0,40,58,62,70,80
ar ARG,DF,Minnesota Utd,21-233,2003,19,18,1559,53,58,44,42
ar ARG,DF,Deportivo Riestra,31-314,1993,14,14,1231,68,56,47,43
ar ARG,MF,Carrarese,29,1995,35,35,2732,73,59,50,68
ar ARG,MF,San Lorenzo,29-195,1996,13,12,1053,24,31,38,59
ar ARG,DF,Instituto,28-171,1997,8,8,693,65,50,46,60
it ITA,DF,Spezia,21,2003,28,23,2090,76,63,54,71
it ITA,DF,Catanzaro,34,1989,31,30,2676,53,68,56,49
it ITA,MO,Catanzaro,24,2000,16,3,423,52,33,51,46
it ITA,DF,Mantova,21,2003,20,18,1445,87,66,72,36
ar ARG,MF,San Martín de San Juan,27-058,1998,13,8,763,35,43,38,72
nl NED,MO,Nacional,23,2001,9,8,629,39,34,23,36
fi FIN,MF,Südtirol,20,2003,18,12,985,84,62,43,59
dk DEN,DF,Utrecht,25,1999,8,8,636,80,70,59,34
us USA,MF,SJ Earthquakes,20-030,2005,8,4,327,57,77,78,38
ba BIH,DF,Plymouth Argyle,27,1996,15,14,1223,60,23,33,75
it ITA,MO,Sampdoria,22,2002,16,3,393,50,36,61,31
be BEL,MO,Mechelen,29,1994,22,18,1399,73,64,78,37
rs SRB,FW,Charleroi,22,2001,18,16,1439,63,42,25,63
no NOR,DF,Heerenveen,20,2004,29,27,2464,62,58,52,40
at AUT,MF,Genk,20,2004,21,13,1120,58,57,39,52
be BEL,MF,Cercle Brugge,21,2003,8,0,115,56,64,43,31
ec ECU,MO,Anderlecht,21,2003,19,3,459,71,75,88,74
pt POR,MF,Estrela,23,2001,28,26,2209,30,36,44,60
hr CRO,DF,Arouca,32,1992,1,1,90,22,28,18,27
us USA,DF,LAFC,28-118,1997,11,6,573,36,46,43,52
nl NED,FW,PSV Eindhoven,25,1999,29,23,1894,83,96,88,58
be BEL,MO,Genk,19,2005,23,5,525,87,77,86,71
us USA,DF,Inter Miami,21-082,2004,15,13,1200,41,68,53,56
us USA,MF,Atlanta Utd,19-364,2005,13,3,432,26,48,48,53
se SWE,DF,NY Red Bulls,23-000,2002,22,21,1890,63,53,60,55
sn SEN,MF,Gent,24,1999,15,12,841,82,33,81,41
be BEL,MF,Dender,19,2005,6,2,199,45,46,62,47
nl NED,FW,Utrecht,21,2003,23,4,679,71,44,69,46
cd COD,MF,Union SG,19,2004,29,27,2424,64,68,69,41
fr FRA,MF,Groningen,21,2002,4,0,87,79,32,59,77
be BEL,MF,Charleroi,20,2003,1,0,9,27,24,14,15
eng ENG,MF,NE Revolution,20-105,2005,4,0,45,46,19,48,51
de GER,MF,Real Salt Lake,24-324,2000,13,11,995,53,44,42,61
us USA,MF,FC Dallas,20-152,2005,9,8,614,33,48,36,86
br BRA,MF,Fluminense,27-138,1998,8,4,393,38,45,35,61
am ARM,MO,Gimnasia–LP,29-140,1996,8,2,255,27,20,23,88
ma MAR,MO,Hull City,37,1987,10,2,288,46,73,70,57
nl NED,GK,Almere City,26,1997,34,34,3050,66,66,60,49
be BEL,GK,Club Brugge,26,1997,1,0,31,58,44,51,32
be BEL,FW,Coventry City,19,2004,25,11,907,50,30,41,49
uy URU,DF,ve Carabobo,27-007,1998,6,6,540,26,23,19,39
it ITA,DF,Bari,21,2003,25,20,1805,43,61,66,37
cm CMR,DF,Seattle Sounders,28-026,1997,18,18,1521,69,75,67,33
rs SRB,GK,LA Galaxy,23-267,2001,12,12,1080,45,40,46,38
pt POR,MF,Benfica,20,2004,2,0,17,39,41,24,21
pt POR,FW,Vasco da Gama,26-033,1999,34,30,2427,62,85,71,71
pt POR,MF,Sporting CP,29,1995,40,25,2261,79,76,71,31
be BEL,DF,Anderlecht,16,2007,2,1,63,22,29,55,55
it ITA,MF,Bari,24,2000,25,14,1386,67,36,62,40
us USA,DF,Atlanta Utd,25-032,2000,1,0,3,22,21,9,4
pt POR,FW,Vitória,32,1991,31,21,1776,37,58,37,31
mx MEX,DF,América,32,1991,16,14,1209,41,49,33,66
ar ARG,DF,Aldosivi,29-309,1995,15,15,1339,38,38,37,54
py PAR,DF,py Libertad,27-360,1997,4,4,360,27,37,33,54
br BRA,GK,Pisa,36,1988,1,1,90,41,44,43,40
is ISL,MO,Sparta R'dam,24,1999,12,0,136,90,62,68,38
ao ANG,MF,Gent,29,1995,2,0,10,39,34,22,15
us USA,DF,Houston Dynamo,24-105,2001,19,17,1451,50,37,43,44
mx MEX,MF,Seattle Sounders,19-348,2005,19,19,1667,73,62,72,57
ng NGA,MF,FC Cincinnati,28-232,1996,13,10,822,27,40,38,64
uy URU,FW,ec Barcelona,33-176,1992,6,5,473,45,43,32,37
ps PLE,FW,Charleroi,25,1998,15,4,491,59,54,60,35
no NOR,MO,LAFC,22-182,2003,3,1,99,23,39,7,81
nl NED,MO,Zwolle,26,1998,29,12,1365,46,56,49,57
0,FW,Go Ahead Eag,0,0,1,0,4,48,13,48,53
kr KOR,FW,Genk,23,2001,27,2,436,95,79,72,60
no NOR,FW,Toronto FC,26-083,1999,17,14,1060,38,33,39,44
pl POL,MO,Sheffield Weds,23,2001,12,4,369,38,32,54,78
de GER,MO,Rio Ave,23,2001,28,20,1594,35,52,39,45
id IDN,FW,Utrecht,24,2000,27,15,1317,43,50,66,54
ua UKR,DF,Austin,30-295,1994,20,17,1623,34,37,25,36
gt GUA,MF,CF Montréal,18-311,2006,2,0,56,21,20,39,26
ro ROU,MF,Pisa,25,1999,10,4,450,86,85,84,29
dk DEN,MF,Pisa,28,1996,24,7,776,39,53,20,55
fi FIN,MO,Go Ahead Eag,22,2001,32,28,2410,68,75,69,48
eng ENG,MF,Sheffield Utd,20,2004,12,11,978,79,80,63,37
no NOR,DF,Heerenveen,20,2004,33,31,2607,51,74,73,70
dk DEN,GK,Salernitana,25,1999,16,16,1440,47,44,56,43
wls WAL,MO,Swansea City,24,1999,28,10,1042,37,52,38,57
se SWE,GK,Coventry City,22,2002,28,28,2467,45,43,59,46
no NOR,FW,Ajax,25,1999,25,11,1178,88,78,76,73
us USA,MF,Colorado Rapids,23-306,2001,23,20,1634,42,67,55,57
pe PER,DF,Burnley,23,2000,2,0,25,59,67,75,28
dk DEN,MF,Reggiana,25,1999,6,0,120,57,44,45,74
nl NED,DF,Zwolle,19,2004,20,14,1116,73,61,66,67
fr FRA,DF,PSV Eindhoven,26,1997,30,30,2562,72,94,73,58
be BEL,DF,Antwerp,24,2000,10,10,891,61,65,77,62
be BEL,MO,Sint-Truiden,22,2002,13,5,441,40,54,32,62
fr FRA,FW,LAFC,38-292,1986,11,6,528,77,69,39,57
cm CMR,DF,Philadelphia Union,27-338,1997,4,3,228,50,60,66,4
nl NED,MO,Almere City,19,2004,2,0,31,39,11,17,54
eng ENG,MO,Cardiff City,22,2002,29,15,1387,51,44,62,77
za RSA,DF,Philadelphia Union,21-080,2004,20,15,1413,58,36,48,78
mx MEX,DF,Cruz Azul,22,2002,5,2,141,58,59,68,52
eg EGY,DF,Beerschot,21,2003,11,9,740,32,59,55,76
us USA,DF,Chicago Fire,36-281,1988,9,3,348,37,34,21,47
mx MEX,MF,Guadalajara,28,1996,14,4,448,49,68,56,43
mx MEX,DF,Querétaro,35,1988,26,22,1958,43,68,58,51
mx MEX,MO,Mazatlán,19,2005,12,6,418,53,27,33,49
eng ENG,DF,Rio Ave,26,1998,26,24,1989,44,66,69,58
pa PAN,DF,NY Red Bulls,21-041,2004,18,15,1261,49,71,81,41
gy GUY,MF,Chicago Fire,21-239,2003,14,4,529,48,58,62,44
us USA,MO,Colorado Rapids,26-161,1999,20,3,535,46,74,71,48
il ISR,MO,Gent,24,2000,24,17,1517,54,45,22,72
cz CZE,MO,Houston Dynamo,26-285,1998,15,11,945,58,50,37,42
cu CUB,MO,Norwich City,31,1993,23,5,639,44,53,83,42
fi FIN,MO,San Diego FC,25-335,1999,23,15,1478,61,77,42,57
ng NGA,MO,Reggiana,26,1998,26,16,1339,46,24,22,30
tr TUR,MF,Benfica,23,2000,33,30,2633,87,92,66,30
py PAR,GK,San Lorenzo,25-038,2000,17,17,1530,47,44,42,37
ng NGA,FW,Antwerp,17,2006,1,0,28,30,34,74,11
be BEL,GK,Mechelen,27,1997,30,30,2700,61,65,57,46
gy GUY,MO,Seattle Sounders,24-000,2001,5,1,95,34,21,12,72
nl NED,DF,FC Dallas,25-015,2000,16,15,1296,59,32,45,70
br BRA,MO,São Paulo,33-313,1991,7,6,461,31,71,47,53
co COL,FW,FC Juárez,27,1996,27,23,2050,55,34,23,47
dk DEN,MF,Utrecht,20,2003,27,19,1711,74,61,57,44
mx MEX,GK,León,35,1988,8,8,720,55,58,45,46
mx MEX,MF,Atlético,26,1998,29,25,2211,54,45,41,40
se SWE,MO,Go Ahead Eag,24,2000,7,1,189,52,62,50,30
ec ECU,DF,ec Independiente,24-150,2001,2,1,107,22,22,30,83
ar ARG,DF,Platense,26-119,1999,16,16,1440,28,30,26,81
dk DEN,MO,Norwich City,18,2006,40,17,1564,36,40,45,46
us USA,DF,San Diego FC,19-049,2006,13,9,828,44,58,79,33
no NOR,FW,Go Ahead Eag,20,2004,7,1,147,36,69,77,74
pl POL,FW,RKC Waalwijk,28,1996,26,24,1945,60,42,26,60
gh GHA,MO,Austin,26-218,1998,22,18,1527,61,60,67,55
sl SLE,DF,Boavista,26,1997,9,6,577,34,43,51,44
br BRA,MO,Vitória,38-099,1987,9,4,322,35,73,67,39
mx MEX,MF,UANL,27,1996,6,3,183,29,39,31,40
co COL,FW,bo San Antonio Bulo Bulo,34-059,1991,6,6,540,37,67,49,54
ge GEO,MF,Famalicão,21,2003,4,0,46,21,11,7,39
br BRA,DF,Porto,22,2002,20,18,1632,73,61,59,46
fi FIN,MO,Famalicão,20,2004,5,1,121,34,36,50,64
us USA,DF,CF Montréal,24-112,2001,1,1,88,30,40,62,47
ml MLI,MF,West Brom,24,2000,22,9,860,27,25,24,75
ci CIV,DF,Sporting CP,20,2003,31,29,2521,73,49,47,49
ma MAR,MO,Pachuca,28,1996,32,28,2345,66,90,94,52
ma MAR,MF,Feyenoord,22,2002,6,2,283,49,75,68,72
bf BFA,MO,SJ Earthquakes,25-082,2000,23,8,807,70,49,62,42
sn SEN,MF,Union SG,22,2001,18,12,1060,70,50,80,58
wls WAL,MF,Blackburn,21,2002,24,21,1874,56,40,57,69
eng ENG,MO,Oxford United,25,1998,11,4,350,29,42,50,68
mx MEX,FW,Pachuca,21,2003,22,15,1147,54,82,84,49
ca CAN,FW,CF Montréal,17-158,2008,5,1,113,30,47,44,70
fr FRA,MF,Minnesota Utd,22-122,2003,13,3,412,25,31,43,39
nl NED,MO,Fortuna Sittard,18,2005,3,0,8,34,9,44,17
eng ENG,MF,Portsmouth,26,1998,12,2,275,51,50,36,65
nl NED,DF,Ajax,24,1999,10,3,372,61,62,87,48
us USA,MO,Austin,20-201,2004,22,20,1690,41,79,48,53
mx MEX,MO,UANL,23,2001,27,11,1134,78,53,71,50
br BRA,FW,Sport Recife,33-026,1992,27,15,1334,52,41,43,80
ar ARG,MF,Newell's OB,20-170,2005,2,0,16,21,22,41,6
mx MEX,MO,Querétaro,37,1987,31,24,2102,47,50,36,42
mx MEX,DF,UNAM,24,2000,30,28,2432,60,61,65,59
ve VEN,DF,ve Carabobo,25-229,1999,3,3,270,34,35,43,33
ve VEN,DF,ve Dep Táchira,34-219,1990,2,2,180,22,16,11,34
uy URU,MO,pe Alianza Lima,33-311,1991,1,1,57,34,43,45,19
cl CHI,MO,Independiente,28-201,1996,11,5,457,52,62,17,74
mx MEX,MF,Puebla,32,1992,28,22,1903,39,27,20,52
es ESP,MF,Arouca,23,2001,17,8,648,83,53,66,33
mx MEX,GK,UNAM,19,2005,7,7,630,59,52,46,46
uy URU,MF,pe Alianza Lima,35-069,1990,4,4,276,58,77,65,47
ar ARG,FW,Sarmiento,35-085,1990,12,6,560,46,34,27,54
br BRA,MF,São Paulo,23-190,2002,8,5,430,27,47,22,36
ar ARG,MF,Deportivo Riestra,28-163,1997,9,7,647,27,30,11,74
mx MEX,DF,UNAM,22,2002,20,11,1026,54,69,64,53
mx MEX,DF,Querétaro,22,2002,31,17,1719,49,48,48,38
br BRA,MO,Casa Pia,24,1999,23,12,1113,22,46,48,55
ar ARG,MF,Real Salt Lake,26-211,1998,15,10,857,53,70,55,35
mx MEX,GK,San Diego FC,30-012,1995,2,2,180,41,44,48,48
ar ARG,MF,River Plate,24-119,2001,1,0,17,21,11,61,34
ar ARG,FW,Vasco da Gama,36-277,1988,12,11,997,57,39,10,50
ar ARG,MF,Gimnasia–LP,37-165,1988,12,8,691,59,54,41,72
nir NIR,MO,Portsmouth,23,2001,22,13,1074,33,38,23,47
nir NIR,DF,San Diego FC,30-083,1995,20,20,1597,43,55,34,25
ch SUI,MF,Sampdoria,32,1992,10,4,397,81,77,67,34
uy URU,DF,uy Nacional,19-058,2006,6,5,472,34,26,40,47
it ITA,DF,Salernitana,27,1997,25,21,1768,82,64,68,25
pe PER,FW,pe Alianza Lima,41-199,1984,6,4,315,70,42,31,55
pe PER,DF,pe Universitario,23-279,2001,1,0,19,22,27,65,29
it ITA,DF,Reggiana,32,1992,16,14,1218,35,36,26,58
it ITA,GK,Sampdoria,21,2003,10,7,753,41,40,45,46
ci CIV,FW,Charleroi,23,2001,26,25,1971,65,84,88,61
de GER,MO,Cercle Brugge,18,2006,12,2,345,58,17,81,27
nl NED,DF,Leeds United,24,1999,35,31,2824,73,61,52,47
ar ARG,MO,bo Bolívar,35-076,1990,6,6,502,67,84,89,33
ar ARG,DF,Vélez Sarsfield,24-015,2001,3,2,221,32,28,31,42
mx MEX,FW,América,20,2004,3,2,163,51,81,64,52
br BRA,DF,Rio Ave,27,1997,13,11,995,55,36,48,42
us USA,FW,Charlotte,24-254,2000,16,15,1224,78,62,63,49
eng ENG,FW,Leeds United,30,1993,17,0,252,43,47,49,67
de GER,DF,Preston,31,1992,1,0,6,22,13,10,31
nl NED,MO,Willem II,28,1996,17,7,657,44,57,41,47
it ITA,MO,Brescia,18,2005,23,14,1259,44,40,50,59
de GER,MF,Mechelen,27,1996,23,18,1472,84,76,75,44
eng ENG,MO,Sunderland,27,1997,45,38,3280,55,75,73,55
us USA,GK,Columbus Crew,24-128,2001,15,15,1350,64,79,57,43
cr CRC,GK,Casa Pia,25,1999,32,32,2880,59,54,48,54
br BRA,MF,Atlético Mineiro,21-122,2004,3,2,224,27,20,32,53
mx MEX,DF,América,20,2003,2,0,6,22,21,10,4
nl NED,MF,RKC Waalwijk,24,1999,4,0,40,26,23,13,73
au AUS,MF,Nashville SC,23-105,2002,21,16,1439,48,39,44,35
br BRA,MF,Botafogo (RJ),25-314,1999,9,6,408,55,44,38,32
nl NED,DF,Sparta R'dam,33,1990,21,20,1656,56,70,70,36
ec ECU,MO,FC Dallas,21-275,2003,18,12,1014,19,58,37,78
is ISL,GK,Kortrijk,23,2000,11,11,922,51,47,47,48
sk SVK,MF,Genk,32,1992,26,19,1687,83,74,60,30
ec ECU,MF,ec Independiente,21-353,2003,6,6,452,76,41,73,41
pl POL,DF,Juve Stabia,22,2002,11,9,826,37,61,32,58
es ESP,GK,Toluca,29,1994,10,10,900,55,44,50,60
us USA,MO,Seattle Sounders,30-164,1995,2,0,75,34,40,72,13
mx MEX,DF,León,27,1997,31,28,2547,45,33,28,52
fr FRA,FW,SJ Earthquakes,30-117,1995,1,1,85,36,43,37,52
fr FRA,GK,QPR,30,1994,45,45,4050,60,58,65,68
py PAR,DF,Banfield,28-011,1997,6,5,479,30,24,11,39
us USA,MO,Seattle Sounders,26-191,1999,22,19,1469,65,59,72,39
nir NIR,MO,QPR,26,1997,43,30,2770,47,50,59,55
br BRA,MO,Vasco da Gama,28-192,1997,49,34,3132,79,57,38,42
br BRA,MO,Nacional,26,1998,15,13,1081,47,59,58,48
br BRA,MF,Cremonese,30,1994,16,13,1189,84,67,77,38
br BRA,MO,Fluminense,25-358,1999,4,0,38,76,60,67,17
cl CHI,DF,ar River Plate,30-328,1994,13,12,1080,62,60,42,58
br BRA,DF,Vasco da Gama,28-359,1996,11,11,965,65,80,90,65
pt POR,MF,Estrela,24,2000,26,14,1297,52,35,44,55
pt POR,DF,Braga,32,1992,21,21,1710,56,37,37,47
mx MEX,MF,Atlas,21,2002,18,6,621,42,46,34,46
br BRA,MF,Farense,23,2001,24,18,1620,37,33,61,87
cz CZE,MF,FC Cincinnati,27-130,1998,22,21,1904,68,75,56,40
mx MEX,MO,Necaxa,26,1998,22,11,999,63,70,67,70
pl POL,DF,Heerenveen,28,1996,13,13,1109,48,61,50,49
pl POL,DF,Salernitana,29,1994,12,7,712,42,48,61,60
us USA,MO,Utrecht,20,2003,33,30,2689,54,61,34,76
us USA,MF,FC Dallas,25-214,1999,2,0,30,56,80,59,69
br BRA,MO,FC Dallas,22-092,2003,17,9,809,61,74,57,51
br BRA,FW,Flamengo,28-029,1997,13,5,505,84,68,34,45
pt POR,DF,Atlanta Utd,26-213,1998,16,15,1253,53,67,72,28
pt POR,MF,Estoril,26,1997,29,27,2395,37,55,49,44
pe PER,MF,Santos,29,1995,13,9,664,26,36,27,51
ao ANG,DF,Famalicão,19,2004,6,2,181,86,69,68,19
br BRA,MF,Fortaleza,28-138,1997,3,1,119,37,35,28,66
pt POR,MF,Estoril,21,2003,19,6,765,54,62,85,64
ar ARG,MO,Seattle Sounders,24-162,2001,19,9,760,52,61,72,54
pt POR,MF,Santa Clara,26,1998,32,20,1826,33,38,35,80
pe PER,GK,Orlando City,35-146,1990,21,21,1890,50,70,52,72
pt POR,MO,Sporting CP,26,1998,14,12,870,87,90,57,26
br BRA,FW,Ceará,35-033,1990,21,20,1688,26,51,29,80
mx MEX,MF,León,23,2000,1,0,1,21,11,7,6
pt POR,FW,Modena,24,1999,26,17,1472,54,47,32,52
uy URU,DF,uy Peñarol,23-117,2002,5,5,450,56,59,65,58
gq EQG,MF,Sassuolo,32,1992,35,13,1522,48,52,46,74
ar ARG,MF,Huracán,27-256,1997,13,3,405,70,76,43,48
mx MEX,MF,Pachuca,24,2000,30,18,1670,43,32,34,68
ar ARG,DF,Deportivo Riestra,25-106,2000,14,11,1008,55,42,50,68
br BRA,FW,Ceará,28-256,1996,12,12,999,65,47,30,43
pt POR,MF,Arouca,23,2000,52,19,2086,33,42,52,53
ar ARG,DF,Gimnasia–LP,28-175,1997,16,16,1354,60,64,59,58
ar ARG,DF,Ind. Rivadavia,25-075,2000,6,5,336,39,50,49,50
py PAR,MO,py Libertad,17-010,2008,2,0,14,34,38,13,54
ec ECU,MO,Vancouver W'caps,23-132,2002,19,16,1395,70,85,51,37
pt POR,DF,Boavista,21,2003,21,18,1452,37,34,41,55
pt POR,DF,Estoril,24,2000,31,31,2623,43,39,33,45
nl NED,MF,AZ Alkmaar,24,2000,34,33,2793,57,79,48,74
br BRA,MO,D.C. United,23-193,2002,15,14,1104,59,73,70,69
br BRA,MO,Juventude,28-019,1997,2,0,36,21,43,20,50
nl NED,MO,Sparta R'dam,28,1996,32,20,1674,41,77,30,74
cd COD,MF,Luton Town,31,1993,10,1,228,44,62,50,46
es ESP,MO,Charlotte,28-317,1996,22,22,1780,74,83,44,46
br BRA,MO,Porto,27,1997,31,25,1991,55,62,55,40
gq EQG,MO,Frosinone,27,1996,5,0,79,48,76,17,46
0,FW,Willem II,0,0,1,0,18,16,42,25,61
pt POR,MO,Casa Pia,22,2002,24,7,756,54,54,62,43
br BRA,MO,Juventude,27-082,1998,3,0,57,54,74,81,61
eng ENG,DF,Cardiff City,28,1996,35,31,2793,69,74,64,58
hr CRO,FW,FC Dallas,27-137,1998,19,17,1475,75,80,47,57
si SVN,DF,Salernitana,28,1995,28,19,1731,60,72,77,34
cd COD,DF,Oxford United,25,1998,30,26,2302,33,47,45,68
us USA,MF,NY Red Bulls,23-087,2002,21,18,1376,38,72,46,62
bg BUL,DF,Spezia,25,1999,34,34,3060,61,54,41,67
no NOR,MO,Mechelen,21,2003,19,3,458,75,69,90,72
br BRA,MF,Juventude,21-196,2004,5,1,149,46,32,88,27
us USA,MF,NE Revolution,18-065,2007,17,16,1300,66,55,69,49
us USA,DF,Real Salt Lake,25-245,1999,13,8,717,36,41,51,31
dk DEN,MO,Chicago Fire,30-215,1994,20,20,1576,81,68,69,44
br BRA,MF,Vasco da Gama,33-037,1992,9,9,658,62,85,80,21
nl NED,DF,NEC Nijmegen,27,1997,19,19,1406,41,61,64,52
nir NIR,GK,Sheffield Weds,19,2005,8,8,720,52,44,50,49
pe PER,MF,pe Alianza Lima,17-332,2007,4,2,184,51,54,37,51
pe PER,MF,UNAM,22,2001,31,20,1828,83,80,81,44
be BEL,MF,Watford,20,2004,9,6,530,46,41,46,46
be BEL,MF,Gent,28,1995,19,7,700,65,67,59,60
it ITA,DF,Pisa,25,1998,32,22,1856,61,60,69,45
it ITA,MF,Spezia,19,2005,19,4,545,71,55,83,58
it ITA,DF,Palermo,28,1995,29,27,2315,82,77,63,51
it ITA,FW,Catanzaro,32,1992,35,35,3029,66,68,43,48
it ITA,DF,Cosenza,26,1997,13,6,586,53,68,66,58
nl NED,DF,Go Ahead Eag,20,2003,1,1,77,22,20,28,21
bg BUL,GK,Feyenoord,19,2004,1,1,90,41,42,50,71
it ITA,FW,Independiente,21-159,2004,1,0,34,36,29,66,53
es ESP,MF,Sheffield Weds,27,1997,34,13,1527,66,43,70,67
us USA,MO,SJ Earthquakes,26-052,1999,19,5,617,74,44,49,59
de GER,FW,CF Montréal,28-193,1997,23,21,1871,71,65,65,54
ca CAN,FW,Union SG,23,2001,24,16,1377,86,68,70,58
pl POL,MO,Oxford United,26,1998,32,27,2073,44,40,50,48
