Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
AJ Marcucci,us USA,GK,NY Red Bulls,25-353,1999,1,1,90,60,49,45,33
Aaron Connolly,ie IRL,MO,Sunderland,24,2000,24,8,905,41,22,34,38
Aaron Herrera,gt GUA,MF,D.C. United,28-043,1997,18,16,1442,49,69,69,56
Aaron Long,us USA,DF,LAFC,32-280,1992,15,15,1271,62,54,30,46
Aaron Meijers,nl NED,DF,RKC Waalwijk,36,1987,17,9,753,43,61,59,54
Aaron Mejía Montoya,mx MEX,MF,Tijuana,23,2001,30,19,1813,28,41,41,40
Aaron Nicolás Molinas,ar ARG,MO,Defensa y Just,24-351,2000,15,13,1003,63,77,63,54
Aaron Quirós,ar ARG,DF,ar Vélez Sarsfield,23-261,2001,10,8,680,24,27,40,67
Aaron Ramsey,wls WAL,MF,Cardiff City,33,1990,9,6,564,42,61,60,51
Aarón Arredondo,mx MEX,MF,América,21,2003,2,2,179,45,77,38,35
Abdelkahar Kadri,dz ALG,MO,Kortrijk,24,2000,23,19,1659,44,80,58,56
Abdoulay Diaby,ml MLI,MO,Boavista,33,1991,12,9,894,36,29,25,37
Abdoulaye Kamara,gn GUI,MO,Portsmouth,19,2004,5,0,124,33,42,37,61
Abdoulaye Sissako,fr FRA,MF,Kortrijk,26,1998,24,18,1580,58,37,43,67
Abdurrahman Burak Sayın,0,FW,Fortuna Sittard,0,0,1,0,4,48,35,44,11
Abdülkadir Ömür,tr TUR,MO,Hull City,25,1999,20,12,1064,24,44,35,46
Abel Paredes,py PAR,DF,py Olimpia,28-053,1997,2,0,23,33,45,57,4
Abiel Osorio,ar ARG,FW,Defensa y Just,23-036,2002,15,11,919,40,46,61,50
Abner,br BRA,DF,Juventude,21-091,2004,6,5,495,24,39,32,42
Abraham Bass,mx MEX,MF,Atlas,22,2001,1,0,10,28,14,40,11
Abu Kamara,eng ENG,FW,Norwich City,21,2003,38,25,2273,64,61,77,75
Adalberto Carrasquilla,pa PAN,MF,UNAM,25,1998,15,11,1010,70,83,82,24
Adalberto Peñaranda,ve VEN,FW,co CA Bucaramanga,28-049,1997,4,1,129,39,38,84,67
Adam Armstrong,eng ENG,FW,West Brom,27,1997,16,12,1008,40,35,46,46
Adam Beaudry,us USA,GK,Colorado Rapids,19-092,2006,1,1,90,40,46,45,33
Adam Davies,wls WAL,GK,Sheffield Utd,32,1992,3,3,270,40,47,45,34
Adam Forshaw,eng ENG,MF,Plymouth Argyle,32,1991,32,12,1246,53,36,32,61
Adam Idah,ie IRL,FW,Norwich City,23,2001,1,0,30,54,49,61,11
Adam Kayed,ps PLE,MF,NAC Breda,22,2002,16,5,466,78,40,86,58
Adam Nhaili,be BEL,MO,Sint-Truiden,18,2005,8,1,204,23,53,46,31
Adam Randell,eng ENG,MF,Plymouth Argyle,23,2000,39,39,3378,52,60,37,56
Adam Saldaña,us USA,MF,LAFC,23-162,2002,2,2,180,31,22,28,69
Adamo Nagalo,bf BFA,DF,PSV Eindhoven,21,2002,6,1,168,50,79,41,65
Adem Zorgane,dz ALG,MF,Charleroi,24,2000,30,30,2693,68,92,72,65
Ademir Santos,br BRA,FW,Bahia,30-153,1995,15,8,719,43,73,88,67
Aderlan Santos,br BRA,DF,AVS Futebol,35,1989,28,26,2178,28,23,22,62
Aderlan Silva,br BRA,DF,Santos,34-335,1990,2,1,87,60,77,56,20
Adi Nalic,ba BIH,MO,Almere City,26,1997,22,7,695,39,35,53,66
Adil Aouchiche,fr FRA,MO,Portsmouth,22,2002,20,12,979,52,65,61,56
Adilson Malanda,fr FRA,DF,Charlotte,23-263,2001,23,23,2070,43,42,29,40
Adonis Frías,ar ARG,MF,León,26,1998,14,10,854,58,47,39,42
Adonis Preciado,ec ECU,MO,Querétaro,27,1997,15,14,1232,72,33,71,59
Adrian Bajrami,al ALB,DF,Benfica,22,2002,1,0,12,29,12,61,4
Adrian Blake,eng ENG,MO,Utrecht,19,2005,17,2,468,91,76,70,58
Adrian Rus,ro ROU,DF,Pisa,28,1996,25,14,1239,81,64,53,61
Adrian Wibowo,us USA,FW,LAFC,19-183,2006,2,0,18,24,30,8,11
Adrian Šemper,hr CRO,GK,Pisa,26,1998,36,36,3240,53,66,67,47
Adriano,br BRA,MF,Santa Clara,24,1999,32,31,2630,31,46,37,28
Adriano Bertaccini,be BEL,MO,Sint-Truiden,23,2000,27,26,2221,71,24,53,32
Adriano Martins,br BRA,DF,Juventude,28-109,1997,5,5,360,35,19,11,52
Adriel Fernández,bo BOL,FW,bo San Antonio Bulo Bulo,29-119,1996,1,0,3,24,28,34,11
Adrián Alcaraz,py PAR,MO,py Libertad,25-294,1999,6,1,218,69,29,57,47
Adrián Balboa,uy URU,FW,Racing Club,31-181,1994,19,5,635,66,31,29,72
Adrián Butzke,es ESP,FW,Nacional,25,1999,10,5,484,37,60,35,64
Adrián Fernández,ar ARG,MF,ar Racing Club,24-060,2001,9,3,308,52,85,87,43
Adrián Guillermo Sánchez,ar ARG,MF,Atlé Tucumán,26-066,1999,18,18,1570,58,62,50,78
Adrián Martínez,ar ARG,FW,ar Racing Club,33-012,1992,18,18,1526,78,61,46,39
Adrián Marín,es ESP,DF,Braga,27,1997,10,8,711,58,88,63,48
Adrián Mora,mx MEX,DF,Atlas,26,1997,15,8,762,29,29,23,88
Adrián Sporle,ar ARG,DF,Independiente,30-006,1995,10,9,722,84,71,82,45
Adryelson,br BRA,DF,Anderlecht,26,1998,7,6,542,69,52,40,42
Adson,br BRA,MO,Vasco da Gama,24-286,2000,10,0,210,39,70,65,57
Afonso Assis,pt POR,MF,Moreirense,18,2006,1,0,14,28,11,7,6
Afonso Bastardo,pt POR,FW,Sporting CP,19,2005,1,0,1,24,12,7,64
Afonso Freitas,pt POR,DF,Nacional,24,2000,1,0,19,29,14,9,27
Afonso Patrão,pt POR,FW,Braga,17,2007,7,3,243,58,71,28,21
Afonso Rodrigues,pt POR,MO,Famalicão,21,2002,3,0,9,26,7,42,29
Agustin Bravo,ar ARG,MF,Rosario Central,24-069,2001,3,2,198,28,12,7,30
Agustin Hausch,ar ARG,MO,Defensa y Just,22-059,2003,2,0,47,32,22,46,62
Agustin Ojeda,ar ARG,FW,NYCFC,21-030,2004,22,10,919,42,78,86,77
Agustín Alaniz,uy URU,MO,Banfield,23-064,2002,16,11,1031,49,42,55,47
Agustín Almendra,ar ARG,MF,Racing Club,25-158,2000,19,18,1244,63,61,32,48
Agustín Auzmendi,ar ARG,FW,Godoy Cruz,28-168,1997,8,3,329,51,33,30,63
Agustín Bouzat,ar ARG,MF,ar Vélez Sarsfield,31-113,1994,22,21,1840,41,65,65,66
Agustín Canobbio,uy URU,FW,Fluminense,26-291,1998,8,8,513,44,52,67,72
Agustín Cardozo,ar ARG,MF,Lanús,28-050,1997,15,15,1289,28,39,20,54
Agustín Colazo,ar ARG,FW,Unión,24-246,2000,9,5,449,32,45,31,29
Agustín Dáttola,ar ARG,DF,Belgrano,26-090,1999,4,4,360,24,31,22,37
Agustín García Basso,ar ARG,DF,ar Racing Club,33-115,1992,9,9,802,47,65,60,24
Agustín Giay,ar ARG,DF,Palmeiras,21-184,2004,14,11,1080,38,59,64,68
Agustín Ladstatter,ar ARG,MO,San Lorenzo,20-044,2005,3,0,27,57,16,70,6
Agustín Lagos,ar ARG,DF,ar Vélez Sarsfield,23-283,2001,9,8,607,57,80,87,87
Agustín Marchesín,ar ARG,GK,Boca Juniors,37-125,1988,16,16,1440,48,50,45,38
Agustín Martegani,ar ARG,MF,Boca Juniors,25-060,2000,1,1,57,33,25,47,25
Agustín Medina,0,MF,Lanús,0,0,13,5,608,34,46,34,83
Agustín Molina,ar ARG,FW,Sarmiento,19-010,2006,2,0,33,12,12,21,33
Agustín Obando,ar ARG,MO,Banfield,25-130,2000,4,1,90,17,58,14,29
Agustín Oliveros,uy URU,DF,Necaxa,25,1998,26,25,2273,41,50,34,40
Agustín Palavecino,ar ARG,MF,Necaxa,27,1996,48,43,3604,88,84,76,65
Agustín Rodríguez,ar ARG,MO,Lanús,21-078,2004,2,1,77,35,42,37,50
Agustín Rogel,uy URU,DF,Internacional,27-275,1997,7,6,534,31,20,16,52
Agustín Rossi,ar ARG,GK,Flamengo,29-332,1995,19,19,1710,57,61,45,39
Agustín Sant'Anna,uy URU,DF,RB Bragantino,27-295,1997,6,2,224,48,48,61,80
Agustín Seyral,ar ARG,MF,Sarmiento,20-169,2005,1,0,12,51,11,7,16
Agustín Sienra,ar ARG,DF,Defensa y Just,26-005,1999,1,1,90,51,18,33,84
Agustín Sández,py PAR,DF,Rosario Central,24-184,2001,16,16,1397,76,57,71,60
Agustín Urzi,ar ARG,MO,Huracán,25-076,2000,11,4,438,35,51,45,46
Ahmad Benali,ly LBY,MF,Bari,32,1992,34,33,2805,60,74,44,53
Ahmed Abdullahi,ng NGA,MF,Gent,20,2004,1,0,1,28,29,36,24
Ahmed Qasem,se SWE,MO,Nashville SC,22-007,2003,22,11,978,57,43,62,54
Ahmed Touba,dz ALG,DF,Mechelen,26,1998,23,22,1996,66,62,39,61
Ahmetcan Kaplan,tr TUR,DF,Ajax,21,2003,8,7,562,41,76,60,43
Aidan Morris,us USA,MF,Middlesbrough,22,2001,35,33,2915,39,64,50,63
Aiden Hezarkhani,us USA,MO,Real Salt Lake,18-021,2007,2,0,58,32,21,61,20
Aiden O'Neill,au AUS,MF,Standard Liège,26,1998,34,32,2840,29,44,33,62
Aidomo Emakhu,ie IRL,MO,Millwall,20,2003,25,6,696,42,47,80,76
Aiham Ousou,sy SYR,DF,Charleroi,24,2000,26,22,2020,29,39,34,58
Aimé Omgba,nl NED,MO,Gent,21,2002,3,0,54,75,62,79,93
Aitor García,es ESP,MO,FC Juárez,30,1994,13,3,422,54,38,79,58
Ajani Fortune,tt TRI,MF,Atlanta Utd,22-201,2002,15,8,784,73,67,76,69
Ajdin Hrustic,au AUS,MO,Salernitana,28,1996,21,7,896,52,57,30,48
Ajibola Alese,eng ENG,DF,Sunderland,23,2001,12,8,703,41,55,48,31
Akil Watts,us USA,MF,St. Louis,25-165,2000,20,14,1392,49,37,59,59
Akim Djibril,it ITA,MF,Cittadella,18,2006,1,0,10,51,42,43,24
Akin Famewo,eng ENG,DF,Sheffield Weds,25,1998,13,11,938,32,50,22,67
Alan,br BRA,MF,Moreirense,24,2000,31,31,2513,81,79,71,15
Alan Aguerre,ar ARG,GK,ar Cen. Córdoba–SdE,34-330,1990,22,22,1980,40,41,45,56
Alan Barrionuevo,ar ARG,DF,Tigre,28-198,1997,3,1,96,51,36,9,24
Alan Benítez,py PAR,DF,Internacional,31-175,1994,7,6,576,56,78,85,28
Alan Browne,ie IRL,MF,Sunderland,29,1995,22,13,1212,53,33,50,38
Alan Cantero,ar ARG,MO,pe Alianza Lima,27-021,1998,1,0,33,54,34,83,6
Alan Carleton,us USA,FW,Nashville SC,20-121,2005,1,0,14,24,44,44,29
Alan Cervantes,mx MEX,MF,Santos,26,1998,23,15,1382,57,42,32,70
Alan Franco,ec ECU,MF,Atlético Mineiro,26-332,1998,25,24,2109,22,28,19,49
Alan Lescano,ar ARG,MO,Arg Juniors,23-250,2001,17,17,1434,50,71,41,53
Alan Medina,mx MEX,MF,Querétaro,26,1997,24,9,935,51,50,82,35
Alan Minda,ec ECU,MO,Cercle Brugge,21,2003,26,14,1303,50,46,74,32
Alan Mozo,mx MEX,DF,Guadalajara,27,1997,26,22,1999,83,62,85,54
Alan Patrick,br BRA,MO,Internacional,34-067,1991,15,15,1273,78,93,43,36
Alan Pulido,mx MEX,FW,Guadalajara,33,1991,10,7,532,57,63,43,52
Alan Rodríguez,uy URU,MO,Arg Juniors,25-175,2000,14,14,1162,66,71,74,59
Alan Ruiz,ar ARG,MO,Estrela,30,1993,27,18,1470,40,66,30,66
Alan Ruschel,br BRA,DF,Juventude,35-330,1989,9,8,687,56,59,65,39
Alan Saldivia,uy URU,DF,cl Colo-Colo,23-104,2002,6,6,540,39,64,47,69
Alan Sosa,ar ARG,MO,Gimnasia–LP,22-075,2003,13,8,730,23,39,53,79
Alan Soñora,us USA,MF,py Cerro Porteño,26-350,1998,3,0,37,28,26,53,59
Alan Torres,mx MEX,MF,Mazatlán,24,2000,20,13,1118,35,60,40,20
Alan Varela,ar ARG,MF,Porto,23,2001,31,26,2198,39,77,38,41
Alan Velasco,ar ARG,MO,Boca Juniors,22-357,2002,13,9,678,31,54,47,63
Albert Rusnák,sk SVK,MO,Seattle Sounders,31-012,1994,21,17,1555,83,94,49,17
Alberto Cerri,it ITA,FW,Salernitana,28,1996,18,17,1408,50,51,57,53
Alberto Espínola,py PAR,DF,py Olimpia,34-161,1991,1,1,90,59,51,65,25
Alberto Herrera,mx MEX,MO,Puebla,23,2001,22,12,957,20,47,18,54
Alberto costa,pt POR,DF,Vitória,20,2003,10,7,675,58,83,95,73
Aldahir Perez,mx MEX,MF,Querétaro,19,2004,14,9,720,78,42,52,52
Aldair Gutiérrez,co COL,DF,co CA Bucaramanga,27-032,1998,6,6,482,65,80,54,64
Aldair Quintana,co COL,GK,co CA Bucaramanga,31-008,1994,6,6,540,50,40,45,35
Aldair Zárate,co COL,MF,co CA Bucaramanga,26-147,1999,2,1,89,52,34,31,62
Aldieri Valenzuela,mx MEX,MO,Tijuana,21,2003,1,0,33,32,14,5,11
Aldo Corzo,pe PER,DF,pe Universitario,36-060,1989,5,4,360,40,35,38,58
Aldo Cruz,mx MEX,DF,Atlético,26,1997,30,27,2402,41,63,58,52
Aldo Florenzi,it ITA,MF,Cosenza,22,2002,29,28,2170,79,67,82,38
Aldo López,mx MEX,MF,Santos,24,2000,27,23,2004,58,42,37,39
Aldo Rocha,mx MEX,MF,Atlas,31,1992,31,31,2573,53,55,34,43
Alec Smir,us USA,GK,Minnesota Utd,26-097,1999,2,1,161,40,47,45,35
Alec Van Hoorenbeeck,be BEL,DF,Twente,25,1998,20,11,1116,73,60,38,58
Alejandro Alvarado Jr.,us USA,MF,San Diego FC,21-355,2003,12,6,488,36,55,52,76
Alejandro Andrade,mx MEX,MF,Necaxa,22,2001,14,6,515,29,27,31,55
Alejandro Bedoya,us USA,MF,Philadelphia Union,38-081,1987,16,5,490,53,75,64,70
Alejandro Cichero,ve VEN,MO,Frosinone,18,2006,5,2,120,22,27,14,27
Alejandro Gómez,mx MEX,MF,Tijuana,22,2002,27,25,2053,30,53,34,54
Alejandro Maciel,ar ARG,DF,py Olimpia,28-088,1997,1,1,90,34,13,10,58
Alejandro Marqués,ve VEN,FW,Estoril,23,2000,33,15,1692,59,31,29,47
Alejandro Martínez,ar ARG,FW,Ceará,28-094,1997,2,0,49,48,54,23,32
Alejandro Mayorga,mx MEX,DF,Necaxa,27,1997,29,22,1875,48,60,75,56
Alejandro Molina,ar ARG,DF,San Martín de San Juan,27-343,1997,14,13,1075,43,48,60,57
Alejandro Piedrahita,co COL,MO,Gimnasia–LP,22-319,2002,10,7,591,33,44,73,59
Alejandro Pósito,pe PER,DF,pe Sporting Cristal,19-317,2005,1,0,45,39,14,56,4
Alejandro Zendejas,us USA,MO,América,26,1998,27,24,1961,79,84,70,57
Alejo Montero,ar ARG,DF,Newell's OB,27-075,1998,14,12,1089,44,48,69,67
Alejo Osella,ar ARG,DF,Ind. Rivadavia,24-292,2000,9,5,437,28,31,69,53
Alejo Tabares,ar ARG,MF,Newell's OB,24-029,2001,11,6,624,33,37,56,42
Alejo Véliz,ar ARG,FW,Rosario Central,21-303,2003,1,1,81,36,32,31,27
Aleksei Miranchuk,ru RUS,MF,Atlanta Utd,29-275,1995,22,21,1871,81,83,74,21
Alen Halilović,hr CRO,MO,Fortuna Sittard,28,1996,27,23,1770,44,58,36,37
Alessandro Arena,it ITA,MF,Pisa,23,2000,21,8,749,80,75,90,24
Alessandro Bellemo,it ITA,MF,Sampdoria,28,1995,22,16,1361,52,36,21,60
Alessandro Capello,it ITA,MO,Carrarese,28,1995,11,6,441,23,54,39,17
Alessandro Caporale,it ITA,DF,Cosenza,28,1995,27,26,2169,45,72,61,54
Alessandro Debenedetti,it ITA,MO,Mantova,20,2003,29,4,832,65,25,29,58
Alessandro Dellavalle,it ITA,DF,Modena,20,2004,25,22,1998,68,42,59,71
Alessandro Di Pardo,it ITA,DF,Modena,25,1999,26,18,1435,77,65,84,50
Alessandro Fontanarosa,it ITA,DF,Reggiana,21,2003,15,11,971,41,45,64,58
Alessandro Louati,it ITA,MF,Juve Stabia,21,2003,5,0,24,39,10,21,89
Alessandro Mallamo,it ITA,MF,Südtirol,25,1999,21,7,661,88,48,76,70
Alessandro Micai,it ITA,GK,Cosenza,31,1993,37,37,3296,66,81,71,46
Alessandro Riccio,it ITA,DF,Sampdoria,22,2002,26,24,2191,50,27,36,52
Alessandro Russo,it ITA,GK,Sassuolo,23,2001,1,1,90,40,40,45,33
Alessandro Salvi,it ITA,DF,Cittadella,36,1988,33,25,2363,45,64,54,56
Alessandro Sersanti,it ITA,MF,Reggiana,22,2002,37,33,2866,69,31,52,71
Alessandro Sorrentino,it ITA,GK,Frosinone,22,2002,2,2,180,40,38,45,37
Alessandro Tagle,mx MEX,DF,Monterrey,19,2005,1,1,61,62,52,36,18
Alessandro Tripaldelli,it ITA,DF,Bari,25,1999,8,0,161,47,53,67,31
Alessandro Vimercati,it ITA,DF,Südtirol,21,2002,1,0,15,29,14,9,7
Alessio Buttaro,it ITA,MF,Palermo,21,2002,4,0,35,28,22,50,64
Alessio Castellini,it ITA,DF,Pisa,21,2003,3,1,152,58,81,62,40
Alessio Castro-Montes,be BEL,MF,Union SG,27,1997,15,12,1027,78,74,85,54
Alessio Cragno,it ITA,GK,Sampdoria,30,1994,14,14,1260,55,58,45,61
Alessio Rizza,it ITA,DF,Cittadella,21,2003,6,2,177,57,65,74,16
Alessio Vita,it ITA,MO,Cittadella,31,1993,33,30,2592,56,54,26,49
Alessio da Cruz,cv CPV,FW,Fortuna Sittard,27,1997,18,13,1185,40,36,35,53
Alesson,br BRA,FW,Mirassol,26-153,1999,1,1,57,24,27,29,27
Alex Arce,py PAR,FW,Ind. Rivadavia,30-033,1995,7,7,541,76,57,50,54
Alex Balboa,gq EQG,MF,Almere City,23,2001,10,4,405,63,39,26,36
Alex Ferrari,it ITA,DF,Sampdoria,30,1994,9,7,674,34,47,35,59
Alex Franco,py PAR,MF,py Olimpia,23-364,2001,4,3,212,50,47,45,67
Alex Freeman,us USA,DF,Orlando City,20-344,2004,19,18,1655,90,76,90,56
Alex Gutiérrez,mx MEX,MF,Necaxa,16,2008,1,0,5,28,10,7,6
Alex Harris,us USA,MF,Colorado Rapids,20-153,2005,1,0,1,28,10,7,6
Alex Luna,ar ARG,MO,Instituto,21-110,2004,17,17,1412,75,58,58,62
Alex Marques,pt POR,DF,Boavista,18,2005,2,1,99,29,14,10,37
Alex Matos,eng ENG,MF,Oxford United,19,2004,20,10,933,27,23,45,83
Alex Mendez,us USA,MO,FC Juárez,23,2000,5,0,59,40,51,68,75
Alex Mighten,eng ENG,FW,San Diego FC,23-099,2002,19,11,931,48,51,89,51
Alex Mortensen,se SWE,MO,Groningen,22,2002,2,0,10,23,8,3,6
Alex Mowatt,eng ENG,MF,West Brom,29,1995,43,39,3351,76,77,48,44
Alex Muralha,br BRA,GK,Mirassol,35-251,1989,6,6,540,50,54,45,43
Alex Muyl,us USA,MO,Nashville SC,29-292,1995,23,20,1618,33,39,38,51
Alex Padilla,es ESP,GK,UNAM,20,2003,10,10,900,54,64,45,48
Alex Palmer,eng ENG,GK,West Brom,27,1996,30,30,2700,45,43,45,75
Alex Redolfi,it ITA,DF,Mantova,30,1994,19,18,1345,62,27,16,43
Alex Roldan,sv SLV,MF,Seattle Sounders,28-356,1996,18,15,1349,46,64,67,69
Alex Sandro,br BRA,DF,Flamengo,34-174,1991,14,13,1044,51,79,90,38
Alex Santana,br BRA,MF,Corinthians,30-067,1995,4,2,196,24,47,22,29
Alex Teixeira,br BRA,MO,Vasco da Gama,35-194,1990,9,0,118,26,18,40,38
Alex Telles,br BRA,DF,Botafogo (RJ),32-216,1992,18,14,1206,87,80,74,41
Alex Vigo,ar ARG,MF,Sarmiento,26-082,1999,11,6,639,46,61,73,77
Alexander Alvarado,ec ECU,MO,ec LDU de Quito,26-089,1999,5,4,354,68,73,54,46
Alexander Aravena,cl CHI,MO,Grêmio,22-316,2002,7,1,213,61,52,45,31
Alexander Bah,dk DEN,DF,Benfica,26,1997,18,17,1412,53,78,86,73
Alexander Barboza,ar ARG,DF,Botafogo (RJ),30-125,1995,11,11,990,34,56,54,84
Alexander Díaz,ar ARG,MO,Deportivo Riestra,25-178,2000,13,3,392,29,42,40,56
Alexander Gilbert,ie IRL,MF,Middlesbrough,22,2001,7,0,77,94,82,59,16
Alexander Hack,de GER,DF,NY Red Bulls,31-314,1993,16,11,1037,48,67,64,78
Alexander Jakobsen,eg EGY,MO,RKC Waalwijk,30,1994,5,0,70,31,25,37,60
Alexander Jallow,se SWE,DF,Brescia,26,1998,33,24,2205,44,57,71,31
Alexander Lind,dk DEN,FW,Pisa,22,2002,32,25,2164,63,46,46,52
Alexander Machado,uy URU,FW,uy Peñarol,23-052,2002,3,0,70,66,35,75,33
Alexander Robertson,au AUS,MF,Cardiff City,21,2003,35,29,2409,75,70,45,65
Alexandre Brito,pt POR,MF,Sporting CP,19,2005,2,1,89,27,19,14,66
Alexandre Penetra,pt POR,DF,AZ Alkmaar,22,2001,31,31,2594,34,58,43,36
Alexandre Pinto,pt POR,DF,Arouca,26,1998,14,9,823,52,68,71,61
Alexandre Sola,ad AND,MF,Estrela,20,2003,1,0,21,28,14,7,15
Alexandre Stanic,be BEL,MO,Charleroi,19,2004,2,0,14,22,39,25,24
Alexandro Bernabei,ar ARG,DF,Internacional,24-298,2000,14,14,1216,77,84,92,64
Alexandro Calut,be BEL,MF,Standard Liège,21,2003,8,2,193,38,52,69,44
Alexandros Katranis,gr GRE,DF,Real Salt Lake,27-076,1998,20,16,1286,58,83,84,19
Alexei Dominguez,mx MEX,MO,Pachuca,19,2005,8,2,170,31,49,55,74
Alexis Blin,fr FRA,MF,Palermo,27,1996,17,17,1372,32,54,24,47
Alexis Canelo,ar ARG,FW,Lanús,33-166,1992,12,1,246,68,87,63,25
Alexis Castro,ar ARG,MO,ar Estudiantes–LP,30-274,1994,10,5,389,35,37,52,68
Alexis Cuello,ar ARG,MO,San Lorenzo,25-151,2000,16,13,976,53,30,47,53
Alexis Dominguez,ar ARG,MO,Aldosivi,28-262,1996,10,1,227,18,10,15,50
Alexis Fariña,py PAR,MF,py Cerro Porteño,20-214,2004,2,0,58,54,60,33,44
Alexis Flips,fr FRA,FW,Anderlecht,24,2000,11,2,279,47,83,80,76
Alexis Francisco Peña,mx MEX,DF,Necaxa,28,1996,20,18,1527,56,27,25,31
Alexis Fretes,py PAR,MF,py Libertad,19-297,2005,5,3,263,44,25,56,21
Alexis Gutiérrez,mx MEX,MO,Cruz Azul,24,2000,29,21,1696,62,75,34,44
Alexis Maldonado,ar ARG,DF,Banfield,27-320,1997,14,14,1211,24,27,30,52
Alexis Manyoma,co COL,MO,ar Estudiantes–LP,22-197,2003,13,2,390,24,45,67,86
Alexis Martin Arias,ar ARG,GK,py Cerro Porteño,33-015,1992,3,3,270,56,45,45,50
Alexis Segovia,ar ARG,FW,Lanús,21-034,2004,13,7,545,59,61,70,69
Alexis Soto,ar ARG,DF,Defensa y Just,31-272,1993,15,15,1288,54,82,84,68
Alexis Vega,mx MEX,MO,Toluca,26,1997,34,31,2510,82,91,74,68
Alexis Villa,ec ECU,GK,ec LDU de Quito,23-300,2001,1,0,14,40,49,45,33
Aleš Matějů,cz CZE,DF,Spezia,28,1996,34,32,2830,61,67,50,54
Alfie Devine,eng ENG,MF,Westerlo,19,2004,21,18,1606,83,57,75,36
Alfie Doughty,eng ENG,MF,Luton Town,24,1999,26,25,2037,72,72,76,71
Alfie Gilchrist,eng ENG,DF,Sheffield Utd,20,2003,30,27,2103,45,76,70,63
Alfie Jones,eng ENG,DF,Hull City,26,1997,41,37,3389,32,50,43,38
Alfie Lloyd,eng ENG,MO,QPR,21,2003,27,4,747,57,28,54,63
Alfio Oviedo,py PAR,FW,Tigre,29-213,1995,8,1,227,76,36,62,68
Alfonso Alvarado,mx MEX,MO,Monterrey,24,2000,28,10,1130,56,29,25,50
Alfonso Blanco Antúnez,mx MEX,GK,León,37,1987,26,26,2340,58,59,45,66
Alfonso González,mx MEX,MO,Pachuca,29,1994,19,7,693,73,54,51,74
Alfonso Trezza,uy URU,MO,Arouca,25,1999,33,28,2420,49,34,36,56
Alfred Gomis,sn SEN,GK,Palermo,30,1993,1,1,36,40,40,45,49
Alfredo Morales,us USA,MF,St. Louis,35-068,1990,15,8,710,30,58,24,39
Alfredo Morelos,co COL,MO,co Nacional,29-028,1996,6,3,253,65,38,29,34
Alhassan Yusuf,ng NGA,MF,Antwerp,24,2000,23,22,1980,58,67,71,56
Ali Ahmed,ca CAN,FW,Vancouver W'caps,24-282,2000,14,7,781,48,93,87,73
Ali Akman,tr TUR,MO,Dender,22,2002,4,0,44,84,35,42,72
Ali Al Hamadi,iq IRQ,FW,Stoke City,22,2002,15,11,829,50,40,62,62
Ali Jasim,iq IRQ,MO,Almere City,20,2004,11,4,437,77,76,78,63
Ali Maamar,ma MAR,MF,Anderlecht,19,2005,6,5,425,26,22,76,53
Ali Ávila,mx MEX,MO,UNAM,20,2003,15,0,228,82,62,56,52
Alieu Fadera,gm GAM,MF,Genk,22,2001,2,2,180,56,46,82,74
Alireza Jahanbakhsh,ir IRN,MO,Heerenveen,30,1993,19,16,1451,68,71,66,74
Alisa Randell,lr LBR,MF,Minnesota Utd,17-328,2007,3,0,10,28,10,59,6
Alisson,br BRA,MF,São Paulo,32-024,1993,18,17,1411,62,58,29,33
Alistair McCann,nir NIR,MF,Preston,24,1999,29,28,2418,42,33,30,78
Aliyu Ibrahim,ng NGA,MO,Houston Dynamo,23-184,2002,21,10,909,58,49,72,73
Aljaž Ivačič,si SVN,GK,NE Revolution,31-202,1993,22,22,1980,45,39,45,35
Aljosa Vasic,rs SRB,MF,Palermo,22,2002,24,2,559,50,35,61,77
Allahyar Sayyadmanesh,ir IRN,MO,Westerlo,23,2001,26,22,1806,66,57,74,71
Allan,br BRA,MF,Flamengo,28-138,1997,33,11,1011,73,79,70,73
Allanzinho,br BRA,MO,Fortaleza,25-106,2000,5,2,187,41,55,70,48
Allen Obando,ec ECU,FW,Inter Miami,19-036,2006,6,1,157,55,32,20,65
Alonso Aceves,mx MEX,DF,Pachuca,23,2001,17,14,1334,33,47,52,60
Alonso Coello,es ESP,MF,Toronto FC,25-280,1999,20,13,1219,68,67,41,73
Alonso Escoboza,mx MEX,MF,Mazatlán,31,1993,13,10,861,50,57,71,21
Alonso Martínez,cr CRC,FW,NYCFC,26-277,1998,19,19,1649,67,50,63,25
Alonso Ramírez,mx MEX,MF,Atlas,22,2001,2,0,53,52,27,8,66
Alonzo Engwanda,be BEL,MF,Utrecht,21,2003,21,15,1270,23,28,23,79
Alouis Diriken,be BEL,MF,Sint-Truiden,20,2004,2,2,147,28,14,9,34
Alvaro Montiel,0,FW,py Olimpia,0,0,1,0,19,53,47,57,63
Alvaro Ribeiro,pt POR,DF,FC Dallas,20-093,2005,4,3,271,20,17,10,77
Alvas Powell,jm JAM,DF,FC Cincinnati,31-001,1994,15,4,458,52,56,81,80
Alysson Edward,br BRA,MO,Grêmio,19-075,2006,9,5,424,34,36,53,86
Alysson Silva,br BRA,DF,Santa Clara,21,2002,2,2,163,41,31,16,43
Alán Bautista,mx MEX,MF,Pachuca,21,2002,22,10,895,79,76,76,55
