Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Leonardo Cerri,it ITA,MO,Carrarese,21,2003,31,10,1090,59,37,17,39
Leonardo Fernández,uy URU,MO,uy Peñarol,26-253,1998,6,6,534,73,93,62,31
Leonardo Flores,mx MEX,MO,Atlas,21,2003,15,6,667,27,37,25,88
Leonardo Flores Soto,ve VEN,MF,co CA Bucaramanga,29-348,1995,5,4,273,41,68,55,60
Leonardo Gil,ar ARG,MF,Huracán,34-049,1991,16,16,1440,48,86,68,40
Leonardo Godoy,ar ARG,DF,Santos,30-082,1995,7,6,495,44,57,59,32
Leonardo Heredia,ar ARG,FW,ar Cen. Córdoba–SdE,29-189,1996,22,22,1645,47,58,45,50
Leonardo Jara,ar ARG,DF,Godoy Cruz,34-060,1991,8,7,572,34,29,48,74
Leonardo Landriel,ar ARG,MF,Deportivo Riestra,29-005,1996,1,1,45,28,19,54,19
Leonardo Lelo,pt POR,MF,Casa Pia,24,2000,32,32,2848,55,60,56,45
Leonardo Loria,it ITA,GK,Pisa,25,1999,1,1,90,40,37,45,37
Leonardo Mancuso,it ITA,MO,Mantova,32,1992,38,28,2282,60,36,28,29
Leonardo Marchi,ar ARG,DF,ar Cen. Córdoba–SdE,28-305,1996,8,5,481,64,82,82,56
Leonardo Mendicino,it ITA,MF,Cesena,18,2006,17,3,533,30,26,19,68
Leonardo Morales,ar ARG,DF,Belgrano,34-099,1991,17,17,1511,63,43,40,59
Leonardo Oliveira,pt POR,FW,Famalicão,19,2005,1,0,31,24,12,7,30
Leonardo Realpe,ec ECU,DF,Famalicão,23,2001,5,5,450,38,38,37,53
Leonardo Sepulveda,us USA,MO,Guadalajara,23,2001,3,0,21,41,22,3,42
Leonardo Sequeira,ar ARG,FW,Huracán,30-084,1995,13,4,488,36,39,62,75
Leonardo Sernicola,it ITA,MF,Pisa,27,1997,31,18,1738,80,57,77,45
Leonardo Suárez,ar ARG,MO,UNAM,28,1996,11,10,706,73,82,46,25
Leonardo da Silva Lopes,pt POR,MF,Gent,25,1998,9,7,641,28,40,54,72
Leonel Bucca,ar ARG,MO,Estrela,25,1999,31,16,1373,47,47,20,77
Leonel Cardozo,ar ARG,DF,Lanús,21-191,2004,2,1,96,50,60,30,62
Leonel Dante Álvarez,ar ARG,DF,San Martín de San Juan,29-116,1996,11,10,810,42,42,55,51
Leonel Justiniano,bo BOL,MF,bo Bolívar,33-017,1992,6,6,540,37,69,38,27
Leonel Miranda,ar ARG,MF,Banfield,31-193,1994,5,0,116,51,64,68,65
Leonel Mosevich,ar ARG,MF,Instituto,28-165,1997,1,0,4,28,43,33,11
Leonel Picco,ar ARG,MF,Platense,25-270,1999,16,16,1375,24,34,29,78
Leonel Pérez,ar ARG,MF,Huracán,20-344,2004,16,15,1317,22,27,18,80
Leonel Quiñónez,ec ECU,DF,ec LDU de Quito,32-016,1993,6,6,540,45,49,52,32
Leonel Roldán,ar ARG,MF,ar Vélez Sarsfield,20-282,2004,7,3,285,36,29,58,87
Lequincio Zeefuik,nl NED,FW,OH Leuven,19,2004,12,6,499,26,42,48,72
Levi Smans,nl NED,MO,Heerenveen,20,2004,33,25,2298,60,73,59,45
Lewie Coyle,eng ENG,DF,Hull City,28,1995,44,42,3717,71,80,78,56
Lewis Baker,eng ENG,MF,Stoke City,29,1995,32,23,2071,71,51,47,24
Lewis Dobbin,eng ENG,FW,Norwich City,21,2003,27,9,980,56,49,77,57
Lewis Gibson,eng ENG,DF,Preston,24,2000,37,37,3254,59,48,43,59
Lewis Koumas,wls WAL,MO,Stoke City,18,2005,43,26,2441,40,25,46,53
Lewis Morgan,sct SCO,MO,NY Red Bulls,28-292,1996,3,2,148,45,59,66,56
Lewis O'Brien,eng ENG,MF,Swansea City,25,1998,16,16,1419,55,40,62,55
Lewis Schouten,nl NED,MF,AZ Alkmaar,20,2004,1,0,1,28,10,7,6
Lewis Travis,eng ENG,MF,Blackburn,26,1997,38,37,3216,57,52,42,62
Liam Cullen,wls WAL,MO,Swansea City,25,1999,42,35,2995,52,40,14,41
Liam Gibbs,eng ENG,MO,Norwich City,21,2002,9,1,212,20,37,66,25
Liam Kitching,eng ENG,DF,Coventry City,24,1999,27,26,2284,44,65,45,45
Liam Lindsay,sct SCO,DF,Preston,28,1995,35,29,2609,52,38,18,61
Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-126,2007,1,1,64,28,16,32,53
Liam Millar,ca CAN,MO,Hull City,24,1999,11,6,619,75,66,89,54
Liam Morrison,sct SCO,DF,QPR,21,2003,19,14,1302,25,25,18,48
Liam Palmer,sct SCO,MF,Sheffield Weds,32,1991,23,7,876,26,31,27,38
Liam Roberts,eng ENG,GK,Millwall,29,1994,2,1,91,60,46,45,53
Liam Thompson,eng ENG,MF,Derby County,22,2002,28,18,1610,24,23,47,42
Liam Walsh,eng ENG,MF,Luton Town,26,1997,26,18,1411,41,72,36,46
Liam van Gelderen,sr SUR,DF,RKC Waalwijk,23,2001,32,29,2697,27,38,50,65
Liel Abada,il ISR,MO,Charlotte,23-289,2001,22,16,1259,62,59,60,50
Lilian Njoh,cm CMR,MF,Salernitana,22,2001,26,19,1700,39,58,75,60
Lima,br BRA,MF,Fluminense,29-038,1996,9,4,413,66,35,70,26
Lincoln,br BRA,MO,Hull City,25,1998,11,4,420,20,50,17,68
Lion Lauberbach,de GER,FW,Mechelen,26,1998,25,15,1379,53,63,64,45
Lionel Messi,ar ARG,MO,Inter Miami,38-025,1987,17,16,1476,91,94,90,23
Lionel Verde,ar ARG,MF,Unión,20-274,2004,14,3,470,90,64,83,60
Lisandro Alzugaray,ar ARG,MO,ec LDU de Quito,35-093,1990,6,6,396,71,49,32,56
Lisandro Cabrera,ar ARG,MO,Atlé Tucumán,27-196,1998,10,3,381,19,34,17,47
Lisandro López,ar ARG,DF,py Olimpia,35-321,1989,5,5,428,67,43,45,64
Lisandro Magallán,ar ARG,DF,UNAM,30,1993,23,23,1990,30,42,26,56
Lisandro Piñero,ar ARG,MO,Banfield,18-004,2007,7,0,84,60,63,96,66
Logan Delaurier Chaubet,fr FRA,FW,Almere City,22,2002,12,6,556,57,66,60,54
Logan Farrington,us USA,MO,FC Dallas,23-217,2001,21,8,859,58,35,63,62
Logan Ndenbe,be BEL,DF,Sporting KC,25-160,2000,19,15,1326,75,70,86,61
Loide Augusto,ao ANG,MO,Vasco da Gama,25-143,2000,8,2,176,38,49,86,54
Loreintz Rosier,fr FRA,MF,Fortuna Sittard,25,1998,31,24,2148,60,45,35,64
Lorenco Šimić,hr CRO,DF,Bari,28,1996,14,12,1073,69,25,13,76
Lorenzo Amatucci,it ITA,MF,Salernitana,20,2004,36,36,3017,67,64,50,70
Lorenzo Andrenacci,it ITA,GK,Brescia,29,1995,1,1,90,40,51,45,51
Lorenzo Carissoni,it ITA,DF,Cittadella,27,1997,36,35,3170,80,74,73,61
Lorenzo Dickmann,it ITA,DF,Brescia,27,1996,36,33,2928,54,70,75,50
Lorenzo Faravelli,ar ARG,MF,Cruz Azul,31,1993,30,25,2082,77,66,57,46
Lorenzo Ignacchiti,it ITA,MF,Reggiana,20,2004,32,25,2260,33,38,47,62
Lorenzo Insigne,it ITA,MO,Toronto FC,34-045,1991,12,10,861,46,66,34,36
Lorenzo Libutti,it ITA,DF,Reggiana,26,1997,30,28,2424,48,51,59,38
Lorenzo Lucchesi,it ITA,DF,Reggiana,21,2003,27,26,2252,63,34,53,35
Lorenzo Melgarejo,py PAR,MO,py Libertad,34-343,1990,4,3,256,31,67,28,42
Lorenzo Milani,it ITA,DF,Heracles Almelo,23,2001,7,3,275,42,44,74,32
Lorenzo Moretti,it ITA,DF,Cremonese,22,2002,5,2,298,24,34,21,40
Lorenzo Scipioni,ar ARG,MF,Tigre,20-237,2004,15,15,1330,44,33,28,87
Lorenzo Sgarbi,it ITA,MO,Bari,23,2001,16,3,401,48,82,76,27
Lorenzo Tosi,it ITA,FW,Pisa,16,2008,1,0,7,24,12,7,11
Lorenzo Venuti,it ITA,DF,Sampdoria,29,1995,30,23,1967,83,69,79,28
Louie Barry,eng ENG,MO,Hull City,21,2003,4,2,165,26,28,76,30
Louie Sibley,eng ENG,MF,Oxford United,22,2001,11,1,170,83,25,44,17
Louis Buffon,it ITA,FW,Pisa,16,2007,1,0,7,38,12,41,11
Louis Patris,be BEL,DF,Anderlecht,23,2001,24,18,1680,56,75,80,75
Lourenço,br BRA,MF,Ceará,27-315,1997,11,2,326,37,50,45,58
Loïc Lapoussin,mg MAD,MF,Sint-Truiden,28,1996,12,12,1038,76,86,89,63
Loïc Mbe Soh,fr FRA,DF,Beerschot,23,2001,22,22,1980,57,47,40,32
Loïc Mesanvi,tg TOG,MO,Minnesota Utd,21-286,2003,2,0,12,23,23,4,25
Luan Garcia,br BRA,DF,Toluca,31,1993,29,24,2209,63,44,39,42
Luan Peres Petroni,br BRA,DF,Santos,31-000,1994,6,6,540,35,24,42,43
Luca Belardinelli,it ITA,MF,Südtirol,23,2001,12,5,487,48,60,46,39
Luca Bombino,us USA,DF,San Diego FC,19-009,2006,17,15,1319,79,82,76,57
Luca Ceppitelli,it ITA,DF,Südtirol,34,1989,10,10,873,25,39,20,37
Luca Cigarini,it ITA,MF,Reggiana,38,1986,9,0,128,53,85,70,65
Luca D'Andrea,it ITA,MO,Brescia,19,2004,10,4,349,52,47,86,59
Luca Everink,nl NED,DF,Go Ahead Eag,23,2001,4,1,112,56,62,71,32
Luca Garritano,it ITA,MO,Cosenza,30,1994,19,7,747,35,71,40,50
Luca Klimowicz,ar ARG,MO,Instituto,21-061,2004,12,5,458,33,22,31,53
Luca Koleosho,it ITA,MO,Burnley,19,2004,28,20,1677,57,56,85,42
Luca Langoni,ar ARG,MO,NE Revolution,23-160,2002,15,9,796,45,46,73,46
Luca Lezzerini,it ITA,GK,Brescia,29,1995,37,37,3330,52,44,45,40
Luca Lipani,it ITA,MF,Sassuolo,19,2005,22,6,717,61,69,48,50
Luca Magnino,it ITA,MF,Modena,26,1997,29,19,1826,47,37,45,46
Luca Maniero,it ITA,GK,Cittadella,29,1995,10,9,855,40,50,61,42
Luca Martínez,mx MEX,FW,Rosario Central,24-183,2001,16,8,798,41,38,30,40
Luca Mazzitelli,it ITA,MF,Sassuolo,28,1995,7,4,277,49,62,54,79
Luca Meirelles,br BRA,MO,Santos,18-126,2007,4,0,22,41,36,3,76
Luca Moro,it ITA,FW,Sassuolo,23,2001,25,11,1060,66,45,31,40
Luca Orellano,ar ARG,MF,FC Cincinnati,25-119,2000,19,17,1466,71,74,93,23
Luca Oyen,be BEL,FW,Genk,21,2003,2,0,4,24,12,7,16
Luca Pandolfi,it ITA,FW,Cittadella,26,1998,33,19,2032,59,35,56,46
Luca Petrasso,ca CAN,DF,CF Montréal,25-033,2000,23,22,1907,80,77,80,25
Luca Plogmann,de GER,GK,Go Ahead Eag,24,2000,18,18,1620,53,56,60,50
Luca Ravanelli,it ITA,DF,Cremonese,27,1997,28,26,2273,51,60,29,55
Luca Regiardo,ar ARG,MF,Newell's OB,18-269,2006,10,7,720,22,40,19,62
Luca Sosa,ar ARG,DF,Newell's OB,31-038,1994,5,4,311,48,50,53,58
Luca Strizzolo,it ITA,FW,Cosenza,32,1992,16,6,601,58,63,32,50
Luca Vido,it ITA,MO,Reggiana,27,1997,28,9,1002,66,43,46,39
Luca Vignali,it ITA,MF,Spezia,28,1996,29,19,1733,83,60,57,54
Luca Zanimacchia,it ITA,MF,Cremonese,26,1998,31,20,1825,69,65,89,30
Luca de la Torre,us USA,MF,San Diego FC,27-057,1998,19,18,1488,81,69,77,24
Lucas,br BRA,DF,Burnley,23,2001,34,32,2794,49,72,81,54
Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-221,1995,16,13,1243,37,45,41,82
Lucas Acevedo,ar ARG,DF,ve Dep Táchira,33-253,1991,1,1,90,29,14,9,35
Lucas Acosta,ar ARG,MO,San Martín de San Juan,20-061,2005,18,17,1540,24,12,9,21
Lucas Alario,ar ARG,FW,ar Estudiantes–LP,32-284,1992,16,8,699,37,44,21,64
Lucas Andersen,dk DEN,MO,QPR,29,1994,33,13,1165,53,51,38,59
Lucas Arcanjo,br BRA,GK,Vitória,26-345,1998,13,13,1170,53,55,45,34
Lucas Arce,ar ARG,DF,Godoy Cruz,27-339,1997,14,9,872,54,84,72,48
Lucas Assadi,cl CHI,MF,cl U de Chile,21-192,2004,1,0,4,28,10,45,6
Lucas Barbosa,br BRA,FW,RB Bragantino,24-147,2001,13,10,762,26,56,63,78
Lucas Bartlett,us USA,DF,D.C. United,27-358,1997,21,21,1890,34,41,29,55
Lucas Besozzi,ar ARG,FW,Tigre,22-178,2003,7,1,137,79,89,86,23
Lucas Blondel,ch SUI,MF,Boca Juniors,28-308,1996,9,7,545,35,47,72,52
Lucas Braga,br BRA,MO,Vitória,28-251,1996,8,5,386,48,29,49,47
Lucas Bruera,ar ARG,GK,ve Carabobo,27-273,1997,6,6,540,40,37,45,69
Lucas Calegari,br BRA,DF,Famalicão,22,2002,18,17,1489,37,57,62,40
Lucas Cano,ar ARG,FW,ve Dep Táchira,30-071,1995,6,3,293,25,47,29,61
Lucas Castro,ar ARG,MF,Gimnasia–LP,36-101,1989,15,14,1085,67,67,71,35
Lucas Cavallini,ca CAN,FW,Puebla,31,1992,4,4,328,81,54,33,46
Lucas Cepeda,cl CHI,MO,cl Colo-Colo,22-261,2002,6,6,523,58,51,56,24
Lucas Cunha,br BRA,DF,Sport Recife,28-177,1997,6,5,428,31,34,34,35
Lucas Di Yorio,ar ARG,FW,cl U de Chile,28-239,1996,6,5,386,38,14,48,57
Lucas Diarte,ar ARG,DF,San Martín de San Juan,32-045,1993,9,7,684,50,71,61,58
Lucas Esteves,br BRA,DF,Grêmio,25-025,2000,5,5,420,56,73,70,53
Lucas Evangelista,br BRA,MF,Palmeiras,30-074,1995,12,5,510,46,59,46,25
Lucas Fernandes,br BRA,MO,AVS Futebol,26,1997,8,6,496,26,37,14,44
Lucas Ferreira,br BRA,FW,São Paulo,19-082,2006,29,22,2086,53,62,63,86
Lucas França,br BRA,GK,Nacional,28,1996,33,33,2925,48,49,54,45
Lucas Freitas,br BRA,DF,Vasco da Gama,24-180,2001,10,9,737,28,36,37,40
Lucas Gamba,ar ARG,MO,Unión,38-025,1987,18,11,1058,69,55,54,25
Lucas González,ar ARG,MO,Defensa y Just,25-046,2000,10,8,520,29,73,53,33
Lucas Gómez,ar ARG,MF,Arg Juniors,21-032,2004,12,0,237,65,50,23,58
Lucas Halter,br BRA,DF,Vitória,25-078,2000,12,12,1080,58,35,22,33
Lucas Hernández,uy URU,MF,uy Peñarol,32-348,1992,3,0,87,83,46,63,57
Lucas Hey,dk DEN,DF,Anderlecht,21,2003,8,7,649,32,54,45,38
Lucas Janson,ar ARG,FW,Boca Juniors,30-337,1994,3,1,112,36,79,62,67
Lucas Lazarte,ar ARG,MF,Aldosivi,19-355,2005,1,0,15,59,93,71,24
Lucas Lima,br BRA,MF,Ceará,25-015,2000,15,10,905,56,88,78,26
Lucas Martínez Quarta,ar ARG,DF,ar River Plate,29-070,1996,17,17,1504,63,70,45,62
Lucas Menossi,ar ARG,MF,Belgrano,33-008,1992,14,11,898,50,41,41,51
Lucas Merolla,ar ARG,DF,Mazatlán,29,1995,21,20,1571,52,30,35,60
Lucas Morales,uy URU,DF,uy Nacional,25-236,1999,4,3,245,84,31,73,67
Lucas Moura,br BRA,FW,São Paulo,32-340,1992,2,0,56,51,48,61,47
Lucas Mugni,ar ARG,MF,Ceará,33-188,1992,12,12,837,81,72,57,63
Lucas Noubi,be BEL,DF,Standard Liège,19,2005,2,1,137,29,22,31,32
Lucas Ocampos,ar ARG,MO,Monterrey,30,1994,20,14,1253,55,68,80,56
Lucas Oliveira Rosa,br BRA,DF,Ajax,24,2000,5,3,246,59,64,72,70
Lucas Passerini,ar ARG,MO,Belgrano,31-003,1994,15,6,621,38,20,15,37
Lucas Perrin,fr FRA,DF,Cercle Brugge,25,1998,6,5,494,46,62,67,86
Lucas Piazon,br BRA,MO,AVS Futebol,30,1994,30,27,2377,30,61,24,74
Lucas Piovi,ar ARG,MF,ar Estudiantes–LP,32-333,1992,11,7,667,71,57,45,46
Lucas Pirard,be BEL,GK,Kortrijk,29,1995,7,5,543,58,45,57,45
Lucas Piton,br BRA,DF,Vasco da Gama,24-283,2000,12,12,1080,52,88,81,32
Lucas Pratto,ar ARG,MO,py Olimpia,37-045,1988,3,0,56,54,82,57,33
Lucas Pérez,es ESP,MO,PSV Eindhoven,35,1988,2,0,18,47,69,15,57
Lucas Quintana,py PAR,DF,py Cerro Porteño,20-198,2005,5,3,315,32,17,17,59
Lucas Ramon,br BRA,DF,Mirassol,31-134,1994,11,11,916,89,66,74,66
Lucas Rodríguez,ar ARG,MO,Querétaro,27,1997,41,33,2783,34,45,26,62
Lucas Romero,ar ARG,MF,Cruzeiro,31-092,1994,13,12,1115,61,58,31,56
Lucas Sanabria,py PAR,MF,py Libertad,25-309,1999,22,13,1074,51,41,37,65
Lucas Sasha,br BRA,MF,Fortaleza,35-140,1990,14,13,1020,29,29,37,76
Lucas Silva,br BRA,MF,Cruzeiro,32-153,1993,13,12,1065,63,65,38,40
Lucas Soares,br BRA,MF,Santa Clara,26,1998,30,18,1660,41,48,54,47
Lucas Stassin,be BEL,FW,Westerlo,19,2004,5,5,404,74,80,63,57
Lucas Vennegoor of Hesselink,nl NED,MO,Twente,18,2006,8,0,76,53,13,46,55
Lucas Verza,py PAR,GK,py Olimpia,24-096,2001,1,1,90,40,37,45,33
Lucas Villalba,ar ARG,DF,Cruzeiro,30-334,1994,17,15,1353,73,63,73,50
Lucas Zelarayán,am ARM,MF,Belgrano,33-029,1992,12,10,902,74,87,88,32
Lucas Áfrico,br BRA,DF,Farense,29,1995,21,20,1757,51,28,24,45
Lucca Holanda,br BRA,MO,Internacional,22-108,2003,7,1,233,28,30,42,45
Lucca Marques,br BRA,MO,São Paulo,18-035,2007,4,1,119,76,12,86,40
Lucca Prior,br BRA,FW,Fortaleza,21-157,2004,5,1,125,42,74,59,81
Luciano,br BRA,MF,São Paulo,32-062,1993,18,10,946,78,69,69,29
Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-045,1990,1,1,90,59,74,68,64
Luciano Acosta,ar ARG,MO,FC Dallas,31-049,1994,20,18,1665,74,84,75,44
Luciano Boggio,it ITA,MF,uy Nacional,26-131,1999,7,6,498,62,34,30,67
Luciano Cabral,cl CHI,MO,León,29,1995,30,22,1916,59,82,46,41
Luciano Giménez,ar ARG,FW,ar Estudiantes–LP,25-151,2000,12,2,325,83,32,53,86
Luciano Gómez,ar ARG,MF,Ind. Rivadavia,29-119,1996,12,12,1030,71,64,63,54
Luciano Juba,br BRA,DF,Bahia,25-324,1999,19,18,1614,89,87,78,39
Luciano Lollo,ar ARG,DF,Newell's OB,38-112,1987,13,13,1096,64,27,27,43
Luciano Pascual,0,MO,Godoy Cruz,0,0,6,3,202,28,27,34,28
Luciano Pons,ar ARG,FW,co CA Bucaramanga,35-092,1990,5,5,436,59,28,29,41
Luciano Ramón Herrera,ar ARG,MO,Newell's OB,29-049,1996,16,11,878,68,43,60,66
Luciano Recalde,ar ARG,DF,San Martín de San Juan,29-341,1995,7,6,500,23,22,27,51
Luciano Rodríguez,uy URU,FW,Bahia,22-003,2003,17,10,835,24,35,64,51
Luciano Valente,nl NED,MO,Groningen,20,2003,32,31,2587,49,76,65,30
Luciano Vietto,ar ARG,MO,ar Racing Club,31-226,1993,15,11,794,79,86,59,25
Lucien Mahovo,eng ENG,DF,Norwich City,19,2005,8,6,524,54,70,66,48
Lucio Falasco,ar ARG,MO,Aldosivi,21-150,2004,2,0,4,62,74,48,24
Lucão,br BRA,GK,RB Bragantino,24-143,2001,2,2,180,40,45,45,35
Ludwig Augustinsson,se SWE,DF,Anderlecht,30,1994,16,9,852,77,90,76,73
Luighi,br BRA,MO,Palmeiras,19-080,2006,5,0,104,54,68,90,19
Luigi Canotto,it ITA,MO,Frosinone,30,1994,9,4,367,64,48,46,18
Luigi Cherubini,it ITA,MO,Carrarese,20,2004,34,20,1854,69,74,74,40
Luigi Sepe,it ITA,GK,Salernitana,33,1991,18,18,1575,54,55,60,40
Luis Abram,pe PER,DF,Atlanta Utd,29-142,1996,20,16,1486,27,49,42,23
Luis Abreu,py PAR,MF,py Olimpia,21-153,2004,3,1,164,56,76,77,34
Luis Advíncula,pe PER,DF,Boca Juniors,35-139,1990,15,9,898,71,62,80,48
Luis Alfonso Rodríguez,mx MEX,DF,Pachuca,33,1991,23,16,1379,45,82,79,60
Luis Amarilla,py PAR,FW,Mazatlán,28,1995,19,15,1392,39,52,45,72
Luis Angulo,co COL,MO,Cen. Córdoba–SdE,21-118,2004,23,19,1413,52,56,76,42
Luis Barraza,us USA,GK,D.C. United,28-253,1996,16,16,1440,52,60,45,46
Luis Benedetti,br BRA,DF,Palmeiras,19-042,2006,2,1,106,46,67,25,48
Luis Binks,eng ENG,DF,Coventry City,22,2001,22,21,1852,40,64,43,39
Luis Cañamar,mx MEX,DF,Atlético,22,2002,3,1,89,34,25,57,60
Luis Cárdenas,mx MEX,GK,Monterrey,30,1993,10,10,900,52,55,45,44
Luis Díaz,cr CRC,MO,NE Revolution,26-225,1998,18,1,392,51,61,80,67
Luis Enrique Quiñones,co COL,MO,Puebla,33,1991,22,18,1535,69,65,62,59
Luis Espinoza,mx MEX,MF,Santos,20,2004,6,1,164,40,22,62,54
Luis Felipe Zárate,py PAR,DF,ec Independiente,25-144,2000,5,5,450,40,44,31,68
Luis García,mx MEX,MO,Puebla,31,1993,7,0,117,43,49,71,33
Luis Gutiérrez,mx MEX,DF,Cruz Azul,22,2001,1,0,3,44,27,68,56
Luis Gutiérrez Castellanos,mx MEX,MF,Santos,22,2002,8,6,538,37,44,18,31
Luis Gómez,mx MEX,MF,Santos,17,2007,3,0,25,41,10,83,11
Luis Ingolotti,ar ARG,GK,Gimnasia–LP,25-186,2000,3,3,270,40,43,45,49
Luis Mandaca,br BRA,MO,Juventude,23-290,2001,11,10,788,46,37,30,66
Luis Manuel García,mx MEX,GK,Toluca,31,1992,5,5,450,40,41,45,52
Luis Mejía,pa PAN,GK,uy Nacional,34-125,1991,6,6,540,59,41,45,73
Luis Miguel Rodríguez,ar ARG,MO,Atlé Tucumán,40-199,1985,9,2,311,39,80,34,24
Luis Muriel,co COL,FW,Orlando City,34-094,1991,23,18,1534,71,89,76,63
Luis Navarrete,mx MEX,MF,Toluca,17,2006,1,0,6,28,10,44,6
Luis Nájera,mx MEX,MO,Atlético,21,2003,26,16,1270,63,66,35,28
Luis Otávio,br BRA,MO,Internacional,18-098,2007,5,0,77,38,41,30,80
Luis Puente,mx MEX,FW,Pachuca,21,2003,2,2,98,21,30,12,25
Luis René Barboza,bo BOL,DF,bo San Antonio Bulo Bulo,32-108,1993,5,5,429,52,15,28,51
Luis Rey,mx MEX,DF,Guadalajara,21,2002,15,9,778,60,28,35,45
Luis Ricardo Reyes,mx MEX,DF,Atlas,33,1991,22,19,1673,72,79,75,62
Luis Romo,mx MEX,MO,Cruz Azul,29,1995,29,23,2089,51,73,32,77
Luis Sequeira,ar ARG,MF,Ind. Rivadavia,22-192,2003,17,15,1136,85,73,76,46
Luis Suárez,uy URU,FW,Inter Miami,38-176,1987,17,17,1357,60,87,49,60
Luis Sánchez,mx MEX,DF,Mazatlán,24,2000,26,19,1855,62,41,34,26
Luis Vázquez,ar ARG,MO,Anderlecht,23,2001,28,6,928,55,35,25,49
Luis Zúñiga,ve VEN,MO,ve Dep Táchira,21-210,2003,2,0,22,62,12,80,29
Luis Ángel Malagón,mx MEX,GK,América,27,1997,29,29,2565,54,51,54,59
Luismi,gq EQG,FW,Moreirense,23,2001,31,13,1369,55,47,51,72
Luisão,br BRA,DF,Santos,21-313,2003,3,2,168,39,21,20,67
Luiz Araújo,br BRA,MO,Flamengo,29-047,1996,18,9,979,77,70,71,70
Luiz Filipe,br BRA,FW,Mirassol,24-052,2001,1,0,14,34,14,87,57
Luiz Gustavo,br BRA,MF,São Paulo,37-361,1987,6,5,467,21,33,30,53
Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,23,2001,1,1,90,40,50,45,52
Luiz Paz,bo BOL,MF,bo Bolívar,21-040,2004,1,0,2,42,25,86,6
Luka Ivanušec,hr CRO,MO,Feyenoord,25,1998,13,5,482,60,64,71,43
Luka Krajnc,si SVN,DF,Catanzaro,29,1994,1,0,1,29,12,9,4
Luka Kulenović,ba BIH,FW,Heracles Almelo,24,1999,24,15,1457,66,55,34,64
Luka Lochoshvili,ge GEO,DF,Cremonese,26,1998,25,21,1887,44,62,65,43
Luka Romero,ar ARG,MO,Cruz Azul,19,2004,14,8,665,64,60,60,49
Luka Tunjić,de GER,MO,Fortuna Sittard,18,2005,12,3,478,64,60,26,54
Luka Vušković,hr CRO,DF,Westerlo,17,2007,28,28,2474,80,69,63,44
Lukas Engel,dk DEN,DF,FC Cincinnati,26-217,1998,32,25,2204,55,86,79,67
Lukas Jensen,dk DEN,GK,Millwall,25,1999,41,41,3689,53,43,45,40
Lukas MacNaughton,ca CAN,DF,D.C. United,30-133,1995,6,5,408,60,25,31,39
Lukas Zuccarello,br BRA,FW,Vasco da Gama,18-229,2006,2,0,24,54,50,44,79
Luke Ayling,eng ENG,DF,Middlesbrough,32,1991,26,23,1951,52,88,76,68
Luke Brennan,us USA,FW,Atlanta Utd,20-145,2005,5,0,66,60,51,88,56
Luke Cundle,eng ENG,MO,Millwall,22,2002,16,13,985,42,44,15,45
Luke McNally,ie IRL,DF,Bristol City,24,1999,28,26,2326,67,40,41,64
Luke O'Nien,eng ENG,DF,Sunderland,29,1994,45,44,3934,56,65,56,41
Lukáš Horníček,cz CZE,GK,Braga,22,2002,17,17,1530,48,41,45,47
Lutsharel Geertruida,nl NED,DF,Feyenoord,24,2000,3,3,270,59,84,66,37
Luuk Brouwers,nl NED,MF,Heerenveen,26,1998,24,23,1908,68,55,61,45
Luuk Koopmans,nl NED,GK,Fortuna Sittard,30,1993,6,6,540,50,48,45,42
Luuk Wouters,nl NED,DF,RKC Waalwijk,25,1999,12,8,829,47,47,56,81
Luuk de Jong,nl NED,FW,PSV Eindhoven,33,1990,31,29,2445,71,81,44,64
Luís Carlos Rocha Rodrigues,pt POR,DF,Santa Clara,37,1986,29,29,2578,28,26,20,31
Luís Cervantes,mx MEX,DF,León,23,2001,1,1,33,29,13,37,77
Luís Esteves,pt POR,MF,Nacional,26,1998,33,31,2808,49,68,59,34
Luís Manuel Costa Silva,pt POR,MF,AVS Futebol,31,1992,8,6,464,23,23,22,48
Lyanco,br BRA,DF,Atlético Mineiro,28-168,1997,9,9,808,45,59,53,64
Lyle Foster,za RSA,FW,Burnley,23,2000,28,17,1590,43,57,69,62
Lynden Gooch,us USA,MF,Stoke City,28,1995,20,12,1038,32,43,62,65
Lyndon Dykes,sct SCO,FW,QPR,28,1995,1,0,6,73,12,7,34
Léandre Kuavita,be BEL,MF,Standard Liège,20,2004,30,23,1855,50,35,51,32
Léo Alaba,br BRA,DF,AVS Futebol,25,1999,4,4,334,40,34,60,65
Léo Bonatini,br BRA,FW,Atlético,30,1994,21,12,1058,38,62,32,41
Léo Chú,br BRA,MO,FC Dallas,25-104,2000,4,3,210,54,40,29,19
Léo Coelho,br BRA,DF,uy Peñarol,32-063,1993,6,6,540,26,20,20,60
Léo Jardim,br BRA,GK,Vasco da Gama,30-121,1995,13,13,1170,46,42,45,42
Léo Mana,br BRA,DF,Corinthians,21-104,2004,2,2,135,52,46,49,59
