Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Kevin Kampl,si SVN,MF,RB Leipzig,33,1990,31,20,1856,64,69,61,50
Kevin Mac Allister,ar ARG,DF,be Union SG,26,1997,8,8,731,80,48,45,82
Kevin Martins,it ITA,MF,Monza,19,2005,9,1,183,42,56,73,68
Kevin Mbabu,ch SUI,DF,dk Midtjylland,29,1995,7,6,533,52,57,86,71
Kevin Medina,co COL,DF,az Qarabağ,31,1993,6,6,540,38,34,38,81
Kevin Müller,de GER,GK,Heidenheim,33,1991,38,38,3389,57,55,65,72
Kevin Paredes,us USA,DF,Wolfsburg,21,2003,2,2,123,56,80,59,36
Kevin Rodríguez,ec ECU,FW,be Union SG,24,2000,10,3,427,43,62,79,61
Kevin Schade,de GER,FW,Brentford,22,2001,38,26,2293,72,54,64,77
Kevin Stöger,at AUT,MF,Gladbach,30,1993,31,16,1551,75,88,81,47
Kevin Trapp,de GER,GK,Eint Frankfurt,34,1990,33,33,2925,47,48,56,43
Kevin Vogt,de GER,DF,Union Berlin,32,1991,18,16,1367,61,53,45,26
Kevin Volland,de GER,MO,Union Berlin,32,1992,4,0,61,33,51,17,32
Kevin Wimmer,at AUT,DF,sk Slovan Bratislava,31,1992,5,5,450,62,30,59,50
Kevin Zeroli,it ITA,MF,Monza,19,2005,9,4,407,26,28,28,34
Kevor Palumets,ee EST,MF,fi HJK,21,2002,1,0,31,41,38,46,60
Keyliane Abdallah,fr FRA,FW,Marseille,18,2006,1,0,3,24,18,48,60
Khalil Fayad,fr FRA,MO,Montpellier,20,2004,20,10,1028,17,42,39,78
Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,23,2001,40,34,2827,81,91,88,68
Khéphren Thuram,fr FRA,MF,Juventus,23,2001,44,31,2811,66,62,71,39
Ki-Jana Hoever,nl NED,DF,Auxerre,22,2002,30,26,2124,80,69,82,62
Kialonda,ao ANG,DF,Lecce,26,1997,24,24,2144,32,38,32,46
Kian Fitz-Jim,nl NED,MF,nl Ajax,21,2003,10,8,677,83,62,73,55
Kiano Dyer,eng ENG,MF,eng Chelsea,17,2006,1,0,5,28,15,7,58
Kieran Dowell,eng ENG,MF,sct Rangers,26,1997,1,0,45,55,12,36,38
Kieran Tierney,sct SCO,MF,Arsenal,27,1997,18,3,380,81,74,77,66
Kieran Trippier,eng ENG,DF,Newcastle Utd,33,1990,25,14,1309,53,89,76,60
Kiernan Dewsbury-Hall,eng ENG,MO,Chelsea,25,1998,26,13,1286,71,78,53,54
Kike Barja,es ESP,MO,Osasuna,27,1997,15,3,315,48,66,87,72
Kike Pérez,es ESP,MF,Valladolid,27,1997,35,27,2305,64,60,60,67
Kike Salas,es ESP,DF,Sevilla,22,2002,31,25,2238,66,48,32,66
Kiko Femenía,es ESP,DF,Villarreal,33,1991,28,27,2227,45,77,69,56
Kiké,es ESP,FW,Alavés,34,1989,35,29,2542,59,41,41,60
Kilian Fischer,de GER,DF,Wolfsburg,23,2000,32,29,2297,73,57,74,61
Kiliann Sildillia,fr FRA,DF,Freiburg,22,2002,21,8,801,84,57,74,58
Killian Sardella,be BEL,DF,be Anderlecht,22,2002,8,5,482,53,86,87,54
Kim Jisoo,kr KOR,DF,Brentford,19,2004,3,0,30,30,37,23,8
Kim Min-jae,kr KOR,DF,Bayern Munich,27,1996,40,40,3349,63,60,50,50
Kim Minsu,kr KOR,MO,Girona,18,2006,4,0,35,23,23,20,6
Kingsley Coman,fr FRA,FW,Bayern Munich,28,1996,39,19,1740,77,89,91,71
Kingsley Ehizibue,nl NED,DF,Udinese,29,1995,33,30,2498,50,54,75,50
Kingsley Sarfo,gh GHA,MF,cy APOEL,29,1995,1,1,54,39,25,19,11
Kingstone Mutandwa,zm ZAM,MO,Cagliari,21,2003,6,0,127,14,11,17,21
Kipras Kažukolovas,lt LTU,DF,kz Astana FK,23,2000,4,4,360,64,29,28,27
Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,21,21,1758,39,68,53,39
Kiril Despodov,bg BUL,FW,gr PAOK,27,1996,10,4,445,86,92,80,57
Kjell Scherpen,nl NED,GK,at Sturm Graz,24,2000,6,6,540,41,40,43,50
Kjell-Arik Wätjen,de GER,MF,Dortmund,18,2006,2,0,16,28,10,7,11
Kjetil Haug,no NOR,GK,Toulouse,26,1998,6,5,498,41,43,43,36
Klemen Nemanič,si SVN,DF,si NK Celje,27,1996,11,10,874,66,43,54,46
Ko Itakura,jp JPN,DF,Gladbach,27,1997,31,31,2790,67,42,39,52
Kobbie Mainoo,eng ENG,MF,Manchester Utd,19,2005,33,20,1830,71,57,66,62
Koji Miyoshi,jp JPN,MO,Bochum,27,1997,15,6,464,43,42,34,52
Koka,eg EGY,FW,Le Havre,31,1993,16,10,851,37,47,20,43
Koke,es ESP,MF,Atlético Madrid,32,1992,39,24,2329,56,73,37,45
Koki Machida,jp JPN,DF,be Union SG,26,1997,8,7,654,52,76,64,80
Konan N'dri,ci CIV,MO,Lecce,23,2000,11,2,306,34,28,68,46
Koni De Winter,be BEL,DF,Genoa,22,2002,25,23,2135,66,30,33,49
Konrad Faber,de GER,MF,ch St. Gallen,26,1997,3,2,176,47,21,57,48
Konrad Laimer,at AUT,DF,Bayern Munich,27,1997,40,29,2478,87,91,93,51
Konstantin Schopp,at AUT,DF,at Sturm Graz,18,2005,1,0,1,30,16,9,4
Konstantinos Galanopoulos,gr GRE,MF,cy APOEL,26,1997,2,2,180,33,31,29,82
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,20,2003,30,28,2468,42,61,45,48
Konstantinos Laifis,cy CYP,DF,cy APOEL,31,1993,8,8,718,77,45,56,50
Konstantinos Mavropanos,gr GRE,DF,West Ham,26,1997,33,21,2045,34,41,42,63
Konstantinos Thymianis,gr GRE,MF,gr PAOK,23,2001,1,0,5,28,15,7,6
Kosta Nedeljković,rs SRB,DF,RB Leipzig,18,2005,17,6,636,37,56,70,50
Kostas Pileas,cy CYP,DF,cy Pafos FC,25,1998,5,2,171,54,61,73,68
Kostas Tsimikas,gr GRE,DF,Liverpool,28,1996,24,14,1280,55,89,73,61
Kostas Tzolakis,gr GRE,GK,gr Olympiacos,21,2002,10,10,897,62,71,71,62
Kostiantyn Vivcharenko,ua UKR,DF,ua Dynamo Kyiv,22,2002,5,4,409,52,64,84,61
Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,2,180,41,45,43,36
Kristian Bilovar,ua UKR,DF,ua Dynamo Kyiv,23,2001,7,6,612,33,22,26,68
Kristian Eriksen,no NOR,MO,no Molde,29,1995,10,8,844,40,45,42,53
Kristian Nökkvi Hlynsson,is ISL,MF,nl Ajax,20,2004,3,1,83,48,20,26,54
Kristijan Belic,rs SRB,MF,nl AZ Alkmaar,23,2001,8,3,227,39,34,47,73
Kristijan Jakić,hr CRO,MF,Augsburg,27,1997,31,27,2306,32,51,42,52
Kristjan Asllani,al ALB,MF,Inter,22,2002,29,13,1337,60,78,38,25
Kristoffer Ajer,no NOR,DF,Brentford,26,1998,24,17,1438,46,51,66,49
Kristoffer Askildsen,no NOR,MO,dk Midtjylland,23,2001,3,0,54,26,67,19,89
Kristoffer Haugen,no NOR,DF,no Molde,30,1994,7,3,364,65,79,89,70
Kristoffer Normann Hansen,no NOR,MO,pl Jagiellonia,29,1994,12,8,698,61,37,33,50
Kristoffer Velde,no NOR,MO,gr Olympiacos,24,1999,6,1,184,47,68,85,73
Kristoffer Zachariassen,no NOR,MO,hu Ferencváros,29,1994,10,5,488,59,44,31,63
Kryštof Daněk,cz CZE,MO,cz Sparta Prague,21,2003,3,0,50,26,15,47,10
Krzysztof Piątek,pl POL,FW,tr Başakşehir,29,1995,6,5,465,83,42,52,42
Krépin Diatta,sn SEN,MF,Monaco,25,1999,23,5,721,42,54,87,85
Kwadwo Duah,ch SUI,FW,bg Ludogorets,27,1997,6,4,353,43,38,42,48
Kye Rowles,au AUS,DF,sct Hearts,26,1998,5,5,450,32,33,32,46
Kyle Walker,eng ENG,DF,Manchester City,34,1990,30,19,1912,44,73,68,45
Kyle Walker-Peters,eng ENG,DF,Southampton,27,1997,33,33,2918,53,75,89,26
Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,48,47,4034,87,83,90,37
Kyllian Antonio,fr FRA,MF,Lens,16,2008,3,2,139,22,15,28,63
Kyogo Furuhashi,jp JPN,FW,Rennes,29,1995,13,7,585,27,17,26,54
Kyriakos Savvidis,gr GRE,MF,sk Slovan Bratislava,29,1995,8,7,601,33,36,23,68
Kyriani Sabbe,be BEL,DF,be Club Brugge,19,2005,6,3,238,71,42,63,69
Kévin Danois,fr FRA,MF,Auxerre,20,2004,22,16,1460,47,64,65,67
Kévin Denkey,tg TOG,FW,be Cercle Brugge,23,2000,4,3,230,94,78,56,54
Kévin Pedro,fr FRA,DF,Saint-Étienne,18,2006,1,0,10,30,12,78,52
Kévin Théophile-Catherine,fr FRA,DF,hr Dinamo Zagreb,34,1989,7,7,630,25,28,16,40
Ladislav Krejčí,cz CZE,DF,Girona,25,1999,35,34,3070,69,59,52,40
Lamare Bogarde,nl NED,MF,Aston Villa,20,2004,12,7,617,40,31,40,61
Lameck Banda,zm ZAM,MO,Lecce,23,2001,15,6,610,38,47,63,39
Lamine Camara,sn SEN,MF,Monaco,20,2004,38,34,2659,61,83,50,71
Lamine Fomba,fr FRA,MF,Saint-Étienne,26,1998,7,3,217,40,53,66,80
Lamine Yamal,es ESP,FW,Barcelona,17,2007,48,44,3950,78,92,95,64
Lanroy Machine,fr FRA,FW,Angers,18,2005,2,0,8,25,14,38,12
Lars Lukas Mai,de GER,DF,ch Lugano,24,2000,5,2,215,44,47,34,59
Lars Ritzka,de GER,MF,St. Pauli,26,1998,21,11,922,55,28,33,77
Lars Unnerstall,de GER,GK,nl Twente,34,1990,9,9,760,41,47,43,45
Lasha Dvali,ge GEO,MF,cy APOEL,29,1995,4,1,99,36,30,18,49
Lasha Odisharia,ge GEO,DF,lv FK Rīgas FS,21,2002,8,8,690,82,55,83,61
Lassana Coulibaly,ml MLI,MF,Lecce,28,1996,38,30,2667,47,29,37,45
Lasse Berg Johnsen,no NOR,MF,se Malmö,24,1999,8,8,678,72,81,47,37
Lasse Rieß,de GER,GK,Mainz 05,23,2001,2,2,180,61,49,43,38
Lasse Rosenboom,de GER,DF,Holstein Kiel,22,2002,26,21,1734,72,54,59,70
Lassina Franck Traoré,bf BFA,FW,ua Shakhtar,23,2001,6,0,146,47,42,27,35
Lassine Sinayoko,ml MLI,MO,Auxerre,24,1999,34,25,2299,63,54,53,52
Lasso Coulibaly,ci CIV,MO,Auxerre,21,2002,3,0,45,73,43,43,49
Laurenzo Alvarenga,fr FRA,MF,fr Nice,20,2004,1,0,1,28,10,7,6
Lautaro Gianetti,ar ARG,DF,Udinese,30,1993,15,11,878,63,34,21,70
Lautaro Martínez,ar ARG,FW,Inter,26,1997,44,40,3327,75,72,54,65
Lautaro Valenti,ar ARG,DF,Parma,25,1999,20,18,1556,62,30,21,36
Lawrence Agyekum,gh GHA,MF,be Cercle Brugge,20,2003,5,1,192,34,31,40,79
Lawrence Ati-Zigi,gh GHA,GK,ch St. Gallen,27,1996,6,6,540,41,48,54,50
Lawrence Shankland,sct SCO,MO,sct Hearts,28,1995,6,6,540,37,52,38,51
Lazar Samardzic,rs SRB,MF,Atalanta,22,2002,39,9,1462,79,86,95,33
Leander Dendoncker,be BEL,MF,be Anderlecht,29,1995,8,8,713,24,36,28,49
Leandro Andrade,cv CPV,MO,az Qarabağ,24,1999,8,4,401,58,50,76,32
Leandro Antonetti,pr PUR,FW,Sevilla,21,2003,2,0,28,16,30,61,12
Leandro Barreiro Martins,lu LUX,MF,pt Benfica,24,2000,9,2,267,49,49,15,81
Leandro Cabrera,uy URU,DF,Espanyol,33,1991,33,32,2869,73,47,25,43
Leandro Chichizola,ar ARG,GK,Parma,34,1990,1,1,90,61,58,62,54
Leandro Morgalla,de GER,DF,at RB Salzburg,19,2004,3,1,83,35,42,40,76
Leandro Paredes,ar ARG,MF,Roma,30,1994,30,21,1903,70,76,47,67
Leandro Trossard,be BEL,FW,Arsenal,29,1994,52,34,3214,65,85,75,58
Lee Erwin,sct SCO,FW,fi HJK,30,1994,6,6,503,48,43,41,31
Lee Grace,ie IRL,DF,ie Shamrock Rov,31,1992,8,8,750,24,33,24,42
Lee Jae-sung,kr KOR,MF,Mainz 05,31,1992,33,31,2650,82,61,58,42
Lee Kang-in,kr KOR,MO,Paris S-G,23,2001,41,23,2131,77,94,77,44
Leif Davis,eng ENG,DF,Ipswich Town,24,2000,33,32,2743,74,63,74,40
Lennard Maloney,us USA,MF,Heidenheim,24,1999,21,14,1106,20,24,14,74
Leny Yoro,fr FRA,DF,Manchester Utd,18,2005,29,19,1806,62,57,59,47
Leo Román,es ESP,GK,Mallorca,24,2000,7,7,630,41,43,54,38
Leo Skiri Østigård,no NOR,DF,Hoffenheim,24,1999,27,25,2154,53,47,30,62
Leo Smith,wls WAL,MF,wls The New Saints,26,1998,6,4,396,23,24,33,62
Leon Bailey,jm JAM,MO,Aston Villa,26,1997,32,20,1665,56,61,74,28
Leon Balogun,ng NGA,DF,sct Rangers,36,1988,7,5,490,27,20,18,66
Leon Flach,us USA,MF,pl Jagiellonia,23,2001,5,5,398,40,36,15,79
Leon Goretzka,de GER,MF,Bayern Munich,29,1995,38,22,2164,70,77,66,54
Leon Grgic,at AUT,FW,at Sturm Graz,18,2006,1,0,1,24,13,8,12
Leon Jakirovic,hr CRO,DF,hr Dinamo Zagreb,16,2008,1,0,1,30,12,9,8
Leon King,sct SCO,DF,sct Rangers,20,2004,2,1,14,30,25,46,46
Leonardo Balerdi,ar ARG,DF,Marseille,25,1999,27,27,2273,38,59,52,68
Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,27,10,982,80,78,57,35
Leonardo Pavoletti,it ITA,MO,Cagliari,35,1988,26,1,445,63,55,16,28
Leonardo Spinazzola,it ITA,MF,Napoli,31,1993,27,17,1517,73,75,89,26
Leonardo da Silva Lopes,pt POR,MF,be Gent,25,1998,2,2,136,28,25,10,77
Leonidas Stergiou,ch SUI,DF,Stuttgart,22,2002,16,11,907,67,73,72,64
Leopold Querfeld,at AUT,DF,Union Berlin,20,2003,27,17,1747,76,59,26,44
Leroy Sané,de GER,FW,Bayern Munich,28,1996,43,23,2272,80,88,90,69
Lesley Ugochukwu,fr FRA,MF,Southampton,20,2004,26,18,1655,48,42,48,56
Levi Colwill,eng ENG,DF,Chelsea,21,2003,38,35,3269,65,61,40,47
Levi Ives,nir NIR,DF,nir Larne FC,27,1997,5,5,419,47,43,61,45
Lewin Blum,ch SUI,DF,ch Young Boys,23,2001,7,5,440,54,53,62,40
Lewis Cook,eng ENG,MF,Bournemouth,27,1997,36,32,2978,57,69,43,62
Lewis Dunk,eng ENG,DF,Brighton,32,1991,25,23,2083,36,63,41,31
Lewis Ferguson,sct SCO,MF,Bologna,24,1999,21,14,1272,56,64,61,42
Lewis Hall,eng ENG,DF,Newcastle Utd,19,2004,27,24,2189,53,85,74,62
Lewis Holtby,de GER,MF,Holstein Kiel,33,1990,25,13,1238,39,56,45,59
Lewis Miley,eng ENG,MF,Newcastle Utd,18,2006,14,1,313,67,50,36,78
Lewis Orford,eng ENG,MF,West Ham,18,2006,2,0,49,60,48,12,23
Liam Boyce,nir NIR,FW,sct Hearts,33,1991,2,0,10,36,15,34,12
Liam Delap,eng ENG,FW,Ipswich Town,21,2003,37,32,2593,63,40,52,44
Liam Henderson,sct SCO,MF,Empoli,28,1996,36,27,2337,37,65,39,34
Liam Kelly,sct SCO,GK,sct Rangers,28,1996,2,2,180,41,42,43,50
Liam Möller,fi FIN,MO,fi HJK,19,2004,6,4,338,42,41,40,73
Liam Scales,ie IRL,DF,sct Celtic,25,1998,6,4,371,68,36,36,74
Liberato Cacace,nz NZL,MF,Empoli,23,2000,33,24,2230,58,49,64,54
Lilian Brassier,fr FRA,DF,Marseille,24,1999,26,23,2013,55,64,57,52
Lilian Raolisoa,fr FRA,MF,Angers,24,2000,29,14,1318,40,57,75,67
Lior Kasa,il ISR,MO,Genoa,18,2005,8,2,230,20,36,13,75
Lisandro Martínez,ar ARG,DF,Manchester Utd,26,1998,28,27,2343,75,84,69,54
Lloyd Kelly,eng ENG,DF,Newcastle Utd,25,1998,24,17,1526,37,54,48,49
Logan Costa,cv CPV,DF,Toulouse,23,2001,33,29,2677,65,54,38,40
Logan Delaurier Chaubet,fr FRA,MO,si NK Celje,22,2002,6,6,473,37,48,46,64
Lois Diony,fr FRA,FW,Angers,31,1992,1,0,21,36,13,32,29
Loizos Loizou,cy CYP,MO,cy AC Omonia,21,2003,8,5,435,28,37,68,62
Lorenz Assignon,tg TOG,MF,Rennes,24,2000,32,27,2357,75,65,88,52
Lorenzo Aguado,es ESP,DF,Real Madrid,21,2002,2,0,5,30,16,9,8
Lorenzo Anghelè,it ITA,FW,Juventus,19,2005,1,0,6,24,31,53,12
Lorenzo Colombo,it ITA,MO,Empoli,22,2002,37,26,2233,48,29,28,39
Lorenzo De Silvestri,it ITA,DF,Bologna,36,1988,18,13,1060,72,54,45,24
Lorenzo Lucca,it ITA,FW,Udinese,23,2000,33,27,2353,58,34,29,51
Lorenzo Montipò,it ITA,GK,Hellas Verona,28,1996,36,36,3240,51,53,56,55
Lorenzo Pellegrini,it ITA,MF,Roma,28,1996,32,25,2053,70,62,71,32
Lorenzo Pirola,it ITA,DF,gr Olympiacos,22,2002,8,5,520,41,61,28,63
Lorenzo Torriani,it ITA,GK,it Milan,19,2005,1,0,40,41,39,43,38
Lorenzo Tosto,it ITA,DF,Empoli,18,2006,1,0,1,30,16,9,4
Lorenzo Venturino,it ITA,MO,Genoa,18,2006,6,1,167,80,44,56,69
Loris Benito,ch SUI,DF,ch Young Boys,32,1992,5,4,326,36,61,33,25
Louis Leroux,fr FRA,MF,Nantes,18,2006,16,8,816,78,55,52,71
Louis Mouton,fr FRA,MF,Saint-Étienne,22,2002,24,12,1045,42,68,65,67
Louis Schaub,at AUT,MO,at Rapid Wien,29,1994,9,8,677,78,63,63,55
Loum Tchaouna,fr FRA,MO,Lazio,20,2003,35,13,1226,56,61,63,56
Lovro Majer,hr CRO,MF,Wolfsburg,26,1998,9,3,304,87,79,72,25
Lovro Zvonarek,hr CRO,MO,at Sturm Graz,19,2005,6,0,140,38,47,52,29
Lovro Štubljar,si SVN,GK,si NK Celje,19,2004,2,2,180,41,49,43,38
Loïc Bade,fr FRA,DF,Sevilla,24,2000,32,31,2686,58,40,39,50
Loïc N'Gatta,fr FRA,DF,Auxerre,20,2003,2,0,13,30,43,51,64
Loïc Nego,hu HUN,MF,Le Havre,33,1991,31,28,2459,34,42,69,61
Loïs Openda,be BEL,MO,RB Leipzig,24,2000,41,36,3132,59,37,49,26
Luca Caldirola,it ITA,DF,Monza,33,1991,14,10,876,28,38,36,36
Luca Erlein,de GER,MF,de Hoffenheim,17,2007,1,0,13,28,10,7,34
Luca Jaquez,ch SUI,DF,Stuttgart,21,2003,5,2,253,38,57,43,24
Luca Kerber,de GER,MF,Heidenheim,22,2002,29,12,1188,61,29,24,68
Luca Marianucci,it ITA,DF,Empoli,20,2004,18,12,1069,34,37,42,58
Luca Mazzitelli,it ITA,MF,Como,28,1995,11,3,335,86,84,61,62
Luca Netz,de GER,DF,Gladbach,21,2003,24,8,969,53,72,75,55
Luca Pellegrini,it ITA,DF,Lazio,25,1999,29,16,1539,60,86,85,53
Luca Philipp,de GER,GK,Hoffenheim,23,2000,7,7,630,51,45,43,50
Luca Ranieri,it ITA,DF,Fiorentina,25,1999,44,41,3663,65,59,47,42
Luca de la Torre,us USA,MF,Celta Vigo,26,1998,1,0,4,28,12,7,6
Lucas Anjos,pt POR,MF,pt Sporting CP,20,2004,1,0,7,65,69,62,6
Lucas Beltrán,ar ARG,MO,Fiorentina,23,2001,44,26,2443,52,52,28,37
Lucas Beraldo,br BRA,DF,Paris S-G,20,2003,29,23,2153,60,66,38,59
Lucas Bergvall,se SWE,MF,Tottenham,18,2006,39,21,2000,39,57,71,64
Lucas Chevalier,fr FRA,GK,Lille,22,2001,44,44,3960,52,59,55,74
Lucas Da Cunha,fr FRA,MF,Como,23,2001,36,30,2613,77,78,66,33
Lucas Digne,fr FRA,DF,Aston Villa,31,1993,41,37,3094,53,68,69,59
Lucas Gourna-Douath,fr FRA,MF,Roma,20,2003,12,6,529,24,39,45,55
Lucas Hernández,fr FRA,DF,Paris S-G,28,1996,21,11,995,43,51,49,67
Lucas Hey,dk DEN,DF,be Anderlecht,21,2003,2,2,155,33,23,12,18
Lucas Höler,de GER,MO,Freiburg,30,1994,31,21,1867,50,41,32,68
Lucas Lima,br BRA,DF,tr Başakşehir,32,1991,4,3,285,49,58,51,27
Lucas Lingman,fi FIN,MF,fi HJK,26,1998,4,2,223,41,72,46,26
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28,1996,13,9,785,82,66,60,76
Lucas Michal,fr FRA,MO,Monaco,19,2005,11,0,156,46,41,51,84
Lucas Mincarelli,fr FRA,DF,Montpellier,20,2004,10,8,715,68,54,64,47
Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,2,2,175,38,77,71,67
Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,24,24,2089,44,53,73,69
Lucas Paquetá,br BRA,MO,West Ham,26,1997,33,27,2380,43,65,26,77
Lucas Perri,br BRA,GK,Lyon,26,1997,44,44,3990,54,61,55,74
Lucas Perrin,fr FRA,DF,be Cercle Brugge,25,1998,2,1,69,50,47,41,41
Lucas Stassin,be BEL,FW,Saint-Étienne,19,2004,28,23,1887,69,60,54,52
Lucas Torreira,uy URU,MF,tr Galatasaray,28,1996,9,9,764,43,65,44,70
Lucas Torró,es ESP,MF,Osasuna,30,1994,35,35,2957,54,34,22,69
Lucas Tousart,fr FRA,MF,Union Berlin,27,1997,15,6,561,43,43,38,69
Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,42,31,2764,86,80,81,46
Lucien Agoume,fr FRA,MF,Sevilla,22,2002,35,24,2114,57,68,50,70
Luck Zogbé,ci CIV,DF,Brest,19,2005,14,8,728,49,44,58,80
Ludovic Ajorque,fr FRA,FW,fr Brest,30,1994,39,37,3135,64,63,29,66
Ludovic Blas,fr FRA,MO,Rennes,26,1997,29,26,2293,75,79,68,54
Ludvig Richtner,se SWE,MO,se Elfsborg,19,2005,2,0,23,23,21,3,81
Ludwig Augustinsson,se SWE,DF,be Anderlecht,30,1994,7,5,449,91,81,73,56
Luis Díaz,co COL,FW,Liverpool,27,1997,45,35,3030,83,86,88,63
Luis Enrique Palma,hn HON,FW,sct Celtic,24,2000,4,1,120,48,78,63,83
Luis Guilherme,br BRA,MO,West Ham,18,2006,12,1,150,45,57,72,41
Luis Henrique,br BRA,MF,Marseille,22,2001,33,29,2613,86,78,91,18
Luis Milla,es ESP,MF,Getafe,29,1994,33,32,2875,58,74,44,53
Luis Phelipe,br BRA,MF,ro FCSB,23,2001,1,1,45,47,25,58,21
Luis Pérez,es ESP,DF,Valladolid,29,1995,30,28,2558,48,59,70,43
Luis Rioja,es ESP,FW,Alavés,30,1993,37,33,2854,59,75,74,67
Luis Sinisterra,co COL,MO,Bournemouth,25,1999,12,1,236,77,75,91,45
Luis Vázquez,ar ARG,FW,be Anderlecht,23,2001,10,7,630,65,47,30,73
Luiz Felipe,it ITA,DF,Marseille,27,1997,4,2,122,30,31,27,81
Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,17,16,1458,47,43,43,48
Luka Bobičanec,hr CRO,MF,si NK Celje,31,1993,2,1,68,40,22,38,13
Luka Capan,hr CRO,DF,rs TSC,29,1995,3,2,211,37,33,19,27
Luka Ilić,rs SRB,MO,rs Red Star,25,1999,5,0,89,13,21,30,44
Luka Ivanušec,hr CRO,MO,nl Feyenoord,25,1998,4,2,178,36,51,30,60
Luka Jović,rs SRB,MO,Milan,26,1997,15,6,557,49,64,24,24
Luka Modrić,hr CRO,MF,Real Madrid,38,1985,49,24,2474,72,96,80,37
Luka Romero,ar ARG,MO,Alavés,19,2004,6,2,199,34,38,22,71
Luka Silagadze,ge GEO,MF,lv FK Rīgas FS,25,1999,5,0,93,49,64,80,38
Luka Stojkovic,hr CRO,MO,hr Dinamo Zagreb,20,2003,6,3,264,23,27,46,80
Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,35,26,2173,64,59,68,43
Luka Topalović,si SVN,MF,Inter,18,2006,1,0,11,42,10,53,57
Luka Zorić,rs SRB,MF,ba Borac Banja Luka,26,1998,1,1,22,28,15,23,6
Lukas Daschner,de GER,MO,Bochum,25,1998,14,3,412,39,45,31,33
Lukas Grgic,at AUT,MF,at Rapid Wien,28,1995,10,10,855,33,57,31,57
Lukas Görtler,de GER,MF,ch St. Gallen,30,1994,6,5,442,91,62,72,72
Lukas Jungwirth,at AUT,GK,at LASK,20,2004,3,2,262,41,38,43,52
Lukas Kačavenda,hr CRO,MO,hr Dinamo Zagreb,21,2003,6,2,217,36,41,38,35
Lukas Klostermann,de GER,DF,RB Leipzig,28,1996,31,20,1882,64,51,54,39
Lukas Kübler,de GER,DF,Freiburg,31,1992,28,22,1842,80,66,54,64
Lukas Lerager,dk DEN,MF,dk FC Copenhagen,31,1993,5,4,350,28,53,38,53
Lukas Nmecha,de GER,MO,Wolfsburg,25,1998,19,3,467,52,25,35,32
Lukas Ullrich,de GER,DF,Gladbach,20,2004,26,24,1903,71,52,66,33
Luke McCowan,sct SCO,MF,sct Celtic,26,1997,3,0,51,49,38,69,28
Luke Plange,eng ENG,MO,fi HJK,21,2002,3,0,48,48,20,81,22
Luke Shaw,eng ENG,DF,Manchester Utd,29,1995,12,5,591,51,80,59,26
Luke Thomas,eng ENG,DF,Leicester City,23,2001,14,13,1110,40,52,50,74
Luke Woolfenden,eng ENG,DF,Ipswich Town,25,1998,15,12,1187,32,22,18,35
Luken Beitia,es ESP,DF,Real Sociedad,20,2004,1,0,8,30,16,9,80
Lukáš Haraslín,sk SVK,FW,cz Sparta Prague,28,1996,6,4,263,36,56,60,67
Lukáš Hejda,cz CZE,DF,cz Viktoria Plzeň,34,1990,1,0,18,30,12,9,12
Lukáš Horníček,cz CZE,GK,pt Braga,22,2002,4,3,291,57,46,43,54
Lukáš Hrádecký,fi FIN,GK,Leverkusen,34,1989,33,33,2970,51,41,43,39
Lukáš Kalvach,cz CZE,MF,cz Viktoria Plzeň,29,1995,12,12,1039,44,66,30,78
Lukáš Mašek,cz CZE,FW,cz Mladá Boleslav,20,2004,2,2,171,28,36,22,30
Lukáš Pauschek,sk SVK,DF,sk Slovan Bratislava,31,1992,1,0,13,30,12,9,33
Lukáš Penxa,0,DF,cz Sparta Prague,20,2004,1,0,1,30,12,9,4
Lukáš Provod,cz CZE,MO,cz Slavia Prague,27,1996,6,5,428,50,94,59,38
Lukáš Sadílek,cz CZE,MF,cz Sparta Prague,28,1996,6,3,304,44,49,53,56
Lukáš Zima,cz CZE,GK,ro FCSB,30,1994,1,1,90,41,38,43,34
Lukáš Červ,cz CZE,MF,cz Viktoria Plzeň,23,2001,12,11,974,59,58,42,58
Luquinhas,br BRA,MO,pl Legia Warsaw,27,1996,9,8,635,67,37,46,69
Lutsharel Geertruida,nl NED,DF,RB Leipzig,24,2000,32,24,2174,61,72,62,45
Luuk de Jong,nl NED,FW,nl PSV Eindhoven,33,1990,12,10,904,50,61,22,77
László Bénes,sk SVK,MO,Union Berlin,26,1997,23,3,589,75,79,27,40
Léo Duarte,br BRA,DF,tr Başakşehir,28,1996,5,5,450,40,42,51,82
