Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
eng ENG,MO,Arsenal,29,1994,23,10,797,52,62,80,37
kz KAZ,FW,kz Astana FK,25,1999,6,2,229,18,43,22,46
tn TUN,MO,se Elfsborg,27,1997,7,0,83,17,37,50,49
dz ALG,MF,nl Feyenoord,26,1998,4,1,114,24,21,10,72
nl NED,DF,Stuttgart,23,2001,25,10,1154,46,67,56,48
dz ALG,DF,Dortmund,29,1995,43,31,2767,81,84,67,64
es ESP,DF,Sevilla,21,2002,5,2,261,78,36,44,50
py PAR,MO,Nott'ham Forest,24,1999,19,1,295,75,46,62,63
es ESP,MO,Villarreal,23,2000,26,16,1350,45,47,26,58
fr FRA,FW,Paris S-G,25,1998,32,17,1790,72,58,64,62
ao ANG,FW,Rayo Vallecano,26,1997,24,16,1129,41,29,26,64
de GER,MF,Union Berlin,30,1994,32,31,2723,39,34,26,64
it ITA,DF,Torino,24,2000,43,34,2952,73,74,81,22
ng NGA,MF,be Club Brugge,23,2001,11,11,938,50,46,23,37
pt POR,MF,Bayern Munich,30,1993,32,25,2092,82,83,81,37
br BRA,MO,Barcelona,27,1996,50,46,4061,91,84,78,47
ro ROU,MF,Nice,21,2003,2,0,13,58,78,94,51
ro ROU,FW,Lecce,20,2004,4,0,28,36,16,62,12
dk DEN,MF,dk FC Copenhagen,32,1992,1,0,14,20,37,20,51
dk DEN,FW,Manchester Utd,21,2003,47,34,2999,51,50,34,34
dk DEN,DF,Eint Frankfurt,27,1997,41,37,3361,87,82,81,59
dk DEN,DF,Toulouse,27,1997,7,7,623,47,63,38,45
fi FIN,MF,se Djurgården,33,1991,6,2,220,37,62,13,85
sn SEN,MF,Le Havre,22,2001,27,11,1061,63,44,32,69
at AUT,FW,si Olimpija,23,2001,6,5,380,49,79,80,65
br BRA,DF,hu Ferencváros,25,1999,5,3,291,34,33,42,66
dz ALG,DF,Wolves,23,2001,37,37,3109,87,76,81,51
fr FRA,MO,Lyon,20,2003,42,33,2950,82,95,86,25
fr FRA,MO,Lens,18,2006,2,0,25,15,10,23,51
mg MAD,MF,Auxerre,27,1997,13,7,724,63,39,43,39
ng NGA,MO,by Dinamo Minsk,23,2001,4,2,177,49,11,19,43
il ISR,DF,il Maccabi Tel Aviv,24,1999,7,7,595,39,53,52,37
ro ROU,GK,Udinese,22,2002,12,12,1080,42,44,45,37
br BRA,DF,by Dinamo Minsk,24,2000,6,6,479,58,71,76,56
es ESP,MO,Osasuna,23,2000,32,5,750,63,23,41,51
es ESP,DF,Villarreal,38,1985,15,14,1188,26,31,21,44
es ESP,DF,es Real Madrid,21,2003,33,26,2419,31,50,45,48
es ESP,DF,Valladolid,20,2003,2,1,130,41,51,30,29
mx MEX,FW,Fulham,33,1991,38,30,2494,68,62,47,72
es ESP,MO,Valladolid,21,2002,33,26,2341,59,65,72,36
es ESP,DF,hr Dinamo Zagreb,22,2001,6,6,540,26,17,13,70
es ESP,MF,Rayo Vallecano,29,1994,2,0,22,35,16,40,51
ma MAR,MF,Hellas Verona,20,2004,28,18,1856,31,53,50,54
nl NED,MO,si Olimpija,26,1998,4,2,136,16,20,30,16
de GER,MO,Reims,23,2001,4,0,78,21,39,78,36
eng ENG,MF,Chelsea,24,1999,26,17,1471,58,74,44,63
eng ENG,FW,eng Chelsea,15,2008,2,1,93,25,64,47,24
mz MOZ,DF,Atlético Madrid,30,1994,25,13,1308,35,42,62,50
eng ENG,FW,Arsenal,24,1999,12,5,490,66,88,90,67
fr FRA,MO,Lecce,27,1996,11,3,299,30,63,36,41
nl NED,GK,nl Ajax,40,1983,11,11,953,56,64,48,42
ch SUI,MF,Bologna,32,1992,44,43,3710,44,62,45,50
eng ENG,FW,Bournemouth,18,2006,1,0,1,17,14,7,12
pt POR,MF,pt Benfica,26,1997,4,1,146,50,44,55,59
ch SUI,MO,ch Lugano,32,1991,8,8,746,56,88,69,64
pe PER,MF,Leganés,29,1995,34,28,2424,41,31,35,65
pt POR,MF,Chelsea,21,2003,28,21,1915,55,59,41,66
at AUT,DF,at LASK,30,1993,1,0,36,39,17,64,25
jp JPN,MF,sct Celtic,26,1997,10,9,784,71,75,74,54
ch SUI,DF,ch Young Boys,17,2006,1,0,29,22,33,12,12
br BRA,FW,cz Viktoria Plzeň,23,2001,1,0,20,50,37,30,12
br BRA,GK,se Malmö,31,1993,5,4,405,42,37,41,44
pt POR,DF,pt Sporting CP,31,1993,4,2,170,48,56,57,36
pt POR,MF,pt Braga,29,1994,8,8,674,76,69,62,25
pt POR,GK,si NK Celje,25,1999,6,6,570,42,44,45,56
us USA,FW,nl PSV Eindhoven,21,2003,7,1,164,90,72,64,43
pt POR,DF,Leicester City,30,1993,10,4,388,43,43,64,60
ch SUI,DF,Betis,31,1992,28,25,2075,52,70,65,39
it ITA,DF,Arsenal,22,2002,27,15,1414,83,76,71,66
it ITA,FW,Bologna,27,1997,36,28,2201,74,76,77,70
it ITA,MO,Fiorentina,25,1999,28,13,1225,73,52,88,32
br BRA,FW,Tottenham,27,1997,22,10,876,65,66,51,53
be BEL,DF,Venezia,20,2004,3,3,140,26,17,29,61
ie IRL,MF,ie Shamrock Rov,33,1991,1,0,27,20,16,43,6
us USA,DF,nl PSV Eindhoven,23,2000,11,6,574,53,73,71,24
br BRA,FW,bg Ludogorets,24,1999,5,5,442,29,64,71,67
nl NED,DF,nl PSV Eindhoven,29,1995,7,4,333,57,79,49,34
nl NED,FW,nl Twente,35,1989,10,9,828,36,36,25,79
eng ENG,DF,Brentford,27,1997,5,0,99,45,28,42,53
eng ENG,MF,Manchester City,19,2004,37,27,2533,58,72,69,42
sr SUR,DF,Venezia,31,1993,25,14,1369,73,61,61,38
de GER,MO,Wolfsburg,26,1998,34,29,2445,41,56,47,72
me MNE,DF,ro FCSB,32,1992,12,11,990,49,66,64,53
jp JPN,MO,Freiburg,26,1998,34,33,2862,67,64,52,68
nl NED,FW,nl AZ Alkmaar,20,2004,4,0,84,71,35,67,71
sct SCO,FW,sct Rangers,21,2003,1,0,11,17,14,16,53
br BRA,MO,dk FC Copenhagen,19,2005,8,5,438,39,19,82,60
de GER,MF,Leverkusen,29,1994,30,21,1874,58,56,31,50
pl POL,DF,Augsburg,26,1998,7,2,271,66,58,62,30
pl POL,FW,Barcelona,35,1988,47,44,3642,73,53,45,46
dk DEN,MF,Union Berlin,28,1996,15,11,852,84,72,65,51
es ESP,GK,Chelsea,26,1997,33,33,2970,63,64,55,58
de GER,MF,St. Pauli,21,2003,12,5,407,22,19,29,40
at AUT,MF,at LASK,32,1992,6,6,499,61,56,44,31
es ESP,FW,Espanyol,22,2002,25,21,1809,48,40,34,48
it ITA,MF,Monza,30,1994,8,0,180,29,40,53,43
es ESP,MF,Leganés,24,2000,13,3,396,45,71,43,42
es ESP,MO,Mallorca,22,2002,23,15,1278,40,44,67,73
it ITA,FW,Cagliari,23,2001,37,37,3127,49,37,33,49
lv LVA,DF,lv FK Rīgas FS,31,1993,8,8,623,83,58,47,20
de GER,DF,Union Berlin,30,1994,40,33,2944,90,74,60,54
de GER,MO,Gladbach,25,1998,33,27,2172,59,69,51,55
cz CZE,DF,Hoffenheim,24,2000,5,3,309,29,23,26,35
de GER,DF,Eint Frankfurt,28,1996,40,40,3486,60,60,39,42
es ESP,DF,Atlético Madrid,27,1996,32,26,2382,49,39,36,38
se SWE,GK,Aston Villa,34,1990,4,1,226,57,46,44,56
nl NED,DF,sct Rangers,30,1993,10,9,692,31,29,29,51
de GER,GK,Mainz 05,29,1994,32,32,2880,65,76,54,71
fr FRA,FW,Marseille,17,2007,2,0,75,61,25,48,59
br BRA,DF,pt Braga,26,1997,3,2,151,42,21,21,82
de GER,MF,Gladbach,22,2002,27,21,1830,65,58,44,67
br BRA,MF,gr Olympiacos,32,1992,10,9,804,64,79,78,58
es ESP,MF,Manchester City,28,1996,7,3,281,62,73,72,36
es ESP,DF,Valencia,21,2003,1,1,65,43,18,82,65
br BRA,DF,tr Fenerbahçe,28,1996,4,3,287,31,43,40,76
uy URU,MF,Tottenham,27,1997,39,32,2612,57,51,58,72
ar ARG,MF,Atlético Madrid,30,1994,44,33,2849,71,88,73,41
pt POR,MF,Wolves,21,2003,25,7,810,76,46,72,61
mx MEX,DF,dk FC Copenhagen,20,2003,8,5,435,87,63,83,52
pt POR,MF,pt Porto,17,2007,5,2,183,60,57,75,17
br BRA,FW,Fulham,23,2001,31,8,964,66,48,26,74
es ESP,MF,Atlético Madrid,24,2000,21,5,663,66,76,85,39
uy URU,MF,pt Braga,24,1999,3,1,102,41,54,41,69
br BRA,MO,Real Madrid,23,2001,42,32,2803,80,79,89,47
il ISR,GK,il Maccabi Tel Aviv,31,1992,7,7,630,42,42,47,48
pt POR,MF,pt Braga,18,2005,8,6,521,80,58,88,73
es ESP,DF,Espanyol,19,2005,1,0,9,22,13,63,13
sct SCO,GK,nir Larne FC,26,1997,6,6,540,42,41,44,35
hu HUN,MO,Freiburg,27,1997,4,2,226,62,49,49,72
it ITA,MF,Fiorentina,27,1997,39,33,2817,81,69,44,39
fr FRA,FW,Brest,28,1996,33,17,1577,62,88,72,73
eng ENG,MF,Crystal Palace,19,2005,7,1,138,92,73,63,76
fr FRA,MO,Brest,26,1998,28,13,1207,53,61,52,52
fr FRA,DF,Betis,26,1997,36,27,2581,73,66,72,37
by BLR,DF,by Dinamo Minsk,31,1993,2,2,179,37,31,23,34
eng ENG,DF,Everton,19,2004,1,1,90,22,19,19,62
at AUT,MF,at Rapid Wien,30,1994,1,0,1,20,11,7,6
ua UKR,MF,ua Dynamo Kyiv,19,2005,2,0,8,20,19,15,21
ua UKR,FW,gr Olympiacos,28,1995,7,2,193,75,39,58,45
at AUT,MF,Werder Bremen,24,2000,32,32,2834,86,84,85,35
nl NED,GK,nl AZ Alkmaar,20,2004,11,11,990,58,53,52,45
be BEL,FW,Napoli,31,1993,36,35,2843,61,59,42,35
ci CIV,MF,at Rapid Wien,21,2003,2,1,173,48,38,73,81
be BEL,MO,be Club Brugge,20,2004,5,0,56,36,9,23,50
be BEL,MF,Chelsea,20,2004,16,11,797,27,57,41,63
uy URU,DF,es Barcelona,25,1999,20,15,1277,72,63,43,54
fr FRA,DF,hr Dinamo Zagreb,26,1998,8,6,534,50,68,73,58
fi FIN,MF,fi HJK,19,2005,1,0,7,58,22,47,51
eng ENG,DF,Southampton,21,2003,1,0,12,22,21,11,13
nir NIR,MO,wls The New Saints,26,1997,6,5,431,49,33,25,71
eng ENG,MF,Aston Villa,30,1993,26,3,684,83,70,68,51
nir NIR,MO,sct Rangers,21,2003,7,0,190,53,28,38,68
sct SCO,FW,Southampton,28,1996,12,4,389,38,26,34,72
eng ENG,DF,be Union SG,25,1999,8,5,466,81,54,57,65
cm CMR,FW,lv FK Rīgas FS,20,2004,4,2,146,23,37,33,37
il ISR,DF,il Maccabi Tel Aviv,21,2003,3,3,270,38,43,53,67
fr FRA,MF,Lens,31,1993,16,13,1124,67,70,79,66
eng ENG,MF,Milan,28,1996,25,14,1318,50,50,66,34
ch SUI,MO,Augsburg,25,1998,19,12,976,61,60,65,44
nl NED,FW,nl AZ Alkmaar,19,2004,5,5,313,81,70,76,73
es ESP,MO,Osasuna,31,1993,36,30,2413,56,72,41,69
es ESP,MO,Osasuna,33,1991,25,7,775,31,44,47,50
fr FRA,MF,Auxerre,16,2008,5,0,66,20,22,27,32
pt POR,MF,pl Jagiellonia,29,1995,5,2,237,52,41,53,41
ao ANG,MF,Udinese,24,1999,20,4,608,56,60,65,74
pt POR,GK,Atalanta,36,1988,4,4,360,42,48,46,50
pt POR,GK,Betis,30,1994,17,17,1530,55,55,45,49
no NOR,FW,no Bodø/Glimt,28,1996,3,0,19,26,14,8,42
ua UKR,MO,Genoa,31,1993,9,4,383,31,86,37,67
ua UKR,GK,ua Dynamo Kyiv,22,2002,3,3,270,42,44,47,35
br BRA,MO,bg Ludogorets,23,2001,8,6,521,30,53,32,38
nir NIR,MO,wls The New Saints,31,1993,5,4,306,30,74,38,39
sct SCO,MF,Bournemouth,29,1995,29,27,2117,73,77,61,63
nl NED,DF,nl PSV Eindhoven,21,2002,11,10,858,79,58,50,73
sct SCO,MO,Southampton,30,1994,8,4,306,19,25,48,49
nl NED,MF,Liverpool,22,2002,46,46,3943,36,67,62,56
ie IRL,MF,Southampton,28,1996,24,18,1462,45,59,53,59
eng ENG,MO,Fulham,24,2000,16,7,580,82,74,68,77
eng ENG,MF,Brentford,21,2003,1,0,4,20,21,48,51
eng ENG,MF,Nott'ham Forest,26,1997,35,18,1915,56,40,32,60
jp JPN,MO,pl Legia Warsaw,27,1997,9,9,801,55,48,45,39
fr FRA,MO,Lille,34,1990,30,18,1394,67,86,83,68
fr FRA,GK,Lyon,28,1996,2,2,180,42,41,48,33
gp GLP,MO,Lens,21,2003,14,6,637,66,41,64,60
sk SVK,MO,sk Slovan Bratislava,33,1991,7,2,201,16,19,23,19
pt POR,DF,Manchester City,27,1997,34,30,2724,46,61,64,31
pt POR,DF,pl Legia Warsaw,25,1999,8,8,686,55,71,62,30
ro ROU,MF,Cagliari,28,1996,33,13,1406,78,77,58,33
tr TUR,MF,sct Rangers,23,2001,7,5,418,43,18,40,58
ma MAR,MF,Venezia,19,2005,3,0,30,50,39,58,6
ge GEO,DF,Empoli,20,2004,33,29,2539,27,35,34,49
ge GEO,DF,Torino,22,2002,1,0,3,22,13,9,13
fr FRA,DF,Bayern Munich,23,2000,16,7,697,66,90,85,26
fr FRA,DF,Lyon,19,2005,18,14,1102,56,57,78,45
il ISR,MF,il Maccabi Tel Aviv,29,1995,4,2,172,53,46,67,48
cm CMR,MO,cy AC Omonia,21,2003,8,1,177,74,26,77,61
gn GUI,DF,Strasbourg,22,2002,21,20,1817,54,38,33,47
br BRA,MO,hu Ferencváros,24,1999,10,5,444,49,22,54,58
tr TUR,MF,tr Beşiktaş,30,1994,7,0,135,63,63,63,67
tr TUR,MF,Wolfsburg,26,1998,25,6,774,42,61,56,71
nl NED,DF,Bologna,25,1998,43,41,3658,47,66,48,39
eng ENG,GK,Wolves,31,1993,7,7,630,55,55,48,53
nl NED,FW,nl Twente,27,1997,7,5,442,64,51,58,77
eg EGY,MF,Ipswich Town,32,1991,33,31,2751,43,54,37,52
ie IRL,DF,nir Larne FC,26,1998,5,4,382,26,18,36,68
tr TUR,DF,tr Fenerbahçe,30,1994,2,2,135,27,35,19,42
ie IRL,MO,Ipswich Town,28,1995,20,13,992,51,24,22,53
lr LBR,DF,cz Viktoria Plzeň,22,2001,11,11,969,48,40,38,89
at AUT,DF,at RB Salzburg,20,2004,7,7,616,40,42,49,75
pt POR,MO,pt Vitória,28,1996,6,1,185,68,53,22,66
pt POR,MF,Mallorca,23,2000,32,31,2649,40,50,44,68
es ESP,FW,pt Porto,20,2004,9,9,764,70,49,43,36
eng ENG,MO,Southampton,18,2006,11,3,348,73,59,54,41
de GER,MO,Bochum,20,2004,5,0,27,65,79,88,61
ng NGA,MO,Milan,25,1999,33,10,1205,72,79,92,49
se SWE,MF,Roma,24,2000,5,1,200,53,56,84,60
eng ENG,MF,Southampton,21,2003,7,2,283,94,48,86,43
cd COD,FW,Augsburg,26,1998,30,21,1636,55,47,56,55
fr FRA,DF,Lazio,30,1993,21,13,1184,67,40,49,55
fr FRA,MO,Le Havre,27,1996,6,0,84,32,72,38,60
eng ENG,MO,Bologna,20,2003,15,3,467,55,37,76,66
br BRA,MF,Atlético Madrid,24,1999,41,25,1964,82,72,88,45
be BEL,FW,Juventus,20,2004,30,9,935,63,84,69,70
eng ENG,MO,eng Chelsea,19,2005,4,1,107,21,59,24,49
it ITA,MF,Monza,25,1999,21,18,1468,74,42,72,38
it ITA,MF,Torino,22,2001,34,34,2825,41,46,39,39
it ITA,MF,Monza,20,2004,17,3,470,36,28,59,24
ma MAR,DF,hr Dinamo Zagreb,27,1996,3,3,270,22,21,17,41
no NOR,MF,Fulham,26,1998,31,26,2224,29,46,42,59
si SVN,MF,Udinese,26,1998,36,31,2308,69,64,62,44
si SVN,MF,ba Borac Banja Luka,26,1998,10,10,896,65,26,44,65
hr CRO,FW,hr Dinamo Zagreb,24,1999,7,5,496,52,26,22,73
ch SUI,MF,ch Young Boys,27,1996,7,6,518,27,30,32,56
es ESP,MO,Las Palmas,29,1995,31,25,2034,61,46,37,51
it ITA,MF,Newcastle Utd,24,2000,36,28,2630,72,63,56,49
fi FIN,MO,se Djurgården,24,1999,10,3,361,44,50,39,35
fi FIN,MO,fi HJK,26,1997,6,6,441,17,34,46,70
es ESP,MF,Villarreal,27,1996,35,30,2560,70,67,56,66
uy URU,DF,Wolves,25,1998,29,18,1687,33,27,17,53
ar ARG,FW,Bologna,19,2004,43,31,2630,50,56,41,49
mx MEX,FW,Milan,23,2001,21,13,1115,73,57,41,56
ar ARG,MF,gr Olympiacos,22,2001,9,8,703,61,49,47,73
uy URU,DF,Alavés,22,2002,25,20,1849,41,49,31,66
ar ARG,FW,Lecce,23,2001,36,22,1937,46,60,50,80
at AUT,MO,at LASK,27,1996,5,3,339,27,58,57,65
sa KSA,DF,Roma,25,1999,8,4,380,92,82,84,29
tn TUN,FW,nl Twente,24,2000,10,5,480,57,66,83,71
dz ALG,MO,Lyon,28,1995,20,12,1038,64,82,76,30
fr FRA,MO,Monaco,18,2006,3,1,97,20,23,37,11
gq EQG,DF,Torino,25,1999,32,32,2845,52,32,39,50
es ESP,MF,Sevilla,29,1994,24,17,1553,68,66,44,72
rs SRB,FW,rs TSC,32,1991,1,0,30,58,33,35,49
rs SRB,MF,Fulham,27,1996,30,28,2344,38,57,48,52
sct SCO,MO,St. Pauli,22,2001,12,0,116,42,18,43,45
sct SCO,DF,Las Palmas,27,1996,29,28,2466,32,30,41,44
sct SCO,MF,Manchester Utd,27,1996,36,33,2957,83,52,63,43
ba BIH,DF,Atalanta,31,1993,32,32,2536,71,81,72,50
nir NIR,MF,nir Larne FC,23,2000,5,4,365,42,61,56,72
eng ENG,MF,Newcastle Utd,26,1997,25,8,798,41,36,42,67
be BEL,DF,Wolfsburg,25,1999,15,8,788,68,44,20,52
co COL,DF,ba Borac Banja Luka,29,1995,9,9,840,58,64,71,86
se SWE,DF,se Elfsborg,32,1992,7,7,625,32,26,30,56
dk DEN,MF,se Malmö,24,2000,1,0,7,20,32,20,6
se SWE,MO,Strasbourg,22,2002,31,26,2107,60,76,49,37
dk DEN,DF,Genoa,20,2004,3,3,179,22,19,11,40
pl POL,MF,tr Fenerbahçe,25,1999,12,11,961,74,73,56,52
pl POL,DF,Torino,24,2000,31,22,1841,41,52,50,46
it ITA,MO,Empoli,22,2002,33,27,2331,63,44,30,56
it ITA,DF,Cagliari,27,1996,36,36,3240,54,49,36,38
be BEL,DF,be Cercle Brugge,19,2005,1,0,9,41,37,38,15
no NOR,FW,at Sturm Graz,21,2003,8,5,381,25,43,42,55
jp JPN,DF,nl AZ Alkmaar,26,1997,12,11,964,88,66,61,50
ci CIV,MF,Rennes,29,1995,16,9,844,75,78,81,34
fr FRA,MO,Strasbourg,22,2002,25,7,768,36,30,33,50
ma MAR,MF,Valladolid,27,1996,24,18,1376,65,52,54,46
nl NED,MF,nl Twente,22,2001,9,9,728,71,34,41,24
nl NED,FW,nl AZ Alkmaar,20,2004,2,0,11,17,22,10,30
tr TUR,FW,tr Beşiktaş,18,2005,8,3,416,56,68,64,54
it ITA,GK,Monza,22,2001,9,8,736,42,44,47,51
be BEL,DF,be Cercle Brugge,27,1997,5,5,450,36,41,35,72
be BEL,MF,Werder Bremen,25,1999,32,32,2733,28,40,30,68
fr FRA,MF,Paris S-G,18,2006,24,8,858,90,81,82,50
ml MLI,DF,cy AC Omonia,29,1994,7,7,630,51,43,50,44
kr KOR,DF,rs Red Star,25,1998,8,8,700,55,76,78,23
nl NED,DF,Brentford,22,2001,31,29,2586,51,38,45,52
tr TUR,FW,tr Başakşehir,32,1991,2,1,80,38,72,34,18
de GER,MO,Bayern Munich,29,1995,39,18,1794,80,79,79,48
fr FRA,DF,at Rapid Wien,25,1999,10,10,949,39,44,44,28
am ARM,DF,am FC Noah,19,2004,6,6,540,26,37,35,49
es ESP,DF,Leganés,32,1992,36,33,2957,56,34,31,53
es ESP,MF,es Betis,22,2001,47,30,2744,53,57,56,67
es ESP,MO,Valencia,27,1997,17,2,370,48,43,55,77
es ESP,DF,Villarreal,25,1999,35,34,2945,76,71,67,66
es ESP,MO,Mallorca,30,1993,38,34,2744,35,74,35,51
es ESP,DF,Barcelona,19,2005,5,2,207,22,43,37,48
es ESP,FW,Rayo Vallecano,33,1991,16,1,362,41,42,32,61
es ESP,DF,Espanyol,32,1992,12,6,664,33,21,17,43
es ESP,MF,Como,32,1992,13,8,696,47,69,56,52
es ESP,DF,Reims,26,1997,30,29,2523,73,66,66,35
es ESP,DF,Betis,21,2003,1,1,90,22,15,36,84
es ESP,FW,Rayo Vallecano,23,2001,23,14,1134,51,70,57,52
es ESP,MF,Celta Vigo,23,2000,23,19,1656,46,60,74,41
es ESP,MF,Real Sociedad,23,2000,43,33,3013,69,67,62,47
es ESP,GK,Osasuna,31,1993,37,37,3330,50,52,62,71
nl NED,GK,bg Ludogorets,34,1990,4,4,360,54,42,45,46
pe PER,MF,se Malmö,28,1995,6,5,425,72,63,56,63
es ESP,DF,Tottenham,27,1996,4,1,196,43,65,78,68
es ESP,MF,cy APOEL,34,1990,8,8,696,40,61,39,49
es ESP,MF,Las Palmas,19,2005,2,1,96,30,27,34,37
md MDA,MO,Torino,18,2006,5,0,152,51,48,47,56
md MDA,MO,md Petrocub,33,1991,6,6,527,37,28,34,67
gn GUI,FW,Dortmund,28,1996,44,41,3681,73,66,37,53
gn GUI,MF,Leganés,23,2001,34,31,2435,57,48,53,49
sct SCO,DF,nir Larne FC,27,1997,6,5,450,25,22,14,52
ga GAB,MO,Toulouse,24,2000,30,11,1186,58,43,54,48
sr SUR,MO,Real Sociedad,29,1995,32,16,1511,56,52,66,34
jp JPN,FW,Gladbach,20,2004,6,0,60,85,20,33,33
xk KVX,FW,ch Lugano,23,2000,2,2,152,30,67,39,37
eng ENG,MO,gr PAOK,20,2004,6,0,68,65,79,64,48
eng ENG,MF,Chelsea,16,2007,5,1,120,44,16,33,57
jp JPN,MO,Holstein Kiel,24,1999,32,23,1953,68,48,34,37
fr FRA,FW,Angers,17,2006,7,3,324,25,33,48,62
be BEL,MF,St. Pauli,26,1998,15,12,969,50,35,37,61
be BEL,DF,sk Slovan Bratislava,24,2000,3,3,255,47,53,52,34
ml MLI,DF,pt Braga,25,1999,6,6,436,65,34,35,53
cd COD,FW,rs Red Star,25,1998,8,8,618,46,54,69,65
ch SUI,DF,Mainz 05,31,1993,27,3,504,60,69,53,50
es ESP,MF,Girona,19,2005,5,3,241,34,21,52,77
md MDA,GK,md Petrocub,21,2002,6,6,540,42,42,43,53
cg CGO,FW,Monza,28,1996,15,10,812,33,28,39,48
be BEL,MO,cz Slavia Prague,22,2002,7,5,368,41,26,39,83
ci CIV,MO,Brighton,22,2002,29,12,1097,64,55,77,61
fr FRA,MO,Montpellier,19,2005,2,0,9,33,10,38,6
se SWE,MF,se Elfsborg,31,1993,8,8,720,51,46,41,48
be BEL,GK,be Club Brugge,36,1988,12,12,1080,51,48,58,37
hr CRO,GK,il Maccabi Tel Aviv,31,1993,1,1,90,42,50,48,33
ch SUI,MF,Parma,23,2001,37,36,2989,65,46,55,33
it ITA,MF,Udinese,18,2006,9,0,116,48,48,65,43
it ITA,GK,Hellas Verona,29,1995,2,2,180,42,41,40,48
it ITA,GK,Cagliari,28,1996,14,14,1260,50,43,42,47
it ITA,MO,Como,32,1992,9,0,115,49,65,78,51
ci CIV,DF,Auxerre,23,2001,23,22,1945,63,48,42,56
wls WAL,MF,wls The New Saints,26,1998,4,1,79,51,38,50,51
de GER,MO,Heidenheim,28,1996,35,9,1274,46,50,51,42
za RSA,DF,ro FCSB,27,1997,9,9,704,34,18,27,66
fr FRA,MF,Werder Bremen,22,2002,12,1,236,30,29,30,79
ma MAR,MF,be Union SG,30,1993,5,3,234,70,89,91,60
fr FRA,MO,Nice,24,2000,35,13,1471,68,85,52,72
ma MAR,MF,Fiorentina,27,1996,12,12,1110,24,59,40,37
eng ENG,MO,Brighton,30,1994,8,1,168,45,44,60,78
ng NGA,MO,cz Mladá Boleslav,22,2001,2,2,169,36,73,59,53
es ESP,DF,bg Ludogorets,30,1994,7,7,614,50,54,71,36
kr KOR,FW,Tottenham,32,1992,40,33,2778,74,90,85,41
no NOR,MF,no Bodø/Glimt,21,2003,8,0,105,36,49,67,62
no NOR,MF,no Bodø/Glimt,27,1997,14,5,508,63,42,57,71
no NOR,MO,no Molde,17,2006,5,1,135,43,52,85,74
no NOR,FW,no Bodø/Glimt,28,1995,8,1,195,45,71,77,54
wls WAL,MO,Nantes,24,1999,25,15,1321,42,67,48,47
fr FRA,MF,gr PAOK,30,1994,2,2,122,22,45,38,28
fr FRA,DF,Udinese,21,2003,12,11,733,70,50,55,46
fr FRA,DF,Brest,20,2003,15,12,1074,40,36,31,37
fr FRA,MF,Monaco,20,2003,28,14,1312,50,61,45,74
ba BIH,MF,ba Borac Banja Luka,31,1992,6,4,414,28,39,44,36
be BEL,MO,Sevilla,19,2005,14,3,284,49,53,64,72
kz KAZ,DF,kz Astana FK,23,2001,2,2,158,53,57,75,42
sk SVK,MF,Napoli,29,1994,32,31,2636,29,54,46,46
hr CRO,MF,Valladolid,27,1996,26,19,1729,25,29,28,66
fr FRA,DF,Hoffenheim,25,1999,27,21,1740,40,55,57,58
il ISR,DF,il Maccabi Tel Aviv,21,2003,5,4,375,55,45,48,65
es ESP,MF,at RB Salzburg,19,2004,20,13,1174,48,39,38,61
de GER,DF,Mainz 05,32,1991,18,15,1436,47,48,34,55
rs SRB,FW,cy APOEL,31,1992,2,2,150,34,50,42,40
rs SRB,MF,Montpellier,19,2005,7,2,242,23,32,25,78
ch SUI,DF,hu Ferencváros,27,1997,10,9,811,42,53,43,58
at AUT,MF,at Sturm Graz,33,1991,6,0,35,31,19,20,73
rs SRB,MF,rs TSC,30,1994,8,8,696,37,42,48,73
at AUT,DF,Gladbach,31,1992,21,6,757,75,54,77,64
rs SRB,DF,Monza,20,2004,7,3,367,35,33,48,44
ba BIH,FW,ba Borac Banja Luka,17,2006,1,0,3,17,14,15,12
rs SRB,DF,be Gent,34,1990,5,5,450,35,46,34,71
de GER,GK,Manchester City,31,1992,15,14,1280,42,54,55,47
rs SRB,MF,lv FK Rīgas FS,31,1992,8,8,720,38,46,26,86
at AUT,DF,Bologna,27,1997,27,18,1716,59,64,71,66
mk MKD,DF,hr Dinamo Zagreb,32,1992,8,7,651,46,68,53,37
at AUT,MO,ba Borac Banja Luka,30,1994,10,10,887,37,56,48,31
de GER,MO,Heidenheim,30,1994,13,0,247,38,31,12,24
at AUT,MF,gr PAOK,33,1990,9,4,396,78,50,52,76
ro ROU,GK,ro FCSB,24,2000,11,11,990,48,41,41,51
nl NED,DF,Inter,32,1992,34,25,2323,61,45,40,51
it ITA,DF,Genoa,31,1993,34,23,2058,51,71,54,43
it ITA,MF,Monza,28,1995,12,2,274,77,67,72,64
it ITA,GK,Monza,22,2001,30,30,2676,52,43,47,43
gh GHA,DF,ch St. Gallen,25,1998,2,2,115,49,45,31,72
it ITA,MF,Roma,31,1992,40,15,1473,85,67,83,38
ca CAN,MF,pt Porto,27,1996,8,8,628,68,74,53,58
sct SCO,DF,sct Hearts,30,1994,2,2,172,36,45,35,33
eng ENG,FW,Leicester City,26,1998,30,16,1615,56,75,79,70
me MNE,MO,cy AC Omonia,34,1989,2,2,180,50,52,24,76
0,DF,pl Legia Warsaw,26,1998,10,10,903,66,37,30,53
