Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
sct Celtic,10,1.4,1.46,9.4,3.7,0.1,0.2,17.2,2.5,464.5,545.4,196.0,217.7,236.9,263.5,28.8,51.5,1.0,1.01,0.98,7.5,32.8,6.4,0.5,33.7,14.7,33.5,20.1,10.4,9.3,7.1,3.7,10.2,17.4,7.2,11.5,9.7,24.6,0.9,656.5,80.3,245.8,285.6,130.7,18.1,656.3,14.6,6.7,389.3,14.7,10.0,3.9,12.5,6.7,460.7,33.5,1.0,0.1,0.0,9.2,7.9,1.8,0.2,0.3,0.1,37.4,10.1,9.7,3.7,1.7,5.4,3.8,0.3,0.3,0.2,0.0,0.1,1.73,2.4,5.9,33.2,4.3,6.6,15.6,0.2,0.5,19.8,19.2,115.4,19.7,28.9,20.6,0.1,-0.04,51.01,85.17,90.03,89.91,55.92,54.93,45.89,0.02,70.37,40.68,1.28
sct Hearts,6,0.83,1.23,11.0,3.5,0.0,0.17,19.67,1.5,373.33,499.83,147.83,180.83,180.33,215.17,36.0,78.83,0.17,0.78,0.92,7.67,25.5,7.83,1.67,36.17,14.5,35.5,20.0,13.33,6.83,10.5,2.67,8.83,18.0,9.17,11.5,9.67,17.67,0.0,610.67,47.5,175.0,299.67,141.33,21.67,610.5,16.33,8.0,335.0,14.5,11.67,2.5,14.5,10.83,370.5,35.5,1.83,0.0,0.0,11.67,12.5,1.0,0.0,0.33,0.0,46.67,23.33,22.33,6.83,1.5,3.83,2.33,0.17,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.67,25.33,121.67,21.17,33.67,22.17,0.0,-0.33,51.08,74.69,81.75,83.81,45.67,58.32,48.99,-inf,60.84,0.0,0.0
sct Rangers,12,1.58,1.52,13.42,5.42,0.0,0.0,22.58,2.5,308.5,408.17,130.92,155.33,128.92,152.42,38.25,76.08,1.17,1.0,0.54,9.5,23.58,6.42,1.17,28.92,16.08,28.75,18.08,10.83,9.42,7.5,1.17,8.0,18.25,10.25,15.58,10.5,32.08,0.42,538.75,71.5,206.33,233.25,106.92,19.42,538.75,20.67,10.5,262.42,16.08,10.92,5.0,16.08,7.83,305.92,28.75,2.5,0.08,0.0,13.17,9.42,1.83,0.0,0.17,0.08,50.0,14.08,13.08,4.92,1.25,3.58,2.33,0.25,0.17,0.08,0.08,0.0,1.22,6.42,18.08,26.25,3.67,8.25,17.92,0.92,0.67,27.17,23.92,102.5,25.08,32.0,18.83,0.08,0.04,51.82,75.58,84.29,84.58,50.28,51.83,50.8,-0.02,65.08,35.51,5.13
se Djurgården,12,1.58,1.35,13.83,5.25,0.08,0.08,23.33,2.83,383.67,476.83,186.92,210.17,157.17,180.08,27.17,58.75,1.0,1.06,1.26,10.17,29.83,7.33,0.92,38.08,15.58,37.58,16.75,9.92,6.92,7.58,2.25,8.83,15.75,6.92,11.75,8.67,29.0,0.67,599.58,61.5,184.92,275.67,146.33,21.5,599.5,16.33,7.25,342.58,15.58,15.08,3.92,15.08,9.67,380.92,37.58,2.33,0.08,0.0,14.17,12.25,1.83,0.0,0.0,0.17,45.25,10.92,11.42,7.83,1.25,3.33,2.25,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,24.75,128.83,26.17,33.67,18.75,0.0,0.17,48.9,80.46,88.94,87.28,46.25,57.69,44.4,-inf,67.57,0.0,0.0
se Elfsborg,8,1.12,0.91,6.5,2.12,0.25,0.25,10.75,1.62,220.0,317.25,90.25,109.75,95.62,116.75,26.25,67.75,0.88,0.52,0.59,4.12,17.5,4.38,1.25,22.0,8.75,22.0,18.25,11.25,9.12,7.12,2.0,9.88,22.25,12.38,14.25,13.25,32.75,0.25,441.75,86.12,202.88,166.25,78.88,12.25,441.5,16.88,6.75,207.62,8.75,7.62,2.12,13.5,8.75,218.12,22.0,1.62,0.12,0.0,12.62,7.12,1.75,0.0,0.12,0.25,46.62,10.38,12.62,3.38,1.75,5.75,4.25,0.38,0.12,0.12,0.0,0.0,1.75,4.88,22.75,26.5,4.0,8.5,21.75,1.12,0.62,23.0,22.25,74.75,12.38,20.0,21.12,0.0,0.23,45.13,69.35,82.23,81.9,38.75,52.17,39.99,0.0,73.91,21.45,5.15
se Malmö,8,1.25,1.5,12.88,3.88,0.12,0.25,22.62,2.0,399.38,503.75,220.25,244.0,135.38,163.75,27.0,56.12,0.75,1.02,1.1,9.38,29.25,10.62,2.75,38.25,13.62,38.0,15.62,8.88,6.88,5.5,3.25,6.88,13.5,6.62,10.5,5.62,21.25,1.0,607.5,60.25,194.62,252.75,164.75,24.0,607.25,17.88,8.0,352.62,13.62,10.25,4.25,15.38,10.5,395.62,38.0,2.75,0.12,0.12,11.5,11.62,1.5,0.12,0.5,0.0,40.5,11.62,13.12,10.62,2.12,4.62,2.5,0.0,0.5,0.38,0.0,0.12,1.56,1.62,9.88,20.0,3.75,7.0,14.0,0.75,0.5,24.75,25.88,127.88,24.62,41.62,15.75,0.12,-0.17,46.95,79.28,90.27,82.67,48.11,54.12,44.74,-0.36,54.11,16.4,5.36
si NK Celje,12,2.0,1.82,12.42,4.5,0.17,0.33,23.08,3.5,405.75,489.08,158.5,177.42,190.75,212.08,48.67,76.25,1.0,1.22,1.42,9.33,30.17,8.17,2.0,36.0,18.58,35.42,15.0,8.08,7.42,6.17,1.42,6.58,15.67,9.08,9.25,9.42,22.17,0.25,593.17,62.25,196.42,257.67,144.58,23.08,592.83,15.67,7.58,351.17,18.58,14.08,5.08,13.92,7.75,401.25,35.42,1.92,0.0,0.0,13.42,12.83,1.33,0.33,0.17,0.0,38.92,11.17,10.5,6.75,2.0,4.92,2.83,0.17,0.17,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,21.67,125.42,26.58,38.33,14.67,0.08,0.1,51.55,82.96,89.34,89.94,63.83,47.8,48.37,-inf,57.52,0.0,0.0
si Olimpija,8,0.88,1.23,11.38,3.0,0.0,0.12,19.88,1.62,354.75,451.75,126.0,147.88,172.62,198.5,46.62,81.75,0.25,0.86,0.65,7.5,27.62,6.75,2.12,36.0,16.25,35.5,17.38,11.12,9.0,6.0,2.38,6.12,13.0,6.88,9.75,9.75,32.5,0.62,580.5,65.75,205.75,261.38,120.12,19.25,580.38,19.12,8.5,325.12,16.25,11.25,3.0,17.38,10.12,350.5,35.5,2.62,0.25,0.0,15.0,13.75,1.25,0.12,0.25,0.0,42.25,16.25,15.0,3.0,0.88,4.25,3.12,0.62,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,27.5,123.25,21.5,31.12,17.25,0.25,-0.28,52.0,78.53,85.2,86.96,57.03,56.75,44.46,-inf,73.41,0.0,0.0
sk Slovan Bratislava,8,0.88,0.9,7.62,2.25,0.12,0.12,13.38,1.5,296.5,384.0,141.0,161.88,113.0,133.62,27.12,56.25,0.62,0.56,0.31,5.62,21.0,3.5,0.12,24.62,11.88,24.38,16.5,10.5,10.12,5.0,1.38,8.0,17.62,9.62,14.12,12.25,34.12,0.88,506.88,88.88,231.38,202.0,79.25,12.5,506.75,19.62,8.25,265.5,11.88,6.5,3.5,12.88,7.5,294.88,24.38,2.12,0.12,0.12,9.0,12.75,1.5,0.12,0.25,0.0,41.25,8.5,9.0,3.12,3.38,8.0,4.5,0.0,0.25,0.12,0.12,0.0,2.95,4.25,12.62,19.62,4.88,10.0,20.38,1.38,0.0,17.5,20.38,85.25,14.88,19.62,18.5,0.12,-0.02,48.57,77.21,87.1,84.57,48.21,54.22,42.05,-0.15,56.25,33.68,6.77
tr Başakşehir,6,1.5,1.63,13.17,4.5,0.17,0.17,22.5,2.0,384.33,487.17,157.67,184.83,167.67,191.17,43.33,76.67,0.17,0.88,0.97,9.83,24.83,8.17,2.5,33.83,16.17,32.67,16.83,9.67,7.83,6.33,2.67,6.5,12.5,6.0,12.17,10.67,25.5,0.33,611.17,63.5,192.83,293.0,133.17,23.67,611.0,17.83,7.5,339.83,16.17,12.67,4.67,16.17,8.67,379.0,32.67,3.0,0.0,0.0,11.33,13.5,1.5,0.0,0.0,0.0,45.5,15.5,14.83,7.67,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33,24.83,115.33,24.5,39.0,16.17,0.0,-0.08,51.1,78.89,85.31,87.71,56.51,55.13,42.06,-inf,66.67,0.0,0.0
tr Beşiktaş,8,1.25,1.64,12.5,4.38,0.12,0.38,23.25,2.38,420.38,513.75,190.12,211.5,185.38,211.0,37.88,69.12,0.88,0.8,0.99,9.38,31.12,6.38,0.62,33.88,18.0,33.75,19.62,11.38,10.25,6.38,3.0,9.5,16.88,7.38,13.12,11.25,22.88,0.62,629.12,76.62,221.25,278.75,136.12,19.38,628.75,18.38,10.0,356.75,18.0,15.12,4.25,15.75,10.62,417.88,33.75,3.25,0.0,0.0,10.62,9.88,1.25,0.12,0.12,0.0,47.5,11.12,10.5,7.25,1.88,6.12,4.25,0.12,0.12,0.12,0.0,0.0,2.25,3.12,12.0,26.38,5.88,7.5,13.62,0.88,0.25,21.62,26.38,119.38,25.62,30.62,20.88,0.0,-0.24,51.43,81.83,89.89,87.86,54.8,57.21,54.41,0.16,69.44,26.0,6.46
tr Fenerbahçe,12,1.33,1.35,10.67,3.58,0.0,0.08,19.42,2.17,410.17,522.08,166.92,191.0,196.0,226.67,42.0,80.08,1.08,1.12,1.28,8.58,30.92,9.25,3.17,42.83,13.08,42.58,18.75,10.92,10.08,7.17,1.5,9.5,18.5,9.0,11.67,11.25,22.67,1.08,636.17,67.25,212.42,294.42,133.92,21.08,636.08,15.58,6.25,359.33,13.08,8.92,3.0,15.75,6.92,407.0,42.58,3.58,0.17,0.17,12.67,15.83,1.67,0.08,0.08,0.0,46.42,15.17,16.0,4.58,1.33,5.75,4.33,0.25,0.08,0.0,0.08,0.0,1.88,5.75,17.08,32.5,4.92,5.75,14.08,1.25,1.25,31.17,22.67,141.08,21.58,36.5,20.42,0.08,-0.01,48.67,78.56,87.39,86.47,52.45,54.82,40.12,0.29,75.3,33.67,8.88
tr Galatasaray,10,2.0,2.17,19.9,7.0,0.1,0.1,36.0,3.3,465.1,572.8,222.2,249.3,190.3,223.4,41.9,72.0,1.2,1.49,1.53,14.6,35.5,12.3,4.3,51.3,18.3,51.0,19.6,12.2,8.0,8.7,2.9,10.0,17.7,7.7,12.0,10.2,19.8,0.4,691.4,58.5,182.0,331.8,183.7,28.6,691.3,16.7,8.3,423.9,18.3,15.8,4.9,12.0,8.3,460.9,51.0,2.4,0.1,0.1,10.9,11.7,2.4,0.1,0.2,0.0,49.7,14.7,8.9,7.1,2.2,5.4,3.2,0.0,0.2,0.2,0.0,0.0,2.35,3.9,8.6,29.6,4.0,4.2,9.9,0.7,1.2,23.6,20.3,171.6,39.3,50.1,22.2,0.0,-0.08,62.29,81.2,89.13,85.18,58.19,59.52,49.7,0.06,59.26,45.35,7.07
ua Dynamo Kyiv,8,0.62,0.6,8.62,2.75,0.0,0.0,16.38,1.12,417.75,511.88,177.5,198.75,184.75,210.25,41.62,72.0,0.5,0.46,0.62,6.88,29.38,7.75,1.88,33.75,15.62,33.62,15.5,9.62,8.62,5.75,1.12,7.62,15.5,7.88,12.38,9.75,26.25,0.88,623.5,79.12,231.12,262.5,135.38,19.62,623.5,16.88,6.88,352.25,15.62,13.75,4.12,12.5,9.75,413.38,33.62,2.25,0.25,0.0,10.38,11.38,1.88,0.0,0.38,0.0,44.25,10.5,13.62,6.5,2.25,7.25,4.88,0.12,0.38,0.25,0.12,0.0,2.41,4.0,13.75,33.0,5.38,4.88,16.25,0.38,0.88,24.12,22.25,116.62,17.5,33.38,17.25,0.12,0.03,43.53,81.61,89.31,87.87,57.81,55.61,40.76,0.07,67.31,29.09,2.34
ua Shakhtar,8,1.0,1.01,9.25,2.5,0.12,0.25,15.5,1.5,372.38,455.25,168.38,184.88,154.62,174.75,38.75,69.38,0.62,0.65,0.66,6.62,22.62,5.75,1.75,24.38,12.88,24.12,16.25,9.75,9.75,4.38,2.12,7.5,18.38,10.88,12.12,10.38,24.0,1.0,566.88,85.38,250.38,216.75,104.12,17.12,566.62,20.0,10.38,314.75,12.88,8.5,4.12,12.0,7.38,367.0,24.12,1.62,0.12,0.0,10.62,9.0,1.25,0.25,0.25,0.12,41.25,9.5,13.0,3.12,2.0,6.5,4.5,0.25,0.25,0.12,0.12,0.0,2.15,5.75,16.38,38.88,4.25,6.75,17.62,2.0,0.5,22.5,19.38,85.5,17.0,28.75,17.25,0.12,-0.01,42.22,81.8,91.08,88.48,55.85,49.81,51.9,0.07,69.23,35.1,11.35
wls The New Saints,6,0.83,0.9,8.33,2.5,0.17,0.17,15.17,1.5,290.17,376.67,122.83,139.83,124.67,148.5,34.83,71.33,0.67,0.53,0.52,6.0,16.0,4.5,2.83,18.33,12.83,18.17,20.67,13.67,12.83,6.83,1.0,9.0,17.67,8.67,14.33,9.33,32.5,0.5,494.0,82.17,231.67,186.67,83.17,12.83,493.83,15.0,7.83,275.67,12.83,11.83,1.83,11.33,7.83,287.83,18.17,1.33,0.0,0.0,10.0,9.0,0.0,0.0,0.17,0.0,39.67,9.17,10.83,5.17,1.67,6.83,5.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.17,67.5,16.67,22.0,22.67,0.0,-0.08,45.85,77.04,87.84,83.95,48.83,59.13,52.2,-inf,75.7,0.0,0.0
