Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Brescia,26.2,38,1.03,1.12,13.61,4.11,0.05,0.05,23.82,1.84,313.37,414.08,111.97,133.39,147.84,176.39,44.21,80.55,9.74,28.13,7.58,3.68,32.24,14.24,31.87,16.53,9.74,8.32,6.24,1.97,7.87,16.08,8.21,12.13,7.66,27.37,0.24,531.05,60.05,182.58,228.29,126.08,21.42,531.0,13.05,5.42,255.42,9.74,3.11,15.03,7.53,310.11,2.39,0.05,0.0,14.03,14.39,1.42,0.05,0.24,0.03,38.5,19.66,19.16,1.26,4.45,3.18,0.29,0.24,0.13,0.03,0.08,1.24,5.18,12.34,22.29,3.89,7.37,16.05,1.13,0.63,38.82,22.55,78.34,25.66,35.79,17.61,0.11,46.6,-0.08,50.64,75.68,83.94,83.81,54.89,54.0,41.53,-0.02,71.46,41.98,7.04
Bristol City,25.6,46,1.28,1.29,12.89,3.98,0.07,0.07,23.02,2.28,371.37,485.59,158.5,183.13,170.46,202.91,34.2,75.87,10.0,33.52,8.33,2.24,38.61,15.8,38.26,16.41,10.59,6.59,7.76,2.07,7.72,14.74,7.02,10.24,7.7,25.22,0.39,596.87,52.7,165.85,277.07,158.91,23.0,596.8,13.13,5.48,320.61,10.61,4.98,14.17,8.37,368.91,1.67,0.07,0.02,10.22,10.8,1.67,0.07,0.04,0.0,40.65,18.41,16.59,1.2,3.74,2.54,0.22,0.04,0.04,0.0,0.0,1.19,5.13,16.74,24.41,4.74,6.8,12.07,0.8,1.72,35.0,22.54,92.67,25.3,38.54,18.3,0.0,51.0,-0.01,52.6,76.48,86.55,84.01,45.08,58.78,41.74,-0.01,67.91,30.65,6.63
Burnley,24.9,46,1.43,1.25,12.11,3.7,0.09,0.09,21.33,2.46,439.37,537.04,187.37,208.39,203.48,230.59,39.65,75.28,9.04,30.87,7.54,1.98,37.8,17.26,37.54,15.2,9.13,6.46,6.74,2.0,7.28,13.2,5.91,9.65,7.33,23.0,0.37,643.15,63.63,209.11,289.48,149.35,22.17,643.07,16.43,7.09,363.74,11.39,5.15,14.7,8.91,435.3,1.83,0.07,0.02,11.52,11.54,1.41,0.07,0.04,0.0,38.63,12.57,14.8,0.35,2.33,1.93,0.65,0.04,0.0,0.04,0.0,0.61,3.26,12.65,31.89,4.3,6.72,11.74,0.7,1.09,27.37,23.61,92.61,23.78,36.85,16.41,0.04,56.6,0.14,45.93,81.81,89.91,88.24,52.67,57.78,43.15,0.43,82.83,25.77,5.96
CF Montréal,24.7,34,1.35,1.29,10.5,3.68,0.12,0.12,18.97,2.47,460.29,549.79,218.88,240.5,195.18,220.15,34.82,63.56,7.97,30.76,6.53,1.32,36.21,15.15,35.82,14.29,9.12,7.26,5.38,1.65,7.21,13.62,6.41,10.85,8.26,21.09,0.38,651.06,75.44,240.74,287.32,127.5,16.76,650.94,13.85,6.59,391.85,12.56,3.26,14.85,7.44,457.44,2.21,0.09,0.03,11.71,10.26,1.5,0.12,0.15,0.03,45.47,8.79,10.41,1.88,5.35,3.5,0.24,0.15,0.15,0.0,0.0,1.89,2.26,8.65,30.06,6.74,8.12,15.5,0.79,1.32,19.21,22.29,87.18,21.44,27.88,16.32,0.0,50.1,0.05,45.76,83.72,91.01,88.66,54.78,58.51,47.58,0.01,65.42,26.13,5.1
Caracas,23.8,6,0.5,0.45,7.17,2.0,0.0,0.0,11.67,0.83,235.0,330.83,107.33,128.33,94.17,121.67,28.0,63.33,5.17,16.33,1.67,0.17,21.17,10.0,20.5,17.17,10.83,10.67,4.83,1.67,7.67,16.33,8.67,11.67,8.33,23.5,0.0,447.0,64.67,183.33,192.83,75.5,8.0,447.0,18.5,6.83,204.33,8.33,2.33,15.5,8.83,233.33,1.17,0.33,0.0,12.83,10.67,2.33,0.0,0.0,0.0,41.83,11.83,12.17,3.17,6.67,3.5,0.0,0.0,0.0,0.0,0.0,2.12,4.0,13.5,15.0,3.83,12.5,20.5,0.17,0.33,24.0,24.33,51.67,12.5,12.17,18.5,0.0,34.8,0.11,49.29,71.03,83.64,77.4,44.21,55.22,36.92,-0.5,52.47,29.63,0.83
Cardiff City,26.7,46,1.0,1.03,12.2,4.02,0.02,0.04,20.85,1.7,316.8,425.24,138.91,162.48,135.96,167.89,34.96,72.43,8.78,26.85,5.93,2.04,32.48,14.13,32.15,17.67,11.15,8.3,6.89,2.48,8.33,14.61,6.28,10.24,8.07,26.0,0.37,538.67,58.3,179.72,235.24,129.28,18.43,538.63,15.8,7.72,275.87,9.72,3.93,14.61,8.57,314.33,1.72,0.09,0.0,11.78,10.54,2.04,0.04,0.09,0.09,38.39,18.54,17.43,1.59,4.2,2.67,0.17,0.09,0.07,0.02,0.0,1.42,4.41,15.39,23.3,2.96,7.57,12.35,0.48,1.26,35.98,23.17,78.76,22.54,30.35,19.48,0.02,46.8,-0.03,51.53,74.5,85.49,80.98,48.27,60.35,48.86,-0.12,63.57,28.65,3.89
Carrarese,25.9,38,1.03,1.06,11.34,3.45,0.08,0.11,20.42,1.92,327.45,430.76,132.11,154.26,141.05,167.97,38.5,72.45,8.82,21.03,7.39,2.87,28.58,15.05,28.29,13.95,8.16,7.13,5.55,1.26,6.08,12.92,6.84,10.74,6.74,27.39,0.24,542.53,65.03,197.03,237.13,113.95,17.68,542.42,17.03,7.5,302.34,11.21,3.18,14.03,7.58,324.32,2.37,0.13,0.03,14.42,12.97,1.45,0.08,0.21,0.0,38.47,18.68,18.03,1.29,4.5,3.18,0.34,0.21,0.18,0.03,0.0,1.43,5.63,14.39,27.21,3.18,8.89,15.37,1.08,0.79,36.71,21.61,71.92,22.34,31.13,14.24,0.03,49.1,-0.03,50.89,76.02,85.64,83.97,53.14,53.0,44.04,0.1,70.67,39.12,7.03
Casa Pia,26.8,34,1.06,0.98,9.24,2.88,0.12,0.12,16.38,1.85,306.24,405.62,126.71,148.85,137.15,163.38,35.71,73.62,6.5,22.65,4.41,1.44,28.24,11.68,27.97,14.62,8.91,7.21,5.41,2.0,7.59,13.68,6.09,10.71,8.74,26.68,0.85,516.88,70.09,201.38,222.88,98.65,14.53,516.76,15.18,7.24,277.44,6.97,2.91,16.15,6.26,302.88,2.71,0.15,0.06,14.82,11.5,1.21,0.12,0.24,0.03,41.12,14.68,14.88,1.29,4.79,3.53,0.21,0.24,0.21,0.0,0.03,1.34,3.53,13.35,26.15,4.82,8.29,14.76,1.12,0.79,29.56,22.41,67.88,18.24,23.29,16.5,0.03,46.7,0.08,49.66,75.5,85.13,83.95,48.51,58.3,47.69,0.04,73.7,26.44,7.59
Catanzaro,28.0,38,1.32,1.05,11.5,3.66,0.05,0.11,21.18,2.29,404.63,491.16,180.16,198.61,180.21,206.39,37.79,67.5,8.79,28.87,7.16,2.37,35.18,13.74,34.95,10.13,6.03,5.21,3.58,1.34,4.47,9.79,5.32,8.42,7.79,24.45,0.47,589.45,72.63,217.45,253.47,122.95,18.13,589.34,12.21,5.84,365.55,10.92,2.79,14.03,6.97,398.68,2.08,0.11,0.05,12.11,15.18,1.16,0.11,0.13,0.05,33.26,13.05,11.63,1.18,3.95,2.82,0.34,0.13,0.11,0.0,0.03,1.23,5.24,12.29,36.45,2.84,8.18,15.82,0.97,1.05,24.68,21.0,83.87,23.47,30.45,10.5,0.03,55.1,0.26,52.88,82.38,90.71,87.32,55.99,52.71,47.83,0.04,71.39,42.64,6.13
Cen. Córdoba–SdE,24.8,27,1.04,1.03,11.48,3.3,0.11,0.15,20.63,1.78,347.33,457.15,147.81,171.19,152.59,183.11,39.81,77.89,8.52,30.19,5.22,1.52,39.78,14.93,39.33,18.07,11.37,8.33,8.11,1.63,7.85,17.41,9.56,10.44,8.85,19.15,0.22,572.85,50.3,167.59,296.41,115.11,15.48,572.7,20.96,9.11,290.7,11.63,3.41,17.67,9.96,344.07,2.15,0.15,0.0,12.37,11.7,1.59,0.11,0.11,0.0,47.85,12.48,15.19,1.33,4.22,2.85,0.22,0.11,0.07,0.04,0.0,1.23,3.7,12.15,19.67,4.59,7.11,11.96,0.89,0.85,27.67,27.63,94.04,22.41,25.63,19.22,0.04,52.4,0.01,45.1,75.98,86.34,83.33,51.11,54.17,43.46,-0.08,67.54,30.45,7.44
Cercle Brugge,23.2,30,0.97,1.35,13.6,4.33,0.07,0.1,22.83,1.7,246.73,387.13,93.47,129.33,114.97,159.8,30.87,76.63,9.33,29.03,7.47,2.0,39.13,12.97,38.7,20.33,13.23,8.27,8.6,3.47,10.87,20.67,9.8,15.73,10.23,27.7,0.27,524.33,44.43,125.87,250.43,155.07,24.73,524.23,19.3,9.2,274.83,13.97,3.77,18.8,10.8,243.2,1.73,0.17,0.0,10.87,11.07,1.97,0.1,0.1,0.0,49.87,25.07,27.53,1.47,4.47,2.97,0.23,0.1,0.07,0.03,0.0,1.68,5.87,20.4,20.83,1.83,5.97,11.7,0.37,2.07,52.6,29.6,90.8,24.53,37.97,24.1,0.03,45.7,-0.28,47.66,63.73,72.27,71.95,40.28,58.78,47.67,0.12,66.44,28.77,3.16
Cerro Porteño,28.8,6,0.67,0.57,10.33,3.0,0.0,0.0,16.0,1.33,230.33,332.17,88.83,112.0,95.5,122.17,37.0,75.33,6.17,22.67,6.33,2.67,24.5,11.33,24.33,18.17,12.33,10.17,6.0,2.0,7.5,17.33,9.83,13.17,7.0,21.33,0.5,436.67,47.67,157.0,192.5,92.67,13.17,436.67,12.5,6.0,188.0,6.83,1.5,14.5,8.0,229.17,3.33,0.33,0.17,14.83,11.83,1.83,0.0,0.17,0.0,43.0,13.5,13.83,0.83,3.67,2.83,0.33,0.17,0.17,0.0,0.0,1.05,6.83,17.17,18.83,2.33,8.0,12.83,0.67,0.5,27.33,22.5,60.17,17.33,23.67,19.83,0.0,38.8,0.18,49.4,69.34,79.31,78.17,49.12,55.86,48.0,0.21,77.11,39.78,5.22
Cesena,26.0,38,1.16,1.13,11.55,3.89,0.16,0.18,20.11,1.92,360.05,453.95,157.58,177.11,162.5,186.66,33.05,66.95,8.05,24.05,6.66,1.89,31.11,13.84,30.74,14.13,8.45,7.08,4.87,2.18,6.29,12.84,6.55,9.39,7.05,25.24,0.11,562.32,58.66,200.82,247.39,120.61,18.03,562.13,15.24,6.74,292.61,10.08,3.66,14.53,8.42,357.5,2.66,0.13,0.05,15.13,14.11,2.18,0.11,0.11,0.11,37.05,12.21,14.45,1.24,3.63,2.42,0.29,0.11,0.03,0.08,0.0,1.19,1.92,9.63,20.37,5.29,7.13,13.34,0.76,0.87,26.66,22.95,75.68,22.03,30.24,14.74,0.08,48.7,0.03,45.8,79.31,88.97,87.06,49.37,54.65,44.23,-0.04,66.67,19.94,5.7
Charleroi,24.4,30,1.2,1.59,14.03,4.57,0.13,0.17,25.7,2.03,401.67,512.13,157.8,187.17,178.1,213.43,50.9,83.97,10.77,37.6,9.43,2.77,46.57,18.5,45.97,17.7,11.43,8.47,7.3,1.93,8.03,15.93,7.9,9.83,7.97,23.63,0.33,624.27,57.9,177.4,291.17,161.37,24.2,624.1,16.57,7.97,420.9,17.03,4.7,14.5,8.0,397.37,2.07,0.1,0.07,10.5,8.57,1.67,0.13,0.13,0.03,46.43,18.7,16.73,1.2,4.17,2.97,0.23,0.13,0.1,0.03,0.0,1.32,5.63,13.83,28.37,4.87,6.3,11.7,1.1,1.5,35.43,22.5,111.03,27.73,41.1,19.47,0.03,52.9,-0.25,52.78,78.43,84.31,83.45,60.62,57.87,48.1,0.09,71.22,40.71,9.4
Charlotte,27.5,34,1.32,1.37,11.24,4.12,0.09,0.15,20.44,2.18,358.91,451.12,136.97,155.44,171.03,196.47,42.71,78.26,8.74,30.68,7.71,2.0,38.18,16.88,38.03,12.79,7.47,6.0,4.59,2.21,6.38,12.35,5.97,10.91,7.38,20.97,0.32,547.68,67.35,189.44,236.44,126.71,20.09,547.53,13.74,6.26,307.24,10.41,4.94,12.06,6.82,356.12,2.24,0.06,0.0,10.5,9.79,1.65,0.12,0.03,0.0,41.56,9.44,10.97,1.09,4.53,3.41,0.35,0.03,0.0,0.03,0.0,1.4,3.79,10.32,26.68,4.91,8.03,15.06,1.03,1.74,20.41,18.88,93.09,22.62,34.74,13.85,0.03,44.2,-0.04,46.25,79.56,88.12,87.05,54.57,55.09,45.56,0.22,75.28,36.72,6.84
Chicago Fire,26.9,34,1.18,1.29,12.03,4.21,0.15,0.15,21.06,2.0,405.59,505.21,177.5,198.97,182.15,209.44,37.5,72.85,8.85,29.35,7.47,1.71,36.56,16.71,36.21,16.79,11.03,7.82,6.91,2.06,8.03,16.26,8.24,11.21,10.29,17.74,0.53,609.94,55.56,197.88,279.5,137.21,20.79,609.79,15.82,7.24,349.15,11.91,4.76,14.88,7.85,402.29,2.0,0.03,0.0,12.62,9.88,1.38,0.09,0.24,0.03,46.09,11.68,11.82,1.82,4.94,3.15,0.12,0.24,0.24,0.0,0.0,1.71,3.26,10.44,20.29,4.82,7.79,11.24,0.74,0.97,23.5,22.74,89.47,23.06,34.74,19.06,0.0,49.9,-0.09,49.7,80.28,89.21,86.97,51.48,57.67,45.76,-0.06,63.77,31.23,6.58
Cittadella,26.9,38,0.79,0.82,11.13,3.0,0.03,0.03,19.13,1.39,280.18,393.29,124.39,148.87,115.97,148.0,32.63,72.39,7.87,26.79,6.55,2.66,34.26,13.29,33.97,16.63,10.74,7.95,6.58,2.11,8.39,16.87,8.47,11.55,7.97,30.92,0.37,514.42,57.08,171.0,214.74,133.95,17.37,514.39,13.82,5.97,243.63,9.55,2.39,16.61,7.68,277.53,2.92,0.05,0.05,18.21,13.63,2.18,0.0,0.21,0.13,40.55,20.53,22.39,1.42,4.5,3.18,0.32,0.21,0.18,0.03,0.0,1.4,3.63,11.66,18.61,3.89,8.05,15.11,0.76,0.68,42.92,24.29,81.53,20.53,28.97,19.13,0.03,45.2,-0.04,47.83,71.24,83.56,78.36,45.08,57.1,43.2,-0.01,70.67,31.13,5.03
Club Brugge,25.6,30,2.17,2.2,17.17,6.47,0.13,0.17,31.33,3.8,505.57,599.9,186.07,212.93,244.97,271.07,60.73,89.23,13.93,42.13,12.57,3.03,53.37,21.27,53.1,15.83,9.73,7.23,6.27,2.33,6.83,13.73,6.9,9.9,7.23,21.27,0.47,706.13,65.23,201.37,332.23,178.5,34.0,705.97,14.7,7.23,523.87,17.03,6.6,12.77,8.3,501.27,1.33,0.07,0.03,9.33,10.4,1.23,0.17,0.13,0.07,42.33,13.33,12.33,1.2,3.53,2.37,0.27,0.13,0.1,0.03,0.0,1.22,4.9,10.17,29.27,3.87,7.1,12.53,0.67,0.9,25.67,21.07,127.73,35.13,56.2,16.57,0.03,58.8,-0.01,51.93,84.28,87.39,90.37,68.06,56.02,49.18,0.02,67.14,48.18,5.35
Cobresal,29.3,6,0.5,0.72,9.0,1.67,0.17,0.17,15.67,0.83,276.83,365.17,112.33,132.5,122.5,146.67,37.0,67.83,7.67,26.83,3.5,2.0,28.5,11.83,28.33,16.17,10.33,9.67,5.33,1.17,9.5,19.33,9.83,11.17,7.0,19.67,0.33,461.5,54.33,154.67,214.33,95.83,10.5,461.33,12.33,5.83,224.83,9.5,1.67,14.5,8.83,275.0,1.83,0.0,0.0,8.5,10.17,1.67,0.0,0.17,0.0,36.17,11.5,12.67,1.83,5.67,3.83,0.0,0.17,0.17,0.0,0.0,1.9,6.5,16.83,18.5,3.67,10.17,14.5,0.67,0.17,24.17,23.33,68.67,16.5,17.67,19.83,0.0,40.8,-0.31,47.58,75.81,84.78,83.52,54.55,55.86,47.28,0.04,67.55,38.62,4.62
Colo-Colo,28.4,10,0.8,0.88,11.5,3.1,0.1,0.1,20.1,1.3,424.4,531.4,208.5,235.5,170.2,201.6,36.7,67.4,8.4,35.8,5.9,1.5,37.1,15.0,36.8,16.2,9.9,7.3,6.2,2.7,7.3,15.4,8.1,11.4,8.3,18.3,0.6,637.5,51.7,182.1,315.7,143.9,15.5,637.4,17.3,8.3,353.6,12.9,2.0,16.6,10.7,421.1,3.7,0.4,0.3,12.5,8.7,1.2,0.1,0.0,0.0,45.2,14.6,14.7,0.8,2.7,1.9,0.3,0.0,0.0,0.0,0.0,0.83,4.3,11.8,28.2,4.2,8.3,10.1,0.9,1.1,29.3,27.3,88.9,21.4,24.9,17.2,0.0,58.4,-0.09,49.83,79.86,88.54,84.42,54.45,54.43,47.98,0.04,70.37,36.44,8.91
Colorado Rapids,25.5,34,1.68,1.69,12.15,4.44,0.29,0.44,22.44,2.85,386.32,482.53,176.03,198.35,161.18,187.24,38.03,71.0,9.32,35.44,9.32,1.97,46.12,16.47,45.59,15.44,8.97,6.85,6.21,2.38,8.35,17.21,8.85,11.68,8.29,18.79,0.29,588.79,52.09,167.53,259.03,167.44,24.12,588.35,16.26,7.38,334.56,12.26,4.85,15.53,8.0,383.18,1.5,0.06,0.03,9.62,11.29,2.15,0.32,0.12,0.06,40.47,11.21,13.38,1.76,4.79,3.09,0.18,0.12,0.09,0.0,0.03,1.41,4.21,12.59,23.09,4.47,8.47,12.44,0.44,2.29,24.59,23.53,108.18,25.29,40.26,17.32,0.03,48.9,-0.01,45.59,80.06,88.75,86.08,53.56,53.05,45.39,-0.25,64.51,33.44,3.54
Columbus Crew,26.4,34,2.12,1.7,13.91,5.09,0.09,0.18,25.68,3.59,528.15,611.56,260.79,280.68,217.29,241.85,39.09,63.03,11.18,42.03,9.09,2.06,47.59,19.0,47.29,14.24,8.29,6.32,5.59,2.32,7.26,12.91,5.65,9.5,8.12,13.38,0.5,706.62,58.44,213.09,325.71,173.44,23.82,706.44,18.26,8.85,438.24,14.44,5.44,13.62,9.5,520.35,1.32,0.15,0.03,8.32,13.26,1.97,0.12,0.12,0.0,44.79,7.74,8.71,1.18,4.26,3.09,0.35,0.12,0.09,0.0,0.03,1.28,2.44,7.47,29.18,4.82,5.88,10.44,0.44,0.91,16.44,23.12,113.88,29.26,40.41,15.56,0.03,58.7,0.25,47.08,86.36,92.91,89.84,62.02,57.27,48.47,0.08,72.54,32.66,4.21
Corinthians,26.3,38,1.42,1.29,14.55,5.05,0.13,0.16,25.95,2.55,367.21,455.79,153.76,174.32,163.45,186.82,40.47,69.71,11.16,30.61,7.97,2.32,37.79,16.32,37.53,17.39,10.18,7.71,7.47,2.21,8.79,18.63,9.84,11.24,9.45,21.37,0.29,568.74,58.82,181.21,261.95,131.45,19.82,568.58,17.66,8.34,318.79,12.03,3.68,14.45,9.68,364.13,2.92,0.18,0.08,12.95,13.95,1.61,0.13,0.18,0.05,40.42,12.63,12.47,1.18,4.71,3.55,0.26,0.18,0.16,0.03,0.0,1.3,3.53,9.5,20.82,4.63,7.42,14.39,0.61,0.58,25.11,24.13,91.63,28.5,33.79,18.97,0.03,50.8,0.1,50.3,80.57,88.21,87.49,58.05,52.67,47.23,0.09,75.37,37.16,4.24
Cosenza,25.8,38,0.84,1.2,14.0,3.89,0.08,0.11,24.71,1.39,297.71,399.11,127.18,150.0,130.84,158.32,33.58,71.68,9.55,27.79,6.13,2.29,32.76,14.37,32.32,14.16,8.68,7.37,5.26,1.53,6.45,13.11,6.66,11.18,7.26,27.79,0.34,516.11,54.11,159.47,234.42,127.58,18.5,516.0,15.32,6.58,251.58,10.45,2.92,15.53,6.76,294.71,3.03,0.26,0.11,15.13,14.0,0.84,0.05,0.11,0.11,35.53,17.47,18.39,1.47,4.26,2.89,0.18,0.11,0.08,0.0,0.03,1.28,7.0,18.16,30.92,3.55,6.71,14.76,1.45,2.32,35.87,22.29,79.45,26.11,29.84,15.13,0.03,48.9,-0.3,48.7,74.59,84.79,82.64,46.85,55.48,42.95,-0.15,67.84,38.55,9.82
Coventry City,25.4,46,1.37,1.48,13.11,4.15,0.04,0.09,22.67,2.28,382.5,488.41,175.52,199.07,163.87,191.33,33.11,73.24,9.93,31.3,7.78,2.89,37.02,16.93,36.61,15.11,9.28,7.22,5.76,2.13,7.15,13.04,5.89,10.24,7.72,25.61,0.33,598.52,60.04,186.72,271.98,144.98,23.24,598.43,12.24,5.2,329.24,11.76,4.65,14.91,8.93,378.7,1.63,0.02,0.0,10.96,10.07,1.78,0.07,0.02,0.07,37.39,17.63,16.78,1.26,3.7,2.5,0.28,0.02,0.02,0.0,0.0,1.15,4.24,13.26,27.76,3.09,6.76,12.54,0.41,1.5,34.41,23.85,90.57,24.96,38.57,16.43,0.0,54.3,-0.07,51.24,78.32,88.17,85.65,45.21,58.37,42.48,-0.1,67.57,31.98,3.27
Cremonese,28.1,38,1.63,1.56,15.66,4.95,0.05,0.05,28.18,2.92,427.0,521.0,184.76,205.63,189.5,216.11,41.97,71.71,11.74,34.26,9.55,3.34,43.76,19.76,43.34,14.08,8.89,6.39,5.61,2.08,5.63,10.95,5.32,8.82,7.5,23.79,0.58,629.47,56.53,198.63,269.76,166.42,24.84,629.42,13.95,6.16,356.89,14.82,4.08,14.76,7.24,422.79,2.68,0.11,0.11,17.13,13.5,1.5,0.03,0.16,0.05,40.08,17.92,16.5,1.16,3.05,1.95,0.21,0.16,0.13,0.0,0.03,1.07,4.21,10.53,35.76,3.66,5.95,12.18,0.89,1.11,34.42,22.0,106.87,31.11,41.82,14.53,0.03,59.2,0.04,52.06,81.96,89.85,87.69,58.53,58.01,44.16,-0.08,63.93,39.98,7.31
Criciúma,30.0,38,1.11,0.98,13.26,4.37,0.0,0.0,22.84,1.82,312.95,405.13,129.26,149.71,133.76,158.29,41.45,74.63,9.63,27.74,6.95,2.39,34.47,12.76,34.11,16.97,10.66,9.13,5.92,1.92,8.66,18.55,9.89,12.58,8.82,25.74,0.34,521.16,63.21,181.95,222.61,122.87,17.03,521.16,17.08,8.16,266.16,10.45,2.66,15.34,10.11,310.47,2.61,0.16,0.08,13.24,10.29,1.84,0.0,0.16,0.03,43.32,14.95,13.71,1.61,5.24,3.61,0.16,0.16,0.11,0.05,0.0,1.67,4.84,12.37,18.16,3.82,9.37,17.21,0.74,0.37,28.66,25.45,81.34,24.66,29.03,19.32,0.05,42.9,0.13,52.16,77.25,86.34,84.5,55.54,54.39,47.78,0.04,68.89,39.13,4.3
Cruz Azul,27.1,34,1.91,1.61,15.68,4.88,0.18,0.24,27.68,3.44,447.0,540.53,186.0,205.56,194.82,221.79,53.38,85.65,11.74,37.24,11.06,3.12,45.21,15.59,44.85,19.56,12.5,8.15,9.24,2.18,10.41,19.35,8.94,9.74,7.71,15.5,0.35,648.44,58.62,193.59,310.62,148.91,23.21,648.21,13.71,6.35,377.79,11.97,3.15,17.09,8.53,440.94,2.24,0.09,0.0,12.29,10.32,1.5,0.09,0.12,0.03,44.82,8.97,9.44,0.82,2.68,1.85,0.41,0.12,0.09,0.03,0.0,0.76,3.44,8.47,36.79,3.0,7.56,11.12,0.41,1.26,18.41,25.62,105.65,31.12,40.53,22.91,0.03,57.1,0.19,48.72,82.7,90.48,87.84,62.32,58.88,46.32,-0.08,69.03,40.61,3.69
Cruzeiro,26.9,38,1.13,1.05,12.95,4.0,0.11,0.13,23.58,1.95,407.84,499.39,187.92,210.18,168.47,192.95,39.5,68.16,9.63,32.34,7.61,1.92,38.21,16.89,37.82,15.79,10.24,6.58,7.0,2.21,7.61,15.32,7.71,10.34,7.92,19.82,0.47,602.08,58.92,184.34,279.58,143.37,18.08,601.95,17.55,8.05,344.66,14.0,2.97,13.5,7.5,404.32,2.55,0.16,0.05,12.79,10.95,1.42,0.0,0.05,0.03,41.66,11.61,12.61,1.08,4.55,3.5,0.32,0.05,0.05,0.0,0.0,1.31,2.11,5.79,20.16,4.71,7.37,14.55,0.55,0.58,24.21,21.0,92.92,25.53,30.58,17.84,0.0,53.1,0.08,47.96,81.67,89.41,87.31,57.95,57.38,45.87,0.18,76.92,36.44,3.78
Cuiabá,27.8,38,0.74,0.84,9.97,2.92,0.11,0.13,17.79,1.29,319.32,404.82,136.61,155.47,134.87,157.29,38.68,68.37,7.26,26.05,5.55,1.87,29.55,12.79,29.11,15.71,9.84,8.5,5.89,1.32,7.5,14.66,7.16,10.63,7.95,23.24,0.32,510.18,61.84,178.68,229.03,108.21,13.92,510.05,16.97,8.32,267.95,9.16,2.39,13.53,8.58,316.39,2.82,0.03,0.0,11.74,10.92,1.45,0.11,0.18,0.0,37.79,13.66,12.97,1.29,4.76,3.45,0.26,0.18,0.16,0.03,0.0,1.42,5.61,12.47,19.97,3.95,9.03,18.03,0.79,0.29,26.63,22.11,71.45,19.08,23.74,17.34,0.03,42.6,-0.12,51.3,78.88,87.87,85.75,56.57,57.1,49.03,0.09,72.48,44.99,4.38
D.C. United,27.6,34,1.53,1.56,13.91,4.65,0.15,0.15,24.29,2.74,319.12,429.41,137.62,163.82,129.76,159.21,43.09,81.59,10.18,28.47,8.76,2.44,36.65,14.03,36.18,17.38,10.94,7.88,7.12,2.38,9.06,17.38,8.32,11.62,9.24,17.88,0.29,536.74,52.74,160.71,239.91,142.15,23.65,536.59,14.59,6.74,291.12,11.12,3.26,14.12,8.03,315.85,2.79,0.21,0.12,13.91,11.24,2.15,0.12,0.15,0.06,47.29,20.26,14.76,2.06,4.62,2.62,0.06,0.15,0.15,0.0,0.0,1.78,10.53,23.97,29.91,3.5,6.91,12.12,0.53,2.15,35.03,22.15,86.85,27.03,38.12,20.0,0.0,47.0,-0.02,57.84,74.32,84.01,81.5,52.81,57.54,46.2,-0.16,56.71,43.93,4.37
Defensa y Just,26.1,27,0.93,1.11,13.37,3.96,0.04,0.04,23.7,1.59,347.89,455.3,147.78,172.11,148.44,177.96,43.96,79.56,10.11,32.22,6.96,2.44,38.04,13.04,37.74,16.22,9.93,7.33,6.89,2.0,8.37,15.85,7.48,11.74,9.19,24.48,0.07,575.81,64.04,187.44,264.22,129.74,16.44,575.78,16.37,7.37,290.22,10.89,2.48,19.44,9.04,344.26,2.81,0.22,0.11,10.96,10.85,1.3,0.04,0.22,0.07,44.81,18.19,16.44,1.22,3.78,2.52,0.3,0.22,0.11,0.11,0.0,1.27,6.07,14.37,24.67,4.11,10.41,17.33,0.7,0.44,34.63,28.48,88.81,25.3,28.33,18.3,0.11,53.7,-0.16,52.53,76.41,85.86,83.41,55.25,57.06,45.02,0.04,66.67,42.24,4.04
