Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Pafos FC,280,Europa Conference League,63.69,25.89,92.26,91.67,84.82,88.99,11.01,19.94,92.86,76.79,91.07,89.29,94.64,98.81,98.81,90.77,68.45,67.26,70.83,90.48,3.57,33.93,51.79,87.5,70.24,89.88,64.29,42.86,42.86,80.36,83.33,100.0,100.0,83.93,92.26,73.21,82.14,70.24,71.43,59.52,50.6,38.39,56.55,50.6,14.29,29.76,8.93,22.32,82.44,27.38,35.12,46.73,5.36,11.31,3.57,3.57,93.45,69.05,46.43,94.05,77.98,66.67,90.48,65.48,10.42,36.9,57.14,77.38,89.88,65.48,11.31,90.18,16.67,60.12,90.48,6.25,33.33,5.95,52.98,69.64,40.18,2.38,78.27,1.79,85.71,44.64,73.51,11.61,12.5,23.21,57.14,38.1,19.64,5.95,93.45,14.88,52.38,60.71
Panathinaikos,280,Europa Conference League,68.45,18.45,83.93,72.62,87.8,75.3,93.15,98.21,81.55,50.6,76.79,95.24,80.36,11.61,59.82,89.88,81.55,94.05,94.05,94.64,92.26,89.88,55.36,88.69,94.05,51.79,92.86,95.24,94.05,88.1,86.31,68.15,37.8,91.07,91.07,95.24,68.45,97.02,94.05,93.45,55.65,76.19,77.98,74.11,36.9,49.4,19.64,62.8,62.8,73.21,22.62,97.62,34.23,1.79,0.6,39.29,91.07,22.02,95.54,37.5,86.9,94.05,94.64,91.67,16.07,32.74,93.45,91.67,84.52,91.67,27.98,52.98,70.24,98.21,91.67,47.62,99.4,77.98,26.79,82.74,20.24,58.33,66.37,70.83,53.57,71.43,94.64,2.38,2.98,36.9,43.15,7.74,13.1,2.98,89.88,45.54,81.55,73.21
Paris S-G,990,"Champions League, Ligue 1",98.81,99.4,98.21,98.81,98.81,100.0,66.37,55.65,98.21,98.21,98.81,99.4,97.02,39.58,50.6,99.4,100.0,100.0,100.0,99.4,96.43,99.4,23.21,53.57,100.0,50.89,55.65,99.4,99.4,100.0,100.0,98.81,86.9,100.0,99.4,99.4,99.4,99.4,99.4,99.4,100.0,99.4,100.0,99.4,76.79,81.55,32.44,83.33,92.26,81.55,74.4,35.12,31.85,35.71,23.21,4.76,59.82,92.86,72.02,6.55,32.74,100.0,99.4,100.0,43.45,65.48,99.4,98.81,98.81,100.0,98.21,67.26,96.13,25.0,60.42,83.93,54.17,33.33,2.98,98.81,1.19,4.76,90.48,6.25,95.54,36.61,54.17,8.93,4.76,19.05,43.15,15.48,26.19,11.31,95.24,30.65,55.36,52.98
Parma,760,Serie A,38.69,50.0,32.44,36.01,33.04,28.87,82.44,75.6,35.42,39.58,38.1,16.67,20.24,23.81,5.36,17.56,30.06,22.62,18.45,14.29,42.86,27.08,95.83,97.02,17.26,41.96,73.81,22.02,21.43,28.57,24.4,25.6,16.67,22.02,16.07,30.95,41.96,27.38,30.95,46.43,57.14,27.98,25.6,25.6,4.17,2.98,20.24,10.12,11.31,5.95,7.14,85.71,11.9,53.57,75.6,60.42,64.88,2.98,50.89,74.4,69.94,22.62,14.29,14.88,56.55,20.24,19.64,26.79,25.0,14.88,54.46,28.57,74.7,72.02,98.21,59.23,70.54,33.33,49.7,47.62,53.57,34.23,37.8,31.25,50.6,30.65,32.14,75.3,90.18,82.74,84.82,92.26,64.29,77.38,8.93,98.81,57.74,45.83
Petrocub,216,Europa Conference League,7.44,2.08,1.19,0.6,3.57,1.19,98.51,95.54,1.79,5.06,0.89,4.76,5.36,39.58,12.5,1.19,0.6,20.83,17.26,17.26,6.55,12.8,79.46,57.74,21.43,2.38,61.31,26.79,29.76,16.67,16.67,9.52,2.98,14.88,14.29,10.12,7.74,10.71,9.52,10.42,1.19,11.61,24.4,23.81,72.02,69.94,94.05,43.15,2.98,92.86,97.62,2.38,80.65,81.25,63.99,98.81,81.85,82.74,0.6,0.0,0.6,19.64,17.86,23.21,98.21,100.0,4.17,3.57,1.79,23.21,69.94,90.18,38.1,30.95,68.15,32.44,9.23,77.98,8.93,36.01,29.17,85.42,11.01,75.6,18.15,11.9,3.57,27.38,58.63,33.93,95.54,98.81,77.68,63.1,6.55,97.62,14.29,18.45
Porto,320,Europa League,68.45,69.94,72.02,53.57,54.17,54.46,50.89,32.14,75.6,73.51,73.21,67.26,92.86,58.33,69.05,78.27,52.08,61.9,60.12,66.67,39.29,42.26,81.55,57.74,61.9,29.17,73.21,50.6,50.6,70.83,68.45,95.24,88.39,73.81,50.0,77.38,78.57,76.79,74.4,86.9,72.02,42.86,46.43,40.77,44.64,64.88,46.43,73.81,4.76,57.44,51.79,49.11,21.43,46.43,39.58,33.33,67.86,25.6,36.9,28.57,29.46,61.9,67.86,59.52,69.05,73.21,45.83,73.81,94.05,59.52,16.07,71.73,34.23,28.57,53.27,94.64,54.17,77.98,54.17,21.43,71.43,20.83,50.6,12.2,77.68,16.07,80.65,66.37,48.81,92.86,48.21,43.45,34.52,29.76,41.67,62.2,80.06,83.93
Qarabağ,288,Europa League,4.46,10.12,17.86,4.46,26.49,22.02,58.04,87.8,28.57,3.57,15.48,86.9,81.55,84.52,62.8,70.83,32.74,72.32,73.81,88.1,94.05,72.62,54.46,46.43,72.02,85.12,97.92,67.86,69.35,76.79,81.55,64.29,55.95,76.19,80.36,82.74,88.1,79.17,76.79,96.43,87.5,81.55,87.2,55.95,99.4,97.02,80.65,97.02,98.21,95.24,92.56,24.4,89.88,77.68,60.42,6.55,7.44,93.45,22.62,20.24,17.86,71.43,88.1,75.0,26.19,47.62,66.67,82.74,70.83,75.0,22.32,5.95,90.48,99.4,32.14,52.38,95.24,77.98,11.9,42.86,24.4,94.94,4.17,91.07,0.6,79.17,3.57,17.56,35.71,43.15,23.21,28.57,23.21,36.31,88.39,14.88,52.38,48.81
RB Leipzig,900,"Bundesliga, Champions League",51.19,54.17,50.0,60.42,57.74,62.5,46.73,39.58,50.0,49.4,55.36,70.24,68.45,31.85,42.26,74.11,64.58,71.43,75.3,58.33,80.65,17.86,14.88,6.55,77.98,31.85,38.69,77.38,81.55,66.07,67.86,20.83,20.83,63.1,86.31,63.1,30.95,43.45,47.02,35.12,36.9,35.71,38.99,36.61,41.67,51.79,23.21,55.95,76.19,20.24,47.02,29.76,25.89,94.05,84.52,72.92,23.81,60.71,61.31,27.38,40.48,75.0,58.33,78.57,73.81,73.81,85.12,53.57,52.38,78.57,61.31,40.18,64.29,18.45,5.95,78.27,38.99,39.88,55.95,67.86,43.45,60.12,33.93,58.63,43.75,36.61,76.19,10.71,8.93,35.12,81.25,51.19,82.74,51.79,36.9,55.06,61.01,64.29
RB Salzburg,288,Champions League,4.46,18.45,11.61,9.82,6.55,4.46,11.01,39.58,10.71,5.06,13.39,62.5,34.52,2.68,19.05,20.83,3.87,60.12,57.74,50.89,28.27,25.3,13.1,46.43,57.74,28.57,45.24,59.52,63.1,60.71,57.14,36.31,8.93,57.14,38.69,92.26,95.24,98.21,97.62,97.02,60.71,97.02,97.02,83.04,97.02,94.05,97.62,69.94,66.07,98.21,100.0,0.6,55.65,92.86,32.44,17.26,3.27,66.07,45.24,30.65,34.52,59.52,53.57,57.74,82.14,72.62,50.0,67.26,33.04,58.33,63.39,90.18,56.55,30.36,42.86,52.38,64.29,77.98,0.6,75.6,5.36,96.43,0.3,80.36,2.38,1.19,3.57,30.06,41.07,22.62,18.15,22.02,62.5,47.02,60.71,27.08,95.83,95.83
Rangers,300,Europa League,91.37,91.67,86.9,94.05,84.82,91.67,11.01,5.95,75.0,84.23,77.38,15.48,39.88,15.18,4.17,26.19,75.89,18.45,21.43,19.05,62.5,54.46,50.89,80.95,23.21,10.71,14.88,20.24,25.6,14.29,13.69,60.71,75.0,16.07,19.64,21.43,66.67,25.0,27.98,49.4,82.74,93.45,95.24,92.26,67.86,60.42,70.24,91.07,1.19,33.93,81.55,5.36,92.86,95.83,94.64,91.67,87.8,97.62,16.67,66.96,33.93,18.45,19.05,28.57,59.52,66.07,31.55,17.86,54.46,28.57,13.1,76.79,6.55,6.25,64.29,83.93,9.23,77.98,63.69,60.71,54.76,13.1,67.86,13.99,83.63,28.27,61.31,86.9,77.38,32.44,11.9,29.76,88.1,90.48,24.11,20.83,17.26,16.07
Rapid Wien,264,Europa Conference League,77.08,58.93,97.62,92.26,93.15,96.43,11.01,5.95,97.62,79.17,97.02,92.26,89.29,69.94,95.24,90.77,92.26,89.88,92.26,91.07,44.05,43.15,5.95,77.68,93.45,55.36,15.48,86.31,87.5,87.5,88.1,93.45,94.05,87.5,94.64,95.83,86.9,89.88,89.29,95.24,80.36,82.14,82.74,89.29,95.83,72.62,64.29,92.86,96.43,97.02,86.9,55.95,85.12,89.58,28.57,16.37,10.71,91.67,20.83,55.95,31.55,90.48,91.07,94.64,10.42,39.29,91.07,97.02,98.21,94.64,81.85,69.05,71.43,9.52,73.81,68.75,9.23,77.98,30.95,80.06,22.02,21.73,95.54,41.67,86.9,83.04,94.64,7.74,6.55,41.67,22.02,5.95,15.48,19.64,77.98,29.76,91.37,95.24
Rayo Vallecano,760,La Liga,26.79,37.5,71.43,56.25,38.69,45.83,11.01,12.2,67.86,21.13,66.67,51.79,32.14,64.88,86.31,41.67,55.36,45.24,45.83,53.57,47.92,65.48,11.9,19.35,45.24,86.9,10.12,55.36,55.36,37.5,38.1,58.33,83.93,42.86,56.55,47.02,44.05,30.95,32.74,50.6,39.58,51.79,47.62,47.92,38.69,50.89,64.88,24.4,38.39,42.86,70.54,14.29,51.79,64.29,47.92,63.69,59.82,67.26,12.5,56.55,20.24,45.83,54.17,50.0,54.76,63.69,39.88,64.88,35.71,50.0,25.6,65.18,12.5,29.76,16.96,21.73,20.83,47.92,46.13,35.12,61.31,29.46,80.95,36.9,78.87,57.14,58.33,72.62,80.95,53.57,41.96,76.79,60.12,73.81,47.32,71.73,56.25,57.14
Real Madrid,1128,"Champions League, La Liga",95.83,94.05,91.67,95.83,96.43,94.64,88.1,95.54,94.35,94.05,96.43,95.83,75.89,9.52,33.93,88.1,94.64,96.43,95.24,93.45,89.88,100.0,63.69,33.63,95.24,76.79,87.5,97.02,96.43,92.86,92.26,95.83,81.85,96.43,95.83,97.62,97.62,97.62,98.21,94.05,98.81,96.43,96.43,89.88,29.76,42.26,45.24,19.05,64.88,19.05,16.67,85.12,53.57,12.2,25.6,5.36,78.27,31.25,79.17,70.54,83.93,96.43,93.45,95.24,41.96,70.83,92.26,96.43,92.86,95.24,65.18,60.71,92.86,82.74,38.39,32.44,97.02,77.98,1.79,99.4,0.6,36.31,83.33,49.11,73.51,69.35,71.73,4.17,7.74,45.54,92.26,71.43,27.38,20.24,85.71,49.4,21.13,25.0
Real Sociedad,1112,"Europa League, La Liga",41.96,45.54,41.07,39.29,50.6,47.02,66.37,63.69,43.45,41.67,38.99,50.6,39.88,41.37,77.98,54.17,49.7,58.33,60.71,54.76,31.25,82.14,19.35,36.01,60.71,80.36,45.83,64.29,67.86,51.19,52.98,53.57,54.76,54.76,42.86,57.14,63.69,60.12,62.5,52.38,65.48,35.71,50.89,34.52,58.04,54.76,61.31,34.52,77.98,52.98,44.05,61.01,14.88,36.61,46.73,52.98,62.8,36.9,44.64,72.02,60.42,58.33,55.36,60.12,23.81,29.76,67.86,62.8,54.46,60.12,19.64,36.9,23.51,37.2,38.39,25.3,70.54,77.98,72.02,18.45,79.17,18.15,73.21,17.56,90.77,25.6,78.27,56.55,47.02,47.02,13.69,14.29,62.5,69.05,70.24,47.62,64.58,58.93
Red Star,288,Champions League,73.21,84.23,42.26,37.8,31.55,32.44,58.04,39.58,33.93,75.89,32.74,35.71,34.52,28.27,91.67,44.64,42.56,29.17,26.19,50.89,85.12,95.24,57.74,7.14,26.19,40.77,81.55,22.62,18.45,38.69,40.48,38.69,21.73,29.76,29.76,27.38,69.35,51.19,44.05,57.14,47.92,62.5,90.77,10.71,21.13,7.74,85.12,4.17,3.57,35.71,44.94,48.21,77.38,33.33,42.86,23.81,0.0,29.46,13.1,30.65,13.39,30.95,52.38,21.43,38.1,17.26,27.98,32.74,36.9,21.43,94.05,90.18,93.45,88.1,7.44,52.38,64.29,77.98,9.82,33.93,30.06,89.88,2.38,54.17,5.36,5.65,14.88,73.51,67.26,7.14,18.15,44.05,98.21,95.24,65.48,14.88,1.79,2.38
Reims,612,Ligue 1,21.73,25.89,41.67,23.81,25.6,33.63,23.21,19.94,41.07,27.38,35.71,33.93,37.5,73.51,66.96,37.8,30.06,34.52,29.17,44.64,41.07,60.12,87.5,51.79,30.36,23.21,28.57,44.64,41.07,23.81,19.64,22.02,18.45,25.6,24.4,33.33,64.29,58.93,61.31,62.2,46.43,73.21,71.13,79.76,37.8,58.33,77.08,7.44,36.9,55.95,53.27,46.73,40.18,60.12,83.33,80.95,59.82,41.07,8.93,45.83,16.07,34.52,43.45,29.76,76.79,62.5,22.62,36.9,37.8,29.76,60.12,18.75,52.68,47.62,44.94,43.15,20.83,77.98,25.6,54.46,30.95,77.08,54.46,85.12,20.54,97.02,39.88,55.06,62.5,51.79,70.24,69.64,71.13,68.45,13.99,65.48,69.35,67.26
Rennes,612,Ligue 1,61.9,58.93,54.17,72.02,57.74,53.57,77.38,84.82,58.33,56.55,57.44,69.64,57.14,37.2,49.7,49.11,41.07,65.48,61.31,78.57,37.8,86.61,42.26,71.43,61.31,70.54,76.19,60.12,60.12,68.45,67.26,63.39,30.95,67.26,69.05,58.33,80.95,63.1,68.45,65.77,78.87,79.17,62.5,88.1,61.31,62.5,55.36,63.69,57.44,63.1,28.57,87.5,75.0,26.19,26.19,29.76,89.29,54.76,38.69,14.88,23.21,66.07,77.38,61.31,18.45,25.0,69.05,67.86,61.9,61.31,63.39,69.05,22.62,55.65,80.95,28.27,64.29,25.89,52.38,74.11,37.2,30.36,46.73,22.32,61.61,33.63,88.99,30.06,33.33,54.76,37.8,33.33,40.18,31.55,77.38,35.42,59.52,60.12
Roma,1112,"Europa League, Serie A",57.44,58.93,85.12,70.24,61.31,61.31,86.9,78.57,84.52,59.23,81.55,79.17,69.05,68.75,68.45,60.42,62.2,83.93,84.52,69.05,60.42,70.83,75.0,18.45,84.52,60.12,85.12,80.36,77.38,90.48,90.48,89.29,86.31,88.1,82.14,88.69,70.83,90.48,81.55,94.64,58.33,33.33,21.43,32.74,16.67,22.02,11.01,41.07,70.54,7.74,3.57,96.43,32.74,7.14,22.32,19.64,69.64,18.45,54.17,86.9,75.6,84.52,69.05,83.93,20.24,28.57,89.29,82.14,73.21,83.93,75.0,65.18,80.06,85.12,21.43,46.13,75.6,47.92,48.81,67.26,38.69,19.35,95.54,40.48,86.31,83.04,88.99,35.12,35.12,72.02,72.02,60.12,46.43,53.57,61.9,63.99,49.4,41.67
Saint-Étienne,594,Ligue 1,36.9,47.92,29.76,26.79,28.27,30.65,44.05,39.58,30.36,42.56,35.71,65.48,46.73,8.33,11.01,35.42,28.27,57.74,55.36,61.9,66.67,11.01,73.81,77.68,54.76,38.1,36.31,70.24,69.35,52.38,49.4,14.88,9.52,51.19,54.17,45.83,53.87,34.52,40.48,31.25,51.49,54.76,41.37,74.11,62.5,75.0,70.83,49.11,52.08,72.02,79.17,21.73,73.21,72.62,77.98,62.8,18.15,60.12,10.12,34.52,12.5,57.14,62.8,55.95,80.36,69.64,48.21,58.33,30.65,55.95,77.38,69.05,14.29,38.69,82.44,1.19,64.29,25.89,17.26,72.92,18.45,91.67,7.74,86.9,7.44,33.63,14.88,41.67,66.07,54.17,65.48,70.24,64.88,54.17,26.49,39.88,52.38,50.6
Sevilla,760,La Liga,31.55,51.79,53.27,42.86,28.27,34.52,28.87,24.4,51.49,35.12,56.55,48.21,15.48,25.6,36.9,14.88,34.82,51.79,50.6,30.36,34.52,84.52,64.29,39.58,49.4,80.95,54.76,58.93,57.74,48.81,47.02,39.29,61.31,52.98,49.4,32.74,47.02,31.55,42.86,38.1,52.38,79.76,84.52,59.52,52.08,47.02,58.93,42.26,54.76,48.81,24.11,81.55,69.64,18.45,7.14,54.76,80.06,38.69,13.69,52.98,20.83,49.4,31.85,51.79,29.17,75.6,50.6,41.67,25.89,51.79,17.56,10.12,25.0,39.29,35.42,37.8,20.83,47.92,62.8,71.43,47.02,24.7,49.7,17.56,72.62,22.32,58.33,45.54,70.83,52.38,36.01,62.5,50.0,58.33,56.85,37.2,63.69,58.33
Shakhtar,288,Champions League,26.79,27.98,11.61,4.46,22.02,12.8,58.04,87.8,8.04,18.15,8.63,13.69,21.43,33.33,6.85,17.56,18.45,44.05,35.12,5.95,78.57,91.67,60.71,89.29,38.69,3.27,13.1,51.19,46.43,34.52,25.0,50.0,26.19,38.69,21.43,38.69,17.86,38.69,27.38,10.42,47.92,86.9,94.05,69.35,35.71,35.71,86.31,1.19,40.48,26.49,84.82,3.57,85.71,70.83,86.9,46.13,7.44,47.62,94.64,88.39,95.83,42.26,5.95,32.74,94.64,98.81,16.67,11.9,23.81,32.74,83.33,48.21,72.92,4.76,88.39,10.71,95.24,77.98,5.36,49.7,16.07,93.75,16.96,94.94,11.9,75.3,54.17,82.14,77.98,95.83,60.12,67.26,75.6,61.9,5.95,100.0,14.29,7.14
Shamrock Rov,248,Europa Conference League,75.0,30.36,14.88,60.42,36.61,45.83,11.01,5.95,15.48,63.39,31.55,54.17,17.86,10.71,34.52,46.13,62.2,41.07,40.48,22.02,28.27,24.4,36.31,95.83,43.45,8.33,7.74,65.77,64.88,14.88,14.29,11.9,25.0,24.4,51.19,42.86,30.36,33.93,25.6,29.17,28.57,21.13,11.61,41.67,20.24,16.96,50.6,9.52,45.83,40.48,69.05,14.88,24.4,38.39,41.67,95.83,0.6,51.19,29.17,25.0,22.02,42.86,25.0,41.67,91.67,88.1,32.74,30.95,8.93,41.67,16.67,10.12,65.48,22.02,97.62,94.64,9.23,77.98,32.14,72.92,27.98,14.29,56.85,10.71,81.85,22.32,39.88,13.39,30.06,1.19,58.93,50.6,73.81,61.31,4.76,9.52,61.01,55.95
Slavia Prague,288,Europa League,17.56,42.86,97.02,89.88,52.68,61.31,11.01,5.95,95.24,29.76,93.45,46.43,99.4,100.0,100.0,80.95,70.54,38.1,48.21,83.33,1.19,44.35,18.45,5.95,44.64,99.4,92.26,43.45,47.62,19.64,34.52,89.88,98.21,39.88,71.43,13.1,77.98,44.64,48.81,65.77,38.69,25.89,24.4,51.19,15.48,11.9,9.52,45.24,66.07,26.49,7.74,98.81,82.14,29.17,6.55,1.19,7.44,92.26,2.38,16.67,2.98,38.69,82.14,47.02,9.52,10.71,21.43,94.05,97.02,47.02,7.14,90.18,2.38,86.31,7.44,2.38,9.23,77.98,94.64,2.98,94.05,18.15,54.46,8.33,66.96,42.26,14.88,58.04,29.17,92.26,37.8,24.4,6.55,8.93,98.81,8.04,78.27,86.31
Slovan Bratislava,288,Champions League,17.56,27.98,2.38,2.68,13.39,12.8,58.04,39.58,2.98,18.15,2.38,11.01,1.49,0.6,1.79,0.6,3.87,12.5,10.12,7.14,57.74,64.58,25.6,71.43,11.31,13.69,56.55,28.57,27.38,5.95,4.46,8.63,7.14,6.55,6.55,18.45,11.9,22.62,17.86,1.19,33.33,85.12,73.81,92.86,39.88,56.25,91.07,5.36,7.74,41.96,72.92,12.2,97.62,94.64,97.62,99.4,19.64,46.43,84.23,85.71,90.48,16.67,7.14,10.71,100.0,97.62,5.95,1.79,3.57,10.71,43.15,15.48,97.02,82.14,68.15,10.71,64.29,77.98,4.17,94.64,4.76,98.81,0.3,94.94,0.0,2.98,3.57,49.11,47.92,4.76,82.14,85.12,99.4,89.88,1.19,93.75,0.89,0.89
Southampton,760,Premier League,5.95,13.39,8.93,11.31,8.33,11.61,11.01,15.18,11.31,7.14,14.58,33.33,20.83,25.6,23.81,14.88,14.88,64.88,55.95,20.24,42.86,11.01,90.48,92.26,58.93,5.95,25.6,69.64,66.67,65.48,59.52,13.69,2.38,57.74,19.05,54.17,61.9,58.33,58.93,58.63,56.55,83.93,73.21,70.24,55.65,41.37,52.38,66.67,31.55,23.81,36.01,42.86,24.4,52.38,97.02,67.86,1.19,13.1,88.1,35.42,71.43,61.31,20.24,52.38,97.02,82.14,47.62,40.48,29.76,52.38,29.76,65.18,40.48,51.49,86.61,14.58,27.68,77.98,39.29,77.98,26.19,92.86,9.52,91.67,8.93,42.26,9.23,87.5,92.86,78.57,71.43,73.81,58.04,72.02,26.49,66.67,29.46,32.74
Sparta Prague,288,Champions League,11.9,10.12,12.8,8.04,4.76,9.23,11.01,5.95,8.04,8.93,4.46,1.79,1.49,13.99,2.38,10.71,8.33,2.98,1.79,4.17,16.07,56.25,83.63,94.64,2.38,3.27,1.19,3.57,2.98,3.57,2.98,8.63,12.8,3.57,1.19,5.36,3.57,4.17,5.36,1.79,10.12,7.14,8.33,11.9,13.69,11.9,59.82,1.19,40.48,15.77,53.27,18.45,63.1,86.31,95.24,77.98,3.27,29.46,99.4,92.56,98.21,2.98,4.17,1.79,75.6,16.67,2.38,2.38,9.52,1.79,90.48,90.18,87.8,0.6,94.35,52.38,9.23,7.44,30.06,59.82,33.63,97.62,3.57,97.62,12.5,2.38,14.88,70.83,91.96,58.33,77.98,93.45,72.92,85.71,33.33,60.12,41.07,30.36
Sporting CP,320,Champions League,59.52,64.58,55.95,52.08,54.76,48.51,90.18,82.44,63.69,62.5,64.58,53.57,14.88,4.76,8.93,37.8,55.36,75.6,65.48,46.43,73.21,32.74,58.63,81.85,64.88,71.73,99.4,68.45,66.07,79.76,76.79,55.95,19.64,73.21,83.33,79.17,73.81,72.62,75.6,61.31,89.29,86.31,67.26,85.12,60.12,45.83,61.9,72.92,17.26,63.69,55.36,50.0,18.15,7.74,11.9,11.9,5.36,32.74,95.54,23.81,81.55,76.19,46.43,58.33,68.45,85.71,57.74,33.33,33.04,57.74,67.56,90.18,69.64,97.02,87.5,17.86,90.77,10.12,1.19,97.02,1.79,70.24,41.67,77.38,29.46,81.55,63.99,8.33,9.52,27.98,39.88,21.13,79.17,59.52,87.5,18.75,11.01,9.52
St. Gallen,216,Europa Conference League,75.6,51.19,75.0,69.05,63.1,73.21,11.01,5.95,70.24,90.48,62.8,69.05,83.04,50.89,89.29,84.23,88.39,30.36,38.1,71.73,63.99,39.88,2.08,2.38,36.9,93.75,8.63,32.14,35.71,20.83,35.12,76.79,92.86,35.71,62.5,36.9,55.95,54.76,55.95,16.07,61.61,51.19,55.36,67.86,33.33,56.25,52.98,55.36,7.14,75.3,82.14,16.96,70.83,81.25,63.99,36.31,12.5,76.79,53.27,59.82,54.17,33.93,72.02,39.88,44.35,40.48,38.1,55.95,82.74,39.88,27.08,90.18,30.95,3.57,3.57,32.44,9.23,3.27,59.52,13.69,77.38,100.0,1.49,99.4,1.79,5.65,3.57,53.57,22.62,67.86,70.24,52.98,74.7,33.93,56.85,75.3,75.6,75.0
St. Pauli,612,Bundesliga,12.5,30.36,35.71,21.73,24.4,28.87,23.21,19.94,34.52,14.29,35.71,35.12,22.62,58.93,56.55,41.67,32.74,31.55,33.93,32.14,23.21,21.73,44.64,25.89,32.74,74.11,32.14,35.71,34.52,32.74,38.69,20.24,50.6,26.79,32.74,13.69,13.69,11.31,11.9,23.21,35.71,5.36,4.76,2.98,24.7,21.43,32.44,45.24,23.51,35.12,29.76,70.83,16.67,58.04,16.67,72.02,45.83,20.83,63.1,79.46,76.79,30.36,30.36,33.93,41.96,42.56,36.9,37.5,37.8,33.93,91.96,36.9,80.95,35.12,26.19,52.38,33.33,47.92,82.14,5.36,90.48,32.14,75.3,36.9,44.64,88.69,76.19,65.18,69.64,95.24,15.18,19.64,19.05,22.02,67.26,37.2,34.52,29.17
Strasbourg,612,Ligue 1,72.02,85.42,27.38,50.0,59.82,66.67,33.93,19.94,26.19,70.24,33.93,40.48,31.55,19.64,26.19,56.25,75.89,70.83,62.5,50.89,69.64,7.14,86.31,75.89,62.5,61.61,84.52,63.69,62.5,82.74,82.14,11.31,3.57,66.67,63.69,61.31,56.55,48.21,56.55,41.37,69.05,74.4,74.4,75.6,23.51,38.69,31.25,40.18,31.55,30.36,15.48,92.26,36.61,45.24,43.75,68.45,59.82,45.54,35.12,77.38,53.57,69.05,50.0,63.69,80.95,98.21,56.55,20.24,28.87,63.69,49.7,48.21,52.68,79.76,80.95,14.58,33.33,25.89,15.48,92.26,8.93,69.05,67.86,82.74,36.31,86.9,68.15,32.74,36.61,99.4,63.69,34.23,5.36,15.48,19.64,89.29,82.14,76.19
Sturm Graz,288,Champions League,2.38,4.17,4.17,16.37,4.76,9.23,11.01,5.95,3.57,2.08,4.46,6.55,11.01,4.17,13.69,4.76,11.61,5.95,4.76,5.06,72.62,8.93,99.4,15.18,4.76,17.26,40.48,17.86,16.96,4.17,4.46,0.6,4.76,4.17,3.57,20.24,1.79,8.93,7.74,5.06,3.87,10.71,10.12,16.07,85.71,95.24,97.02,39.29,31.55,88.69,92.56,10.71,69.05,73.51,49.11,89.29,19.64,58.04,58.93,30.65,39.58,5.36,5.36,5.95,88.1,68.45,7.14,4.76,2.68,5.95,43.15,15.48,21.43,36.31,12.5,94.64,9.23,77.98,9.82,33.93,30.06,83.93,22.32,85.71,19.05,79.17,54.17,58.04,79.46,43.15,23.21,42.26,68.45,81.55,8.33,96.73,22.32,10.12
Stuttgart,900,"Bundesliga, Champions League",78.57,88.99,88.69,84.52,88.69,88.99,25.0,63.69,87.5,77.98,88.99,90.48,95.54,94.05,82.14,98.51,90.18,92.26,93.45,89.29,77.98,27.08,30.95,39.58,92.26,92.86,83.93,95.83,95.83,77.38,77.98,35.12,33.63,85.12,89.88,87.5,57.14,83.33,69.64,71.43,75.6,41.07,61.61,36.61,16.07,9.52,8.33,47.62,62.8,47.02,44.94,57.14,49.4,63.1,38.1,24.4,44.64,48.51,73.21,46.73,61.31,92.26,89.29,92.86,34.52,44.64,95.24,90.48,88.69,92.86,56.25,33.33,70.83,73.21,27.38,78.27,64.29,54.76,45.24,64.88,39.29,27.68,23.81,9.52,66.96,4.46,32.14,51.49,40.18,85.71,40.77,34.23,4.76,8.33,84.23,27.08,76.79,84.52
