Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Saint-Étienne,594,Ligue 1,1.12,0.79,10.76,3.3,1.1,1.01,0.09,0.12,18.94,1.94,8.12,30.7,7.18,1.03,12.0,0.72,0.73,370.27,447.55,38.24,1.55,1.45,7.91,1.33,409.79,36.42,9.48,184.0,204.88,153.79,177.03,23.0,42.15,5989.58,1966.24,291.09,16.03,1450.94,728.0,10.12,4.18,16.91,7.24,8.91,17.58,11.27,8.79,6.55,2.24,8.97,17.94,8.97,9.82,12.21,4.09,25.12,0.76,42.03,16.67,9.36,26.03,373.09,38.0,561.97,41.06,170.45,257.0,139.61,18.18,561.85,1.73,0.06,13.39,10.45,1.39,0.45,0.12,0.06,10.15,11.58,21.73,6.24,2.33,3.91,2.23,-0.11,0.12,3.97,14.73,29.64,4.39,146.5,6.21,251.73,15.45,0.73,1.0,18.07
Sevilla,760,La Liga,1.03,0.84,12.42,3.89,1.1,1.04,0.05,0.08,21.32,1.82,9.26,27.34,5.47,1.58,16.11,0.53,0.78,357.45,440.16,31.37,1.05,3.42,8.26,1.68,398.95,39.53,10.45,172.08,191.08,151.18,175.63,26.95,52.63,6059.18,1887.26,272.87,15.63,1437.95,732.92,10.45,4.24,18.95,8.92,8.42,16.97,10.21,8.37,6.32,2.29,8.13,14.66,6.53,9.66,9.68,2.32,24.0,0.34,39.79,16.42,8.71,25.13,355.95,31.21,553.89,32.32,175.08,257.55,126.66,17.61,553.82,2.47,0.29,12.97,10.47,1.84,0.16,0.03,0.03,13.74,11.63,25.37,3.89,1.45,2.45,1.27,-0.18,0.26,4.08,15.45,29.29,3.84,138.85,5.58,260.62,13.5,0.71,1.13,20.09
Shakhtar,288,Champions League,1.0,0.62,9.25,2.5,0.99,0.79,0.12,0.25,15.38,1.5,6.5,21.5,5.75,1.75,11.38,0.55,0.64,339.12,409.5,24.38,2.0,3.75,8.38,1.12,378.75,29.62,8.25,161.75,178.25,138.88,158.5,28.0,46.75,5689.5,1708.38,282.75,12.88,1484.12,667.62,8.5,4.12,19.88,10.25,8.75,16.25,9.75,9.75,4.38,2.12,7.5,18.38,10.88,10.38,12.12,4.5,23.12,0.88,40.62,11.88,7.38,19.25,339.12,24.12,517.25,46.12,201.0,216.5,104.12,17.12,517.0,1.62,0.12,10.62,8.62,1.25,0.25,0.25,0.0,8.25,13.0,21.25,6.5,2.0,4.5,2.14,0.14,0.25,5.75,16.38,38.88,4.25,143.51,6.75,274.17,17.62,2.0,0.5,5.2
Shamrock Rov,248,Europa Conference League,1.66,0.65,9.61,4.32,1.16,1.16,0.0,0.0,16.92,2.6,7.95,27.95,5.55,1.13,15.48,0.8,1.01,336.0,421.23,30.48,1.0,1.85,9.23,0.84,388.74,31.65,7.89,181.29,201.56,120.48,145.65,22.69,46.53,5254.6,1923.56,288.56,14.1,1450.21,666.15,10.06,3.23,15.03,6.0,7.82,15.55,9.1,8.11,5.24,2.19,7.98,17.26,9.27,7.97,10.71,3.24,30.95,1.31,40.97,15.4,9.65,25.05,340.44,30.27,537.65,45.11,184.68,237.9,119.48,14.47,537.65,2.48,0.29,11.02,9.69,0.84,0.0,0.0,0.0,11.68,11.58,23.26,3.66,1.37,2.29,1.19,-0.18,0.21,2.71,10.18,18.19,4.23,132.42,6.6,273.4,17.71,0.42,1.1,19.36
Slavia Prague,288,Europa League,0.88,0.75,17.62,5.62,1.31,1.31,0.0,0.0,29.75,1.75,12.38,26.88,13.88,7.0,32.75,1.11,1.1,329.12,438.25,43.12,0.25,2.25,10.0,2.38,390.88,45.0,12.75,151.5,178.75,129.88,164.25,35.38,63.38,5708.0,2078.88,237.5,18.75,1509.12,761.0,12.62,3.75,15.38,6.5,8.12,15.25,8.88,6.38,6.38,2.5,7.5,12.75,5.25,10.25,10.38,2.25,12.88,0.88,47.5,18.0,10.0,28.0,330.5,42.75,548.5,26.12,137.75,223.88,192.0,33.12,548.5,2.75,0.0,15.25,12.88,2.38,0.38,0.0,0.0,17.88,19.75,37.62,3.75,1.38,2.25,1.33,-0.05,0.12,4.62,10.12,36.88,3.88,109.35,3.38,120.89,7.75,0.38,1.38,31.62
Slovan Bratislava,288,Champions League,0.88,0.62,7.62,2.25,0.89,0.79,0.12,0.12,13.0,1.5,5.5,20.62,3.5,0.12,9.5,0.25,0.48,276.5,354.25,24.62,1.38,2.88,9.62,1.38,320.12,32.75,10.5,136.75,157.62,103.0,123.38,21.5,41.25,4405.25,1509.75,251.0,11.88,1342.75,633.0,6.5,3.5,19.62,8.25,9.88,16.5,10.5,10.12,5.0,1.38,8.0,17.5,9.5,12.25,14.12,5.5,33.5,0.75,40.5,12.88,7.5,20.38,285.75,24.38,472.62,58.62,197.38,201.75,79.25,12.5,472.5,2.12,0.25,9.0,12.5,1.5,0.25,0.12,0.0,8.12,9.0,17.12,8.0,3.38,4.5,2.95,-0.43,0.0,4.25,12.62,19.62,4.88,161.61,10.0,376.15,20.38,1.38,0.0,0.0
Southampton,760,Premier League,0.66,0.42,8.97,2.79,0.82,0.78,0.0,0.05,16.13,1.11,7.08,24.89,5.71,1.58,14.42,0.53,0.61,382.45,448.18,29.66,1.13,1.45,7.11,1.05,415.97,31.16,9.13,183.87,202.61,166.05,185.45,22.82,38.55,6222.42,1697.66,307.03,16.84,1631.58,825.39,12.11,4.34,19.37,8.21,8.76,17.16,9.95,8.16,7.0,2.0,7.37,15.29,7.92,7.97,11.39,5.29,25.63,1.08,37.13,12.71,9.34,22.05,381.47,29.42,555.92,47.37,179.05,256.66,125.42,18.11,555.87,2.29,0.08,12.05,10.95,1.29,0.24,0.05,0.0,12.05,11.05,23.11,6.45,2.26,4.13,2.21,-0.05,0.08,6.18,18.61,34.03,4.53,148.74,6.0,307.78,15.45,0.92,0.71,13.93
Sparta Prague,288,Champions League,0.75,0.38,9.38,2.62,0.77,0.77,0.0,0.0,15.38,1.12,6.12,15.75,3.5,1.25,9.62,0.5,0.56,231.88,307.75,22.88,0.75,2.5,7.5,0.88,277.25,29.62,6.12,104.5,124.75,98.5,119.5,21.5,43.12,3978.62,1239.5,220.88,10.12,1052.88,506.0,6.88,2.62,13.25,5.75,6.75,14.88,8.88,8.38,4.38,2.12,7.0,16.12,9.12,9.38,13.0,5.12,27.12,1.0,38.88,10.25,7.12,17.38,234.0,22.75,411.0,39.88,143.12,189.38,82.12,14.62,411.0,1.5,0.0,10.12,6.62,1.0,0.12,0.0,0.12,11.5,12.38,23.88,7.62,2.62,5.12,2.12,-0.5,0.12,5.25,18.5,30.38,4.75,181.36,6.5,358.71,15.0,0.88,0.88,13.16
Sporting CP,320,Champions League,1.46,1.01,12.48,4.18,1.35,1.18,0.22,0.22,22.66,2.59,9.74,27.9,5.45,0.89,11.62,0.73,0.94,397.72,468.42,34.62,1.79,2.01,8.45,1.27,428.22,38.92,14.28,182.21,202.16,180.38,201.39,28.64,45.16,6771.42,2178.84,356.54,18.46,1769.89,915.82,12.31,6.41,19.79,8.02,9.48,17.35,10.15,8.44,7.24,1.68,8.7,16.34,7.64,7.7,8.98,2.42,17.76,0.89,39.16,11.7,9.69,21.39,404.12,34.29,567.51,37.6,181.84,268.51,122.12,18.5,567.29,1.85,0.0,10.84,14.5,1.27,0.22,0.22,0.11,7.24,7.99,15.22,4.99,1.5,3.55,1.69,0.19,0.28,2.29,7.34,25.81,3.92,107.26,7.14,265.86,10.55,0.54,0.49,7.19
St. Gallen,216,Europa Conference League,1.67,0.83,13.67,4.5,1.47,1.47,0.0,0.0,23.33,3.33,9.67,31.33,9.67,2.0,20.83,1.18,1.28,312.67,418.5,41.0,1.5,2.17,11.17,2.5,374.17,41.83,8.0,141.5,167.83,130.0,164.33,32.33,59.67,5527.33,2025.5,278.83,16.5,1588.67,792.0,9.0,4.67,16.83,7.67,8.67,16.17,10.5,8.17,6.67,1.33,9.0,18.17,9.17,9.67,12.67,3.67,22.17,0.83,43.83,14.33,8.5,22.83,322.17,40.83,533.5,34.5,155.33,244.0,138.83,26.33,533.5,2.33,0.0,12.5,8.5,2.5,0.17,0.0,0.17,13.17,16.83,30.0,8.33,3.0,5.5,2.6,-0.4,0.0,4.5,9.5,32.17,4.5,133.63,6.67,193.72,13.5,1.0,1.33,25.08
St. Pauli,612,Bundesliga,0.76,0.65,11.09,3.21,1.04,0.99,0.03,0.06,19.41,1.32,8.12,25.06,5.85,2.12,17.65,0.75,0.77,314.41,407.26,31.56,0.91,1.74,8.91,1.85,366.44,38.97,9.35,143.62,165.62,137.59,165.76,24.41,50.88,5323.03,1779.88,240.12,12.29,1210.85,595.18,9.59,3.59,12.59,5.24,5.91,15.79,9.26,7.53,6.38,1.88,7.82,14.97,7.15,7.56,11.5,2.56,26.26,0.53,38.12,14.0,7.71,21.71,313.79,31.09,517.56,34.18,155.68,241.47,124.82,19.06,517.5,1.47,0.15,10.35,10.32,1.94,0.12,0.06,0.03,15.41,19.29,34.71,4.12,1.21,2.82,1.46,0.26,0.32,5.03,15.32,38.41,3.29,105.54,4.32,165.01,12.53,0.71,0.79,12.97
Strasbourg,612,Ligue 1,1.59,1.26,10.41,4.12,1.45,1.4,0.06,0.06,18.24,2.74,8.03,25.71,6.32,1.47,14.59,0.87,1.14,391.65,464.29,35.38,1.71,1.32,7.41,1.35,424.68,38.26,12.18,178.59,198.0,183.26,207.62,22.56,39.56,6536.62,2031.15,321.18,16.53,1525.59,795.29,10.74,5.0,18.47,8.26,8.94,15.76,9.82,7.5,6.26,2.0,7.56,13.47,5.91,8.29,11.06,3.26,25.65,0.47,40.47,15.12,7.74,22.85,392.24,35.03,574.06,41.32,199.47,267.76,112.5,18.06,574.0,2.03,0.12,11.53,12.18,1.41,0.24,0.06,0.06,9.82,9.53,19.35,4.97,1.29,3.71,1.54,0.24,0.29,3.62,11.26,45.88,4.35,114.15,3.35,151.57,15.85,1.26,1.47,25.88
Sturm Graz,288,Champions League,0.5,0.25,8.38,3.0,0.77,0.77,0.0,0.0,14.5,0.75,6.12,19.12,5.25,0.75,12.62,0.43,0.59,256.5,333.62,23.25,1.75,1.38,4.5,2.0,297.88,33.75,9.62,129.5,149.88,98.62,123.38,17.25,39.88,4058.62,1431.62,252.5,9.25,1178.0,530.75,7.62,2.12,13.88,5.88,6.88,19.5,13.12,11.25,6.25,2.0,9.62,19.38,9.75,9.62,12.25,3.38,28.62,0.75,41.62,14.12,9.5,23.62,256.75,23.25,453.62,43.38,170.0,203.5,87.12,12.25,453.62,2.12,0.25,13.12,10.38,2.25,0.0,0.0,0.0,9.25,14.25,23.5,5.62,1.75,3.88,1.91,0.16,0.25,4.62,16.5,27.75,3.5,122.95,6.38,334.8,17.12,1.5,0.62,7.41
Stuttgart,900,"Bundesliga, Champions League",1.7,1.32,14.82,5.16,1.84,1.71,0.04,0.16,26.3,2.94,11.66,38.24,11.66,2.88,19.78,1.53,1.34,459.08,547.36,45.7,1.98,1.92,9.44,1.68,503.88,41.8,12.12,242.52,266.3,178.86,204.9,26.42,48.26,7219.76,2304.6,386.74,16.54,1913.16,881.58,13.44,5.36,16.46,7.86,7.68,15.26,8.72,6.3,6.5,2.46,8.12,15.62,7.5,8.72,11.62,3.12,20.22,0.54,40.76,13.52,8.92,22.44,458.54,45.2,655.52,33.24,157.1,328.2,175.24,28.7,655.36,1.96,0.16,10.8,11.94,1.92,0.06,0.12,0.02,12.52,12.02,24.54,4.0,1.74,2.26,1.33,-0.41,0.18,4.38,11.56,35.46,3.94,114.15,3.2,118.74,11.02,0.62,1.34,29.13
TSC Bačka Top,248,Europa Conference League,1.58,1.15,17.27,5.27,1.64,1.51,0.0,0.15,29.81,2.73,11.66,35.94,8.05,1.27,14.47,0.89,0.99,391.31,481.24,42.15,0.44,2.77,9.37,1.66,441.02,38.56,12.69,188.95,219.29,162.37,187.95,28.08,45.63,6444.85,2066.55,340.35,15.58,1643.89,770.45,12.56,4.94,20.23,11.37,8.66,16.98,11.1,5.65,8.03,3.31,8.71,19.18,10.47,10.56,9.85,2.79,19.05,0.27,46.18,17.48,11.5,28.98,392.94,41.56,597.4,30.58,149.66,289.77,164.34,25.73,597.26,2.94,0.0,14.45,11.56,1.81,0.15,0.15,0.06,10.81,10.82,21.63,5.42,2.27,3.21,2.25,-0.02,0.0,5.18,16.23,41.03,4.13,131.19,3.73,150.43,9.53,0.35,1.73,36.99
The New Saints,216,Europa Conference League,0.83,0.67,8.33,2.5,0.87,0.73,0.17,0.17,15.0,1.5,6.0,15.67,4.5,2.83,12.33,0.43,0.53,262.0,336.33,18.33,0.33,2.67,5.5,0.0,308.5,27.83,7.5,118.5,135.5,110.17,133.5,25.67,50.5,4599.5,1411.67,248.83,12.83,1511.33,747.33,11.83,1.83,14.83,7.83,6.83,20.67,13.67,12.83,6.83,1.0,9.0,17.5,8.5,9.33,14.33,7.0,32.17,0.5,38.83,11.17,7.83,19.0,265.67,18.17,450.0,45.67,188.5,186.0,83.0,12.83,449.83,1.17,0.0,10.0,8.83,0.0,0.17,0.0,0.0,9.0,10.67,19.67,6.83,1.67,5.17,2.37,0.7,0.17,5.33,15.5,33.17,2.0,63.03,7.17,310.5,16.33,0.83,0.17,1.67
Torino,760,Serie A,0.95,0.55,10.08,3.24,0.89,0.81,0.05,0.11,17.18,1.53,7.18,24.18,6.42,2.26,17.76,0.59,0.56,327.45,403.89,29.29,0.66,2.05,7.18,1.37,369.11,33.42,8.34,144.21,165.55,149.0,171.87,27.5,47.16,5670.37,1638.45,288.5,13.92,1489.68,716.05,10.24,2.82,11.89,4.45,6.21,12.29,6.87,5.68,4.76,1.84,6.08,11.42,5.34,7.32,8.89,3.5,22.68,0.45,32.71,12.87,7.13,20.0,329.47,29.03,497.97,30.84,136.0,248.68,117.76,15.92,497.87,2.03,0.11,12.68,9.87,1.5,0.16,0.05,0.05,13.87,14.79,28.66,4.74,1.18,3.5,1.41,0.23,0.26,6.08,18.79,36.26,5.16,187.23,7.29,371.07,15.71,0.97,1.34,24.36
Tottenham,1070,"Europa League, Premier League",1.76,1.32,13.18,4.96,1.63,1.5,0.13,0.15,23.3,2.98,9.94,34.45,9.89,2.09,18.56,0.99,1.18,414.37,497.93,42.97,1.43,1.71,10.42,1.59,454.75,41.59,12.62,194.4,217.29,182.55,205.8,25.14,45.85,6798.93,2148.73,385.16,22.28,2108.97,1040.24,15.54,7.11,22.14,8.77,11.33,16.77,10.57,7.45,6.73,2.58,7.63,15.23,7.6,8.57,11.81,4.3,21.63,0.83,44.53,15.7,11.75,27.45,419.67,42.71,613.43,40.94,176.3,278.41,165.47,27.28,613.27,1.72,0.14,11.12,12.04,1.62,0.09,0.15,0.09,10.52,10.78,21.29,4.62,1.53,3.19,1.63,0.1,0.23,1.65,5.22,30.18,5.23,129.07,4.69,114.99,14.62,1.31,1.27,21.48
Toulouse,612,Ligue 1,1.24,0.97,11.74,4.26,1.47,1.37,0.09,0.12,20.47,2.26,8.71,25.59,8.35,1.91,17.06,1.03,1.02,323.44,409.26,35.85,1.29,2.76,8.41,1.32,368.79,39.15,11.03,147.71,170.35,144.56,169.68,23.41,46.82,5495.97,1863.0,288.76,15.97,1419.94,730.15,10.85,4.56,18.09,8.15,8.97,17.74,10.68,7.71,7.44,2.59,9.29,17.79,8.5,8.24,10.03,3.03,22.24,0.41,43.38,15.44,9.15,24.59,325.62,35.32,517.29,32.62,147.85,247.85,128.26,23.21,517.18,1.53,0.09,12.94,12.15,1.35,0.03,0.12,0.09,12.53,13.0,25.53,3.18,1.26,1.97,1.02,-0.26,0.29,2.88,10.32,22.88,2.85,86.5,5.09,226.68,12.91,0.29,1.09,21.54
Twente,320,Europa League,1.05,0.61,11.05,3.55,1.23,0.92,0.28,0.39,19.24,1.84,7.62,25.74,7.25,2.33,17.84,0.7,0.69,337.5,427.88,33.21,0.61,1.98,10.95,1.05,389.5,37.33,9.61,148.1,174.18,149.74,176.12,31.36,53.84,5876.64,1824.51,294.91,15.01,1583.68,767.68,10.9,4.91,17.79,7.8,8.93,22.8,14.38,11.14,8.62,3.04,11.26,19.42,8.16,9.38,11.85,3.11,26.52,0.34,42.54,12.96,9.3,22.26,337.76,33.05,549.8,43.16,190.94,241.61,123.11,21.35,549.41,2.5,0.22,12.01,10.31,1.39,0.16,0.22,0.1,11.89,14.49,26.38,4.5,1.31,3.18,1.44,0.13,0.22,5.96,16.61,30.98,3.95,137.14,5.28,179.93,13.94,0.5,1.4,24.61
Udinese,760,Serie A,1.08,0.74,11.32,3.61,1.0,0.91,0.05,0.11,19.89,1.61,8.24,24.87,6.37,2.71,17.87,0.57,0.71,315.05,394.37,30.5,0.66,2.42,6.97,1.16,354.95,38.26,10.24,133.68,152.21,138.63,162.87,34.55,58.39,5643.71,1708.21,272.66,14.89,1504.61,729.18,11.16,3.34,16.39,7.39,7.74,14.79,9.11,7.26,5.71,1.82,7.34,13.34,6.0,7.95,10.42,3.66,23.45,0.63,35.84,14.66,7.76,22.42,315.24,30.0,499.11,34.08,147.84,240.32,117.13,18.26,499.0,2.26,0.21,14.26,9.92,1.32,0.18,0.05,0.11,14.29,12.95,27.24,4.32,1.47,2.97,1.38,-0.09,0.24,4.39,11.76,29.76,2.84,83.06,4.11,193.61,13.89,0.5,0.95,17.23
Union Berlin,612,Bundesliga,1.06,0.74,12.15,3.53,1.1,1.03,0.09,0.09,20.68,1.82,8.59,22.53,6.88,2.21,17.88,0.84,0.67,270.38,370.47,30.82,0.47,1.53,9.82,1.74,333.24,35.5,7.59,127.15,151.5,106.53,135.91,26.68,53.65,4608.03,1723.56,240.38,11.47,1137.79,528.56,7.41,3.15,12.32,5.03,6.29,15.79,9.35,7.82,6.56,1.41,7.94,14.88,6.94,9.18,12.03,3.24,30.06,0.29,39.0,13.85,8.41,22.26,274.29,30.35,489.29,36.24,150.06,226.62,117.53,20.21,489.21,2.06,0.03,12.32,9.09,1.97,0.18,0.09,0.03,18.82,19.88,38.71,4.09,1.47,2.53,1.44,-0.03,0.24,5.03,13.76,26.47,4.74,153.23,5.91,307.06,16.71,1.18,1.15,21.77
Union SG,320,Europa League,1.0,0.72,16.25,5.44,1.91,1.76,0.05,0.16,28.19,1.72,12.22,34.12,8.86,1.82,18.75,1.1,1.36,331.04,436.35,42.68,1.36,1.01,9.43,2.16,393.38,40.81,10.86,155.31,184.76,135.07,168.41,28.6,53.92,5540.7,2063.74,294.21,18.1,1528.88,736.59,13.76,6.69,23.3,11.61,10.81,23.88,14.44,8.02,10.96,4.89,12.64,22.91,10.28,10.66,13.56,3.58,24.16,0.11,58.58,19.68,11.66,31.34,326.61,42.18,575.56,25.49,141.93,273.24,168.74,29.84,575.4,3.61,0.56,15.28,11.62,2.28,0.05,0.11,0.11,19.64,18.69,38.33,3.54,1.05,2.6,1.2,0.15,0.22,7.8,18.3,31.05,2.49,98.51,3.64,148.46,11.95,0.84,0.5,10.26
Valencia,760,La Liga,1.13,0.68,10.05,3.05,1.12,1.01,0.13,0.13,17.55,1.82,7.39,28.82,6.66,2.39,20.08,0.78,0.77,345.74,434.08,35.26,1.0,3.29,10.37,1.84,392.32,39.92,11.16,163.26,183.08,148.76,174.5,27.61,52.53,5897.71,1843.55,281.71,15.03,1484.29,768.03,10.89,3.21,16.45,6.21,8.45,16.97,10.87,8.89,6.0,2.08,8.39,15.0,6.61,7.92,9.63,2.53,24.58,0.39,39.84,14.05,8.95,23.0,348.95,34.95,541.32,32.0,155.68,258.5,132.45,17.18,541.18,2.18,0.03,11.61,11.58,1.89,0.21,0.11,0.08,11.71,14.16,25.87,3.89,1.42,2.5,1.33,-0.09,0.21,4.11,13.71,25.58,4.18,145.33,6.29,313.9,13.76,0.95,1.42,30.75
Valladolid,760,La Liga,0.68,0.39,8.71,2.55,0.88,0.78,0.13,0.13,15.68,1.11,6.74,19.18,4.63,2.45,17.66,0.56,0.64,290.13,367.95,26.08,0.97,3.29,6.95,1.68,328.76,37.5,11.05,122.26,139.66,132.58,155.76,28.97,53.21,5226.63,1648.61,235.05,12.53,1332.18,663.05,8.32,3.16,16.42,7.61,7.0,15.68,9.39,9.0,5.37,1.32,7.26,14.84,7.58,8.18,11.84,4.21,24.24,0.63,34.29,13.42,7.05,20.47,295.84,25.68,473.53,36.66,175.34,214.08,89.29,13.76,473.39,2.39,0.18,12.08,12.74,1.76,0.18,0.08,0.03,14.13,13.76,27.89,5.37,2.37,3.03,1.96,-0.41,0.13,5.32,14.47,29.39,4.39,146.22,7.5,371.47,15.26,1.03,1.0,19.2
Venezia,760,Serie A,0.82,0.42,10.03,3.16,0.95,0.84,0.11,0.13,17.82,1.26,7.42,20.97,5.66,1.53,13.92,0.48,0.57,280.61,363.0,28.05,0.92,2.26,7.87,1.39,319.53,42.08,11.55,131.26,153.18,120.89,146.05,19.97,40.79,4678.13,1587.87,251.82,13.34,1357.71,666.47,10.08,3.26,15.79,6.5,7.63,15.92,9.5,8.39,5.32,2.21,7.53,15.05,7.53,7.34,11.55,3.82,23.61,0.58,36.95,16.32,10.47,26.79,280.66,27.82,472.92,35.24,146.58,219.34,112.84,16.66,472.76,1.92,0.11,13.21,11.82,1.53,0.26,0.11,0.05,12.66,16.47,29.13,4.95,1.47,3.53,1.5,0.03,0.16,3.55,13.68,30.61,4.16,139.54,4.92,209.68,15.5,0.82,0.55,7.56
Viktoria Plzeň,352,Europa League,1.56,1.35,12.42,4.25,1.24,1.16,0.0,0.1,19.7,2.66,9.08,23.08,5.97,1.28,14.52,0.65,0.88,242.67,341.81,30.82,0.76,1.39,10.07,2.48,305.02,34.31,8.57,122.84,150.38,86.39,116.28,22.77,48.19,3969.75,1556.73,182.8,10.49,957.99,406.89,8.19,3.25,16.76,7.93,8.05,20.18,12.47,8.26,8.52,3.4,9.76,20.45,10.69,11.61,15.62,3.92,28.17,0.6,47.99,16.27,10.0,26.27,241.67,29.7,475.88,35.08,131.18,210.94,139.81,19.93,475.77,1.65,0.31,12.0,9.2,2.68,0.1,0.1,0.0,19.48,19.12,38.6,5.3,1.41,3.78,1.73,0.32,0.25,5.67,16.9,22.99,2.42,103.64,5.65,310.39,14.65,0.97,1.05,24.1
Villarreal,760,La Liga,1.82,1.32,13.95,4.5,1.72,1.57,0.13,0.18,25.21,3.24,11.18,29.82,9.74,2.68,17.74,1.18,1.28,359.32,439.32,40.05,2.05,3.24,8.34,2.0,399.55,37.76,11.61,158.39,177.92,161.05,185.03,33.0,55.55,6341.26,2146.68,298.87,18.24,1575.84,852.37,13.24,5.32,16.5,7.34,7.32,17.03,10.37,8.71,6.21,2.11,8.79,16.42,7.63,7.37,11.21,3.45,23.66,0.47,39.45,14.68,7.61,22.29,363.61,39.74,549.32,40.47,173.82,239.68,140.84,25.87,549.13,2.42,0.13,11.63,12.0,2.03,0.21,0.16,0.03,12.76,10.47,23.24,4.21,1.34,2.89,1.16,-0.18,0.21,3.21,8.92,24.32,5.45,159.74,5.42,215.9,15.24,0.89,0.95,16.65
Vitória,248,Europa Conference League,2.02,1.15,20.71,7.66,2.3,2.18,0.15,0.15,35.05,3.45,15.52,38.27,11.66,2.37,18.5,1.12,1.68,389.87,473.79,48.39,1.0,2.37,8.0,0.71,437.39,35.69,9.98,181.73,201.98,162.85,191.92,34.32,57.13,6601.74,2299.32,328.94,21.1,1756.19,952.32,14.61,5.77,15.77,6.82,8.31,20.58,14.73,10.56,7.15,2.87,11.35,18.95,7.6,10.4,10.74,2.39,21.37,0.21,50.16,15.61,7.9,23.52,391.21,47.74,594.18,25.61,146.55,291.58,161.15,28.56,594.03,2.65,0.0,11.92,10.73,0.85,0.0,0.15,0.0,13.81,11.21,25.02,3.68,1.26,2.42,1.25,-0.0,0.0,2.97,7.44,23.74,1.82,48.77,3.9,153.32,8.31,0.44,0.27,3.32
Werder Bremen,612,Bundesliga,1.56,1.12,12.47,4.06,1.46,1.35,0.09,0.15,22.56,2.74,9.62,27.44,9.82,2.68,19.62,1.22,1.13,381.5,477.5,39.65,1.68,2.44,10.35,2.0,433.85,41.65,10.97,166.56,191.12,167.91,197.56,33.32,56.97,6554.68,2163.79,336.44,14.56,1517.82,718.32,10.21,3.71,14.0,5.71,7.06,16.21,9.44,7.21,7.06,1.94,8.12,15.29,7.18,9.24,13.32,4.24,24.74,0.59,41.5,14.47,7.53,22.0,384.38,39.5,591.24,38.94,186.09,270.82,138.85,24.06,591.09,2.15,0.21,9.85,11.65,2.12,0.09,0.12,0.09,13.68,13.79,27.47,4.59,1.68,3.0,1.56,-0.11,0.29,3.94,10.88,35.41,5.53,173.18,3.15,115.72,13.65,1.03,1.0,18.93
West Ham,760,Premier League,1.13,0.76,12.45,3.61,1.24,1.18,0.08,0.08,21.29,1.76,8.71,27.87,7.03,1.89,16.13,0.76,0.86,363.16,444.18,32.13,1.39,3.42,8.95,1.76,410.82,31.61,8.47,178.34,200.47,151.37,174.82,27.21,48.21,6074.82,1885.55,287.11,16.63,1459.84,722.26,10.37,4.61,20.79,9.05,9.47,17.16,10.16,8.29,6.66,2.21,7.58,13.89,6.32,8.71,11.58,4.45,26.76,0.63,40.11,12.95,10.32,23.26,366.03,31.95,560.74,44.61,178.66,258.82,128.84,22.08,560.66,2.11,0.13,11.61,10.42,1.92,0.03,0.05,0.05,15.32,14.71,30.03,4.89,1.63,3.34,1.53,-0.12,0.18,5.58,16.05,31.11,4.58,150.41,7.79,340.28,16.16,0.66,1.11,20.97
