Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Red Star,288,Champions League,468,360,3348,1080,324.0,295.2,36,36,5580,828,2304,7236,1836,468,6120,223.2,244.8,89064,111528,10188,612,1116,2448,648,100368,10512,3420,38484,43596,41040,48600,7740,13104,1553076,507528,76824,5184,443880,213624,3456,1188,5076,2772,1908,4500,2484,2772,1368,360,2268,4500,2232,2880,3024,936,5796,432,11196,4752,2736,7488,90684,10152,141768,9648,41472,66780,35028,5472,141732,396,0,2772,3780,684,36,36,0,2664,4104,6768,1692.0,792.0,900.0,676.8,-115.2,36,1548.0,4284.0,6084.0,972.0,36115.2,2700.0,118789.2,3672.0,144.0,36.0,532.8
Reims,612,Ligue 1,576,342,7056,1980,655.2,628.2,18,36,12276,1026,4968,15282,4032,1440,10998,446.4,459.0,194562,240894,20790,684,1656,4500,954,218898,21042,5634,93222,105426,80118,93582,15156,27594,3246750,1056564,167112,10548,1000422,514854,7560,2502,11286,4986,5616,10008,6444,5598,3132,1278,5112,9864,4752,5184,7056,2610,16848,288,24516,10332,5472,15804,197406,20520,312102,24750,102222,138240,75816,11664,312066,1170,144,7056,6642,1062,90,18,0,6696,7740,14436,3222.0,846.0,2358.0,1110.6,264.6,126,2772.0,8586.0,17874.0,2754.0,89589.6,3960.0,178054.2,9972.0,558.0,756.0,13552.2
Rennes,612,Ligue 1,918,576,7614,2790,869.4,761.4,90,144,13554,1494,5688,19224,4770,1116,10440,504.0,514.8,234324,282960,25902,666,2124,5508,846,258318,23796,7038,105858,119448,104220,119466,18198,29142,4001346,1252998,192852,11934,1043244,534276,7722,3348,11538,4824,5886,10692,6516,5040,4212,1440,5310,9126,3816,6066,6300,1728,12978,162,25308,9108,6156,15264,236232,25542,349542,18342,90648,172818,89442,13734,349398,1152,36,8010,6840,864,108,72,36,7866,7056,14922,2484.0,900.0,1566.0,829.8,-70.2,234,2142.0,6498.0,18180.0,2376.0,69850.8,3222.0,117720.0,7236.0,414.0,666.0,12362.4
Roma,1112,"Europa League, Serie A",1572,1048,15848,5048,1621.6,1457.6,212,212,28464,2776,12008,38160,9796,2520,20080,1017.2,1125.6,483312,572424,45108,1568,3396,8752,2184,527728,42512,13600,215236,240200,216288,241904,38800,63752,8303096,2411992,436436,20240,2297160,1075704,19056,4976,17668,7068,8396,17076,10328,7232,6984,2860,7300,13444,6144,9112,9980,3016,21572,476,42236,15904,8284,24188,487180,44752,686848,33892,167808,342372,183200,27344,686636,1956,88,11540,14212,2240,152,172,36,14140,13140,27280,4184.0,1028.0,3192.0,1266.8,238.8,428,4104.0,12340.0,36484.0,5064.0,153063.6,6100.0,277733.2,14432.0,1004.0,1068.0,18030.4
Saint-Étienne,594,Ligue 1,666,468,6390,1962,653.4,597.6,54,72,11250,1152,4824,18234,4266,612,7128,424.8,433.8,219942,265842,22716,918,864,4698,792,243414,21636,5634,109296,121698,91350,105156,13662,25038,3557808,1167948,172908,9522,861858,432432,6012,2484,10044,4302,5292,10440,6696,5220,3888,1332,5328,10656,5328,5832,7254,2430,14922,450,24966,9900,5562,15462,221616,22572,333810,24390,101250,152658,82926,10800,333738,1026,36,7956,6210,828,270,72,36,6030,6876,12906,3708.0,1386.0,2322.0,1323.0,-63.0,72,2358.0,8748.0,17604.0,2610.0,87021.0,3690.0,149526.0,9180.0,432.0,594.0,10731.6
Sevilla,760,La Liga,780,640,9440,2960,836.0,790.0,40,60,16200,1380,7040,20780,4160,1200,12240,402.0,590.0,271660,334520,23840,800,2600,6280,1280,303200,30040,7940,130780,145220,114900,133480,20480,40000,4604980,1434320,207380,11880,1092840,557020,7940,3220,14400,6780,6400,12900,7760,6360,4800,1740,6180,11140,4960,7340,7360,1760,18240,260,30240,12480,6620,19100,270520,23720,420960,24560,133060,195740,96260,13380,420900,1880,220,9860,7960,1400,120,20,20,10440,8840,19280,2960.0,1100.0,1860.0,962.0,-140.0,200,3100.0,11740.0,22260.0,2920.0,105524.0,4240.0,198072.0,10260.0,540.0,860.0,15272.0
Shakhtar,288,Champions League,288,180,2664,720,284.4,226.8,36,72,4428,432,1872,6192,1656,504,3276,158.4,183.6,97668,117936,7020,576,1080,2412,324,109080,8532,2376,46584,51336,39996,45648,8064,13464,1638576,492012,81432,3708,427428,192276,2448,1188,5724,2952,2520,4680,2808,2808,1260,612,2160,5292,3132,2988,3492,1296,6660,252,11700,3420,2124,5544,97668,6948,148968,13284,57888,62352,29988,4932,148896,468,36,3060,2484,360,72,72,0,2376,3744,6120,1872.0,576.0,1296.0,615.6,39.6,72,1656.0,4716.0,11196.0,1224.0,41331.6,1944.0,78962.4,5076.0,576.0,144.0,1497.6
Shamrock Rov,248,Europa Conference League,412,160,2384,1072,286.8,286.8,0,0,4196,644,1972,6932,1376,280,3840,198.4,250.4,83328,104464,7560,248,460,2288,208,96408,7848,1956,44960,49988,29880,36120,5628,11540,1303140,477044,71564,3496,359652,165204,2496,800,3728,1488,1940,3856,2256,2012,1300,544,1980,4280,2300,1976,2656,804,7676,324,10160,3820,2392,6212,84428,7508,133336,11188,45800,59000,29632,3588,133336,616,72,2732,2404,208,0,0,0,2896,2872,5768,908.0,340.0,568.0,295.6,-44.4,52,672.0,2524.0,4512.0,1048.0,32840.4,1636.0,67804.4,4392.0,104.0,272.0,4802.4
Slavia Prague,288,Europa League,252,216,5076,1620,378.0,378.0,0,0,8568,504,3564,7740,3996,2016,9432,320.4,316.8,94788,126216,12420,72,648,2880,684,112572,12960,3672,43632,51480,37404,47304,10188,18252,1643904,598716,68400,5400,434628,219168,3636,1080,4428,1872,2340,4392,2556,1836,1836,720,2160,3672,1512,2952,2988,648,3708,252,13680,5184,2880,8064,95184,12312,157968,7524,39672,64476,55296,9540,157968,792,0,4392,3708,684,108,0,0,5148,5688,10836,1080.0,396.0,648.0,381.6,-14.4,36,1332.0,2916.0,10620.0,1116.0,31492.8,972.0,34815.6,2232.0,108.0,396.0,9108.0
Slovan Bratislava,288,Champions League,252,180,2196,648,255.6,226.8,36,36,3744,432,1584,5940,1008,36,2736,72.0,136.8,79632,102024,7092,396,828,2772,396,92196,9432,3024,39384,45396,29664,35532,6192,11880,1268712,434808,72288,3420,386712,182304,1872,1008,5652,2376,2844,4752,3024,2916,1440,396,2304,5040,2736,3528,4068,1584,9648,216,11664,3708,2160,5868,82296,7020,136116,16884,56844,58104,22824,3600,136080,612,72,2592,3600,432,72,36,0,2340,2592,4932,2304.0,972.0,1296.0,849.6,-122.4,0,1224.0,3636.0,5652.0,1404.0,46544.4,2880.0,108331.2,5868.0,396.0,0.0,0.0
Southampton,760,Premier League,500,320,6820,2120,626.0,592.0,0,40,12260,840,5380,18920,4340,1200,10960,400.0,464.0,290660,340620,22540,860,1100,5400,800,316140,23680,6940,139740,153980,126200,140940,17340,29300,4729040,1290220,233340,12800,1240000,627300,9200,3300,14720,6240,6660,13040,7560,6200,5320,1520,5600,11620,6020,6060,8660,4020,19480,820,28220,9660,7100,16760,289920,22360,422500,36000,136080,195060,95320,13760,422460,1740,60,9160,8320,980,180,40,0,9160,8400,17560,4900.0,1720.0,3140.0,1680.0,-40.0,60,4700.0,14140.0,25860.0,3440.0,113044.0,4560.0,233910.0,11740.0,700.0,540.0,10584.0
Sparta Prague,288,Champions League,216,108,2700,756,223.2,223.2,0,0,4428,324,1764,4536,1008,360,2772,144.0,162.0,66780,88632,6588,216,720,2160,252,79848,8532,1764,30096,35928,28368,34416,6192,12420,1145844,356976,63612,2916,303228,145728,1980,756,3816,1656,1944,4284,2556,2412,1260,612,2016,4644,2628,2700,3744,1476,7812,288,11196,2952,2052,5004,67392,6552,118368,11484,41220,54540,23652,4212,118368,432,0,2916,1908,288,36,0,36,3312,3564,6876,2196.0,756.0,1476.0,612.0,-144.0,36,1512.0,5328.0,8748.0,1368.0,52232.4,1872.0,103309.2,4320.0,252.0,252.0,3790.8
Sporting CP,320,Champions League,468,324,3992,1336,432.0,378.0,72,72,7252,828,3116,8928,1744,284,3720,234.0,299.2,127272,149896,11080,572,644,2704,408,137032,12456,4568,58308,64692,57720,64444,9164,14452,2166856,697228,114092,5908,566364,293064,3940,2052,6332,2568,3032,5552,3248,2700,2316,536,2784,5228,2444,2464,2872,776,5684,284,12532,3744,3100,6844,129320,10972,181604,12032,58188,85924,39080,5920,181532,592,0,3468,4640,408,72,72,36,2316,2556,4872,1596.0,480.0,1136.0,540.0,60.0,88,732.0,2348.0,8260.0,1256.0,34322.4,2284.0,85075.2,3376.0,172.0,156.0,2299.6
St. Gallen,216,Europa Conference League,360,180,2952,972,316.8,316.8,0,0,5040,720,2088,6768,2088,432,4500,255.6,277.2,67536,90396,8856,324,468,2412,540,80820,9036,1728,30564,36252,28080,35496,6984,12888,1193904,437508,60228,3564,343152,171072,1944,1008,3636,1656,1872,3492,2268,1764,1440,288,1944,3924,1980,2088,2736,792,4788,180,9468,3096,1836,4932,69588,8820,115236,7452,33552,52704,29988,5688,115236,504,0,2700,1836,540,36,0,36,2844,3636,6480,1800.0,648.0,1188.0,561.6,-86.4,0,972.0,2052.0,6948.0,972.0,28864.8,1440.0,41842.8,2916.0,216.0,288.0,5418.0
St. Pauli,612,Bundesliga,468,396,6786,1962,635.4,604.8,18,36,11880,810,4968,15336,3582,1296,10800,460.8,469.8,192420,249246,19314,558,1062,5454,1134,224262,23850,5724,87894,101358,84204,101448,14940,31140,3257694,1089288,146952,7524,741042,364248,5868,2196,7704,3204,3618,9666,5670,4608,3906,1152,4788,9162,4374,4626,7038,1566,16074,324,23328,8568,4716,13284,192042,19026,316746,20916,95274,147780,76392,11664,316710,900,90,6336,6318,1188,72,36,18,9432,11808,21240,2520.0,738.0,1728.0,894.6,156.6,198,3078.0,9378.0,23508.0,2016.0,64591.2,2646.0,100983.6,7668.0,432.0,486.0,7936.2
Strasbourg,612,Ligue 1,972,774,6372,2520,887.4,858.6,36,36,11160,1674,4914,15732,3870,900,8928,532.8,696.6,239688,284148,21654,1044,810,4536,828,259902,23418,7452,109296,121176,112158,127062,13806,24210,4000410,1243062,196560,10116,933660,486720,6570,3060,11304,5058,5472,9648,6012,4590,3834,1224,4626,8244,3618,5076,6768,1998,15696,288,24768,9252,4734,13986,240048,21438,351324,25290,122076,163872,68850,11052,351288,1242,72,7056,7452,864,144,36,36,6012,5832,11844,3042.0,792.0,2268.0,939.6,147.6,180,2214.0,6894.0,28080.0,2664.0,69858.0,2052.0,92763.0,9702.0,774.0,900.0,15840.0
Sturm Graz,288,Champions League,144,72,2412,864,223.2,223.2,0,0,4176,216,1764,5508,1512,216,3636,122.4,169.2,73872,96084,6696,504,396,1296,576,85788,9720,2772,37296,43164,28404,35532,4968,11484,1168884,412308,72720,2664,339264,152856,2196,612,3996,1692,1980,5616,3780,3240,1800,576,2772,5580,2808,2772,3528,972,8244,216,11988,4068,2736,6804,73944,6696,130644,12492,48960,58608,25092,3528,130644,612,72,3780,2988,648,0,0,0,2664,4104,6768,1620.0,504.0,1116.0,550.8,46.8,72,1332.0,4752.0,7992.0,1008.0,35409.6,1836.0,96422.4,4932.0,432.0,180.0,2134.8
Stuttgart,900,"Bundesliga, Champions League",1530,1188,13338,4644,1657.8,1537.2,36,144,23670,2646,10494,34416,10494,2592,17802,1375.2,1206.0,413172,492624,41130,1782,1728,8496,1512,453492,37620,10908,218268,239670,160974,184410,23778,43434,6497784,2074140,348066,14886,1721844,793422,12096,4824,14814,7074,6912,13734,7848,5670,5850,2214,7308,14058,6750,7848,10458,2808,18198,486,36684,12168,8028,20196,412686,40680,589968,29916,141390,295380,157716,25830,589824,1764,144,9720,10746,1728,54,108,18,11268,10818,22086,3600.0,1566.0,2034.0,1200.6,-365.4,162,3942.0,10404.0,31914.0,3546.0,102733.2,2880.0,106862.4,9918.0,558.0,1206.0,26215.2
TSC Bačka Top,248,Europa Conference League,392,284,4284,1308,406.4,374.0,0,36,7392,676,2892,8912,1996,316,3588,220.8,246.4,97044,119348,10452,108,688,2324,412,109372,9564,3148,46860,54384,40268,46612,6964,11316,1598324,512504,84408,3864,407684,191072,3116,1224,5016,2820,2148,4212,2752,1400,1992,820,2160,4756,2596,2620,2444,692,4724,68,11452,4336,2852,7188,97448,10308,148156,7584,37116,71864,40756,6380,148120,728,0,3584,2868,448,36,36,16,2680,2684,5364,1344.0,564.0,796.0,559.2,-4.8,0,1284.0,4024.0,10176.0,1024.0,32536.0,924.0,37305.6,2364.0,88.0,428.0,9174.4
The New Saints,216,Europa Conference League,180,144,1800,540,187.2,158.4,36,36,3240,324,1296,3384,972,612,2664,93.6,115.2,56592,72648,3960,72,576,1188,0,66636,6012,1620,25596,29268,23796,28836,5544,10908,993492,304920,53748,2772,326448,161424,2556,396,3204,1692,1476,4464,2952,2772,1476,216,1944,3780,1836,2016,3096,1512,6948,108,8388,2412,1692,4104,57384,3924,97200,9864,40716,40176,17928,2772,97164,252,0,2160,1908,0,36,0,0,1944,2304,4248,1476.0,360.0,1116.0,511.2,151.2,36,1152.0,3348.0,7164.0,432.0,13615.2,1548.0,67068.0,3528.0,180.0,36.0,360.0
Torino,760,Serie A,720,420,7660,2460,676.0,614.0,40,80,13060,1160,5460,18380,4880,1720,13500,446.0,422.0,248860,306960,22260,500,1560,5460,1040,280520,25400,6340,109600,125820,113240,130620,20900,35840,4309480,1245220,219260,10580,1132160,544200,7780,2140,9040,3380,4720,9340,5220,4320,3620,1400,4620,8680,4060,5560,6760,2660,17240,340,24860,9780,5420,15200,250400,22060,378460,23440,103360,189000,89500,12100,378380,1540,80,9640,7500,1140,120,40,40,10540,11240,21780,3600.0,900.0,2660.0,1072.0,172.0,200,4620.0,14280.0,27560.0,3920.0,142294.0,5540.0,282014.0,11940.0,740.0,1020.0,18512.0
Tottenham,1070,"Europa League, Premier League",1882,1410,14106,5306,1739.2,1608.0,144,164,24936,3188,10636,36864,10584,2238,19858,1056.2,1262.4,443372,532784,45980,1526,1826,11148,1698,486580,44506,13500,208010,232504,195324,220202,26896,49064,7274852,2299140,412120,23840,2256596,1113054,16626,7610,23686,9380,12122,17940,11306,7974,7202,2764,8166,16300,8134,9166,12632,4600,23146,884,47648,16802,12572,29374,449048,45702,656366,43810,188640,297894,177056,29192,656202,1842,148,11900,12880,1738,96,164,96,11252,11532,22784,4946.0,1632.0,3410.0,1742.0,110.0,242,1770.0,5590.0,32288.0,5600.0,138101.2,5016.0,123034.0,15648.0,1402.0,1364.0,22979.6
Toulouse,612,Ligue 1,756,594,7182,2610,898.2,840.6,54,72,12528,1386,5328,15660,5112,1170,10440,631.8,626.4,197946,250470,21942,792,1692,5148,810,225702,23958,6750,90396,104256,88470,103842,14328,28656,3363534,1140156,176724,9774,869004,446850,6642,2790,11070,4986,5490,10854,6534,4716,4554,1584,5688,10890,5202,5040,6138,1854,13608,252,26550,9450,5598,15048,199278,21618,316584,19962,90486,151686,78498,14202,316512,936,54,7920,7434,828,18,72,54,7668,7956,15624,1944.0,774.0,1206.0,624.6,-162.0,180,1764.0,6318.0,14004.0,1746.0,52938.0,3114.0,138726.0,7902.0,180.0,666.0,13181.4
Twente,320,Europa League,336,196,3536,1136,392.0,292.8,88,124,6156,588,2440,8236,2320,744,5708,222.8,221.2,108000,136920,10628,196,632,3504,336,124640,11944,3076,47392,55736,47916,56360,10036,17228,1880524,583844,94372,4804,506776,245656,3488,1572,5692,2496,2856,7296,4600,3564,2760,972,3604,6216,2612,3000,3792,996,8488,108,13612,4148,2976,7124,108084,10576,175936,13812,61100,77316,39396,6832,175812,800,72,3844,3300,444,52,72,32,3804,4636,8440,1440.0,420.0,1016.0,460.4,40.4,72,1908.0,5316.0,9912.0,1264.0,43885.6,1688.0,57577.2,4460.0,160.0,448.0,7874.4
Udinese,760,Serie A,820,560,8600,2740,760.0,694.0,40,80,15120,1220,6260,18900,4840,2060,13580,432.0,536.0,239440,299720,23180,500,1840,5300,880,269760,29080,7780,101600,115680,105360,123780,26260,44380,4289220,1298240,207220,11320,1143500,554180,8480,2540,12460,5620,5880,11240,6920,5520,4340,1380,5580,10140,4560,6040,7920,2780,17820,480,27240,11140,5900,17040,239580,22800,379320,25900,112360,182640,89020,13880,379240,1720,160,10840,7540,1000,140,40,80,10860,9840,20700,3280.0,1120.0,2260.0,1048.0,-72.0,180,3340.0,8940.0,22620.0,2160.0,63128.0,3120.0,147146.0,10560.0,380.0,720.0,13094.0
Union Berlin,612,Bundesliga,648,450,7434,2160,673.2,630.0,54,54,12654,1116,5256,13788,4212,1350,10944,516.6,412.2,165474,226728,18864,288,936,6012,1062,203940,21726,4644,77814,92718,65196,83178,16326,32832,2820114,1054818,147114,7020,696330,323478,4536,1926,7542,3078,3852,9666,5724,4788,4014,864,4860,9108,4248,5616,7362,1980,18396,180,23868,8478,5148,13626,167868,18576,299448,22176,91836,138690,71928,12366,299394,1260,18,7542,5562,1206,108,54,18,11520,12168,23688,2502.0,900.0,1548.0,883.8,-16.2,144,3078.0,8424.0,16200.0,2898.0,93774.6,3618.0,187921.8,10224.0,720.0,702.0,13321.8
Union SG,320,Europa League,320,232,5200,1740,611.6,564.4,16,52,9020,552,3912,10920,2836,584,6000,350.4,434.8,105932,139632,13656,436,324,3016,692,125880,13060,3476,49700,59124,43224,53892,9152,17256,1773024,660396,94148,5792,489240,235708,4404,2140,7456,3716,3460,7640,4620,2568,3508,1564,4044,7332,3288,3412,4340,1144,7732,36,18744,6296,3732,10028,104516,13496,184180,8156,45416,87436,53996,9548,184128,1156,180,4888,3720,728,16,36,36,6284,5980,12264,1132.0,336.0,832.0,383.6,47.6,72,2496.0,5856.0,9936.0,796.0,31524.0,1164.0,47506.0,3824.0,268.0,160.0,3282.4
Valencia,760,La Liga,860,520,7640,2320,850.0,768.0,100,100,13340,1380,5620,21900,5060,1820,15260,592.0,584.0,262760,329900,26800,760,2500,7880,1400,298160,30340,8480,124080,139140,113060,132620,20980,39920,4482260,1401100,214100,11420,1128060,583700,8280,2440,12500,4720,6420,12900,8260,6760,4560,1580,6380,11400,5020,6020,7320,1920,18680,300,30280,10680,6800,17480,265200,26560,411400,24320,118320,196460,100660,13060,411300,1660,20,8820,8800,1440,160,80,60,8900,10760,19660,2960.0,1080.0,1900.0,1008.0,-72.0,160,3120.0,10420.0,19440.0,3180.0,110448.0,4780.0,238566.0,10460.0,720.0,1080.0,23370.0
Valladolid,760,La Liga,520,300,6620,1940,672.0,594.0,100,100,11920,840,5120,14580,3520,1860,13420,424.0,488.0,220500,279640,19820,740,2500,5280,1280,249860,28500,8400,92920,106140,100760,118380,22020,40440,3972240,1252940,178640,9520,1012460,503920,6320,2400,12480,5780,5320,11920,7140,6840,4080,1000,5520,11280,5760,6220,9000,3200,18420,480,26060,10200,5360,15560,224840,19520,359880,27860,133260,162700,67860,10460,359780,1820,140,9180,9680,1340,140,60,20,10740,10460,21200,4080.0,1800.0,2300.0,1486.0,-314.0,100,4040.0,11000.0,22340.0,3340.0,111130.0,5700.0,282316.0,11600.0,780.0,760.0,14594.0
Venezia,760,Serie A,620,320,7620,2400,720.0,640.0,80,100,13540,960,5640,15940,4300,1160,10580,366.0,432.0,213260,275880,21320,700,1720,5980,1060,242840,31980,8780,99760,116420,91880,111000,15180,31000,3555380,1206780,191380,10140,1031860,506520,7660,2480,12000,4940,5800,12100,7220,6380,4040,1680,5720,11440,5720,5580,8780,2900,17940,440,28080,12400,7960,20360,213300,21140,359420,26780,111400,166700,85760,12660,359300,1460,80,10040,8980,1160,200,80,40,9620,12520,22140,3760.0,1120.0,2680.0,1142.0,22.0,120,2700.0,10400.0,23260.0,3160.0,106054.0,3740.0,159358.0,11780.0,620.0,420.0,5742.0
Viktoria Plzeň,352,Europa League,548,476,4372,1496,436.8,408.0,0,36,6936,936,3196,8124,2100,452,5112,228.8,310.0,85420,120316,10848,268,488,3544,872,107368,12076,3016,43240,52932,30408,40932,8016,16964,1397352,547968,64344,3692,337212,143224,2884,1144,5900,2792,2832,7104,4388,2908,3000,1196,3436,7200,3764,4088,5500,1380,9916,212,16892,5728,3520,9248,85068,10456,167508,12348,46176,74252,49212,7016,167472,580,108,4224,3240,944,36,36,0,6856,6732,13588,1864.0,496.0,1332.0,610.4,114.4,88,1996.0,5948.0,8092.0,852.0,36482.4,1988.0,109258.4,5156.0,340.0,368.0,8484.0
Villarreal,760,La Liga,1380,1000,10600,3420,1306.0,1194.0,100,140,19160,2460,8500,22660,7400,2040,13480,896.0,974.0,273080,333880,30440,1560,2460,6340,1520,303660,28700,8820,120380,135220,122400,140620,25080,42220,4819360,1631480,227140,13860,1197640,647800,10060,4040,12540,5580,5560,12940,7880,6620,4720,1600,6680,12480,5800,5600,8520,2620,17980,360,29980,11160,5780,16940,276340,30200,417480,30760,132100,182160,107040,19660,417340,1840,100,8840,9120,1540,160,120,20,9700,7960,17660,3200.0,1020.0,2200.0,884.0,-136.0,160,2440.0,6780.0,18480.0,4140.0,121406.0,4120.0,164084.0,11580.0,680.0,720.0,12652.0
Vitória,248,Europa Conference League,500,284,5136,1900,569.2,540.4,36,36,8692,856,3848,9492,2892,588,4588,276.8,417.2,96688,117500,12000,248,588,1984,176,108472,8852,2476,45068,50092,40388,47596,8512,14168,1637232,570232,81576,5232,435536,236176,3624,1432,3912,1692,2060,5104,3652,2620,1772,712,2816,4700,1884,2580,2664,592,5300,52,12440,3872,1960,5832,97020,11840,147356,6352,36344,72312,39964,7084,147320,656,0,2956,2660,212,0,36,0,3424,2780,6204,912.0,312.0,600.0,311.2,-0.8,0,736.0,1844.0,5888.0,452.0,12096.0,968.0,38022.4,2060.0,108.0,68.0,822.4
Werder Bremen,612,Bundesliga,954,684,7632,2484,894.6,824.4,54,90,13806,1674,5886,16794,6012,1638,12006,745.2,691.2,233478,292230,24264,1026,1494,6336,1224,265518,25488,6714,101934,116964,102762,120906,20394,34866,4011462,1324242,205902,8910,928908,439614,6246,2268,8568,3492,4320,9918,5778,4410,4320,1188,4968,9360,4392,5652,8154,2592,15138,360,25398,8856,4608,13464,235242,24174,361836,23832,113886,165744,84978,14724,361746,1314,126,6030,7128,1296,54,72,54,8370,8442,16812,2808.0,1026.0,1836.0,955.8,-70.2,180,2412.0,6660.0,21672.0,3384.0,105984.0,1926.0,70821.0,8352.0,630.0,612.0,11583.0
West Ham,760,Premier League,860,580,9460,2740,942.0,896.0,60,60,16180,1340,6620,21180,5340,1440,12260,574.0,650.0,276000,337580,24420,1060,2600,6800,1340,312220,24020,6440,135540,152360,115040,132860,20680,36640,4616860,1433020,218200,12640,1109480,548920,7880,3500,15800,6880,7200,13040,7720,6300,5060,1680,5760,10560,4800,6620,8800,3380,20340,480,30480,9840,7840,17680,278180,24280,426160,33900,135780,196700,97920,16780,426100,1600,100,8820,7920,1460,20,40,40,11640,11180,22820,3720.0,1240.0,2540.0,1160.0,-90.0,140,4240.0,12200.0,23640.0,3480.0,114314.0,5920.0,258614.0,12280.0,500.0,840.0,15938.0
Wolfsburg,612,Bundesliga,954,684,7776,2466,853.2,781.2,72,90,13464,1710,5652,17136,4392,954,10332,590.4,588.6,191610,247158,21654,810,2124,6048,774,222588,23796,5922,82782,98316,85194,100674,19044,34182,3425634,1121796,167850,8802,817416,382626,6084,2358,9216,3726,4824,8838,5418,4626,3150,1062,4428,9684,5256,5616,7812,2394,17298,306,23292,9072,3870,12942,191862,21528,317988,22392,93240,146844,80838,13050,317898,1314,54,6300,6534,882,54,72,18,9126,10116,19242,2880.0,972.0,1908.0,1035.0,45.0,108,4014.0,10944.0,20934.0,2574.0,90757.8,3384.0,175197.6,9216.0,432.0,396.0,6301.8
Wolves,760,Premier League,1060,840,8620,3100,860.0,860.0,0,0,14980,1920,6380,19640,5500,1440,11360,466.0,696.0,272940,332320,23660,1080,2440,6500,1160,303020,28140,8020,133960,149040,109420,125240,20520,37140,4479320,1366900,232400,12140,1234740,619740,9160,2920,14460,6320,6300,15980,9380,8200,6100,1680,7420,13320,5900,5960,8740,2740,18480,480,32180,11800,7380,19180,273360,23580,419360,30260,128960,200760,95000,14580,419340,1520,80,9520,8320,1240,100,0,60,8680,9480,18160,3360.0,1380.0,2000.0,1190.0,-190.0,180,3060.0,10640.0,21520.0,3120.0,104972.0,3760.0,158164.0,11240.0,800.0,1140.0,20126.0
Young Boys,288,Champions League,108,108,2916,648,190.8,190.8,0,0,4896,108,1872,5940,1512,576,4248,126.0,144.0,78876,99864,7884,180,1008,1656,468,89604,9792,2520,34092,39024,33696,39708,8640,14760,1418364,440352,66636,3996,379332,195408,2484,1152,4932,2556,2052,4428,3060,2592,1260,576,1728,4968,3240,2916,3888,1764,7056,288,11592,3924,2304,6228,78876,7884,131940,13536,44028,60552,28944,4284,131940,864,0,4176,2628,540,72,0,72,3060,3168,6228,1908.0,864.0,1044.0,619.2,-244.8,0,1260.0,4320.0,10512.0,1008.0,32504.4,1224.0,55562.4,4860.0,36.0,216.0,4788.0
