Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Maccabi Tel Aviv,288,Europa League,288,216,3384,1080,378.0,349.2,36,36,5868,540,2592,6408,2016,468,3168,212.4,252.0,96984,118116,9252,324,756,1944,540,106776,10800,3060,42840,49068,43884,49860,7452,12420,1659168,517680,81900,3996,429516,217548,3312,1188,4428,1980,2268,4968,3096,2124,2232,612,2304,4896,2592,2520,3024,1008,6660,252,12708,4572,3276,7848,96876,9144,149112,11268,51228,66888,32760,5364,149076,684,144,2916,3132,540,108,36,0,3276,3528,6804,1620.0,612.0,936.0,702.0,90.0,0,1224.0,3528.0,9936.0,1476.0,44017.2,1296.0,46087.2,3816.0,108.0,144.0,2419.2
Mainz 05,612,Bundesliga,954,666,7488,2556,907.2,849.6,72,72,13050,1656,5688,17622,5490,1674,11844,757.8,649.8,210474,273348,23112,774,1278,6786,1260,248580,23508,5220,99576,115398,87696,105786,17874,34812,3573396,1219968,175500,8388,804582,358092,6012,2142,8928,3852,4536,10116,5832,4176,4446,1494,4230,8028,3798,6336,7542,2304,16398,324,26730,10638,5310,15948,210150,22896,347364,21312,96498,163656,90252,14058,347292,1224,144,7326,5886,1404,72,54,0,10980,12546,23526,2700.0,774.0,1908.0,849.6,75.6,162,3384.0,10980.0,18882.0,2502.0,94969.8,3438.0,177804.0,9846.0,846.0,1188.0,21342.6
Mallorca,760,La Liga,680,480,7640,2140,748.0,668.0,80,100,13580,1200,5640,19040,4740,2240,14700,512.0,510.0,234820,298740,23680,880,1820,5820,1420,268500,28820,6960,108000,123100,98880,118020,22760,41440,4100900,1372160,204000,9580,1056800,493920,8180,1700,11600,5040,5200,11680,7220,6100,4220,1360,5140,10000,4860,6520,7780,3060,22840,320,29460,11320,7540,18860,236660,23380,385220,29280,115860,185720,87820,12700,385120,1580,140,9320,8560,1560,60,80,20,13300,12140,25440,3300.0,880.0,2440.0,944.0,64.0,180,4780.0,12280.0,20700.0,2880.0,106966.0,4900.0,246418.0,12760.0,460.0,540.0,8888.0
Malmö,288,Europa League,360,216,3708,1116,428.4,370.8,36,72,6516,576,2700,8424,3060,792,4968,298.8,288.0,109872,137304,11016,432,180,4176,432,124740,12132,3060,62316,69156,35928,44064,6840,12672,1650060,571464,97308,3924,438912,216828,2952,1224,5148,2304,2664,4500,2556,1980,1584,936,1980,3852,1872,1620,3024,720,6048,252,11412,4428,3024,7452,111096,10944,166788,10008,47952,72756,47412,6912,166716,756,72,3240,3240,432,72,36,0,3276,3780,7056,1332.0,612.0,720.0,450.0,-162.0,36,468.0,2844.0,5760.0,1080.0,33624.0,2016.0,81842.4,4032.0,216.0,144.0,3376.8
Manchester City,1080,"Champions League, Premier League",2080,1316,17632,6252,2101.6,1936.0,148,204,31744,3508,13720,49520,13664,1760,19704,1588.8,1517.6,595452,670744,59232,2252,2188,10332,1200,630772,38772,10348,316780,340360,243860,266272,27448,43032,9384292,2300144,500464,33220,2897108,1562868,26260,11052,22056,10204,8592,13772,8232,4700,5944,3128,6460,12828,6368,6216,9240,2660,14996,772,39780,13028,10884,23912,594068,58596,769716,27128,131744,352396,291656,39748,769512,1436,60,8184,9856,1220,112,168,40,8224,8360,16584,3988.0,1480.0,2548.0,1419.6,-60.4,388,2868.0,6940.0,33384.0,4396.0,116282.4,3624.0,113435.2,9164.0,520.0,1824.0,38946.4
Manchester Utd,1106,"Europa League, Premier League",1544,1128,16848,5466,1773.8,1676.6,124,124,29876,2604,13142,34436,10356,1960,18228,1122.0,1349.0,484192,576516,45992,2874,3090,10192,1644,536154,38718,9694,244922,271926,192766,218776,31280,53514,7748062,2263884,428632,22146,2152558,1121176,15088,7876,18972,8566,9262,22278,13642,10462,8510,3306,10618,18974,8356,9810,11720,3000,20994,770,49894,15202,10014,25216,482646,45594,699336,36898,199594,320198,185898,31806,699212,2250,152,11364,11030,1796,120,124,40,14560,13812,28372,4426.0,1490.0,2956.0,1521.6,31.6,276,3770.0,13204.0,36378.0,4142.0,124636.4,4474.0,204093.0,12378.0,668.0,1044.0,21378.0
Marseille,612,Ligue 1,1260,882,8658,3330,1162.8,1018.8,144,180,15660,2286,6822,27108,5850,1242,10962,747.0,799.2,348642,396648,30834,1044,1296,5904,918,372690,23040,6660,178488,192024,144162,158526,15588,26352,5416074,1557180,278478,11952,1300140,676800,8982,3546,10926,5004,5400,9864,6390,4320,4122,1422,4860,8352,3492,5022,4878,1260,8964,504,26064,8460,5634,14094,350388,30654,455436,16560,101610,244170,112878,15300,455256,1116,180,7056,6480,954,72,90,36,5490,4464,9954,2430.0,846.0,1566.0,853.2,7.2,90,1656.0,3636.0,19746.0,2394.0,58741.2,1890.0,61763.4,5562.0,504.0,1062.0,22878.0
Midtjylland,320,Europa League,336,284,3524,1412,470.8,458.0,16,16,5596,564,2704,7532,2396,820,5596,329.6,362.8,95536,125452,11136,644,612,3272,288,112376,12788,3736,39596,47120,46108,54812,8484,17028,1710436,579040,79996,5100,476268,228520,3932,1208,8204,3124,4568,5420,3048,2472,2132,816,2720,5668,2948,3516,3304,944,6820,264,14748,4492,2988,7480,96676,11012,162624,9784,48852,71464,44912,7156,162608,332,16,3708,4044,340,68,16,0,5352,5420,10772,1684.0,436.0,1248.0,449.2,13.2,144,1792.0,5396.0,9344.0,1540.0,58541.2,2564.0,118387.6,3868.0,268.0,572.0,12339.6
Milan,1080,"Champions League, Serie A",1700,1236,15864,5564,1755.6,1625.6,80,160,28620,3000,12336,35452,9556,2108,16836,1027.2,1274.4,433496,505036,46584,2640,2328,7060,1468,464240,39328,12760,195788,217016,200180,222356,29620,46680,7385520,2119216,383824,26024,2238028,1222016,18640,8128,22420,10576,9664,15724,9832,7072,6268,2384,7028,14176,7148,7144,8420,2524,18788,556,38264,13908,8196,22104,438936,46252,610284,29180,156260,301168,159900,27672,610088,2216,244,11732,11968,1604,56,140,60,12004,10404,22408,4688.0,1288.0,3440.0,1188.0,-104.0,296,3276.0,8708.0,38336.0,4848.0,130954.4,5672.0,218930.4,12500.0,792.0,1852.0,42272.0
Mladá Boleslav,216,Europa Conference League,252,108,2880,1224,309.6,277.2,0,36,4716,360,2088,4608,1188,216,2592,118.8,162.0,62352,81000,6840,72,504,1872,324,73368,7308,1656,25776,30924,29484,34884,5580,10440,1113696,387108,51228,2664,271440,140688,2340,576,3780,1548,2124,2772,1872,1404,1008,360,1296,2916,1620,2088,3420,1044,5040,36,9252,2916,2124,5040,63036,6768,105444,9216,36036,45540,25164,3456,105408,396,0,2376,1872,360,36,36,36,2772,2988,5760,1404.0,360.0,1080.0,381.6,21.6,36,684.0,2988.0,7056.0,1188.0,36637.2,1584.0,80388.0,3168.0,252.0,216.0,3589.2
Molde,280,Europa Conference League,388,88,3420,1140,345.2,345.2,0,0,6064,548,2648,11504,3592,512,4560,342.0,252.0,136736,165072,15212,420,932,3044,228,154068,10776,3112,64320,72156,60900,69684,8888,15800,2294168,719088,112532,4780,502808,257100,3516,1456,5264,2260,2508,4820,2988,2160,1928,732,2316,4460,2144,2352,3536,1032,5764,32,14020,4468,2708,7176,137280,15088,198044,7516,45668,99564,54420,8648,198044,572,80,3528,3052,264,0,0,0,4368,3088,7456,940.0,476.0,464.0,419.6,-56.4,52,932.0,2644.0,9240.0,1076.0,31581.6,1232.0,41746.4,3400.0,204.0,520.0,9074.4
Monaco,932,"Champions League, Ligue 1",1650,1238,12702,4608,1762.2,1636.2,144,162,22298,2782,9936,33098,8774,1430,14358,1202.6,1316.2,364818,449886,41006,2068,2566,8068,2062,410890,36934,11478,178494,202392,152626,177694,26236,47566,6057750,2072280,295730,17460,1602596,835952,13160,4914,16510,7324,7720,17344,11034,7670,7374,2300,8358,15886,7528,10418,9976,1908,18264,550,45318,15938,9238,25176,369114,40754,555786,25066,130640,283858,147144,23974,555624,1772,248,12184,11752,2170,142,90,0,11184,11774,22958,3808.0,1270.0,2538.0,1263.4,-6.6,270,1994.0,7614.0,21046.0,4520.0,132223.2,5512.0,216380.4,10242.0,772.0,792.0,14787.0
Montpellier,594,Ligue 1,414,234,6444,1944,594.0,536.4,54,72,10872,702,4536,15246,3024,1350,11340,378.0,392.4,192312,239508,18684,810,1944,4950,1116,215586,22806,6642,85032,97362,82656,96498,19026,31608,3383658,1037556,161226,9522,910116,442314,6516,2484,10962,4716,5436,11358,6822,5436,4752,1170,5580,10944,5364,4770,6624,2214,12834,414,23616,8586,5328,13914,193752,18540,304578,20016,87120,148428,72576,9720,304506,1548,162,7614,7722,1170,162,54,54,6660,7956,14616,3384.0,1386.0,2034.0,1195.2,-190.8,18,3546.0,8928.0,16200.0,2412.0,86324.4,3798.0,161726.4,8334.0,504.0,522.0,9694.8
Monza,760,Serie A,540,360,6660,1980,598.0,550.0,60,60,11660,840,4900,17640,3920,1440,13120,312.0,392.0,264780,322180,21920,600,1520,5900,1000,291560,29620,9320,115160,129420,121740,138840,22120,37420,4600080,1339460,240380,10660,1217260,580520,8260,1780,10140,4400,4540,11240,6300,6080,4040,1120,5440,9980,4540,6100,7640,3140,16940,720,25200,10200,6680,16880,266100,21620,396500,30820,135380,183420,81100,9600,396440,1780,100,10240,10300,1080,80,0,40,11180,12080,23260,3660.0,1380.0,2300.0,1198.0,-182.0,100,4340.0,11140.0,24400.0,3140.0,97600.0,3640.0,162084.0,10680.0,520.0,660.0,13604.0
NK Celje,296,Europa Conference League,600,256,3800,1348,590.4,526.4,24,76,6968,1008,2904,8724,2500,640,3808,417.6,416.0,109868,132200,10832,664,880,2672,440,122072,9688,3100,43488,49220,52200,58676,12484,18040,2039968,605740,90596,5392,509920,276856,4056,1592,4700,2164,2276,4312,2300,2144,1788,380,1952,4708,2756,3136,2724,788,6176,68,11152,4108,2216,6324,111524,10648,162528,9636,48432,73608,42036,7272,162452,540,0,3812,3332,440,44,76,0,3112,2896,6008,1528.0,612.0,880.0,506.4,-105.6,32,1640.0,3592.0,7692.0,1564.0,51997.2,2368.0,91258.4,4160.0,260.0,96.0,1706.4
Nantes,612,Ligue 1,702,486,6210,2142,712.8,642.6,90,90,11034,1152,4590,15534,3888,1530,10998,424.8,509.4,185346,232290,18954,504,774,5022,522,209250,22518,5670,83484,94968,81684,94644,15588,29538,3194982,1090548,159642,9036,804348,390744,6192,2538,9450,4086,5004,11574,6750,6048,4032,1494,5742,10134,4392,5076,7200,2088,17856,144,22752,8712,5148,13860,187092,18792,301050,21420,89712,145368,69102,11592,300960,1224,72,7416,6858,558,126,54,54,7542,7866,15408,2664.0,936.0,1782.0,910.8,-25.2,108,2718.0,8334.0,15462.0,2502.0,86509.8,3420.0,170299.8,10584.0,594.0,270.0,4165.2
Napoli,760,Serie A,1120,840,9980,3000,1052.0,972.0,80,100,17600,2000,7820,24560,6360,1520,13620,642.0,760.0,314560,373360,30900,960,1720,6800,1060,342860,29440,8440,142740,158300,138980,156080,25820,40380,5400940,1610060,247960,14780,1311460,664460,8860,4140,12220,4880,5720,10700,6460,4740,4760,1200,5160,9380,4220,5400,6320,2000,15860,220,27420,9440,6520,15960,317720,30600,449020,22480,120720,226080,105900,17380,448920,900,0,8280,8820,1100,60,80,20,10440,9200,19640,1920.0,540.0,1380.0,578.0,38.0,380,2040.0,5020.0,23160.0,2620.0,72254.0,4100.0,141506.0,8760.0,500.0,1000.0,19190.0
Newcastle Utd,760,Premier League,1320,1000,10380,3260,1290.0,1196.0,100,120,18620,2300,7960,22940,7980,1400,14100,750.0,908.0,291520,355660,31880,1560,1860,7020,1400,326280,27980,7760,144760,162080,120280,138140,19940,37000,4798700,1582680,247500,15180,1349360,674280,9480,5260,13140,5640,5960,12060,7420,5500,4700,1860,6120,12080,5960,5380,8200,2820,16980,580,31800,9820,8740,18560,296280,31660,436200,26680,125480,192840,122480,21640,436080,1320,20,7840,8880,1420,0,80,40,9440,9300,18740,3220.0,940.0,2300.0,954.0,14.0,260,1800.0,6740.0,17360.0,4920.0,139236.0,4920.0,216796.0,9720.0,980.0,1500.0,29190.0
Nice,900,"Europa League, Ligue 1",1368,954,13032,4446,1521.0,1407.6,108,144,23220,2340,9648,25902,8478,1962,17082,921.6,1038.6,332262,409554,35280,1836,2016,8136,1440,374670,33444,9900,167418,188190,135342,158202,21222,40590,5365026,1775754,295902,19170,1632618,915732,12546,4302,19332,8514,9342,16650,10530,7398,6912,2340,7974,14130,6156,9738,11070,3402,19224,936,42156,15048,9234,24282,337068,35064,517356,30132,138402,252234,133200,22104,517212,1674,198,9306,10872,1440,54,126,54,11502,10440,21942,4482.0,1314.0,3204.0,1276.2,-37.8,144,2772.0,6660.0,25200.0,4626.0,128235.6,4536.0,141179.4,11520.0,990.0,1242.0,23333.4
Nott'ham Forest,760,Premier League,1140,840,9200,3240,902.0,854.0,60,60,15840,1820,6620,18580,4740,1280,12420,528.0,644.0,206060,267360,22460,1180,1240,5640,1560,240960,24840,6620,104860,120300,77940,96800,15340,32100,3330860,1169800,164820,12640,932340,497320,7680,3720,11620,5180,4660,13940,8360,8100,4500,1340,6840,13380,6540,6440,8540,3140,23880,460,31420,11260,6480,17740,206120,22340,357880,32600,107900,153360,101280,15700,357820,1720,80,8000,8180,1820,40,60,0,11100,11140,22240,3300.0,920.0,2380.0,980.0,60.0,260,4880.0,13960.0,14300.0,1660.0,69936.0,5400.0,293146.0,14200.0,380.0,240.0,3914.0
Olimpija,248,Europa Conference League,252,72,2836,804,295.2,282.4,0,16,4908,468,1840,6748,1664,512,4536,147.6,220.4,81736,104240,8808,300,1180,2120,360,93820,10060,3084,29956,35516,39876,46216,9660,16696,1547632,459448,76236,4040,424056,214608,2800,804,4708,2068,2500,4144,2604,2212,1368,564,1484,3224,1740,2348,2308,1000,7452,108,10032,4048,2376,6424,82868,8684,134340,9232,42224,64064,29696,4784,134324,660,52,3540,3316,360,52,16,0,3916,3500,7416,1064.0,232.0,780.0,354.8,122.8,160,984.0,2240.0,5988.0,1044.0,33649.2,1496.0,54674.0,3892.0,304.0,156.0,2820.0
Olympiacos,320,Europa League,356,320,4412,1308,526.0,455.6,0,88,8116,496,3648,10932,2972,1140,7264,319.6,366.4,99184,134712,13388,556,1228,3724,1072,121448,12192,3180,45496,55440,41608,52340,9460,17264,1738564,563244,86460,5052,464436,232268,4200,908,5468,2232,2864,7148,4760,2568,3236,1344,3348,6656,3308,4432,4884,1004,6232,108,16208,5528,3208,8736,99268,13352,175056,6888,31884,92068,53288,7608,174968,568,0,4232,3184,1252,36,88,0,6792,6072,12864,1084.0,172.0,892.0,305.6,133.6,232,1788.0,5636.0,7380.0,1460.0,61982.4,1524.0,83083.6,2716.0,316.0,1124.0,23325.2
Osasuna,760,La Liga,920,560,8180,2460,876.0,744.0,180,180,14400,1640,6000,18660,5300,2540,16380,612.0,574.0,225680,294740,24380,560,2600,6980,1240,263840,29660,7320,98480,115180,100080,121600,21720,41080,4003280,1361900,194280,11340,1003640,492460,8480,2680,11820,5180,5580,12240,7280,5880,4780,1580,6180,12240,6060,5320,7740,2040,17740,300,28520,10600,5860,16460,230300,24080,372560,22380,98480,177800,100140,14740,372380,1660,0,10140,7500,1320,120,180,20,12240,10280,22520,3740.0,1040.0,2720.0,1148.0,108.0,180,5920.0,12980.0,20000.0,2860.0,104318.0,5740.0,293090.0,10760.0,660.0,1720.0,38466.0
PAOK,320,Europa League,448,324,4328,1680,518.0,464.0,72,72,7568,824,3348,10404,3084,568,4924,409.6,372.8,127044,154724,12340,892,1012,3048,572,141632,12520,3660,53756,59836,59012,67436,11520,18928,2253056,652408,113728,5032,602096,289196,4552,1116,5348,2456,2612,5172,2904,2592,1832,748,2468,4780,2312,2788,4096,992,7612,160,13252,4828,2612,7440,126588,12124,191384,11644,53996,92200,47136,8156,191312,544,32,3268,3856,608,0,72,36,3832,4892,8724,1460.0,424.0,1072.0,512.4,88.4,108,1228.0,4392.0,11244.0,944.0,31896.0,1432.0,67891.6,4400.0,68.0,208.0,4773.2
PSV Eindhoven,352,Champions League,652,424,6136,2376,560.0,547.2,16,16,11116,1128,4816,13968,3476,904,7280,387.6,383.6,153064,182764,17116,196,1172,3152,480,169992,12292,3356,67608,74912,67096,75688,13712,20888,2658280,813428,122892,6500,662540,334264,4368,2168,6272,2672,3120,7252,4524,2888,3316,1048,3572,6660,3088,3880,3824,1200,6156,176,16248,4292,2724,7016,154676,16888,222792,11564,54060,109364,61356,10060,222776,748,36,3692,3148,516,36,16,0,4468,4376,8844,1820.0,624.0,1196.0,624.8,0.8,36,2208.0,4648.0,12300.0,1548.0,44960.4,2056.0,89340.8,4708.0,388.0,396.0,6462.0
Pafos FC,280,Europa Conference League,424,156,4516,1596,491.6,478.8,0,16,8064,812,3316,10292,3160,1136,6872,355.6,302.4,108828,134124,12988,120,568,2440,324,122220,11580,3052,42244,48568,50728,58652,12380,19068,2014668,654704,95348,5520,490108,249988,3396,1168,4580,2156,2268,4184,2676,1776,1600,808,2104,4276,2172,1932,2556,556,4248,52,12056,4088,1972,6060,109104,12956,161444,7452,43040,75080,45196,8068,161428,732,0,3704,3184,324,88,16,36,3616,3276,6892,744.0,332.0,412.0,320.8,-11.2,88,744.0,2172.0,7016.0,1172.0,33156.0,1212.0,31883.2,2612.0,140.0,280.0,5708.4
Panathinaikos,280,Europa Conference League,436,140,3984,1280,503.2,421.6,68,104,7096,624,2940,12072,2668,324,4972,353.6,337.2,131588,153968,13804,660,1012,2400,316,143168,10484,3672,65480,71796,52416,59456,8620,13612,2115796,651964,116176,5008,640384,307616,4732,1212,5216,2372,2496,4568,2892,1956,1924,688,2516,4036,1520,2300,2216,416,6252,68,10692,3276,2584,5860,132756,13660,182788,8216,42776,90828,50828,7576,182684,644,32,3032,4108,316,36,104,0,3128,3000,6128,1312.0,364.0,948.0,396.8,32.8,124,468.0,1704.0,7520.0,1108.0,27002.4,1100.0,28900.4,2808.0,212.0,404.0,6867.6
Paris S-G,990,"Champions League, Ligue 1",2308,1762,18470,7360,2416.6,2301.6,124,146,33324,3946,15016,51024,12318,1810,16978,1603.6,1865.2,622598,697864,59384,2592,5372,9742,1510,659298,37056,10366,294344,317024,270280,291336,41924,56858,10291250,2719332,488624,28076,2534200,1386276,21684,10442,25166,11646,11974,18346,11426,7450,7626,3270,9168,17360,8192,8096,10536,2702,15404,462,47120,13476,10492,23968,626340,59076,808054,34074,167070,410428,237128,35186,807908,1058,72,8916,9792,1544,54,108,54,7728,7142,14870,3094.0,1006.0,2142.0,923.0,-90.2,252,2284.0,6410.0,23980.0,3916.0,101397.0,4512.0,138854.8,8736.0,646.0,1014.0,18370.8
Parma,760,Serie A,860,620,8360,2800,860.0,750.0,120,140,14760,1440,6320,16840,4320,1180,8540,420.0,570.0,229300,285180,21160,860,1460,4920,580,256800,27800,8640,101240,116300,102160,119360,19220,33740,3944480,1249420,206440,11560,1059120,527800,8320,3360,11740,4980,5520,10440,5860,5320,4020,1100,4820,9640,4820,5580,8680,3060,18800,340,26420,10940,5940,16880,231200,20980,364880,27320,111140,168840,89360,13100,364740,1500,140,8040,9040,620,80,100,40,9700,10020,19720,3160.0,1160.0,2040.0,1090.0,-88.0,140,4140.0,13940.0,26500.0,3800.0,133062.0,4680.0,242250.0,12860.0,1340.0,800.0,12830.0
Petrocub,216,Europa Conference League,144,36,1332,324,158.4,100.8,72,72,2448,216,864,3960,1044,396,2664,64.8,61.2,63504,80640,6228,108,324,1656,324,74088,6228,2340,29304,34632,26640,31932,4680,8424,1042056,350244,49932,2412,259776,121572,1836,360,3024,1404,1548,3924,2376,2304,1368,252,2160,4572,2412,2196,2736,792,7092,72,9756,4104,2592,6696,64116,6156,106812,10548,47088,42732,18000,2520,106740,396,0,2628,2196,324,36,0,0,1980,3060,5040,1224.0,468.0,756.0,414.0,-54.0,0,720.0,2988.0,5724.0,1188.0,42858.0,1512.0,60073.2,3780.0,360.0,108.0,2001.6
Porto,320,Europa League,500,340,4340,1344,427.6,398.8,36,36,7812,896,3236,9904,3468,676,5804,348.4,295.6,121780,147180,12824,356,700,2420,480,135396,11304,3620,51460,58504,55032,62668,12216,18608,2168016,607864,112744,6064,576568,291896,4832,1656,5272,2344,2496,5304,3432,2564,2320,420,2684,5136,2452,2528,3564,1008,6860,140,12276,4816,3052,7868,122608,12788,182340,12092,55200,80996,48260,9668,182304,796,16,3944,3204,532,0,36,0,4160,5020,9180,1208.0,460.0,748.0,388.8,-71.2,108,1620.0,4108.0,11884.0,1284.0,40093.6,1576.0,59903.2,4596.0,284.0,448.0,9315.2
Qarabağ,288,Europa League,180,108,2844,720,313.2,255.6,36,72,5364,252,2052,10332,2772,756,5148,284.4,223.2,113832,139140,12924,720,900,2484,468,127008,11664,4068,52344,59004,51300,59688,8604,14904,1958868,619452,106632,5904,539820,265932,5004,1764,5508,2664,2376,6696,3960,2700,2808,1188,3060,5580,2520,3096,3564,1044,4716,252,13716,4500,2844,7344,114012,12924,171792,9144,45504,80928,47520,6948,171720,684,108,2844,4392,540,36,72,0,2700,3924,6624,1908.0,720.0,1188.0,766.8,46.8,0,828.0,3204.0,7992.0,1008.0,31968.0,1296.0,57600.0,3024.0,144.0,288.0,5061.6
RB Leipzig,900,"Bundesliga, Champions League",1206,792,10962,3888,1278.0,1191.6,90,108,18846,1962,8226,28278,7884,1548,14814,921.6,934.2,353916,438408,33174,1836,1512,9180,2106,404352,31950,8604,173214,196596,149940,175824,22104,40896,5772222,2000754,289872,12744,1353186,678150,9288,3240,14688,6426,6912,14886,9360,6444,6012,2430,6516,14148,7632,7200,12564,3888,23868,630,37926,12618,8604,21222,361854,33048,543042,35370,155700,269370,123228,19134,542934,1710,126,9972,8496,2178,54,72,36,11736,10620,22356,4248.0,1404.0,2862.0,1323.0,-81.0,288,2268.0,6534.0,23976.0,4374.0,119185.2,6570.0,212227.2,13248.0,756.0,990.0,19337.4
RB Salzburg,288,Champions League,180,144,2664,792,226.8,198.0,0,36,4644,288,1980,8568,1836,180,3852,165.6,136.8,107532,130284,10188,288,540,2952,468,119664,10152,2844,49716,57384,46260,52596,7632,12096,1790820,523836,115344,6336,678852,342000,5292,1332,6552,3204,2700,6084,3600,3312,2052,720,3240,6624,3384,2628,3960,864,5472,288,12348,4212,2736,6948,107892,10188,163440,12096,49608,74088,42084,5328,163404,540,0,3276,2916,504,36,36,0,1980,3276,5256,2016.0,972.0,1044.0,738.0,-234.0,0,1008.0,3348.0,7200.0,972.0,30956.4,1764.0,64292.4,3780.0,180.0,612.0,12074.4
Rangers,300,Europa League,588,408,4328,1768,526.8,526.8,0,0,7280,928,3164,6568,2012,380,3216,185.6,340.8,87584,114028,8816,440,740,2616,384,104000,9644,2516,39268,46828,35936,42920,8820,16400,1501668,509356,76336,5284,408932,200688,3376,1704,6380,3212,2960,5372,3184,2624,2428,320,2316,5444,3128,3344,4280,1476,8816,80,14844,4820,2424,7244,88652,8744,152176,10912,50820,71152,32480,6412,152176,764,8,4364,2632,456,16,0,0,4128,3684,7812,1072.0,388.0,712.0,349.6,-38.4,80,1844.0,4908.0,7940.0,924.0,33742.0,2308.0,112951.2,4696.0,168.0,156.0,2566.8
Rapid Wien,264,Europa Conference League,444,248,4892,1520,516.0,516.0,0,0,8604,784,3544,10196,2764,604,5856,334.8,364.8,118348,143828,12408,300,592,2860,352,133500,9976,2224,54452,61592,49336,56736,9708,15952,1962028,624516,110344,5348,545120,270944,4536,1464,5064,2348,2552,5500,2924,2248,2244,1008,2936,4920,1984,2736,3500,776,5012,228,12468,4152,2276,6428,119360,12428,177108,7024,40940,83612,54380,9012,177108,436,16,2816,2372,388,24,0,0,3052,2856,5908,1008.0,244.0,764.0,299.6,55.6,116,592.0,1772.0,7268.0,920.0,25030.4,1080.0,42409.6,3080.0,168.0,456.0,10810.4
Rayo Vallecano,760,La Liga,760,540,10280,3240,900.0,880.0,0,20,17560,1180,7460,21080,4820,1700,15380,572.0,714.0,261160,330100,27200,920,2200,7840,1480,297620,31000,6160,126540,143540,106900,125860,22080,43200,4424480,1503300,224080,11780,1085800,532700,8620,2860,12820,5600,6080,12440,7880,6480,4360,1600,6100,13160,7060,6680,8860,2560,19100,360,32660,12580,6540,19120,262680,26920,418440,27160,127300,186460,109100,14220,418420,1780,60,10420,7680,1580,160,20,20,9520,10800,20320,3060.0,900.0,2140.0,920.0,20.0,200,4060.0,12800.0,22420.0,3000.0,114458.0,4600.0,235686.0,10640.0,740.0,780.0,14876.0
Real Madrid,1128,"Champions League, La Liga",2416,1660,18048,6900,2360.0,2071.2,236,368,33152,4032,14412,48832,10484,1240,17436,1402.4,1634.4,584576,661432,55136,2612,6548,9376,1972,615392,44068,14024,295664,316352,227836,249596,43828,63640,9546248,2718944,507148,27784,2621544,1389696,19216,10212,25504,12304,10960,18104,11272,9004,6288,2812,8104,15276,7172,10192,10336,3160,18068,396,43996,14828,8908,23736,588308,54760,777048,38556,192548,364268,227180,33964,776680,2104,96,10896,14108,2032,192,308,0,8444,7488,15932,4720.0,1312.0,3420.0,1419.6,107.6,336,2184.0,7864.0,31672.0,5932.0,165442.4,5216.0,182420.0,12360.0,912.0,664.0,12161.2
Real Sociedad,1112,"Europa League, La Liga",1292,848,12752,4264,1446.8,1299.2,144,180,22480,2144,9324,30744,7464,2044,21252,940.0,999.2,412376,513508,39956,1120,3736,11092,1904,467688,43916,11004,200764,226568,169776,199908,31652,57272,6871196,2047428,348960,19152,1841676,937264,12720,5372,18152,8340,8464,19176,11644,9340,6784,3052,9108,17348,8240,8268,11840,3704,26324,516,44160,16272,8768,25040,415992,39568,634148,34500,168820,313628,157156,23768,633968,2664,168,14536,11556,2004,224,144,0,16052,17664,33716,4168.0,1372.0,2720.0,1204.8,-167.2,368,5084.0,13936.0,32032.0,3612.0,112951.6,6804.0,324574.8,13628.0,864.0,1280.0,22415.2
