Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Melvin Zinga,fr FRA,GK,Angers,22,2002,1,1,90,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.4,2.0,11.0,22.0,4.0,11.0,20.0,1.0,2.0,0.0,0.4,50.0,18.18,5.0
Mert Günok,tr TUR,GK,tr Beşiktaş,35,1989,5,5,450,2.0,6.4,4.4,0.0,0.0,0.0,0.0,0.0,2.66,3.6,12.2,26.2,5.4,6.8,14.0,0.6,0.2,0.0,0.66,68.75,29.51,4.29
Michael Zetterer,de GER,GK,Werder Bremen,29,1995,34,34,3060,1.68,4.59,3.0,0.29,0.09,0.09,0.0,0.0,1.56,3.94,10.88,35.41,5.53,3.15,13.65,1.03,1.0,0.0,-0.12,65.36,36.21,7.55
Michele Di Gregorio,it ITA,GK,Juventus,27,1997,41,41,3688,0.95,3.17,2.22,0.41,0.12,0.12,0.0,0.0,0.91,3.88,10.32,26.04,4.08,4.51,13.69,0.85,0.83,0.0,-0.05,70.03,37.6,6.21
Mike Maignan,fr FRA,GK,Milan,29,1995,47,47,4154,1.15,4.01,2.9,0.28,0.06,0.04,0.02,0.0,1.03,3.12,8.17,36.05,4.57,5.16,11.76,0.71,1.84,0.02,-0.12,72.32,38.19,6.04
Mile Svilar,rs SRB,GK,Roma,24,1999,50,50,4500,0.96,3.8,2.88,0.38,0.12,0.12,0.0,0.0,1.13,3.56,11.06,32.64,4.48,5.6,13.24,0.88,0.92,0.0,0.17,75.79,32.19,6.65
Moritz Nicolas,de GER,GK,Gladbach,26,1997,19,19,1639,1.37,5.05,3.79,0.22,0.27,0.27,0.0,0.0,1.64,5.22,10.93,40.31,4.83,3.29,17.52,0.99,0.77,0.0,0.27,75.05,47.76,5.65
Muhammed Şengezer,tr TUR,GK,tr Başakşehir,27,1997,4,4,360,1.25,5.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,78.26,,
Mukhammedzhan Seysen,kz KAZ,GK,kz Astana FK,25,1999,2,2,180,2.0,12.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,84.0,,
Nathan Trott,eng ENG,GK,dk FC Copenhagen,25,1998,5,5,450,1.6,4.2,2.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,61.9,,
Nediljko Labrović,hr CRO,GK,Augsburg,24,1999,15,15,1350,2.13,4.93,2.8,0.13,0.2,0.2,0.0,0.0,1.73,5.53,14.67,26.47,4.8,7.0,14.47,0.8,1.2,0.0,-0.41,56.8,37.7,5.53
Neofytos Michael,cy CYP,GK,cy Pafos FC,30,1993,1,1,90,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,60.0,,
Neto,br BRA,GK,Bournemouth,35,1989,3,3,270,1.0,5.33,4.33,0.0,0.0,0.0,0.0,0.0,1.57,4.33,13.0,27.33,4.67,5.67,12.67,1.33,2.67,0.0,0.57,81.24,33.31,10.5
Nick Pope,eng ENG,GK,Newcastle Utd,32,1992,28,28,2520,1.25,4.29,3.07,0.29,0.07,0.04,0.04,0.0,1.24,2.57,9.18,21.25,6.86,6.68,12.82,1.39,2.29,0.04,-0.01,71.56,28.0,10.84
Nicola Leali,it ITA,GK,Genoa,31,1993,29,29,2610,1.07,3.83,2.83,0.34,0.14,0.1,0.03,0.0,1.18,5.17,13.48,24.9,3.86,7.38,13.45,0.72,0.48,0.03,0.11,73.89,38.35,5.35
Nikita Haikin,ru RUS,GK,no Bodø/Glimt,29,1995,16,16,1500,1.5,5.22,3.72,0.18,0.18,0.12,0.06,0.0,1.75,4.74,13.44,38.28,4.56,5.16,17.64,0.84,1.38,0.06,0.25,71.26,35.27,4.76
Niklas Hedl,at AUT,GK,at Rapid Wien,23,2001,10,10,960,1.03,4.03,3.0,0.38,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03,74.44,,
Nikola Vasilj,ba BIH,GK,St. Pauli,28,1995,33,33,2969,1.18,4.09,2.82,0.27,0.15,0.03,0.12,0.0,1.44,4.97,14.94,38.41,3.24,4.06,12.46,0.73,0.82,0.12,0.25,68.95,33.27,5.86
Noah Atubolu,de GER,GK,Freiburg,22,2002,26,26,2307,1.44,4.68,3.16,0.39,0.08,0.0,0.08,0.0,1.44,6.2,16.15,39.48,4.29,4.92,14.71,1.33,1.09,0.08,0.0,67.52,38.39,9.04
Ognjen Čančarević,am ARM,GK,am FC Noah,34,1989,3,3,270,3.0,10.33,7.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,70.96,,
Oliver Baumann,de GER,GK,Hoffenheim,34,1990,35,35,3150,1.83,4.77,2.91,0.17,0.14,0.06,0.09,0.0,1.78,5.63,15.91,32.4,4.09,4.63,13.89,0.63,1.03,0.09,-0.05,61.01,35.39,4.54
Omri Glazer,il ISR,GK,rs Red Star,28,1996,3,3,270,3.0,5.0,2.0,0.0,0.33,0.33,0.0,0.0,1.73,3.67,7.33,23.33,3.0,6.67,11.67,0.33,0.0,0.0,-1.27,40.0,50.07,2.83
Oscar Jansson,se SWE,GK,se Djurgården,33,1990,2,2,180,1.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,25.0,,
Patrick Drewes,de GER,GK,Bochum,31,1993,21,21,1890,2.19,4.71,2.43,0.1,0.24,0.14,0.1,0.0,2.01,10.38,23.05,32.43,3.1,8.43,13.57,0.57,1.57,0.1,-0.18,51.59,45.03,4.2
Patrik Carlgren,se SWE,GK,Nantes,32,1992,5,4,417,1.51,6.04,4.53,0.22,0.0,0.0,0.0,0.0,1.83,4.75,13.6,21.37,5.83,7.99,17.27,0.22,0.22,0.0,0.32,75.0,34.93,1.27
Pau López,es ESP,GK,Girona,29,1994,2,1,135,2.67,6.0,2.67,0.0,1.33,0.67,0.67,0.0,2.2,4.0,10.67,37.33,4.67,5.33,26.0,3.33,0.67,0.67,-0.47,44.5,37.49,12.81
Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,43,43,3825,1.46,4.26,2.82,0.21,0.16,0.07,0.09,0.0,1.34,2.66,8.56,28.96,3.79,5.27,11.6,0.92,0.82,0.09,-0.12,66.2,31.07,7.93
Pepe Reina,es ESP,GK,Como,41,1982,12,12,1034,1.22,3.57,2.35,0.17,0.09,0.09,0.0,0.0,1.05,3.74,10.01,28.72,3.57,2.96,12.88,0.17,0.52,0.0,-0.17,65.83,37.36,1.32
Peter Vindahl Jensen,dk DEN,GK,cz Sparta Prague,26,1998,8,8,720,2.62,7.62,5.12,0.12,0.12,0.12,0.0,0.0,2.12,5.25,18.5,30.38,4.75,6.5,15.0,0.88,0.88,0.0,-0.5,67.19,28.38,5.87
Philipp Köhn,ch SUI,GK,Monaco,26,1998,21,21,1890,1.05,3.19,2.14,0.38,0.05,0.05,0.0,0.0,0.88,2.52,7.86,22.71,3.71,5.1,11.52,0.81,1.05,0.0,-0.17,67.08,32.06,7.03
Pierluigi Gollini,it ITA,GK,Genoa,29,1995,7,7,630,2.14,4.57,2.29,0.14,0.57,0.43,0.14,0.0,1.74,4.71,10.71,28.29,3.0,7.43,13.14,0.29,0.29,0.14,-0.4,50.11,43.98,2.21
Pietro Terracciano,it ITA,GK,Fiorentina,34,1990,9,9,810,1.44,3.78,2.33,0.22,0.0,0.0,0.0,0.0,0.34,0.89,2.78,8.67,1.56,1.22,2.22,0.11,0.33,0.0,-1.1,61.64,32.01,4.95
Przemysław Tytoń,pl POL,GK,nl Twente,37,1987,2,1,167,2.16,4.85,2.69,0.0,0.0,0.0,0.0,0.0,2.43,11.32,24.79,36.65,3.77,6.47,16.71,0.54,1.08,0.0,0.27,55.46,45.66,3.23
Péter Gulácsi,hu HUN,GK,RB Leipzig,34,1990,36,36,3171,1.48,4.8,3.32,0.4,0.09,0.06,0.03,0.0,1.5,2.53,6.98,25.43,4.85,7.12,14.82,0.79,0.96,0.03,0.02,69.17,36.25,5.33
Radosław Majecki,pl POL,GK,Monaco,24,1999,23,23,2070,1.57,4.78,3.22,0.22,0.22,0.22,0.0,0.0,1.66,1.83,8.3,22.39,5.65,6.43,10.52,0.87,0.83,0.0,0.1,67.36,22.05,8.27
Razvan Sava,ro ROU,GK,Udinese,22,2002,12,12,1080,1.33,4.25,3.08,0.33,0.25,0.25,0.0,0.0,1.21,3.67,12.33,28.08,2.17,4.58,16.83,0.33,1.08,0.0,-0.12,72.47,29.76,1.96
Remko Pasveer,nl NED,GK,nl Ajax,40,1983,11,11,953,0.94,4.44,3.49,0.38,0.09,0.09,0.0,0.0,1.33,5.67,17.09,36.36,3.59,3.78,16.15,1.42,0.66,0.0,0.39,78.6,33.18,8.79
Ricardo,br BRA,GK,se Malmö,31,1993,5,4,405,2.44,4.67,2.22,0.0,0.67,0.67,0.0,0.0,1.78,1.78,11.56,22.0,3.11,5.78,16.22,0.89,0.44,0.0,-0.67,47.54,15.4,5.49
Ricardo Manuel Silva,pt POR,GK,si NK Celje,25,1999,6,6,570,1.74,4.26,2.53,0.32,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74,59.39,,
Robert Sánchez,es ESP,GK,Chelsea,26,1997,33,33,2970,1.06,3.91,2.82,0.3,0.15,0.12,0.03,0.0,1.08,2.97,12.85,35.15,5.76,2.48,11.21,1.42,1.73,0.03,0.02,72.12,23.11,12.67
Robin Olsen,se SWE,GK,Aston Villa,34,1990,4,1,226,2.39,5.58,3.19,0.4,0.4,0.4,0.0,0.0,2.51,7.57,21.5,29.87,0.4,10.35,15.93,1.19,0.0,0.0,0.12,57.17,35.21,7.47
Robin Zentner,de GER,GK,Mainz 05,29,1994,32,32,2880,1.28,4.44,3.12,0.28,0.16,0.12,0.03,0.0,1.41,5.47,17.72,30.53,4.12,5.59,16.38,1.41,1.81,0.03,0.12,70.27,30.87,8.61
Roei Mashpati,il ISR,GK,il Maccabi Tel Aviv,31,1992,7,7,630,2.29,6.0,3.43,0.0,0.57,0.29,0.29,0.0,2.67,4.29,13.0,33.43,5.43,4.43,13.57,0.43,0.57,0.29,0.39,57.17,33.0,3.17
Rohan Ferguson,sct SCO,GK,nir Larne FC,26,1997,6,6,540,2.0,5.67,3.83,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,67.55,,
Rome-Jayden Owusu-Oduro,nl NED,GK,nl AZ Alkmaar,20,2004,11,11,990,1.64,4.18,2.45,0.18,0.27,0.18,0.09,0.0,1.27,4.0,14.64,24.45,3.45,5.55,12.91,1.36,0.64,0.09,-0.36,58.61,27.32,10.53
Rui Patrício,pt POR,GK,Atalanta,36,1988,4,4,360,1.25,4.5,3.25,0.25,0.25,0.25,0.0,0.0,1.3,3.5,7.25,29.0,4.5,6.75,9.25,0.0,2.5,0.0,0.05,72.22,48.28,0.0
Rui Silva,pt POR,GK,Betis,30,1994,17,17,1530,1.24,3.88,2.65,0.29,0.24,0.18,0.06,0.0,1.35,2.82,9.29,30.0,4.76,5.06,13.76,0.82,2.0,0.06,0.11,68.3,30.36,5.96
Ruslan Neshcheret,ua UKR,GK,ua Dynamo Kyiv,22,2002,3,3,270,1.33,4.67,3.33,0.33,0.67,0.67,0.0,0.0,1.6,2.33,11.33,32.33,5.0,6.67,20.0,0.0,1.0,0.0,0.27,71.31,20.56,0.0
Rémy Descamps,fr FRA,GK,Lyon,28,1996,2,2,180,2.0,8.5,6.5,0.0,0.0,0.0,0.0,0.0,1.75,2.5,9.0,32.5,3.5,3.0,14.0,0.0,1.0,0.0,-0.25,76.47,27.78,0.0
Sam Johnstone,eng ENG,GK,Wolves,31,1993,7,7,630,2.43,5.57,3.29,0.0,0.29,0.29,0.0,0.0,1.86,7.43,18.43,36.0,4.0,3.57,14.86,1.14,1.57,0.0,-0.57,59.07,40.31,7.67
Semuel Pizzignacco,it ITA,GK,Monza,22,2001,9,8,736,2.08,4.65,2.69,0.12,0.0,0.0,0.0,0.0,1.52,4.77,13.82,33.38,3.67,5.99,14.55,0.49,0.86,0.0,-0.56,57.85,34.52,3.37
Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,37,3330,1.41,4.92,3.54,0.22,0.19,0.19,0.0,0.0,1.52,7.49,16.59,26.11,3.76,7.46,14.16,0.86,2.3,0.0,0.11,71.95,45.15,6.07
Sergio Padt,nl NED,GK,bg Ludogorets,34,1990,4,4,360,1.75,6.75,5.0,0.0,0.0,0.0,0.0,0.0,2.25,5.25,17.75,30.75,3.0,8.5,18.0,0.5,1.0,0.0,0.5,74.07,29.58,2.78
Silviu Șmalenea,md MDA,GK,md Petrocub,21,2002,6,6,540,2.17,5.67,3.5,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,61.73,,
Simon Mignolet,be BEL,GK,be Club Brugge,36,1988,12,12,1080,1.58,4.42,2.92,0.25,0.25,0.17,0.08,0.0,1.48,4.83,10.75,33.83,3.25,4.17,12.33,1.0,0.67,0.08,-0.1,66.06,44.93,8.11
Simon Sluga,hr CRO,GK,il Maccabi Tel Aviv,31,1993,1,1,90,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,42.0,3.0,5.0,11.0,0.0,0.0,0.0,0.0,66.67,57.14,0.0
Simone Perilli,it ITA,GK,Hellas Verona,29,1995,2,2,180,1.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,1.5,3.5,20.5,17.0,1.0,7.0,23.0,1.0,1.5,0.0,0.5,81.82,17.07,4.35
Simone Scuffet,it ITA,GK,Napoli,28,1996,14,14,1260,1.71,4.29,2.57,0.07,0.36,0.36,0.0,0.0,1.57,5.29,13.79,24.29,3.93,7.71,15.57,0.5,0.5,0.0,-0.14,59.91,38.36,3.21
Stefan Ortega,de GER,GK,Manchester City,31,1992,15,14,1280,1.27,3.59,2.39,0.35,0.14,0.14,0.0,0.0,1.15,2.81,7.52,31.64,4.08,3.8,9.98,0.49,0.98,0.0,-0.11,66.57,37.37,4.91
Stefan Târnovanu,ro ROU,GK,ro FCSB,24,2000,11,11,990,1.18,4.0,2.91,0.45,0.0,0.0,0.0,0.0,1.16,5.45,14.73,22.91,2.91,8.82,15.82,1.0,0.55,0.0,-0.02,72.75,37.0,6.32
Stefano Turati,it ITA,GK,Monza,22,2001,30,30,2676,1.75,4.88,3.13,0.07,0.13,0.07,0.07,0.0,1.59,5.95,14.87,31.68,4.24,4.41,13.92,0.74,0.87,0.07,-0.15,64.14,40.01,5.32
Steve Mandanda,fr FRA,GK,Rennes,39,1985,18,17,1486,1.39,3.09,1.76,0.36,0.18,0.12,0.06,0.0,1.03,3.69,10.9,25.8,4.0,4.42,10.6,0.42,1.27,0.06,-0.36,56.96,33.85,3.96
Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,4,360,1.5,3.0,1.5,0.0,0.5,0.25,0.0,0.25,1.12,3.75,18.0,28.25,6.25,5.0,12.75,0.75,4.0,0.25,-0.38,50.0,20.83,5.88
Sven Ulreich,de GER,GK,Bayern Munich,35,1988,2,1,135,1.33,2.0,0.67,0.67,0.0,0.0,0.0,0.0,0.53,2.0,5.33,28.67,3.33,0.67,5.33,0.67,2.0,0.0,-0.8,33.5,37.52,12.57
Sławomir Abramowicz,pl POL,GK,pl Jagiellonia,20,2004,12,12,1080,1.0,3.83,2.92,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,76.24,,
Theo Sander,dk DEN,GK,dk FC Copenhagen,19,2005,1,1,90,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,75.0,,
Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,42,42,3810,1.11,4.11,3.0,0.28,0.17,0.12,0.02,0.02,1.16,1.94,7.75,29.55,5.48,4.68,11.46,0.78,0.35,0.05,0.05,72.99,25.03,6.81
Thijmen Nijhuis,nl NED,GK,fi HJK,26,1998,6,6,540,1.5,5.5,4.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,75.82,,
Thomas Dähne,de GER,GK,Holstein Kiel,30,1994,9,9,810,2.11,6.11,4.0,0.0,0.33,0.22,0.11,0.0,2.06,5.22,14.78,33.78,6.11,10.11,19.67,1.67,0.56,0.11,-0.06,65.47,35.32,8.49
Théo De Percin,mq MTQ,GK,Auxerre,23,2001,2,2,180,1.5,4.5,2.5,0.5,1.0,0.5,0.5,0.0,1.75,4.0,15.5,23.0,2.5,6.0,19.0,1.5,1.5,0.5,0.25,55.56,25.81,7.89
Tiago Cardoso,lu LUX,GK,Gladbach,18,2006,5,4,380,0.71,5.45,4.74,0.47,0.0,0.0,0.0,0.0,1.11,5.45,14.68,35.05,5.21,7.34,22.74,3.32,0.24,0.0,0.4,86.97,37.13,14.6
Timo Horn,de GER,GK,Bochum,31,1993,13,13,1170,1.69,4.15,2.46,0.23,0.08,0.0,0.0,0.08,1.42,9.92,25.54,30.77,2.23,7.54,14.0,0.46,1.38,0.08,-0.27,59.28,38.84,3.29
Timon Weiner,de GER,GK,Holstein Kiel,25,1999,25,25,2250,2.44,5.6,3.24,0.08,0.16,0.16,0.0,0.0,1.89,6.68,17.76,31.56,4.64,7.92,19.64,1.08,0.72,0.0,-0.55,57.86,37.61,5.5
Timon Wellenreuther,de GER,GK,nl Feyenoord,28,1995,11,10,955,2.36,5.94,3.77,0.09,0.47,0.19,0.19,0.09,2.21,3.68,11.97,37.51,4.05,3.02,12.63,0.75,0.75,0.28,-0.14,63.47,30.74,5.94
Tobias Sippel,de GER,GK,Gladbach,36,1988,1,0,59,4.58,6.1,1.53,0.0,0.0,0.0,0.0,0.0,1.83,13.73,33.56,33.56,3.05,18.31,19.83,0.0,0.0,0.0,-2.75,25.08,40.91,0.0
Tom King,wls WAL,GK,Wolves,29,1995,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,,,0.0
Tommaso Martinelli,it ITA,GK,it Fiorentina,18,2006,1,1,90,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,
Unai Marrero,es ESP,GK,Real Sociedad,22,2001,5,5,450,1.0,4.4,3.2,0.2,0.2,0.0,0.2,0.0,1.3,2.2,6.8,20.6,4.0,5.6,10.4,0.4,1.2,0.2,0.3,72.73,32.35,3.85
Unai Simón,es ESP,GK,Athletic Club,27,1997,22,22,1980,0.64,2.82,2.14,0.5,0.09,0.05,0.05,0.0,0.74,4.86,13.0,25.05,4.27,5.45,11.45,0.91,1.36,0.05,0.1,75.89,37.38,7.95
Vanja Milinković-Savić,rs SRB,GK,Torino,27,1997,37,37,3330,1.14,4.68,3.49,0.27,0.19,0.08,0.11,0.0,1.39,6.03,18.97,36.54,5.16,7.32,15.81,1.0,1.24,0.11,0.25,74.57,31.79,6.33
Veljko Ilic,rs SRB,GK,rs TSC,21,2003,8,8,720,2.38,5.5,3.25,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,59.09,,
Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,34,3060,1.41,3.74,2.32,0.24,0.09,0.09,0.0,0.0,1.19,1.94,6.47,21.76,5.74,6.76,12.82,0.76,1.29,0.0,-0.22,62.03,29.98,5.93
Vid Belec,si SVN,GK,cy APOEL,34,1990,8,8,720,1.12,4.75,3.5,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-1.12,73.68,,
Vitezslav Jaros,cz CZE,GK,Liverpool,23,2001,1,0,12,0.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,37.5,52.5,52.5,15.0,7.5,15.0,0.0,0.0,0.0,0.0,100.0,71.43,0.0
Vitus Eicher,de GER,GK,de Heidenheim,33,1990,1,1,90,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,50.0,,
Vladan Kovačević,ba BIH,GK,pl Legia Warsaw,26,1998,2,2,180,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,71.43,,
Walter Benítez,ar ARG,GK,nl PSV Eindhoven,31,1993,11,11,1020,1.85,5.21,3.35,0.09,0.09,0.09,0.0,0.0,1.69,5.82,13.15,35.29,4.32,5.38,12.97,1.15,0.97,0.0,-0.17,64.3,44.26,8.87
Warleson,br BRA,GK,be Cercle Brugge,27,1996,2,2,121,0.0,1.49,1.49,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,
Wladimiro Falcone,it ITA,GK,Lecce,29,1995,38,38,3420,1.53,4.76,3.29,0.24,0.26,0.21,0.03,0.03,1.42,5.79,17.26,26.76,3.16,4.68,15.53,0.76,0.5,0.05,-0.11,69.12,33.55,4.89
Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,23,23,2100,1.24,3.26,2.06,0.43,0.17,0.17,0.0,0.0,1.27,1.76,5.7,28.93,4.2,3.69,9.43,0.64,3.73,0.0,0.03,63.19,30.88,6.79
Yahia Fofana,ci CIV,GK,Angers,23,2000,33,33,2970,1.55,5.64,4.09,0.21,0.12,0.09,0.0,0.03,1.92,4.36,13.18,22.76,5.45,7.91,16.09,1.45,0.61,0.03,0.38,72.52,33.08,9.01
Yann Sommer,ch SUI,GK,Inter,35,1988,46,46,4170,0.97,3.8,2.85,0.43,0.11,0.09,0.02,0.0,1.07,3.35,8.18,38.03,4.23,4.27,12.39,0.58,0.37,0.02,0.1,75.0,40.95,4.68
Yehvann Diouf,sn SEN,GK,Reims,24,1999,34,34,3060,1.38,5.26,3.85,0.21,0.15,0.12,0.03,0.0,1.81,4.53,14.03,29.21,4.5,6.47,16.29,0.91,1.24,0.03,0.43,73.19,32.29,5.59
Yuri Lodygin,ru RUS,GK,gr Panathinaikos,34,1990,3,3,270,0.67,2.67,2.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,74.91,,
Zion Suzuki,jp JPN,GK,Parma,21,2002,36,36,3240,1.47,4.17,2.75,0.19,0.14,0.14,0.0,0.0,1.43,5.67,18.58,35.33,5.11,6.19,17.06,1.78,1.06,0.0,-0.04,65.95,30.52,10.43
Ádám Varga,hu HUN,GK,hu Ferencváros,25,1999,2,1,148,3.04,5.47,2.43,0.0,0.0,0.0,0.0,0.0,2.13,10.34,21.28,26.76,1.22,10.95,9.12,0.61,0.0,0.0,-0.91,44.42,48.59,6.69
Álex Domínguez,es ESP,GK,Toulouse,26,1998,1,0,19,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,9.47,23.68,37.89,4.74,14.21,33.16,0.0,0.0,0.0,0.0,,39.99,0.0
Álex Remiro,es ESP,GK,Real Sociedad,29,1995,45,45,4050,1.29,3.73,2.4,0.33,0.22,0.18,0.04,0.0,1.1,5.0,13.44,29.51,3.2,6.33,12.51,0.82,1.16,0.04,-0.19,64.34,37.2,6.55
Álvaro Fernández,es ESP,GK,Sevilla,26,1998,9,8,747,1.93,4.34,2.41,0.36,0.24,0.24,0.0,0.0,1.33,4.46,17.11,33.37,3.86,5.54,12.65,0.84,1.69,0.0,-0.6,55.53,26.07,6.64
Ørjan Nyland,no NOR,GK,Sevilla,33,1990,30,30,2673,1.31,3.77,2.46,0.24,0.13,0.1,0.03,0.0,1.25,3.97,14.98,28.15,3.84,5.59,13.74,0.67,0.98,0.03,-0.06,65.25,26.5,4.88
Đorđe Petrović,rs SRB,GK,Strasbourg,24,1999,31,31,2790,1.23,4.74,3.55,0.32,0.26,0.23,0.03,0.0,1.48,3.77,11.65,46.39,4.1,3.45,15.84,1.32,1.52,0.03,0.25,74.89,32.36,8.33
İrfan Can Eğribayat,tr TUR,GK,tr Fenerbahçe,26,1998,6,6,570,1.11,5.53,4.42,0.47,0.0,0.0,0.0,0.0,1.97,5.37,15.47,26.05,4.26,6.79,15.16,1.89,1.42,0.0,0.87,79.93,34.71,12.47
Łukasz Fabiański,pl POL,GK,West Ham,39,1985,14,13,1160,1.63,5.51,3.88,0.16,0.23,0.23,0.0,0.0,1.75,5.97,17.53,30.57,4.27,7.76,17.07,0.78,0.93,0.0,0.12,70.42,34.06,4.57
Łukasz Skorupski,pl POL,GK,Bologna,33,1991,34,34,2994,1.23,3.34,2.1,0.3,0.12,0.06,0.06,0.0,1.21,4.21,11.57,36.67,4.45,3.61,8.54,0.75,0.99,0.06,-0.03,62.87,36.39,8.78
