Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
AJ Marcucci,us USA,GK,25-353,1999,1,1,90,50.0,49.64,48.34,49.53,50.0,50.0,98.82,40.4,21.21,41.23,62.8,62.2,7.82,7.23,61.73,82.23,48.22,45.5,45.38,38.39,97.27,41.47,50.12,41.11,49.76,41.11,49.29,36.37,40.17,36.49,49.64,50.0,37.56,28.44,66.23,43.96,45.85,6.75,77.96,26.07,0.71,27.61,13.03,46.09,48.22,26.07,41.23,42.18,44.55,49.76,48.82,49.41,63.27,52.96,53.44,49.29,73.82,52.01,50.47,59.83,18.36,50.24,50.12,57.23,53.44,84.12,14.45,62.44,13.86,64.69,40.76,98.58,39.81,36.49,50.36,14.45,13.74,68.25,86.14,24.64,36.49,42.18
Aaron Connolly,ie IRL,MO,24,2000,24,8,905,66.58,66.99,37.72,67.74,45.47,95.51,9.62,34.81,6.74,4.57,7.22,6.96,11.56,6.36,30.24,22.94,24.33,44.46,18.19,12.99,45.7,16.17,43.56,20.96,27.4,20.96,33.12,27.96,27.92,23.2,54.3,47.57,47.6,23.05,82.11,21.78,25.52,73.99,57.67,5.09,33.05,15.72,18.26,8.08,19.2,4.94,63.44,51.5,23.91,27.4,41.5,52.02,60.63,7.86,16.69,33.12,25.37,53.41,50.97,70.17,95.36,59.39,95.62,52.62,50.45,19.54,61.19,21.26,73.69,24.59,22.79,10.44,13.06,33.31,48.28,35.4,30.16,12.39,56.81,65.04,73.43,29.27
Aaron Herrera,gt GUA,MF,28-043,1997,18,16,1442,30.26,43.98,48.38,60.57,48.38,47.98,77.48,71.73,66.14,74.39,45.63,45.6,69.16,72.04,93.89,95.48,78.79,76.99,87.81,85.91,33.86,92.97,96.91,49.88,75.28,49.88,61.19,29.25,29.49,55.9,29.8,32.64,69.62,35.42,81.27,39.12,62.26,84.5,64.55,70.51,78.91,81.66,45.35,73.59,55.65,70.51,70.69,67.33,62.26,75.28,88.29,84.38,70.81,66.96,54.28,61.19,23.14,54.37,52.08,73.38,24.88,26.04,46.97,54.83,51.22,43.31,79.86,68.58,58.37,74.72,58.8,76.74,84.69,48.38,19.22,91.87,32.95,42.82,40.28,50.49,88.57,46.45
Aaron Long,us USA,DF,32-280,1992,15,15,1271,81.34,76.48,31.37,44.97,49.59,49.51,59.53,56.1,95.7,93.37,86.34,83.14,97.15,96.63,66.63,33.46,34.51,38.37,40.49,39.04,95.7,30.15,25.61,70.73,33.75,70.73,26.69,26.77,39.04,45.49,21.89,23.05,24.24,21.95,64.62,86.69,10.2,66.77,68.75,93.37,76.95,82.35,96.05,40.99,35.23,93.37,24.27,13.43,93.69,33.75,40.41,27.97,80.76,69.8,95.41,26.69,87.7,56.89,52.91,76.08,23.08,68.69,47.97,59.88,54.27,41.13,73.23,85.9,50.03,83.58,38.75,58.2,22.47,30.44,79.94,95.35,97.97,90.96,95.81,94.3,73.98,13.43
Aaron Meijers,nl NED,DF,36,1987,17,9,753,33.87,29.91,27.27,19.13,49.59,49.51,74.22,23.43,36.1,47.27,55.0,55.99,30.58,33.87,31.57,58.84,34.51,68.55,70.78,81.57,54.71,82.97,61.92,56.92,70.0,56.92,68.17,58.63,47.44,66.83,50.09,65.58,75.35,87.65,7.18,57.3,61.05,21.34,68.75,37.91,35.0,26.1,45.09,69.85,19.22,37.91,40.99,36.86,30.55,70.0,53.72,72.33,75.41,48.11,35.29,68.17,63.92,2.82,52.91,78.34,79.62,15.96,47.97,59.88,54.27,30.29,66.69,54.24,59.68,68.43,65.93,70.55,55.17,61.02,21.22,73.43,18.43,32.09,25.12,14.88,16.28,35.26
Aaron Mejía Montoya,mx MEX,MF,23,2001,30,19,1813,30.26,24.42,19.68,16.23,48.38,47.98,34.5,53.45,56.36,49.63,69.93,65.98,47.62,47.8,39.58,29.95,61.37,53.27,28.64,38.39,49.63,30.72,54.83,34.23,33.74,34.23,62.01,25.03,30.96,46.12,25.37,45.42,37.56,31.05,64.24,39.12,35.15,70.72,22.65,39.79,64.03,68.89,39.98,39.36,31.69,39.79,29.55,30.2,44.68,33.74,23.04,53.21,29.65,66.96,44.28,62.01,59.72,54.37,52.08,28.82,67.15,28.33,46.97,6.72,51.22,22.98,56.69,39.46,54.77,46.21,47.62,35.15,25.98,31.88,19.22,50.31,68.0,75.79,41.44,64.94,60.7,41.81
Aaron Nicolás Molinas,ar ARG,MO,24-351,2000,15,13,1003,62.35,22.64,31.06,44.91,45.47,44.54,73.73,57.11,90.27,88.92,84.28,81.66,90.46,90.68,95.36,89.75,58.05,53.48,64.11,79.34,94.76,68.68,55.05,95.13,64.0,95.13,47.68,54.83,55.99,53.67,69.35,44.69,76.87,41.28,83.38,74.18,38.14,42.96,57.67,81.74,36.08,38.21,88.62,67.59,10.07,81.74,28.22,66.73,72.53,64.0,73.43,19.46,78.93,48.32,85.55,47.68,42.93,53.41,50.97,55.65,14.63,83.42,43.82,52.62,50.45,57.15,41.02,45.4,45.73,72.12,72.83,71.41,13.06,66.5,94.91,34.96,84.24,85.18,71.74,85.93,90.19,97.75
Aaron Quirós,ar ARG,DF,23-261,2001,10,8,680,33.87,29.91,29.27,19.13,49.59,49.51,13.81,23.43,57.15,63.2,20.73,23.31,76.92,77.03,74.65,90.03,34.51,16.74,11.57,11.22,25.52,13.46,25.61,72.21,32.65,72.21,8.81,55.2,54.45,57.06,55.49,67.35,79.85,69.85,46.45,13.31,82.44,86.77,68.75,66.22,63.31,82.5,64.53,27.59,44.48,66.22,67.56,74.01,65.93,32.65,43.49,27.97,49.8,86.8,62.27,8.81,4.59,1.16,0.52,35.38,83.08,68.69,47.97,59.88,54.27,36.77,81.1,26.22,79.59,65.03,36.69,13.4,25.76,68.02,21.22,67.33,36.05,14.77,60.29,27.56,68.43,68.95
Aaron Ramsey,wls WAL,MF,33,1990,9,6,564,30.26,83.25,80.87,88.88,48.38,47.98,58.74,55.23,77.02,82.64,68.25,72.56,80.32,78.82,76.44,84.78,28.76,35.39,41.69,84.44,74.27,78.88,62.84,76.07,63.05,76.07,72.22,71.39,65.71,27.29,87.53,86.16,65.65,53.39,55.35,21.64,56.14,15.22,64.55,81.42,63.45,61.95,78.79,71.45,59.29,81.42,39.03,31.94,75.43,63.05,83.13,21.73,44.01,12.44,78.55,72.22,58.07,54.37,52.08,13.23,53.94,1.1,46.97,54.83,0.24,75.49,28.79,35.3,42.88,26.83,74.48,57.43,60.39,64.73,19.22,22.68,38.94,34.2,72.95,35.88,59.96,30.26
Aarón Arredondo,mx MEX,MF,21,2003,2,2,179,30.26,11.12,78.67,16.23,48.38,47.98,62.19,92.85,80.96,72.62,45.94,39.94,89.73,85.88,96.33,85.91,98.44,83.44,67.79,82.37,76.71,44.01,22.52,79.68,24.17,79.68,27.63,29.43,38.2,28.55,60.54,15.56,23.23,17.18,76.13,44.28,59.29,45.78,64.55,57.95,75.52,68.83,77.6,15.95,7.95,58.01,20.29,46.79,84.35,24.17,51.53,21.73,40.62,92.45,75.18,27.63,86.58,54.37,52.08,85.61,21.58,66.66,46.97,54.83,51.22,59.44,7.49,78.21,9.72,72.62,34.84,68.73,15.4,28.15,62.84,7.49,93.95,75.34,93.25,94.5,68.77,97.28
Abdelkahar Kadri,dz ALG,MO,24,2000,23,19,1659,41.09,47.64,50.0,35.52,45.47,44.54,81.74,77.17,85.74,85.1,68.94,67.22,86.15,86.98,95.66,93.56,91.06,79.53,82.82,71.11,89.15,57.49,38.21,87.43,60.07,87.43,26.31,70.88,63.66,68.0,69.35,73.39,71.74,53.22,61.64,84.24,72.38,44.09,5.16,84.81,78.56,80.16,81.29,75.79,14.22,84.81,78.67,88.74,88.77,60.07,84.43,28.89,54.83,42.51,69.61,26.31,17.51,5.28,1.46,86.68,47.87,43.56,43.82,52.62,0.6,76.65,16.8,56.96,28.18,52.02,46.82,82.07,14.48,68.6,30.35,14.82,72.04,64.67,64.82,71.37,67.96,83.76
Abdoulay Diaby,ml MLI,MO,33,1991,12,9,894,47.83,73.95,48.76,84.02,45.47,44.54,15.19,47.16,17.81,15.49,13.92,11.75,28.37,21.71,43.34,43.38,60.33,21.86,21.48,12.99,31.89,27.43,43.56,30.01,22.23,30.01,27.99,11.26,16.92,10.67,27.25,33.23,23.95,16.5,77.21,17.51,59.92,27.28,57.67,10.18,33.05,18.56,23.73,11.75,59.21,10.25,28.74,28.97,15.61,22.23,22.75,44.69,75.22,60.93,12.31,27.99,57.22,53.41,50.97,39.22,34.09,20.17,43.82,52.62,50.45,10.44,72.64,59.84,55.88,75.64,20.88,16.28,41.28,16.32,31.55,89.82,35.55,27.88,50.07,42.89,47.01,30.95
Abdoulaye Kamara,gn GUI,MO,19,2004,5,0,124,20.21,5.43,3.44,8.76,45.47,44.54,49.96,16.28,98.43,96.86,98.05,97.53,98.73,97.98,65.27,34.66,24.33,7.78,7.63,24.44,84.39,7.19,18.71,92.07,31.81,92.07,5.76,80.13,82.45,96.33,8.05,15.08,67.1,80.76,12.8,97.49,11.9,7.11,0.45,95.51,80.43,98.13,98.88,2.54,2.47,95.51,38.06,66.99,96.11,31.81,74.33,9.21,18.11,82.45,93.53,5.76,6.03,53.41,50.97,41.62,3.67,83.42,43.82,52.62,50.45,97.83,50.79,77.1,30.28,40.42,18.23,41.92,1.72,77.58,60.93,81.59,98.88,89.15,95.21,97.79,47.01,94.01
Abdoulaye Sissako,fr FRA,MF,26,1998,24,18,1580,78.73,56.72,39.76,64.7,48.38,47.98,21.58,47.1,40.89,37.16,24.57,29.0,56.11,52.87,61.86,44.32,64.06,53.27,28.64,29.8,33.86,20.2,22.52,45.02,44.13,45.02,29.25,73.72,57.4,71.97,61.98,85.36,76.28,76.99,24.51,64.85,73.11,78.97,64.55,35.21,82.03,68.4,40.4,34.81,60.18,35.21,49.33,43.28,60.3,44.13,75.58,69.53,55.07,21.85,29.13,29.25,35.64,54.37,52.08,71.85,30.1,66.66,46.97,54.83,51.22,80.72,86.92,20.63,83.89,40.95,24.76,21.79,39.46,67.02,87.87,69.13,49.11,16.17,54.1,83.68,35.57,37.68
Abdurrahman Burak Sayın,0,FW,0,0,1,0,4,17.79,8.08,6.77,10.28,40.98,38.72,99.69,19.42,80.39,57.77,95.11,93.36,3.45,2.94,11.34,8.15,28.2,12.22,11.84,100.0,9.27,13.78,32.64,6.27,8.02,6.27,97.62,8.96,12.59,21.3,14.29,18.36,16.23,9.09,87.72,10.96,18.05,9.52,54.39,7.83,9.65,4.07,1.69,80.89,5.14,7.83,5.83,11.03,67.36,8.02,9.4,12.66,95.68,92.98,45.61,97.62,79.95,52.51,50.81,93.42,8.21,85.4,41.17,51.5,50.81,99.81,7.71,1.25,98.12,96.62,96.99,99.56,4.64,11.09,62.22,7.71,98.81,96.43,3.45,11.34,11.09,11.03
Abdülkadir Ömür,tr TUR,MO,25,1999,20,12,1064,20.21,20.17,10.29,23.39,45.47,44.54,40.83,42.7,66.17,62.87,77.43,74.93,55.58,53.52,33.94,41.32,24.33,32.15,38.14,44.31,50.6,61.41,62.65,49.03,48.17,49.03,38.25,49.44,62.95,50.86,77.43,15.08,26.42,33.01,50.34,40.72,52.25,29.0,57.67,49.1,63.96,83.72,43.23,46.15,20.36,49.18,35.89,28.33,47.98,48.17,40.57,22.49,84.36,62.46,50.49,38.25,60.74,53.41,50.97,72.31,50.79,50.3,43.82,52.62,50.45,57.63,29.42,26.5,59.21,82.15,36.15,38.85,21.03,45.25,14.86,15.53,66.06,76.72,55.28,28.07,58.83,24.1
Abel Paredes,py PAR,DF,28-053,1997,2,0,23,33.87,12.76,99.77,99.88,49.59,49.51,5.7,23.43,85.09,74.56,96.31,97.03,32.73,17.09,95.35,62.44,34.51,16.74,11.57,11.22,98.58,13.46,25.61,97.35,97.97,97.35,78.37,3.02,4.56,4.71,7.62,23.05,5.2,3.23,93.17,4.45,4.91,2.27,68.75,75.41,1.89,4.42,70.47,98.2,6.19,75.41,8.69,13.43,64.65,97.97,9.24,27.97,93.92,86.8,52.03,78.37,87.7,56.89,52.91,2.06,7.03,68.69,47.97,59.88,54.27,60.99,4.1,95.81,2.67,95.12,92.53,5.7,4.65,3.66,64.07,4.1,97.27,45.23,98.4,98.98,3.66,13.43
Abiel Osorio,ar ARG,FW,23-036,2002,15,11,919,50.19,52.38,64.35,39.16,40.98,38.72,21.05,41.67,41.1,40.73,22.81,25.38,64.6,61.84,70.61,66.1,28.2,26.57,36.65,27.63,84.09,64.1,74.25,58.77,61.9,58.77,61.59,24.0,41.23,21.3,39.66,42.23,36.22,18.42,87.72,67.67,43.3,91.48,54.39,51.75,92.17,46.3,66.54,43.73,76.38,51.88,62.09,65.04,43.86,61.9,55.33,66.17,22.31,32.83,50.75,61.59,32.14,52.51,50.81,43.36,46.37,26.38,41.17,51.5,50.81,17.11,69.67,8.15,84.09,24.69,60.09,21.12,72.31,35.4,31.83,32.21,37.22,26.07,59.21,66.6,98.06,57.33
Abner,br BRA,DF,21-091,2004,6,5,495,33.87,40.09,22.67,19.13,49.59,49.51,12.41,78.6,48.84,39.65,26.92,22.24,67.91,61.28,60.93,66.74,94.3,63.28,40.49,35.29,10.17,42.99,25.61,7.09,40.26,7.09,29.97,16.8,12.5,31.83,19.88,23.05,11.08,63.14,6.86,90.0,76.1,68.92,68.75,34.33,78.37,90.41,11.45,5.93,29.3,34.33,59.94,83.63,58.66,40.26,9.24,27.97,57.97,54.33,59.85,29.97,48.98,56.89,52.91,88.23,29.04,8.92,47.97,59.88,54.27,22.44,83.26,80.12,64.74,60.12,8.2,16.19,23.17,9.45,21.22,94.71,69.27,73.4,85.06,38.43,7.67,94.91
Abraham Bass,mx MEX,MF,22,2001,1,0,10,30.26,11.12,7.37,16.23,48.38,47.98,4.86,18.7,2.17,1.38,8.68,5.2,1.74,1.41,5.01,3.61,28.76,12.04,9.47,8.95,4.28,9.96,22.52,3.67,6.82,3.67,94.53,4.71,6.17,7.4,7.09,15.56,6.78,99.17,0.58,99.63,8.19,5.9,64.55,2.2,5.75,25.49,2.08,28.06,7.95,2.2,6.02,9.29,2.63,6.82,7.43,21.73,1.28,92.45,5.38,94.53,86.58,54.37,52.08,1.19,99.27,66.66,46.97,54.83,51.22,3.36,7.49,94.19,4.06,2.14,82.67,4.86,5.78,5.26,62.84,7.49,98.9,97.13,1.74,5.01,5.26,9.29
Abu Kamara,eng ENG,FW,21,2003,38,25,2273,50.19,34.09,24.75,36.4,40.98,38.72,74.31,55.83,73.56,72.93,76.0,73.81,73.18,75.31,60.28,66.29,72.81,82.33,80.39,70.93,28.63,73.12,87.41,40.04,86.28,40.04,81.77,80.14,82.27,94.05,58.9,74.06,78.38,76.69,22.74,78.63,90.98,72.56,54.39,66.98,82.96,87.97,42.36,69.74,44.17,66.98,57.52,60.84,60.03,86.28,76.32,87.28,73.5,63.91,58.02,81.77,59.15,52.51,50.81,73.25,44.05,63.97,84.15,51.5,50.81,74.06,48.25,64.04,36.9,76.94,79.95,71.18,66.1,79.7,73.18,68.05,54.64,64.54,46.37,44.61,64.91,57.33
Adalberto Carrasquilla,pa PAN,MF,25,1998,15,11,1010,74.57,87.16,76.59,72.49,98.2,97.89,90.19,85.91,55.32,57.58,52.35,51.99,55.62,59.29,73.62,75.52,72.52,85.12,91.01,93.98,84.93,87.47,53.0,82.52,86.37,82.52,65.22,11.25,19.8,17.6,15.86,50.4,14.03,11.92,74.63,55.29,33.25,13.69,64.55,47.19,14.18,10.45,61.49,73.44,58.28,47.13,81.97,89.06,62.53,86.37,93.18,84.81,22.4,10.97,72.46,65.22,24.36,54.37,52.08,29.22,68.95,66.66,98.23,54.83,51.22,65.22,23.62,72.19,18.86,16.05,75.55,90.28,71.24,13.14,41.87,33.44,42.67,47.95,34.08,53.73,55.01,80.35
Adalberto Peñaranda,ve VEN,FW,28-049,1997,4,1,129,17.79,18.8,23.56,47.24,40.98,38.72,71.18,19.42,79.57,78.2,73.93,73.06,79.51,73.43,81.2,82.08,28.2,47.68,11.84,39.1,72.87,70.11,95.49,17.42,87.97,17.42,81.27,89.22,96.24,91.42,94.99,18.36,16.23,52.32,26.19,96.87,18.05,9.52,0.38,80.58,45.61,63.28,83.96,84.9,70.11,80.7,85.96,90.04,77.69,87.97,92.98,88.22,10.53,4.26,80.45,81.27,79.95,52.51,50.81,77.01,25.44,25.56,41.17,51.5,50.81,61.34,44.67,34.9,52.38,6.64,77.88,64.1,82.96,88.35,9.84,32.71,63.53,60.34,82.08,52.88,91.98,78.01
Adam Armstrong,eng ENG,FW,27,1997,16,12,1008,59.84,62.22,47.93,55.89,90.1,85.9,27.19,40.29,47.12,31.08,43.42,33.15,59.71,46.18,63.1,64.66,28.2,34.96,36.65,34.59,30.89,47.18,32.64,26.32,55.45,26.32,26.19,55.39,66.42,49.19,58.9,78.82,58.4,36.09,67.92,31.95,18.05,20.11,54.39,14.41,26.0,36.53,22.62,22.43,34.21,14.16,49.0,65.66,31.77,55.45,64.6,49.56,86.47,61.97,15.79,26.19,79.95,52.51,50.81,45.24,23.68,25.0,41.17,51.5,50.81,44.92,20.8,75.06,17.54,84.46,24.81,26.57,30.83,61.97,38.6,24.31,83.58,69.74,88.72,55.14,90.35,84.84
Adam Beaudry,us USA,GK,19-092,2006,1,1,90,50.0,49.64,48.34,49.53,50.0,50.0,16.82,40.4,2.73,22.39,4.98,4.98,7.82,7.23,29.62,82.23,48.22,45.5,45.38,38.39,82.94,41.47,50.12,41.11,49.76,41.11,49.29,36.37,40.17,36.49,49.64,50.0,37.56,28.44,66.23,43.96,45.85,6.75,77.96,17.18,7.35,18.84,13.03,46.09,48.22,17.18,41.23,42.18,44.55,49.76,48.82,49.41,63.27,52.96,53.44,49.29,73.82,52.01,50.47,59.83,18.36,50.24,50.12,57.23,53.44,34.12,14.45,62.44,13.86,64.69,40.76,16.82,39.81,36.49,50.36,14.45,1.9,68.25,86.14,4.27,36.49,42.18
Adam Davies,wls WAL,GK,32,1992,3,3,270,50.0,49.64,48.34,49.53,50.0,50.0,16.82,40.4,61.26,52.61,53.91,53.44,55.69,53.79,75.59,49.05,48.22,45.5,45.38,38.39,65.88,41.47,50.12,41.11,49.76,41.11,49.29,36.37,40.17,36.49,49.64,50.0,37.56,28.44,66.23,43.96,45.85,25.95,77.96,40.4,44.08,43.72,13.03,46.09,48.22,40.4,41.23,42.18,38.15,49.76,48.82,49.41,63.27,52.96,57.58,49.29,73.82,52.01,50.47,59.83,18.36,50.24,50.12,57.23,53.44,34.12,14.45,62.44,13.86,64.69,40.76,16.82,39.81,36.49,50.36,14.45,66.11,68.25,86.14,79.15,36.49,42.18
Adam Forshaw,eng ENG,MF,32,1991,32,12,1246,70.17,43.98,55.53,72.49,48.38,47.98,20.63,18.7,61.74,55.62,60.64,58.99,59.99,54.58,74.33,63.75,28.76,25.61,23.14,32.67,55.32,22.4,49.54,45.54,24.51,45.54,36.95,80.17,78.79,85.61,60.54,77.84,75.58,65.68,43.15,22.04,49.45,43.34,64.55,47.56,37.19,66.66,65.4,20.84,26.74,47.56,25.98,34.93,55.81,24.51,19.44,58.92,66.66,56.45,55.2,36.95,11.71,3.82,1.65,40.83,82.21,66.66,46.97,54.83,51.22,45.32,37.87,70.72,27.66,68.28,26.22,18.92,20.02,77.29,87.32,60.94,66.75,61.34,66.93,75.86,68.52,72.77
Adam Idah,ie IRL,FW,23,2001,1,0,30,17.79,8.08,6.77,10.28,40.98,38.72,75.56,19.42,77.07,77.32,88.72,87.97,71.62,86.78,11.34,8.15,28.2,95.36,96.18,96.55,9.27,13.78,32.64,6.27,83.65,6.27,92.67,8.96,12.59,21.3,14.29,18.36,16.23,94.36,2.51,10.96,18.05,9.52,54.39,50.31,9.65,53.57,10.65,76.88,96.55,50.56,5.83,11.03,61.47,83.65,9.4,97.43,41.17,92.98,53.57,92.67,79.95,52.51,50.81,93.42,8.21,1.13,41.17,51.5,50.81,5.39,7.71,94.61,3.95,77.44,87.66,68.61,95.36,11.09,62.22,7.71,50.88,72.31,11.4,11.34,11.09,11.03
Adam Kayed,ps PLE,MF,22,2002,16,5,466,89.67,80.9,79.65,75.43,48.38,47.98,67.82,18.7,22.92,21.64,53.64,56.69,10.09,9.54,10.97,9.38,28.76,41.23,67.79,70.57,10.67,36.58,67.24,9.9,92.11,9.9,86.89,89.88,84.6,82.33,85.54,91.41,78.15,75.64,29.25,55.29,30.78,70.32,64.55,29.31,33.62,35.21,19.9,75.37,94.71,29.31,90.8,89.67,27.57,92.11,93.67,95.11,49.39,4.16,33.74,86.89,86.58,54.37,52.08,68.89,6.75,10.45,46.97,1.28,51.22,32.27,17.24,51.99,23.69,15.1,80.32,61.4,89.94,82.43,85.18,16.2,32.4,32.27,21.45,15.04,50.4,48.47
Adam Nhaili,be BEL,MO,18,2005,8,1,204,20.21,13.62,12.95,72.87,45.47,44.54,11.19,95.73,80.16,71.18,78.89,75.82,89.75,84.66,16.21,11.26,95.43,57.11,60.18,32.26,36.08,24.63,81.1,51.83,63.17,51.83,28.26,27.1,23.91,79.64,8.05,15.08,9.32,11.75,74.66,18.86,54.79,30.58,57.67,56.4,29.9,85.1,81.51,8.42,12.72,56.47,38.62,41.58,79.45,63.17,61.23,65.91,28.71,18.11,71.15,28.26,83.16,53.41,50.97,28.67,21.71,83.42,43.82,52.62,50.45,65.04,35.59,96.41,6.18,23.13,33.38,23.95,17.51,14.41,14.86,98.47,93.79,77.84,94.12,48.91,17.59,47.46
Adam Randell,eng ENG,MF,23,2000,39,39,3378,61.28,43.98,47.65,52.14,48.38,47.98,54.74,55.23,46.33,52.93,28.97,25.09,55.44,57.27,80.59,89.3,69.68,66.05,67.79,70.2,52.72,50.98,59.47,53.33,31.82,53.33,25.34,40.07,40.28,34.54,60.54,46.94,45.69,41.38,52.35,62.71,75.98,80.26,8.37,49.45,82.3,65.01,58.74,35.21,22.1,49.51,44.38,52.2,23.38,31.82,40.1,57.73,68.06,54.1,30.07,25.34,51.93,54.37,52.08,62.99,56.33,28.33,94.32,54.83,51.22,42.02,75.15,44.28,64.39,67.39,23.78,54.16,29.43,40.46,45.23,75.24,27.87,50.92,39.06,33.5,51.25,66.26
Adam Saldaña,us USA,MF,23-162,2002,2,2,180,30.26,11.12,29.03,16.23,48.38,47.98,11.16,18.7,72.46,53.73,54.65,48.81,83.77,77.02,69.5,32.33,28.76,12.04,9.47,8.95,21.76,44.01,22.52,13.42,24.17,13.42,14.43,69.07,86.28,87.16,59.84,15.56,94.04,75.28,76.13,90.4,26.62,45.26,0.95,41.9,88.33,61.31,64.67,13.66,7.95,41.93,20.29,46.79,68.86,24.17,50.89,21.73,67.48,92.45,58.83,14.43,12.26,54.37,52.08,21.64,46.67,66.66,46.97,54.83,51.22,31.02,30.04,94.19,9.72,85.97,6.75,10.94,15.4,91.08,62.84,98.23,97.43,78.73,92.67,98.66,96.24,97.28
Adamo Nagalo,bf BFA,DF,21,2002,6,1,168,33.87,12.76,57.21,19.13,49.59,49.51,53.37,23.43,98.72,98.02,95.87,94.77,99.24,98.95,66.22,50.81,34.51,68.55,86.92,67.76,99.71,86.28,25.61,98.95,39.83,98.95,55.38,84.59,80.64,84.59,89.65,23.05,26.48,11.34,93.17,46.02,17.79,73.08,68.75,98.14,60.06,85.23,99.19,45.64,63.17,98.14,8.69,13.43,98.49,39.83,9.24,27.97,59.07,86.8,98.08,55.38,87.7,56.89,52.91,15.52,79.1,68.69,47.97,59.88,54.27,96.86,97.44,5.84,96.89,72.06,77.99,49.62,69.19,60.67,64.07,73.78,98.37,93.05,96.69,74.53,69.59,13.43
Adem Zorgane,dz ALG,MF,24,2000,30,30,2693,61.28,43.98,50.15,58.04,48.38,47.98,94.74,83.07,97.13,97.92,93.46,93.52,96.88,97.37,98.96,98.78,80.87,93.31,97.13,95.72,97.74,97.92,86.8,98.29,57.46,98.29,43.98,75.49,80.99,68.77,77.11,70.32,68.18,85.67,9.75,72.19,58.53,38.29,17.57,97.13,82.76,83.99,96.76,91.72,47.34,97.13,55.23,72.16,98.04,57.46,87.41,66.38,72.46,30.5,96.15,43.98,67.3,54.37,52.08,78.39,14.06,66.66,46.97,54.83,51.22,95.17,43.43,68.15,32.15,58.28,81.94,94.41,85.09,75.37,45.23,65.59,55.68,65.4,46.27,60.21,42.42,85.57
Ademir Santos,br BRA,FW,30-153,1995,15,8,719,17.79,27.76,23.06,27.57,40.98,38.72,87.22,62.66,83.96,82.33,83.33,81.64,83.58,84.71,90.48,89.6,28.2,84.46,94.05,77.57,63.91,95.11,97.49,84.9,91.42,84.9,92.98,85.53,86.34,77.19,85.03,91.54,89.16,92.86,5.76,56.95,66.48,27.76,54.39,80.95,22.81,67.42,53.01,91.23,28.57,81.2,90.6,89.35,78.63,91.42,91.29,74.06,55.51,44.8,80.58,92.98,25.38,52.51,50.81,53.32,92.61,40.85,41.17,51.5,50.81,76.07,34.34,59.71,34.21,54.01,92.48,85.96,78.07,87.91,9.84,36.47,62.53,69.05,51.44,50.06,48.87,57.14
Aderlan Santos,br BRA,DF,35,1989,28,26,2178,33.87,69.36,57.21,47.44,49.59,49.51,20.64,68.05,47.85,35.9,16.95,16.57,72.03,67.38,60.0,42.18,34.51,16.74,28.84,11.22,9.27,41.57,25.61,9.65,16.83,9.65,25.2,56.02,52.76,63.75,60.78,23.05,58.2,48.55,59.16,66.25,56.05,94.74,21.1,43.05,93.84,88.95,21.25,7.3,31.19,43.05,20.15,32.09,36.45,16.83,18.66,27.97,77.56,86.8,42.65,25.2,51.74,56.89,52.91,54.22,19.01,34.13,47.97,59.88,1.45,71.08,82.3,36.63,77.38,84.48,7.35,25.52,23.6,54.71,21.22,76.51,74.83,35.76,77.97,75.41,57.35,94.91
Aderlan Silva,br BRA,DF,34-335,1990,2,1,87,33.87,12.76,89.51,19.13,49.59,49.51,83.28,23.43,47.38,57.24,45.29,57.33,54.59,53.43,39.97,39.65,34.51,86.54,84.51,98.55,81.54,85.23,25.61,92.94,60.9,92.94,63.84,22.01,4.56,4.71,88.46,23.05,65.17,31.54,93.17,94.48,48.69,5.23,68.75,40.58,4.42,24.16,30.61,82.62,91.08,40.58,8.69,13.43,57.12,60.9,94.39,27.97,93.92,86.8,55.17,63.84,87.7,56.89,52.91,47.76,97.18,0.47,47.97,59.88,54.27,33.95,4.1,14.71,26.83,95.12,71.66,79.48,83.26,20.17,64.07,4.1,21.6,7.21,48.72,40.61,19.13,13.43
