Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Tomáš Ostrák,cz CZE,MF,25-164,2000,14,7,586,30.26,77.9,69.07,45.94,48.38,47.98,79.0,53.45,87.99,83.07,89.85,87.81,77.41,70.11,86.28,67.42,83.8,66.05,41.69,78.82,71.88,41.41,22.52,68.77,78.15,68.77,62.44,78.58,77.2,83.59,54.16,85.36,79.52,84.99,14.43,49.63,63.39,30.47,6.48,84.17,40.86,82.76,81.66,56.39,39.33,84.17,87.96,91.87,86.61,78.15,81.57,60.15,20.23,28.27,86.19,62.44,31.54,54.37,52.08,21.64,59.05,66.66,46.97,54.83,51.22,87.53,16.17,72.89,14.09,23.53,67.05,77.08,33.99,78.03,19.22,16.96,94.47,84.08,91.87,93.67,47.8,71.76
Tomáš Vaclík,cz CZE,GK,35,1989,12,12,1080,50.0,49.64,48.34,49.53,50.0,50.0,59.95,40.4,32.23,39.1,20.62,20.38,27.01,27.25,77.37,73.7,48.22,45.5,45.38,38.39,39.45,41.47,50.12,41.11,49.76,41.11,49.29,36.37,40.17,36.49,49.64,50.0,37.56,28.44,66.23,96.33,45.85,58.89,37.09,47.16,62.2,48.93,40.05,46.09,48.22,47.16,41.23,42.18,26.78,49.76,48.82,49.41,9.0,52.96,9.24,49.29,29.86,52.01,50.47,59.83,67.06,50.24,50.12,57.23,53.44,34.12,31.99,9.95,42.18,11.37,40.76,56.75,39.81,36.49,50.36,31.04,27.01,68.25,39.34,54.98,36.49,42.18
Tomé,pt POR,GK,17,2006,2,2,180,50.0,49.64,48.34,49.53,50.0,50.0,16.82,40.4,0.47,7.35,1.07,1.07,0.71,0.71,37.09,90.64,48.22,45.5,45.38,38.39,8.89,41.47,50.12,41.11,49.76,41.11,49.29,36.37,40.17,36.49,49.64,50.0,37.56,28.44,66.23,43.96,45.85,88.03,77.96,8.89,11.37,9.48,13.03,46.09,48.22,8.89,41.23,42.18,0.47,49.76,48.82,49.41,63.27,52.96,1.07,49.29,2.61,52.01,50.47,59.83,18.36,50.24,50.12,57.23,53.44,3.08,14.45,62.44,13.86,64.69,40.76,16.82,39.81,36.49,50.36,14.45,0.71,1.07,86.14,3.79,36.49,42.18
Toni Borevkovic,hr CRO,DF,27,1997,27,27,2420,33.87,76.48,44.97,44.97,49.59,49.51,24.33,23.43,78.37,69.88,63.46,58.37,83.6,81.54,68.66,45.06,34.51,57.21,28.84,36.34,48.37,13.46,25.61,50.35,26.37,50.35,18.05,22.35,24.22,32.62,29.13,23.05,31.19,20.49,77.82,37.85,62.94,72.06,14.77,67.09,71.37,77.09,74.59,10.64,46.69,67.09,31.83,40.93,72.82,26.37,19.56,27.97,85.32,73.11,76.63,18.05,32.82,56.89,52.91,58.34,58.46,34.13,47.97,59.88,54.27,56.83,44.42,59.01,40.49,87.82,26.77,22.76,27.09,26.08,21.22,51.77,90.35,80.29,82.35,85.96,64.94,81.25
Toni Martínez,es ESP,FW,27,1997,1,0,4,17.79,8.08,6.77,10.28,40.98,38.72,6.08,19.42,1.82,1.25,2.82,2.38,3.45,2.94,11.34,8.15,28.2,12.22,11.84,9.59,9.27,13.78,32.64,6.27,8.02,6.27,3.51,99.62,12.59,21.3,99.87,18.36,99.5,99.25,87.72,10.96,18.05,9.52,54.39,7.83,9.65,4.07,88.85,1.5,5.14,7.83,5.83,11.03,1.19,8.02,9.4,12.66,95.68,92.98,1.25,3.51,79.95,52.51,50.81,93.42,99.94,85.4,41.17,51.5,50.81,5.39,7.71,0.5,99.5,96.62,2.69,6.08,4.64,99.31,62.22,7.71,1.82,2.82,3.45,11.34,30.45,11.03
Toon Raemaekers,be BEL,DF,23,2000,28,25,2229,33.87,51.1,60.26,57.15,49.59,49.51,60.06,68.05,90.23,91.45,55.87,57.18,92.79,93.55,95.73,94.94,34.51,57.21,65.78,63.63,93.31,69.51,52.21,70.73,38.4,70.73,44.71,82.35,75.87,90.76,63.37,57.62,87.85,88.05,12.97,78.08,72.12,46.6,68.75,91.92,67.94,89.88,91.05,48.43,51.74,91.92,56.8,65.09,96.31,38.4,70.06,58.98,42.44,43.87,91.22,44.71,63.92,56.89,52.91,21.42,55.23,34.13,47.97,8.34,54.27,84.1,69.71,28.9,70.32,43.46,44.39,60.47,54.45,82.85,21.22,54.24,63.58,31.86,69.01,74.3,39.13,73.81
Torbjørn Heggem,no NOR,DF,25,1999,45,45,4010,67.91,61.02,64.39,59.33,49.59,49.51,36.13,49.36,72.12,67.09,74.68,72.44,72.38,70.23,41.28,22.09,72.56,57.21,40.49,50.32,30.64,47.56,65.49,26.92,41.48,26.92,54.94,51.89,54.01,68.43,40.44,23.05,55.81,38.31,75.52,56.51,24.74,71.37,24.1,67.44,72.24,79.07,51.69,51.69,76.54,67.44,59.48,67.88,61.83,41.48,43.49,65.38,57.15,41.08,66.92,54.94,72.06,56.89,52.91,83.87,34.83,68.69,47.97,59.88,8.31,49.8,72.97,41.72,68.34,52.06,39.77,35.09,61.92,54.71,43.34,70.9,78.55,68.28,66.6,81.05,79.33,71.57
Toyosi Olusanya,eng ENG,MO,27-278,1997,4,0,40,20.21,5.43,62.8,97.79,45.47,44.54,97.23,99.48,29.94,24.93,25.22,39.63,18.56,5.73,5.65,2.77,99.7,83.46,7.63,87.2,62.35,93.64,18.71,76.31,3.56,76.31,58.23,81.81,93.68,96.56,8.05,15.08,9.32,4.23,93.71,5.54,11.9,7.11,57.67,34.36,7.49,35.82,8.35,75.07,27.77,34.43,2.51,5.95,32.3,3.56,4.98,9.21,58.23,17.22,36.0,58.23,0.82,53.41,50.97,2.84,96.97,83.42,43.82,52.62,50.45,66.99,85.25,3.56,94.54,36.83,49.48,98.91,38.92,79.15,60.93,32.49,49.21,7.52,97.98,5.65,98.28,5.95
Trai Hume,nir NIR,DF,22,2002,44,43,3810,81.34,69.36,72.01,76.51,49.59,49.51,89.48,87.59,64.8,74.3,77.99,82.06,51.95,54.07,48.52,57.3,90.96,95.93,96.19,94.01,81.4,89.3,88.98,86.83,74.13,86.83,73.6,87.3,84.68,80.73,88.14,88.69,84.56,87.91,10.67,55.55,51.57,33.78,68.75,73.84,27.82,35.78,78.49,78.92,86.28,73.84,59.94,54.56,55.09,74.13,70.06,76.72,29.22,41.08,61.13,73.6,32.82,13.66,52.91,48.6,60.15,26.16,47.97,59.88,54.27,67.85,69.77,28.08,70.64,34.04,77.24,89.74,89.42,85.09,84.51,53.78,30.73,27.35,37.01,33.31,38.95,40.64
Trent Buhagiar,mt MLT,MF,26,1998,1,0,12,30.26,11.12,7.37,16.23,48.38,47.98,4.86,18.7,4.19,4.1,42.42,24.6,1.74,5.78,5.01,3.61,28.76,12.04,9.47,8.95,4.28,9.96,22.52,3.67,6.82,3.67,99.42,4.71,6.17,7.4,7.09,15.56,6.78,4.95,92.76,6.63,8.19,5.9,64.55,1.53,5.75,1.86,1.83,60.21,7.95,1.53,6.02,9.29,20.84,6.82,7.43,21.73,94.93,92.45,11.06,99.42,86.58,54.37,52.08,94.77,6.75,66.66,46.97,54.83,51.22,3.36,7.49,94.19,4.06,96.18,98.66,4.86,5.78,5.26,62.84,7.49,11.28,97.13,1.74,5.01,5.26,9.29
Tristan Blackmon,us USA,DF,28-341,1996,20,18,1671,90.15,61.02,57.21,54.88,49.59,49.51,53.92,65.73,92.91,90.93,84.33,81.16,90.06,89.65,92.76,88.28,34.51,48.52,59.19,46.37,98.08,40.15,25.61,94.48,57.59,94.48,42.41,17.21,16.74,19.33,26.54,63.81,20.03,9.91,86.22,21.83,63.37,56.13,8.49,89.19,59.39,71.31,92.15,53.6,69.24,89.19,51.63,63.98,91.74,57.59,53.05,61.1,65.26,72.18,91.98,42.41,54.83,56.89,52.91,60.15,87.7,31.51,47.97,59.88,54.27,43.08,37.97,83.52,22.99,72.06,59.45,54.22,49.8,16.6,94.94,78.02,88.14,90.12,75.58,83.6,61.74,82.62
Tristan Brown,us USA,MF,17-275,2007,5,0,32,30.26,11.12,95.2,16.23,48.38,47.98,95.75,18.7,97.07,97.25,98.9,98.72,30.07,47.8,87.93,82.21,28.76,12.04,9.47,96.64,95.29,9.96,22.52,74.39,99.76,74.39,99.27,97.49,95.54,7.4,7.09,99.63,97.4,82.67,92.76,6.63,8.19,80.65,64.55,97.98,5.75,22.37,53.03,99.45,99.33,97.98,99.08,97.46,98.5,99.76,99.57,99.94,2.11,3.64,97.68,99.27,86.58,54.37,52.08,8.53,6.75,66.66,46.97,54.83,51.22,73.35,7.49,7.15,71.27,2.51,99.14,94.59,99.76,96.7,62.84,7.49,70.02,91.93,8.95,70.08,86.74,22.65
Tristan Crama,fr FRA,DF,22,2001,20,18,1634,33.87,69.36,58.17,42.44,49.59,49.51,61.83,65.73,13.43,31.1,25.93,38.05,16.28,33.75,13.37,50.64,87.76,93.28,90.61,81.19,18.37,80.35,87.65,32.06,71.63,32.06,77.5,63.66,67.12,67.56,57.41,74.85,60.84,68.6,24.07,53.4,84.1,85.58,68.75,42.47,51.02,37.91,35.0,73.6,87.97,42.47,63.6,54.56,10.99,71.63,76.57,81.42,20.26,17.5,9.71,77.5,73.34,56.89,52.91,33.92,43.69,17.62,47.97,59.88,54.27,67.41,92.99,6.1,94.48,20.0,71.8,62.38,87.79,64.45,21.22,58.95,3.55,5.7,4.65,7.21,44.91,36.63
Tristan Degreef,be BEL,MO,19,2005,10,4,380,20.21,11.3,14.82,8.76,45.47,44.54,40.61,16.28,60.52,54.68,43.34,57.52,68.04,52.13,81.06,67.81,24.33,39.75,56.06,49.1,81.4,96.93,95.21,76.31,70.96,76.31,44.61,92.4,90.53,54.98,96.33,91.43,95.43,93.79,13.92,20.1,75.82,62.72,57.67,59.51,60.63,63.62,53.52,66.69,36.0,59.51,69.95,55.84,83.53,70.96,84.66,57.34,28.93,20.28,60.78,44.61,4.27,53.41,50.97,32.52,79.49,83.42,43.82,52.62,50.45,72.68,50.04,67.18,35.33,24.14,57.93,34.17,76.76,94.46,14.86,69.01,74.4,13.55,94.69,86.15,68.64,27.77
Tristan Gooijer,nl NED,DF,19,2004,1,1,25,33.87,12.76,9.04,19.13,49.59,49.51,5.7,23.43,61.22,30.84,44.71,33.55,85.35,77.44,2.62,1.63,34.51,16.74,11.57,11.22,3.34,13.46,25.61,2.97,7.18,2.97,8.81,3.02,4.56,4.71,7.62,23.05,5.2,95.49,1.16,98.46,4.91,99.33,68.75,61.69,99.53,97.97,11.45,2.12,6.19,61.69,8.69,13.43,77.53,7.18,9.24,27.97,93.92,86.8,63.95,8.81,87.7,56.89,52.91,95.73,7.03,68.69,47.97,59.88,54.27,50.15,99.48,95.81,96.45,95.12,2.06,5.7,4.65,3.66,64.07,98.46,99.36,97.44,98.4,2.62,3.66,13.43
Tristan Muyumba,0,MF,28-134,1997,13,9,697,30.26,56.72,38.39,42.51,48.38,47.98,50.21,49.91,89.64,84.84,78.94,76.47,95.78,95.11,65.53,42.33,28.76,92.15,67.79,64.73,86.31,74.79,22.52,67.79,20.39,67.79,18.28,58.89,56.11,66.05,70.05,15.56,49.6,47.68,47.0,71.3,68.12,37.78,8.37,81.6,43.89,68.98,89.12,32.33,30.62,81.6,41.93,49.11,84.26,20.39,37.9,21.73,72.46,65.56,88.45,18.28,62.81,54.37,52.08,65.74,41.44,66.66,46.97,54.83,51.22,88.69,31.17,82.82,17.33,75.43,23.66,48.47,38.29,52.96,19.22,75.89,95.9,78.64,89.03,92.79,49.79,64.58
Tristan Schenkhuizen,nl NED,MO,20,2004,3,0,7,20.21,5.43,99.7,8.76,45.47,44.54,2.81,16.28,97.38,97.16,99.25,98.54,84.39,67.7,5.65,2.77,24.33,7.78,7.63,5.35,3.85,7.19,18.71,99.33,3.56,99.33,1.38,4.12,5.84,10.67,8.05,15.08,9.32,4.23,93.71,99.96,11.9,7.11,57.67,99.03,7.49,98.91,96.44,97.01,2.47,99.03,2.51,5.95,47.98,3.56,4.98,9.21,97.6,96.03,29.79,1.38,83.16,53.41,50.97,0.49,3.67,83.42,43.82,52.62,50.45,99.1,6.18,96.41,2.1,98.47,20.62,2.81,1.72,5.13,60.93,6.18,82.93,97.94,97.98,5.65,5.13,5.95
Tristhan Jaimes,mx MEX,MO,21,2003,3,0,27,20.21,5.43,89.07,99.03,45.47,44.54,2.81,16.28,51.16,65.42,59.39,63.92,39.26,19.72,5.65,52.84,24.33,7.78,7.63,5.35,3.85,98.02,18.71,57.63,75.49,57.63,95.96,99.48,96.74,98.2,98.73,99.33,9.32,99.59,0.22,5.54,11.9,97.01,57.67,89.82,97.16,94.65,56.4,90.68,2.47,89.82,62.61,5.95,52.21,75.49,93.82,9.21,23.76,5.58,34.88,95.96,83.16,53.41,50.97,6.81,3.67,83.42,43.82,52.62,50.45,33.57,6.18,16.35,68.11,9.13,94.46,2.81,20.32,91.39,60.93,6.18,16.06,33.87,97.98,5.65,10.74,5.95
Troy Parrott,ie IRL,FW,22,2002,28,27,2176,88.66,91.04,68.05,82.83,88.78,84.52,70.43,62.66,51.75,48.37,51.82,54.51,50.81,48.56,41.48,27.82,64.66,75.19,89.22,72.68,51.63,65.91,72.31,38.66,57.52,38.66,60.46,54.57,61.4,68.98,36.34,80.08,55.89,52.32,41.17,43.92,40.73,55.7,7.39,40.1,58.46,34.9,25.13,61.9,85.4,39.85,35.84,37.91,47.37,57.52,52.57,67.79,60.78,63.91,42.86,60.46,79.95,52.51,50.81,73.25,51.38,40.85,41.17,51.5,50.81,52.51,47.56,58.27,40.54,67.61,56.39,67.86,79.45,57.58,49.56,57.14,49.12,37.09,59.65,85.96,63.03,40.54
Tsiki Ntsabeleng,za RSA,MF,27-160,1998,13,1,337,30.26,77.9,80.87,63.36,48.38,47.98,43.0,18.7,47.16,44.41,64.12,67.27,41.93,37.93,26.99,32.55,94.65,85.12,41.69,67.15,80.81,46.03,74.94,47.74,48.93,47.74,39.91,65.8,59.44,81.88,64.7,15.56,42.42,62.78,20.69,18.49,87.1,30.2,64.55,44.93,18.18,66.84,52.32,29.61,75.37,44.99,43.58,50.18,46.94,48.93,66.38,87.56,37.19,46.52,64.18,39.91,37.41,54.37,52.08,48.38,65.01,66.66,46.97,54.83,51.22,36.74,47.1,86.61,20.97,42.15,33.31,37.87,69.99,50.98,19.22,93.22,48.78,37.71,55.26,28.55,24.88,57.33
Tsuyoshi Watanabe,jp JPN,DF,27,1997,27,27,2422,81.34,76.48,91.1,86.69,49.59,49.51,60.78,73.75,82.21,80.23,39.91,39.91,90.87,90.35,88.84,84.01,80.52,77.35,59.19,55.96,59.62,38.81,25.61,59.01,40.67,59.01,24.39,36.92,31.16,42.73,41.72,48.37,36.25,23.81,77.82,78.08,49.62,81.8,24.1,81.86,92.82,87.94,79.53,36.86,86.42,81.86,41.45,56.4,93.14,40.67,46.16,27.97,81.63,69.8,81.51,24.39,66.13,56.89,52.91,66.83,30.09,68.69,47.97,59.88,54.27,84.48,72.47,41.72,67.79,84.48,33.55,62.01,63.69,32.56,79.94,70.58,75.81,41.66,78.95,79.88,55.17,87.73
Tucker Lepley,us USA,MF,23-183,2002,9,4,392,30.26,70.78,86.89,90.34,48.38,47.98,62.74,18.7,79.22,75.43,86.95,85.09,75.0,72.04,41.44,34.47,28.76,29.89,41.69,43.55,82.18,41.41,22.52,23.32,68.67,23.32,88.17,11.12,6.17,7.4,23.41,59.66,21.24,38.02,29.68,54.46,25.09,49.27,64.55,68.03,29.95,25.12,49.94,90.16,86.19,68.03,27.44,25.98,79.95,68.67,81.57,91.41,47.4,24.6,81.91,88.17,14.49,54.37,52.08,81.14,75.09,66.66,46.97,54.83,51.22,46.45,40.19,41.41,45.14,38.63,80.44,57.24,76.01,10.85,19.22,34.75,79.61,80.81,66.08,61.19,10.79,30.26
Tuur Rommens,be BEL,DF,21,2003,28,27,2388,33.87,85.73,92.59,89.62,49.59,49.51,91.05,73.75,46.37,59.3,57.27,70.2,42.12,51.4,35.12,40.29,82.94,73.31,78.72,81.19,87.01,87.47,85.78,96.48,95.09,96.48,81.86,68.43,63.34,61.77,69.13,82.03,52.47,63.81,26.37,81.95,86.72,38.92,21.1,66.63,44.97,23.75,71.22,86.13,92.47,66.63,87.27,92.67,69.07,95.09,96.16,93.63,3.78,20.41,47.53,81.86,26.54,56.89,52.91,62.41,84.51,23.05,97.01,59.88,5.84,75.9,79.19,14.71,83.05,5.84,91.54,89.59,93.14,58.05,21.22,50.17,18.02,7.79,19.36,33.17,30.73,75.61
Tyger Smalls,0,MO,0,0,11,0,139,20.21,56.14,9.81,56.1,45.47,44.54,40.19,91.24,63.7,60.1,25.97,30.35,86.98,83.23,59.92,30.09,24.33,28.82,29.38,21.33,54.94,7.19,18.71,67.7,83.91,67.7,53.97,18.11,39.0,10.67,8.05,90.04,9.32,47.68,18.26,31.66,97.53,96.93,57.67,69.54,75.56,70.77,42.44,84.69,86.08,69.54,18.34,31.29,62.43,83.91,41.5,79.3,5.76,6.18,66.92,53.97,83.16,53.41,50.97,22.87,91.09,13.44,43.82,52.62,50.45,88.4,92.29,16.84,88.17,4.79,64.15,52.36,69.35,20.62,14.86,81.59,64.3,15.31,87.87,97.79,18.86,79.72
Tygo Land,nl NED,MF,18,2006,5,0,32,30.26,11.12,95.2,16.23,48.38,47.98,70.32,18.7,99.21,98.72,99.02,98.87,99.08,98.72,5.01,3.61,28.76,12.04,9.47,8.95,98.17,9.96,22.52,94.8,99.08,94.8,93.58,4.71,6.17,7.4,7.09,15.56,6.78,82.67,3.42,6.63,8.19,5.9,64.55,98.47,5.75,62.19,98.35,98.66,89.15,98.47,97.13,99.17,99.27,99.08,7.43,99.27,94.93,3.64,99.08,93.58,86.58,54.37,52.08,8.53,6.75,66.66,46.97,54.83,51.22,99.02,7.49,94.19,4.06,31.3,97.52,64.27,90.89,5.26,62.84,7.49,97.19,77.81,96.94,5.01,5.26,97.28
Tyler Goodhram,eng ENG,MO,20,2003,41,33,3052,46.18,22.64,32.22,38.96,45.47,44.54,62.99,74.81,46.37,43.97,49.03,43.64,39.37,36.3,67.22,72.79,74.93,39.75,38.14,59.81,51.53,36.0,50.56,36.56,34.84,36.56,13.02,73.88,68.64,65.87,75.86,73.39,71.18,76.98,21.03,78.48,65.83,81.89,57.67,45.96,68.75,79.6,63.44,23.95,17.07,45.96,68.82,66.73,29.57,34.84,32.63,47.31,63.66,45.32,27.1,13.02,48.54,53.41,50.97,42.1,40.94,53.22,43.82,52.62,50.45,58.31,47.16,35.33,56.32,59.69,12.39,66.47,16.5,71.0,72.49,34.28,48.09,66.69,48.95,36.53,41.92,44.8
Tyler Wolff,us USA,MO,22-156,2003,9,2,289,20.21,25.56,24.36,26.38,45.47,44.54,46.71,16.28,45.36,46.41,59.66,63.25,34.62,36.53,50.52,34.66,24.33,53.48,29.38,53.26,52.92,19.01,18.71,32.19,59.58,32.19,63.96,85.1,75.37,82.3,77.43,89.22,78.33,27.88,93.71,73.76,93.45,84.77,57.67,43.19,89.41,84.36,33.38,51.46,63.32,43.19,46.29,71.22,53.82,59.58,52.32,78.03,49.06,59.02,42.25,63.96,83.16,53.41,50.97,68.79,64.86,32.86,43.82,52.62,50.45,71.41,45.7,44.39,48.91,56.62,55.31,39.18,53.03,77.58,14.86,38.55,39.33,39.82,30.24,88.55,83.08,93.19
Tymoteusz Puchacz,pl POL,DF,25,1999,15,12,1123,33.87,29.91,27.27,19.13,49.59,49.51,76.66,75.64,16.22,34.8,36.05,41.63,9.07,17.73,47.41,87.18,82.94,93.28,93.6,92.3,28.26,74.91,85.26,25.81,93.37,25.81,70.38,49.85,62.38,25.61,82.53,57.62,71.22,82.85,10.17,19.59,79.88,54.3,21.1,41.72,27.82,22.44,45.52,78.55,13.02,41.72,90.55,75.87,25.52,93.37,87.97,75.93,12.94,5.03,18.23,70.38,70.64,56.89,52.91,80.35,44.59,68.69,47.97,59.88,54.27,67.85,19.59,48.81,27.12,8.05,69.16,76.16,53.84,66.1,21.22,17.03,4.53,14.83,4.24,10.52,40.23,31.4
Tyrell Malacia,nl NED,DF,24,1999,8,3,385,33.87,69.36,72.56,19.13,49.59,49.51,98.37,97.12,91.22,88.49,90.84,90.35,80.67,78.92,85.64,63.66,34.51,84.3,96.95,94.1,87.35,95.87,91.66,96.08,98.43,96.08,93.31,83.11,28.75,77.65,84.94,82.03,88.98,63.14,93.17,35.58,41.37,14.13,68.75,88.43,22.38,23.43,78.08,98.14,95.29,88.43,90.64,82.65,86.69,98.43,91.92,96.74,23.34,15.81,88.55,93.31,38.28,56.89,52.91,72.44,19.8,68.69,47.97,59.88,54.27,71.08,8.63,81.31,7.18,21.19,97.09,98.55,96.92,66.69,21.22,9.94,89.62,71.05,76.74,92.67,28.72,35.26
Tyrell Sellars-Fleming,eng ENG,MO,19,2005,4,0,8,20.21,99.33,99.55,8.76,45.47,44.54,99.85,16.28,98.13,94.09,42.44,22.98,99.33,98.99,99.51,97.23,24.33,99.59,99.7,99.93,3.85,99.96,99.96,2.43,99.48,2.43,91.99,4.12,5.84,10.67,8.05,15.08,9.32,4.23,93.71,5.54,99.93,7.11,57.67,98.88,7.49,1.2,92.7,99.55,100.0,98.88,99.29,5.95,99.59,99.48,4.98,99.81,0.97,96.03,99.18,91.99,83.16,53.41,50.97,0.64,99.66,83.42,43.82,52.62,50.45,98.69,6.18,96.41,2.1,1.61,94.99,99.85,100.0,5.13,14.86,6.18,99.59,97.94,97.98,97.79,5.13,5.95
Tyrese Campbell,eng ENG,FW,24,1999,33,20,1580,87.84,80.7,65.79,89.35,40.98,38.72,60.28,84.71,34.59,24.81,38.41,31.08,28.57,20.68,59.52,55.45,60.21,78.2,70.68,64.85,24.44,62.66,68.92,41.1,71.37,41.1,62.97,23.81,27.32,45.18,31.14,43.48,16.23,18.61,73.62,65.48,18.05,42.61,54.39,18.61,52.19,19.42,9.52,48.12,84.21,18.86,38.78,41.23,31.14,71.37,57.46,83.83,65.41,63.91,24.44,62.97,48.5,52.51,50.81,65.98,39.91,40.04,87.09,51.5,50.81,27.88,42.11,53.45,39.35,71.62,60.9,66.42,82.27,22.93,81.45,40.6,63.78,58.15,70.8,61.78,26.94,45.74
Tyrese Fornah,sl SLE,MF,24,1999,1,0,5,30.26,11.12,7.37,16.23,48.38,47.98,4.86,18.7,52.75,75.0,61.0,45.23,70.51,54.83,5.01,3.61,28.76,12.04,9.47,8.95,4.28,9.96,22.52,3.67,6.82,3.67,4.61,4.71,6.17,7.4,7.09,15.56,6.78,4.95,92.76,6.63,8.19,5.9,64.55,41.9,5.75,83.22,70.57,1.71,7.95,41.93,6.02,9.29,71.91,6.82,7.43,21.73,94.93,92.45,55.65,4.61,86.58,54.37,52.08,94.77,6.75,66.66,46.97,54.83,51.22,3.36,7.49,94.19,4.06,96.18,2.2,4.86,5.78,5.26,62.84,7.49,11.28,97.13,96.94,5.01,5.26,9.29
Tyrese Spicer,tt TRI,MF,24-227,2000,19,7,786,92.85,90.95,74.36,90.34,48.38,47.98,33.71,47.1,5.87,7.95,8.1,8.01,6.51,9.41,38.66,46.33,28.76,53.27,63.2,64.73,11.22,33.16,79.37,8.01,95.48,8.01,84.26,78.33,47.71,78.73,75.43,59.66,51.04,37.32,64.24,68.61,52.75,72.71,64.55,17.6,44.22,54.58,5.04,77.81,89.49,17.6,95.66,95.72,29.89,95.48,84.14,96.64,5.84,7.67,21.18,84.26,65.92,54.37,52.08,86.34,60.51,0.98,46.97,2.93,51.22,42.63,40.19,54.8,37.47,5.68,78.15,33.31,86.0,48.38,80.44,45.39,7.58,21.73,5.99,31.91,25.49,49.88
Tyrhys Dolan,eng ENG,MO,22,2001,44,40,3175,66.58,61.15,30.16,53.44,91.02,89.11,47.27,81.55,46.37,38.44,55.61,52.36,38.44,35.07,31.1,30.91,73.09,57.11,56.06,49.7,40.42,49.44,72.79,48.17,63.55,48.17,50.71,63.55,69.24,69.61,60.93,60.52,63.47,54.6,49.66,51.83,80.31,64.82,10.48,42.29,50.49,72.38,48.84,39.71,40.27,42.18,76.38,74.1,50.26,63.55,70.4,65.91,46.78,30.5,42.81,50.71,20.77,53.41,50.97,58.2,51.53,18.11,88.02,52.62,50.45,83.53,33.05,66.73,28.18,39.41,50.07,53.67,46.67,67.22,53.03,40.49,65.64,65.23,49.89,42.07,72.75,43.49
Tyson Pearce,us USA,MF,17-341,2007,1,0,28,30.26,11.12,7.37,16.23,48.38,47.98,4.86,18.7,60.7,40.89,49.36,32.0,76.44,62.53,5.01,3.61,28.76,12.04,9.47,8.95,4.28,9.96,22.52,3.67,91.53,3.67,4.61,97.89,99.05,98.35,97.86,15.56,99.48,98.41,92.76,6.63,8.19,85.7,64.55,63.26,79.71,74.24,68.8,31.6,7.95,63.26,88.91,9.29,84.47,91.53,95.84,21.73,7.09,92.45,71.06,4.61,86.58,54.37,52.08,94.77,6.75,66.66,46.97,54.83,51.22,3.36,7.49,94.19,4.06,23.84,6.11,4.86,5.78,99.57,62.84,7.49,96.76,97.13,96.94,5.01,98.84,9.29
Ulises Rivas,mx MEX,MF,28,1996,22,11,923,76.93,74.42,52.54,65.77,48.38,47.98,19.07,78.27,25.79,19.8,33.31,29.83,32.64,29.95,12.53,16.23,28.76,35.39,23.14,22.49,32.24,25.28,22.52,17.36,23.93,17.36,48.59,43.7,61.71,34.54,64.7,53.91,33.13,27.81,65.34,62.07,82.15,62.9,64.55,18.46,54.31,41.69,40.22,18.73,44.41,18.46,13.02,9.29,22.77,23.93,29.98,21.73,47.98,33.92,29.71,48.59,50.18,54.37,52.08,62.99,51.22,66.66,46.97,54.83,51.22,15.13,29.34,63.75,26.59,43.7,26.28,23.17,26.93,47.98,62.84,36.67,54.16,52.75,42.85,14.0,80.04,9.29
Ulises Sánchez,ar ARG,MO,27-023,1998,11,4,298,20.21,12.2,34.47,8.76,45.47,44.54,80.88,61.45,41.62,63.44,15.79,18.9,70.4,75.07,80.09,92.59,89.03,64.3,85.25,50.94,71.86,51.2,18.71,68.56,24.66,68.56,27.99,78.14,73.47,81.18,75.86,63.02,96.11,92.37,39.33,91.43,85.74,74.78,57.67,63.36,72.6,77.69,66.02,51.46,19.65,63.51,44.91,69.16,30.01,24.66,25.86,52.02,23.99,75.79,25.34,27.99,83.16,53.41,50.97,82.82,22.94,83.42,43.82,52.62,50.45,90.27,44.27,56.36,39.03,44.24,29.75,79.23,20.21,91.28,14.86,47.6,7.26,12.05,37.8,21.41,84.36,92.81
