Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Kaique,br BRA,GK,Farense,21,2003,6,6,540,1.0,3.5,2.33,0.17,0.17,0.0,0.17,0.0,1.18,5.17,17.33,28.33,5.5,8.83,19.17,0.83,0.17,0.17,0.18,66.57,29.83,4.33
Karl Darlow,wls WAL,GK,Leeds United,33,1990,7,7,630,0.43,1.57,1.29,0.57,0.0,0.0,0.0,0.0,0.36,3.57,10.71,28.14,3.86,4.71,9.43,1.0,0.86,0.0,-0.07,82.17,33.33,10.6
Kevin Chamorro,cr CRC,GK,Estoril,24,2000,4,4,360,0.75,3.0,2.25,0.5,0.25,0.25,0.0,0.0,0.92,3.0,14.25,20.25,2.75,5.5,11.5,1.0,3.25,0.0,0.18,75.0,21.05,8.7
Kevin Mier,co COL,GK,Cruz Azul,24,2000,33,33,2970,0.82,2.67,1.85,0.42,0.12,0.09,0.03,0.0,0.76,3.48,8.64,38.0,2.97,6.58,11.3,0.42,1.3,0.03,-0.05,69.29,40.28,3.72
Kewin,br BRA,GK,Moreirense,28,1995,29,29,2610,1.45,3.93,2.48,0.21,0.1,0.1,0.0,0.0,1.36,5.31,15.17,27.21,4.34,7.9,16.28,1.24,0.66,0.0,-0.09,63.1,35.0,7.62
Keylor Navas,cr CRC,GK,Newell's OB,38-216,1986,14,14,1260,0.79,4.57,3.86,0.43,0.07,0.0,0.0,0.07,1.19,7.57,15.86,17.64,3.43,9.43,19.43,0.71,0.21,0.07,0.41,84.46,47.73,3.65
Kim Joonhong,kr KOR,GK,D.C. United,22-046,2003,7,7,630,2.43,5.57,3.14,0.14,0.29,0.29,0.0,0.0,2.23,7.29,16.86,24.86,3.71,7.14,10.71,0.71,1.86,0.0,-0.2,56.37,43.24,6.63
Koen Van Langendonck,be BEL,GK,Westerlo,35,1989,10,10,900,1.6,4.1,2.4,0.2,0.3,0.2,0.1,0.0,1.64,5.3,11.7,27.8,3.8,8.0,14.4,0.7,1.7,0.1,0.04,58.54,45.3,4.86
Kostas Lamprou,gr GRE,GK,NAC Breda,32,1991,1,1,90,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.3,8.0,20.0,53.0,4.0,3.0,16.0,0.0,1.0,0.0,-0.7,40.0,40.0,0.0
Kristijan Kahlina,hr CRO,GK,Charlotte,32-360,1992,21,21,1890,1.67,5.19,3.52,0.24,0.29,0.29,0.0,0.0,1.58,2.81,7.29,26.19,5.52,5.05,13.57,0.57,0.71,0.0,-0.09,67.82,38.55,4.2
Lars Unnerstall,de GER,GK,Twente,34,1990,31,31,2790,1.26,3.26,2.0,0.35,0.06,0.06,0.0,0.0,1.15,3.52,10.71,28.77,4.74,5.58,13.0,0.74,1.16,0.0,-0.1,61.35,32.87,5.69
Laurent Henkinet,be BEL,GK,Standard Liège,31,1992,4,4,315,0.29,3.71,3.43,0.57,0.0,0.0,0.0,0.0,0.71,5.43,20.57,21.71,3.43,7.71,26.57,2.57,0.57,0.0,0.43,92.45,26.4,9.67
Lautaro Morales,ar ARG,GK,Lanús,25-215,1999,1,1,90,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,16.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
Lawrence Vigouroux,cl CHI,GK,Swansea City,30,1993,46,46,4140,1.22,3.61,2.46,0.3,0.09,0.09,0.0,0.0,1.18,6.74,20.98,38.52,4.09,4.98,13.04,0.87,0.83,0.0,-0.03,68.14,32.13,6.67
Lazar Carević,me MNE,GK,Famalicão,25,1999,18,18,1620,1.17,4.06,2.89,0.39,0.22,0.17,0.06,0.0,1.32,3.94,10.17,23.89,3.94,5.39,13.72,0.33,1.0,0.06,0.15,71.18,38.74,2.41
Leandro Brey,ar ARG,GK,Boca Juniors,22-301,2002,2,2,180,0.5,2.0,1.5,0.5,0.0,0.0,0.0,0.0,0.5,3.0,10.0,22.0,5.0,8.0,20.0,0.0,1.0,0.0,0.0,75.0,30.0,0.0
Leandro Chichizola,ar ARG,GK,Spezia,34,1990,11,11,990,0.91,3.27,2.45,0.27,0.0,0.0,0.0,0.0,0.77,7.09,18.82,30.09,4.0,4.55,10.91,1.27,2.36,0.0,-0.14,74.92,37.67,11.64
Leo Kokubo,jp JPN,GK,Sint-Truiden,23,2001,27,27,2430,1.67,4.48,2.85,0.15,0.37,0.33,0.04,0.0,1.67,4.19,11.78,27.74,3.81,6.37,17.96,0.78,1.33,0.04,0.0,63.62,35.57,4.34
Leonardo Loria,it ITA,GK,Pisa,25,1999,1,1,90,3.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,1.8,3.0,9.0,18.0,3.0,2.0,14.0,0.0,5.0,0.0,-1.2,40.0,33.33,0.0
Liam Roberts,eng ENG,GK,Millwall,29,1994,2,1,91,0.0,2.97,2.97,1.98,0.0,0.0,0.0,0.0,0.3,3.96,31.65,21.76,1.98,12.86,35.6,2.97,1.98,0.0,0.3,100.0,12.51,8.34
Lorenzo Andrenacci,it ITA,GK,Brescia,29,1995,1,1,90,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,5.0,10.0,20.0,4.0,6.0,8.0,3.0,0.0,0.0,0.1,100.0,50.0,37.5
Luca Lezzerini,it ITA,GK,Brescia,29,1995,37,37,3330,1.3,4.51,3.22,0.27,0.24,0.14,0.03,0.08,1.28,5.19,12.41,23.92,3.89,5.84,16.27,1.08,0.65,0.11,-0.02,71.4,41.82,6.64
Luca Maniero,it ITA,GK,Cittadella,29,1995,10,9,855,1.47,5.47,4.11,0.42,0.32,0.32,0.0,0.0,1.55,5.05,14.21,20.21,4.63,7.68,14.21,0.84,0.95,0.0,0.07,75.14,35.54,5.91
Luca Plogmann,de GER,GK,Go Ahead Eag,24,2000,18,18,1620,1.78,4.5,2.72,0.22,0.17,0.17,0.0,0.0,1.42,3.06,11.06,35.56,3.94,4.94,17.33,0.67,0.72,0.0,-0.36,60.44,27.67,3.87
Lucas Acosta,ar ARG,GK,Sarmiento,30-129,1995,17,17,1530,1.24,5.12,4.0,0.24,0.12,0.06,0.0,0.06,1.58,5.41,15.18,21.06,2.29,7.65,17.76,0.82,1.0,0.06,0.34,78.12,35.64,4.62
Lucas Arcanjo,br BRA,GK,Vitória,26-345,1998,13,13,1170,1.0,5.08,4.08,0.23,0.0,0.0,0.0,0.0,1.27,3.77,12.0,22.92,4.62,8.38,18.0,1.08,0.46,0.0,0.27,80.31,31.42,6.0
Lucas Bruera,ar ARG,GK,ve Carabobo,27-273,1997,6,6,540,2.17,6.5,4.33,0.0,0.5,0.5,0.0,0.0,1.87,1.83,9.0,11.17,3.0,10.0,15.83,0.5,0.67,0.0,-0.3,66.62,20.33,3.16
Lucas França,br BRA,GK,Nacional,28,1996,33,33,2925,1.42,4.58,3.17,0.25,0.28,0.22,0.0,0.06,1.5,5.14,14.83,20.4,3.32,9.48,15.66,1.02,0.74,0.06,0.09,69.21,34.66,6.51
Lucas Pirard,be BEL,GK,Kortrijk,29,1995,7,5,543,1.66,4.64,2.98,0.17,0.17,0.17,0.0,0.0,2.44,5.97,14.59,22.87,5.14,6.13,14.59,0.66,1.99,0.0,0.78,64.22,40.92,4.52
Lucas Verza,py PAR,GK,py Olimpia,24-096,2001,1,1,90,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.3,4.0,13.0,21.0,7.0,9.0,11.0,1.0,0.0,1.0,1.3,66.67,30.77,9.09
Lucão,br BRA,GK,RB Bragantino,24-143,2001,2,2,180,0.5,5.0,4.5,0.5,0.0,0.0,0.0,0.0,1.8,1.0,6.5,23.0,5.5,8.5,21.5,0.5,0.0,0.0,1.3,90.0,15.38,2.33
Luigi Sepe,it ITA,GK,Salernitana,33,1991,18,18,1575,1.26,3.89,2.63,0.23,0.17,0.17,0.0,0.0,1.31,3.37,11.66,25.94,3.89,6.74,11.2,0.69,0.51,0.0,0.06,67.61,28.9,6.16
Luis Barraza,us USA,GK,D.C. United,28-253,1996,16,16,1440,1.62,5.0,3.44,0.19,0.06,0.06,0.0,0.0,1.56,4.69,17.06,26.5,4.75,7.31,12.19,0.88,1.12,0.0,-0.06,68.8,27.49,7.22
Luis Cárdenas,mx MEX,GK,Monterrey,30,1993,10,10,900,1.3,4.1,2.8,0.1,0.1,0.1,0.0,0.0,1.2,3.8,7.5,26.3,6.4,7.3,12.3,0.5,1.5,0.0,-0.1,68.29,50.67,4.07
Luis Ingolotti,ar ARG,GK,Gimnasia–LP,25-186,2000,3,3,270,2.33,4.67,2.33,0.0,0.67,0.67,0.0,0.0,2.37,3.67,10.33,18.33,4.0,7.0,18.0,0.33,0.0,0.0,0.03,49.89,35.53,1.83
Luis Manuel García,mx MEX,GK,Toluca,31,1992,5,5,450,1.2,3.0,1.8,0.2,0.0,0.0,0.0,0.0,0.92,3.4,10.6,26.8,3.4,5.4,12.8,0.6,0.4,0.0,-0.28,60.0,32.08,4.69
Luis Mejía,pa PAN,GK,uy Nacional,34-125,1991,6,6,540,1.67,5.17,3.5,0.17,0.17,0.17,0.0,0.0,1.78,2.33,9.0,14.17,2.0,5.83,14.17,1.0,0.5,0.0,0.12,67.7,25.89,7.06
Luis Ángel Malagón,mx MEX,GK,América,27,1997,29,29,2565,0.95,3.4,2.46,0.35,0.07,0.07,0.0,0.0,0.83,4.0,10.14,24.81,2.81,7.86,10.84,0.42,0.81,0.0,-0.12,72.35,39.45,3.87
Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,23,2001,1,1,90,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,11.0,24.0,32.0,7.0,6.0,17.0,3.0,2.0,0.0,0.3,100.0,45.83,17.65
Lukas Jensen,dk DEN,GK,Millwall,25,1999,41,41,3689,1.0,3.22,2.29,0.32,0.07,0.02,0.02,0.02,1.03,4.61,19.27,21.52,2.34,6.44,13.39,0.61,0.93,0.05,0.03,71.12,23.92,4.56
Lukáš Horníček,cz CZE,GK,Braga,22,2002,17,17,1530,0.65,3.41,2.76,0.47,0.06,0.06,0.0,0.0,0.79,3.65,12.29,31.65,5.35,5.41,11.88,0.94,2.0,0.0,0.14,80.94,29.7,7.91
Luuk Koopmans,nl NED,GK,Fortuna Sittard,30,1993,6,6,540,2.5,5.83,3.17,0.0,0.33,0.17,0.17,0.0,2.2,8.0,23.5,21.67,2.0,9.0,17.17,0.67,0.0,0.17,-0.3,54.37,34.04,3.9
Léo Jardim,br BRA,GK,Vasco da Gama,30-121,1995,13,13,1170,1.38,3.54,2.38,0.15,0.0,0.0,0.0,0.0,1.15,2.08,7.54,22.54,4.0,7.62,16.77,1.15,0.62,0.0,-0.23,67.23,27.59,6.86
Maarten Paes,id IDN,GK,FC Dallas,27-066,1998,20,20,1800,1.95,4.9,2.95,0.1,0.35,0.35,0.0,0.0,1.9,5.35,12.25,24.85,3.95,6.5,17.45,0.8,1.25,0.0,-0.05,60.2,43.67,4.58
Mads Kikkenborg,dk DEN,GK,Anderlecht,24,1999,2,2,180,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.1,4.5,15.0,35.5,5.0,3.0,18.5,0.5,1.5,0.0,1.1,80.0,30.0,2.7
Manuel Roffo,ar ARG,GK,Instituto,25-106,2000,17,17,1530,1.18,3.82,2.65,0.35,0.12,0.12,0.0,0.0,1.11,5.06,12.88,19.47,2.94,7.0,13.47,1.0,0.71,0.0,-0.06,69.37,39.29,7.42
Manuel Vicentini,ar ARG,GK,Belgrano,35-091,1990,5,5,450,1.0,3.6,2.4,0.4,0.2,0.0,0.2,0.0,1.76,4.8,18.6,22.6,3.6,8.2,21.4,0.6,2.8,0.2,0.76,66.67,25.81,2.8
Marcelo Lomba,br BRA,GK,br Palmeiras,38-213,1986,1,1,90,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,8.0,5.0,8.0,2.0,0.0,0.0,0.0,100.0,100.0,25.0
Marco Bleve,it ITA,GK,Carrarese,28,1995,24,24,2092,1.08,4.6,3.48,0.52,0.26,0.22,0.04,0.0,1.42,5.98,14.33,33.77,3.4,5.81,14.28,1.16,0.95,0.04,0.35,75.65,41.73,8.12
Marco Festa,it ITA,GK,Mantova,32,1992,38,38,3420,1.47,4.55,3.11,0.21,0.05,0.05,0.0,0.0,1.48,2.97,8.21,37.97,2.89,4.87,15.26,0.55,0.95,0.0,0.01,68.35,36.18,3.6
Marco Pissardo,it ITA,GK,Bari,26,1998,2,1,109,2.48,8.26,5.78,0.83,0.0,0.0,0.0,0.0,2.23,10.73,27.25,19.82,4.13,13.21,18.99,1.65,0.0,0.0,-0.25,69.98,39.38,8.69
Marco Silvestri,it ITA,GK,Sampdoria,33,1991,7,7,630,1.71,4.71,3.0,0.14,0.14,0.14,0.0,0.0,1.24,3.0,10.14,25.29,3.57,5.71,12.71,0.86,0.0,0.0,-0.47,63.69,29.59,6.77
Marcos Felipe,br BRA,GK,Bahia,29-097,1996,14,13,1242,1.01,3.91,2.9,0.36,0.14,0.14,0.0,0.0,1.09,3.99,9.71,29.93,5.0,7.97,15.8,0.58,1.96,0.0,0.08,74.17,41.09,3.67
Marcos Ignacio Ledesma,ar ARG,GK,Barracas Central,28-307,1996,17,17,1530,1.06,3.88,2.94,0.35,0.0,0.0,0.0,0.0,0.94,6.06,16.35,16.71,3.47,6.47,18.35,1.59,0.41,0.0,-0.12,75.77,37.06,8.66
Marcão,br BRA,GK,Juventude,33-135,1992,6,5,495,1.82,7.45,5.82,0.18,0.18,0.18,0.0,0.0,2.09,2.18,10.18,23.64,5.27,4.36,14.18,0.73,0.73,0.0,0.27,78.12,21.41,5.15
Marino Arzamendia,py PAR,GK,py Olimpia,27-181,1998,2,2,180,3.5,6.0,2.5,0.0,1.0,1.0,0.0,0.0,2.5,6.5,13.0,21.0,3.5,7.0,9.5,0.5,2.0,0.0,-1.0,41.67,50.0,5.26
Marius Adamonis,lt LTU,GK,Südtirol,27,1997,15,15,1350,1.2,4.2,3.0,0.27,0.0,0.0,0.0,0.0,1.31,7.87,19.53,16.33,3.0,8.07,17.07,0.6,0.53,0.0,0.11,71.43,40.3,3.51
Mark Spenkelink,nl NED,GK,RKC Waalwijk,27,1997,4,4,360,3.0,6.0,3.0,0.0,0.5,0.5,0.0,0.0,2.5,5.5,16.5,38.75,2.5,3.5,14.75,0.25,0.25,0.0,-0.5,50.0,33.33,1.69
Mark Travers,ie IRL,GK,Middlesbrough,25,1999,17,17,1530,1.18,4.88,3.76,0.24,0.0,0.0,0.0,0.0,1.36,2.18,12.65,24.65,4.18,6.82,13.12,0.88,1.41,0.0,0.18,77.05,17.23,6.71
Marko Gudžulić,rs SRB,GK,Estrela,22,2002,2,2,180,1.5,4.5,3.0,0.5,0.5,0.0,0.5,0.0,1.25,7.5,24.0,27.0,3.5,9.5,18.5,2.0,0.5,0.5,-0.25,66.67,31.25,10.81
Marko Ilić,rs SRB,GK,Kortrijk,26,1998,5,5,425,1.91,5.72,4.02,0.0,0.0,0.0,0.0,0.0,2.14,5.93,13.55,18.0,5.08,5.51,13.13,0.85,0.85,0.0,0.23,70.28,43.76,6.47
Martin Delavallée,be BEL,GK,Charleroi,20,2004,8,8,720,1.62,5.88,4.25,0.12,0.0,0.0,0.0,0.0,1.8,6.25,14.5,28.88,7.25,5.75,12.0,0.62,1.38,0.0,0.18,72.28,43.1,5.17
Martín Campaña,uy URU,GK,uy Peñarol,36-051,1989,3,3,270,0.67,4.33,3.67,0.67,0.0,0.0,0.0,0.0,0.67,5.67,16.67,13.33,1.33,7.67,18.33,1.33,0.0,0.0,0.0,84.76,34.01,7.26
Martín Silva,uy URU,GK,py Libertad,42-116,1983,1,1,90,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0,7.0,18.0,2.0,12.0,10.0,0.0,2.0,0.0,0.1,50.0,42.86,0.0
Matheus,br BRA,GK,Ajax,32,1992,26,26,2340,1.08,3.38,2.35,0.42,0.08,0.08,0.0,0.0,0.96,3.08,10.65,31.65,4.85,6.04,11.08,1.0,1.35,0.0,-0.12,69.53,28.92,9.03
Matheus Donelli,br BRA,GK,Corinthians,23-063,2002,5,5,450,1.2,3.8,2.6,0.2,0.2,0.2,0.0,0.0,1.14,2.6,6.6,19.4,3.8,7.0,10.6,0.6,0.4,0.0,-0.06,68.42,39.39,5.66
Matheus Teixeira,br BRA,GK,Rio Ave,25,1999,1,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,48.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0
Matt Freese,us USA,GK,NYCFC,26-320,1998,19,19,1710,1.21,4.26,3.21,0.32,0.05,0.05,0.0,0.0,1.29,1.79,6.58,25.58,6.16,4.74,12.21,0.79,1.26,0.0,0.08,75.35,27.2,6.47
Matt Ingram,eng ENG,GK,Oxford United,30,1993,1,1,90,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.7,3.0,15.0,31.0,7.0,9.0,19.0,0.0,0.0,0.0,-0.3,40.0,20.0,0.0
Matteo Pisseri,it ITA,GK,Cesena,32,1991,11,11,990,1.55,4.0,2.55,0.36,0.09,0.0,0.09,0.0,1.35,2.73,9.36,21.18,5.73,7.36,14.73,0.73,1.27,0.09,-0.19,63.75,29.17,4.96
Matthieu Epolo,be BEL,GK,Standard Liège,20,2004,19,18,1665,1.14,5.03,3.89,0.43,0.05,0.0,0.05,0.0,1.42,6.16,18.43,21.57,3.14,7.73,15.08,0.97,0.92,0.05,0.28,77.34,33.42,6.43
Mattijs Branderhorst,nl NED,GK,Fortuna Sittard,30,1993,28,28,2520,1.39,4.68,3.29,0.36,0.07,0.07,0.0,0.0,1.44,5.32,17.82,21.64,4.61,7.68,15.68,1.96,0.86,0.0,0.04,70.3,29.85,12.5
Matías Borgogno,ar ARG,GK,San Martín de San Juan,26-332,1998,17,17,1530,1.18,3.76,2.59,0.18,0.06,0.06,0.0,0.0,1.18,7.65,19.59,22.82,1.82,8.35,13.88,1.24,0.76,0.0,0.0,68.88,39.05,8.93
Matías Mansilla,ar ARG,GK,ar Estudiantes–LP,29-154,1996,23,23,2070,1.09,3.35,2.22,0.39,0.13,0.09,0.04,0.0,1.02,4.57,12.17,17.87,4.17,8.09,15.0,0.83,0.96,0.04,-0.07,66.27,37.55,5.53
Matías Tagliamonte,ar ARG,GK,Unión,27-150,1998,4,4,360,0.5,2.75,2.0,0.5,0.25,0.0,0.25,0.0,0.55,4.75,14.5,17.25,4.25,7.0,17.0,1.0,0.0,0.25,0.05,72.73,32.76,5.88
Max O'Leary,ie IRL,GK,Bristol City,27,1996,46,46,4140,1.2,3.74,2.54,0.22,0.04,0.04,0.0,0.0,1.19,5.13,16.74,26.46,4.74,4.76,12.07,0.8,1.72,0.0,-0.01,67.91,30.65,6.63
Maxence Prevot,fr FRA,GK,OH Leuven,27,1997,1,1,90,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.4,14.0,26.0,36.0,5.0,8.0,29.0,2.0,1.0,0.0,1.4,80.0,53.85,6.9
Maxime Crépeau,ca CAN,GK,Portland Timbers,31-069,1994,10,10,900,1.5,5.3,3.8,0.2,0.0,0.0,0.0,0.0,1.44,4.7,12.3,29.2,4.7,5.8,11.1,0.5,0.9,0.0,-0.06,71.7,38.21,4.5
Maxime Delanghe,be BEL,GK,Cercle Brugge,23,2001,21,21,1881,1.29,4.16,2.82,0.33,0.14,0.1,0.05,0.0,1.39,5.02,19.76,20.43,1.87,6.17,12.58,0.29,1.63,0.05,0.1,67.79,25.4,2.31
Michael Brouwer,nl NED,GK,Utrecht,31,1993,3,3,270,0.33,3.33,3.0,0.67,0.33,0.33,0.0,0.0,1.1,5.67,19.33,27.33,3.67,8.0,21.33,0.0,1.33,0.0,0.77,90.09,29.33,0.0
Michael Collodi,us USA,GK,FC Dallas,24-055,2001,2,2,180,1.0,3.0,2.0,0.5,0.0,0.0,0.0,0.0,1.25,2.5,9.0,29.5,5.5,4.0,13.5,0.5,3.0,0.0,0.25,66.67,27.78,3.7
Michael Cooper,eng ENG,GK,Sheffield Utd,24,1999,43,43,3870,0.77,3.3,2.53,0.49,0.12,0.09,0.02,0.0,0.9,5.77,15.4,33.14,4.23,5.19,14.35,1.37,0.86,0.02,0.13,76.67,37.47,9.55
Michael Verrips,nl NED,GK,Dender,27,1996,27,27,2336,1.58,4.97,3.47,0.27,0.27,0.27,0.0,0.0,1.73,5.66,15.87,21.04,2.47,6.74,16.76,0.73,0.15,0.0,0.15,69.82,35.66,4.36
Michele Cerofolini,it ITA,GK,Frosinone,25,1999,36,36,3240,1.19,4.03,2.78,0.22,0.17,0.11,0.06,0.0,1.27,4.31,15.17,28.5,3.67,6.53,16.06,0.75,0.56,0.06,0.08,68.98,28.41,4.67
Mickey van der Hart,nl NED,GK,Heerenveen,30,1994,19,18,1695,1.75,5.52,3.82,0.16,0.16,0.16,0.0,0.0,1.96,4.35,13.54,42.16,4.14,3.08,11.36,0.58,1.59,0.0,0.21,69.2,32.13,5.11
Miguel Jiménez Ponce,mx MEX,GK,Puebla,34,1990,24,24,2160,1.67,4.88,3.12,0.17,0.25,0.12,0.12,0.0,1.52,5.21,18.29,17.25,2.54,10.62,19.92,0.71,0.38,0.12,-0.15,63.93,28.49,3.56
Miguel Ortega,mx MEX,GK,Tijuana,29,1995,3,3,270,2.0,4.33,2.33,0.0,0.33,0.33,0.0,0.0,1.93,4.67,10.33,35.67,3.33,4.0,10.67,0.67,1.33,0.0,-0.07,53.81,45.21,6.28
Mika,pt POR,GK,Moreirense,33,1991,1,0,3,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mike Hauptmeijer,nl NED,GK,Zwolle,27,1997,4,4,360,1.5,4.0,2.5,0.0,0.25,0.0,0.0,0.25,1.3,6.0,16.75,28.0,5.25,8.25,20.0,1.75,0.25,0.25,-0.2,62.5,35.82,8.75
Mike Penders,be BEL,GK,Genk,19,2005,11,11,989,0.73,2.91,2.18,0.36,0.09,0.09,0.0,0.0,0.93,5.46,11.74,35.13,3.37,4.46,11.01,1.18,0.27,0.0,0.2,74.91,46.51,10.72
Mirko Pigliacelli,it ITA,GK,Catanzaro,31,1993,38,38,3420,1.18,3.95,2.82,0.34,0.13,0.11,0.0,0.03,1.23,5.24,12.29,41.21,2.84,3.42,15.82,0.97,1.05,0.03,0.04,71.39,42.64,6.13
Mohamed Koné,ci CIV,GK,Charleroi,22,2002,21,21,1890,1.0,3.52,2.52,0.29,0.19,0.14,0.05,0.0,1.13,5.62,13.76,31.05,4.05,3.9,11.71,1.33,1.57,0.05,0.13,71.59,40.84,11.36
Mouhamadou Sarr,sn SEN,GK,Spezia,27,1997,4,4,360,1.0,3.75,2.75,0.25,0.0,0.0,0.0,0.0,0.92,5.75,16.0,20.0,2.5,6.25,11.75,1.5,1.5,0.0,-0.07,73.33,35.94,12.77
Nahuel Guzmán,ar ARG,GK,UANL,38,1986,28,28,2519,0.93,3.72,2.79,0.32,0.18,0.14,0.0,0.04,1.08,5.5,11.18,30.26,3.36,6.57,11.25,0.57,1.46,0.04,0.15,75.0,49.19,5.07
Nahuel Losada,ar ARG,GK,Lanús,32-093,1993,16,16,1440,0.69,3.44,2.69,0.44,0.19,0.06,0.06,0.06,0.93,4.25,11.44,25.0,5.56,4.5,14.62,1.56,1.19,0.12,0.24,78.2,37.15,10.67
Nelson Insfrán,ar ARG,GK,Gimnasia–LP,30-056,1995,14,14,1260,0.86,3.79,2.79,0.43,0.21,0.07,0.14,0.0,1.21,5.79,15.93,22.29,3.0,6.93,16.71,1.07,0.21,0.14,0.36,73.61,36.35,6.4
Niccolò Chiorra,it ITA,GK,Carrarese,23,2001,2,1,158,2.85,4.56,1.71,0.0,0.0,0.0,0.0,0.0,2.22,1.14,6.27,23.92,2.85,6.27,9.11,0.0,0.57,0.0,-0.63,37.5,18.18,0.0
Nicholas Hagen,gt GUA,GK,Columbus Crew,28-351,1996,3,3,270,3.33,7.67,4.33,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.67,17.33,4.33,5.33,7.67,0.67,1.33,0.0,-0.23,56.45,0.0,8.74
Nicholas Hansen,dk DEN,GK,Colorado Rapids,24-009,2001,10,10,900,1.4,4.6,3.3,0.3,0.3,0.2,0.1,0.0,1.42,4.8,18.2,24.9,3.5,7.2,12.7,1.6,2.3,0.1,0.02,71.74,26.37,12.6
Nick Gillekens,be BEL,GK,Westerlo,29,1995,1,1,90,3.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,4.3,8.0,19.0,34.0,7.0,9.0,22.0,0.0,1.0,0.0,1.3,72.73,42.11,0.0
Nick Olij,nl NED,GK,Sparta R'dam,28,1995,34,34,3060,1.26,4.41,3.18,0.18,0.15,0.12,0.03,0.0,1.32,7.15,15.85,39.44,4.21,4.53,16.71,1.35,0.71,0.03,0.05,72.11,45.11,8.08
Nick Shinton,be BEL,GK,Beerschot,23,2001,21,21,1845,1.8,5.8,4.05,0.15,0.2,0.2,0.0,0.0,1.96,4.1,15.71,32.29,3.8,5.17,17.61,0.54,1.32,0.0,0.16,69.83,26.1,3.07
Nico Mantl,de GER,GK,Arouca,24,2000,29,29,2610,1.48,4.14,2.72,0.24,0.28,0.28,0.0,0.0,1.4,3.97,9.79,25.72,4.38,6.97,15.34,0.76,1.45,0.0,-0.08,65.7,40.55,4.95
Nicola Ravaglia,it ITA,GK,Carrarese,35,1988,2,1,158,1.71,4.56,2.85,0.0,0.57,0.57,0.0,0.0,2.22,6.84,19.94,20.51,1.71,8.54,13.1,0.57,0.57,0.0,0.51,62.5,34.3,4.35
Nicolas Schmid,at AUT,GK,Portsmouth,27,1997,35,35,3090,1.4,4.19,2.91,0.23,0.03,0.03,0.0,0.0,1.37,8.04,26.8,30.73,1.75,5.91,13.22,0.35,2.85,0.0,-0.03,69.45,30.0,2.65
Nordin Bakker,nl NED,GK,Almere City,26,1997,34,34,3050,1.89,5.25,3.48,0.21,0.0,0.0,0.0,0.0,1.62,7.58,24.73,29.45,3.78,7.44,16.08,1.3,1.98,0.0,-0.27,66.29,30.65,8.08
Nordin Jackers,be BEL,GK,Club Brugge,26,1997,1,0,31,2.9,8.71,5.81,0.0,0.0,0.0,0.0,0.0,2.32,8.71,11.61,81.29,11.61,0.0,5.81,5.81,0.0,0.0,-0.58,66.7,75.02,100.0
Novak Mićović,rs SRB,GK,LA Galaxy,23-267,2001,12,12,1080,1.58,4.0,2.42,0.17,0.0,0.0,0.0,0.0,1.57,2.42,11.75,26.25,3.75,6.08,12.17,1.08,0.33,0.0,-0.02,60.5,20.6,8.87
Nícolas Andrade,br BRA,GK,Pisa,36,1988,1,1,90,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8,5.0,16.0,22.0,0.0,4.0,7.0,0.0,2.0,0.0,-0.2,75.0,31.25,0.0
Oliver Christensen,dk DEN,GK,Salernitana,25,1999,16,16,1440,0.94,3.19,2.25,0.38,0.0,0.0,0.0,0.0,1.03,5.62,16.12,25.0,4.0,6.75,15.75,1.25,1.19,0.0,0.09,70.53,34.86,7.94
