Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Oliver Dovin,se SWE,GK,Coventry City,22,2002,28,28,2467,1.09,3.47,2.48,0.29,0.04,0.04,0.0,0.0,1.13,3.68,11.6,29.08,2.92,5.47,12.88,0.4,1.35,0.0,0.04,71.47,31.72,3.11
Orlando Gil,py PAR,GK,San Lorenzo,25-038,2000,17,17,1530,0.65,3.06,2.47,0.53,0.0,0.0,0.0,0.0,0.71,5.24,16.0,17.41,2.41,8.53,14.35,0.53,0.06,0.0,0.06,80.72,32.75,3.69
Ortwin De Wolf,be BEL,GK,Mechelen,27,1997,30,30,2700,1.33,4.73,3.53,0.3,0.17,0.17,0.0,0.0,1.51,4.33,12.4,31.23,5.0,7.5,15.77,1.07,0.77,0.0,0.18,74.63,34.92,6.79
Oscar Jiménez,mx MEX,GK,León,35,1988,8,8,720,1.38,5.12,3.75,0.12,0.0,0.0,0.0,0.0,1.32,5.38,12.62,24.5,4.62,8.62,11.88,1.0,0.62,0.0,-0.05,73.24,42.63,8.42
Pablo Lara,mx MEX,GK,UNAM,19,2005,7,7,630,1.29,4.57,3.43,0.29,0.0,0.0,0.0,0.0,1.07,5.0,13.86,24.71,3.43,8.14,10.0,0.71,2.71,0.0,-0.21,75.05,36.08,7.1
Pablo Sisniega,mx MEX,GK,San Diego FC,30-012,1995,2,2,180,1.0,3.0,2.0,0.0,0.5,0.5,0.0,0.0,1.4,0.5,3.0,39.5,7.5,1.5,7.5,1.0,1.0,0.0,0.4,66.67,16.67,13.33
Paolo Vismara,it ITA,GK,Sampdoria,21,2003,10,7,753,1.79,5.74,3.82,0.48,0.12,0.0,0.12,0.0,1.65,3.11,13.86,24.14,4.06,7.05,15.3,1.2,0.36,0.12,-0.14,66.55,22.44,7.84
Patrick Schulte,us USA,GK,Columbus Crew,24-128,2001,15,15,1350,1.27,3.6,2.4,0.13,0.07,0.07,0.0,0.0,1.21,2.4,8.07,33.27,4.73,5.67,8.6,0.2,1.67,0.0,-0.05,66.67,29.74,2.33
Patrick Sequeira,cr CRC,GK,Casa Pia,25,1999,32,32,2880,1.28,4.91,3.66,0.22,0.22,0.19,0.0,0.03,1.33,3.69,13.81,28.72,5.0,5.94,14.75,1.16,0.75,0.03,0.05,74.54,26.72,7.86
Patrik Gunnarsson,is ISL,GK,Kortrijk,23,2000,11,11,922,1.56,3.51,2.05,0.1,0.0,0.0,0.0,0.0,1.45,6.34,17.18,23.72,5.47,7.52,17.47,1.07,0.68,0.0,-0.11,58.4,36.9,6.12
Pau López,es ESP,GK,Toluca,29,1994,10,10,900,1.3,3.7,2.5,0.4,0.0,0.0,0.0,0.0,0.89,2.9,8.8,35.4,3.9,7.8,10.6,0.4,1.3,0.0,-0.41,67.57,32.95,3.77
Paul Nardi,fr FRA,GK,QPR,30,1994,45,45,4050,1.4,3.87,2.53,0.2,0.07,0.07,0.0,0.0,1.32,4.44,14.22,30.36,4.09,5.56,14.62,0.22,0.87,0.0,-0.08,65.37,31.22,1.5
Pedro Gallese,pe PER,GK,Orlando City,35-146,1990,21,21,1890,1.38,4.1,2.76,0.38,0.1,0.1,0.0,0.0,1.4,4.33,10.71,19.57,2.33,6.0,14.05,0.57,1.24,0.0,0.01,67.32,40.43,4.06
Pierce Charles,nir NIR,GK,Sheffield Weds,19,2005,8,8,720,1.25,3.75,2.38,0.0,0.12,0.0,0.12,0.0,1.59,6.25,13.75,37.25,4.62,4.88,13.38,1.38,0.62,0.12,0.34,63.47,45.45,10.31
Plamen Andreev,bg BUL,GK,Feyenoord,19,2004,1,1,90,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.4,5.0,11.0,36.0,3.0,2.0,6.0,1.0,6.0,0.0,-0.6,50.0,45.45,16.67
Przemysław Tytoń,pl POL,GK,Twente,37,1987,3,3,270,3.33,6.33,3.0,0.0,0.0,0.0,0.0,0.0,2.6,5.33,11.33,33.33,5.0,6.0,11.33,0.33,2.0,0.0,-0.73,47.39,47.04,2.91
Rafael Cabral,br BRA,GK,Real Salt Lake,35-060,1990,22,22,1980,1.27,4.18,2.82,0.27,0.23,0.14,0.09,0.0,1.44,3.68,9.95,35.32,3.14,7.5,11.32,0.18,1.59,0.09,0.16,67.46,36.98,1.59
Rafael Pires,br BRA,GK,São Paulo,36-026,1989,20,20,1800,1.1,3.85,2.8,0.3,0.2,0.15,0.0,0.05,1.18,2.6,9.8,16.7,2.25,7.0,15.65,0.25,0.85,0.05,0.07,72.73,26.53,1.6
Randall Rodríguez,uy URU,GK,Vélez Sarsfield,21-232,2003,1,1,90,4.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,3.1,4.0,16.0,23.0,5.0,7.0,10.0,1.0,0.0,0.0,-0.9,50.0,25.0,10.0
Remko Pasveer,nl NED,GK,Ajax,40,1983,24,24,2160,0.96,3.71,2.79,0.46,0.0,0.0,0.0,0.0,1.14,6.17,13.62,39.29,4.54,4.46,11.54,1.04,1.12,0.0,0.18,75.2,45.3,9.01
Ricardo Batista,pt POR,GK,Casa Pia,37,1986,1,1,90,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8,1.0,2.0,31.0,3.0,3.0,10.0,0.0,2.0,0.0,-0.2,50.0,50.0,0.0
Ricardo Gutiérrez,mx MEX,GK,Mazatlán,27,1997,1,0,45,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.4,4.0,10.0,24.0,2.0,6.0,8.0,0.0,0.0,0.0,1.4,100.0,40.0,0.0
Ricardo Velho,pt POR,GK,Farense,25,1998,28,28,2520,1.43,4.5,3.14,0.21,0.25,0.21,0.0,0.04,1.43,5.54,16.54,22.71,3.89,9.07,16.18,1.11,0.86,0.04,0.0,69.78,33.49,6.86
Riccardo Gagno,it ITA,GK,Modena,27,1997,37,37,3330,1.27,3.62,2.35,0.19,0.11,0.08,0.03,0.0,1.14,5.46,16.22,24.49,3.32,7.59,17.68,1.7,0.32,0.03,-0.13,64.92,33.66,9.62
Robin Roefs,nl NED,GK,NEC Nijmegen,21,2003,32,32,2880,1.31,4.72,3.53,0.31,0.03,0.03,0.0,0.0,1.49,5.28,17.56,33.5,4.28,6.31,14.53,1.62,1.41,0.0,0.18,74.79,30.07,11.15
Rocco Ríos Novo,ar ARG,GK,Inter Miami,23-045,2002,4,1,250,1.44,2.88,1.44,0.36,0.0,0.0,0.0,0.0,1.3,4.68,8.64,29.16,3.24,5.4,16.92,0.0,0.72,0.0,-0.14,50.0,54.17,0.0
Rodolfo Cota,mx MEX,GK,América,37,1987,6,5,495,0.73,3.09,2.36,0.55,0.0,0.0,0.0,0.0,0.64,2.55,6.73,31.09,3.27,5.45,6.73,0.36,1.09,0.0,-0.09,76.38,37.89,5.35
Rodrigo Morínigo,py PAR,GK,py Libertad,26-285,1998,5,5,450,0.6,3.6,3.0,0.6,0.0,0.0,0.0,0.0,0.78,8.2,19.4,20.8,2.0,9.0,17.4,0.2,0.6,0.0,0.18,83.33,42.27,1.15
Rodrigo Rey,ar ARG,GK,Independiente,34-133,1991,17,17,1530,0.82,2.88,2.24,0.41,0.18,0.18,0.0,0.0,0.92,5.12,12.06,24.24,4.29,6.24,12.53,0.59,0.24,0.0,0.1,77.78,42.45,4.71
Rodrigo Saracho,ar ARG,GK,bo San Antonio Bulo Bulo,31-194,1994,6,6,540,2.5,7.67,5.17,0.0,0.17,0.17,0.0,0.0,2.4,7.17,22.5,21.0,2.33,13.17,19.5,0.83,0.83,0.0,-0.1,67.41,31.87,4.26
Roman Bürki,ch SUI,GK,St. Louis,34-247,1990,13,13,1170,1.62,5.46,3.92,0.23,0.0,0.0,0.0,0.0,1.68,5.31,13.69,31.77,4.85,6.46,12.62,0.54,1.23,0.0,0.07,71.79,38.79,4.28
Roman Celentano,us USA,GK,FC Cincinnati,24-308,2000,23,23,2070,1.35,4.0,2.7,0.3,0.22,0.13,0.04,0.04,1.34,3.3,9.96,23.3,4.91,6.91,14.96,0.87,0.35,0.09,-0.01,67.5,33.13,5.82
Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,20,2004,28,28,2520,1.21,3.04,1.82,0.32,0.11,0.04,0.04,0.04,1.03,4.29,12.79,25.57,3.11,4.21,11.32,0.93,0.5,0.07,-0.18,59.87,33.54,8.22
Ronaldo,br BRA,GK,Bahia,28-331,1996,6,6,468,0.96,4.62,3.46,0.19,0.19,0.0,0.19,0.0,1.23,4.04,12.31,29.04,3.85,6.54,14.62,1.35,2.12,0.19,0.27,74.89,32.82,9.23
Roy Kortsmit,nl NED,GK,NAC Breda,31,1992,1,1,90,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.9,12.0,25.0,27.0,1.0,3.0,12.0,2.0,2.0,0.0,-0.1,25.0,48.0,16.67
Rubén Cordano,bo BOL,GK,bo Bolívar,26-276,1998,2,2,180,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.3,3.0,10.5,41.0,6.5,6.0,9.5,0.5,0.0,0.0,-0.7,66.67,28.57,5.26
Rui Encarnação,pt POR,GK,Nacional,26,1998,2,1,135,2.67,4.67,2.0,0.0,1.33,1.33,0.0,0.0,1.87,3.33,9.33,20.0,1.33,4.67,12.67,0.0,1.33,0.0,-0.8,42.83,35.69,0.0
Rui Silva,pt POR,GK,Sporting CP,30,1994,17,17,1530,0.76,1.88,1.24,0.35,0.24,0.24,0.0,0.0,0.79,2.59,7.12,17.29,3.0,5.35,10.88,0.71,1.65,0.0,0.03,65.96,36.38,6.53
Salvatore Sirigu,it ITA,GK,Palermo,37,1987,3,3,270,0.67,2.33,1.67,0.67,0.0,0.0,0.0,0.0,0.33,4.0,10.0,27.0,2.0,4.33,13.0,0.33,0.33,0.0,-0.33,71.67,40.0,2.54
Samuel Soares,pt POR,GK,Benfica,22,2002,2,2,180,0.0,2.5,2.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,3.0,14.0,5.5,5.0,6.5,1.0,0.5,0.5,0.5,80.0,33.33,15.38
Samuele Perisan,it ITA,GK,Sampdoria,26,1997,1,1,57,0.0,1.58,1.58,0.0,0.0,0.0,0.0,0.0,0.32,3.16,11.05,14.21,4.74,9.47,22.11,1.58,0.0,0.0,0.32,100.0,28.6,7.15
Sean Johnson,us USA,GK,Toronto FC,36-049,1989,22,22,1980,1.32,4.73,3.41,0.27,0.18,0.18,0.0,0.0,1.68,3.55,11.41,22.77,3.91,7.5,12.91,0.55,0.73,0.0,0.36,72.09,31.11,4.26
Sebastian Breza,ca CAN,GK,CF Montréal,27-126,1998,3,3,270,3.0,6.67,3.67,0.0,0.0,0.0,0.0,0.0,2.7,3.0,9.0,27.0,4.33,3.33,10.33,2.0,0.67,0.0,-0.3,55.02,33.33,19.36
Sebastiano Desplanches,it ITA,GK,Palermo,21,2003,21,20,1854,1.02,3.64,2.67,0.29,0.05,0.05,0.0,0.0,0.83,3.74,9.95,29.17,5.29,5.39,14.56,0.68,1.17,0.0,-0.18,73.35,37.59,4.67
Sebastián Britos,uy URU,GK,pe Universitario,37-198,1988,6,6,540,0.67,4.5,3.83,0.33,0.0,0.0,0.0,0.0,1.1,7.0,18.0,15.5,3.0,10.17,17.5,0.5,1.83,0.0,0.43,85.11,38.89,2.86
Sebastián Jurado,mx MEX,GK,FC Juárez,26,1997,21,21,1890,1.43,4.14,2.76,0.24,0.1,0.1,0.0,0.0,1.3,3.29,12.29,27.52,3.05,5.71,12.52,0.52,0.62,0.0,-0.13,66.67,26.77,4.15
Sebastián Meza,ar ARG,GK,Huracán,25-127,2000,1,1,90,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.7,1.0,7.0,15.0,3.0,2.0,2.0,0.0,0.0,0.0,-1.3,0.0,14.29,0.0
Senne Lammens,be BEL,GK,Antwerp,22,2002,30,30,2700,1.07,5.37,4.23,0.23,0.2,0.07,0.13,0.0,1.48,4.57,12.3,32.77,5.57,4.73,13.13,1.47,0.7,0.13,0.42,78.77,37.15,11.2
Seny Dieng,sn SEN,GK,Middlesbrough,29,1994,17,17,1530,1.24,2.76,1.65,0.29,0.0,0.0,0.0,0.0,0.96,1.59,6.94,27.59,4.88,4.53,14.24,0.71,1.41,0.0,-0.27,59.78,22.91,4.99
Sergio Rochet,uy URU,GK,Internacional,32-118,1993,2,2,135,0.0,4.0,4.0,0.67,0.0,0.0,0.0,0.0,0.6,3.33,9.33,26.0,3.33,2.67,14.0,0.0,0.0,0.0,0.6,100.0,35.69,0.0
Simon Mignolet,be BEL,GK,Club Brugge,36,1988,30,30,2669,1.18,3.47,2.33,0.27,0.13,0.1,0.03,0.0,1.21,4.86,10.15,31.02,3.78,4.82,12.61,0.57,0.91,0.03,0.03,67.15,47.88,4.52
Simon Moore,eng ENG,GK,Sunderland,34,1990,4,4,360,0.5,2.5,2.0,0.75,0.0,0.0,0.0,0.0,0.45,3.5,12.25,23.5,5.75,6.25,15.25,1.0,1.25,0.0,-0.05,80.0,28.57,6.56
Simone Ghidotti,it ITA,GK,Sampdoria,24,2000,9,9,720,1.0,6.0,5.0,0.12,0.0,0.0,0.0,0.0,1.44,4.0,14.0,28.12,3.88,6.0,17.25,1.75,0.62,0.0,0.44,83.33,28.57,10.14
Simão Bertelli,br BRA,GK,AVS Futebol,31,1993,11,11,990,1.36,5.18,3.73,0.18,0.27,0.18,0.09,0.0,1.92,5.45,14.0,26.82,4.09,7.45,13.64,0.73,0.73,0.09,0.55,72.01,38.93,5.35
Sinan Bolat,tr TUR,GK,Westerlo,35,1988,11,11,990,1.82,5.64,3.82,0.09,0.18,0.18,0.0,0.0,1.77,5.36,15.27,29.36,4.27,7.18,15.0,0.64,1.09,0.0,-0.05,67.73,35.1,4.27
Solomon Brynn,eng ENG,GK,Middlesbrough,23,2000,6,6,509,1.59,4.42,2.83,0.18,0.0,0.0,0.0,0.0,1.66,1.77,6.72,24.75,5.3,5.13,13.61,1.77,0.88,0.0,0.07,64.03,26.34,13.01
Stefan Frei,ch SUI,GK,Seattle Sounders,39-090,1986,18,18,1620,1.11,3.56,2.56,0.33,0.17,0.17,0.0,0.0,1.03,3.06,9.72,22.17,3.89,6.61,11.11,0.56,0.56,0.0,-0.08,71.91,31.48,5.04
Stefano Gori,it ITA,GK,Spezia,28,1996,23,23,2070,0.83,3.39,2.65,0.52,0.04,0.04,0.0,0.0,0.86,5.87,13.74,22.39,4.04,5.26,12.74,0.61,0.78,0.0,0.03,78.17,42.72,4.79
Stijn van Gassel,nl NED,GK,NEC Nijmegen,27,1996,2,2,180,2.0,7.5,5.5,0.0,0.5,0.5,0.0,0.0,2.25,2.0,18.0,30.0,8.5,11.0,25.5,1.0,1.5,0.0,0.25,73.33,11.11,3.92
Thiago Cardozo,uy URU,GK,Unión,28-353,1996,15,15,1346,1.07,3.48,2.41,0.27,0.2,0.13,0.0,0.07,1.11,3.48,10.63,17.52,4.55,7.22,13.71,0.6,0.47,0.07,0.04,69.25,32.74,4.38
Thomas Didillon,fr FRA,GK,Willem II,28,1995,34,34,3060,1.65,5.32,3.76,0.15,0.18,0.18,0.0,0.0,1.79,7.03,18.26,26.62,3.76,8.18,18.24,1.06,0.32,0.0,0.14,70.68,38.5,5.81
Thomas Hasal,ca CAN,GK,LAFC,26-010,1999,1,1,90,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2.9,1.0,7.0,26.0,8.0,6.0,11.0,2.0,0.0,0.0,-2.1,44.44,14.29,18.18
Thomas Kaminski,be BEL,GK,Luton Town,31,1992,45,45,3990,1.53,4.35,2.82,0.23,0.07,0.05,0.02,0.0,1.36,8.44,23.08,27.14,2.71,7.85,13.76,0.56,1.62,0.02,-0.17,64.83,36.57,4.07
Thomas Vettorel,it ITA,GK,Cosenza,23,2000,2,1,124,2.18,4.35,2.18,0.0,0.73,0.73,0.0,0.0,1.81,4.35,12.34,23.95,2.9,7.98,7.26,0.0,2.18,0.0,-0.36,50.11,35.25,0.0
Théo Defourny,be BEL,GK,Charleroi,32,1992,1,1,90,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,10.0,24.0,3.0,5.0,9.0,0.0,1.0,0.0,-0.5,50.0,10.0,0.0
Tiago Volpi,br BRA,GK,Grêmio,34-212,1990,32,32,2880,1.19,4.59,3.41,0.28,0.16,0.16,0.0,0.0,1.47,6.28,14.28,29.44,3.19,6.84,14.88,0.84,0.97,0.0,0.28,74.29,43.98,5.65
Timon Wellenreuther,de GER,GK,Feyenoord,28,1995,29,29,2610,0.97,3.41,2.41,0.34,0.07,0.03,0.03,0.0,1.1,4.45,11.07,38.9,4.45,3.31,9.86,0.59,2.66,0.03,0.14,70.67,40.2,5.98
Tobe Leysen,be BEL,GK,OH Leuven,22,2002,29,29,2610,1.1,4.34,3.28,0.31,0.17,0.14,0.03,0.0,1.41,5.9,17.62,35.28,5.45,7.24,15.93,1.0,0.97,0.03,0.31,75.58,33.48,6.28
Tom Glover,au AUS,GK,Middlesbrough,26,1997,7,6,571,0.95,2.05,1.1,0.47,0.0,0.0,0.0,0.0,0.61,3.94,15.13,31.37,5.52,5.67,11.82,1.26,1.1,0.0,-0.33,53.66,26.04,10.66
Tom Vandenberghe,be BEL,GK,Gent,31,1992,12,12,1080,1.92,5.08,3.25,0.17,0.08,0.08,0.0,0.0,1.81,5.42,13.42,24.25,5.58,4.92,13.75,1.17,0.58,0.0,-0.11,63.98,40.39,8.51
Tomas Romero,sv SLV,GK,NYCFC,24-212,2000,3,3,270,0.67,3.67,3.33,0.33,0.0,0.0,0.0,0.0,1.1,1.67,4.67,25.33,4.0,6.33,14.0,0.67,0.33,0.0,0.43,90.74,35.76,4.79
Tomás Durso,ar ARG,GK,Atlé Tucumán,26-143,1999,11,11,990,1.55,4.18,2.64,0.18,0.27,0.09,0.09,0.09,1.56,5.73,16.09,22.27,4.18,7.91,11.64,0.73,1.45,0.18,0.02,63.16,35.61,6.27
Tomás Marchiori,ar ARG,GK,ar Vélez Sarsfield,30-029,1995,22,22,1980,1.05,3.32,2.41,0.36,0.09,0.05,0.0,0.05,0.95,3.0,9.41,17.27,3.32,7.95,12.09,0.55,0.32,0.05,-0.1,72.59,31.88,4.55
Tomáš Vaclík,cz CZE,GK,Boavista,35,1989,12,12,1080,1.83,6.33,4.58,0.25,0.25,0.25,0.0,0.0,1.91,6.25,16.25,20.58,5.42,10.0,16.83,0.92,1.0,0.0,0.07,72.35,38.46,5.47
Tomé,pt POR,GK,Boavista,17,2006,2,2,180,2.5,5.0,2.5,0.0,0.0,0.0,0.0,0.0,1.15,6.5,22.0,10.5,0.0,13.0,16.5,0.0,1.0,0.0,-1.35,50.0,29.55,0.0
Vasilios Barkas,gr GRE,GK,Utrecht,30,1994,31,31,2790,1.42,4.52,3.13,0.23,0.1,0.1,0.0,0.0,1.36,5.03,13.45,28.48,3.77,6.19,13.23,0.97,0.9,0.0,-0.05,69.25,37.4,7.33
Vicente Reyes,cl CHI,GK,Norwich City,20,2003,4,3,271,2.32,3.99,1.66,0.0,0.0,0.0,0.0,0.0,1.86,1.33,5.98,20.92,4.98,3.32,12.62,0.33,2.66,0.0,-0.46,41.6,22.24,2.61
Viktor Johansson,se SWE,GK,Stoke City,25,1998,46,46,4140,1.35,4.54,3.28,0.3,0.11,0.07,0.02,0.02,1.55,4.26,15.22,31.54,4.54,5.26,16.37,1.09,2.22,0.04,0.2,72.25,27.99,6.66
Vincenzo Fiorillo,it ITA,GK,Salernitana,34,1990,17,16,1366,1.65,4.22,2.57,0.07,0.13,0.13,0.0,0.0,1.44,4.61,13.51,22.27,3.03,9.03,15.94,0.92,0.53,0.0,-0.2,60.9,34.12,5.77
Vladan Kovačević,ba BIH,GK,Sporting CP,26,1998,6,6,540,0.83,2.67,1.83,0.33,0.0,0.0,0.0,0.0,0.62,1.0,2.67,16.33,3.33,2.33,8.67,0.5,0.67,0.0,-0.22,68.54,37.45,5.77
Václav Hladký,cz CZE,GK,Burnley,33,1990,1,1,90,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,8.0,35.0,4.0,3.0,13.0,2.0,0.0,0.0,0.1,100.0,25.0,15.38
Walter,br BRA,GK,Mirassol,37-243,1987,6,6,540,0.67,4.83,4.0,0.33,0.17,0.0,0.17,0.0,1.35,4.5,11.5,28.5,6.17,4.83,17.67,1.17,0.17,0.17,0.68,82.82,39.13,6.62
Walter Benítez,ar ARG,GK,PSV Eindhoven,31,1993,34,34,3015,1.16,3.04,1.88,0.27,0.06,0.06,0.0,0.0,1.09,4.06,8.57,34.57,3.76,4.18,9.04,0.6,1.46,0.0,-0.08,61.84,47.37,6.64
Warleson,br BRA,GK,Cercle Brugge,27,1996,10,9,817,1.87,5.18,3.3,0.0,0.0,0.0,0.0,0.0,2.36,7.82,21.92,21.81,1.76,5.51,9.69,0.55,3.08,0.0,0.48,63.71,35.68,5.68
Wessel Speel,0,GK,Minnesota Utd,0,0,3,3,199,2.71,4.52,1.81,0.0,0.45,0.45,0.0,0.0,2.44,4.97,18.54,25.33,0.45,9.05,14.02,0.45,0.0,0.0,-0.27,40.04,26.81,3.21
Will Norris,eng ENG,GK,Portsmouth,30,1993,8,8,720,2.38,5.88,3.62,0.25,0.38,0.38,0.0,0.0,2.01,7.0,23.12,32.88,3.75,6.12,14.38,0.38,1.0,0.0,-0.36,61.56,30.28,2.64
Williams Barlasina,ar ARG,GK,Aldosivi,27-020,1998,5,5,450,1.8,4.4,2.6,0.0,0.0,0.0,0.0,0.0,1.5,4.0,11.4,16.4,4.8,8.0,15.0,0.8,0.2,0.0,-0.3,59.09,35.09,5.33
Wéverton,br BRA,GK,Palmeiras,37-218,1987,17,17,1530,0.76,3.29,2.47,0.47,0.12,0.06,0.06,0.0,0.86,3.18,13.82,21.35,3.65,6.76,13.88,0.94,0.88,0.06,0.09,75.08,23.01,6.77
Yanick van Osch,nl NED,GK,RKC Waalwijk,27,1997,3,3,270,3.0,8.67,5.67,0.0,0.33,0.33,0.0,0.0,3.3,8.67,21.67,34.33,3.67,11.67,27.67,1.0,0.67,0.0,0.3,65.4,40.01,3.61
Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-125,1996,22,22,1980,1.14,3.32,2.14,0.45,0.18,0.14,0.05,0.0,1.1,3.18,9.09,27.86,3.68,5.41,12.05,0.68,1.59,0.05,-0.03,64.46,34.98,5.64
Zack Steffen,us USA,GK,Colorado Rapids,30-108,1995,13,13,1170,1.46,5.38,3.92,0.31,0.0,0.0,0.0,0.0,1.78,5.0,16.38,25.92,4.92,6.77,16.0,0.77,1.31,0.0,0.32,72.86,30.53,4.81
Éverson,br BRA,GK,Atlético Mineiro,34-362,1990,12,12,1080,0.83,3.5,2.67,0.58,0.0,0.0,0.0,0.0,1.08,5.17,13.5,32.42,4.0,3.25,12.0,0.5,1.92,0.0,0.24,76.29,38.3,4.17
Óscar Ustari,ar ARG,GK,Inter Miami,39-016,1986,17,17,1362,1.59,4.96,3.44,0.13,0.0,0.0,0.0,0.0,1.39,4.23,8.39,35.35,5.68,5.29,11.43,0.4,2.18,0.0,-0.2,69.35,50.42,3.5
