Player,Team,League,Nationality,Matches,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Attempted Goal Kicks,Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Pass Length,Goal Kick Length,Distance of Defensive Actions
Lukáš Zima,FCSB,Europa League,cz CZE,1,90,6.0,4.0,2.0,3.2,-0.8,0,2.0,6.0,19.0,5.0,6.0,10.0,0.0,0.0,7.58,27.7,
Léon-Maurice Pöhls,Shamrock Rov,Europa Conference League,de GER,6,540,23.0,9.0,14.0,7.9,-1.1,1,16.0,63.0,104.0,22.0,41.0,114.0,2.0,4.0,6.78,42.04,15.75
Maarten Vandevoordt,RB Leipzig,Bundesliga,be BEL,6,429,21.0,9.0,12.0,7.3,-1.7,2,19.0,52.0,139.0,27.0,35.0,78.0,7.0,11.0,5.32,45.99,18.33
Maarten Vandevoordt,RB Leipzig,Champions League,be BEL,2,180,7.0,2.0,5.0,1.5,-0.5,0,4.0,14.0,53.0,7.0,12.0,24.0,1.0,5.0,3.6,33.19,21.56
Mads Hermansen,Leicester City,Premier League,dk DEN,27,2385,155.0,58.0,99.0,56.3,-1.7,1,114.0,471.0,926.0,133.0,143.0,419.0,26.0,26.0,4.86,51.5,18.37
Mads Kikkenborg,Anderlecht,Europa League,dk DEN,1,90,5.0,4.0,2.0,2.5,-1.5,0,5.0,9.0,27.0,2.0,5.0,8.0,0.0,1.0,2.14,19.8,11.8
Maduka Okoye,Udinese,Serie A,ng NGA,25,2250,110.0,40.0,73.0,37.2,-2.8,4,120.0,292.0,776.0,80.0,99.0,315.0,14.0,23.0,2.96,47.25,17.41
Malkolm Nilsson,Djurgården,Europa Conference League,se SWE,2,165,7.0,1.0,6.0,1.7,0.6,0,7.0,29.0,39.0,6.0,17.0,39.0,1.0,0.0,6.05,53.86,
Manolis Saliakas,St. Pauli,Bundesliga,gr GRE,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Manuel Neuer,Bayern Munich,Bundesliga,de GER,22,1980,45.0,15.0,30.0,14.8,-0.2,13,92.0,194.0,867.0,81.0,56.0,162.0,6.0,40.0,2.55,37.26,24.16
Manuel Neuer,Bayern Munich,Champions League,de GER,10,822,21.0,11.0,10.0,8.7,-2.7,2,46.0,89.0,367.0,44.0,25.0,48.0,1.0,28.0,3.26,29.96,29.54
Marc-André ter Stegen,Barcelona,Champions League,de GER,1,90,8.0,2.0,6.0,2.1,0.1,0,4.0,13.0,50.0,12.0,6.0,16.0,4.0,9.0,7.27,48.7,17.3
Marc-André ter Stegen,Barcelona,La Liga,de GER,8,674,22.0,9.0,13.0,6.4,-2.6,1,15.0,31.0,224.0,40.0,27.0,83.0,5.0,13.0,4.67,31.96,19.65
Marcin Bułka,Nice,Europa League,pl POL,6,540,36.0,14.0,23.0,11.7,-2.3,0,17.0,42.0,174.0,30.0,32.0,66.0,7.0,17.0,4.64,30.86,21.3
Marcin Bułka,Nice,Ligue 1,pl POL,34,3060,161.0,41.0,120.0,43.1,2.1,8,112.0,272.0,948.0,173.0,162.0,470.0,39.0,33.0,5.22,32.26,16.18
Marco Bizot,Brest,Champions League,nl NED,9,810,43.0,14.0,30.0,13.6,-0.4,2,80.0,174.0,232.0,33.0,38.0,111.0,11.0,16.0,5.94,53.36,17.74
Marco Bizot,Brest,Ligue 1,nl NED,32,2880,128.0,54.0,74.0,46.3,-7.7,10,218.0,522.0,902.0,134.0,216.0,459.0,33.0,53.0,5.07,49.25,20.55
Marco Carnesecchi,Atalanta,Champions League,it ITA,9,810,23.0,9.0,14.0,7.5,-1.5,5,40.0,114.0,206.0,22.0,52.0,60.0,2.0,15.0,3.19,54.68,18.21
Marco Carnesecchi,Atalanta,Serie A,it ITA,34,3060,129.0,34.0,97.0,35.8,1.8,13,121.0,374.0,878.0,177.0,201.0,319.0,21.0,45.0,6.42,48.17,17.81
Marco Silvestri,Empoli,Serie A,it ITA,5,450,27.0,11.0,17.0,8.0,-3.0,0,35.0,85.0,135.0,16.0,13.0,62.0,1.0,4.0,4.75,25.23,12.75
Marco Sportiello,Milan,Serie A,it ITA,2,126,6.0,2.0,4.0,2.1,0.1,1,5.0,13.0,46.0,8.0,14.0,15.0,1.0,3.0,4.7,30.66,32.7
Marius Müller,Wolfsburg,Bundesliga,de GER,6,475,23.0,5.0,18.0,7.6,2.6,1,37.0,97.0,184.0,29.0,34.0,99.0,9.0,3.0,5.61,51.34,14.53
Mark Flekken,Brentford,Premier League,nl NED,37,3275,203.0,55.0,150.0,52.6,-3.1,7,249.0,659.0,1498.0,122.0,212.0,581.0,46.0,34.0,2.75,54.86,14.79
Mark Travers,Bournemouth,Premier League,ie IRL,5,450,25.0,5.0,20.0,9.4,4.4,1,33.0,73.0,103.0,29.0,39.0,63.0,1.0,5.0,9.92,55.82,14.82
Marko Dmitrović,Leganés,La Liga,rs SRB,32,2880,150.0,49.0,103.0,50.1,1.1,10,201.0,765.0,743.0,112.0,303.0,579.0,49.0,53.0,6.83,66.18,17.11
Marko Ilić,Red Star,Champions League,rs SRB,2,180,17.0,10.0,7.0,8.7,-1.3,0,12.0,45.0,37.0,6.0,25.0,29.0,2.0,0.0,7.37,53.22,
Martin Dúbravka,Newcastle Utd,Premier League,sk SVK,10,900,41.0,12.0,29.0,12.8,0.8,5,18.0,80.0,273.0,54.0,59.0,127.0,10.0,11.0,4.93,45.36,20.27
Martin Jedlička,Viktoria Plzeň,Europa League,cz CZE,12,1080,59.0,16.0,42.0,20.4,4.4,3,71.0,203.0,292.0,32.0,68.0,176.0,10.0,13.0,4.52,53.51,22.81
Marvin Keller,Young Boys,Champions League,ch SUI,4,360,24.0,9.0,16.0,7.7,-1.3,0,12.0,53.0,165.0,19.0,11.0,76.0,0.0,2.0,3.57,43.45,15.3
Matej Kovar,Leverkusen,Bundesliga,cz CZE,5,450,16.0,5.0,12.0,3.5,-1.5,3,12.0,32.0,131.0,16.0,15.0,52.0,2.0,6.0,3.27,27.67,20.15
Matej Kovar,Leverkusen,Champions League,cz CZE,6,540,13.0,6.0,7.0,5.4,-0.6,3,30.0,60.0,163.0,21.0,29.0,57.0,5.0,3.0,3.59,43.5,18.83
Mateusz Kochalski,Qarabağ,Europa League,pl POL,6,540,43.0,15.0,28.0,16.9,1.9,0,22.0,83.0,191.0,21.0,30.0,67.0,3.0,6.0,3.68,46.23,17.68
Matevž Vidovšek,Olimpija,Europa Conference League,si SVN,8,720,34.0,7.0,25.0,11.8,4.8,5,34.0,80.0,198.0,34.0,51.0,137.0,9.0,6.0,5.62,36.29,21.08
Matheus,Ajax,Europa League,br BRA,1,90,9.0,4.0,5.0,4.4,0.4,0,2.0,7.0,43.0,5.0,3.0,15.0,0.0,2.0,3.06,26.7,24.4
Matheus,Braga,Europa League,br BRA,5,427,23.0,8.0,15.0,5.6,-2.4,1,14.0,41.0,165.0,16.0,32.0,70.0,4.0,13.0,2.89,27.23,23.2
Mathew Ryan,Lens,Ligue 1,au AUS,14,1260,62.0,17.0,44.0,19.5,2.5,6,46.0,135.0,342.0,79.0,66.0,176.0,20.0,10.0,7.26,35.25,17.59
Mathieu Gorgelin,Le Havre,Ligue 1,fr FRA,16,1440,82.0,33.0,50.0,34.3,1.3,1,79.0,183.0,435.0,75.0,99.0,269.0,21.0,8.0,5.54,34.63,16.73
Matjaž Rozman,NK Celje,Europa Conference League,si SVN,4,360,20.0,8.0,12.0,6.9,-1.1,0,15.0,35.0,98.0,20.0,32.0,53.0,1.0,0.0,6.33,31.14,
Matouš Trmal,Mladá Boleslav,Europa Conference League,cz CZE,6,540,39.0,10.0,30.0,10.6,0.6,1,19.0,83.0,196.0,33.0,44.0,88.0,7.0,6.0,5.19,50.75,16.62
Mattia Perin,Juventus,Champions League,it ITA,3,210,21.0,4.0,16.0,7.0,3.0,0,8.0,19.0,73.0,17.0,11.0,41.0,2.0,1.0,6.48,40.77,13.5
Mattia Perin,Juventus,Serie A,it ITA,5,450,16.0,3.0,13.0,3.7,0.7,3,11.0,44.0,170.0,30.0,12.0,50.0,3.0,3.0,5.09,40.76,24.67
Matvei Safonov,Paris S-G,Champions League,ru RUS,2,180,8.0,1.0,7.0,2.0,1.0,1,5.0,28.0,50.0,5.0,10.0,15.0,2.0,4.0,3.51,48.38,14.32
Matvei Safonov,Paris S-G,Ligue 1,ru RUS,10,879,25.0,9.0,17.0,7.2,-1.8,3,36.0,83.0,262.0,46.0,48.0,94.0,5.0,14.0,4.92,28.83,22.16
Matz Sels,Nott'ham Forest,Premier League,be BEL,38,3420,165.0,46.0,119.0,49.0,3.0,13,244.0,698.0,715.0,83.0,270.0,710.0,19.0,12.0,4.89,54.29,16.31
Maxime Delanghe,Cercle Brugge,Europa Conference League,be BEL,7,599,29.0,10.0,19.0,10.4,0.4,2,50.0,162.0,146.0,8.0,43.0,82.0,5.0,6.0,2.59,63.95,24.27
Maxime Dupé,Nice,Europa League,fr FRA,2,180,8.0,2.0,6.0,2.2,0.2,0,4.0,7.0,52.0,12.0,13.0,19.0,1.0,1.0,5.42,24.68,19.0
Melvin Zinga,Angers,Ligue 1,fr FRA,1,90,4.0,2.0,2.0,2.4,0.4,0,2.0,11.0,22.0,4.0,11.0,20.0,1.0,2.0,7.09,25.6,16.8
Mert Günok,Beşiktaş,Europa League,tr TUR,5,450,32.0,10.0,22.0,13.2,3.2,0,18.0,61.0,131.0,27.0,34.0,70.0,3.0,1.0,7.02,36.98,14.0
Michael Zetterer,Werder Bremen,Bundesliga,de GER,34,3060,156.0,57.0,102.0,53.1,-3.9,10,134.0,370.0,1204.0,188.0,107.0,464.0,35.0,34.0,4.89,36.77,18.93
Michele Di Gregorio,Juventus,Champions League,it ITA,8,688,27.0,7.0,20.0,9.0,2.0,3,31.0,90.0,219.0,41.0,39.0,92.0,6.0,4.0,6.01,51.0,17.55
Michele Di Gregorio,Juventus,Serie A,it ITA,33,2970,103.0,32.0,71.0,27.9,-4.1,14,128.0,333.0,848.0,126.0,146.0,469.0,29.0,30.0,4.6,43.98,20.7
Mike Maignan,Milan,Champions League,fr FRA,10,860,49.0,12.0,37.0,10.6,-1.4,1,26.0,71.0,309.0,37.0,44.0,96.0,7.0,17.0,3.11,40.55,25.41
Mike Maignan,Milan,Serie A,fr FRA,37,3294,136.0,41.0,97.0,36.9,-4.3,12,118.0,306.0,1355.0,174.0,194.0,447.0,26.0,68.0,3.51,38.64,22.28
Mile Svilar,Roma,Europa League,rs SRB,12,1080,39.0,13.0,27.0,13.8,0.8,3,54.0,140.0,374.0,54.0,80.0,167.0,14.0,13.0,4.35,43.61,16.34
Mile Svilar,Roma,Serie A,rs SRB,38,3420,151.0,35.0,117.0,42.6,7.6,16,124.0,413.0,1258.0,170.0,200.0,495.0,30.0,33.0,4.12,45.51,17.25
Moritz Nicolas,Gladbach,Bundesliga,de GER,19,1639,92.0,25.0,69.0,29.9,4.7,4,95.0,199.0,734.0,88.0,60.0,319.0,18.0,14.0,3.28,39.82,21.06
Muhammed Şengezer,Başakşehir,Europa Conference League,tr TUR,4,360,23.0,5.0,18.0,6.9,1.9,0,25.0,86.0,142.0,12.0,16.0,58.0,6.0,3.0,3.22,48.87,18.5
Mukhammedzhan Seysen,Astana FK,Europa Conference League,kz KAZ,2,180,25.0,4.0,21.0,6.5,2.5,0,7.0,38.0,53.0,12.0,25.0,47.0,3.0,3.0,7.35,52.52,18.8
Nathan Trott,FC Copenhagen,Europa Conference League,eng ENG,5,450,21.0,8.0,13.0,6.9,-1.1,1,12.0,38.0,142.0,12.0,17.0,42.0,1.0,1.0,2.58,26.2,9.3
Nediljko Labrović,Augsburg,Bundesliga,hr CRO,15,1350,74.0,32.0,42.0,25.7,-6.3,2,83.0,220.0,397.0,72.0,105.0,217.0,12.0,18.0,6.05,47.44,17.1
Neofytos Michael,Pafos FC,Europa Conference League,cy CYP,1,90,5.0,2.0,3.0,1.9,-0.1,0,1.0,2.0,21.0,5.0,6.0,4.0,0.0,0.0,5.0,18.2,
Neto,Arsenal,Champions League,br BRA,1,90,3.0,1.0,2.0,0.4,-0.6,0,4.0,12.0,36.0,7.0,2.0,8.0,2.0,5.0,6.14,39.5,18.1
Neto,Bournemouth,Premier League,br BRA,2,180,13.0,2.0,11.0,4.3,2.3,0,9.0,27.0,46.0,7.0,15.0,30.0,2.0,3.0,5.1,38.86,14.6
Nick Pope,Newcastle Utd,Premier League,eng ENG,28,2520,120.0,35.0,86.0,34.9,-0.1,8,72.0,257.0,595.0,192.0,187.0,359.0,39.0,64.0,9.44,43.65,19.32
Nicola Leali,Genoa,Serie A,it ITA,29,2610,111.0,31.0,82.0,34.2,3.2,10,150.0,391.0,722.0,112.0,214.0,390.0,21.0,14.0,5.11,41.09,17.66
Nikita Haikin,Bodø/Glimt,Europa League,ru RUS,16,1440,87.0,25.0,62.0,29.3,4.3,3,79.0,224.0,638.0,76.0,86.0,294.0,14.0,23.0,3.85,40.26,17.91
Niklas Hedl,Rapid Wien,Europa Conference League,at AUT,10,900,43.0,11.0,32.0,12.3,1.3,4,27.0,85.0,277.0,42.0,49.0,130.0,6.0,19.0,4.41,44.39,23.41
Nikola Vasilj,St. Pauli,Bundesliga,ba BIH,33,2969,135.0,39.0,93.0,47.3,8.3,9,164.0,493.0,1267.0,107.0,134.0,411.0,24.0,27.0,2.66,38.02,16.33
Noah Atubolu,Freiburg,Bundesliga,de GER,26,2307,120.0,37.0,81.0,37.1,0.1,10,159.0,414.0,1012.0,110.0,126.0,377.0,34.0,28.0,3.51,51.48,15.94
Ognjen Čančarević,FC Noah,Europa Conference League,am ARM,3,270,31.0,9.0,22.0,8.6,-0.4,1,11.0,30.0,91.0,16.0,23.0,36.0,0.0,3.0,5.67,27.46,19.2
Oliver Baumann,Hoffenheim,Bundesliga,de GER,28,2520,138.0,53.0,84.0,52.1,-0.9,4,178.0,478.0,923.0,121.0,136.0,407.0,18.0,31.0,4.68,50.76,17.01
Oliver Baumann,Hoffenheim,Europa League,de GER,7,630,29.0,11.0,18.0,10.2,-0.8,2,19.0,79.0,211.0,22.0,26.0,79.0,4.0,5.0,3.37,35.52,20.82
Omri Glazer,Red Star,Champions League,il ISR,3,270,15.0,9.0,6.0,5.2,-3.8,0,11.0,22.0,70.0,9.0,20.0,35.0,1.0,0.0,3.95,25.93,
Oscar Jansson,Djurgården,Europa Conference League,se SWE,2,180,4.0,3.0,1.0,1.5,-1.5,0,5.0,12.0,37.0,4.0,10.0,26.0,0.0,6.0,3.05,43.78,22.2
Panagiotis Retsos,Olympiacos,Europa League,gr GRE,1,1,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Patrick Drewes,Bochum,Bundesliga,de GER,21,1889,99.0,46.0,51.0,42.3,-3.7,2,218.0,484.0,681.0,65.0,177.0,285.0,12.0,33.0,3.5,52.58,19.12
Patrik Carlgren,Nantes,Ligue 1,se SWE,5,417,28.0,7.0,21.0,8.4,1.4,1,22.0,63.0,99.0,27.0,37.0,80.0,1.0,1.0,9.24,48.66,15.3
Pau López,Girona,Champions League,es ESP,1,90,6.0,2.0,3.0,2.0,0.0,0,2.0,7.0,39.0,5.0,1.0,22.0,2.0,0.0,3.81,19.0,
Pau López,Girona,La Liga,es ESP,1,45,3.0,2.0,1.0,1.3,-0.7,0,4.0,9.0,17.0,2.0,7.0,17.0,3.0,1.0,4.21,38.7,9.8
Paulo Gazzaniga,Girona,Champions League,ar ARG,7,630,38.0,11.0,30.0,11.7,0.7,1,20.0,66.0,205.0,24.0,44.0,74.0,3.0,2.0,3.32,43.0,24.0
Paulo Gazzaniga,Girona,La Liga,ar ARG,36,3195,143.0,51.0,90.0,45.5,-6.0,8,93.0,298.0,1008.0,137.0,180.0,419.0,36.0,33.0,3.89,40.01,17.44
Pepe Reina,Como,Serie A,es ESP,12,1034,41.0,14.0,27.0,12.1,-1.9,2,43.0,115.0,330.0,41.0,34.0,148.0,2.0,6.0,4.02,28.36,15.88
Peter Vindahl Jensen,Sparta Prague,Champions League,dk DEN,8,720,61.0,21.0,41.0,17.0,-4.0,1,42.0,148.0,243.0,38.0,52.0,120.0,7.0,7.0,5.97,55.19,15.04
Philipp Hofmann,Bochum,Bundesliga,de GER,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,
Philipp Köhn,Monaco,Champions League,ch SUI,2,180,4.0,3.0,1.0,1.4,-1.6,0,3.0,8.0,30.0,8.0,8.0,17.0,1.0,2.0,7.91,28.12,19.5
Philipp Köhn,Monaco,Ligue 1,ch SUI,19,1710,63.0,19.0,44.0,17.2,-1.8,8,50.0,157.0,447.0,70.0,99.0,225.0,16.0,20.0,4.31,38.14,21.33
Pierluigi Gollini,Genoa,Serie A,it ITA,7,630,32.0,15.0,16.0,12.3,-2.7,1,33.0,75.0,198.0,21.0,52.0,92.0,2.0,2.0,3.16,44.4,22.0
Pietro Terracciano,Fiorentina,Europa Conference League,it ITA,6,540,21.0,10.0,11.0,8.3,-1.7,1,21.0,40.0,156.0,12.0,29.0,54.0,1.0,2.0,2.22,25.13,17.75
Pietro Terracciano,Fiorentina,Serie A,it ITA,3,270,13.0,3.0,10.0,3.1,0.1,1,8.0,25.0,78.0,14.0,11.0,20.0,1.0,3.0,4.97,26.44,17.97
Przemysław Tytoń,Twente,Europa League,pl POL,2,167,9.0,4.0,5.0,4.5,0.5,0,21.0,46.0,68.0,7.0,12.0,31.0,1.0,2.0,3.86,47.33,23.5
Péter Gulácsi,RB Leipzig,Bundesliga,hu HUN,30,2631,137.0,39.0,97.0,42.8,3.8,14,79.0,209.0,705.0,140.0,196.0,434.0,23.0,34.0,5.58,34.35,19.33
Péter Gulácsi,RB Leipzig,Champions League,hu HUN,6,540,32.0,13.0,20.0,10.2,-2.8,0,10.0,37.0,191.0,31.0,55.0,88.0,5.0,0.0,4.1,24.11,
Radosław Majecki,Monaco,Champions League,pl POL,8,720,45.0,14.0,31.0,17.1,3.1,2,15.0,79.0,195.0,54.0,61.0,88.0,6.0,1.0,8.55,47.14,15.3
Radosław Majecki,Monaco,Ligue 1,pl POL,15,1350,65.0,22.0,43.0,21.1,-0.9,3,27.0,112.0,320.0,76.0,87.0,154.0,14.0,18.0,6.87,32.81,15.91
Razvan Sava,Udinese,Serie A,ro ROU,12,1080,51.0,16.0,37.0,14.4,-1.6,4,44.0,148.0,337.0,26.0,55.0,202.0,4.0,13.0,2.37,47.55,19.55
Remko Pasveer,Ajax,Europa League,nl NED,11,923,47.0,10.0,37.0,14.1,3.6,4,60.0,181.0,385.0,38.0,40.0,171.0,15.0,7.0,3.03,43.91,19.26
Ricardo,Malmö,Europa League,br BRA,5,405,21.0,11.0,10.0,8.0,-3.0,1,8.0,52.0,99.0,14.0,26.0,73.0,4.0,2.0,4.78,50.7,16.9
Ricardo Manuel Silva,NK Celje,Europa Conference League,pt POR,6,540,27.0,11.0,16.0,8.7,-2.3,2,28.0,71.0,165.0,30.0,35.0,86.0,6.0,9.0,5.79,42.53,18.53
Robert Sánchez,Chelsea,Europa Conference League,es ESP,1,90,2.0,1.0,1.0,0.3,-0.7,0,1.0,5.0,32.0,3.0,2.0,9.0,1.0,0.0,2.13,17.0,
Robert Sánchez,Chelsea,Premier League,es ESP,32,2880,127.0,34.0,92.0,35.8,1.8,10,98.0,424.0,1160.0,190.0,82.0,370.0,47.0,57.0,5.34,40.32,17.9
Robin Olsen,Aston Villa,Premier League,se SWE,4,226,14.0,6.0,8.0,6.3,0.3,1,19.0,54.0,75.0,1.0,26.0,40.0,3.0,0.0,0.52,59.97,
Robin Zentner,Mainz 05,Bundesliga,de GER,32,2880,142.0,41.0,100.0,45.0,4.0,9,175.0,567.0,977.0,132.0,179.0,524.0,45.0,58.0,5.09,52.13,17.91
Roei Mashpati,Maccabi Tel Aviv,Europa League,il ISR,7,630,42.0,16.0,24.0,18.5,2.5,0,30.0,91.0,234.0,38.0,31.0,95.0,3.0,4.0,4.92,37.94,16.8
Rohan Ferguson,Larne FC,Europa Conference League,sct SCO,6,540,34.0,12.0,23.0,11.1,-0.9,1,53.0,143.0,175.0,22.0,55.0,139.0,6.0,6.0,4.76,47.61,14.8
Rome-Jayden Owusu-Oduro,AZ Alkmaar,Europa League,nl NED,11,990,46.0,18.0,27.0,14.0,-4.0,2,44.0,161.0,269.0,38.0,61.0,142.0,15.0,7.0,5.19,54.45,17.3
Rui Patrício,Atalanta,Champions League,pt POR,1,90,4.0,2.0,2.0,1.0,-1.0,0,6.0,10.0,33.0,6.0,9.0,8.0,0.0,0.0,5.69,29.1,
Rui Patrício,Atalanta,Serie A,pt POR,3,270,14.0,3.0,11.0,4.2,1.2,1,8.0,19.0,83.0,12.0,18.0,29.0,0.0,10.0,3.82,32.13,23.63
Rui Silva,Betis,La Liga,pt POR,15,1350,54.0,18.0,37.0,18.5,0.5,4,45.0,144.0,446.0,70.0,76.0,194.0,10.0,31.0,4.9,35.86,21.32
Rui Silva,Sporting CP,Champions League,pt POR,2,180,12.0,3.0,8.0,4.5,1.5,1,3.0,14.0,64.0,11.0,10.0,40.0,4.0,3.0,4.13,44.73,15.13
Ruslan Neshcheret,Dynamo Kyiv,Europa League,ua UKR,3,270,14.0,4.0,10.0,4.8,0.8,1,7.0,34.0,97.0,15.0,20.0,60.0,0.0,3.0,5.01,38.3,20.43
Rémy Descamps,Lyon,Europa League,fr FRA,1,90,11.0,2.0,9.0,2.1,0.1,0,4.0,14.0,37.0,5.0,4.0,21.0,0.0,2.0,4.45,41.3,27.0
Rémy Descamps,Lyon,Ligue 1,fr FRA,1,90,6.0,2.0,4.0,1.4,-0.6,0,1.0,4.0,28.0,2.0,2.0,7.0,0.0,0.0,1.96,16.0,
Sam Johnstone,Wolves,Premier League,eng ENG,7,630,39.0,17.0,23.0,12.9,-4.1,0,52.0,129.0,252.0,28.0,25.0,104.0,8.0,11.0,3.76,43.25,13.8
Semuel Pizzignacco,Monza,Serie A,it ITA,9,736,38.0,17.0,22.0,12.4,-4.6,2,39.0,113.0,273.0,30.0,49.0,119.0,4.0,7.0,3.43,38.4,19.5
Sergio Herrera,Osasuna,La Liga,es ESP,37,3330,182.0,52.0,131.0,56.2,4.2,8,277.0,614.0,966.0,139.0,276.0,524.0,32.0,85.0,5.22,50.71,22.5
Sergio Padt,Ludogorets,Europa League,nl NED,4,360,27.0,7.0,20.0,9.1,2.1,0,21.0,71.0,123.0,12.0,34.0,72.0,2.0,4.0,3.37,43.78,15.27
Silviu Șmalenea,Petrocub,Europa Conference League,md MDA,6,540,34.0,13.0,21.0,11.5,-1.5,0,20.0,83.0,159.0,33.0,42.0,105.0,10.0,3.0,7.49,39.73,18.53
Simon Mignolet,Club Brugge,Champions League,be BEL,12,1080,53.0,19.0,35.0,17.9,-1.1,3,58.0,129.0,406.0,39.0,50.0,148.0,12.0,8.0,2.87,33.93,15.79
Simon Sluga,Maccabi Tel Aviv,Europa League,hr CRO,1,90,3.0,1.0,2.0,1.0,0.0,0,4.0,7.0,42.0,3.0,5.0,11.0,0.0,0.0,1.69,20.8,
Simone Perilli,Hellas Verona,Serie A,it ITA,2,180,11.0,2.0,9.0,3.0,1.0,0,7.0,41.0,34.0,2.0,14.0,46.0,2.0,3.0,2.87,63.4,22.3
Simone Scuffet,Cagliari,Serie A,it ITA,13,1170,56.0,23.0,33.0,20.5,-2.5,1,71.0,181.0,305.0,50.0,99.0,189.0,6.0,7.0,5.48,42.26,15.31
Simone Scuffet,Napoli,Serie A,it ITA,1,90,4.0,1.0,3.0,1.6,0.6,0,3.0,12.0,35.0,5.0,9.0,29.0,1.0,0.0,4.19,32.7,
Stefan Ortega,Manchester City,Champions League,de GER,2,180,1.0,0.0,1.0,0.1,0.1,2,0.0,3.0,41.0,3.0,5.0,9.0,1.0,2.0,1.72,27.2,22.0
Stefan Ortega,Manchester City,Premier League,de GER,13,1100,50.0,18.0,33.0,16.4,-1.6,4,40.0,104.0,409.0,55.0,49.0,133.0,6.0,12.0,3.51,28.22,21.46
Stefan Târnovanu,FCSB,Europa League,ro ROU,11,990,44.0,13.0,32.0,12.7,-0.3,5,60.0,162.0,252.0,32.0,97.0,174.0,11.0,6.0,4.55,43.03,14.65
Stefano Turati,Monza,Serie A,it ITA,30,2676,145.0,52.0,93.0,47.5,-4.5,2,177.0,442.0,942.0,126.0,131.0,414.0,22.0,26.0,4.16,46.89,20.91
Steve Mandanda,Rennes,Ligue 1,fr FRA,18,1486,51.0,23.0,29.0,16.9,-6.1,7,61.0,180.0,426.0,66.0,73.0,175.0,7.0,21.0,4.73,41.64,18.53
Stole Dimitrievski,Valencia,La Liga,mk MKD,4,360,12.0,6.0,6.0,4.4,-1.6,0,15.0,72.0,113.0,25.0,20.0,51.0,3.0,16.0,9.05,53.56,25.66
Sven Ulreich,Bayern Munich,Bundesliga,de GER,1,90,0.0,0.0,0.0,0.0,0.0,1,3.0,8.0,29.0,4.0,1.0,7.0,1.0,1.0,3.89,9.0,12.3
Sven Ulreich,Bayern Munich,Champions League,de GER,1,45,3.0,2.0,1.0,0.8,-1.2,0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,2.0,1.21,,24.3
Sławomir Abramowicz,Jagiellonia,Europa Conference League,pl POL,12,1080,46.0,12.0,35.0,14.7,2.7,4,22.0,87.0,285.0,42.0,62.0,184.0,12.0,10.0,4.06,30.54,18.76
Theo Sander,FC Copenhagen,Europa Conference League,dk DEN,1,90,4.0,1.0,3.0,1.3,0.3,0,3.0,9.0,35.0,4.0,4.0,12.0,1.0,1.0,3.46,19.5,15.8
Thibaut Courtois,Real Madrid,Champions League,be BEL,12,1080,70.0,18.0,51.0,20.6,2.6,1,20.0,114.0,380.0,59.0,50.0,135.0,17.0,1.0,4.56,29.64,9.6
Thibaut Courtois,Real Madrid,La Liga,be BEL,30,2700,104.0,29.0,76.0,28.8,-0.2,11,62.0,214.0,871.0,173.0,148.0,350.0,16.0,14.0,5.67,39.1,17.69
Thijmen Nijhuis,HJK,Europa Conference League,nl NED,6,540,33.0,9.0,25.0,10.8,1.8,1,13.0,47.0,174.0,28.0,36.0,94.0,3.0,1.0,4.66,33.32,29.0
Thomas Dähne,Holstein Kiel,Bundesliga,de GER,9,810,55.0,19.0,36.0,18.4,-0.6,0,47.0,133.0,304.0,55.0,91.0,177.0,15.0,5.0,5.7,45.66,11.26
Théo De Percin,Auxerre,Ligue 1,mq MTQ,2,180,9.0,3.0,5.0,3.5,0.5,1,8.0,31.0,46.0,5.0,12.0,38.0,3.0,3.0,3.76,55.35,15.0
Tiago Cardoso,Gladbach,Bundesliga,lu LUX,5,379,23.0,3.0,20.0,4.7,1.7,3,23.0,62.0,148.0,22.0,31.0,96.0,14.0,1.0,4.3,48.89,11.0
Timo Horn,Bochum,Bundesliga,de GER,13,1170,54.0,22.0,32.0,18.6,-3.4,3,129.0,332.0,400.0,29.0,98.0,182.0,6.0,18.0,2.93,61.84,17.11
Timon Weiner,Holstein Kiel,Bundesliga,de GER,25,2250,140.0,61.0,81.0,47.3,-13.7,2,167.0,444.0,789.0,116.0,198.0,491.0,27.0,18.0,4.84,48.41,15.96
Timon Wellenreuther,Feyenoord,Champions League,de GER,11,955,63.0,25.0,40.0,23.5,-1.5,1,39.0,127.0,398.0,43.0,32.0,134.0,8.0,8.0,3.55,39.8,18.69
Tobias Sippel,Gladbach,Bundesliga,de GER,1,59,4.0,3.0,1.0,1.2,-1.8,0,9.0,22.0,22.0,2.0,12.0,13.0,0.0,0.0,3.56,69.2,
