Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Dénes Dibusz,hu HUN,GK,hu Ferencváros,33,1990,7,7,572,41,60,67,71,93,95,35,46,76,57,36,43,46,40,46,25,69,33,79,54,92,10
Ed McGinty,ie IRL,GK,ie Shamrock Rov,24,1999,2,2,210,96,4,8,88,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,93,0,0
Ederson,br BRA,GK,Manchester City,30,1993,34,34,3040,57,20,21,76,51,62,35,46,52,30,24,69,61,25,22,38,90,33,63,35,86,56
Elia Caprile,it ITA,GK,Napoli,22,2001,22,21,1945,80,15,21,82,36,45,35,46,37,89,76,59,76,89,59,72,73,33,80,59,79,68
Elías Rafn Ólafsson,is ISL,GK,dk Midtjylland,24,2000,6,6,520,72,69,82,80,64,75,35,46,42,59,77,49,92,90,32,67,93,33,69,90,12,79
Emil Audero,id IDN,GK,Como,27,1997,8,8,720,16,40,11,14,95,96,35,46,64,25,26,58,44,22,41,46,62,33,22,6,30,40
Emiliano Martínez,ar ARG,GK,Aston Villa,31,1992,49,49,4274,72,40,55,63,37,44,72,46,47,63,49,83,42,39,52,92,54,68,74,69,77,93
Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,23,2001,3,3,270,34,79,84,76,89,92,35,46,66,27,51,46,98,91,54,89,28,33,52,66,4,90
Fabian Bredlow,de GER,GK,de Stuttgart,29,1995,1,1,90,1,85,11,14,17,20,35,46,99,52,66,67,83,18,20,12,92,33,35,2,20,4
Fabiano,br BRA,GK,cy AC Omonia,36,1988,7,7,630,63,56,66,67,56,20,94,46,9,9,8,8,8,8,8,12,12,93,8,61,0,0
Fabijan Buntić,hr CRO,GK,az Qarabağ,27,1997,2,2,180,10,65,27,14,17,20,35,46,89,18,18,18,39,24,22,38,62,33,41,9,2,52
Fabrice Ondoa,cm CMR,GK,lv FK Rīgas FS,28,1995,8,8,720,37,65,69,34,17,20,35,46,53,54,63,34,44,51,82,57,34,33,39,54,25,33
Federico Ravaglia,it ITA,GK,Bologna,24,1999,13,12,1146,74,5,3,71,40,50,35,46,25,55,53,90,56,32,21,67,45,33,34,7,51,91
Fernando Muslera,uy URU,GK,tr Galatasaray,38,1986,6,6,540,13,59,27,14,64,75,35,46,90,55,41,53,61,35,30,65,62,33,60,12,81,77
Filip Jørgensen,dk DEN,GK,Chelsea,22,2002,18,18,1620,85,42,66,76,47,57,35,46,20,18,17,17,18,17,17,25,24,33,20,90,6,23
Filip Manojlović,rs SRB,GK,ba Borac Banja Luka,28,1996,9,9,840,89,39,58,88,47,20,90,46,9,9,8,8,8,8,8,12,12,89,8,81,0,0
Filip Stankovic,rs SRB,GK,Venezia,22,2002,16,16,1367,43,73,82,14,89,88,85,46,71,37,43,57,36,45,85,61,53,83,76,75,25,36
Finn Dahmen,de GER,GK,Augsburg,26,1998,19,19,1710,85,44,71,90,47,57,35,46,43,90,86,73,26,84,90,34,79,33,91,92,69,16
Florian Müller,de GER,GK,Freiburg,26,1997,9,8,753,28,19,9,34,77,85,35,46,53,87,90,71,35,77,46,56,68,33,24,8,39,51
Fran,es ESP,GK,Real Madrid,19,2005,1,1,90,24,3,1,14,17,20,35,46,24,19,17,19,28,34,18,77,62,33,18,0,95,99
Fran Vieites,es ESP,GK,Betis,25,1999,12,12,1110,89,4,3,56,17,20,35,46,20,19,19,16,19,20,19,36,27,33,17,14,7,88
Francis Uzoho,ng NGA,GK,cy AC Omonia,25,1998,1,1,90,85,30,52,14,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,84,0,0
Franco Israel,uy URU,GK,pt Sporting CP,24,2000,8,8,720,46,60,74,59,80,62,35,99,69,27,28,38,44,83,27,32,30,91,73,71,36,26
Frank Feller,de GER,GK,Heidenheim,20,2004,4,3,331,78,23,38,94,84,89,35,46,18,31,36,18,20,23,20,29,26,33,16,70,23,25
Fraser Forster,eng ENG,GK,Tottenham,36,1988,11,11,990,28,85,87,44,68,78,35,46,86,20,19,34,79,87,60,63,50,33,80,55,36,53
Frederik Rønnow,dk DEN,GK,Union Berlin,31,1992,28,28,2520,61,27,29,67,68,44,94,46,54,71,67,43,79,61,88,92,76,93,72,36,60,80
Fyodor Lapoukhov,by BLR,GK,by Dinamo Minsk,21,2003,6,6,540,18,65,35,40,96,92,98,46,9,9,8,8,8,8,8,12,12,98,8,13,0,0
Gabriel Kobylak,pl POL,GK,pl Legia Warsaw,22,2002,4,4,360,68,80,91,92,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,91,0,0
Gauthier Gallon,fr FRA,GK,Rennes,31,1993,1,0,45,98,0,1,14,17,20,35,46,9,9,23,62,54,88,17,12,92,33,0,0,0,4
Gautier Larsonneur,fr FRA,GK,Saint-Étienne,27,1997,34,34,3060,15,88,81,37,92,93,83,46,87,50,67,56,65,65,71,54,57,80,53,32,16,35
Gerónimo Rulli,ar ARG,GK,Marseille,32,1992,34,34,3060,56,28,30,37,68,53,88,46,54,31,22,72,50,25,24,63,89,86,63,38,90,85
Gianluigi Donnarumma,it ITA,GK,Paris S-G,25,1999,39,39,3471,81,11,15,61,35,42,35,46,25,23,23,30,48,41,26,46,53,33,53,59,39,62
Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,34,3060,53,30,32,56,72,70,83,46,51,55,60,38,51,71,61,72,70,80,55,43,32,67
Giuseppe Ciocci,it ITA,GK,Cagliari,22,2002,1,0,9,98,0,1,14,17,20,35,46,9,9,8,17,8,8,8,12,100,33,0,0,0,0
Gregor Kobel,ch SUI,GK,Dortmund,26,1997,45,45,4050,50,36,37,56,43,53,35,46,58,40,40,81,60,30,42,46,82,33,60,41,47,39
Grégoire Coudert,fr FRA,GK,Brest,25,1999,3,3,270,1,95,77,14,17,20,35,46,96,59,61,61,88,54,49,77,88,33,22,11,38,76
Guglielmo Vicario,it ITA,GK,Tottenham,27,1996,33,33,2970,65,30,41,56,37,42,35,95,49,20,21,69,75,28,55,87,70,71,70,65,32,89
Guillaume Restes,fr FRA,GK,Toulouse,19,2005,29,29,2543,65,13,13,65,39,44,79,46,26,33,41,33,27,44,50,26,73,75,28,32,18,11
Günay Güvenç,0,GK,tr Galatasaray,33,1991,4,4,360,24,89,88,14,80,87,35,46,92,42,24,72,44,36,23,38,84,33,88,55,98,48
Hendrik Bonmann,de GER,GK,bg Ludogorets,30,1994,4,4,360,85,85,94,92,17,20,35,46,70,90,90,97,83,89,94,95,47,33,97,96,49,86
Heorhiy Bushchan,ua UKR,GK,ua Dynamo Kyiv,30,1994,5,5,450,8,98,97,14,71,20,95,46,97,69,72,78,92,32,63,45,49,94,68,45,40,29
Hervé Koffi,bf BFA,GK,Lens,27,1996,5,5,450,39,69,77,14,92,94,35,46,90,32,33,30,69,32,31,62,30,33,93,60,46,72
Hákon Rafn Valdimarsson,is ISL,GK,Brentford,22,2001,2,1,145,69,5,9,95,17,20,35,46,19,96,96,79,68,93,28,86,12,33,17,84,78,95
Ingvar Jónsson,is ISL,GK,is KV,34,1989,8,8,720,56,57,69,59,51,62,35,46,9,9,8,8,8,8,8,12,12,33,8,68,0,0
Ionuț Radu,ro ROU,GK,Venezia,27,1997,15,15,1350,72,45,60,63,71,82,35,46,44,62,87,68,59,45,65,67,25,33,72,74,10,57
Isak Pettersson,se SWE,GK,se Elfsborg,27,1997,8,8,720,31,80,88,84,51,62,35,46,76,67,96,45,54,91,96,83,40,33,62,80,6,39
Ivan Guteša,rs SRB,GK,rs Red Star,22,2002,3,3,270,85,65,84,76,17,20,35,46,68,89,82,23,54,94,49,31,28,33,97,94,74,15
Ivan Nevistić,hr CRO,GK,hr Dinamo Zagreb,26,1998,5,5,450,6,92,80,48,98,99,35,46,98,73,74,44,25,77,71,26,12,33,60,16,46,11
Ivan Provedel,it ITA,GK,Lazio,30,1994,32,32,2880,56,13,11,46,51,62,35,46,31,72,61,83,37,31,53,72,66,33,29,25,72,71
Ivica Ivušić,hr CRO,GK,cy Pafos FC,29,1995,9,9,810,77,6,7,76,89,83,90,46,9,9,8,8,8,8,8,12,12,89,8,19,0,0
Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,4,360,16,51,27,14,80,20,97,46,84,18,21,22,44,91,84,28,76,96,47,15,1,11
Iñaki Peña,es ESP,GK,Barcelona,25,1999,21,20,1846,76,8,9,67,59,70,35,46,27,20,20,80,73,47,24,28,99,33,45,30,17,15
Jack Butland,eng ENG,GK,sct Rangers,31,1993,10,10,930,66,18,23,46,17,20,35,46,33,86,79,39,38,85,82,53,30,33,43,54,67,28
Jacob Karlstrom,no NOR,GK,no Molde,27,1997,4,4,420,79,16,21,50,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,58,0,0
Jacob Rinne,se SWE,GK,se Djurgården,31,1993,9,8,765,63,15,20,56,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,58,0,0
Jacopo Seghetti,it ITA,GK,Empoli,19,2005,1,1,90,6,85,52,14,17,20,35,46,80,36,35,19,83,48,17,12,62,33,21,9,46,4
Jakub Stolarczyk,pl POL,GK,Leicester City,23,2000,10,10,900,39,46,39,48,17,20,35,46,64,80,89,76,42,62,87,77,49,33,55,34,22,53
Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,46,46,4170,90,16,30,82,74,80,35,93,23,34,29,20,84,80,51,70,45,68,49,80,75,68
Janis Blaswich,de GER,GK,at RB Salzburg,33,1991,5,4,382,4,82,31,14,17,20,35,46,91,39,42,36,30,69,36,28,81,33,23,4,34,14
Jason Steele,eng ENG,GK,Brighton,33,1990,2,2,180,96,3,6,92,17,20,35,46,18,42,30,99,39,17,33,77,84,33,19,84,86,86
Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,27,27,2335,37,62,66,34,87,70,92,97,73,65,74,70,90,78,79,38,48,93,70,46,28,18
Jay Gorter,nl NED,GK,nl Ajax,24,2000,1,0,67,9,33,5,14,17,20,35,46,49,53,31,88,57,22,21,12,12,33,19,1,95,4
Jean Butez,fr FRA,GK,Como,29,1995,19,18,1666,78,20,31,63,47,57,35,46,31,67,56,93,81,19,29,86,97,33,63,66,71,94
Jeroen Zoet,nl NED,GK,nl AZ Alkmaar,33,1991,1,1,90,85,65,84,14,17,20,35,46,95,69,95,37,83,94,98,97,12,33,98,94,8,78
Jesse Joronen,fi FIN,GK,Venezia,31,1993,8,7,703,27,68,72,61,91,93,35,46,69,29,45,78,95,53,81,59,41,33,37,53,9,36
Jesús Owono,gq EQG,GK,Alavés,23,2001,6,5,487,63,6,4,14,68,78,35,46,26,96,89,31,22,73,43,83,29,33,28,7,87,87
Joakim Persson,se SWE,GK,se Malmö,17,2007,1,1,90,24,65,52,14,17,20,35,46,38,52,66,33,96,48,63,77,12,33,20,23,20,69
Joan García,es ESP,GK,Espanyol,23,2001,38,38,3420,58,67,77,50,60,57,80,46,63,71,65,51,87,60,89,94,55,77,81,78,62,89
Joe Lumley,eng ENG,GK,Southampton,29,1995,3,3,270,13,92,89,14,17,20,35,46,95,69,78,98,75,48,92,51,95,33,76,40,26,21
Joel Drommel,nl NED,GK,nl PSV Eindhoven,27,1996,1,1,90,6,85,52,14,17,20,35,46,99,92,66,94,54,48,33,12,12,33,76,9,95,4
Johan Dahlin,se SWE,GK,se Malmö,37,1986,3,3,225,39,46,39,14,92,20,35,100,48,18,21,18,54,94,29,32,49,98,35,34,1,26
Jonas Lössl,dk DEN,GK,dk Midtjylland,35,1989,5,4,380,19,79,76,56,93,95,35,46,82,96,88,81,30,79,55,54,72,33,47,31,92,43
Jonas Omlin,ch SUI,GK,Gladbach,30,1994,12,11,978,12,91,87,31,85,78,88,46,88,86,82,96,63,53,73,29,73,86,49,30,58,13
Jonas Urbig,de GER,GK,Bayern Munich,20,2003,12,11,1023,53,16,14,80,17,20,35,46,36,43,48,77,42,20,32,34,95,33,37,23,34,27
Jordan Pickford,eng ENG,GK,Everton,30,1994,38,38,3420,75,43,57,72,36,20,80,46,44,95,93,86,64,65,68,63,84,77,76,71,67,49
Josep Martinez,es ESP,GK,Inter,26,1998,6,6,540,96,12,35,96,17,20,35,46,21,59,38,97,43,42,81,51,34,33,94,96,90,27
Josip Condric,hr CRO,GK,kz Astana FK,30,1993,3,3,270,95,72,92,76,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,98,0,0
José Sá,pt POR,GK,Wolves,31,1993,29,29,2609,35,33,21,56,77,75,85,46,61,38,59,45,61,52,71,82,82,83,43,20,11,70
Juan Musso,ar ARG,GK,Atalanta,30,1994,3,3,270,98,3,11,98,17,20,35,46,19,20,39,25,83,92,49,51,28,33,99,99,3,42
Juan Soriano,es ESP,GK,Leganés,26,1997,6,6,540,74,38,61,40,17,20,35,46,60,84,91,26,35,92,96,85,12,33,90,89,26,44
Julen Agirrezabala,es ESP,GK,es Athletic Club,23,2000,27,27,2376,88,8,10,84,70,70,79,46,29,56,54,28,35,39,27,73,72,75,74,44,50,89
Justin Bijlow,nl NED,GK,nl Feyenoord,26,1998,2,2,125,93,81,95,97,17,20,35,46,84,87,92,53,19,98,99,98,12,33,99,97,31,71
Jörg Siebenhandl,at AUT,GK,at LASK,34,1990,4,4,276,62,19,17,76,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,34,0,0
Kacper Tobiasz,pl POL,GK,pl Legia Warsaw,21,2002,4,4,390,94,37,63,96,75,20,96,46,9,9,8,8,8,8,8,12,12,95,8,91,0,0
Kamil Grabara,pl POL,GK,Wolfsburg,25,1999,29,29,2585,32,58,56,40,45,48,76,46,74,87,85,82,51,55,65,40,41,71,63,36,61,22
Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,31,2790,17,71,58,37,54,65,35,46,80,75,68,63,69,81,73,82,69,33,40,21,61,70
Karl-Johan Johnsson,se SWE,GK,Strasbourg,34,1990,3,3,270,24,95,96,14,89,92,35,46,90,24,27,95,99,20,81,51,62,33,79,76,17,27
Kasper Schmeichel,dk DEN,GK,sct Celtic,37,1986,10,10,900,33,72,80,70,87,82,35,98,74,27,22,77,66,73,77,26,34,88,66,64,80,10
Kauã Santos,br BRA,GK,Eint Frankfurt,21,2003,14,13,1215,53,80,89,52,74,70,85,46,69,63,63,62,66,51,75,98,86,83,83,87,41,97
Kepa Arrizabalaga,es ESP,GK,Bournemouth,29,1994,31,31,2790,66,44,56,61,54,65,35,46,48,57,52,47,51,67,41,54,89,33,70,67,59,55
Kevin Müller,de GER,GK,Heidenheim,33,1991,38,38,3389,30,67,64,56,60,71,35,46,66,54,48,51,58,80,42,41,37,33,40,37,57,33
Kevin Trapp,de GER,GK,Eint Frankfurt,34,1990,33,33,2925,66,40,47,65,37,20,83,46,44,40,49,66,71,57,78,69,66,80,66,62,23,50
Kjell Scherpen,nl NED,GK,at Sturm Graz,24,2000,6,6,540,29,81,84,40,17,20,35,46,85,64,74,47,31,74,88,89,43,33,83,57,27,72
Kjetil Haug,no NOR,GK,Toulouse,26,1998,6,5,498,65,8,7,44,17,20,35,46,37,34,45,19,24,69,54,70,37,33,52,16,15,66
Kostas Tzolakis,gr GRE,GK,gr Olympiacos,21,2002,10,10,897,94,15,38,95,45,20,89,46,27,79,79,27,72,38,21,82,98,88,94,93,43,97
Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,2,180,2,98,97,14,95,96,35,46,98,69,43,69,98,28,57,38,34,33,45,28,93,22
Lars Unnerstall,de GER,GK,nl Twente,34,1990,9,9,760,62,42,57,56,77,62,92,46,36,61,63,55,47,45,44,34,77,91,47,74,36,24
Lasse Rieß,de GER,GK,Mainz 05,23,2001,2,2,180,85,30,52,14,17,20,35,46,32,88,94,87,39,64,37,77,98,33,76,84,27,83
Lawrence Ati-Zigi,gh GHA,GK,ch St. Gallen,27,1996,6,6,540,6,97,97,14,64,75,35,46,9,9,8,8,8,8,8,12,12,33,8,45,0,0
Leandro Chichizola,ar ARG,GK,Parma,34,1990,1,1,90,6,85,52,14,17,20,35,46,93,36,75,96,83,88,96,97,92,33,36,9,4,88
Leo Román,es ESP,GK,Mallorca,24,2000,7,7,630,52,93,97,67,56,67,35,46,82,91,90,48,25,83,91,84,53,33,93,93,52,59
Liam Kelly,sct SCO,GK,sct Rangers,28,1996,2,2,180,85,9,6,92,99,96,99,46,64,78,93,45,54,93,98,97,92,99,96,9,13,80
Lorenzo Montipò,it ITA,GK,Hellas Verona,28,1996,36,36,3240,30,49,37,52,47,47,76,95,55,82,91,24,24,90,60,65,41,80,29,24,22,55
Lorenzo Torriani,it ITA,GK,it Milan,19,2005,1,0,40,16,98,99,14,17,20,35,46,98,9,19,49,23,75,23,12,12,33,94,84,0,4
Lovro Štubljar,si SVN,GK,si NK Celje,19,2004,2,2,180,10,85,52,14,95,20,99,46,9,9,8,8,8,8,8,12,12,99,8,9,0,0
Luca Philipp,de GER,GK,Hoffenheim,23,2000,7,7,630,10,82,71,14,56,67,35,46,82,75,78,41,41,70,75,42,45,33,26,20,33,22
Lucas Chevalier,fr FRA,GK,Lille,22,2001,44,44,3960,77,26,39,63,56,67,35,46,48,43,37,57,57,27,34,44,39,33,86,72,68,43
Lucas Perri,br BRA,GK,Lyon,26,1997,44,44,3990,61,55,69,67,47,57,35,46,59,36,39,52,86,44,43,65,48,33,79,73,31,64
Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,17,16,1458,77,34,48,71,80,87,35,46,33,49,47,33,95,66,77,74,75,33,63,76,50,59
Lukas Jungwirth,at AUT,GK,at LASK,20,2004,3,2,262,3,91,72,14,97,98,35,46,9,9,8,8,8,8,8,12,12,33,8,13,0,0
Lukáš Horníček,cz CZE,GK,pt Braga,22,2002,4,3,291,69,62,78,71,17,20,35,46,64,47,56,54,56,47,85,46,97,33,90,83,22,23
Lukáš Hrádecký,fi FIN,GK,Leverkusen,34,1989,33,33,2970,59,39,48,56,51,62,35,46,45,53,42,48,47,43,30,32,80,33,56,66,75,23
Lukáš Zima,cz CZE,GK,ro FCSB,30,1994,1,1,90,1,85,11,14,17,20,35,46,99,24,23,21,83,64,29,12,12,33,30,2,46,4
Léon-Maurice Pöhls,de GER,GK,ie Shamrock Rov,27,1997,6,6,540,46,24,19,40,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,26,0,0
Maarten Vandevoordt,be BEL,GK,RB Leipzig,22,2002,8,6,609,36,36,28,14,17,20,35,46,47,41,39,55,85,78,72,85,95,33,30,26,53,75
Mads Hermansen,dk DEN,GK,Leicester City,24,2000,27,27,2385,17,82,79,29,59,57,79,46,86,58,85,84,85,55,78,73,58,75,56,35,10,58
Mads Kikkenborg,dk DEN,GK,be Anderlecht,24,1999,1,1,90,1,65,11,14,17,20,35,46,93,69,35,49,21,48,20,12,62,33,20,3,97,4
Maduka Okoye,ng NGA,GK,Udinese,24,1999,25,25,2250,39,46,47,37,71,71,35,97,61,66,51,67,32,33,47,41,55,75,51,46,82,31
Malkolm Nilsson,se SWE,GK,se Djurgården,30,1993,2,2,165,95,24,65,14,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,97,0,0
Manuel Neuer,de GER,GK,Bayern Munich,38,1986,32,32,2802,92,4,4,90,45,47,35,95,22,61,36,94,56,21,19,27,94,71,45,25,94,19
Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,9,9,764,62,17,16,34,51,62,35,46,26,26,20,73,97,33,39,81,96,33,27,33,86,86
Marcin Bułka,pl POL,GK,Nice,24,1999,40,40,3600,56,61,76,48,45,50,72,46,52,38,30,53,85,45,56,85,76,68,60,77,82,82
Marco Bizot,nl NED,GK,Brest,33,1991,41,41,3690,35,38,29,67,87,89,72,93,59,93,80,52,59,68,61,81,88,77,41,27,84,73
Marco Carnesecchi,it ITA,GK,Atalanta,24,2000,43,43,3870,85,17,30,87,36,45,35,46,28,48,48,38,74,62,23,40,81,33,66,78,41,55
Marco Silvestri,it ITA,GK,Empoli,33,1991,5,5,450,16,72,70,14,17,20,35,46,68,92,80,49,32,21,45,26,49,33,23,32,83,12
Marco Sportiello,it ITA,GK,Milan,32,1992,2,1,126,52,43,43,97,17,20,35,46,66,44,37,76,93,94,32,54,93,33,76,48,74,63
Marius Müller,de GER,GK,Wolfsburg,31,1993,6,5,475,90,46,70,46,17,20,35,46,57,93,87,83,91,71,93,95,38,33,96,91,69,88
Mark Flekken,nl NED,GK,Brentford,31,1993,37,37,3275,43,77,87,46,35,42,35,46,58,91,86,96,35,62,80,87,56,33,55,80,68,76
Mark Travers,ie IRL,GK,Bournemouth,25,1999,5,5,450,85,65,84,48,17,20,35,46,80,88,68,23,94,86,47,26,62,33,98,94,89,12
Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,32,2880,42,55,63,71,80,83,35,95,66,86,97,31,39,93,91,93,87,71,68,57,14,81
Marko Ilić,rs SRB,GK,rs Red Star,26,1998,2,2,180,0,98,74,14,17,20,35,46,100,84,95,20,28,97,66,77,12,33,40,3,15,66
Martin Dúbravka,sk SVK,GK,Newcastle Utd,35,1989,10,10,900,72,35,45,92,17,20,35,46,45,22,30,50,89,63,50,77,69,33,73,67,7,75
Martin Jedlička,cz CZE,GK,cz Viktoria Plzeň,26,1998,12,12,1080,59,61,74,59,40,20,87,46,72,83,79,35,25,60,67,65,68,85,91,68,55,50
Marvin Keller,ch SUI,GK,ch Young Boys,22,2002,4,4,360,16,85,84,14,80,20,97,46,81,36,60,96,77,22,93,12,34,96,39,48,8,4
Matej Kovar,cz CZE,GK,Leverkusen,24,2000,11,11,990,85,6,8,94,43,53,35,46,23,50,32,46,36,34,28,48,50,33,32,43,91,61
Mateusz Kochalski,pl POL,GK,az Qarabağ,24,2000,6,6,540,10,94,92,14,64,75,35,46,96,45,65,71,39,48,35,38,62,33,80,41,15,31
Matevž Vidovšek,si SVN,GK,si Olimpija,24,1999,8,8,720,91,40,59,95,80,20,97,46,9,9,8,8,8,8,8,12,12,96,8,79,0,0
Matheus,br BRA,GK,pt Braga,32,1992,6,6,517,21,76,72,40,64,75,35,46,75,32,32,88,42,65,69,54,96,33,36,30,47,35
Mathew Ryan,au AUS,GK,Lens,32,1992,14,14,1260,72,48,60,88,72,67,85,46,53,39,38,36,93,43,47,92,45,83,83,67,49,93
Mathieu Gorgelin,fr FRA,GK,Le Havre,33,1990,16,16,1440,21,68,59,29,70,80,35,46,86,67,49,50,76,67,86,87,34,33,69,27,85,75
Matjaž Rozman,si SVN,GK,si NK Celje,37,1987,4,4,360,24,65,52,14,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,23,0,0
Matouš Trmal,cz CZE,GK,cz Mladá Boleslav,25,1998,6,6,540,34,90,94,40,64,75,35,46,9,9,8,8,8,8,8,12,12,33,8,90,0,0
Mattia Perin,it ITA,GK,Juventus,31,1992,8,7,661,90,67,82,86,84,67,94,46,59,30,34,77,97,25,45,53,37,93,96,92,27,47
Matvei Safonov,ru RUS,GK,Paris S-G,25,1999,12,11,1059,92,7,13,79,64,75,35,46,22,41,38,45,67,46,25,44,85,33,49,77,61,61
Matz Sels,be BEL,GK,Nott'ham Forest,32,1992,38,38,3420,72,45,60,79,40,50,35,46,45,87,87,21,22,79,92,38,27,33,72,73,54,16
Maxime Delanghe,be BEL,GK,be Cercle Brugge,23,2001,7,6,599,46,46,43,70,93,70,35,99,9,9,8,8,8,8,8,12,12,97,8,42,0,0
Maxime Dupé,fr FRA,GK,fr Nice,31,1993,2,2,180,85,30,52,14,17,20,35,46,32,24,18,41,96,72,27,38,34,33,76,84,98,41
Melvin Zinga,fr FRA,GK,Angers,22,2002,1,1,90,24,30,11,14,99,99,35,46,92,24,47,26,54,96,95,77,92,33,88,9,3,38
Mert Günok,tr TUR,GK,tr Beşiktaş,35,1989,5,5,450,24,89,90,14,17,20,35,46,95,45,54,43,89,77,63,45,25,33,93,57,24,29
Michael Zetterer,de GER,GK,Werder Bremen,29,1995,34,34,3060,34,53,52,67,43,53,35,46,65,51,46,86,91,26,58,80,62,33,51,41,59,72
Michele Di Gregorio,it ITA,GK,Juventus,27,1997,41,41,3688,90,12,16,86,51,62,35,46,24,50,41,42,59,39,58,66,51,33,55,63,66,59
Mike Maignan,fr FRA,GK,Milan,29,1995,47,47,4154,75,32,45,65,37,44,72,46,28,37,31,87,73,52,40,54,90,68,43,75,70,56
Mile Svilar,rs SRB,GK,Roma,24,1999,50,50,4500,89,22,44,84,51,62,35,46,34,44,47,76,71,59,55,68,55,33,86,88,36,63
Moritz Nicolas,de GER,GK,Gladbach,26,1997,19,19,1639,57,67,79,52,84,89,35,46,70,74,46,95,79,26,89,74,48,33,86,86,93,50
Muhammed Şengezer,tr TUR,GK,tr Başakşehir,27,1997,4,4,360,68,80,91,14,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,91,0,0
Mukhammedzhan Seysen,kz KAZ,GK,kz Astana FK,25,1999,2,2,180,24,100,100,14,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,96,0,0
Nathan Trott,eng ENG,GK,dk FC Copenhagen,25,1998,5,5,450,39,39,31,48,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,29,0,0
Nediljko Labrović,hr CRO,GK,Augsburg,24,1999,15,15,1350,19,62,39,35,71,82,35,46,74,78,69,44,78,78,66,62,73,33,32,17,67,48
Neofytos Michael,cy CYP,GK,cy Pafos FC,30,1993,1,1,90,24,65,52,14,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,23,0,0
Neto,br BRA,GK,Bournemouth,35,1989,3,3,270,85,72,89,14,17,20,35,46,66,59,58,51,75,60,49,89,96,33,97,95,44,90
Nick Pope,eng ENG,GK,Newcastle Utd,32,1992,28,28,2520,68,43,56,67,39,44,79,46,40,29,36,24,98,75,51,90,94,75,60,70,19,92
Nicola Leali,it ITA,GK,Genoa,31,1993,29,29,2610,79,24,42,79,56,55,76,46,36,73,62,37,49,83,56,56,32,71,76,80,71,43
Nikita Haikin,ru RUS,GK,no Bodø/Glimt,29,1995,16,16,1500,46,70,78,44,68,62,83,46,76,64,62,92,73,52,90,66,80,80,84,69,56,35
Niklas Hedl,at AUT,GK,at Rapid Wien,23,2001,10,10,960,81,33,52,84,70,80,35,46,9,9,8,8,8,8,8,12,12,33,8,82,0,0
Nikola Vasilj,ba BIH,GK,St. Pauli,28,1995,33,33,2969,74,34,41,63,59,42,92,46,57,68,71,93,33,34,46,56,50,91,89,58,44,51
Noah Atubolu,de GER,GK,Freiburg,22,2002,26,26,2307,51,55,61,85,40,20,87,46,57,85,76,94,66,46,68,89,69,85,62,53,73,85
Ognjen Čančarević,am ARM,GK,am FC Noah,34,1989,3,3,270,6,99,99,76,89,92,35,46,9,9,8,8,8,8,8,12,12,33,8,67,0,0
Oliver Baumann,de GER,GK,Hoffenheim,34,1990,35,35,3150,29,58,46,40,56,47,88,46,77,79,75,74,60,41,61,47,66,86,56,28,57,31
Omri Glazer,il ISR,GK,rs Red Star,28,1996,3,3,270,6,65,11,14,89,92,35,46,74,45,27,32,28,74,40,31,12,33,20,3,96,17
Oscar Jansson,se SWE,GK,se Djurgården,33,1990,2,2,180,46,3,2,14,17,20,35,46,9,9,8,8,8,8,8,12,12,33,8,0,0,0
Patrick Drewes,de GER,GK,Bochum,31,1993,21,21,1890,17,56,24,32,77,67,89,46,83,98,96,75,30,90,57,42,86,88,49,12,89,28
