Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Kevin De Bruyne,be BEL,MO,33,1991,35,24,2099,54.36,64.71,83.82,60.24,45.87,44.57,95.7,75.17,96.04,97.74,92.99,93.78,96.83,98.42,95.36,94.68,88.74,96.89,96.95,95.53,94.68,98.08,89.88,97.96,63.29,97.96,77.04,28.79,27.55,44.85,27.32,55.66,31.22,47.23,34.73,22.06,36.76,33.37,18.27,96.04,34.73,27.77,76.58,98.87,72.06,96.04,27.15,27.66,95.02,63.29,87.56,67.08,84.45,43.72,96.38,77.04,59.22,53.34,51.47,66.01,21.55,45.98,43.16,52.55,50.23,32.92,21.27,75.57,15.67,72.29,88.35,95.14,89.88,26.02,38.35,28.96,56.45,53.11,49.55,60.24,21.44,36.93
Kevin Diks,id IDN,DF,27,1996,9,9,828,99.47,99.62,50.88,56.36,100.0,100.0,77.48,83.57,94.05,93.45,73.17,72.83,94.21,94.44,98.13,93.33,88.07,83.08,78.35,68.56,98.25,85.79,77.52,93.98,60.48,93.98,62.65,47.68,55.03,13.53,85.98,77.36,57.24,46.61,61.66,66.5,28.43,13.41,73.32,91.84,27.36,43.25,96.11,63.26,80.87,91.54,56.94,48.86,92.0,60.48,76.49,80.34,32.89,32.05,93.29,62.65,11.05,56.55,53.01,27.9,68.83,68.52,99.35,61.36,54.76,33.77,42.07,59.6,38.19,33.27,71.68,79.04,82.05,55.68,80.07,50.53,85.63,54.19,71.84,95.77,80.26,40.17
Kevin Kampl,si SVN,MF,33,1990,31,20,1856,64.03,41.63,25.45,37.02,47.85,47.26,62.59,67.16,91.01,88.9,93.32,91.95,87.33,85.3,54.34,54.73,28.62,62.98,80.88,63.92,78.93,81.7,75.37,80.88,53.83,80.88,41.75,35.61,48.79,41.83,30.22,82.64,59.62,50.43,52.27,74.94,71.97,48.63,69.47,85.18,57.66,61.3,89.05,64.89,30.96,85.18,44.1,68.18,87.96,53.83,85.18,55.79,75.25,58.48,87.57,41.75,39.48,54.93,52.5,55.43,19.0,30.53,46.09,56.33,51.13,70.37,22.4,67.4,19.55,74.32,52.78,63.02,51.33,52.31,80.18,25.76,87.8,90.85,78.85,48.55,74.75,90.93
Kevin Mac Allister,ar ARG,DF,26,1997,8,8,731,98.93,96.68,94.25,95.92,49.62,49.54,71.68,23.93,54.57,51.52,44.4,38.64,64.33,66.69,41.12,46.65,34.49,16.69,28.32,27.78,94.02,33.77,25.65,79.19,34.41,79.19,50.3,98.25,97.71,90.47,99.47,90.32,98.4,98.17,10.4,70.31,34.57,82.39,73.32,69.74,48.44,44.82,79.88,59.15,82.55,69.74,32.58,36.62,35.37,34.41,60.67,28.28,41.46,20.43,33.54,50.3,5.34,3.62,53.01,4.08,84.41,16.12,47.56,61.36,54.76,73.97,87.8,31.02,83.92,31.52,50.19,67.95,58.5,98.48,93.6,76.52,53.81,81.78,43.75,36.17,72.94,56.75
Kevin Martins,it ITA,MF,19,2005,9,1,183,29.87,11.34,7.39,16.18,47.85,47.26,18.37,89.87,7.04,7.97,6.29,7.15,17.9,18.14,15.72,18.65,98.79,89.25,64.97,61.18,46.72,40.93,89.44,30.49,62.94,30.49,80.1,68.61,84.83,84.25,61.49,15.25,81.98,83.62,18.41,15.4,25.18,65.25,1.8,8.05,27.17,62.2,6.25,34.79,41.95,8.05,85.26,94.64,29.59,62.94,46.83,93.55,3.75,68.92,12.98,80.1,10.79,54.93,52.5,38.04,84.36,67.47,46.09,56.33,51.13,78.34,62.98,77.76,39.56,9.27,70.68,27.05,63.21,84.05,61.3,90.81,9.11,7.11,23.92,19.27,81.94,87.41
Kevin Mbabu,ch SUI,DF,29,1995,7,6,533,34.15,90.36,58.77,70.54,49.62,49.54,82.01,23.93,10.9,17.84,21.0,22.22,13.34,15.4,31.44,56.14,34.49,94.86,95.69,89.86,15.17,94.25,98.4,21.19,91.81,21.19,92.19,71.8,78.7,75.23,67.64,69.51,85.06,72.33,53.28,50.19,78.58,19.51,73.32,28.73,32.01,20.27,19.66,87.65,68.45,28.73,99.2,98.78,18.37,91.81,82.74,76.14,3.58,4.5,15.4,92.19,50.23,56.55,53.01,25.34,87.61,10.29,47.56,61.36,54.76,89.1,54.69,67.61,43.48,3.43,87.88,78.12,91.84,83.31,20.66,73.7,7.47,24.16,13.61,14.6,86.97,42.0
Kevin Medina,co COL,DF,31,1993,6,6,540,34.15,13.61,39.33,21.27,49.62,49.54,32.24,23.93,61.36,58.23,59.45,60.98,63.11,58.69,46.27,57.32,34.49,16.69,50.38,11.28,46.53,13.07,25.65,35.4,35.44,35.4,9.38,88.3,84.41,87.08,86.81,69.51,91.12,83.31,39.41,93.6,87.42,33.27,11.89,60.21,86.28,80.3,59.49,28.62,27.86,60.21,77.02,91.23,77.71,35.44,31.36,28.28,35.21,59.26,51.52,9.38,7.81,56.55,53.01,18.14,90.51,68.52,47.56,3.28,54.76,98.55,70.16,68.22,56.21,45.73,20.77,29.76,17.11,88.8,64.37,86.85,62.16,35.79,75.19,30.53,72.07,86.74
Kevin Müller,de GER,GK,33,1991,38,38,3389,50.15,50.0,48.65,49.4,50.15,50.15,56.16,86.79,81.68,78.83,25.53,25.23,86.79,87.09,79.88,62.46,48.2,44.14,46.25,38.14,49.1,85.44,50.0,79.58,49.1,79.58,49.4,90.99,93.54,90.99,50.0,50.0,89.04,68.92,68.47,45.05,43.99,31.38,33.93,78.08,85.14,78.68,74.32,46.4,47.75,78.08,81.08,82.88,64.26,49.1,49.55,49.55,17.57,52.4,63.96,49.4,72.07,52.25,50.45,60.81,44.89,50.15,50.15,57.81,53.15,65.17,60.21,18.62,60.51,19.52,78.08,58.56,82.88,90.99,50.3,46.55,64.26,22.37,56.76,74.47,93.39,90.84
Kevin Paredes,us USA,DF,21,2003,2,2,123,34.15,99.16,99.47,21.27,49.62,49.54,98.29,99.05,8.88,6.86,18.71,15.7,15.74,13.8,11.39,23.32,99.92,76.98,74.54,94.89,53.01,93.6,25.65,84.57,47.52,84.57,96.95,71.8,28.85,95.35,8.19,21.57,83.04,76.98,34.22,69.44,26.18,1.91,73.32,7.13,8.65,7.09,6.78,81.52,97.94,7.13,90.09,14.02,30.56,47.52,54.76,28.28,11.97,15.89,36.89,96.95,3.89,56.55,53.01,68.18,98.32,68.52,47.56,61.36,54.76,83.23,23.86,74.35,19.36,12.42,95.73,98.78,95.16,60.1,20.66,37.84,28.73,80.95,27.25,9.38,18.83,14.02
Kevin Rodríguez,ec ECU,FW,24,2000,10,3,427,18.97,83.17,94.42,81.28,40.8,39.0,66.91,53.37,52.71,54.68,48.6,44.66,51.89,61.33,54.43,41.38,83.99,66.91,47.87,72.09,29.06,77.26,31.53,74.22,88.67,74.22,87.68,83.74,77.01,63.38,65.6,95.89,82.51,58.05,66.58,39.66,18.88,35.88,56.16,71.43,54.6,43.76,26.03,87.36,96.72,71.43,82.1,72.82,73.73,88.67,64.86,90.89,14.37,5.91,74.38,87.68,29.56,53.12,51.23,25.78,87.52,31.44,40.15,51.31,50.41,72.91,65.27,12.97,77.01,7.39,87.03,64.04,95.4,79.97,10.59,35.3,44.17,58.29,25.94,80.21,78.49,37.93
Kevin Schade,de GER,FW,22,2001,38,26,2293,75.29,58.13,48.44,70.61,40.8,39.0,52.63,72.33,31.86,47.62,31.36,37.44,50.9,61.9,58.62,69.7,62.56,72.66,54.27,53.37,73.4,48.03,75.53,46.63,72.74,46.63,59.93,80.38,81.94,88.01,62.48,85.39,77.09,60.43,50.08,65.85,53.04,82.02,56.16,54.68,86.04,82.59,11.74,67.9,76.19,54.84,76.35,71.1,38.75,72.74,60.34,81.94,52.87,46.31,34.98,59.93,44.91,53.12,51.23,67.98,64.86,40.48,83.83,51.31,50.41,67.82,85.47,34.32,74.79,53.78,59.93,54.84,74.96,80.46,83.5,84.89,14.29,22.17,23.32,40.56,83.91,47.95
Kevin Stöger,at AUT,MF,30,1993,31,16,1551,83.7,92.06,72.63,81.24,98.28,97.65,97.81,87.8,80.77,87.96,83.58,83.27,60.63,71.54,93.24,95.54,84.52,97.73,94.02,97.77,82.56,96.05,88.19,90.42,81.78,90.42,84.68,56.02,54.61,78.81,32.64,53.75,53.75,66.07,22.75,66.46,53.52,49.1,12.39,87.1,35.89,32.76,80.3,92.46,71.66,86.98,74.08,75.76,79.98,81.78,88.47,71.5,31.39,16.11,86.79,84.68,53.6,54.93,52.5,48.16,90.15,29.05,46.09,56.33,51.13,39.76,24.67,54.93,26.94,22.63,88.66,97.58,85.3,53.09,42.69,24.71,28.69,67.16,19.66,42.69,34.71,57.94
Kevin Trapp,de GER,GK,34,1990,33,33,2925,50.15,50.0,48.65,49.4,50.15,50.15,43.09,86.79,62.16,60.96,93.99,93.39,52.1,54.05,24.62,35.59,48.2,44.14,46.25,38.14,33.03,40.99,50.0,79.58,49.1,79.58,49.4,37.39,41.89,37.39,50.0,50.0,38.74,27.03,68.47,45.05,43.99,52.4,29.43,56.61,72.37,57.66,35.44,46.4,47.75,56.61,38.89,40.09,69.82,49.1,49.55,49.55,23.57,52.4,63.06,49.4,40.09,52.25,50.45,60.81,36.34,50.15,50.15,57.81,53.15,89.79,55.56,7.36,66.97,25.53,78.08,45.35,39.34,38.29,50.3,37.84,55.26,65.62,30.33,25.83,38.29,40.09
Kevin Vogt,de GER,DF,32,1991,18,16,1367,81.59,68.94,9.68,21.27,99.31,99.31,55.22,23.93,72.45,67.68,31.02,26.14,79.34,79.12,96.27,92.76,34.49,16.69,39.1,28.77,84.98,64.75,25.65,78.81,47.1,78.81,25.95,12.88,17.72,14.33,31.14,21.57,23.55,19.97,71.3,39.94,18.33,69.4,34.03,60.52,77.4,76.33,69.97,5.11,12.88,60.48,38.34,54.15,59.6,47.1,23.86,64.98,73.63,65.17,55.18,25.95,13.49,56.55,53.01,72.83,36.74,68.52,47.56,11.62,54.76,92.61,30.34,66.16,27.9,75.76,44.44,51.41,25.27,17.38,85.48,41.69,75.8,88.22,64.41,84.38,66.27,88.11
Kevin Volland,de GER,MO,32,1992,4,0,61,19.34,5.49,3.0,8.37,45.87,44.57,13.57,15.16,13.12,10.58,4.19,6.0,18.27,26.7,6.17,3.39,24.66,60.24,92.87,62.95,43.61,6.84,19.51,50.23,3.17,50.23,46.38,4.3,6.67,10.07,8.77,14.2,8.82,4.19,92.93,83.2,9.9,83.71,61.09,5.77,6.0,3.28,24.49,13.35,89.14,5.77,2.55,6.28,10.07,3.17,4.86,9.73,80.6,6.96,8.71,46.38,1.36,53.34,51.47,3.05,4.13,82.86,43.16,52.55,50.23,21.72,97.06,41.35,90.27,32.69,31.11,11.48,55.49,5.71,60.41,96.15,37.56,5.15,9.73,6.17,5.71,6.28
Kevin Wimmer,at AUT,DF,31,1992,5,5,450,95.81,59.64,66.69,76.6,49.62,49.54,12.35,23.93,12.35,16.5,31.21,30.22,7.96,6.33,33.38,71.34,34.49,16.69,11.97,36.51,38.49,42.84,25.65,33.54,78.96,33.54,59.83,36.59,49.31,66.73,21.42,21.57,28.58,26.6,64.21,95.5,91.12,89.18,73.32,28.89,93.71,80.53,11.24,39.33,34.22,28.89,87.54,91.23,37.58,78.96,36.32,28.28,37.42,34.68,19.32,59.83,42.91,56.55,53.01,46.19,91.58,68.52,47.56,61.36,54.76,91.5,9.22,17.15,33.96,36.47,54.15,12.35,28.51,37.58,98.02,8.92,12.5,53.77,24.16,10.18,76.07,61.85
Kevin Zeroli,it ITA,MF,19,2005,9,4,407,29.87,86.43,70.02,51.88,47.85,47.26,11.42,64.39,5.79,3.83,9.62,8.68,9.42,8.13,12.47,8.76,90.42,69.98,9.97,29.63,19.12,10.36,23.1,11.73,29.24,11.73,53.91,31.7,22.36,40.7,55.0,15.25,7.62,9.93,84.91,62.31,22.71,76.78,69.47,3.75,58.44,35.03,7.19,16.73,72.09,3.75,13.02,9.66,12.04,29.24,42.42,20.09,20.52,40.93,8.44,53.91,84.99,54.93,52.5,58.21,14.74,2.81,46.09,56.33,51.13,21.38,68.65,53.91,57.7,28.5,26.51,13.41,43.98,13.1,18.57,75.76,29.79,22.17,19.16,55.71,17.36,9.66
Kevor Palumets,ee EST,MF,21,2002,1,0,31,29.87,98.75,96.25,16.18,47.85,47.26,73.81,19.47,63.88,75.25,77.01,86.36,31.27,18.96,91.4,95.27,28.62,12.63,9.97,8.99,96.72,10.36,23.1,95.58,7.47,95.58,60.87,97.19,95.15,7.7,97.69,99.61,97.5,82.6,93.08,6.14,7.9,97.26,69.47,75.49,66.65,78.15,77.25,68.88,85.93,75.49,5.86,9.66,91.87,7.47,94.49,20.09,94.92,92.26,72.09,60.87,84.99,54.93,52.5,7.04,6.72,67.47,46.09,56.33,51.13,77.05,8.56,94.06,4.57,96.17,71.7,67.98,62.35,96.72,18.57,8.56,20.52,13.1,97.46,37.76,86.67,9.66
Keyliane Abdallah,fr FRA,FW,18,2006,1,0,3,18.97,8.46,6.81,11.9,40.8,39.0,7.8,20.28,98.03,96.39,2.13,1.72,99.84,99.75,13.79,9.36,28.57,13.14,12.07,11.17,11.49,13.22,31.53,8.05,100.0,8.05,4.27,99.67,99.84,99.92,15.6,18.88,99.75,99.43,87.44,11.58,18.88,11.99,56.16,98.19,10.92,99.75,95.48,1.89,5.83,98.19,7.22,11.74,80.71,100.0,10.1,13.55,0.66,92.53,98.69,4.27,78.65,53.12,51.23,91.95,8.62,85.55,40.15,51.31,50.41,5.58,10.26,93.35,5.42,1.4,91.63,7.8,5.25,99.84,59.77,10.26,97.95,2.13,96.31,13.79,98.52,11.74
Khalil Fayad,fr FRA,MO,20,2004,20,10,1028,19.34,29.41,30.6,21.61,45.87,44.57,16.01,31.0,87.73,83.99,78.34,73.81,91.86,90.5,88.57,80.43,24.66,19.34,22.0,20.48,81.79,22.12,54.13,76.64,47.12,76.64,15.55,88.57,80.03,86.76,92.99,39.08,89.65,85.63,27.21,86.03,83.31,78.68,9.05,84.5,81.79,92.19,93.67,22.4,13.74,84.5,61.31,64.25,65.5,47.12,40.89,44.74,76.87,65.1,75.57,15.55,14.54,53.34,51.47,23.36,83.37,60.69,43.16,52.55,0.23,90.67,58.2,83.82,30.71,77.6,25.11,15.38,11.88,86.54,13.91,90.61,87.5,86.43,83.26,77.15,58.43,61.88
Khvicha Kvaratskhelia,ge GEO,FW,23,2001,40,34,2827,70.03,54.52,86.54,81.86,82.35,78.82,94.42,93.84,92.61,90.15,91.3,89.98,90.64,88.67,93.19,91.95,89.24,93.35,93.19,92.2,93.35,91.13,85.22,91.22,95.24,91.22,80.62,82.92,85.39,84.73,89.74,54.84,84.81,81.12,22.17,68.56,68.97,47.29,56.16,89.16,37.36,69.79,87.19,91.3,84.15,89.16,88.83,85.55,90.15,95.24,96.06,96.39,72.0,18.97,90.72,80.62,54.43,53.12,51.23,61.49,82.68,70.94,40.15,51.31,50.41,68.47,26.27,79.56,17.24,48.6,88.59,94.75,93.51,85.06,81.03,36.29,87.19,89.33,80.46,55.67,71.26,54.02
Khéphren Thuram,fr FRA,MF,23,2001,44,31,2811,78.69,76.66,69.39,71.38,47.85,47.26,48.12,76.58,76.15,69.27,82.33,80.45,69.35,65.29,39.6,28.89,83.15,73.26,45.19,53.64,76.04,50.59,23.1,62.16,87.96,62.16,43.98,31.39,27.56,34.17,49.06,42.1,30.96,19.66,78.26,55.08,34.79,58.76,29.55,66.85,70.76,58.01,73.69,48.28,61.3,66.93,81.2,87.96,79.05,87.96,84.64,82.1,54.5,44.45,78.15,43.98,55.67,54.93,52.5,46.83,41.16,67.47,46.09,56.33,51.13,31.55,65.01,32.64,65.64,54.5,55.28,53.21,58.09,26.23,74.67,51.92,84.28,79.67,72.17,74.04,50.12,74.24
Ki-Jana Hoever,nl NED,DF,22,2002,30,26,2124,73.55,40.59,49.66,78.7,49.62,49.54,83.16,76.6,18.29,28.89,36.01,44.63,16.46,25.0,40.28,38.34,82.96,87.16,74.54,85.86,49.54,88.15,88.19,53.85,90.13,53.85,89.71,70.16,82.51,60.1,67.64,91.01,74.43,78.93,18.45,65.82,37.08,29.08,41.96,27.59,20.31,12.69,31.82,80.56,70.73,27.59,80.14,64.94,28.39,90.13,86.24,93.37,14.18,26.26,26.79,89.71,50.23,9.15,3.89,51.83,41.54,68.52,47.56,61.36,54.76,53.73,35.18,69.36,28.96,19.51,87.42,82.36,86.36,79.27,90.55,52.44,9.53,10.18,7.74,48.13,68.29,32.77
Kialonda,ao ANG,DF,26,1997,24,24,2144,34.15,68.94,72.94,21.27,49.62,49.54,30.41,50.61,20.77,12.65,7.77,6.29,43.98,37.35,83.77,67.04,74.24,47.1,50.38,43.9,13.03,13.07,25.65,12.2,18.1,12.2,33.65,38.15,15.62,53.77,40.13,21.57,21.04,14.02,80.26,86.01,70.24,78.28,41.96,15.7,73.02,69.36,8.38,23.25,74.89,15.7,44.55,62.04,15.78,18.1,20.2,60.1,52.4,74.24,22.1,33.65,60.1,56.55,53.01,86.85,66.81,68.52,47.56,16.96,54.76,14.29,95.35,15.32,93.56,65.4,10.48,29.76,49.39,16.62,20.66,81.4,66.2,55.72,61.36,89.63,16.31,89.41
Kian Fitz-Jim,nl NED,MF,21,2003,10,8,677,97.11,94.14,88.27,94.29,47.85,47.26,78.69,84.01,41.71,33.11,67.44,68.8,17.51,13.6,24.67,19.43,28.62,87.65,83.03,76.11,48.98,73.96,61.26,54.14,89.13,54.14,67.44,61.06,66.42,67.2,66.93,37.37,20.41,74.35,6.68,87.84,76.0,36.0,17.75,44.64,26.58,21.62,49.49,70.29,77.52,44.72,80.61,67.16,43.86,89.13,92.49,69.62,20.52,19.82,44.57,67.44,33.82,54.93,52.5,31.9,64.46,18.88,46.09,56.33,51.13,54.85,45.78,68.96,33.19,19.62,68.88,80.26,74.35,41.95,84.68,62.98,68.1,42.69,49.41,51.52,18.45,30.06
Kiano Dyer,eng ENG,MF,17,2006,1,0,5,29.87,11.34,7.39,16.18,47.85,47.26,5.36,19.47,48.91,23.38,52.66,37.65,70.48,55.32,5.28,3.95,28.62,12.63,9.97,8.99,4.65,10.36,23.1,4.18,7.47,4.18,4.96,99.69,99.84,99.92,7.74,15.25,7.62,4.96,93.08,6.14,7.9,5.82,69.47,41.56,5.12,80.57,72.79,1.37,6.14,41.56,5.86,9.66,70.64,7.47,7.74,20.09,94.92,92.26,52.23,4.96,84.99,54.93,52.5,94.68,6.72,67.47,46.09,56.33,51.13,2.78,8.56,0.66,99.22,96.17,2.31,5.36,5.0,99.61,61.3,8.56,98.87,96.56,97.46,5.28,98.98,9.66
Kieran Dowell,eng ENG,MF,26,1997,1,0,45,29.87,89.52,88.66,99.1,47.85,47.26,97.46,19.47,24.08,23.38,4.73,7.78,70.48,66.65,37.41,13.8,28.62,12.63,9.97,8.99,4.65,10.36,23.1,4.18,7.47,4.18,4.96,50.0,85.89,7.7,93.67,15.25,7.62,55.28,8.17,6.14,7.9,5.82,69.47,8.56,5.12,16.73,10.44,62.82,93.82,8.56,97.11,99.06,5.2,7.47,84.09,20.09,94.92,7.08,18.26,4.96,84.99,54.93,52.5,18.88,6.72,67.47,46.09,56.33,51.13,80.3,8.56,12.82,58.17,53.91,2.31,96.6,77.09,47.22,18.57,8.56,34.75,3.95,70.72,98.2,38.78,97.11
Kieran Tierney,sct SCO,MF,27,1997,18,3,380,90.7,67.16,27.37,54.61,47.85,47.26,77.33,19.47,72.56,75.37,67.44,66.61,81.16,83.85,34.48,49.45,28.62,98.75,88.04,96.21,67.94,95.11,88.78,73.85,82.88,73.85,94.84,55.43,76.31,60.24,26.35,94.02,80.57,60.67,62.71,12.86,38.98,75.65,69.47,67.24,51.09,28.34,24.71,94.61,57.31,67.4,47.11,44.84,59.34,82.88,81.2,66.34,66.54,80.81,74.16,94.84,84.99,54.93,52.5,86.16,48.05,2.46,46.09,56.33,51.13,10.16,70.52,19.98,77.09,81.04,94.06,71.93,79.48,77.13,95.5,44.41,43.82,59.46,41.05,22.44,92.89,42.92
Kieran Trippier,eng ENG,DF,33,1990,25,14,1309,34.15,31.14,34.45,21.27,49.62,49.54,97.1,95.2,94.44,95.96,96.88,96.49,81.78,86.13,87.39,94.89,95.92,85.44,84.68,95.31,86.59,94.13,65.7,97.79,78.77,97.79,80.37,83.88,75.11,69.09,85.21,92.8,84.72,82.93,22.22,19.02,32.32,37.12,73.32,95.58,24.31,46.65,90.47,96.95,52.63,95.58,51.71,56.17,74.28,78.77,64.9,84.11,39.9,24.01,89.86,80.37,70.08,56.55,53.01,38.11,61.55,13.15,47.56,61.36,54.76,76.07,54.31,54.95,48.67,32.93,90.17,97.48,78.54,81.36,20.66,61.36,43.94,81.78,38.15,32.47,39.14,65.74
Kiernan Dewsbury-Hall,eng ENG,MO,25,1998,26,13,1286,71.89,60.35,40.5,69.29,45.87,44.57,79.58,94.68,98.19,96.72,96.49,95.59,98.98,97.96,86.71,85.35,66.74,70.76,58.09,75.17,98.19,78.73,65.05,96.72,51.02,96.72,32.98,48.81,50.85,27.43,37.84,89.71,68.33,54.64,54.92,21.32,64.14,81.96,11.93,94.46,84.67,86.43,96.27,74.21,23.98,94.46,25.9,54.41,96.49,51.02,55.77,22.74,94.06,80.2,96.61,32.98,83.37,53.34,51.47,71.89,41.52,62.78,97.62,52.55,50.23,44.91,30.54,88.12,11.54,94.17,62.84,85.97,32.47,58.99,75.57,81.28,95.93,93.44,92.19,58.82,67.42,93.78
Kike Barja,es ESP,MO,27,1997,15,3,315,19.34,16.97,19.97,23.7,45.87,44.57,92.08,83.14,41.97,52.32,21.72,17.93,48.02,55.26,89.37,86.99,87.95,94.23,96.95,95.19,21.89,93.55,98.76,10.01,96.44,10.01,93.1,49.89,69.74,35.8,74.38,53.9,52.6,38.52,64.25,81.96,82.13,72.62,61.09,60.07,17.7,63.97,14.65,85.46,79.24,60.18,81.56,80.83,62.9,96.44,84.79,78.85,7.24,49.6,55.32,93.1,4.3,53.34,51.47,10.01,37.5,36.76,43.16,52.55,50.23,20.02,76.3,23.08,76.58,12.67,92.48,91.63,93.55,63.12,13.91,57.81,15.38,42.19,25.68,65.72,86.37,58.03
Kike Pérez,es ESP,MF,27,1997,35,27,2305,77.05,76.66,68.49,75.8,47.85,47.26,66.89,47.77,47.3,54.65,40.3,43.9,47.62,46.13,79.98,85.07,28.62,62.98,64.97,74.59,70.91,54.46,59.27,69.86,61.69,69.86,51.68,82.76,85.5,76.66,76.19,89.56,75.57,79.36,19.23,52.11,36.04,39.56,69.47,57.23,37.65,46.99,60.28,61.53,46.48,57.23,70.64,68.18,54.18,61.69,68.65,65.13,23.03,18.45,50.9,51.68,17.98,54.93,52.5,10.52,68.41,25.33,46.09,56.33,51.13,60.71,65.01,34.32,64.43,20.25,55.28,64.54,47.15,80.73,61.3,53.24,30.22,21.03,45.74,40.58,62.31,47.3
Kike Salas,es ESP,DF,22,2002,31,25,2238,90.28,85.56,87.58,83.5,49.62,49.54,33.04,74.85,52.44,61.89,42.57,42.19,60.9,63.34,68.9,89.44,82.96,47.1,58.61,42.15,48.78,33.77,54.54,28.62,22.98,28.62,52.29,59.15,58.35,49.24,63.38,83.27,64.44,64.14,32.28,39.94,67.38,82.01,73.32,63.11,60.67,81.17,50.46,48.63,64.14,63.11,28.47,36.62,31.63,22.98,19.51,28.28,64.71,71.34,56.55,52.29,34.6,56.55,53.01,59.45,49.66,68.52,47.56,61.36,54.76,52.17,91.62,37.92,85.06,71.8,30.53,36.81,44.63,60.52,86.78,85.67,27.9,41.65,40.7,19.44,44.86,75.11
Kiko Femenía,es ESP,DF,33,1991,28,27,2227,34.15,40.59,20.85,21.27,49.62,49.54,75.0,80.98,76.91,71.72,88.64,86.74,58.57,56.4,49.24,33.46,74.24,68.1,78.35,73.09,81.02,81.9,87.58,77.25,84.76,77.25,62.12,65.43,71.34,76.07,56.78,53.35,77.44,79.27,21.61,24.31,82.7,19.02,20.77,64.02,31.25,45.35,67.61,65.17,20.27,64.02,68.94,81.86,58.38,84.76,72.79,28.28,31.97,34.68,58.88,62.12,26.3,56.55,53.01,58.54,43.22,31.86,47.56,61.36,54.76,62.46,9.22,85.79,7.24,33.65,66.69,75.5,63.22,74.85,20.66,12.5,80.72,83.08,54.42,78.28,58.57,84.76
Kiké,es ESP,FW,34,1989,35,29,2542,77.26,61.66,46.72,56.08,90.97,88.59,27.26,44.75,39.74,45.07,40.23,42.45,40.89,49.59,58.62,67.57,28.57,30.54,47.87,28.57,62.15,32.76,65.52,54.84,37.27,54.84,47.29,47.87,61.25,43.27,65.6,58.78,51.15,45.89,50.08,36.45,38.42,59.44,56.16,39.08,55.25,34.07,50.33,45.4,51.07,38.75,33.09,39.41,52.22,37.27,38.92,36.7,19.54,42.28,56.16,47.29,34.4,4.52,1.81,29.97,81.61,22.41,83.83,51.31,50.41,66.17,87.85,28.08,79.97,27.26,44.01,26.77,36.12,55.17,83.99,83.74,29.06,35.88,24.96,43.19,73.23,53.53
Kilian Fischer,de GER,DF,23,2000,32,29,2297,73.55,31.14,30.07,44.4,49.62,49.54,69.89,57.62,33.77,36.55,45.77,49.31,35.29,37.5,45.46,35.86,34.49,47.1,58.61,63.76,51.56,75.8,63.99,74.58,82.93,74.58,75.11,81.33,85.37,91.2,45.27,67.8,91.43,93.9,5.95,76.11,26.98,48.55,31.33,35.98,23.82,29.27,39.82,72.45,45.08,35.98,66.62,65.66,27.82,82.93,72.79,79.0,18.6,38.87,24.31,75.11,28.32,56.55,53.01,26.33,22.83,68.52,47.56,61.36,54.76,34.34,26.68,33.8,39.98,26.03,78.24,68.45,62.77,89.9,96.49,18.45,28.66,21.11,26.91,64.94,44.55,50.11
Kiliann Sildillia,fr FRA,DF,22,2002,21,8,801,96.61,76.87,80.34,80.6,49.62,49.54,76.41,65.17,32.39,45.5,40.36,48.78,25.76,30.49,86.93,84.45,34.49,80.34,78.35,79.08,34.68,71.15,83.16,51.79,64.02,51.79,79.04,60.02,57.47,42.91,66.54,88.26,43.48,48.7,39.41,84.64,64.02,57.2,73.32,52.13,37.54,32.51,60.79,68.6,71.11,52.13,70.85,80.75,30.49,64.02,70.01,80.34,31.55,18.41,37.61,79.04,38.53,56.55,53.01,36.78,76.52,17.49,47.56,6.71,54.76,48.06,79.92,6.06,88.99,26.03,74.73,75.04,75.3,49.58,96.15,34.07,13.19,11.66,14.63,66.69,35.29,80.34
