Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Aapo Halme,fi FIN,MF,26,1998,1,1,59,29.87,11.34,7.39,16.18,47.85,47.26,5.36,19.47,22.75,24.86,7.11,8.13,72.48,83.97,5.28,3.95,28.62,12.63,9.97,8.99,48.79,10.36,23.1,11.61,7.47,11.61,4.96,95.27,98.51,97.5,86.9,15.25,97.89,85.93,93.08,6.14,84.4,49.92,69.47,19.47,88.43,81.47,37.1,4.46,6.14,19.47,5.86,9.66,2.97,7.47,7.74,20.09,37.49,3.52,37.61,4.96,84.99,54.93,52.5,94.68,6.72,67.47,46.09,56.33,51.13,2.78,8.56,23.96,41.32,8.37,4.93,5.36,5.0,98.12,61.3,8.56,25.37,7.11,16.58,5.28,98.98,9.66
Aaron Ciammaglichella,it ITA,MF,19,2005,1,0,1,29.87,11.34,7.39,16.18,47.85,47.26,5.36,19.47,0.47,0.35,0.78,0.7,1.92,1.33,5.28,3.95,28.62,12.63,9.97,8.99,4.65,10.36,23.1,4.18,7.47,4.18,4.96,4.73,6.37,7.7,7.74,15.25,7.62,4.96,93.08,6.14,7.9,5.82,69.47,0.31,5.12,1.76,0.7,1.37,6.14,0.31,5.86,9.66,0.55,7.47,7.74,20.09,94.92,92.26,0.59,4.96,84.99,54.93,52.5,94.68,6.72,67.47,46.09,56.33,51.13,2.78,8.56,94.06,4.57,96.17,2.31,5.36,5.0,5.24,61.3,8.56,0.47,0.78,1.92,5.28,5.24,9.66
Aaron Cresswell,eng ENG,DF,34,1989,18,10,824,34.15,40.59,62.46,21.27,49.62,49.54,72.98,23.93,78.58,82.47,82.77,82.47,60.25,61.28,91.16,94.59,34.49,91.08,96.99,84.26,92.3,65.62,71.42,66.01,44.02,66.01,45.62,26.79,30.87,18.67,54.65,58.96,57.24,37.27,79.84,32.28,35.56,52.71,73.32,78.43,43.45,58.61,78.05,62.12,14.98,78.43,30.03,35.1,41.96,44.02,61.2,28.28,64.71,87.69,73.86,45.62,19.59,56.55,53.01,84.11,20.27,68.52,47.56,61.36,54.76,56.75,24.92,72.52,21.46,76.64,43.14,69.55,34.68,43.6,20.66,37.84,44.97,59.38,46.3,49.2,87.5,61.85
Aaron Donnelly,nir NIR,MF,24,2000,4,3,279,29.87,11.34,7.39,16.18,47.85,47.26,5.36,19.47,18.37,13.45,7.43,4.77,36.43,35.03,71.74,68.69,28.62,12.63,9.97,8.99,26.35,10.36,23.1,9.15,7.47,9.15,4.96,78.93,74.32,92.92,60.91,15.25,95.27,95.82,9.15,6.14,56.14,95.93,69.47,9.85,90.07,92.57,9.38,3.05,6.14,9.85,5.86,9.66,14.07,7.47,7.74,20.09,80.1,92.26,9.62,4.96,84.99,54.93,52.5,94.68,31.2,67.47,46.09,56.33,51.13,6.1,45.15,69.35,31.16,90.15,4.69,5.36,5.0,89.44,61.3,62.98,48.16,65.44,38.12,59.27,55.43,9.66
Aaron Greene,ie IRL,MO,34,1990,6,0,109,19.34,45.08,37.44,94.68,45.87,44.57,61.2,15.16,32.47,20.59,40.33,39.08,2.26,1.58,6.17,3.39,24.66,35.01,34.79,70.31,4.47,42.82,19.51,18.38,11.99,18.38,77.38,4.3,6.67,10.07,8.77,14.2,8.82,4.19,92.93,45.02,9.9,56.96,61.09,21.1,6.0,25.79,11.09,55.26,94.8,21.1,9.05,6.28,20.25,11.99,21.61,56.5,3.51,5.2,46.72,77.38,4.69,53.34,51.47,95.7,94.68,82.86,43.16,52.55,50.23,13.4,7.98,96.27,2.32,2.83,57.92,51.7,87.56,5.71,13.91,7.98,73.42,41.52,98.08,6.17,5.71,6.28
Aaron Malouda,fr FRA,FW,18,2005,1,0,2,18.97,8.46,6.81,11.9,40.8,39.0,7.8,20.28,1.72,1.31,2.13,1.72,5.25,4.43,13.79,9.36,28.57,13.14,12.07,11.17,11.49,13.22,31.53,8.05,8.87,8.05,4.27,9.69,13.3,21.18,15.6,18.88,17.49,9.85,87.44,11.58,18.88,11.99,56.16,0.74,10.92,5.34,1.97,1.89,5.83,0.74,7.22,11.74,95.48,8.87,10.1,13.55,93.6,0.25,91.79,4.27,78.65,53.12,51.23,91.95,8.62,85.55,40.15,51.31,50.41,5.58,10.26,93.35,5.42,0.74,3.37,7.8,5.25,11.9,59.77,10.26,1.72,2.13,5.25,13.79,11.9,11.74
Aaron McEneff,ie IRL,MF,29,1995,4,4,352,29.87,86.43,89.25,80.61,47.85,47.26,40.81,19.47,41.48,33.7,62.43,64.03,34.48,23.85,38.98,35.85,28.62,58.91,56.25,50.08,44.1,59.34,90.15,38.39,56.84,38.39,85.42,31.04,58.21,7.7,46.95,95.04,41.63,35.93,59.03,15.99,59.23,15.87,69.47,29.87,17.4,20.8,22.79,76.54,78.26,29.87,51.13,29.55,61.92,56.84,71.74,68.65,62.16,49.77,58.64,85.42,35.34,54.93,52.5,88.78,38.04,7.97,46.09,56.33,51.13,28.26,8.56,31.51,30.65,61.49,77.33,35.54,75.88,49.3,18.57,8.56,66.34,41.56,89.21,50.98,88.58,22.2
Aaron Ramsdale,eng ENG,GK,26,1998,30,30,2700,50.15,50.0,48.65,49.4,50.15,50.15,53.9,41.29,55.86,82.58,85.89,85.89,23.12,23.42,71.47,86.79,48.2,44.14,46.25,38.14,90.39,85.44,50.0,37.54,49.1,37.54,49.4,37.39,41.89,37.39,50.0,50.0,38.74,74.92,15.32,45.05,95.95,24.92,36.34,83.48,61.86,80.78,90.99,46.4,47.75,83.48,38.89,40.09,79.58,49.1,49.55,49.55,8.86,52.4,78.08,49.4,29.43,52.25,50.45,17.12,57.96,50.15,50.15,57.81,53.15,23.27,51.95,61.56,48.65,9.76,36.79,51.65,82.88,38.29,50.3,75.83,18.02,29.73,15.62,18.47,38.29,40.09
Aaron Wan-Bissaka,eng ENG,DF,26,1997,36,35,3154,79.08,50.53,53.96,63.91,49.62,49.54,91.2,89.02,44.4,46.38,88.03,89.48,14.02,12.61,10.44,8.92,91.65,85.44,78.35,83.0,46.88,83.0,76.83,73.29,94.17,73.29,86.05,64.29,72.79,47.07,82.85,64.37,33.31,21.8,77.36,40.89,88.45,42.3,73.32,50.91,36.59,24.43,46.99,85.67,75.72,50.91,96.91,97.87,40.32,94.17,89.9,91.16,26.64,19.66,44.93,86.05,72.75,56.55,53.01,69.4,62.35,13.15,47.56,61.36,8.42,80.75,21.04,61.66,22.45,23.89,88.11,91.31,81.63,54.92,90.55,22.41,38.26,42.84,26.75,26.3,85.06,67.76
Aarón Martín,es ESP,DF,27,1997,36,35,3085,34.15,50.53,54.92,58.61,49.62,49.54,92.34,93.75,25.61,38.91,26.98,26.98,30.68,36.01,75.72,92.07,96.84,93.86,94.97,97.71,34.68,79.27,89.02,34.38,68.94,34.38,72.48,66.96,71.34,66.73,75.38,60.44,55.91,49.85,51.37,30.75,16.46,12.92,44.82,27.1,12.54,12.0,27.67,83.84,32.81,27.1,62.92,62.84,21.15,68.94,62.12,70.81,48.13,27.48,22.33,72.48,55.26,56.55,53.01,37.58,65.74,16.12,47.56,20.12,54.76,66.08,19.25,60.56,21.95,39.21,67.15,93.37,69.02,64.82,20.66,19.25,12.12,33.38,17.8,22.41,71.42,51.49
Abakar Sylla,ci CIV,DF,21,2002,21,10,950,85.63,59.64,54.92,52.36,49.62,49.54,17.8,60.14,78.81,74.77,67.61,66.62,85.48,84.76,22.26,21.07,34.49,37.96,28.32,24.96,26.37,30.22,25.65,19.63,7.2,19.63,37.8,82.58,74.05,74.39,88.61,73.06,81.52,55.18,81.21,80.41,49.58,83.12,73.32,78.24,96.8,97.26,31.71,24.96,49.62,78.24,52.9,56.17,69.97,7.2,17.64,28.28,62.39,36.55,73.17,37.8,45.39,4.54,53.01,13.76,54.38,68.52,47.56,61.36,3.09,47.6,66.54,33.57,67.91,53.43,14.82,20.05,33.54,78.16,92.19,55.95,78.81,57.77,69.51,33.65,80.37,58.35
Abbas Huseynov,az AZE,DF,29,1995,4,3,239,34.15,13.61,44.74,21.27,49.62,49.54,55.64,23.93,17.3,13.34,60.94,58.08,9.38,10.52,6.17,4.8,34.49,87.16,78.35,88.72,35.1,87.08,92.99,13.15,87.16,13.15,88.68,58.5,88.8,62.42,74.54,21.57,14.1,33.61,33.0,18.48,78.12,21.8,73.32,7.77,40.05,13.8,7.24,74.39,65.93,7.77,61.55,14.02,33.69,87.16,90.36,28.28,69.59,15.02,15.24,88.68,14.52,56.55,53.01,66.43,80.72,68.52,47.56,61.36,54.76,50.15,24.54,49.05,30.56,39.79,82.01,51.68,80.79,61.62,64.37,21.27,40.43,68.56,11.59,16.69,91.01,14.02
Abdallah Sima,sn SEN,MO,23,2001,36,20,1746,90.95,89.31,77.43,81.84,45.87,44.57,25.34,50.34,16.57,19.46,25.74,31.0,22.91,26.24,17.65,13.29,59.05,35.01,34.79,28.28,15.84,22.79,43.78,14.88,57.01,14.88,55.77,36.31,41.23,27.43,36.88,80.43,28.79,17.19,77.15,32.41,26.87,39.08,61.09,18.5,46.32,28.28,17.59,43.21,77.66,18.5,24.72,16.86,23.7,57.01,38.12,77.71,16.91,40.5,30.66,55.77,46.61,53.34,51.47,46.89,60.92,34.11,43.16,52.55,50.23,64.99,93.33,10.92,91.97,22.06,47.06,26.87,65.84,33.54,75.28,78.39,21.72,17.7,21.15,54.02,71.15,16.4
Abde Ezzalzouli,ma MAR,MO,22,2001,45,29,2653,59.5,86.48,85.41,86.6,45.87,89.65,54.69,47.17,54.86,57.3,73.36,77.09,35.69,38.4,19.51,23.81,53.0,39.48,44.97,41.91,56.45,43.95,41.46,47.62,94.57,47.62,85.52,51.92,59.62,67.87,56.0,41.46,58.88,51.13,50.68,54.92,40.67,55.77,61.09,63.01,30.66,38.86,49.66,82.64,94.46,62.95,84.28,86.09,74.21,94.57,92.48,96.27,23.47,20.25,73.53,85.52,56.79,53.34,51.47,43.55,68.38,51.24,93.27,52.55,50.23,64.54,70.53,38.91,64.93,20.7,87.9,51.41,94.34,60.12,32.58,66.74,45.7,42.42,31.0,22.51,69.8,70.7
Abdel Abqar,ma MAR,DF,25,1999,29,29,2463,34.15,50.53,52.06,44.4,49.62,49.54,44.63,65.17,7.85,6.78,3.89,2.97,26.71,16.77,67.68,85.02,74.24,37.96,28.32,48.55,40.32,56.75,58.27,41.12,39.98,41.12,27.71,32.93,37.31,41.39,38.15,46.42,38.95,39.25,53.28,37.23,74.62,75.91,41.96,6.25,50.53,41.16,14.86,21.61,54.23,6.25,24.73,35.1,13.34,39.98,27.78,28.28,46.91,67.91,8.46,27.71,8.57,56.55,53.01,11.32,80.72,25.23,97.45,11.62,54.76,31.21,52.29,40.97,54.23,57.51,26.68,47.45,47.71,36.47,20.66,45.31,21.34,67.19,61.47,23.7,53.43,85.71
Abdellah Zoubir,fr FRA,MO,32,1991,8,8,689,47.74,26.36,17.14,29.07,45.87,44.57,57.86,33.94,95.48,94.91,98.08,98.19,90.27,91.29,65.95,42.82,64.93,43.61,79.58,46.83,94.8,96.55,19.51,96.61,86.26,96.61,82.24,50.62,36.6,58.48,35.41,80.43,47.57,45.93,48.13,22.68,60.75,27.55,61.09,93.21,29.36,73.87,88.12,92.31,86.82,93.21,54.3,77.15,97.85,86.26,87.56,90.61,63.07,31.5,96.49,82.24,50.9,53.34,51.47,84.05,45.87,56.17,43.16,52.55,50.23,77.71,43.16,58.77,38.8,50.17,92.08,50.79,92.53,40.89,78.11,47.62,85.29,81.56,67.76,91.97,29.07,89.37
Abderrahman Rebbach,dz ALG,MO,25,1998,8,4,385,19.34,14.82,28.0,20.31,45.87,44.57,34.84,15.16,23.87,33.94,23.08,34.45,29.41,34.84,63.63,68.44,24.66,31.22,40.16,58.48,11.2,61.37,90.16,10.46,79.52,10.46,74.55,17.48,24.94,71.32,8.77,14.2,8.82,51.41,16.35,53.73,9.9,81.96,61.09,34.05,54.64,56.9,22.62,50.96,66.8,34.05,60.07,30.71,38.69,79.52,45.14,83.77,57.01,63.12,23.19,74.55,32.07,53.34,51.47,52.09,49.15,20.25,43.16,52.55,50.23,42.42,22.91,18.21,66.29,63.4,66.86,27.66,78.45,15.27,13.91,16.18,10.63,8.6,23.19,39.71,12.9,16.52
Abdou Harroui,nl NED,MO,26,1998,10,5,463,57.81,89.31,81.79,61.03,45.87,44.57,50.4,83.54,76.24,72.85,81.39,77.49,73.81,74.72,41.91,52.88,94.06,35.01,54.3,26.07,82.41,28.68,74.66,72.34,88.01,72.34,57.86,64.2,71.72,89.82,53.51,14.2,69.51,21.04,92.93,56.73,48.7,65.05,61.09,79.98,56.11,75.4,88.8,54.19,47.17,80.09,71.44,53.85,79.86,88.01,96.61,53.9,46.78,25.51,80.43,57.86,38.97,53.34,51.47,20.64,15.1,82.86,43.16,52.55,50.23,61.54,78.28,46.1,67.87,37.27,70.59,57.86,42.76,69.85,30.94,85.97,72.51,85.86,53.73,27.6,94.23,26.02
Abdoul Koné,fr FRA,DF,19,2005,4,1,133,34.15,13.61,9.68,21.27,49.62,49.54,33.04,23.93,12.73,22.45,15.47,17.04,20.66,23.17,66.01,67.26,34.49,16.69,11.97,11.28,8.08,13.07,25.65,21.19,7.2,21.19,51.41,94.4,92.0,97.03,67.64,21.57,94.59,93.48,10.4,62.42,22.9,37.46,73.32,30.45,63.3,46.04,41.54,51.14,39.29,30.45,77.36,81.36,23.86,7.2,8.12,28.28,1.14,17.8,18.1,51.41,86.47,56.55,53.01,6.14,96.57,68.52,47.56,61.36,54.76,77.1,47.98,95.54,16.65,2.36,23.36,30.53,23.63,93.98,64.37,98.21,6.1,14.48,15.74,50.69,47.98,64.94
Abdoulaye Bamba,ci CIV,DF,34,1990,19,16,1510,34.15,31.14,19.66,21.27,49.62,49.54,28.81,23.93,14.86,7.32,5.56,4.19,47.94,40.32,34.07,18.56,34.49,47.1,39.1,55.53,11.97,46.65,68.52,7.36,14.67,7.36,30.72,32.47,28.09,53.77,23.25,50.19,46.23,33.61,74.09,23.06,56.1,65.74,73.32,5.18,46.95,42.68,10.06,13.76,13.61,5.18,22.41,36.62,16.84,14.67,19.51,28.28,83.96,50.84,16.92,30.72,62.54,56.55,53.01,75.88,33.57,68.52,47.56,61.36,54.76,21.11,21.72,56.67,25.15,78.35,6.4,26.75,20.62,35.59,20.66,20.69,78.51,46.49,76.14,77.74,63.03,95.46
Abdoulaye Diaby,ml MLI,DF,24,2000,4,4,360,34.15,68.94,78.28,84.64,49.62,49.54,23.02,23.93,16.31,24.62,18.22,21.88,26.22,25.42,54.12,88.68,34.49,47.1,39.1,66.04,34.68,48.02,25.65,37.16,35.44,37.16,9.38,64.29,90.97,69.93,74.54,21.57,59.03,50.46,54.92,88.8,46.11,86.97,73.32,36.36,71.65,57.7,52.25,15.78,71.49,36.36,48.97,52.93,32.85,35.44,8.12,28.28,40.66,27.48,29.57,9.38,32.01,56.55,53.01,30.45,7.43,4.61,47.56,1.71,0.72,72.29,77.74,18.75,79.95,34.98,21.76,21.07,52.93,82.51,20.66,53.24,8.84,10.29,25.84,12.12,96.99,61.85
Abdoulaye Doucouré,ml MLI,MF,31,1993,33,31,2564,75.53,80.3,61.65,65.4,47.85,47.26,50.31,46.05,18.26,13.72,22.99,23.18,19.94,16.73,26.19,14.82,65.99,58.91,38.94,61.18,18.96,43.9,23.1,28.93,62.51,28.93,66.5,36.67,39.8,45.31,41.44,57.47,23.85,35.22,39.87,47.26,19.35,19.0,34.36,9.54,19.62,16.42,12.28,56.53,77.95,9.54,60.83,69.19,15.09,62.51,44.25,70.56,46.6,19.82,19.59,66.5,51.49,6.72,3.28,27.44,14.31,4.61,46.09,56.33,51.13,64.97,66.42,23.61,72.17,32.64,55.67,47.85,66.07,28.93,44.06,43.47,46.79,28.62,39.95,83.42,27.6,72.01
Abdoulaye Keita,es ESP,MO,21,2002,3,1,95,19.34,5.49,46.55,8.37,45.87,44.57,7.01,15.16,11.88,26.58,9.62,12.22,30.32,12.27,34.62,84.5,24.66,8.37,40.16,5.94,79.19,48.87,95.19,24.6,14.03,24.6,16.63,69.8,92.31,10.07,80.09,93.21,95.76,95.81,7.24,54.92,9.9,95.81,61.09,28.0,95.02,84.62,48.08,6.79,8.54,28.11,50.9,42.87,21.61,14.03,4.86,9.73,29.3,8.2,18.16,16.63,83.37,53.34,51.47,1.92,4.13,82.86,43.16,52.55,50.23,85.41,91.63,14.59,89.37,14.71,10.52,6.79,13.63,95.48,60.41,81.28,3.51,12.33,98.08,12.78,86.54,32.69
Abdoulaye Niakhate Ndiaye,sn SEN,DF,22,2002,24,21,1887,76.3,68.94,60.06,54.54,49.62,49.54,24.85,23.93,42.42,33.61,23.32,22.94,54.8,51.68,87.2,69.74,34.49,16.69,28.32,23.06,30.98,31.21,25.65,23.78,23.74,23.78,31.71,81.78,83.12,90.7,61.62,48.32,72.41,64.82,43.64,73.29,22.14,93.83,16.35,42.0,81.44,84.91,28.12,15.02,59.11,42.0,41.92,33.8,37.88,23.74,20.77,28.28,39.9,41.04,45.24,31.71,34.6,7.47,53.01,46.19,78.32,68.52,47.56,7.81,54.76,48.59,82.66,14.98,84.49,40.59,16.69,22.37,39.06,78.51,64.37,56.33,66.35,33.19,57.7,91.62,70.27,33.35
Abdoulaye Touré,gn GUI,MF,30,1994,28,26,2324,96.91,96.68,75.41,53.32,99.92,100.0,45.5,59.34,40.7,36.43,22.91,23.34,54.85,54.57,79.05,62.08,59.97,29.4,33.39,21.85,57.54,34.6,70.95,55.9,29.24,55.9,27.52,65.29,60.95,73.69,50.2,72.6,75.18,66.89,40.85,66.46,75.41,53.99,10.4,37.53,69.31,61.3,55.86,17.9,46.01,36.59,51.13,58.64,40.66,29.24,27.33,20.09,55.82,25.8,38.31,27.52,49.45,54.93,52.5,55.43,79.09,32.13,95.27,56.33,51.13,82.53,69.94,63.33,54.93,43.98,26.19,45.97,35.89,66.61,74.67,84.44,56.06,27.95,46.09,88.27,59.73,69.43
Abdoulie Ceesay,gm GAM,FW,20,2004,7,0,60,18.97,8.46,6.81,11.9,40.8,39.0,31.44,20.28,28.08,46.88,60.84,70.94,5.25,9.44,13.79,65.11,28.57,13.14,12.07,81.77,11.49,13.22,31.53,8.05,8.87,8.05,93.68,96.14,98.36,96.22,95.48,97.95,96.96,95.48,7.88,96.96,18.88,86.54,56.16,66.91,10.92,45.07,82.18,54.02,24.06,66.91,7.22,11.74,45.07,8.87,10.1,13.55,5.09,4.52,63.55,93.68,1.48,53.12,51.23,8.78,97.29,85.55,40.15,51.31,50.41,92.53,10.26,5.17,87.19,4.27,82.18,27.09,15.6,97.37,59.77,10.26,12.32,22.82,5.25,13.79,96.55,11.74
Abdu Conté,pt POR,DF,26,1998,1,0,28,34.15,13.61,9.68,21.27,49.62,49.54,5.53,23.93,1.68,1.98,3.73,28.51,5.79,2.21,2.59,1.83,34.49,16.69,11.97,11.28,59.3,13.07,25.65,50.38,94.74,50.38,9.38,3.77,4.99,4.8,8.19,21.57,4.69,3.51,92.87,97.26,4.23,1.91,73.32,0.53,20.66,1.45,6.71,52.02,6.17,0.53,9.07,14.02,3.12,94.74,97.79,28.28,93.56,87.69,1.14,9.38,86.47,56.55,53.01,95.27,7.43,68.52,47.56,61.36,54.76,32.05,4.42,95.54,2.71,94.86,50.46,5.53,4.84,3.96,64.37,4.42,2.97,1.83,98.36,2.59,3.96,14.02
Abdukodir Khusanov,uz UZB,DF,20,2004,20,18,1568,34.15,31.14,53.96,87.73,49.62,49.54,56.55,23.93,71.76,64.6,66.04,63.0,74.24,70.66,40.55,33.61,34.49,47.1,39.1,48.55,74.47,51.33,63.07,72.14,20.58,72.14,53.47,27.29,43.67,34.87,32.47,50.19,26.18,25.38,64.21,56.94,84.87,72.71,37.16,63.49,66.27,68.41,66.23,46.61,19.21,63.49,30.68,35.1,60.98,20.58,29.19,28.28,63.34,67.91,66.77,53.47,50.23,6.44,53.01,48.36,28.32,68.52,47.56,13.19,4.88,77.4,66.54,62.77,55.83,69.02,47.52,52.78,26.07,32.16,20.66,81.63,83.77,73.29,80.56,59.07,79.95,56.52
Abdul Fatawu Issahaku,gh GHA,FW,20,2004,11,6,579,18.97,18.8,42.78,51.4,40.8,39.0,63.88,82.84,67.16,76.44,50.41,55.01,78.41,78.41,94.75,94.91,93.43,89.74,89.9,55.09,64.53,79.31,87.85,75.37,96.63,75.37,82.51,93.43,96.22,97.7,54.27,95.48,95.24,92.61,11.9,81.36,87.19,92.78,56.16,86.04,96.55,95.73,77.18,82.1,47.04,86.21,98.36,98.03,87.52,96.63,95.73,93.02,37.93,27.01,78.98,82.51,78.65,53.12,51.23,30.46,91.79,58.21,40.15,51.31,50.41,92.28,70.53,53.53,54.93,33.42,88.59,68.72,74.96,95.07,10.59,82.76,20.03,29.72,62.48,46.8,86.37,64.04
Abdul Mumin,gh GHA,DF,26,1998,24,24,2017,85.63,50.53,52.97,61.24,49.62,49.54,22.22,69.63,40.09,35.75,26.75,23.7,54.46,50.3,61.89,77.97,74.24,37.96,11.97,22.79,22.18,27.02,25.65,16.16,38.19,16.16,37.5,48.63,57.47,74.89,28.96,21.57,41.12,37.27,59.79,83.84,48.93,78.85,73.32,37.39,90.4,90.32,15.05,15.62,32.81,37.39,46.61,48.86,43.86,38.19,24.92,67.34,43.22,52.63,41.62,37.5,28.32,9.15,53.01,48.36,44.21,68.52,47.56,61.36,54.76,63.15,49.54,49.7,47.37,49.2,17.61,27.67,24.81,48.13,94.59,50.72,46.61,67.99,63.19,26.37,72.87,57.89
Abdón Prats,es ESP,MO,31,1992,24,3,456,83.71,89.31,73.59,61.76,98.98,98.02,11.65,41.12,5.26,4.92,6.56,7.13,6.5,7.07,28.17,19.4,24.66,17.87,14.42,19.8,26.87,14.93,19.51,12.61,3.17,12.61,8.03,10.24,14.37,26.58,21.55,14.2,21.21,10.46,84.67,17.31,26.19,66.35,61.09,4.86,66.86,12.33,26.07,5.77,80.43,4.86,6.73,13.01,4.92,3.17,4.86,9.73,18.78,14.54,8.03,8.03,5.2,53.34,51.47,51.53,97.0,25.62,98.59,52.55,50.23,14.65,95.76,2.49,98.08,14.37,3.28,12.78,43.67,13.91,50.85,55.88,21.04,13.97,19.0,82.69,54.98,34.28
Abdülkerim Bardakcı,tr TUR,DF,29,1994,10,10,895,87.16,90.36,92.61,76.6,49.62,49.54,88.03,80.98,86.28,89.52,82.01,83.08,78.85,81.36,82.32,89.33,34.49,62.46,64.9,75.5,86.89,68.41,76.41,88.45,60.98,88.45,58.84,68.98,63.26,34.87,90.78,74.62,86.89,77.17,45.2,80.41,87.0,41.46,8.88,90.02,45.24,69.86,92.91,54.5,84.6,90.02,54.88,58.77,92.45,60.98,66.73,28.28,51.18,34.68,89.18,58.84,66.27,56.55,53.01,37.58,76.52,7.16,47.56,61.36,54.76,84.87,78.77,24.66,78.54,44.66,62.35,87.96,75.69,77.9,64.37,60.21,47.22,47.71,48.7,43.6,70.62,61.85
Abel,es ESP,DF,23,2000,35,20,2074,85.63,40.59,60.06,70.54,49.62,49.54,74.05,76.6,21.0,30.14,41.58,44.05,17.68,20.16,31.21,60.1,34.49,62.46,74.54,74.85,40.55,75.8,87.16,53.54,85.9,53.54,80.37,85.06,82.51,67.87,89.71,88.99,88.83,87.0,17.99,56.94,29.5,25.19,28.47,27.97,15.51,10.44,40.55,78.2,47.45,27.97,80.83,85.21,23.32,85.9,90.59,85.21,19.4,13.95,20.88,80.37,60.1,56.55,53.01,39.71,88.26,14.75,47.56,16.96,54.76,74.85,28.16,73.86,23.44,17.76,79.0,74.24,74.05,86.62,96.95,47.33,11.93,25.15,17.26,13.8,53.58,66.23
Abel Ruiz,es ESP,FW,24,2000,26,19,1491,53.37,50.16,22.5,30.54,86.04,89.74,22.99,40.8,54.27,32.27,52.05,35.63,68.14,49.59,71.51,62.89,28.57,41.54,54.27,35.06,56.57,43.51,68.23,49.43,52.05,49.43,33.58,34.73,31.86,60.34,35.55,52.96,47.87,29.47,68.97,48.69,66.67,42.86,56.16,17.16,55.25,27.01,36.62,17.9,39.74,17.08,31.28,37.6,25.94,52.05,51.89,54.76,67.73,44.66,19.87,33.58,34.4,53.12,51.23,81.28,31.44,58.87,40.15,51.31,50.41,23.56,36.21,65.68,30.71,65.11,35.47,22.17,35.47,34.15,41.05,39.74,93.27,89.16,92.45,73.07,46.96,49.1
Abner,br BRA,MF,24,2000,25,16,1445,77.05,41.63,32.02,56.1,47.85,47.26,41.71,40.54,79.59,79.28,91.24,91.16,53.95,56.18,50.82,48.08,63.92,58.91,83.03,58.68,60.56,61.96,70.95,75.41,79.09,75.41,74.86,74.43,78.69,77.72,50.2,90.03,92.18,83.19,41.75,52.85,29.44,88.39,69.47,77.01,72.87,83.42,58.91,72.2,64.46,77.09,39.21,46.52,72.52,79.09,60.95,76.86,55.82,59.27,71.85,74.86,62.67,54.93,52.5,37.14,15.4,67.47,46.09,56.33,51.13,36.75,43.51,41.83,47.22,63.33,78.03,37.92,65.56,86.83,96.6,37.06,65.36,73.81,38.86,55.28,84.52,64.7
Aboubacar Bassinga,ci CIV,MF,19,2005,1,0,4,29.87,11.34,7.39,16.18,47.85,47.26,5.36,19.47,74.55,97.22,75.02,64.03,1.92,1.33,99.73,99.92,28.62,12.63,9.97,8.99,4.65,10.36,23.1,4.18,7.47,4.18,4.96,4.73,6.37,7.7,7.74,15.25,7.62,4.96,93.08,6.14,7.9,5.82,69.47,95.15,5.12,1.76,98.91,1.37,6.14,95.15,5.86,9.66,97.46,7.47,7.74,20.09,94.92,0.16,95.43,4.96,84.99,54.93,52.5,0.39,6.72,67.47,46.09,56.33,51.13,2.78,8.56,94.06,4.57,0.43,2.31,5.36,5.0,5.24,61.3,8.56,2.74,96.56,1.92,14.62,5.24,9.66
