Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
AJ Marcucci,us USA,GK,25-353,1999,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,31.0,5.0,5.0,5.0,5.0,8.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.06,100.0,100.0,38.1,0.0,0.0
Aaron Connolly,ie IRL,MO,24,2000,24,8,905,0.2,0.23,1.59,0.8,0.0,0.1,1.19,0.1,10.94,16.11,5.77,8.06,3.68,4.67,0.9,1.59,0.0,0.1,0.03,0.4,1.59,0.2,0.1,1.69,1.29,1.69,5.17,0.9,0.5,0.1,0.6,0.2,0.5,0.8,0.3,0.5,0.1,1.19,0.0,27.94,0.5,3.08,13.52,11.83,1.79,27.85,3.38,1.09,20.29,1.29,1.29,0.6,2.19,2.98,21.98,5.17,0.3,0.0,0.0,0.9,3.98,0.1,0.1,0.0,0.0,2.69,0.99,2.78,3.78,5.17,13.33,1.29,2.69,0.99,-0.13,26.19,67.91,71.59,78.8,56.6,58.82,32.25
Aaron Herrera,gt GUA,MF,28-043,1997,18,16,1442,0.0,0.04,0.81,0.25,0.0,0.0,3.12,0.25,40.69,53.68,15.54,18.04,17.66,21.35,6.74,11.92,0.12,0.12,0.18,1.69,2.62,1.87,0.94,4.12,1.87,4.12,3.12,1.5,0.87,0.87,0.56,0.06,1.19,1.56,0.37,0.94,1.06,3.12,0.0,63.6,3.18,17.73,29.02,17.66,1.19,63.6,1.87,0.81,32.83,1.87,2.12,0.44,0.94,0.5,35.64,3.12,0.37,0.0,0.0,0.87,0.56,0.06,0.0,0.0,0.0,4.49,1.62,0.69,2.31,1.44,12.23,3.37,4.43,2.06,-1.0,70.13,75.8,86.14,82.72,56.54,67.32,43.32
Aaron Long,us USA,DF,32-280,1992,15,15,1271,0.07,0.06,0.28,0.07,0.0,0.0,1.2,0.07,69.89,73.93,23.44,24.43,41.64,42.77,4.32,5.74,0.0,0.01,0.02,0.21,6.02,0.07,0.0,4.04,0.42,4.04,0.14,1.13,0.85,0.92,0.21,0.0,0.5,0.85,0.35,1.7,0.21,5.52,0.0,84.41,8.21,34.91,46.03,3.54,0.64,84.41,0.14,0.0,52.26,0.42,0.35,0.0,0.28,0.07,63.52,0.14,0.0,0.0,0.0,0.64,0.28,0.0,0.0,0.0,0.0,3.33,2.41,0.57,2.97,0.35,4.74,1.27,0.71,1.35,0.17,81.14,94.54,95.95,97.36,75.26,68.18,0.0
Aaron Meijers,nl NED,DF,36,1987,17,9,753,0.0,0.01,0.24,0.0,0.0,0.0,1.67,0.0,35.02,48.17,16.02,18.41,15.18,19.12,2.75,7.53,0.0,0.05,0.06,0.84,2.75,0.96,0.12,3.35,1.31,3.35,2.63,1.79,0.96,1.2,0.48,0.12,1.2,2.63,1.43,1.2,1.2,2.87,0.0,57.01,3.94,19.0,25.82,12.55,0.36,57.01,0.36,0.12,25.58,1.31,0.6,0.12,0.36,0.24,30.36,2.63,0.12,0.12,0.0,0.6,1.08,0.12,0.0,0.0,0.0,2.99,2.15,1.2,3.35,0.6,9.92,1.67,1.55,2.15,-1.0,64.18,72.7,87.02,79.39,36.52,48.87,33.33
Aaron Mejía Montoya,mx MEX,MF,23,2001,30,19,1813,0.0,0.01,0.3,0.0,0.0,0.0,1.64,0.15,37.18,44.58,19.76,21.64,14.0,16.88,2.43,3.82,0.05,0.06,0.03,0.6,3.38,0.3,0.1,3.33,0.74,3.33,3.18,1.39,0.89,0.74,0.5,0.15,0.74,1.44,0.69,0.94,0.65,2.33,0.05,53.22,2.58,15.09,27.35,11.02,0.55,53.22,0.74,0.3,28.0,0.74,0.45,0.1,1.79,0.5,32.91,3.18,0.15,0.0,0.0,1.79,1.39,0.05,0.0,0.05,0.0,3.62,0.99,1.19,2.18,2.28,10.42,1.79,1.04,1.64,-1.0,45.41,83.4,91.31,82.94,63.61,57.6,40.54
Aaron Nicolás Molinas,ar ARG,MO,24-351,2000,15,13,1003,0.18,0.08,1.44,0.54,0.0,0.0,3.77,0.27,39.03,48.63,18.04,20.1,14.81,17.95,5.2,7.63,0.09,0.12,0.14,1.88,5.56,1.26,0.18,7.72,2.69,7.72,6.1,1.44,0.9,0.45,0.81,0.18,0.9,1.17,0.27,1.26,0.27,0.63,0.0,56.98,0.54,4.67,30.24,22.97,1.17,56.98,1.79,1.44,31.85,2.69,2.15,0.09,1.7,1.44,41.9,6.1,0.18,0.0,0.0,1.17,0.63,0.0,0.0,0.0,0.0,4.13,0.54,1.53,2.06,3.14,22.61,4.04,2.69,1.79,1.25,26.21,80.26,89.75,82.51,68.15,68.97,80.45
Aaron Quirós,ar ARG,DF,23-261,2001,10,8,680,0.0,0.01,0.26,0.0,0.0,0.0,0.26,0.0,41.56,53.47,10.46,12.57,25.68,28.72,4.9,10.99,0.0,0.0,0.0,0.0,1.72,0.0,0.0,4.1,0.4,4.1,0.0,1.72,1.06,1.06,0.53,0.13,1.32,1.85,0.53,0.53,1.59,6.88,0.0,66.44,6.75,34.94,29.91,2.25,0.79,66.44,0.93,0.53,35.47,0.4,0.4,0.0,0.66,0.0,38.91,0.0,0.66,0.26,0.26,1.19,1.19,0.0,0.0,0.0,0.0,3.18,2.78,1.72,4.5,0.66,4.5,0.26,0.79,2.38,-1.0,61.78,77.73,83.21,89.42,44.59,66.67,56.99
Aaron Ramsey,wls WAL,MF,33,1990,9,6,564,0.0,0.13,1.6,0.64,0.0,0.0,2.39,0.16,45.64,59.04,19.47,22.98,20.43,22.82,4.47,8.94,0.0,0.03,0.05,1.6,4.79,1.12,0.16,5.74,1.44,5.74,4.15,2.55,1.44,0.48,1.6,0.48,1.12,1.91,0.8,0.64,0.96,0.48,0.0,69.57,2.55,14.04,39.1,17.23,1.28,69.57,0.96,0.32,37.5,1.44,1.91,0.0,1.44,1.6,45.48,4.15,0.16,0.0,0.0,2.39,1.12,0.64,0.0,0.0,0.16,5.74,0.48,1.28,1.76,3.03,15.48,2.55,2.55,2.55,-1.0,27.27,77.3,84.73,89.53,50.0,57.4,33.33
Aarón Arredondo,mx MEX,MF,21,2003,2,2,179,0.0,0.0,1.51,0.0,0.0,0.0,2.51,0.5,47.77,52.79,15.59,17.09,24.13,25.14,7.54,9.05,0.5,0.15,0.1,1.51,5.03,0.5,0.0,6.03,0.5,6.03,1.01,1.51,1.01,0.5,1.01,0.0,0.5,1.01,0.5,1.01,1.01,1.51,0.0,59.33,3.02,15.08,38.72,6.54,0.0,59.33,0.5,0.5,41.73,0.5,1.01,0.0,1.51,0.0,43.74,1.01,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5.03,0.0,0.5,0.5,1.51,8.55,3.02,0.5,1.51,0.0,0.0,90.49,91.22,95.98,83.31,59.92,100.0
Abdelkahar Kadri,dz ALG,MO,24,2000,23,19,1659,0.05,0.16,1.95,0.43,0.0,0.0,4.29,0.43,35.59,46.0,14.86,17.31,13.35,16.55,5.32,8.9,0.33,0.2,0.2,1.63,4.23,1.03,0.05,5.64,2.5,5.64,4.72,1.84,1.03,0.65,0.81,0.38,0.81,1.41,0.6,1.52,0.65,0.65,0.11,58.86,1.36,8.08,26.85,24.95,1.46,58.86,4.5,2.39,38.46,2.5,2.6,0.27,2.33,1.57,35.7,4.72,0.38,0.05,0.05,0.49,1.46,0.22,0.0,0.0,0.05,4.94,0.16,1.19,1.36,3.91,17.58,4.72,2.82,1.84,-0.69,11.76,77.37,85.85,80.66,59.78,56.62,53.11
Abdoulay Diaby,ml MLI,MO,33,1991,12,9,894,0.1,0.26,1.91,1.11,0.0,0.0,1.61,0.2,14.7,21.24,7.25,9.26,5.44,7.05,1.31,2.72,0.1,0.04,0.04,0.4,1.21,0.5,0.1,2.11,1.11,2.11,4.83,0.4,0.3,0.0,0.3,0.1,0.2,0.6,0.4,0.4,0.5,0.4,0.0,30.6,0.5,3.32,14.6,13.09,3.52,30.6,1.81,0.6,18.12,1.11,0.81,0.5,1.81,1.21,20.94,4.83,0.1,0.0,0.0,1.51,1.11,0.5,0.0,0.0,0.0,2.11,1.41,1.11,2.52,3.02,12.89,1.81,4.63,0.5,-0.62,55.95,69.21,78.29,77.16,48.16,50.0,33.15
Abdoulaye Kamara,gn GUI,MO,19,2004,5,0,124,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,58.06,62.42,29.76,32.66,24.68,26.13,2.18,2.18,0.0,0.0,0.0,0.73,3.63,0.0,0.0,6.53,1.45,6.53,2.18,2.18,1.45,2.18,0.0,0.0,0.73,2.18,1.45,2.9,0.0,0.0,0.73,74.03,1.45,20.32,47.18,7.98,0.0,74.03,2.18,1.45,45.73,1.45,2.18,0.0,3.63,0.73,48.63,2.18,0.73,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,9.44,0.73,0.73,1.45,4.35,12.34,2.9,0.0,2.18,0.0,50.34,93.02,91.12,94.45,100.0,50.0,66.51
Abdoulaye Sissako,fr FRA,MF,26,1998,24,18,1580,0.11,0.06,0.68,0.28,0.0,0.0,1.2,0.11,32.07,40.33,12.47,15.55,15.21,17.72,3.53,4.78,0.06,0.06,0.03,0.46,2.62,0.06,0.0,3.87,0.97,3.87,1.08,2.62,1.31,1.14,1.03,0.46,1.31,2.56,1.25,1.31,1.25,2.68,0.0,51.84,3.36,14.98,27.46,10.14,1.31,51.84,1.2,0.46,32.3,0.97,1.59,0.23,1.25,1.2,28.31,1.08,0.28,0.0,0.0,0.91,0.68,0.0,0.0,0.0,0.0,6.09,1.94,1.71,3.65,2.45,7.01,1.31,1.59,2.62,0.83,53.15,79.52,80.19,85.84,73.85,50.58,38.33
Abdurrahman Burak Sayın,0,FW,0,0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,22.5,22.5,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,22.5,0.0,22.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,22.5,22.5,0.0,45.0,22.5,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Abdülkadir Ömür,tr TUR,MO,25,1999,20,12,1064,0.0,0.07,0.68,0.25,0.0,0.0,2.62,0.17,27.24,35.7,16.41,18.61,8.46,10.83,1.02,2.54,0.0,0.07,0.08,1.1,1.78,1.1,0.25,2.96,2.03,2.96,5.5,1.35,1.02,0.42,0.93,0.0,0.25,1.02,0.76,0.76,0.42,0.42,0.0,44.58,1.02,8.63,17.59,19.03,1.86,44.58,2.11,0.59,25.71,2.03,1.27,0.17,1.52,1.18,30.45,5.5,0.08,0.0,0.0,0.85,1.52,0.17,0.0,0.0,0.0,4.14,0.34,2.37,2.71,2.71,15.99,2.79,3.38,1.27,-1.0,12.55,76.3,88.18,78.12,40.16,53.59,27.96
Abel Paredes,py PAR,DF,28-053,1997,2,0,23,0.0,0.0,3.91,3.91,0.0,0.0,0.0,0.0,54.78,58.7,31.3,35.22,15.65,15.65,7.83,7.83,0.0,0.0,0.0,0.0,7.83,0.0,0.0,7.83,3.91,7.83,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.43,0.0,11.74,31.3,27.39,0.0,70.43,0.0,0.0,35.22,3.91,0.0,0.0,0.0,0.0,35.22,3.91,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,93.32,88.87,100.0,100.0,0.0,0.0
Abiel Osorio,ar ARG,FW,23-036,2002,15,11,919,0.2,0.29,2.64,0.59,0.0,0.0,1.27,0.1,12.83,19.29,5.78,8.23,5.29,7.05,0.98,1.57,0.0,0.02,0.04,0.49,1.86,0.59,0.1,1.86,1.47,1.86,6.37,0.29,0.29,0.0,0.2,0.1,0.1,0.1,0.0,0.78,0.1,1.76,0.0,33.39,1.86,2.64,16.06,14.89,5.19,33.39,2.25,0.88,17.24,1.47,0.88,0.69,3.72,1.66,23.41,6.37,0.2,0.0,0.0,1.47,1.18,0.69,0.0,0.0,0.0,1.27,2.55,6.37,8.91,5.39,16.06,1.37,6.56,0.39,-0.31,28.62,66.51,70.23,75.04,62.42,100.0,39.11
Abner,br BRA,DF,21-091,2004,6,5,495,0.0,0.02,0.18,0.0,0.0,0.0,0.18,0.18,38.73,45.64,11.45,12.36,23.09,24.55,4.0,8.18,0.18,0.04,0.02,0.18,0.91,0.18,0.0,0.73,0.55,0.73,0.18,0.91,0.36,0.73,0.18,0.0,0.18,1.64,1.45,1.82,1.45,5.64,0.0,56.0,8.36,38.0,18.0,0.73,0.55,56.0,0.73,0.73,33.45,0.55,0.0,0.0,0.55,0.18,38.0,0.18,0.18,0.0,0.0,0.36,0.36,0.18,0.0,0.0,0.0,2.73,2.91,0.73,3.64,0.73,1.64,0.36,0.73,0.55,-1.0,79.95,84.86,92.64,94.05,48.9,21.18,100.0
Abraham Bass,mx MEX,MF,22,2001,1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,27.0,0.0,9.0,9.0,9.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,18.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Abu Kamara,eng ENG,FW,21,2003,38,25,2273,0.2,0.19,1.43,0.55,0.0,0.0,2.93,0.2,19.52,27.56,11.52,14.21,6.14,8.63,0.75,1.58,0.12,0.17,0.13,1.23,0.51,0.79,0.32,1.35,3.25,1.35,8.47,1.54,0.99,0.87,0.36,0.32,0.55,1.31,0.75,0.99,0.67,1.11,0.0,38.57,1.39,6.45,13.26,19.56,3.76,38.57,2.02,0.79,20.55,3.25,1.47,1.35,2.02,1.03,25.14,8.47,0.04,0.0,0.0,0.79,1.11,0.2,0.04,0.0,0.0,3.37,1.54,1.86,3.41,3.05,21.54,3.13,6.22,1.54,0.05,45.16,70.83,81.07,71.15,47.47,54.04,39.11
Adalberto Carrasquilla,pa PAN,MF,25,1998,15,11,1010,0.09,0.15,1.43,0.36,0.09,0.09,4.19,0.36,36.89,47.23,16.57,19.07,15.15,18.71,4.28,7.4,0.09,0.16,0.2,2.32,5.88,1.51,0.09,6.24,2.67,6.24,3.48,0.71,0.62,0.27,0.27,0.18,0.18,0.71,0.53,1.16,0.62,0.36,0.0,55.51,0.53,5.79,33.06,17.64,1.25,55.43,2.5,1.51,32.88,2.67,2.67,0.45,2.05,1.69,42.24,3.48,0.36,0.0,0.0,1.78,1.43,0.0,0.09,0.0,0.0,5.26,0.36,0.62,0.98,3.74,15.86,4.54,3.3,0.8,-0.4,36.73,78.11,86.89,80.97,57.84,56.34,60.4
Adalberto Peñaranda,ve VEN,FW,28-049,1997,4,1,129,0.0,0.07,1.4,0.7,0.0,0.0,2.79,0.0,22.33,30.7,11.16,13.95,6.98,8.37,1.4,2.79,0.0,0.07,0.0,0.7,1.4,0.7,0.7,0.7,3.49,0.7,8.37,2.09,2.09,0.7,1.4,0.0,0.0,0.7,0.7,2.79,0.0,0.0,0.7,46.74,0.7,3.49,20.23,25.12,4.88,46.74,4.19,2.09,27.21,3.49,2.79,1.4,4.88,4.19,33.49,8.37,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0,2.79,1.4,3.49,4.88,9.07,20.93,2.79,7.67,2.09,-1.0,28.69,72.74,80.0,83.39,50.18,74.91,49.88
Adam Armstrong,eng ENG,FW,27,1997,16,12,1008,0.27,0.34,2.14,0.8,0.09,0.09,1.52,0.09,13.48,17.32,7.5,9.11,4.91,5.62,0.8,1.52,0.0,0.04,0.04,0.62,0.54,0.36,0.0,0.98,1.25,0.98,4.11,0.8,0.62,0.09,0.36,0.36,0.27,0.45,0.18,0.36,0.0,0.18,0.0,24.82,0.36,2.23,11.07,12.14,3.39,24.73,1.7,0.89,15.18,1.25,1.07,0.45,1.43,1.07,17.14,4.11,0.0,0.0,0.0,1.43,0.62,0.71,0.0,0.0,0.0,2.23,0.36,1.25,1.61,2.5,10.45,1.61,4.2,0.89,-0.21,22.36,77.83,82.33,87.37,52.63,71.2,52.35
Adam Beaudry,us USA,GK,19-092,2006,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,1.0,1.0,5.0,5.0,6.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,100.0,100.0,28.57,0.0,0.0
Adam Davies,wls WAL,GK,32,1992,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33,32.33,4.33,4.33,11.33,11.33,8.67,16.33,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,33.33,27.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.26,100.0,100.0,53.09,0.0,0.0
Adam Forshaw,eng ENG,MF,32,1991,32,12,1246,0.07,0.04,0.94,0.36,0.0,0.0,1.16,0.0,38.86,46.66,17.99,20.22,15.89,17.99,4.33,6.28,0.0,0.01,0.02,0.51,3.68,0.14,0.07,3.9,0.51,3.9,1.44,2.82,1.73,1.44,1.01,0.36,1.3,2.24,0.94,0.65,0.87,1.44,0.0,55.62,1.73,14.66,34.31,7.58,0.43,55.62,0.65,0.36,31.13,0.51,0.36,0.14,1.01,0.65,35.9,1.44,0.51,0.07,0.07,1.52,1.88,0.0,0.0,0.0,0.0,4.55,0.65,0.65,1.3,1.66,7.3,1.16,0.79,3.03,0.75,50.0,83.28,88.97,88.33,68.95,59.88,55.38
Adam Idah,ie IRL,FW,23,2001,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,30.0,15.0,18.0,6.0,12.0,0.0,0.0,0.0,0.3,0.3,3.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,9.0,21.0,9.0,33.0,0.0,0.0,21.0,3.0,0.0,3.0,3.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,3.0,12.0,0.0,0.0,0.0,70.0,83.33,50.0,0.0,0.0,0.0
Adam Kayed,ps PLE,MF,22,2002,16,5,466,0.19,0.12,1.55,0.39,0.0,0.0,2.7,0.0,26.46,34.96,16.8,19.89,7.34,9.66,0.58,1.74,0.0,0.04,0.1,1.16,0.97,0.39,0.19,1.55,3.28,1.55,6.18,3.48,1.93,1.35,1.55,0.58,1.35,2.51,1.16,1.16,0.58,2.32,0.0,49.64,1.55,10.43,22.02,18.15,3.86,49.64,3.48,1.55,23.95,3.28,2.7,0.97,1.35,2.51,29.74,6.18,0.0,0.0,0.0,0.97,0.0,0.19,0.0,0.19,0.0,4.06,0.19,0.97,1.16,3.86,17.19,2.7,5.41,3.28,0.58,16.38,75.69,84.46,75.98,33.33,54.76,44.54
Adam Nhaili,be BEL,MO,18,2005,8,1,204,0.0,0.04,0.88,0.88,0.0,0.0,1.32,0.88,32.65,38.82,16.76,18.97,14.56,15.88,0.44,0.88,0.44,0.13,0.13,0.88,1.32,0.44,0.44,3.09,2.65,3.09,4.85,0.88,0.44,0.88,0.0,0.0,0.0,0.44,0.44,0.44,0.44,0.44,0.0,46.76,0.44,8.82,26.91,11.91,1.32,46.76,2.21,0.88,33.97,2.65,1.76,0.88,3.09,2.21,36.18,4.85,0.0,0.0,0.0,1.76,0.88,0.0,0.0,0.0,0.0,4.41,0.44,0.0,0.44,5.29,15.44,2.21,3.09,0.44,-1.0,100.0,84.11,88.35,91.69,50.0,33.33,39.82
Adam Randell,eng ENG,MF,23,2000,39,39,3378,0.03,0.04,0.8,0.19,0.0,0.0,2.24,0.16,33.92,45.72,13.13,15.03,15.13,18.36,4.9,9.88,0.08,0.09,0.1,1.15,3.52,0.61,0.13,4.32,0.69,4.32,0.93,1.76,1.04,0.59,1.01,0.16,0.85,1.68,0.83,1.28,1.31,2.77,0.13,56.32,3.38,14.39,32.32,10.2,0.29,56.32,1.09,0.56,22.94,0.69,0.8,0.13,0.99,0.69,28.59,0.93,0.19,0.0,0.0,1.07,1.17,0.05,0.03,0.0,0.0,4.45,1.44,1.09,2.53,1.68,6.87,2.4,1.17,1.89,-0.25,56.92,74.19,87.36,82.41,49.6,54.94,51.38
Adam Saldaña,us USA,MF,23-162,2002,2,2,180,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,43.5,46.0,17.0,18.5,21.5,22.5,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,2.0,0.5,2.0,0.5,2.5,2.0,1.5,1.0,0.0,2.0,2.5,0.5,2.0,0.5,1.5,0.5,54.0,4.0,14.0,34.0,6.0,0.0,54.0,0.5,0.5,35.0,0.5,1.0,0.0,1.0,0.0,37.0,0.5,0.5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,0.5,1.0,3.5,0.5,0.5,4.0,0.0,100.0,94.57,91.89,95.56,100.0,80.0,100.0
Adamo Nagalo,bf BFA,DF,21,2002,6,1,168,0.0,0.0,0.54,0.0,0.0,0.0,1.07,0.0,85.71,90.0,30.54,31.61,49.29,49.82,4.29,6.96,0.0,0.05,0.11,0.54,12.32,1.07,0.0,10.71,0.54,10.71,1.07,2.68,1.61,1.61,1.07,0.0,0.54,0.54,0.0,1.07,0.54,5.89,0.0,103.39,6.43,35.89,63.75,4.29,1.07,103.39,0.0,0.0,70.18,0.54,0.0,0.0,0.54,0.0,71.79,1.07,0.0,0.0,0.0,1.61,1.07,0.0,0.0,0.0,0.0,6.96,4.82,2.68,7.5,0.54,13.39,1.07,2.14,2.14,0.0,64.27,95.23,96.61,98.94,61.64,66.77,0.0
Adem Zorgane,dz ALG,MF,24,2000,30,30,2693,0.03,0.04,0.84,0.23,0.0,0.0,5.21,0.33,73.16,90.53,28.98,32.28,31.05,36.93,10.49,17.24,0.13,0.22,0.3,2.61,10.03,2.87,0.5,12.77,1.27,12.77,1.87,2.67,1.8,1.07,1.3,0.3,1.17,2.97,1.8,1.44,1.0,1.3,0.07,99.56,3.41,18.15,56.15,25.87,0.94,99.56,1.37,0.9,71.02,1.27,2.07,0.2,0.9,1.04,67.21,1.87,0.1,0.0,0.0,0.77,0.17,0.0,0.0,0.0,0.0,8.19,0.74,0.7,1.44,1.94,17.78,5.55,4.51,2.97,-0.25,51.39,80.81,89.78,84.08,60.85,52.66,65.69
Ademir Santos,br BRA,FW,30-153,1995,15,8,719,0.0,0.14,1.38,0.38,0.0,0.0,3.88,0.25,24.41,33.67,13.27,16.15,8.01,11.02,2.13,4.26,0.0,0.18,0.25,1.38,1.13,2.13,1.0,3.5,4.13,3.5,12.27,1.75,1.13,0.38,0.75,0.63,0.88,2.5,1.63,0.63,0.25,0.38,0.0,46.94,0.25,3.88,14.52,29.29,3.13,46.94,5.13,2.0,27.66,4.13,2.63,0.88,2.63,1.38,33.55,12.27,0.25,0.0,0.0,1.25,3.0,0.5,0.0,0.0,0.0,3.5,1.0,2.13,3.13,4.01,32.17,4.13,7.13,2.0,-1.0,31.95,72.5,82.17,72.69,50.0,47.29,38.99
Aderlan Santos,br BRA,DF,35,1989,28,26,2178,0.0,0.05,0.54,0.08,0.0,0.0,0.45,0.12,38.43,44.67,9.63,10.99,24.17,25.99,3.97,6.4,0.0,0.0,0.01,0.0,0.79,0.17,0.0,1.12,0.12,1.12,0.12,1.74,1.03,1.16,0.58,0.0,0.95,1.36,0.41,1.32,1.12,8.31,0.08,58.8,11.53,37.23,20.99,0.91,0.58,58.8,0.08,0.08,27.15,0.12,0.04,0.0,0.33,0.0,32.48,0.12,0.17,0.0,0.0,0.95,0.21,0.04,0.0,0.0,0.12,4.21,2.85,1.49,4.34,0.33,1.49,0.58,0.74,1.98,-1.0,65.67,86.03,87.63,93.0,62.03,63.87,100.0
