Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Isaías Violante,mx MEX,MO,20,2003,25,13,1216,0.44,0.28,2.37,1.04,0.0,0.0,2.96,0.59,23.83,31.38,12.36,14.73,9.4,11.77,1.33,2.15,0.3,0.1,0.14,0.96,1.04,0.52,0.0,1.63,3.63,1.63,6.07,0.96,0.67,0.44,0.37,0.15,0.74,1.55,0.81,0.81,0.59,0.74,0.0,40.86,1.04,6.51,18.28,16.95,3.55,40.86,1.85,0.96,24.94,3.63,1.78,1.78,1.7,0.67,29.01,6.07,0.3,0.0,0.0,1.55,0.81,0.15,0.0,0.0,0.0,2.44,0.74,1.04,1.78,2.37,17.39,3.55,5.85,1.41,0.57,41.57,75.94,83.91,79.86,61.86,56.18,51.89
Isidro Pitta,py PAR,FW,25-339,1999,11,2,314,1.15,0.29,2.87,2.01,0.0,0.0,2.87,0.57,19.2,24.65,11.75,13.18,5.45,7.74,0.29,1.43,0.29,0.2,0.2,1.15,1.43,1.15,0.0,3.44,2.29,3.44,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.57,0.0,1.15,0.0,34.39,0.86,3.44,15.19,16.62,4.3,34.39,2.01,0.86,20.92,2.29,2.01,0.29,2.58,0.29,24.94,6.88,0.86,0.0,0.0,2.01,1.43,1.15,0.0,0.0,0.0,3.44,2.01,2.87,4.87,2.87,19.49,3.44,5.73,0.0,2.97,41.27,77.89,89.15,70.41,20.28,0.0,42.79
Islam Slimani,dz ALG,MO,36,1988,9,1,221,0.41,0.2,2.04,0.41,0.0,0.0,2.44,0.0,22.4,31.36,9.77,14.66,8.55,9.37,4.07,4.89,0.0,0.04,0.04,1.22,1.63,0.41,0.0,2.04,0.41,2.04,5.7,0.81,0.41,0.81,0.0,0.0,0.41,1.22,0.81,0.0,0.0,1.22,0.0,42.35,1.63,4.48,21.18,16.7,4.48,42.35,1.22,0.41,27.69,0.41,1.63,0.41,1.63,0.81,27.29,5.7,0.41,0.0,0.0,0.0,1.22,1.22,0.0,0.0,0.0,2.04,2.04,4.07,6.11,2.44,13.85,2.44,5.29,0.81,1.05,33.39,71.43,66.64,91.25,83.23,40.39,33.61
Ismael,pt POR,MF,25,1999,29,25,2021,0.04,0.08,0.49,0.09,0.0,0.0,1.78,0.13,37.9,44.84,18.88,21.11,13.94,15.59,3.47,5.3,0.04,0.03,0.03,0.67,3.79,0.45,0.13,4.23,0.62,4.23,1.56,3.12,1.65,1.43,1.47,0.22,1.07,1.78,0.71,1.2,1.56,2.18,0.04,56.16,2.36,16.03,32.82,8.1,0.58,56.16,0.58,0.31,26.85,0.62,0.62,0.09,1.34,0.8,35.23,1.56,0.27,0.0,0.0,1.91,1.6,0.0,0.0,0.0,0.0,4.32,1.16,1.25,2.4,2.14,7.97,1.91,1.25,2.72,-0.5,48.33,84.52,89.44,89.42,65.47,55.51,53.45
Ismael Govea,mx MEX,DF,27,1997,16,11,1011,0.0,0.02,0.45,0.18,0.0,0.0,0.89,0.0,41.39,50.92,15.13,17.45,20.03,22.61,5.52,8.64,0.0,0.04,0.03,0.27,3.38,0.36,0.36,3.12,0.8,3.12,1.6,2.05,1.34,1.6,0.45,0.0,1.34,1.87,0.53,1.42,0.71,5.79,0.0,63.56,6.23,28.93,30.36,4.45,0.53,63.56,0.18,0.18,33.56,0.8,0.27,0.0,1.16,0.27,39.17,1.6,0.18,0.09,0.0,1.07,0.62,0.0,0.0,0.09,0.0,3.03,1.51,1.34,2.85,1.42,7.12,0.89,1.25,2.67,-1.0,52.98,81.28,86.7,88.59,63.89,68.37,100.0
Ismael Saibari,ma MAR,MF,23,2001,29,20,1782,0.56,0.57,4.24,1.77,0.0,0.0,4.9,1.01,37.58,44.44,19.85,22.37,13.84,15.56,2.17,3.23,0.56,0.19,0.28,2.07,3.54,1.41,0.2,5.61,4.09,5.61,8.69,1.97,0.96,0.71,0.86,0.4,0.91,1.67,0.76,0.91,0.61,0.86,0.05,59.65,1.01,7.42,26.97,26.11,6.92,59.65,3.03,1.46,35.2,4.09,2.68,1.46,2.83,1.41,45.05,8.69,0.1,0.0,0.0,1.26,1.01,0.25,0.0,0.0,0.0,4.39,0.61,0.71,1.31,4.24,27.07,5.91,10.0,1.87,-0.02,46.56,84.56,88.73,88.95,67.18,51.37,48.18
Ismael Sosa,ar ARG,MO,38-182,1987,12,1,282,0.0,0.22,2.55,1.28,0.0,0.0,3.83,0.0,24.26,35.43,13.72,17.23,7.02,10.85,2.87,5.11,0.0,0.1,0.13,2.23,1.91,0.64,0.32,3.19,1.28,3.19,11.81,2.23,0.96,0.0,1.28,0.96,0.96,1.91,0.96,0.64,0.96,0.0,0.0,47.55,0.0,2.55,17.87,27.45,4.47,47.55,1.91,0.64,22.66,1.28,0.96,0.64,1.91,0.96,30.96,11.81,0.32,0.0,0.0,1.91,1.6,0.96,0.0,0.0,0.0,3.83,0.32,2.23,2.55,2.87,28.09,3.83,6.06,1.91,-1.0,12.55,68.47,79.63,64.7,56.16,46.38,33.51
Ismaël Gharbi,es ESP,MO,20,2004,23,13,1058,0.34,0.24,2.47,0.77,0.0,0.0,4.59,0.77,34.03,45.77,18.2,20.76,10.38,13.36,3.74,7.23,0.26,0.12,0.14,1.62,2.04,1.36,0.09,3.91,2.98,3.91,9.78,2.3,1.36,0.6,1.02,0.68,1.28,3.23,1.96,1.28,0.43,0.51,0.0,61.33,0.43,4.25,22.71,35.13,3.66,61.33,4.51,1.79,36.58,2.98,2.21,1.28,2.98,1.87,41.68,9.78,0.17,0.0,0.0,1.45,2.81,0.09,0.09,0.0,0.0,5.36,0.17,0.77,0.94,4.85,26.46,5.36,6.38,2.64,0.42,18.09,74.35,87.67,77.69,51.73,47.74,39.69
Ismaël Kandouss,ma MAR,MF,26,1997,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,67.5,0.0,0.0,22.5,22.5,22.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,112.5,22.5,45.0,67.5,0.0,0.0,112.5,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,100.0,50.0,0.0,0.0
Israel Larios,mx MEX,MO,21,2003,11,1,186,0.0,0.1,2.42,0.48,0.0,0.0,1.94,0.0,26.13,37.26,15.97,17.9,9.19,13.55,0.48,1.94,0.0,0.05,0.05,0.48,0.97,0.48,0.48,1.94,2.9,1.94,9.68,3.87,2.42,0.97,1.94,0.97,0.48,1.45,0.97,0.48,0.48,0.0,0.0,56.61,0.48,3.87,27.58,26.13,4.35,56.61,9.68,1.94,33.87,2.9,1.94,0.0,5.32,2.42,37.26,9.68,0.0,0.0,0.0,1.94,1.94,0.0,0.0,0.0,0.0,5.81,1.94,1.94,3.87,7.74,24.19,1.94,5.32,2.9,-1.0,50.13,70.13,89.22,67.82,24.74,54.51,20.04
Israel Luna,mx MEX,MF,22,2002,2,0,40,0.0,0.22,2.25,0.0,0.0,0.0,0.0,0.0,76.5,83.25,31.5,36.0,36.0,36.0,9.0,11.25,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.25,2.25,11.25,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,2.25,0.0,0.0,0.0,99.0,0.0,9.0,60.75,31.5,0.0,99.0,0.0,0.0,65.25,2.25,2.25,0.0,4.5,2.25,72.0,4.5,2.25,0.0,0.0,4.5,2.25,0.0,0.0,0.0,0.0,2.25,2.25,2.25,4.5,6.75,22.5,0.0,0.0,0.0,-1.0,50.0,91.89,87.5,100.0,80.0,0.0,0.0
Israel Poblete,cl CHI,MO,30-027,1995,6,4,366,0.25,0.17,0.74,0.49,0.0,0.0,2.46,0.0,35.9,44.51,17.46,20.66,13.03,15.49,3.69,4.92,0.0,0.05,0.05,1.23,5.16,0.25,0.25,4.67,1.48,4.67,4.67,4.18,2.21,1.72,2.21,0.25,0.98,1.72,0.74,0.25,0.74,1.23,0.0,55.82,0.74,8.11,34.18,14.02,1.48,55.82,0.25,0.0,27.3,1.48,1.72,0.0,1.72,2.46,36.39,4.67,0.25,0.0,0.0,1.97,0.49,0.25,0.0,0.0,0.0,3.69,0.25,0.49,0.74,4.18,15.49,2.46,1.97,3.2,0.47,33.78,80.66,84.51,84.12,75.0,54.07,0.0
Israel Reyes,mx MEX,DF,24,2000,28,23,2141,0.08,0.08,0.67,0.25,0.0,0.0,1.13,0.08,47.33,53.93,14.67,16.23,22.24,24.34,9.58,12.11,0.0,0.01,0.04,0.29,4.54,0.5,0.13,4.16,0.5,4.16,0.84,1.13,0.8,0.67,0.46,0.0,0.8,1.05,0.25,0.97,2.14,2.98,0.04,63.31,5.04,29.05,30.52,4.29,0.84,63.31,0.46,0.29,36.28,0.5,0.59,0.04,0.76,0.25,42.5,0.84,0.08,0.0,0.0,0.67,0.29,0.04,0.0,0.04,0.0,3.99,2.02,1.47,3.49,1.01,6.35,1.22,1.51,1.6,0.0,57.88,87.76,90.39,91.37,79.11,73.39,63.04
Issa Kaboré,bf BFA,DF,23,2001,3,0,13,0.0,0.0,0.0,0.0,0.0,0.0,6.92,6.92,96.92,117.69,34.62,48.46,55.38,55.38,0.0,6.92,0.0,0.0,0.0,0.0,0.0,6.92,0.0,20.77,6.92,20.77,20.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,138.46,0.0,20.77,62.31,55.38,6.92,138.46,0.0,0.0,83.08,6.92,6.92,6.92,6.92,0.0,90.0,20.77,0.0,0.0,0.0,13.85,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,6.92,69.23,13.85,20.77,0.0,0.0,0.0,82.35,71.44,100.0,0.0,0.0,0.0
Issiaka Kamate,fr FRA,MO,19,2004,18,6,629,0.0,0.13,2.0,0.29,0.0,0.0,2.58,0.0,29.48,35.34,18.03,19.6,9.16,12.59,1.29,1.29,0.0,0.11,0.07,0.86,2.86,0.43,0.0,4.01,3.15,4.01,7.58,1.43,1.0,0.86,0.43,0.14,0.72,1.0,0.29,0.57,0.86,0.57,0.0,49.36,0.57,6.58,20.46,23.47,3.43,49.36,5.01,2.58,28.62,3.15,1.86,1.57,2.72,1.57,35.48,7.58,0.14,0.0,0.0,2.15,1.0,0.29,0.0,0.0,0.0,4.29,0.86,2.43,3.29,4.29,22.32,2.58,5.44,1.72,-1.0,26.14,83.42,91.99,72.76,100.0,70.78,51.5
Issiar Dramé,ml MLI,DF,25,1999,21,18,1589,0.0,0.04,0.4,0.11,0.0,0.0,0.4,0.06,20.84,25.2,5.55,6.4,12.86,13.76,2.15,4.13,0.0,0.01,0.03,0.17,0.91,0.0,0.0,1.08,0.91,1.08,0.4,1.25,0.68,0.96,0.28,0.0,0.57,0.85,0.28,1.25,1.3,7.42,0.17,39.08,7.93,24.35,13.03,1.98,1.42,39.08,0.91,0.57,16.48,0.91,0.06,0.11,0.96,0.45,17.84,0.4,0.17,0.0,0.0,1.42,0.85,0.06,0.06,0.17,0.06,3.74,2.04,1.87,3.91,1.42,2.78,0.45,1.53,1.25,-1.0,52.17,82.7,86.72,93.46,52.06,59.52,62.64
Iuri Tavares,cv CPV,MO,24-133,2001,5,0,24,0.0,0.38,3.75,0.0,0.0,0.0,0.0,0.0,30.0,45.0,22.5,30.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,7.5,0.0,7.5,0.0,3.75,0.0,0.0,0.0,3.75,0.0,0.0,0.0,11.25,3.75,0.0,0.0,71.25,0.0,0.0,30.0,41.25,3.75,71.25,7.5,3.75,45.0,0.0,3.75,0.0,7.5,0.0,48.75,0.0,0.0,0.0,0.0,7.5,0.0,3.75,0.0,0.0,0.0,3.75,7.5,11.25,18.75,7.5,7.5,0.0,7.5,0.0,-1.0,40.0,66.67,75.0,50.0,0.0,0.0,50.0
Iury de Castilho,br BRA,FW,29-316,1995,9,6,499,0.18,0.27,1.62,0.54,0.0,0.0,1.98,0.54,12.44,15.69,6.85,7.39,3.79,4.87,0.9,1.26,0.0,0.04,0.04,0.54,0.9,0.54,0.0,2.53,1.8,2.53,4.69,1.26,1.26,0.36,0.9,0.0,0.0,0.72,0.72,0.54,0.36,0.72,0.0,26.87,0.72,2.53,14.79,10.1,2.34,26.87,2.34,0.0,16.77,1.8,0.54,0.36,2.89,1.08,19.3,4.69,0.36,0.0,0.0,1.26,3.25,1.08,0.0,0.0,0.0,1.98,0.9,1.26,2.16,3.97,13.71,2.53,3.25,1.26,-0.33,41.67,79.29,92.69,77.82,71.43,63.64,0.0
Ivan Jaime Pajuelo,es ESP,FW,23,2000,9,5,443,0.41,0.24,2.64,1.22,0.0,0.0,3.45,1.02,24.79,30.07,15.64,16.86,7.72,9.14,0.81,1.83,0.41,0.12,0.12,1.42,1.42,1.22,0.41,5.08,1.63,5.08,7.52,0.41,0.2,0.2,0.2,0.0,0.41,1.22,0.81,0.61,0.41,0.61,0.0,41.44,0.61,3.05,13.81,24.79,4.88,41.44,3.25,1.42,29.46,1.63,2.03,1.42,2.64,2.44,35.55,7.52,0.2,0.0,0.0,0.81,2.84,0.41,0.0,0.0,0.0,3.25,0.61,0.61,1.22,5.08,21.74,4.47,7.92,0.61,0.71,50.0,82.44,92.76,84.46,44.26,37.42,43.69
Ivan Leguizamon,py PAR,MO,23-016,2002,6,6,468,0.38,0.15,2.5,0.58,0.0,0.0,4.23,0.38,24.42,31.35,14.81,16.73,8.65,10.96,0.96,1.35,0.19,0.1,0.04,1.54,0.77,0.58,0.38,0.77,5.0,0.77,9.42,2.12,1.54,0.58,0.96,0.58,1.15,2.12,0.96,1.92,1.15,0.58,0.0,49.23,0.0,4.62,21.54,24.42,4.42,49.23,6.73,1.73,35.19,5.0,2.12,1.54,3.08,1.92,35.58,9.42,0.19,0.0,0.0,0.58,4.62,0.19,0.0,0.0,0.0,5.19,0.19,2.12,2.31,5.0,24.62,4.62,6.92,2.69,1.53,8.23,77.89,88.52,78.92,71.11,63.44,25.71
Ivan Mesík,sk SVK,DF,23,2001,33,33,2909,0.03,0.03,0.65,0.06,0.0,0.0,0.65,0.0,45.08,52.13,14.82,16.27,24.78,26.79,5.17,8.23,0.0,0.01,0.04,0.09,3.03,0.28,0.0,3.4,1.3,3.4,0.43,0.87,0.5,0.53,0.34,0.0,0.31,0.62,0.31,1.73,1.11,7.98,0.0,65.93,11.51,37.44,25.4,3.37,1.08,65.93,0.43,0.22,37.96,1.3,0.93,0.12,0.5,0.19,41.55,0.43,0.28,0.0,0.0,1.21,0.8,0.15,0.0,0.0,0.03,3.71,1.21,0.93,2.13,0.68,5.57,0.65,1.49,0.8,0.0,56.81,86.48,91.09,92.5,62.82,54.36,51.16
Ivan Perišić,hr CRO,FW,35,1989,27,21,1799,0.45,0.24,2.1,0.85,0.0,0.0,3.85,0.65,36.67,50.68,20.66,24.21,10.96,15.81,3.85,6.8,0.45,0.27,0.34,2.05,2.25,2.6,1.5,4.65,3.75,4.65,12.41,1.15,0.9,0.3,0.6,0.25,0.75,1.8,1.05,1.5,0.3,1.1,0.0,60.78,1.25,5.85,21.71,33.72,5.2,60.78,1.45,0.75,35.17,3.75,1.75,1.35,1.45,0.8,44.92,12.41,0.2,0.0,0.0,0.85,0.35,0.25,0.05,0.0,0.0,3.9,0.9,0.9,1.8,2.25,33.22,4.5,10.66,1.65,0.88,50.0,72.36,85.34,69.32,56.62,55.93,51.72
Ivan Zlobin,ru RUS,GK,27,1997,15,15,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,29.73,5.6,5.67,10.6,10.8,4.93,13.07,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,32.47,29.13,32.27,0.2,0.0,0.0,32.47,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.53,0.0,0.13,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,71.31,98.77,98.15,37.72,0.0,0.0
Iver Fossum,no NOR,MF,28,1996,11,2,233,0.0,0.12,0.77,0.0,0.0,0.0,1.93,0.0,28.58,37.85,13.91,17.38,10.43,12.75,2.32,4.25,0.0,0.04,0.04,0.39,2.7,0.0,0.0,3.86,1.16,3.86,3.86,3.86,1.93,1.16,1.93,0.77,2.7,4.64,1.93,2.32,0.39,0.77,0.0,47.9,1.93,8.88,25.11,14.29,2.32,47.9,0.0,0.0,31.29,1.16,0.77,0.0,0.39,1.55,28.58,3.86,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,5.02,0.77,1.16,1.93,1.93,12.75,1.93,2.32,4.64,-1.0,39.9,75.51,80.03,81.8,54.59,54.47,0.0
Ivo Mammini,ar ARG,MO,22-095,2003,9,1,199,0.0,0.05,1.81,0.0,0.0,0.0,1.81,0.0,15.83,21.71,9.05,9.95,3.62,5.43,0.9,1.36,0.0,0.0,0.0,0.45,0.9,0.45,0.0,0.9,0.9,0.9,7.69,1.36,0.9,0.9,0.0,0.45,0.45,0.9,0.45,0.9,0.0,0.9,0.0,35.73,1.36,3.17,14.02,18.99,3.17,35.73,2.26,0.45,18.54,0.9,0.9,0.0,4.52,1.81,22.61,7.69,0.0,0.0,0.0,1.81,0.45,0.0,0.0,0.0,0.0,2.26,0.9,5.43,6.33,6.33,17.19,1.81,3.62,1.36,-1.0,14.22,72.92,90.95,66.67,66.18,59.73,19.91
Ivo Pinto,pt POR,DF,34,1990,31,29,2507,0.0,0.01,0.18,0.04,0.0,0.0,2.12,0.18,31.02,45.45,13.43,15.4,13.32,19.46,3.48,8.47,0.11,0.09,0.16,0.93,2.26,1.58,0.83,3.55,2.48,3.55,3.84,1.79,1.26,1.08,0.65,0.07,0.86,1.4,0.54,0.72,0.83,3.23,0.0,54.75,3.02,18.42,22.01,14.86,0.61,54.75,1.15,0.5,25.52,2.48,1.58,0.14,1.11,0.43,29.37,3.84,0.11,0.0,0.0,0.75,0.36,0.04,0.0,0.04,0.0,4.02,0.57,0.65,1.22,1.54,13.71,2.3,3.16,2.12,-1.0,46.72,68.25,87.21,68.45,41.09,66.46,43.48
Ivo Rodrigues,pt POR,MO,29,1995,24,16,1394,0.06,0.08,1.1,0.32,0.0,0.0,1.94,0.19,35.06,44.03,16.98,18.98,13.69,16.4,3.23,5.68,0.13,0.08,0.07,0.65,3.16,0.65,0.13,5.1,1.74,5.1,3.87,2.26,1.29,1.1,1.03,0.13,1.42,2.45,1.03,1.48,0.97,1.48,0.06,58.75,2.39,14.46,30.34,14.98,1.55,58.75,3.1,1.1,33.38,1.74,2.0,0.39,2.32,2.65,39.9,3.87,0.39,0.0,0.0,1.94,4.26,0.0,0.0,0.0,0.0,5.94,1.48,2.32,3.81,4.97,14.59,2.13,2.71,2.71,-0.25,38.85,79.63,89.46,83.48,56.87,57.54,35.48
Ivor Pandur,hr CRO,GK,24,2000,44,44,3960,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,37.64,46.14,12.41,12.45,19.34,19.61,5.05,13.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.14,48.61,34.77,48.02,0.59,0.0,0.0,48.61,0.02,0.02,31.64,0.0,0.0,0.0,0.0,0.0,30.05,0.0,0.07,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,1.2,0.32,0.0,0.32,0.0,0.02,0.18,0.0,0.0,0.0,100.0,81.58,99.68,98.62,38.85,0.0,100.0
Iván Angulo,co COL,MO,26-119,1999,23,21,1577,0.0,0.13,1.43,0.4,0.0,0.0,2.8,0.11,26.48,32.42,15.12,17.29,9.59,11.53,0.97,1.66,0.06,0.14,0.14,1.54,2.0,2.05,0.17,4.57,3.31,4.57,8.39,1.77,1.08,0.74,0.63,0.4,0.51,1.37,0.86,1.26,0.68,0.57,0.06,43.03,1.2,7.88,16.09,19.92,3.71,43.03,2.85,1.08,27.34,3.31,1.6,1.88,1.54,1.2,29.96,8.39,0.17,0.0,0.0,0.74,0.86,0.17,0.0,0.0,0.0,5.19,0.11,0.51,0.63,2.74,24.65,2.91,7.82,1.6,-1.0,17.46,81.68,87.45,83.17,58.43,50.64,37.89
Iván Franco,py PAR,MO,25-094,2000,3,3,219,0.41,0.29,2.05,0.82,0.0,0.0,2.47,0.0,25.07,31.64,14.38,16.44,7.4,9.45,2.05,3.7,0.0,0.0,0.04,0.41,2.47,0.0,0.0,2.47,1.64,2.47,3.7,2.05,0.82,0.82,0.41,0.82,0.0,2.05,2.05,2.05,1.64,0.82,0.0,44.38,0.41,11.51,20.14,14.38,3.7,44.38,2.05,1.23,22.6,1.64,0.82,0.82,0.0,1.23,25.89,3.7,0.0,0.0,0.0,2.05,0.82,0.41,0.0,0.0,0.0,6.58,2.47,2.47,4.93,1.23,11.51,2.47,4.52,0.82,0.41,50.1,79.24,87.47,78.31,55.41,20.0,60.0
Iván Fresneda,es ESP,MF,19,2004,18,11,961,0.28,0.18,0.84,0.56,0.0,0.0,1.4,0.19,40.27,49.82,21.82,25.01,15.73,17.98,1.97,3.47,0.0,0.09,0.07,0.75,2.25,0.84,0.37,3.93,2.62,3.93,6.56,2.43,1.59,0.94,0.94,0.56,1.22,2.25,1.03,1.78,0.94,1.22,0.0,62.56,1.69,12.83,30.34,19.85,1.87,62.56,2.15,0.56,34.09,2.62,1.12,0.37,1.69,0.56,35.68,6.56,0.19,0.0,0.0,1.22,1.12,0.09,0.0,0.0,0.0,4.87,0.28,1.4,1.69,2.25,19.67,1.59,3.47,2.81,0.56,16.57,80.83,87.25,87.49,56.77,60.04,26.05
Iván Gómez,ar ARG,MF,28-141,1997,18,17,1323,0.07,0.04,1.02,0.48,0.0,0.0,2.45,0.34,38.23,45.44,18.5,20.14,15.1,17.01,3.4,5.37,0.2,0.1,0.07,1.36,3.88,0.48,0.2,4.97,0.75,4.97,1.97,1.97,1.43,0.82,1.02,0.14,0.75,1.56,0.82,1.63,0.68,0.88,0.0,55.92,0.61,7.89,36.67,11.97,1.16,55.92,1.09,0.54,30.0,0.75,0.61,0.14,1.77,0.88,34.49,1.97,0.14,0.0,0.0,1.77,1.02,0.07,0.0,0.0,0.0,5.31,0.68,0.95,1.63,2.65,9.66,2.79,1.97,2.18,0.75,41.72,84.13,91.86,88.77,63.31,61.76,49.54
Iván Marcano,es ESP,DF,37,1987,11,11,941,0.1,0.06,0.67,0.1,0.0,0.0,0.77,0.1,65.71,74.22,21.52,23.05,36.44,38.45,7.36,11.09,0.0,0.05,0.03,0.38,4.78,0.1,0.1,4.59,0.86,4.59,0.48,1.24,0.67,0.67,0.48,0.1,0.67,0.86,0.19,0.67,1.15,3.92,0.0,83.21,6.6,32.9,44.86,5.64,0.96,83.21,0.19,0.19,48.11,0.86,0.1,0.0,0.57,0.0,63.22,0.48,0.0,0.0,0.0,0.96,0.38,0.0,0.0,0.1,0.0,3.54,2.68,1.24,3.92,0.57,6.41,0.86,1.15,1.34,0.67,68.37,88.53,93.36,94.77,66.37,63.81,100.0
Iván Marcone,ar ARG,MF,35-046,1990,16,14,1268,0.0,0.01,0.21,0.0,0.0,0.0,1.56,0.07,51.53,60.62,19.94,22.64,22.07,25.13,8.59,10.79,0.0,0.01,0.03,0.43,6.53,0.28,0.07,7.45,1.14,7.45,1.28,2.34,1.21,0.99,1.21,0.14,1.06,2.06,0.99,1.06,0.92,2.2,0.07,69.35,2.77,14.91,49.68,5.54,0.35,69.35,1.14,0.78,40.88,1.14,0.78,0.0,1.35,0.28,43.79,1.28,0.35,0.0,0.0,0.78,1.63,0.07,0.0,0.0,0.0,6.88,0.78,0.85,1.63,1.63,11.14,1.63,0.71,2.27,-1.0,47.85,85.0,88.07,87.82,79.61,51.59,68.42
Iván Morales Bravo,cl CHI,FW,25-355,1999,16,11,1074,0.08,0.21,1.84,0.42,0.0,0.08,1.59,0.08,10.39,15.17,5.78,7.46,3.52,4.44,0.67,1.42,0.0,0.06,0.03,0.84,0.92,0.25,0.0,1.68,2.01,1.68,4.44,0.25,0.08,0.17,0.08,0.0,0.08,0.59,0.5,0.5,0.08,0.34,0.0,24.64,0.08,1.59,11.56,11.9,2.68,24.55,2.6,1.34,14.41,2.01,1.34,0.84,3.02,1.76,17.6,4.44,0.17,0.0,0.0,1.34,1.34,0.34,0.0,0.0,0.0,2.68,0.25,2.01,2.26,4.78,12.57,1.68,3.77,0.17,-0.62,11.06,68.49,77.48,79.28,47.18,19.05,51.54
Iván Moreno,mx MEX,MF,26,1998,22,13,1210,0.15,0.11,1.19,0.3,0.0,0.0,1.86,0.37,24.62,33.4,12.27,15.1,9.67,11.9,1.93,3.5,0.22,0.13,0.15,0.89,2.23,0.89,0.3,3.42,1.41,3.42,3.94,2.68,1.49,1.34,1.12,0.22,1.41,2.6,1.19,0.52,0.45,1.56,0.0,44.93,1.79,9.22,21.27,14.95,2.83,44.93,2.16,1.19,23.06,1.41,1.12,0.97,2.31,1.12,29.83,3.94,0.22,0.0,0.0,1.12,1.19,0.0,0.07,0.0,0.0,2.9,0.37,0.3,0.67,3.42,12.72,2.23,4.98,2.9,0.36,55.22,73.71,81.26,81.26,55.14,54.92,55.09
Iván Márquez,es ESP,DF,30,1994,28,24,2210,0.08,0.04,0.49,0.12,0.0,0.0,0.98,0.08,50.09,58.07,15.27,17.02,30.54,33.56,3.91,6.48,0.0,0.01,0.06,0.08,2.24,0.12,0.0,2.24,0.41,2.24,0.33,1.1,0.61,0.73,0.33,0.04,0.73,1.02,0.29,1.3,1.18,5.74,0.04,69.39,9.9,36.81,30.38,2.57,0.98,69.39,0.24,0.16,37.18,0.41,0.2,0.04,0.45,0.16,45.77,0.33,0.16,0.0,0.0,1.1,0.57,0.04,0.0,0.04,0.04,2.08,3.18,2.04,5.21,0.61,3.3,1.06,1.14,1.34,1.0,61.04,86.26,89.72,91.0,60.34,63.21,66.67
