Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won
Lucas Beltrán,ar ARG,MO,23,2001,44,26,2443,6,6.4,37,11,2,3,83,10,597,762,320,383,203,245,35,58,4,4.1,2.5,38,49,19,3,81,33,81,127,31,14,13,11,7,11,29,18,18,6,16,0,1023,17,116,531,389,69,1020,41,21,633,33,25,11,55,49,759,127,6,0,0,38,58,4,2,0,0,86,37,63,100,104,368,93,102,25
Lucas Beraldo,br BRA,DF,20,2003,29,23,2153,1,1.0,14,5,0,0,23,3,2137,2260,820,850,1149,1188,136,167,0,0.4,0.9,8,185,14,2,137,10,137,0,40,31,31,9,0,24,38,14,17,23,65,4,2458,229,917,1459,88,17,2458,2,1,1467,10,16,0,11,2,1962,0,6,0,0,22,9,1,0,1,0,123,47,23,70,13,147,26,33,55
Lucas Bergvall,se SWE,MF,18,2006,39,21,2000,0,1.4,20,4,0,0,40,6,967,1104,461,498,399,444,81,110,2,1.4,1.4,20,76,16,3,91,47,91,59,57,31,22,24,11,26,49,23,29,36,38,4,1378,60,285,731,386,38,1378,70,36,848,47,43,6,36,27,913,59,5,0,0,32,26,0,1,0,1,121,15,14,29,63,256,46,63,57
Lucas Chevalier,fr FRA,GK,22,2001,44,44,3960,0,0.0,0,0,0,0,6,1,1110,1422,255,256,555,565,295,593,0,0.9,0.2,3,17,0,0,1,0,1,0,4,3,4,0,0,3,4,1,1,0,23,4,1521,1230,1512,10,0,0,1521,0,0,1000,0,0,0,0,0,857,0,1,0,0,0,8,0,0,0,0,83,7,0,7,0,1,7,0,6
Lucas Da Cunha,fr FRA,MF,23,2001,36,30,2613,3,2.0,37,14,0,0,110,7,1439,1702,722,789,534,600,122,211,2,3.8,4.7,55,140,29,9,154,63,154,85,45,25,17,19,9,20,39,19,18,17,30,1,1929,54,377,1031,528,40,1929,30,12,1200,63,52,13,20,16,1382,85,4,0,0,21,29,1,0,0,0,157,16,25,41,36,387,117,91,45
Lucas Digne,fr FRA,DF,31,1993,41,37,3094,0,1.2000000000000002,17,5,0,0,81,6,1262,1661,639,720,521,653,78,196,4,5.4,5.0,45,63,46,28,81,35,81,188,77,47,47,17,13,53,81,28,27,31,108,2,1977,124,663,629,697,34,1977,24,12,914,35,18,5,25,26,1082,188,6,0,0,24,21,9,0,0,0,135,44,30,74,51,492,87,113,100
Lucas Gourna-Douath,fr FRA,MF,20,2003,12,6,529,0,0.1,3,0,0,0,9,0,273,303,133,145,118,128,13,13,0,0.1,0.1,2,27,0,0,24,5,24,12,18,11,9,9,0,7,14,7,4,4,8,1,378,13,102,223,58,3,378,11,3,242,5,7,1,4,12,254,12,4,0,0,18,19,2,0,0,0,36,1,8,9,16,53,9,4,18
Lucas Hernández,fr FRA,DF,28,1996,21,11,995,0,0.0,3,0,0,0,13,0,907,993,345,364,513,541,34,59,0,0.1,0.2,1,59,1,0,57,6,57,5,26,19,14,10,2,16,25,9,15,8,44,2,1103,72,357,680,71,2,1103,3,2,572,6,11,0,5,3,798,5,2,0,0,9,9,0,0,0,1,48,16,8,24,8,73,13,3,35
Lucas Hey,dk DEN,DF,21,2003,2,2,155,0,0.1,1,0,0,0,2,0,106,116,41,42,59,63,5,10,0,0.0,0.0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,1,1,1,2,8,1,129,20,68,56,5,1,129,0,0,85,0,0,0,2,0,99,0,0,0,0,0,1,0,0,0,0,10,1,4,5,2,4,2,1,0
Lucas Höler,de GER,MO,30,1994,31,21,1867,6,7.7,34,17,0,1,51,6,390,595,242,334,101,154,7,15,4,2.9,1.7,22,34,9,1,47,21,47,122,37,24,18,15,4,9,24,15,29,7,36,0,854,40,132,382,352,89,853,34,18,395,21,12,7,52,24,571,122,3,0,0,30,30,8,0,0,0,68,80,61,141,76,312,57,106,33
Lucas Lima,br BRA,DF,32,1991,4,3,285,0,0.0,0,0,0,0,3,0,91,156,36,46,45,61,9,39,0,0.3,0.2,2,8,2,2,14,4,14,7,2,2,0,1,1,1,2,1,2,3,11,0,189,8,60,83,47,3,189,2,0,75,4,3,0,5,3,88,7,1,0,0,3,1,1,0,0,0,8,3,7,10,8,32,3,7,3
Lucas Lingman,fi FIN,MF,26,1998,4,2,223,0,0.1,2,1,0,0,6,1,137,174,59,66,66,79,11,24,0,0.4,0.3,5,22,2,0,15,3,15,3,3,0,1,2,0,1,5,4,1,2,1,0,190,7,46,122,22,2,190,1,1,117,3,1,1,4,1,131,3,1,0,0,3,1,0,0,0,0,17,2,0,2,5,24,7,5,1
Lucas Martínez Quarta,ar ARG,DF,28,1996,13,9,785,3,1.4,8,4,0,0,14,0,542,611,173,186,286,311,75,103,0,0.2,0.30000000000000004,7,41,4,2,45,13,45,2,23,13,17,6,0,12,18,6,13,15,44,2,730,82,350,346,41,14,730,6,6,491,13,4,1,8,4,488,2,3,0,0,12,5,1,0,0,0,45,24,20,44,12,62,14,21,25
Lucas Michal,fr FRA,MO,19,2005,11,0,156,0,0.2,3,1,0,0,9,1,40,51,24,27,11,14,0,1,0,0.9,0.6,1,0,2,0,4,4,4,11,5,3,3,2,0,2,4,2,3,3,2,0,78,3,10,31,42,9,78,5,1,48,4,7,1,2,5,50,11,0,0,0,5,6,1,0,0,0,8,3,8,11,7,30,10,12,5
Lucas Mincarelli,fr FRA,DF,20,2004,10,8,715,1,0.6,7,2,0,0,6,0,309,379,149,163,128,146,20,51,0,0.3,0.6,3,24,2,2,25,15,25,16,17,10,6,9,2,6,13,7,8,9,27,0,462,35,181,207,77,8,462,5,1,255,15,11,2,5,2,297,16,0,0,0,5,5,0,0,0,0,25,5,9,14,7,72,6,14,16
Lucas Ocampos,ar ARG,FW,30,1994,2,2,175,0,0.2,4,2,0,0,7,2,65,91,36,45,19,23,6,11,1,0.3,0.1,3,8,2,1,7,5,7,20,3,2,2,0,1,1,2,1,2,0,2,0,115,1,11,60,45,5,115,8,2,63,5,4,0,5,3,84,20,0,0,0,3,2,0,0,0,0,6,3,4,7,8,52,9,8,3
Lucas Oliveira Rosa,br BRA,DF,24,2000,24,24,2089,0,0.9,9,3,0,0,34,1,738,968,394,444,285,361,44,99,1,2.1,1.7,14,36,7,4,54,35,54,85,62,37,44,13,5,41,59,18,24,36,74,2,1240,80,470,522,264,24,1240,35,17,524,35,25,7,34,17,645,85,7,0,0,41,22,1,0,0,0,101,22,11,33,51,259,35,42,78
Lucas Paquetá,br BRA,MO,26,1997,33,27,2380,4,5.3,39,3,2,2,82,6,1126,1456,590,700,389,494,119,184,0,3.1,3.3,36,132,44,4,155,26,155,85,66,37,25,30,11,27,55,28,29,18,37,6,1796,62,367,989,454,59,1794,47,21,921,26,34,2,54,51,1268,85,10,0,0,53,62,6,0,1,0,149,48,57,105,105,351,88,109,64
Lucas Perri,br BRA,GK,26,1997,44,44,3990,0,0.0,0,0,0,0,8,1,1088,1439,240,241,612,624,235,566,0,0.0,0.1,2,26,0,0,1,0,1,0,1,1,1,0,0,0,4,4,2,0,27,1,1548,1284,1532,16,0,0,1548,0,0,968,0,0,0,1,2,816,0,1,0,0,1,5,0,0,0,0,44,16,0,16,3,1,9,0,1
Lucas Perrin,fr FRA,DF,25,1998,2,1,69,0,0.0,0,0,0,0,1,0,28,37,4,5,17,20,7,10,0,0.0,0.0,0,6,1,0,4,1,4,1,0,0,0,0,0,0,1,1,2,1,5,0,49,6,24,21,4,0,49,1,0,18,1,0,0,1,2,22,1,0,0,0,3,3,0,0,0,0,1,4,1,5,3,7,1,1,0
Lucas Stassin,be BEL,FW,19,2004,28,23,1887,12,7.0,44,23,0,0,34,8,350,473,223,269,90,114,15,23,4,3.4,3.1,18,13,12,1,35,26,35,149,16,11,3,5,8,6,20,14,10,3,8,0,655,9,39,273,347,85,655,36,15,326,26,13,13,57,20,455,149,4,0,0,32,26,7,1,0,0,34,15,29,44,77,359,42,111,17
Lucas Torreira,uy URU,MF,28,1996,9,9,764,0,0.2,4,0,0,0,31,2,490,544,211,232,224,242,48,55,1,0.2,0.4,6,41,9,0,63,5,63,18,26,14,7,14,5,15,25,10,12,12,16,0,644,30,115,430,103,9,644,5,2,372,5,7,1,3,4,438,18,3,0,0,9,14,0,0,0,0,54,4,2,6,7,104,33,19,29
Lucas Torró,es ESP,MF,30,1994,35,35,2957,3,2.3,31,7,0,0,38,3,1026,1363,481,607,428,527,87,162,0,1.2,1.7,10,114,5,0,109,10,109,30,74,41,34,35,5,36,64,28,36,45,70,3,1706,105,457,1004,262,55,1706,9,6,736,10,14,0,42,23,981,30,10,0,0,75,37,1,0,2,0,172,159,67,226,65,179,41,60,77
Lucas Tousart,fr FRA,MF,27,1997,15,6,561,0,0.4,9,5,0,0,12,2,108,162,68,86,30,47,6,16,1,0.5,0.6,3,7,4,0,18,4,18,13,17,9,6,9,2,5,12,7,11,7,27,0,264,31,84,128,57,20,264,11,5,94,4,0,1,8,5,101,13,2,0,0,11,6,0,0,0,0,32,20,15,35,13,48,14,25,14
Lucas Vázquez,es ESP,DF,33,1991,42,31,2764,2,1.9,23,7,0,0,82,9,1774,2047,964,1038,668,761,85,142,6,5.800000000000001,5.0,41,79,38,5,124,44,124,241,71,44,37,24,10,31,58,27,28,26,48,2,2340,80,617,985,751,75,2340,44,23,1320,44,21,22,44,15,1676,241,8,0,0,41,40,4,1,0,0,103,7,17,24,59,650,91,140,75
Lucien Agoume,fr FRA,MF,22,2002,35,24,2114,1,0.9,10,2,0,0,60,5,1007,1236,545,601,357,425,79,142,3,2.5,1.6,27,126,19,3,135,29,135,23,70,32,23,37,10,27,39,12,30,41,42,0,1481,65,386,867,248,19,1481,30,22,689,29,23,2,26,13,928,23,5,1,0,49,6,2,0,1,0,136,42,40,82,39,210,65,43,59
Luck Zogbé,ci CIV,DF,19,2005,14,8,728,0,0.3,9,1,0,0,18,1,280,365,127,141,123,157,22,47,0,0.30000000000000004,0.2,6,13,6,4,21,6,21,20,34,20,17,12,5,20,34,14,11,16,24,1,480,35,177,206,104,5,480,21,5,214,6,9,0,9,5,230,20,2,0,0,9,11,1,0,0,0,54,12,5,17,14,67,19,15,40
Ludovic Ajorque,fr FRA,FW,30,1994,39,37,3135,13,11.1,66,29,0,1,83,10,579,834,318,445,186,250,46,59,4,5.300000000000001,3.6,49,37,17,2,51,13,51,159,29,19,3,15,11,11,37,26,25,7,29,0,1123,35,91,539,498,158,1122,20,11,487,13,12,4,69,13,807,159,8,0,0,73,35,15,2,0,0,71,168,151,319,82,382,93,181,30
Ludovic Blas,fr FRA,MO,26,1997,29,26,2293,6,5.0,57,26,0,0,107,16,693,938,349,399,242,322,81,161,8,4.6,5.4,47,76,33,9,116,83,116,184,38,25,9,12,17,23,42,19,16,13,11,0,1262,11,134,535,612,105,1262,116,44,781,83,46,31,71,46,919,184,6,0,0,31,54,1,1,0,0,88,11,37,48,117,567,123,178,48
Ludvig Richtner,se SWE,MO,19,2005,2,0,23,0,0.0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,2,1,0,1,0,11,0,3,8,1,0,11,1,0,6,0,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,2,1,1,2,3,0,0,0,2
Ludwig Augustinsson,se SWE,DF,30,1994,7,5,449,1,0.1,4,1,0,0,15,0,270,332,134,151,108,128,24,47,0,1.0,1.2,9,29,5,4,29,14,29,15,13,7,8,3,2,4,4,0,3,3,20,0,379,16,121,164,98,10,379,3,1,186,14,5,2,2,1,231,15,0,0,0,4,3,0,0,0,0,16,11,9,20,3,73,15,21,11
Luis Díaz,co COL,FW,27,1997,45,35,3030,16,14.5,85,37,0,0,146,18,939,1125,519,591,304,358,81,100,5,6.1,5.3,62,66,55,7,133,134,133,371,48,31,16,24,8,17,51,34,24,9,9,1,1512,20,121,531,888,208,1512,152,73,1014,134,70,68,68,61,1202,371,3,0,0,64,41,12,3,0,0,132,20,46,66,129,1009,164,338,48
Luis Enrique Palma,hn HON,FW,24,2000,4,1,120,0,0.1,3,1,0,0,8,0,41,54,23,26,17,21,1,5,0,0.4,0.5,6,1,4,2,6,1,6,11,3,3,0,1,2,3,6,3,5,2,0,0,75,1,5,20,51,6,75,6,2,40,1,3,0,3,1,47,11,0,0,0,1,1,0,0,0,0,5,1,0,1,4,29,8,12,6
Luis Guilherme,br BRA,MO,18,2006,12,1,150,0,0.4,4,1,0,0,10,0,58,67,37,38,16,18,5,8,0,0.1,0.1,3,5,3,2,5,4,5,16,1,0,1,0,0,0,3,3,7,3,2,0,99,3,19,40,41,5,99,13,7,51,4,3,1,4,3,69,16,0,0,0,0,4,0,0,0,0,7,2,1,3,7,41,10,11,0
Luis Henrique,br BRA,MF,22,2001,33,29,2613,7,4.2,30,14,0,0,105,15,1156,1427,640,728,420,505,70,123,7,4.2,5.0,53,95,47,20,143,84,143,280,16,9,7,6,3,9,10,1,15,10,30,0,1643,32,245,657,761,79,1643,91,51,1015,84,55,29,30,19,1282,280,0,0,0,8,8,9,0,0,0,116,0,5,5,49,787,120,175,18
Luis Milla,es ESP,MF,29,1994,33,32,2875,1,1.8,31,7,1,1,130,6,1129,1536,510,579,439,547,150,336,4,3.9,4.9,70,149,26,10,152,32,152,30,61,40,28,25,8,35,72,37,25,24,28,3,1802,43,251,1049,524,20,1801,39,21,799,32,37,4,46,17,890,30,6,0,0,38,48,0,0,1,0,168,31,35,66,63,244,136,60,75
Luis Phelipe,br BRA,MF,23,2001,1,1,45,0,0.0,1,1,0,0,1,0,18,19,9,9,9,10,0,0,0,0.0,0.0,0,1,0,0,2,0,2,2,1,0,0,0,1,1,2,1,1,0,0,1,26,0,2,19,5,1,26,4,2,18,0,1,0,1,4,22,2,1,0,0,1,4,0,0,0,0,1,0,0,0,5,6,1,1,1
Luis Pérez,es ESP,DF,29,1995,30,28,2558,0,0.2,5,2,0,0,53,2,905,1195,408,464,371,486,113,191,0,2.1,2.6,27,57,32,29,89,41,89,117,41,30,25,11,5,24,40,16,26,29,86,0,1444,88,490,630,336,9,1444,21,12,585,41,23,3,28,5,792,117,2,0,0,13,25,3,0,1,0,77,15,34,49,33,364,55,73,54
Luis Rioja,es ESP,FW,30,1993,37,33,2854,5,3.3,28,12,2,2,83,10,826,1223,430,510,309,424,68,182,3,4.6,5.6,36,42,60,25,104,97,104,231,35,22,14,13,8,15,44,29,32,22,44,1,1520,39,254,537,751,61,1518,91,43,824,97,58,30,42,40,1041,231,6,0,0,19,39,11,0,0,0,112,15,22,37,82,663,93,176,37
Luis Sinisterra,co COL,MO,25,1999,12,1,236,1,1.2,13,6,0,0,14,1,73,93,44,48,22,32,5,5,1,1.4,1.3,9,6,2,2,6,19,6,38,7,2,3,2,2,0,4,4,3,1,8,0,155,7,18,41,96,23,155,20,8,95,19,6,10,6,3,102,38,0,0,0,4,2,1,0,0,0,17,3,7,10,9,101,15,37,2
Luis Vázquez,ar ARG,FW,23,2001,10,7,630,4,2.9,11,6,0,0,16,2,100,137,70,89,22,26,1,1,1,0.5,0.3,10,3,1,0,3,2,3,30,6,6,3,3,0,3,7,4,4,2,13,0,205,13,28,87,91,27,205,10,6,103,2,2,1,14,12,148,30,0,0,0,8,6,4,0,0,0,10,14,16,30,26,65,18,29,9
Luiz Felipe,it ITA,DF,27,1997,4,2,122,0,0.0,0,0,0,0,0,0,58,66,28,29,27,31,1,2,0,0.0,0.0,0,5,0,0,4,0,4,0,4,3,3,1,0,1,2,1,3,3,5,0,86,7,36,46,5,0,86,2,1,47,0,0,0,1,0,55,0,1,0,0,1,0,0,0,0,0,2,3,3,6,1,4,0,0,4
Luiz Lúcio Reis Júnior,br BRA,GK,23,2001,17,16,1458,0,0.0,0,0,0,0,1,0,359,491,92,93,160,164,100,226,0,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,542,472,535,7,0,0,542,0,0,284,0,0,0,1,0,219,0,2,0,0,0,6,0,0,0,0,18,6,1,7,1,0,1,0,0
Luka Bobičanec,hr CRO,MF,31,1993,2,1,68,0,0.0,1,0,0,0,1,0,27,41,9,13,10,14,7,10,0,0.0,0.0,0,1,1,0,2,1,2,3,0,0,0,0,0,0,0,0,3,0,1,0,49,3,16,24,9,1,49,0,0,12,1,0,0,2,0,27,3,0,0,0,1,0,0,0,0,0,5,0,0,0,2,9,1,2,0
Luka Capan,hr CRO,DF,29,1995,3,2,211,0,0.0,0,0,0,0,1,0,165,176,50,51,105,108,7,11,0,0.0,0.0,0,9,0,0,7,0,7,0,3,2,3,0,0,2,3,1,1,1,6,0,191,16,104,80,7,2,191,1,0,114,0,1,0,1,1,158,0,3,0,0,5,3,0,0,0,0,1,0,3,3,2,7,1,2,4
Luka Ilić,rs SRB,MO,25,1999,5,0,89,0,0.1,2,0,0,0,0,0,27,39,11,16,15,21,1,1,0,0.0,0.0,0,1,1,0,2,1,2,4,1,1,0,1,0,1,1,0,1,0,0,0,45,1,6,27,12,1,45,1,1,22,1,1,1,2,1,33,4,0,0,0,1,0,0,0,0,0,4,0,4,4,3,11,0,3,2
Luka Ivanušec,hr CRO,MO,25,1998,4,2,178,0,0.1,2,0,0,0,8,1,54,65,25,31,23,26,3,3,0,0.1,0.2,3,4,3,1,4,1,4,9,5,2,1,3,1,2,5,3,0,1,0,0,89,2,14,37,39,5,89,6,3,56,1,3,0,8,3,60,9,0,0,0,0,3,0,0,0,0,6,3,0,3,11,23,9,9,4
Luka Jović,rs SRB,MO,26,1997,15,6,557,2,2.4,11,4,0,0,16,0,115,141,60,70,43,51,9,12,0,1.4,1.0,12,11,8,1,26,8,26,24,0,0,0,0,0,0,0,0,2,1,3,0,171,4,13,106,56,18,171,7,4,99,8,3,1,9,6,144,24,1,0,0,4,7,0,0,0,0,9,9,9,18,15,82,16,28,0
Luka Modrić,hr CRO,MF,38,1985,49,24,2474,2,1.8,25,8,0,0,154,19,2322,2640,1127,1199,879,966,240,364,9,8.5,8.3,83,292,44,4,271,73,271,77,42,25,20,19,3,18,45,27,19,38,25,0,2835,59,470,1544,846,30,2835,33,20,1940,73,72,15,28,16,2221,77,9,0,0,30,25,2,0,0,0,140,7,16,23,44,498,173,93,43
Luka Romero,ar ARG,MO,19,2004,6,2,199,0,0.8,1,0,0,1,8,1,34,49,18,24,14,14,1,8,0,0.2,0.4,4,0,1,1,0,3,0,12,4,4,1,1,2,2,3,1,2,1,0,0,69,0,5,28,37,5,68,3,1,42,3,1,1,5,7,45,12,0,0,0,3,3,1,1,0,0,9,2,4,6,12,27,9,8,6
Luka Silagadze,ge GEO,MF,25,1999,5,0,93,0,0.1,2,0,0,0,4,0,35,48,16,22,17,18,1,2,0,0.0,0.2,1,3,2,1,7,4,7,4,1,1,0,1,0,0,0,0,2,0,1,0,61,3,9,29,25,3,61,5,3,35,4,2,0,3,2,31,4,0,0,0,0,1,0,0,0,0,8,1,1,2,5,19,4,6,1
Luka Stojkovic,hr CRO,MO,20,2003,6,3,264,0,0.4,6,1,0,0,8,0,80,99,53,59,17,20,9,16,0,0.1,0.0,3,3,0,0,7,11,7,7,12,6,7,5,0,7,11,4,2,3,4,0,148,4,33,71,47,8,148,12,5,87,11,9,1,7,4,92,7,0,0,0,4,7,1,0,0,0,11,2,3,5,11,32,8,9,13
Luka Sučić,hr CRO,MF,21,2002,35,26,2173,3,4.2,53,13,0,0,75,5,864,1061,449,508,316,362,69,109,1,2.9,2.5,31,69,17,2,102,38,102,67,32,21,11,15,6,15,37,22,35,19,19,2,1316,27,185,744,406,41,1316,64,33,800,38,45,6,39,21,922,67,5,0,0,14,17,3,0,0,0,136,31,31,62,60,274,80,66,36
Luka Topalović,si SVN,MF,18,2006,1,0,11,0,0.0,0,0,0,0,0,0,5,9,2,3,3,4,0,1,0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,11,0,3,3,5,3,11,1,0,5,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1
Luka Zorić,rs SRB,MF,26,1998,1,1,22,0,0.0,0,0,0,0,0,0,3,3,2,2,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,2,1,0,7,0,0,2,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0
Lukas Daschner,de GER,MO,25,1998,14,3,412,1,2.7,8,4,0,1,10,1,93,144,51,63,21,38,13,27,1,0.7,0.3,6,9,1,0,11,8,11,19,4,2,1,2,1,2,9,7,5,0,5,0,213,5,26,100,90,14,212,15,5,116,8,7,1,21,2,131,19,0,0,0,4,2,0,0,0,0,17,4,8,12,23,57,11,16,4
Lukas Grgic,at AUT,MF,28,1995,10,10,855,0,1.0,9,3,0,0,16,1,440,493,203,221,191,204,35,48,1,0.4,0.7,2,60,3,0,50,4,50,5,24,11,12,8,4,11,13,2,16,14,11,1,603,17,124,387,96,17,603,8,3,362,4,10,1,11,5,402,5,2,0,0,11,11,1,0,0,0,42,5,8,13,16,64,17,21,22
Lukas Görtler,de GER,MF,30,1994,6,5,442,2,0.6,7,2,0,0,21,2,207,269,79,92,96,123,30,43,0,0.2,0.3,4,40,6,0,45,5,45,19,11,8,4,6,1,6,20,14,10,7,6,1,326,21,74,176,77,20,326,9,6,180,5,7,1,6,2,216,19,2,0,0,11,3,0,0,0,0,31,7,7,14,8,88,23,27,14
Lukas Jungwirth,at AUT,GK,20,2004,3,2,262,0,0.0,0,0,0,0,0,0,78,106,21,21,41,42,16,43,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,119,110,118,1,0,0,119,0,0,61,0,0,0,0,0,52,0,1,0,0,0,2,0,0,0,0,3,3,0,3,0,0,0,0,0
Lukas Kačavenda,hr CRO,MO,21,2003,6,2,217,0,0.0,1,1,0,0,6,0,64,78,38,40,23,25,2,4,0,0.2,0.2,4,3,1,0,5,6,5,7,5,1,2,2,1,1,6,5,1,1,2,0,107,5,27,50,32,6,107,8,2,49,6,6,3,6,11,63,7,3,0,0,5,4,1,0,0,0,14,2,3,5,17,25,6,10,2
Lukas Klostermann,de GER,DF,28,1996,31,20,1882,1,0.3,4,2,0,0,17,2,1097,1241,467,494,570,621,51,90,0,0.1,0.7,2,82,7,1,86,17,86,26,29,15,20,7,2,15,25,10,34,24,148,3,1512,168,628,766,123,13,1512,5,4,773,17,14,1,9,0,1011,26,5,0,0,14,7,0,0,0,0,76,22,31,53,9,155,19,22,30
Lukas Kübler,de GER,DF,31,1992,28,22,1842,5,2.7,18,10,0,0,26,4,800,1037,353,410,357,441,69,133,1,0.8,1.1,11,77,15,5,78,24,78,49,40,21,17,20,3,27,48,21,32,53,61,3,1268,75,370,650,258,26,1268,9,0,519,24,17,3,12,7,681,49,5,0,0,25,23,1,0,0,0,73,42,22,64,19,200,30,49,48
Lukas Lerager,dk DEN,MF,31,1993,5,4,350,0,0.2,5,0,0,0,6,0,208,236,85,95,92,103,20,23,0,0.1,0.3,2,34,2,0,16,4,16,9,10,4,3,5,2,5,10,5,4,2,6,1,276,7,40,182,58,5,276,2,1,138,4,1,0,4,2,188,9,0,0,0,2,3,0,0,0,0,25,10,8,18,6,38,6,7,9
Lukas Nmecha,de GER,MO,25,1998,19,3,467,3,4.5,20,9,0,0,8,1,76,119,51,75,19,27,2,4,0,0.3,0.5,3,2,5,1,6,8,6,32,2,0,1,1,0,0,1,1,3,2,4,0,183,7,17,79,89,24,183,8,4,109,8,4,3,14,3,139,32,1,0,0,7,17,0,0,0,0,15,16,12,28,17,78,9,33,0
Lukas Ullrich,de GER,DF,20,2004,26,24,1903,1,0.9,8,2,0,0,28,5,647,850,375,420,233,297,31,80,2,1.8,1.9,8,29,9,6,39,31,39,71,25,16,18,6,1,15,42,27,26,23,74,1,1073,82,432,434,218,26,1073,24,8,531,31,19,4,21,12,612,71,4,0,0,22,17,0,0,2,0,73,14,19,33,33,212,33,45,31
Luke McCowan,sct SCO,MF,26,1997,3,0,51,0,0.0,1,1,0,0,1,0,20,28,10,13,8,11,1,1,0,0.0,0.0,0,4,1,0,2,3,2,6,0,0,0,0,0,0,0,0,2,0,1,0,32,1,6,20,7,1,32,0,0,18,3,1,0,1,1,22,6,0,0,0,0,0,0,0,0,0,5,1,1,2,2,17,1,2,0
Luke Plange,eng ENG,MO,21,2002,3,0,48,0,0.9,2,0,0,1,3,0,14,20,9,11,5,8,0,1,0,0.0,0.0,0,0,1,0,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,14,16,5,29,2,2,15,3,0,1,2,2,20,7,0,0,0,1,0,0,0,0,0,1,1,0,1,4,18,3,7,0
Luke Shaw,eng ENG,DF,29,1995,12,5,591,0,0.1,2,1,0,0,14,1,414,476,192,205,182,200,35,52,0,1.0,1.0,7,32,7,4,42,11,42,14,6,5,2,4,0,2,2,0,8,2,15,0,521,38,188,246,89,5,521,1,0,355,11,11,0,3,1,391,14,1,0,0,5,1,0,0,1,1,19,4,5,9,4,81,15,16,7
Luke Thomas,eng ENG,DF,23,2001,14,13,1110,0,0.4,5,0,0,0,16,1,493,629,245,267,205,251,35,82,0,0.5,0.5,9,32,5,2,37,5,37,16,31,25,23,5,3,21,41,20,15,21,49,1,775,50,294,366,120,8,775,6,3,371,5,8,2,12,4,431,16,3,0,0,16,10,0,0,1,0,42,13,11,24,16,74,17,17,46
Luke Woolfenden,eng ENG,DF,25,1998,15,12,1187,0,0.0,1,0,0,0,2,0,496,562,178,184,274,292,39,74,0,0.0,0.0,0,31,0,0,15,7,15,0,9,6,5,4,0,2,5,3,21,19,76,0,694,147,407,278,9,3,694,0,0,368,7,3,0,4,0,442,0,2,0,0,5,2,1,0,0,0,38,15,15,30,4,22,2,3,8
Luken Beitia,es ESP,DF,20,2004,1,0,8,0,0.0,0,0,0,0,0,0,5,5,1,1,2,2,2,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,2,0,7,2,6,1,0,0,7,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Lukáš Haraslín,sk SVK,FW,28,1996,6,4,263,0,0.3,7,2,0,0,12,1,40,59,21,26,13,20,4,10,0,0.2,0.2,4,3,2,1,5,10,5,13,5,4,3,2,0,0,1,1,2,3,1,0,88,2,13,32,45,5,88,7,4,56,10,3,3,2,2,48,13,0,0,0,2,10,1,0,0,0,18,0,2,2,4,41,13,11,4
