Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Patrick Sequeira,cr CRC,GK,Casa Pia,25,1999,32,32,2880,48,73,81,44,78,83,38,92,53,35,59,67,81,37,62,84,43,74,60,73,16,78
Patrik Gunnarsson,is ISL,GK,Kortrijk,23,2000,11,11,922,32,28,19,24,18,21,38,45,63,85,79,40,88,67,86,79,38,35,31,15,60,62
Pau López,es ESP,GK,Toluca,29,1994,10,10,900,47,32,36,76,18,21,38,45,16,18,17,89,48,71,14,23,73,35,10,44,41,31
Paul Nardi,fr FRA,GK,QPR,30,1994,45,45,4050,41,38,38,39,46,55,38,45,52,52,63,75,56,33,61,14,50,35,38,32,34,12
Pedro Gallese,pe PER,GK,Orlando City,35-146,1990,21,21,1890,43,48,46,74,53,62,38,45,59,50,34,16,10,39,54,35,70,35,54,43,76,34
Pierce Charles,nir NIR,GK,Sheffield Weds,19,2005,8,8,720,51,35,28,11,58,21,95,45,73,84,59,92,71,19,45,89,33,94,88,25,90,90
Plamen Andreev,bg BUL,GK,Feyenoord,19,2004,1,1,90,13,44,15,11,98,98,38,45,59,62,36,91,21,1,2,73,100,35,5,6,90,97
Przemysław Tytoń,pl POL,GK,Twente,37,1987,3,3,270,1,94,60,11,18,21,38,45,97,69,39,85,81,39,22,18,91,35,3,4,91,22
Rafael Cabral,br BRA,GK,Real Salt Lake,35-060,1990,22,22,1980,49,51,50,54,80,71,92,45,62,35,26,88,26,66,22,12,83,90,76,43,61,12
Rafael Pires,br BRA,GK,São Paulo,36-026,1989,20,20,1800,61,38,49,59,75,73,38,95,39,15,25,7,9,59,70,14,48,82,63,68,16,13
Randall Rodríguez,uy URU,GK,Vélez Sarsfield,21-232,2003,1,1,90,0,98,89,11,98,98,38,45,99,42,74,37,81,59,14,73,6,35,2,6,11,89
Remko Pasveer,nl NED,GK,Ajax,40,1983,24,24,2160,76,33,48,82,18,21,38,45,36,84,58,95,69,13,23,78,66,35,77,78,89,85
Ricardo Batista,pt POR,GK,Casa Pia,37,1986,1,1,90,70,4,3,11,98,98,38,45,12,3,1,77,21,4,14,5,91,35,22,6,95,5
Ricardo Gutiérrez,mx MEX,GK,Mazatlán,27,1997,1,0,45,97,99,100,11,18,21,38,45,59,42,27,42,7,39,6,5,6,35,99,98,74,5
Ricardo Velho,pt POR,GK,Farense,25,1998,28,28,2520,40,60,66,41,82,85,38,94,61,74,77,34,47,87,76,82,49,79,51,55,45,72
Riccardo Gagno,it ITA,GK,Modena,27,1997,37,37,3330,49,30,27,36,55,57,81,45,36,72,75,44,30,68,87,93,17,74,28,30,46,88
Robin Roefs,nl NED,GK,NEC Nijmegen,21,2003,32,32,2880,46,68,78,60,37,43,38,45,65,68,81,86,62,47,59,93,76,35,77,73,30,92
Rocco Ríos Novo,ar ARG,GK,Inter Miami,23-045,2002,4,1,250,39,11,5,72,18,21,38,45,50,56,17,70,29,29,82,5,41,35,27,6,97,5
Rodolfo Cota,mx MEX,GK,América,37,1987,6,5,495,85,17,27,91,18,21,38,45,9,14,8,78,29,31,3,21,63,35,36,81,65,52
Rodrigo Morínigo,py PAR,GK,py Libertad,26-285,1998,5,5,450,90,30,60,92,18,21,38,45,11,95,89,21,7,85,85,12,31,35,77,92,82,11
Rodrigo Rey,ar ARG,GK,Independiente,34-133,1991,17,17,1530,82,11,23,77,71,81,38,45,18,65,45,43,62,45,33,38,16,35,68,83,83,44
Rodrigo Saracho,ar ARG,GK,bo San Antonio Bulo Bulo,31-194,1994,6,6,540,6,97,97,11,68,77,38,45,95,90,95,23,10,99,94,60,47,35,33,43,37,37
Roman Bürki,ch SUI,GK,St. Louis,34-247,1990,13,13,1170,28,86,87,46,18,21,38,45,76,68,58,80,77,49,35,33,70,35,63,65,68,38
Roman Celentano,us USA,GK,FC Cincinnati,24-308,2000,23,23,2070,44,44,44,59,78,69,84,94,54,27,26,38,78,57,64,64,19,90,48,44,41,59
Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,20,2004,28,28,2520,53,15,10,62,55,45,84,94,26,49,52,50,25,11,22,66,26,89,24,16,45,81
Ronaldo,br BRA,GK,Bahia,28-331,1996,6,6,468,76,66,76,36,73,21,98,45,44,44,48,69,46,51,61,89,93,97,84,74,40,86
Roy Kortsmit,nl NED,GK,NAC Breda,31,1992,1,1,90,3,44,3,11,98,98,38,45,98,99,97,58,2,4,28,96,91,35,33,0,93,97
Rubén Cordano,bo BOL,GK,bo Bolívar,26-276,1998,2,2,180,13,93,89,11,18,21,38,45,50,21,32,96,95,39,12,29,6,35,4,39,22,51
Rui Encarnação,pt POR,GK,Nacional,26,1998,2,1,135,6,67,15,11,100,100,38,45,85,28,22,18,2,16,36,5,75,35,3,3,55,5
Rui Silva,pt POR,GK,Sporting CP,30,1994,17,17,1530,83,3,4,70,81,87,38,45,12,15,10,9,21,28,17,49,85,35,57,34,58,68
Salvatore Sirigu,it ITA,GK,Palermo,37,1987,3,3,270,87,7,8,94,18,21,38,45,4,42,27,58,7,11,40,18,18,35,14,63,74,19
Samuel Soares,pt POR,GK,Benfica,22,2002,2,2,180,97,8,15,97,94,21,99,45,5,3,2,2,89,22,2,73,26,99,93,87,43,96
Samuele Perisan,it ITA,GK,Sampdoria,26,1997,1,1,57,97,2,6,11,18,21,38,45,3,25,37,2,74,90,98,91,6,35,87,98,23,74
Sean Johnson,us USA,GK,Toronto FC,36-049,1989,22,22,1980,46,69,74,54,71,81,38,45,76,32,39,35,49,66,39,33,42,35,89,66,33,37
Sebastian Breza,ca CAN,GK,CF Montréal,27-126,1998,3,3,270,3,95,81,11,18,21,38,45,97,21,19,58,64,6,14,96,37,35,15,11,43,98
Sebastiano Desplanches,it ITA,GK,Palermo,21,2003,21,20,1854,65,31,42,57,41,48,38,45,14,36,26,70,86,29,60,47,68,35,24,71,64,43
Sebastián Britos,uy URU,GK,pe Universitario,37-198,1988,6,6,540,87,60,85,65,18,21,38,45,32,89,84,4,21,95,86,29,87,35,91,93,69,22
Sebastián Jurado,mx MEX,GK,FC Juárez,26,1997,21,21,1890,40,49,46,48,53,62,38,45,50,27,47,61,24,35,33,32,33,35,28,39,17,35
Sebastián Meza,ar ARG,GK,Huracán,25-127,2000,1,1,90,3,14,1,11,98,98,38,45,77,3,9,3,21,1,0,5,6,35,1,0,3,5
Senne Lammens,be BEL,GK,Antwerp,22,2002,30,30,2700,64,84,92,46,75,55,96,45,65,54,47,83,91,17,42,89,39,95,91,85,62,92
Seny Dieng,sn SEN,GK,Middlesbrough,29,1994,17,17,1530,52,10,7,57,18,21,38,45,22,6,8,61,78,14,56,49,76,35,17,16,9,48
Sergio Rochet,uy URU,GK,Internacional,32-118,1993,2,2,135,97,44,89,94,18,21,38,45,7,28,22,52,30,3,52,5,6,35,95,98,55,5
Simon Mignolet,be BEL,GK,Club Brugge,36,1988,30,30,2669,57,25,25,54,60,62,81,45,42,59,29,77,44,18,34,35,52,74,57,42,93,41
Simon Moore,eng ENG,GK,Sunderland,34,1990,4,4,360,91,8,15,95,18,21,38,45,4,31,46,39,93,45,67,73,71,35,44,87,22,68
Simone Ghidotti,it ITA,GK,Sampdoria,24,2000,9,9,720,70,93,96,26,18,21,38,45,62,42,61,64,47,39,84,94,33,35,92,92,22,89
Simão Bertelli,br BRA,GK,AVS Futebol,31,1993,11,11,990,44,82,82,35,84,81,92,45,87,72,61,57,56,65,47,52,42,90,94,66,69,52
Sinan Bolat,tr TUR,GK,Westerlo,35,1988,11,11,990,20,89,85,23,71,81,38,45,81,70,70,70,62,62,65,43,63,35,44,46,51,38
Solomon Brynn,eng ENG,GK,Middlesbrough,23,2000,6,6,509,30,57,51,35,18,21,38,45,75,8,8,46,86,24,47,94,50,35,63,27,15,95
Stefan Frei,ch SUI,GK,Seattle Sounders,39-090,1986,18,18,1620,61,29,38,65,68,77,38,45,26,23,24,30,47,53,20,34,29,35,38,65,35,49
Stefano Gori,it ITA,GK,Spezia,28,1996,23,23,2070,81,24,41,89,39,45,38,45,15,80,59,32,55,27,36,41,45,35,57,84,83,46
Stijn van Gassel,nl NED,GK,NEC Nijmegen,27,1996,2,2,180,13,97,98,11,94,94,38,45,93,9,84,73,99,96,98,73,80,35,83,70,2,33
Thiago Cardozo,uy URU,GK,Unión,28-353,1996,15,15,1346,64,26,30,54,75,69,38,98,33,30,33,10,69,62,49,39,24,89,59,52,39,39
Thomas Didillon,fr FRA,GK,Willem II,28,1995,34,34,3060,26,84,83,29,71,81,38,45,82,89,85,56,43,78,90,78,17,35,73,58,67,58
Thomas Hasal,ca CAN,GK,LAFC,26-010,1999,1,1,90,0,99,89,11,18,21,38,45,98,3,9,52,98,39,18,96,6,35,0,4,3,97
Thomas Kaminski,be BEL,GK,Luton Town,31,1992,45,45,3990,34,55,50,46,46,48,78,45,56,96,95,59,15,72,50,34,84,71,25,30,59,34
Thomas Vettorel,it ITA,GK,Cosenza,23,2000,2,1,124,10,55,22,11,96,96,38,45,84,51,48,41,17,74,4,5,93,35,13,8,52,5
Théo Defourny,be BEL,GK,Charleroi,32,1992,1,1,90,13,44,15,11,18,21,38,45,66,3,27,42,21,22,9,5,59,35,8,6,1,5
Tiago Volpi,br BRA,GK,Grêmio,34-212,1990,32,32,2880,56,65,74,56,65,75,38,45,64,85,63,71,27,57,63,62,55,35,85,72,87,55
Timon Wellenreuther,de GER,GK,Feyenoord,28,1995,29,29,2610,75,24,30,68,46,43,81,45,32,52,37,94,67,5,13,38,96,74,73,58,75,60
Tobe Leysen,be BEL,GK,OH Leuven,22,2002,29,29,2610,61,55,69,60,68,71,81,45,60,80,81,88,87,63,74,73,55,74,87,78,45,65
Tom Glover,au AUS,GK,Middlesbrough,26,1997,7,6,571,76,6,4,83,18,21,38,45,7,39,68,78,90,34,25,87,64,35,14,10,13,91
Tom Vandenberghe,be BEL,GK,Gent,31,1992,12,12,1080,16,79,69,32,49,57,38,45,84,71,56,43,91,20,49,84,30,35,31,27,76,82
Tomas Romero,sv SLV,GK,NYCFC,24-212,2000,3,3,270,87,32,71,65,18,21,38,45,32,7,4,49,52,47,52,45,18,35,91,95,56,46
Tomás Durso,ar ARG,GK,Atlé Tucumán,26-143,1999,11,11,990,33,51,41,35,84,59,92,99,70,78,75,31,59,73,24,52,78,97,56,25,54,65
Tomás Marchiori,ar ARG,GK,ar Vélez Sarsfield,30-029,1995,22,22,1980,65,21,30,72,51,48,38,95,21,21,23,8,30,73,29,33,17,82,33,68,37,41
Tomáš Vaclík,cz CZE,GK,Boavista,35,1989,12,12,1080,19,94,95,50,82,87,38,45,87,84,76,21,87,94,81,66,59,35,63,67,66,53
Tomé,pt POR,GK,Boavista,17,2006,2,2,180,6,76,36,11,18,21,38,45,37,86,94,0,0,99,79,5,59,35,0,6,26,5
Vasilios Barkas,gr GRE,GK,Utrecht,30,1994,31,31,2790,40,62,65,46,53,62,38,45,56,63,56,66,43,44,43,68,52,35,44,52,63,75
Vicente Reyes,cl CHI,GK,Norwich City,20,2003,4,3,271,9,41,7,11,18,21,38,45,85,6,5,22,79,6,35,18,96,35,8,2,8,20
Viktor Johansson,se SWE,GK,Stoke City,25,1998,46,46,4140,44,62,69,59,55,55,78,91,69,48,69,79,69,27,78,81,94,79,80,67,21,69
Vincenzo Fiorillo,it ITA,GK,Salernitana,34,1990,17,16,1366,26,52,39,23,60,69,38,45,62,56,57,31,24,87,75,66,28,35,22,19,48,58
Vladan Kovačević,ba BIH,GK,Sporting CP,26,1998,6,6,540,81,9,10,65,18,21,38,45,8,3,2,6,30,2,8,29,37,35,20,49,63,58
Václav Hladký,cz CZE,GK,Burnley,33,1990,1,1,90,97,44,89,97,18,21,38,45,2,9,13,87,52,4,40,96,6,35,68,98,11,96
Walter,br BRA,GK,Mirassol,37-243,1987,6,6,540,87,71,89,65,68,21,97,45,54,53,40,66,94,18,87,84,14,96,96,91,70,68
Walter Benítez,ar ARG,GK,PSV Eindhoven,31,1993,34,34,3015,59,15,11,54,43,52,38,45,30,44,16,87,43,10,10,39,78,35,38,21,92,69
Warleson,br BRA,GK,Cercle Brugge,27,1996,10,9,817,17,82,70,11,18,21,38,45,95,93,93,29,4,32,12,33,98,35,92,26,55,56
Wessel Speel,0,GK,Minnesota Utd,0,0,3,3,199,5,62,9,11,93,93,38,45,96,61,86,49,1,87,53,26,6,35,17,2,17,25
Will Norris,eng ENG,GK,Portsmouth,30,1993,8,8,720,8,91,80,50,91,93,38,45,89,89,95,83,42,42,58,22,59,35,13,20,30,20
Williams Barlasina,ar ARG,GK,Aldosivi,27-020,1998,5,5,450,20,56,40,11,18,21,38,45,66,42,39,6,76,75,65,58,14,35,15,16,51,52
Wéverton,br BRA,GK,Palmeiras,37-218,1987,17,17,1530,83,20,34,83,58,52,89,45,15,26,60,26,38,56,51,67,50,86,66,77,9,71
Yanick van Osch,nl NED,GK,RKC Waalwijk,27,1997,3,3,270,3,99,98,11,89,91,38,45,99,96,93,87,39,97,99,73,37,35,86,32,74,29
Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-125,1996,22,22,1980,60,21,21,82,71,71,87,45,32,26,21,62,40,30,29,47,83,82,46,29,51,55
Zack Steffen,us USA,GK,Colorado Rapids,30-108,1995,13,13,1170,38,85,87,60,18,21,38,45,81,62,76,52,78,56,75,56,73,35,87,69,31,46
Éverson,br BRA,GK,Atlético Mineiro,34-362,1990,12,12,1080,81,27,42,91,18,21,38,45,29,65,56,82,52,5,28,29,88,35,82,80,65,35
Óscar Ustari,ar ARG,GK,Inter Miami,39-016,1986,17,17,1362,30,73,75,27,18,21,38,45,58,47,15,88,92,27,23,23,93,35,22,53,96,27
