Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Kristófer Kristinsson,ISL,Breiðablik,UEFA Europa Conference League,AM,Forward,26,108,0.83,0.0,4.17,2.5,0.42,0.42,0.0,0.0,1.67,0.0,0.83,1.67,0.0,0.0,0.83,0.0,0.0,18.33,25.83,0.83,0.0,0.0,1.67,0.0,21.67,4.17,0.83,10.0,11.67,3.33,5.0,0.83,1.67,200.0,30.0,22.5,4.17,172.5,114.17,2.5,1.67,2.5,0.83,1.67,5.0,1.67,1.67,3.33,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.83,0.0,2.5,5.0,1.67,6.67,28.33,8.33,46.67,0.83,5.0,24.17,18.33,7.5,46.67,0.0,0.0,0.0,1.67,0.83,0.0,0.0,0.0,0.0,5.0,1.67,6.67,13.33,1.67,9.17,4.17,0.42,1,0.83,74.96,0.0,85.69,66.6,49.7,55.6,33.2
Krépin Diatta,SEN,Monaco,"French Ligue 1, UEFA Champions League",WB,Midfielder,26,802,0.0,0.22,0.56,0.11,0.08,0.08,0.0,0.0,2.69,0.34,1.8,2.47,1.91,0.67,3.14,0.19,0.18,38.83,50.72,5.27,0.0,0.11,1.23,0.34,42.08,8.3,0.22,21.1,23.9,14.7,19.3,2.13,4.6,602.84,197.62,28.84,2.13,131.75,66.43,2.13,0.34,1.01,0.56,0.22,2.69,1.23,0.9,1.35,0.45,1.23,2.69,1.46,1.8,0.9,0.34,2.24,0.0,5.16,1.35,0.45,1.8,34.79,7.29,61.38,3.14,12.79,29.63,20.09,1.8,61.38,0.22,0.0,0.0,0.9,0.79,0.34,0.11,0.0,0.0,2.13,0.79,2.92,14.7,3.03,4.71,2.47,-0.08,1,0.0,72.95,0.0,88.28,76.17,46.3,45.72,55.45
Kusini Yengi,AUS,Aberdeen,UEFA Europa Conference League,AM,Forward,26,51,0.0,0.0,1.76,1.76,0.35,0.35,0.0,0.0,3.53,0.0,3.53,0.0,0.0,0.0,0.0,0.18,0.18,14.12,17.65,0.0,0.0,0.0,1.76,0.0,17.65,0.0,0.0,12.35,14.12,0.0,0.0,0.0,0.0,102.35,5.29,24.71,0.0,88.24,30.0,0.0,0.0,3.53,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,1.76,10.59,30.0,1.76,37.06,0.0,1.76,19.41,15.88,5.29,37.06,0.0,0.0,0.0,1.76,3.53,0.0,0.0,0.0,0.0,3.53,1.76,5.29,1.76,3.53,5.29,0.0,-0.35,1,0.0,66.73,0.0,87.46,0.0,0.0,0.0,0.0
Kwasi Sibo,GHA,Oviedo,Spanish La Liga,DM,Midfielder,27,506,0.0,0.0,0.89,0.36,0.05,0.05,0.0,0.0,0.89,0.0,0.18,1.42,0.36,0.0,0.0,0.0,0.0,32.55,37.53,1.78,0.0,0.0,0.18,0.18,37.17,0.18,0.0,12.45,14.23,16.54,17.96,3.02,4.09,596.38,144.6,23.12,0.18,82.35,27.57,0.36,0.0,0.53,0.36,0.18,1.6,1.42,0.89,0.36,0.36,1.07,1.78,0.71,0.71,0.89,0.0,0.89,0.36,4.45,1.07,1.42,2.49,29.17,0.18,45.0,2.31,17.08,22.94,5.34,0.36,45.0,0.0,0.0,0.0,1.42,0.36,0.0,0.0,0.0,0.0,0.71,0.89,1.6,2.13,0.89,0.71,2.49,-0.05,1,0.0,44.38,0.0,87.49,92.09,73.84,73.67,67.92
Kwon Hyeokkyu,KOR,Nantes,French Ligue 1,CM,Midfielder,24,752,0.0,0.0,0.36,0.0,0.01,0.01,0.0,0.0,1.08,0.12,0.0,0.84,0.12,0.0,0.12,0.0,0.0,22.98,26.93,1.56,0.0,0.0,0.12,0.24,25.85,0.84,0.72,6.34,7.18,14.12,15.92,1.8,2.63,428.82,83.78,16.4,0.12,76.6,19.87,0.12,0.0,0.12,0.0,0.12,1.8,0.6,0.96,0.6,0.24,1.08,2.15,1.08,0.72,1.8,0.96,3.47,0.12,2.51,0.72,0.48,1.2,20.11,0.36,36.5,5.62,15.8,17.35,3.35,0.0,36.5,0.24,0.0,0.0,1.32,1.2,0.0,0.0,0.0,0.0,0.96,0.72,1.68,2.03,1.2,0.12,1.68,-0.01,1,0.0,57.14,0.0,88.3,88.69,68.44,42.53,0.0
Kyle Clinton,GIB,Red Imps,UEFA Europa Conference League,CM,Midfielder,21,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,18.0,18.0,9.0,9.0,0.0,0.0,342.0,252.0,18.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,18.0,0.0,45.0,0.0,9.0,36.0,9.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
Kyle Walker,ENG,Burnley,English Premier League,RB,Defender,35,1696,0.0,0.05,0.16,0.0,0.01,0.01,0.0,0.0,1.38,0.16,0.21,3.02,0.32,0.16,0.9,0.02,0.02,35.82,51.63,2.65,0.05,1.49,1.27,0.21,39.75,11.67,1.86,16.82,19.74,14.49,19.37,3.5,9.55,636.58,251.43,27.22,1.33,128.79,68.24,0.74,0.16,1.01,0.37,0.58,1.65,0.85,0.85,0.69,0.11,0.85,1.75,0.9,1.38,1.49,0.32,3.66,0.0,4.88,1.49,0.58,2.07,32.05,1.49,62.72,4.72,20.11,29.61,13.48,0.42,62.72,0.37,0.0,0.0,1.27,0.69,0.05,0.0,0.0,0.0,1.75,1.33,3.08,5.47,1.54,1.06,1.7,-0.01,1,0.0,56.82,0.0,85.21,74.81,36.65,50.0,36.63
Kyle Walker-Peters,ENG,West Ham,English Premier League,RB,Defender,28,867,0.1,0.0,0.42,0.21,0.11,0.11,0.0,0.0,1.14,0.21,0.42,3.01,0.52,0.0,0.83,0.01,0.01,42.35,49.1,3.74,0.0,0.0,0.83,0.1,41.73,7.27,0.62,25.43,27.09,14.22,16.71,1.56,2.91,615.05,204.81,31.25,2.18,134.95,70.28,1.14,0.31,1.35,0.73,0.31,3.11,1.76,1.87,0.93,0.31,1.87,2.6,0.73,0.52,1.35,0.31,3.53,0.1,3.84,0.62,1.25,1.87,36.23,4.46,61.66,4.05,18.37,29.79,14.22,1.04,61.66,0.1,0.0,0.0,0.83,1.87,0.1,0.0,0.0,0.0,0.83,1.56,2.39,10.38,1.35,1.87,3.63,-0.01,1,0.1,34.73,0.0,93.87,85.1,53.61,63.57,54.07
Kylian Mbappé,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,27,2010,1.21,0.18,4.97,2.15,0.98,0.66,0.36,0.4,6.85,0.76,3.09,2.19,2.1,0.09,0.72,0.25,0.32,30.45,35.19,5.19,0.22,0.4,0.81,0.13,32.78,2.28,0.13,18.36,20.46,8.82,9.76,1.75,2.24,437.42,80.24,29.19,4.16,196.16,110.28,2.82,2.19,5.6,2.82,2.19,0.09,0.04,0.04,0.04,0.0,0.0,0.36,0.36,0.09,0.13,0.0,0.04,0.0,1.57,2.01,1.12,3.13,39.49,9.76,47.42,0.04,0.85,14.1,33.04,8.15,47.01,0.13,0.0,0.0,0.31,1.34,0.99,0.0,0.09,0.0,0.27,0.22,0.49,19.12,7.61,12.54,0.04,0.23,1,1.21,55.1,0.0,89.74,90.37,78.12,8.89,50.36
Kyriakos Savvidis,GRE,Slovan Bratislava,UEFA Europa Conference League,CM,Midfielder,30,259,0.0,0.0,0.35,0.0,0.07,0.07,0.0,0.0,1.74,0.0,0.35,4.17,0.0,0.0,0.35,0.0,0.0,39.27,43.44,3.82,0.0,0.69,0.69,0.0,41.7,1.74,1.39,15.29,16.33,18.42,19.46,3.13,4.17,663.36,177.57,32.66,0.35,148.73,64.63,1.04,0.0,1.04,0.35,0.35,2.78,1.74,1.04,1.04,0.69,0.69,1.74,1.04,1.04,2.08,0.0,2.43,0.0,3.47,0.69,0.69,1.39,38.57,0.0,55.6,3.47,13.55,34.05,8.34,0.69,55.6,0.0,0.0,0.0,1.39,2.08,0.0,0.0,0.0,0.0,1.04,0.0,1.04,4.17,1.74,0.69,2.43,-0.07,1,0.0,100.0,0.0,93.63,94.66,75.06,53.76,33.65
Kyriani Sabbe,BEL,Club Brugge,UEFA Champions League,RB,Defender,20,329,0.0,0.0,0.55,0.55,0.03,0.03,0.0,0.0,1.64,0.27,1.09,3.83,0.55,0.27,1.64,0.03,0.05,38.3,45.68,3.83,0.27,0.27,0.27,0.27,38.3,7.11,0.82,16.41,16.69,16.96,19.97,4.38,7.39,694.01,295.71,33.92,2.46,177.26,88.09,0.55,0.0,1.37,0.82,0.55,0.82,0.55,0.82,0.0,0.0,0.0,0.55,0.55,0.55,1.64,0.82,4.38,0.0,3.01,1.37,0.0,1.37,36.11,2.19,57.17,6.02,22.71,24.62,10.4,0.82,57.17,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.27,0.82,1.09,8.48,1.91,1.64,0.55,-0.03,1,0.0,24.77,0.0,98.32,84.93,59.27,40.15,59.85
Kévin Danois,FRA,Auxerre,French Ligue 1,CM,Midfielder,21,1327,0.07,0.07,1.02,0.34,0.08,0.08,0.0,0.0,3.26,0.14,1.7,5.56,0.47,0.0,3.12,0.12,0.16,41.78,51.0,5.63,0.34,0.61,0.75,0.27,46.19,4.54,1.63,18.58,21.36,16.55,18.85,5.36,8.07,739.19,215.2,33.23,1.76,185.97,88.91,1.29,0.07,1.76,1.02,0.61,2.1,1.22,0.81,1.09,0.2,0.54,2.17,1.63,1.09,0.81,0.14,0.34,0.0,6.65,1.9,1.42,3.32,39.54,2.31,59.82,0.68,10.65,33.5,16.62,0.61,59.82,0.14,0.0,0.0,1.02,0.61,0.0,0.0,0.0,0.0,0.2,0.88,1.09,9.7,3.39,1.15,1.76,-0.01,1,0.07,18.35,0.0,86.99,87.8,66.42,41.22,57.95
Kévin Théophile-Catherine,FRA,Dinamo Zagreb,UEFA Europa League,CB,Defender,36,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,1.33,0.0,0.0,2.0,0.0,0.0,65.33,75.33,1.33,0.0,0.0,0.67,0.67,66.67,8.0,2.0,19.33,21.33,43.33,47.33,2.0,4.0,1190.67,315.33,44.0,0.67,160.67,87.33,0.67,0.0,0.0,0.0,0.0,0.67,0.67,0.67,0.0,0.0,0.0,1.33,1.33,0.67,0.0,0.0,5.33,0.0,1.33,0.0,0.0,0.0,64.0,2.0,82.0,6.67,45.33,27.33,9.33,0.0,82.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.33,0.0,1.33,4.0,0.67,0.0,0.67,0.0,1,0.0,100.0,0.0,90.62,91.55,50.0,33.5,0.0
Ladislav Krejčí,CZE,"Girona, Wolves","English Premier League, Spanish La Liga",CB,Defender,26,1503,0.12,0.06,0.9,0.48,0.13,0.13,0.0,0.0,1.32,0.3,0.42,4.25,0.48,0.06,0.54,0.07,0.05,43.05,50.72,3.95,0.06,0.42,0.36,0.06,49.1,1.56,0.78,14.79,16.83,23.89,25.57,4.19,7.49,832.46,299.1,35.57,0.48,162.28,85.27,0.72,0.0,0.06,0.0,0.06,1.14,0.66,0.54,0.18,0.42,0.42,0.9,0.48,0.96,1.38,0.6,3.71,0.06,2.75,0.42,0.24,0.66,41.8,0.54,60.36,7.07,27.84,27.37,5.51,1.62,60.36,0.18,0.0,0.0,1.44,0.36,0.0,0.0,0.0,0.06,2.1,1.56,3.65,4.97,1.62,2.16,1.08,-0.01,1,0.12,57.53,0.0,87.88,93.43,55.94,52.94,0.0
Lamare Bogarde,NED,Aston Villa,"English Premier League, UEFA Europa League",DM,Midfielder,21,801,0.0,0.0,0.34,0.0,0.01,0.01,0.0,0.0,1.57,0.45,0.22,3.15,0.56,0.0,0.0,0.01,0.0,51.57,56.52,3.26,0.0,0.0,1.01,0.11,52.36,4.04,1.57,27.19,28.54,20.56,22.13,1.69,2.02,744.49,173.26,41.01,1.35,209.21,93.48,1.8,0.11,1.69,0.45,0.67,2.02,0.79,1.24,0.56,0.22,0.79,1.24,0.45,0.79,1.57,0.67,1.24,0.34,4.83,1.12,0.67,1.8,46.74,0.9,65.84,4.27,20.79,34.27,11.69,0.56,65.84,0.45,0.0,0.0,1.69,2.7,0.11,0.0,0.0,0.0,0.56,1.01,1.57,5.51,2.02,1.24,1.57,-0.01,1,0.0,35.67,0.0,95.27,92.91,83.66,48.47,26.63
Lameck Banda,ZAM,Lecce,Italian Serie A,LW,Forward,24,627,0.29,0.14,1.44,0.72,0.14,0.14,0.0,0.0,1.87,0.57,0.72,0.57,0.86,0.14,2.87,0.1,0.09,17.08,22.54,1.29,0.14,0.14,1.44,0.14,21.53,0.86,0.14,10.48,11.05,5.45,7.18,0.86,1.72,244.45,49.38,23.97,2.15,181.29,70.62,1.58,0.72,3.01,0.86,1.87,1.44,0.57,0.43,0.86,0.14,0.43,1.44,1.0,0.57,0.57,0.0,0.86,0.0,4.74,4.31,1.87,6.17,24.26,6.32,36.03,0.86,5.31,14.78,16.51,2.44,36.03,0.43,0.0,0.0,2.44,2.58,0.0,0.0,0.0,0.0,0.72,1.0,1.72,9.76,2.44,4.16,1.0,0.14,1,0.29,41.86,0.0,94.84,75.91,50.0,34.72,28.57
Lamine Camara,SEN,Monaco,"French Ligue 1, UEFA Champions League",DM,Midfielder,21,849,0.0,0.32,1.06,0.0,0.06,0.06,0.0,0.0,3.39,0.64,1.91,6.57,0.74,0.21,4.35,0.18,0.21,51.94,62.97,6.78,0.11,0.21,0.53,0.0,56.71,6.25,2.23,25.12,27.46,20.88,23.64,4.66,9.33,878.9,279.01,37.63,2.01,207.35,92.01,1.17,0.11,2.54,1.27,1.17,2.12,1.17,0.64,1.38,0.11,0.42,1.27,0.85,2.01,0.95,0.11,1.17,0.21,8.37,2.33,0.74,3.07,49.93,1.38,74.52,1.7,12.19,45.8,17.7,0.53,74.52,0.32,0.0,0.0,1.38,2.97,0.0,0.0,0.0,0.0,0.53,0.85,1.38,10.18,4.03,1.59,1.59,-0.06,1,0.0,38.41,0.0,91.48,88.32,49.95,46.9,50.0
Lamine Sy,MTN,Auxerre,French Ligue 1,RB,Defender,23,491,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,3.12,0.18,1.28,2.38,0.92,0.37,2.75,0.09,0.15,35.19,44.73,5.32,0.0,0.0,1.83,0.0,37.39,7.33,0.37,17.78,20.35,14.11,16.5,2.57,4.95,565.85,172.48,27.86,3.48,193.93,112.55,3.67,0.73,2.02,1.1,0.92,2.93,1.65,2.2,0.55,0.18,1.47,2.2,0.73,1.47,1.83,1.1,2.75,0.0,4.22,2.02,0.55,2.57,30.98,6.6,56.64,1.83,19.25,19.98,18.33,1.28,56.64,0.0,0.0,0.0,0.92,1.28,0.18,0.0,0.18,0.0,0.55,0.18,0.73,15.4,3.3,3.3,3.12,0.0,1,0.0,75.34,0.0,87.37,85.52,51.92,60.82,54.46
Lamine Yamal,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",RW,Forward,18,1679,0.48,0.48,4.07,1.23,0.38,0.25,0.16,0.16,6.65,0.86,2.47,3.11,3.16,0.38,3.11,0.35,0.4,44.87,57.52,5.84,0.64,0.21,1.02,0.21,55.1,2.2,0.48,28.52,31.89,12.54,16.89,1.61,4.07,610.92,186.06,49.9,7.18,354.43,210.13,3.54,4.4,10.72,5.31,4.82,1.66,1.02,0.54,0.54,0.59,0.48,0.91,0.43,0.48,0.8,0.0,0.21,0.0,4.34,3.22,1.5,4.72,62.02,11.2,76.49,0.27,5.74,26.43,45.56,8.68,76.33,0.16,0.0,0.0,0.64,2.14,0.48,0.0,0.05,0.0,0.0,0.21,0.21,24.23,7.5,16.62,1.5,0.1,1,0.48,0.0,0.0,89.43,74.25,39.56,58.37,49.53
Lancinet Kourouma,GUI,Girona,Spanish La Liga,CM,Midfielder,21,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,10.91,16.36,0.0,0.0,0.0,0.0,0.0,16.36,0.0,0.0,0.0,2.73,10.91,10.91,0.0,0.0,182.73,2.73,5.45,0.0,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,2.73,2.73,0.0,0.0,0.0,2.73,0.0,0.0,0.0,10.91,0.0,24.55,0.0,13.64,8.18,2.73,0.0,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Lander Astiazaran,ESP,Real Sociedad,Spanish La Liga,RM,Midfielder,19,1,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,360.0,0.0,0.0,0.0,0.0,0.0,270.0,90.0,0.0,90.0,270.0,0.0,90.0,0.0,0.0,720.0,0.0,180.0,0.0,270.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,90.0,90.0,450.0,0.0,0.0,180.0,270.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0
Lander Pinillos,ESP,Alavés,Spanish La Liga,CM,Midfielder,21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,90.0,0.0,0.0,0.0,45.0,0.0,90.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,495.0,45.0,90.0,0.0,360.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,135.0,0.0,0.0,45.0,90.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Landry Dimata,BEL,Pafos FC,UEFA Champions League,AM,Forward,28,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,9.2,13.3,0.0,0.0,0.0,0.0,0.0,12.27,1.02,0.0,6.14,10.23,3.07,3.07,0.0,0.0,118.64,19.43,10.23,1.02,33.75,19.43,1.02,0.0,2.05,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,5.11,0.0,5.11,18.41,1.02,23.52,0.0,2.05,14.32,7.16,1.02,23.52,0.0,0.0,0.0,3.07,2.05,0.0,0.0,0.0,0.0,1.02,5.11,6.14,2.05,0.0,1.02,0.0,0.0,1,0.0,16.61,0.0,60.02,100.0,0.0,0.0,49.76
Lanroy Machine,FRA,Angers,French Ligue 1,AM,Forward,20,185,0.0,0.0,3.89,0.97,0.39,0.39,0.0,0.0,1.46,0.0,0.0,1.46,0.0,0.0,1.46,0.0,0.0,18.49,24.81,1.95,0.49,0.0,1.46,0.97,23.84,0.0,0.0,10.22,12.16,5.84,6.81,0.97,1.95,262.7,76.86,22.86,0.97,114.32,31.62,0.0,0.97,3.41,0.49,2.43,2.43,1.46,0.49,1.46,0.49,0.97,2.43,1.46,0.0,1.46,0.0,0.49,0.0,3.89,6.32,2.43,8.76,33.08,7.3,47.19,0.49,6.81,23.84,17.03,5.35,47.19,0.0,0.0,0.0,2.43,0.97,0.49,0.0,0.0,0.0,1.95,1.95,3.89,10.22,1.46,6.32,2.43,-0.39,1,0.0,50.13,0.0,84.05,85.76,49.74,50.0,14.37
Largie Ramazani,BEL,Valencia,Spanish La Liga,RM,Forward,24,175,0.0,0.51,4.11,1.03,0.1,0.1,0.0,0.0,4.63,0.51,1.03,2.06,1.03,0.51,3.6,0.15,0.31,21.6,30.34,3.6,0.0,0.0,0.51,0.0,28.8,1.54,0.51,10.29,13.89,9.26,12.34,1.03,2.06,338.91,103.37,34.46,4.11,222.17,93.6,2.06,2.06,7.2,3.6,3.6,1.54,1.54,0.0,1.54,0.0,0.51,1.03,0.51,0.51,0.51,0.0,0.0,0.0,4.11,2.57,3.09,5.66,37.03,14.4,46.29,0.0,2.57,15.94,28.8,5.14,46.29,0.51,0.0,0.0,3.6,2.06,0.51,0.0,0.0,0.0,0.0,2.06,2.06,22.11,5.14,8.74,2.06,-0.1,1,0.0,0.0,0.0,74.08,75.04,50.0,79.77,50.0
Lars Remmem,NOR,Brann,UEFA Europa League,RW,Forward,19,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,510.0,90.0,30.0,0.0,150.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,30.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
Lars Ritzka,GER,St. Pauli,German Bundesliga,CB,Defender,27,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,2.45,0.27,0.0,0.27,0.0,0.0,34.64,46.91,2.45,0.0,0.0,0.55,0.55,40.36,6.0,1.09,12.82,15.27,17.18,20.45,3.82,8.73,652.91,257.45,21.55,0.27,76.91,36.55,0.0,0.0,0.27,0.0,0.27,3.27,2.18,1.36,1.91,0.0,1.36,3.0,1.64,1.64,2.18,0.82,4.36,0.0,3.55,0.27,0.0,0.27,34.09,0.0,61.91,8.18,33.27,27.27,1.64,0.0,61.91,0.0,0.0,0.0,0.55,0.27,0.0,0.0,0.0,0.0,1.91,3.0,4.91,2.73,0.27,0.27,3.55,0.0,1,0.0,38.9,0.0,83.96,84.01,43.76,56.46,0.0
Lassana Coulibaly,MLI,Lecce,Italian Serie A,RM,Midfielder,29,1180,0.15,0.0,0.69,0.31,0.1,0.1,0.0,0.0,1.45,0.08,0.69,2.59,0.23,0.0,0.46,0.03,0.02,20.67,26.31,2.9,0.08,0.08,0.84,0.15,25.86,0.31,0.15,9.23,11.21,8.77,10.45,2.06,2.75,356.42,77.64,17.47,0.92,82.45,34.02,0.61,0.15,1.53,0.69,0.61,1.22,0.61,0.69,0.46,0.08,0.69,1.83,1.14,0.08,0.92,0.23,1.22,0.0,4.42,1.07,0.76,1.83,21.51,2.06,34.55,1.68,6.03,19.37,9.31,1.75,34.55,0.23,0.0,0.0,1.22,1.22,0.0,0.0,0.0,0.0,1.07,1.3,2.36,5.87,1.53,2.14,1.3,0.05,1,0.15,45.34,0.0,82.34,83.92,74.91,42.62,45.1
Lasse Berg Johnsen,NOR,Malmö,UEFA Europa League,CM,Midfielder,26,215,0.42,0.0,0.42,0.42,0.04,0.04,0.0,0.0,0.42,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,37.26,43.53,2.93,1.26,0.0,1.26,0.0,41.86,1.67,1.67,19.26,20.93,14.65,15.49,0.42,2.51,514.88,126.42,25.53,0.42,112.19,54.42,0.42,0.0,0.0,0.0,0.0,0.84,0.42,0.42,0.42,0.0,0.42,1.67,1.26,1.26,1.26,0.42,2.51,0.0,3.77,0.42,1.26,1.67,34.74,0.84,51.49,3.77,20.09,28.47,2.93,0.0,51.49,0.84,0.42,0.42,2.93,0.0,0.0,0.0,0.0,0.0,0.84,1.26,2.09,4.19,0.42,0.0,0.84,0.38,1,0.42,40.19,0.0,92.02,94.58,16.73,33.47,0.0
Lassine Sinayoko,MLI,Auxerre,French Ligue 1,AM,Forward,26,1346,0.4,0.13,2.27,1.0,0.39,0.18,0.2,0.27,3.21,0.27,1.34,1.54,0.74,0.2,0.94,0.12,0.17,18.86,25.14,2.67,0.27,0.0,0.8,0.2,23.74,1.2,0.13,11.97,14.38,5.01,6.69,0.74,1.2,247.2,60.38,22.2,1.4,115.14,50.22,1.14,0.33,2.47,1.07,1.34,1.2,0.67,0.13,0.74,0.33,0.27,0.47,0.2,1.0,0.74,0.0,0.4,0.0,2.67,2.27,1.87,4.15,26.61,7.15,36.51,0.47,3.28,14.84,18.79,4.01,36.24,0.13,0.0,0.0,0.87,1.47,0.33,0.0,0.07,0.0,1.2,2.81,4.01,11.23,3.48,5.28,0.94,0.01,1,0.4,29.93,0.0,83.24,74.89,61.67,56.29,43.32
