Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
fr FRA,FW,Marseille,17,2006,1,0,4,17,21,12,13
cr CRC,GK,Paris S-G,36,1986,4,4,360,41,47,43,38
fr FRA,MO,Montpellier,19,2004,23,11,1025,41,35,33,73
ge GEO,FW,it Napoli,22,2001,42,40,3405,73,81,86,59
fr FRA,MF,Nice,22,2001,27,25,2108,68,68,74,55
dk DEN,DF,dk Nordsjælland,34,1989,5,5,433,30,51,28,37
wls WAL,MO,Bournemouth,30,1992,8,0,108,82,56,46,21
sct SCO,DF,es Real Sociedad,26,1997,22,15,1304,44,77,68,66
eng ENG,DF,eng Newcastle Utd,32,1990,34,32,2748,73,90,77,50
es ESP,MO,Osasuna,26,1997,16,3,303,44,44,84,49
es ESP,MO,Rayo Vallecano,26,1997,24,9,835,37,46,35,68
es ESP,DF,es Sevilla,21,2002,25,21,1770,70,46,40,72
pt POR,MF,il Maccabi Tel Aviv,27,1995,1,0,14,21,13,41,7
es ESP,DF,Villarreal,32,1991,27,19,1872,44,69,69,60
es ESP,MO,Alavés,33,1989,33,15,1423,65,39,35,42
de GER,MF,Wolfsburg,22,2000,6,4,291,40,36,47,60
fr FRA,DF,Freiburg,21,2002,36,27,2406,70,65,67,52
kr KOR,DF,de Bayern Munich,26,1996,34,29,2630,51,62,52,60
zm ZAM,MF,rs Red Star,24,1999,1,0,9,39,41,48,24
fr FRA,FW,de Bayern Munich,27,1996,24,20,1559,69,86,90,60
nl NED,DF,Udinese,28,1995,23,11,955,65,52,66,58
zm ZAM,MO,Cagliari,20,2003,5,0,39,58,9,36,53
es ESP,MF,Las Palmas,27,1996,37,36,3211,63,73,61,35
bg BUL,FW,gr PAOK,26,1996,10,4,448,71,80,48,32
nl NED,GK,at Sturm Graz,23,2000,6,6,540,54,39,44,48
de GER,MO,Dortmund,17,2006,2,1,105,26,84,44,57
no NOR,GK,no Bodø/Glimt,25,1998,2,2,210,41,43,49,44
al ALB,MF,Darmstadt 98,33,1989,22,17,1363,30,44,30,73
fo FRO,FW,is Breiðablik,33,1990,4,3,259,53,30,16,47
jp JPN,MF,Gladbach,26,1997,20,18,1596,57,29,35,70
fr FRA,MF,pt Sporting CP,21,2001,3,1,80,30,49,37,32
eng ENG,MF,eng Manchester Utd,18,2005,26,24,1968,60,47,51,54
be BEL,MF,be Antwerp,18,2005,2,0,33,21,17,38,29
tg TOG,MF,ua Zorya Luhansk,19,2003,2,1,85,26,39,8,52
be BEL,GK,Wolfsburg,31,1992,25,25,2250,54,63,53,75
ci CIV,DF,Torino,30,1992,13,8,759,22,27,44,50
ci CIV,DF,Metz,25,1998,13,10,860,48,66,68,66
de GER,MF,Wolfsburg,18,2005,2,0,2,21,11,15,7
es ESP,MF,es Atlético Madrid,31,1992,44,40,3264,36,78,44,55
jp JPN,DF,be Union SG,25,1997,9,9,808,50,44,47,65
rs SRB,FW,Clermont Foot,28,1995,7,1,169,27,59,63,45
be BEL,DF,Genoa,21,2002,29,26,2380,38,45,49,50
at AUT,MF,de Bayern Munich,26,1997,40,26,2544,51,76,80,65
gr GRE,MF,gr AEK Athens,25,1997,3,0,34,63,41,66,15
gr GRE,DF,gr PAOK,19,2003,9,9,810,76,71,53,41
gr GRE,DF,West Ham,25,1997,28,25,2305,49,32,40,57
rs SRB,DF,rs Red Star,17,2005,4,2,238,60,66,79,24
gr GRE,DF,md Sheriff Tiraspol,24,1999,6,2,197,24,22,45,69
gr GRE,FW,gr Olympiacos,30,1992,15,15,1274,55,91,74,73
gr GRE,DF,Salernitana,32,1991,8,6,488,35,32,38,59
gr GRE,DF,Liverpool,27,1996,19,13,1075,54,83,82,58
gr GRE,GK,gr Olympiacos,20,2002,6,6,630,67,81,42,50
xk KVX,DF,xk KF Ballkani Therandë,17,2006,1,0,1,21,13,18,3
xk KVX,DF,ch Lugano,24,1999,6,6,496,30,33,53,63
no NOR,MO,no Molde,28,1995,8,5,563,70,47,25,50
is ISL,MO,nl Ajax,19,2004,8,6,571,23,63,31,46
no NOR,MF,Sassuolo,24,1999,34,30,2397,79,55,51,47
hr CRO,MF,de Eint Frankfurt,26,1997,20,14,1313,59,57,39,57
is ISL,FW,is Breiðablik,33,1990,6,5,421,41,86,56,30
sk SVK,MF,sk Spartak Trnava,29,1993,6,6,495,34,31,27,68
al ALB,MF,it Inter,21,2002,29,8,992,57,66,42,29
no NOR,DF,Brentford,25,1998,28,21,1832,76,62,57,64
no NOR,DF,no Molde,29,1994,10,10,824,63,73,77,60
no NOR,MO,hu Ferencváros,28,1994,8,8,627,50,39,34,40
cv CPV,DF,fi HJK,25,1998,3,2,225,27,29,22,38
is ISL,FW,is Breiðablik,24,1999,3,0,82,38,54,61,44
hu HUN,MO,hu Ferencváros,18,2005,5,0,125,49,38,68,65
sn SEN,MF,Monaco,24,1999,26,12,1206,50,77,88,72
fr FRA,DF,West Ham,28,1994,37,36,3198,54,27,30,47
ch SUI,FW,bg Ludogorets,26,1997,6,5,444,37,30,35,39
eng ENG,DF,eng Manchester City,33,1990,38,36,3270,53,84,83,31
fr FRA,FW,fr Paris S-G,24,1998,41,36,3238,92,87,89,34
jp JPN,FW,sct Celtic,28,1995,6,6,447,49,27,21,26
gr GRE,MF,sk Slovan Bratislava,28,1995,7,5,450,27,28,35,47
be BEL,DF,be Club Brugge,18,2005,7,5,495,45,68,79,49
fr FRA,MO,Strasbourg,36,1987,27,15,1346,56,62,44,35
cm CMR,DF,Toulouse,19,2004,10,7,590,27,35,50,41
fr FRA,MF,Metz,27,1996,23,18,1604,25,40,21,65
fr FRA,DF,hr Dinamo Zagreb,33,1989,4,4,360,22,16,11,32
dz ALG,MO,Metz,27,1996,29,21,1913,29,36,55,63
cz CZE,DF,cz Sparta Prague,24,1999,7,7,630,74,48,32,70
zm ZAM,FW,Lecce,22,2001,21,17,1350,59,66,79,72
sn SEN,MF,Metz,19,2004,31,26,2255,55,63,50,63
sn SEN,MF,Nantes,22,2000,1,0,1,21,11,7,7
es ESP,FW,es Barcelona,16,2007,47,29,2778,64,83,89,70
it ITA,GK,Milan,19,2004,1,0,3,41,44,48,33
be BEL,MO,Almería,22,2001,29,16,1555,59,56,57,42
de GER,DF,ch Lugano,23,2000,6,6,540,40,46,49,44
ml MLI,MF,Salernitana,27,1996,28,25,2082,32,45,43,56
bf BFA,MF,ua Shakhtar,22,2001,2,0,10,39,35,15,7
gh GHA,MF,fo KÍ,20,2002,1,0,19,38,27,30,16
fr FRA,MF,Lorient,30,1993,33,32,2860,55,63,61,64
be BEL,FW,be Gent,34,1988,2,1,100,32,33,30,32
ar ARG,DF,Udinese,29,1993,7,7,630,57,26,28,49
ar ARG,FW,it Inter,25,1997,41,36,3188,82,62,50,62
fr FRA,DF,Paris S-G,30,1992,1,0,9,21,20,46,3
rs SRB,MF,Udinese,21,2002,34,28,2372,78,64,63,28
be BEL,MF,eng Aston Villa,28,1995,15,3,284,60,40,30,74
cv CPV,MO,az Qarabağ,23,1999,10,10,783,57,56,55,50
lu LUX,MF,Mainz 05,23,2000,31,29,2606,65,40,34,68
de GER,DF,at RB Salzburg,18,2004,1,0,45,21,13,41,13
ar ARG,MF,Roma,29,1994,47,42,3662,57,76,44,55
be BEL,FW,eng Arsenal,28,1994,43,24,2180,82,73,74,63
xk KVX,DF,Köln,28,1994,17,11,1075,61,66,69,38
za RSA,FW,Strasbourg,27,1996,15,5,617,58,40,44,59
kr KOR,MO,Mainz 05,30,1992,29,24,2113,53,55,26,64
kr KOR,MO,fr Paris S-G,22,2001,32,21,1808,63,84,78,46
eng ENG,MF,sct Aberdeen,21,2001,3,2,146,36,45,27,45
us USA,MF,Heidenheim,23,1999,29,27,2284,41,34,25,60
fr FRA,DF,fr Lille,17,2005,39,36,3251,51,35,40,45
se SWE,MO,cy Aris Limassol FC,25,1998,6,5,458,48,59,42,66
sk SVK,MO,nl Feyenoord,17,2005,2,0,15,35,39,95,17
no NOR,DF,it Napoli,23,1999,29,19,1814,60,46,45,44
jm JAM,MO,eng Aston Villa,25,1997,46,30,2838,77,76,80,38
eng ENG,FW,Wolves,17,2006,3,2,174,17,28,16,59
de GER,MF,de Bayern Munich,28,1995,40,34,3002,76,83,67,60
at AUT,MF,at Sturm Graz,17,2006,1,0,3,21,11,7,7
de GER,MO,Werder Bremen,18,2005,3,0,18,33,9,87,52
no NOR,MF,no Molde,19,2004,1,0,6,39,19,7,7
ar ARG,DF,Marseille,24,1999,39,37,3300,56,46,52,82
de GER,MF,Werder Bremen,29,1993,29,19,1578,64,72,73,34
it ITA,MF,tr Fenerbahçe,36,1987,12,9,727,45,27,18,55
it ITA,DF,Juventus,20,2003,1,0,7,21,12,40,3
it ITA,MF,Atalanta,17,2006,2,0,2,21,19,15,7
it ITA,FW,Cagliari,34,1988,19,5,628,69,54,23,48
it ITA,DF,Roma,30,1993,34,23,2015,76,75,85,16
ch SUI,DF,Stuttgart,21,2002,15,6,594,72,60,50,46
de GER,FW,de Bayern Munich,27,1996,39,36,3058,72,90,90,48
fr FRA,MF,Chelsea,19,2004,12,3,301,35,51,56,75
eng ENG,DF,Chelsea,20,2003,23,20,1797,63,59,62,74
tt TRI,FW,gr AEK Athens,25,1997,3,3,211,61,43,26,29
ch SUI,DF,ch Young Boys,22,2001,6,3,336,74,46,43,58
eng ENG,MF,Bournemouth,26,1997,33,32,2786,34,65,34,69
eng ENG,MF,Everton,20,2003,12,1,232,81,37,76,69
eng ENG,DF,Brighton,31,1991,40,40,3454,70,69,56,36
sct SCO,MF,Bologna,23,1999,31,31,2712,82,68,65,35
eng ENG,DF,eng Newcastle Utd,18,2004,19,9,826,78,59,75,71
eng ENG,MF,eng Newcastle Utd,17,2006,20,16,1372,63,63,49,59
eng ENG,FW,Everton,20,2002,1,0,1,17,21,17,13
sct SCO,MF,Empoli,27,1996,1,0,5,21,11,16,7
ie IRL,DF,sct Celtic,24,1998,6,6,540,33,50,35,55
nz NZL,DF,Empoli,22,2000,31,18,1912,48,67,66,48
cz CZE,MF,cz Viktoria Plzeň,25,1998,3,2,174,63,54,50,40
fr FRA,DF,Brest,23,1999,30,30,2677,57,48,53,42
de GER,MF,Stuttgart,20,2002,5,1,106,28,17,32,38
de GER,MO,Köln,24,1999,31,21,1901,43,50,71,40
il ISR,MO,il Maccabi Haifa,37,1986,8,4,388,14,52,14,77
ar ARG,DF,eng Manchester Utd,25,1998,12,9,736,30,60,50,42
gr GRE,DF,gr AEK Athens,25,1997,3,2,204,52,44,86,10
eng ENG,DF,Bournemouth,24,1998,23,17,1559,45,61,51,57
cv CPV,DF,Toulouse,22,2001,38,36,3279,51,54,54,57
al ALB,MF,xk KF Ballkani Therandë,31,1992,6,6,507,26,36,69,65
hr CRO,DF,il Maccabi Haifa,27,1996,9,6,556,27,19,27,44
tg TOG,DF,Rennes,23,2000,34,31,2606,86,73,76,44
it ITA,MF,Fiorentina,19,2004,2,0,22,35,56,53,19
it ITA,FW,Monza,21,2002,25,16,1359,47,40,45,65
it ITA,DF,Bologna,35,1988,15,7,674,57,36,44,54
it ITA,FW,Udinese,22,2000,37,30,2592,43,36,24,57
it ITA,GK,Hellas Verona,27,1996,37,37,3330,63,77,43,67
it ITA,MF,Roma,27,1996,39,28,2585,87,71,68,43
it ITA,DF,Salernitana,21,2002,27,24,1987,51,26,27,61
it ITA,DF,Lecce,28,1995,14,3,364,50,62,72,51
ch SUI,DF,ch Young Boys,31,1992,5,5,406,34,40,22,49
de GER,GK,Newcastle Utd,30,1993,1,1,90,41,37,42,41
fr FRA,DF,Lorient,22,2001,1,1,90,21,19,24,29
fr FRA,MO,Salernitana,19,2003,33,23,2100,47,41,50,42
hr CRO,MF,Rennes,25,1998,33,25,2122,83,77,77,27
hr CRO,MO,Bayern Munich,18,2005,5,1,163,58,53,45,30
fr FRA,DF,es Sevilla,23,2000,30,28,2372,37,49,40,75
mg MAD,DF,be Union SG,27,1996,10,8,767,68,83,86,41
hu HUN,MF,Le Havre,32,1991,28,18,1561,53,56,65,58
be BEL,FW,de RB Leipzig,23,2000,42,40,3250,83,59,59,37
ci CIV,MO,fo KÍ,28,1994,3,2,181,14,33,17,31
it ITA,DF,Monza,32,1991,29,23,2141,46,44,35,38
it ITA,MF,Frosinone,29,1994,12,5,485,56,43,41,44
it ITA,GK,Torino,23,2000,2,2,180,41,47,50,38
de GER,DF,Köln,23,1999,13,6,635,26,20,26,64
it ITA,MO,Burnley,18,2004,15,13,974,53,37,74,27
it ITA,MF,Sassuolo,18,2005,8,5,384,39,42,37,67
it ITA,MF,Frosinone,27,1995,29,26,2210,66,45,48,53
de GER,DF,Gladbach,20,2003,30,25,2225,61,71,70,47
be BEL,FW,be Genk,20,2003,2,1,100,18,50,26,29
it ITA,DF,it Lazio,24,1999,23,10,947,68,52,72,56
de GER,MO,Darmstadt 98,26,1996,24,20,1619,42,40,17,43
de GER,MO,Stuttgart,18,2005,3,0,30,60,26,24,63
it ITA,DF,it Fiorentina,24,1999,37,32,2922,73,69,56,38
de GER,MO,Köln,27,1996,22,14,1146,57,47,44,58
us USA,MF,Celta Vigo,25,1998,31,22,1956,61,56,64,39
br BRA,DF,Cádiz,22,2001,28,15,1539,77,57,66,57
ar ARG,MO,it Fiorentina,22,2001,44,30,2448,64,50,26,49
br BRA,DF,fr Paris S-G,19,2003,18,16,1417,54,49,49,59
ar ARG,FW,Granada,27,1996,31,30,2541,46,58,49,75
fr FRA,GK,fr Lille,21,2001,40,40,3629,60,64,55,61
fr FRA,DF,eng Aston Villa,30,1993,44,36,3211,77,69,67,40
fr FRA,MF,at RB Salzburg,19,2003,5,4,399,36,48,43,75
fr FRA,DF,fr Paris S-G,27,1996,38,33,2750,65,73,70,55
dk DEN,DF,dk Nordsjælland,20,2003,5,4,374,70,54,41,40
de GER,MO,Freiburg,29,1994,43,34,3048,51,39,28,63
fi FIN,MF,fi HJK,25,1998,6,6,510,45,80,43,54
br BRA,MF,sk Slovan Bratislava,26,1997,3,3,263,43,74,60,56
ar ARG,DF,it Fiorentina,27,1996,38,34,3026,83,74,63,73
fr FRA,FW,Monaco,18,2005,1,0,7,17,21,31,13
fr FRA,MF,Montpellier,19,2004,13,12,978,51,39,57,64
ar ARG,FW,es Sevilla,29,1994,40,38,3216,50,67,74,83
br BRA,MO,West Ham,25,1997,40,39,3320,50,74,45,78
fr FRA,DF,Strasbourg,24,1998,31,30,2723,37,58,47,56
ar ARG,MF,Almería,26,1997,33,29,2381,45,68,41,67
uy URU,MF,tr Galatasaray,27,1996,8,8,667,45,59,47,51
es ESP,MF,Osasuna,29,1994,28,21,1788,49,30,29,51
fr FRA,MF,de Union Berlin,26,1997,28,21,1808,40,32,36,69
es ESP,DF,es Real Madrid,32,1991,38,18,1795,93,83,85,51
fr FRA,MF,Inter,21,2002,13,9,782,46,47,42,68
ci CIV,DF,Brest,18,2005,1,0,11,21,13,17,27
fr FRA,FW,Mainz 05,29,1994,26,15,1360,43,47,28,47
fr FRA,MO,Rennes,25,1997,37,21,1934,67,53,70,44
it ITA,FW,Frosinone,29,1994,1,0,16,17,16,43,13
it ITA,MF,it Roma,19,2004,1,0,2,21,19,16,7
es ESP,MF,it Lazio,30,1992,41,37,2953,79,88,80,27
co COL,FW,Liverpool,26,1997,44,37,3068,75,81,85,58
hn HON,FW,sct Celtic,23,2000,5,4,266,61,46,72,71
br BRA,MO,Marseille,21,2001,22,11,1147,40,50,69,65
es ESP,DF,Cádiz,34,1989,9,8,723,63,51,22,30
co COL,FW,Almería,25,1997,15,10,917,69,41,59,56
es ESP,MF,Getafe,28,1994,27,25,2115,40,63,39,61
co COL,MO,Atalanta,32,1991,23,5,677,90,81,84,44
es ESP,MO,Alavés,29,1993,37,31,2498,50,54,53,52
co COL,MO,Bournemouth,24,1999,20,7,699,76,75,90,80
it ITA,DF,Betis,26,1997,4,4,360,27,36,12,46
br BRA,FW,Betis,22,2001,19,9,856,47,76,83,86
rs SRB,MO,rs Čukarički,24,1998,4,3,246,51,30,43,36
ge GEO,GK,az Qarabağ,24,1999,1,0,6,41,36,40,33
hr CRO,MO,nl Feyenoord,24,1998,7,2,286,30,63,74,47
rs SRB,MO,it Milan,25,1997,28,9,1075,63,46,25,46
hr CRO,DF,ba Zrinjski Mostar,25,1998,1,0,1,21,12,9,3
ba BIH,MO,hr Dinamo Zagreb,27,1996,2,1,71,41,50,69,47
hr CRO,MF,es Real Madrid,37,1985,43,21,2108,77,94,81,43
ar ARG,MO,Milan,18,2004,17,5,526,52,31,46,32
rs SRB,DF,rs Čukarički,20,2003,4,4,305,25,30,11,78
hr CRO,MO,at RB Salzburg,20,2002,6,4,392,43,62,54,74
de GER,MO,Bochum,24,1998,20,3,536,58,59,51,48
de GER,DF,de RB Leipzig,27,1996,31,19,1792,50,59,40,36
de GER,DF,Freiburg,30,1992,35,26,2281,57,48,48,63
dk DEN,MF,dk FC Copenhagen,30,1993,6,6,539,75,44,38,70
de GER,FW,Wolfsburg,24,1998,3,0,42,83,43,43,74
de GER,MF,Gladbach,19,2004,4,0,47,21,11,48,21
eng ENG,MF,Luton Town,31,1992,17,2,323,77,37,32,35
eng ENG,DF,eng Liverpool,19,2004,3,2,137,26,32,58,28
wls WAL,MF,Fulham,18,2005,1,0,75,43,22,12,23
eng ENG,DF,eng Manchester Utd,28,1995,14,14,1094,49,75,65,48
eng ENG,DF,Sheffield Utd,22,2001,12,11,917,45,37,51,42
sk SVK,MO,cz Sparta Prague,27,1996,9,6,522,69,42,45,45
cz CZE,DF,cz Viktoria Plzeň,33,1990,8,4,353,41,37,37,26
fi FIN,GK,Leverkusen,33,1989,33,33,2970,55,49,58,47
cz CZE,MF,cz Viktoria Plzeň,28,1995,10,10,894,62,66,42,51
cz CZE,MF,cz Slavia Prague,30,1993,6,6,465,79,71,63,40
sk SVK,MF,sk Slovan Bratislava,30,1992,6,2,164,40,31,44,83
cz CZE,MO,cz Slavia Prague,26,1996,7,4,413,48,73,61,36
cz CZE,MF,cz Sparta Prague,27,1996,8,1,219,43,39,31,32
cz CZE,MF,cz Viktoria Plzeň,22,2001,4,4,384,29,19,30,71
sk SVK,DF,sk Spartak Trnava,32,1991,3,3,258,42,42,32,52
xk KVX,MF,xk KF Ballkani Therandë,24,1999,6,6,540,23,44,38,84
za RSA,MO,rs Čukarički,25,1997,4,0,64,53,31,83,64
nl NED,DF,nl Feyenoord,23,2000,7,7,660,46,61,69,48
nl NED,FW,nl PSV Eindhoven,32,1990,7,7,627,57,35,21,71
pt POR,GK,Almería,24,1999,33,33,2970,49,42,57,46
pt POR,DF,pt Sporting CP,35,1988,2,1,101,32,40,27,84
za RSA,MO,Burnley,22,2000,24,22,1899,53,35,43,44
br BRA,MO,Almería,21,2002,14,2,285,46,37,52,38
br BRA,FW,Almería,30,1992,32,22,1837,46,42,40,73
fr FRA,MF,Montpellier,23,2000,21,3,499,38,44,45,67
hu HUN,DF,hu Ferencváros,27,1996,1,0,9,21,20,43,3
ao ANG,FW,it Fiorentina,26,1996,42,17,1883,58,64,52,64
sn SEN,FW,Empoli,28,1994,14,5,708,68,50,46,51
be BEL,GK,be Genk,21,2002,4,4,360,53,47,48,33
pl POL,MO,pl Legia Warsaw,21,2001,8,1,161,24,34,51,62
dk DEN,MF,at RB Salzburg,22,2001,6,6,494,24,16,31,79
dk DEN,FW,dk Nordsjælland,21,2002,1,0,18,53,45,68,13
dk DEN,DF,Luton Town,25,1997,8,4,400,58,17,14,79
fo FRO,MO,fo KÍ,23,1999,5,2,184,46,17,46,77
dk DEN,DF,Augsburg,26,1996,27,19,1786,70,64,75,52
dk DEN,DF,Brentford,24,1999,34,22,1985,69,56,54,47
ng NGA,GK,Udinese,23,1999,21,21,1890,41,42,40,50
fr FRA,MO,Monaco,21,2002,28,18,1613,78,81,70,56
no NOR,MF,no Molde,24,1998,5,2,142,30,21,55,19
dk DEN,MF,dk FC Copenhagen,24,1999,2,1,113,85,34,41,58
no NOR,FW,no Molde,32,1990,7,7,480,75,91,66,38
ru RUS,MF,gr PAOK,30,1992,10,5,476,71,46,48,54
fr FRA,MF,Lyon,18,2005,11,4,358,50,44,79,51
cm CMR,DF,Rennes,18,2005,6,2,219,67,67,88,60
es ESP,MF,eng Manchester City,18,2005,1,0,15,21,39,20,7
fr FRA,MF,Brest,25,1998,32,26,2020,88,64,65,66
az AZE,MO,hr Dinamo Zagreb,26,1997,4,3,209,22,25,24,27
de GER,MF,Brighton,27,1996,26,9,837,66,73,38,23
il ISR,MF,il Maccabi Haifa,23,1999,6,3,392,31,40,25,68
0,MF,Augsburg,19,2004,1,0,1,21,28,17,7
de GER,MF,pl Legia Warsaw,25,1998,1,0,1,21,11,16,7
jp JPN,MF,de Eint Frankfurt,39,1984,11,3,344,32,50,31,51
by BLR,MF,kz Astana FK,23,1999,4,3,294,47,68,64,49
az AZE,DF,az Qarabağ,33,1989,3,1,113,43,41,23,24
ua UKR,GK,md Sheriff Tiraspol,30,1992,6,6,540,69,49,44,40
ua UKR,DF,at LASK,23,2000,5,5,405,73,51,29,80
be BEL,MF,be Gent,18,2005,23,8,927,91,41,88,27
sn SEN,MO,Metz,19,2004,5,1,153,26,29,79,44
de GER,DF,it Milan,21,2001,30,25,2161,38,57,46,42
gh GHA,MO,sk Slovan Bratislava,23,2000,3,0,13,34,37,42,32
us USA,MF,nl PSV Eindhoven,21,2002,8,5,505,58,69,62,66
fr FRA,DF,Chelsea,20,2003,27,19,1751,65,86,85,51
gw GNB,MO,Lyon,27,1995,20,4,551,77,60,75,49
sn SEN,DF,Salernitana,24,1999,6,1,121,55,60,71,59
fr FRA,MO,Reims,17,2005,11,1,209,25,29,58,57
sn SEN,DF,Cádiz,25,1998,4,2,288,41,14,9,62
fr FRA,DF,Montpellier,33,1990,1,0,7,40,34,33,71
fr FRA,DF,Lyon,17,2005,1,0,8,21,20,16,3
sn SEN,MO,Alavés,29,1994,2,0,18,15,29,19,40
bf BFA,MO,Toulouse,22,2001,8,0,101,51,92,78,77
be BEL,MF,be Antwerp,21,2002,3,3,262,23,25,28,60
il ISR,FW,Tottenham,24,1999,5,2,199,53,94,95,77
at AUT,MO,at Sturm Graz,26,1996,9,7,543,35,41,50,31
es ESP,MF,Sevilla,19,2004,4,1,117,32,40,36,56
fr FRA,MF,Gladbach,22,2001,22,18,1561,68,49,70,62
es ESP,MF,Mallorca,24,1999,35,16,1615,46,67,61,61
es ESP,MF,Celta Vigo,22,2000,26,20,1775,43,67,55,61
es ESP,MF,Villarreal,31,1991,19,7,680,52,55,57,54
ch SUI,MF,eng Manchester City,28,1995,38,35,3176,57,54,55,52
de GER,DF,Freiburg,32,1991,35,30,2668,47,43,34,53
it ITA,DF,it Lazio,29,1993,31,22,2096,53,66,80,43
it ITA,MF,Juventus,25,1998,36,34,3008,49,69,46,60
de GER,GK,de Bayern Munich,37,1986,32,32,2863,60,57,68,69
de GER,GK,Bochum,34,1988,33,33,2970,69,79,76,80
uy URU,MF,fr Paris S-G,22,2001,33,26,2323,32,51,47,68
il ISR,MF,il Maccabi Haifa,29,1993,6,4,364,36,40,45,75
al ALB,DF,Sassuolo,23,2000,7,3,362,25,22,13,36
es ESP,DF,Betis,32,1991,4,4,315,47,25,47,75
es ESP,FW,Las Palmas,28,1995,26,6,737,65,57,58,63
es ESP,MF,es Barcelona,19,2003,4,0,39,38,37,56,81
es ESP,DF,Chelsea,25,1998,21,20,1782,58,65,58,65
es ESP,FW,pl Legia Warsaw,27,1996,7,5,349,38,52,49,64
es ESP,FW,es Barcelona,17,2006,5,1,109,75,41,36,43
eng ENG,DF,Crystal Palace,23,2000,25,23,2021,35,57,46,43
es ESP,GK,Granada,33,1990,3,3,270,41,45,42,36
es ESP,DF,Almería,20,2003,23,22,1883,73,59,74,46
es ESP,MF,es Betis,26,1996,34,31,2642,61,64,45,61
de GER,GK,es Barcelona,31,1992,36,36,3240,63,66,66,41
si SVN,DF,si Olimpija,19,2003,6,6,540,26,43,37,24
at AUT,MF,de Dortmund,29,1994,37,34,2889,78,71,53,45
de GER,GK,Darmstadt 98,30,1993,31,31,2790,66,70,69,63
gw GNB,MO,Almería,19,2004,6,0,43,19,27,32,21
pl POL,GK,Nice,23,1999,34,34,3060,57,44,60,42
pl POL,MO,pl Raków,27,1995,6,3,294,32,55,62,28
pl POL,FW,Lecce,25,1998,1,0,8,17,43,25,13
es ESP,MO,fr Paris S-G,27,1996,25,14,1237,66,90,65,43
nl NED,GK,Brest,32,1991,32,32,2876,50,61,54,43
it ITA,MF,Frosinone,23,2000,36,24,2321,68,47,59,29
ch SUI,DF,pl Legia Warsaw,22,2000,1,0,45,45,22,10,19
it ITA,GK,Atalanta,23,2000,28,28,2508,41,43,43,49
at AUT,FW,sk Spartak Trnava,30,1992,2,0,35,46,30,15,13
at AUT,DF,Werder Bremen,25,1998,25,25,2197,40,31,33,74
it ITA,MO,Cagliari,34,1988,6,3,156,43,56,51,11
it ITA,MF,it Atalanta,18,2005,1,0,7,21,42,20,7
ar ARG,DF,Salernitana,21,2002,11,5,613,32,22,24,58
de GER,MO,de Dortmund,34,1989,39,23,2088,66,74,35,66
de GER,MO,Mainz 05,25,1997,20,7,717,58,57,58,34
it ITA,GK,Udinese,32,1991,17,17,1530,48,41,40,44
it ITA,GK,it Milan,31,1992,9,7,710,56,49,47,37
ar ARG,DF,es Sevilla,31,1991,24,20,1490,77,79,64,43
es ESP,MF,es Barcelona,32,1990,8,5,391,49,59,79,53
br BRA,MF,gr PAOK,23,2000,1,0,20,39,35,52,7
br BRA,FW,pt Benfica,20,2003,4,1,95,36,34,11,19
es ESP,MF,es Atlético Madrid,28,1995,46,35,3213,75,67,69,38
pe PER,DF,nl Feyenoord,23,1999,1,0,45,33,25,24,18
es ESP,MF,Almería,18,2005,7,4,441,25,22,10,80
ar ARG,DF,Bournemouth,26,1997,31,26,2242,81,82,57,62
fr FRA,MF,Nantes,27,1996,28,18,1481,54,42,57,71
eng ENG,MO,pt Sporting CP,24,1998,10,6,591,72,78,77,29
dk DEN,FW,dk Nordsjælland,27,1996,5,5,420,53,56,35,28
de GER,MF,Mainz 05,20,2002,1,0,18,45,37,9,22
no NOR,DF,Sassuolo,23,2000,28,16,1613,44,53,73,51
eng ENG,FW,eng Manchester Utd,25,1997,37,30,2559,64,69,75,57
eng ENG,FW,Bournemouth,24,1999,30,25,2118,52,79,72,74
fr FRA,FW,it Inter,25,1997,43,39,3144,69,61,62,63
br BRA,DF,Sevilla,27,1996,7,3,355,32,45,35,68
sk SVK,DF,sk Spartak Trnava,19,2003,1,0,11,21,12,9,3
do DOM,MO,es Sevilla,29,1993,12,2,307,54,19,31,47
hr CRO,FW,at LASK,21,2002,6,5,365,48,35,32,52
hr CRO,DF,Lecce,25,1997,36,36,3219,36,46,52,55
hr CRO,FW,kz Astana FK,35,1987,6,4,400,48,67,46,59
es ESP,FW,Valencia,19,2004,3,0,25,42,39,14,13
ci CIV,MF,dk Nordsjælland,18,2004,4,2,180,36,43,50,38
es ESP,DF,it Lazio,22,2000,25,25,2159,36,53,54,48
de GER,MO,de Eint Frankfurt,31,1992,37,30,2537,39,68,40,67
es ESP,DF,es Atlético Madrid,28,1995,40,38,3374,63,70,66,42
ga GAB,MF,Wolves,29,1993,35,34,2968,57,39,41,69
es ESP,MF,Real Madrid,19,2004,2,0,18,21,23,31,51
hr CRO,MF,Atalanta,28,1995,45,25,2496,77,78,64,44
hr CRO,MF,ba Zrinjski Mostar,31,1991,3,3,210,36,37,49,47
hr CRO,MO,ba Zrinjski Mostar,24,1999,6,6,430,16,18,20,76
de GER,MF,Hoffenheim,30,1993,30,15,1351,72,72,75,46
