Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Aapo Halme,fi FIN,DF,fi HJK,25,1998,3,3,265,33,28,14,45
Aaron Cresswell,eng ENG,MF,West Ham,33,1989,17,9,852,64,50,37,37
Aaron Hickey,sct SCO,DF,Brentford,21,2002,9,9,713,34,31,54,39
Aaron Malouda,fr FRA,FW,fr Lille,17,2005,2,0,27,51,52,72,13
Aaron Ramsdale,eng ENG,GK,eng Arsenal,25,1998,7,7,630,40,57,61,36
Aaron Ramsey,eng ENG,MO,Burnley,20,2003,14,5,527,15,26,18,75
Aaron Seydel,de GER,FW,Darmstadt 98,27,1996,16,5,619,43,50,32,55
Aaron Wan-Bissaka,eng ENG,DF,eng Manchester Utd,25,1997,25,22,1992,54,68,72,66
Aarón Escandell,es ESP,GK,Las Palmas,27,1995,2,1,153,40,46,43,37
Aarón Martín,es ESP,DF,Genoa,26,1997,22,17,1376,48,63,72,20
Abakar Sylla,ci CIV,DF,Strasbourg,20,2002,22,19,1792,61,42,39,67
Abat Ajymbetow,kz KAZ,FW,kz Astana FK,27,1995,6,0,99,28,28,37,20
Abdallah Sima,sn SEN,FW,sct Rangers,22,2001,6,6,520,73,54,72,88
Abde Ezzalzouli,ma MAR,FW,es Betis,21,2001,36,13,1465,46,50,87,78
Abdel Abqar,ma MAR,DF,Alavés,24,1999,27,27,2312,27,27,23,42
Abdellah Baallal,ma MAR,MF,Clermont Foot,18,2004,1,0,4,28,11,7,30
Abdellah Raihani,ma MAR,FW,Atlético Madrid,19,2004,1,0,10,35,13,27,13
Abdellah Zoubir,fr FRA,MO,az Qarabağ,31,1991,10,10,913,69,64,76,45
Abderrahman Rebbach,dz ALG,MO,Alavés,24,1998,23,6,722,60,51,73,50
Abdou Harroui,nl NED,MO,Frosinone,25,1998,18,13,1019,57,64,60,65
Abdoul Kader Bamba,fr FRA,MO,Nantes,29,1994,23,1,611,72,72,85,64
Abdoul Koné,fr FRA,DF,Reims,18,2005,3,3,193,55,41,56,64
Abdoulaye Doucouré,ml MLI,MO,Everton,30,1993,32,32,2629,44,42,36,60
Abdoulaye Seck,sn SEN,DF,il Maccabi Haifa,31,1992,9,9,791,62,28,21,47
Abdoulaye Touré,gn GUI,MF,Le Havre,29,1994,30,27,2284,46,46,50,58
Abdukodir Khusanov,uz UZB,DF,fr Lens,19,2004,15,10,961,28,40,31,61
Abdul Mumin,gh GHA,DF,Rayo Vallecano,25,1998,20,19,1694,54,30,24,42
Abdulrazaq Ishaq,ng NGA,DF,se Häcken,21,2002,5,1,221,58,85,93,56
Abdón Prats,es ESP,MO,Mallorca,30,1992,34,11,1270,56,33,16,38
Abdülkerim Bardakcı,tr TUR,DF,tr Galatasaray,28,1994,8,7,666,61,52,58,72
Abel Ruiz,es ESP,MO,pt Braga,23,2000,8,3,423,27,28,30,16
Ablie Jallow,gm GAM,MO,Metz,24,1998,17,10,918,59,56,55,41
Abner,br BRA,DF,Betis,23,2000,28,19,1798,43,60,66,52
Abou Lô,sn SEN,MF,Metz,23,2000,6,2,197,23,34,27,43
Aboubacar Ali,km COM,MO,Strasbourg,17,2006,9,1,130,26,45,43,29
Abzal Beisebekov,kz KAZ,MF,kz Astana FK,30,1992,5,4,324,58,31,9,39
Achraf Dari,ma MAR,MF,Brest,24,1999,4,1,121,35,32,14,53
Achraf Hakimi,ma MAR,DF,fr Paris S-G,24,1998,36,31,2913,81,95,93,40
Adam Gnezda Čerin,si SVN,MF,gr Panathinaikos,24,1999,6,5,358,40,72,40,54
Adam Hložek,cz CZE,MO,Leverkusen,21,2002,32,10,904,63,65,54,45
Adam Karabec,cz CZE,MO,cz Sparta Prague,20,2003,6,2,207,43,55,44,36
Adam Lallana,eng ENG,MO,Brighton,35,1988,27,14,919,35,74,33,28
Adam Marušić,me MNE,DF,it Lazio,30,1992,44,43,3614,63,52,61,41
Adam Masina,ma MAR,DF,Udinese,29,1994,20,11,1088,34,48,35,50
Adam Obert,sk SVK,DF,Cagliari,20,2002,17,10,941,47,62,52,49
Adam Ounas,dz ALG,FW,fr Lille,26,1996,20,5,571,76,80,87,70
Adam Smith,eng ENG,DF,Bournemouth,32,1991,28,25,2150,53,66,52,40
Adam Sørensen,dk DEN,MO,no Bodø/Glimt,22,2000,3,1,76,22,47,44,41
Adam Vlkanova,cz CZE,MO,cz Viktoria Plzeň,28,1994,4,2,149,88,36,66,30
Adam Webster,eng ENG,DF,Brighton,28,1995,16,13,1150,36,62,47,54
Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,16,15,1297,38,72,37,73
Adama Bojang,gm GAM,FW,Reims,19,2004,9,0,83,36,37,65,71
Adama Traoré,ml MLI,MO,hu Ferencváros,28,1995,19,3,503,72,63,87,62
Adame Faiz,fr FRA,FW,fr Lille,18,2005,1,0,8,24,17,7,17
Adamo Nagalo,bf BFA,DF,dk Nordsjælland,20,2002,6,5,445,38,72,38,26
Adel Mahamoud,km COM,FW,Nantes,20,2003,1,0,10,24,40,60,13
Ademola Lookman,ng NGA,MO,Atalanta,25,1997,42,31,2611,86,75,84,50
Admir Bristrić,ba BIH,FW,si Olimpija,20,2003,5,3,312,28,45,50,43
Adnan Januzaj,be BEL,MO,Sevilla,28,1995,8,0,193,23,47,47,68
Adnan Kovačević,ba BIH,DF,pl Raków,29,1993,5,4,417,33,15,15,79
Adri Bosch,es ESP,DF,Granada,22,2001,1,0,26,29,34,52,56
Adri Embarba,es ESP,MO,Almería,31,1992,36,29,2476,50,51,58,72
Adrian Beck,de GER,MO,Heidenheim,26,1997,23,11,974,36,42,32,72
Adrian Grbić,at AUT,FW,Lorient,26,1996,1,0,31,26,13,33,30
Adrian Zeljković,si SVN,MF,sk Spartak Trnava,20,2002,6,6,521,27,25,33,57
Adrien Lebeau,fr FRA,MO,Brest,24,1999,7,0,54,41,69,44,16
Adrien Rabiot,fr FRA,MF,Juventus,28,1995,31,30,2651,73,63,72,63
Adrien Tameze,cm CMR,MF,Torino,29,1994,29,25,2146,26,51,40,45
Adrien Thomasson,fr FRA,MF,fr Lens,29,1993,34,15,1417,76,76,75,38
Adrien Truffert,fr FRA,DF,Rennes,21,2001,38,30,2707,76,72,88,35
Adrià Altimira,es ESP,MF,Villarreal,22,2001,15,13,1058,36,43,53,43
Adrià Pedrosa,es ESP,MF,es Sevilla,25,1998,35,19,2080,64,54,69,57
Adrián Marín,es ESP,DF,pt Braga,26,1997,2,0,23,29,35,34,12
Adryelson,br BRA,MF,Lyon,25,1998,2,0,6,28,15,7,25
Adson,br BRA,MO,Nantes,22,2000,8,2,238,34,61,85,72
Adu Ares,es ESP,FW,Athletic Club,21,2001,12,2,265,18,36,84,67
Agustín Doffo,ar ARG,MF,si Olimpija,28,1995,5,5,434,26,42,35,78
Agustín Martegani,ar ARG,MF,Salernitana,23,2000,18,6,731,69,43,64,35
Ahmed Touba,dz ALG,DF,Lecce,25,1998,6,3,277,32,16,18,71
Ahmet Muhamedbegovic,at AUT,DF,si Olimpija,24,1998,6,6,540,30,58,35,43
Ahmetcan Kaplan,tr TUR,DF,nl Ajax,20,2003,2,2,128,29,27,13,43
Aiham Ousou,sy SYR,DF,Cádiz,23,2000,11,10,865,37,42,51,53
Aihen Muñoz,es ESP,DF,es Real Sociedad,25,1997,27,16,1601,45,73,72,68
Aimar Oroz,es ESP,MF,Osasuna,21,2001,33,26,2339,60,54,72,36
Aingeru Olabarrieta,es ESP,FW,Athletic Club,17,2005,1,0,9,47,13,35,13
Ainsley Maitland-Niles,eng ENG,MF,Lyon,25,1997,23,16,1432,57,66,71,57
Aitor Cantalapiedra,es ESP,FW,gr Panathinaikos,27,1996,5,2,230,48,77,72,43
Aitor Fernández,es ESP,GK,Osasuna,32,1991,7,6,551,60,58,60,38
Aitor Paredes,es ESP,DF,Athletic Club,23,2000,34,31,2704,43,37,26,33
Aitor Ruibal,es ESP,MF,es Betis,27,1996,25,17,1540,79,63,73,68
Akim Zedadka,dz ALG,DF,fr Lille,28,1995,1,1,90,42,66,97,81
Akor Adams,ng NGA,FW,Montpellier,23,2000,32,27,2252,42,37,41,44
Alaa Bellaarouch,ma MAR,GK,Strasbourg,21,2002,15,15,1350,54,62,56,56
Alan Matturro,uy URU,DF,Genoa,18,2004,6,1,106,41,25,37,62
Alan Varela,ar ARG,MF,pt Porto,22,2001,8,8,705,28,46,23,33
Alan Virginius,fr FRA,MO,fr Lille,20,2003,19,14,1090,30,49,48,34
Alassane Pléa,fr FRA,MO,Gladbach,30,1993,27,24,1913,70,73,63,30
Alban Lafont,fr FRA,GK,Nantes,24,1999,28,28,2496,54,53,59,48
Albert Grønbaek,dk DEN,MF,no Bodø/Glimt,22,2001,8,8,668,74,59,85,26
Albert Guðmundsson,is ISL,MO,Genoa,26,1997,35,34,3016,71,70,48,25
Albert Sambi Lokonga,be BEL,MF,Luton Town,23,1999,17,16,1303,59,59,52,60
Alberto Brignoli,it ITA,GK,gr Panathinaikos,31,1991,5,5,450,53,59,43,46
Alberto Cerri,it ITA,FW,Empoli,27,1996,12,10,545,33,32,26,71
Alberto Dadie,es ESP,MF,Real Sociedad,21,2002,1,0,28,54,27,7,55
Alberto Dossena,it ITA,DF,Cagliari,24,1998,35,33,2977,55,50,26,69
Alberto Grassi,it ITA,MF,Empoli,28,1995,27,22,1807,26,45,24,52
Alberto Marí,es ESP,FW,Valencia,22,2001,16,2,276,54,71,34,62
Alberto Moleiro,es ESP,MO,Las Palmas,19,2003,28,21,1803,62,64,84,25
Alberto Moreno,es ESP,DF,Villarreal,31,1992,31,20,1764,86,75,75,46
Alberto Perea,es ESP,MO,Granada,32,1990,2,0,2,62,55,43,8
Alberto Risco,es ESP,MF,Getafe,17,2005,4,1,137,55,60,72,27
Alberto Soro,es ESP,MF,Granada,24,1999,1,0,8,42,33,7,7
Albian Hajdari,ch SUI,DF,ch Lugano,20,2003,4,4,328,48,67,53,74
Albin Berisha,xk KVX,FW,xk KF Ballkani Therandë,22,2001,6,5,400,19,28,36,40
Aldin Hrvanović,ba BIH,MO,ba Zrinjski Mostar,25,1998,6,3,236,41,8,9,77
Aleix García,es ESP,MF,Girona,26,1997,37,36,3199,72,85,56,40
Alejandro Artunduaga,co COL,DF,md Sheriff Tiraspol,25,1997,6,6,496,30,17,55,68
Alejandro Balde,es ESP,DF,es Barcelona,19,2003,24,18,1709,51,64,94,28
Alejandro Garnacho,ar ARG,MO,eng Manchester Utd,19,2004,42,33,2866,70,45,82,44
Alejandro Jiménez,es ESP,DF,Milan,18,2005,3,0,68,55,59,60,48
Alejandro Pozo Pozo,es ESP,MF,Almería,24,1999,21,9,976,42,54,62,48
Alejo Véliz,ar ARG,FW,Tottenham,19,2003,14,0,85,73,17,23,47
Aleksa Amanović,mk MKD,DF,kz Astana FK,26,1996,4,4,360,34,50,48,48
Aleksa Janković,rs SRB,FW,rs Čukarički,23,2000,2,0,58,31,18,58,17
Aleksa Terzić,rs SRB,DF,at RB Salzburg,23,1999,2,2,180,64,55,72,29
Aleksandar Borković,at AUT,DF,at Sturm Graz,24,1999,1,1,71,29,16,10,50
Aleksandar Dragović,at AUT,DF,rs Red Star,32,1991,6,6,540,33,43,27,35
Aleksandar Katai,rs SRB,MO,rs Red Star,32,1991,5,0,79,75,50,59,68
Aleksandar Mitrović,rs SRB,FW,Fulham,28,1994,1,0,33,52,43,26,29
Aleksandar Pavlovic,de GER,MF,de Bayern Munich,19,2004,22,16,1434,70,74,55,51
Aleksandar Pešić,rs SRB,FW,hu Ferencváros,31,1992,7,3,334,64,40,35,45
Aleksandar Radovanović,rs SRB,DF,Almería,29,1993,9,8,569,32,20,11,70
Aleksandar Sedlar,rs SRB,DF,Alavés,31,1991,11,11,946,62,34,31,53
Aleksandar Ćirković,rs SRB,MO,rs TSC,21,2001,5,2,223,63,26,44,41
Aleksandar Čavrić,rs SRB,FW,sk Slovan Bratislava,29,1994,6,5,468,81,72,57,49
Aleksandr Golovin,ru RUS,MO,Monaco,27,1996,25,25,2147,73,87,61,70
Aleksandr Kokorin,ru RUS,MO,cy Aris Limassol FC,32,1991,5,3,288,67,68,37,40
Aleksandr Marochkin,kz KAZ,DF,kz Astana FK,33,1990,5,5,450,35,26,14,72
Aleksei Isayev,az AZE,MF,az Qarabağ,27,1995,2,0,6,28,40,36,7
Aleksei Miranchuk,ru RUS,MO,Atalanta,27,1995,37,16,1588,63,89,71,33
Aleksi Paananen,fi FIN,MF,fi HJK,30,1993,2,0,26,64,40,62,57
Alessandro Bastoni,it ITA,DF,it Inter,24,1999,35,34,2768,68,85,78,53
Alessandro Buongiorno,it ITA,DF,Torino,24,1999,29,29,2527,65,27,28,74
Alessandro Deiola,it ITA,MF,Cagliari,27,1995,27,19,1608,45,32,23,52
Alessandro Dellavalle,it ITA,DF,Torino,19,2004,1,0,15,52,41,23,41
Alessandro Di Pardo,it ITA,MF,Cagliari,24,1999,15,2,359,32,42,43,39
Alessandro Florenzi,it ITA,DF,it Milan,32,1991,39,23,2114,71,91,65,47
Alessandro Sorrentino,it ITA,GK,Monza,21,2002,7,5,548,51,41,54,34
Alessandro Vogliacco,it ITA,DF,Genoa,24,1998,20,14,1169,49,68,49,67
Alessandro Zanoli,it ITA,DF,it Napoli,22,2000,22,10,977,51,65,79,42
Alessio Castro-Montes,be BEL,DF,be Union SG,26,1997,10,10,825,51,65,79,72
Alessio Cragno,it ITA,GK,Sassuolo,29,1994,3,3,270,40,46,43,50
Alessio Romagnoli,it ITA,DF,it Lazio,28,1995,35,32,2951,28,48,20,45
Alessio Zerbin,it ITA,MF,Monza,24,1999,20,8,834,53,62,82,40
Alex Baena,es ESP,MO,Villarreal,22,2001,42,38,2991,61,88,60,47
Alex Iwobi,ng NGA,MF,Everton,27,1996,32,27,2332,77,76,92,25
Alex Král,cz CZE,MF,de Union Berlin,25,1998,30,15,1621,46,36,41,47
Alex Matos,eng ENG,MF,Chelsea,18,2004,1,0,1,28,10,7,7
Alex Meret,it ITA,GK,it Napoli,26,1997,39,39,3493,49,50,53,52
Alex Moucketou,ga GAB,DF,cy Aris Limassol FC,22,2000,6,4,366,62,16,23,70
Alex Murphy,ie IRL,MF,Newcastle Utd,19,2004,2,0,13,28,42,17,76
Alex Oxlade-Chamberlain,eng ENG,MF,tr Beşiktaş,29,1993,6,5,386,42,60,58,42
Alex Sandro,br BRA,DF,Juventus,32,1991,16,8,721,78,73,61,51
Alex Scott,eng ENG,MF,Bournemouth,19,2003,23,11,1014,80,64,69,61
Alex Sola,es ESP,MO,Alavés,24,1999,31,14,1292,43,62,65,75
Alexander Bah,dk DEN,DF,pt Benfica,25,1997,9,8,696,49,61,82,86
Alexander Brunst,de GER,GK,Darmstadt 98,28,1995,3,3,270,60,50,43,37
Alexander Djiku,gh GHA,DF,tr Fenerbahçe,28,1994,7,6,585,21,36,38,87
Alexander Isak,se SWE,FW,eng Newcastle Utd,23,1999,35,31,2567,74,62,63,31
Alexander Meyer,de GER,GK,de Dortmund,32,1991,9,8,785,56,57,70,76
Alexander Nübel,de GER,GK,Stuttgart,26,1996,30,30,2700,56,56,56,75
Alexander Prass,at AUT,MF,at Sturm Graz,22,2001,9,8,723,62,45,66,56
Alexander Schlager,at AUT,GK,at RB Salzburg,27,1996,6,6,540,52,46,43,52
Alexander Schwolow,de GER,GK,Union Berlin,31,1992,1,1,90,40,39,43,38
Alexander Sigurðarson,is ISL,MF,is Breiðablik,27,1996,4,3,235,52,79,63,45
Alexander Sørloth,no NOR,FW,Villarreal,27,1995,39,34,2855,81,61,55,43
Alexandre Lacazette,fr FRA,FW,Lyon,32,1991,29,27,2293,74,58,43,56
Alexandre Oukidja,dz ALG,GK,Metz,35,1988,34,34,2987,48,53,78,85
Alexandre Penetra,pt POR,DF,nl AZ Alkmaar,21,2001,5,4,363,24,25,14,42
Alexandros Paschalakis,gr GRE,GK,gr Olympiacos,34,1989,9,9,810,62,52,43,35
Alexis Antunes,ch SUI,MO,ch Servette FC,23,2000,9,5,475,23,29,48,83
Alexis Blin,fr FRA,MF,Lecce,26,1996,31,16,1642,30,41,19,52
Alexis Claude-Maurice,fr FRA,MF,Nice,25,1998,18,4,504,45,55,80,34
Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,39,35,3008,80,85,57,74
Alexis Saelemaekers,be BEL,MO,Bologna,24,1999,30,21,1887,67,69,71,61
Alexis Sánchez,cl CHI,FW,it Inter,34,1988,31,10,1098,61,92,61,64
Alexsandro Ribeiro,br BRA,DF,fr Lille,23,1999,38,28,2695,33,55,43,56
Aleš Mandous,cz CZE,GK,cz Slavia Prague,31,1992,6,6,540,52,40,43,68
Alfie Doughty,eng ENG,DF,Luton Town,23,1999,37,34,2925,85,74,85,54
Alfie Gilchrist,eng ENG,DF,Chelsea,19,2003,11,2,207,80,30,46,29
Alfonso Espino,uy URU,DF,Rayo Vallecano,31,1992,31,29,2507,48,70,71,59
Alfonso Pedraza,es ESP,DF,Villarreal,27,1996,23,15,1287,84,68,89,34
Alfred Duncan,gh GHA,MF,it Fiorentina,30,1993,36,28,2230,68,81,56,41
Alhassan Yusuf,ng NGA,MF,be Antwerp,23,2000,6,4,380,71,55,61,56
Ali Mohamed,ne NIG,MF,il Maccabi Haifa,27,1995,9,7,485,39,52,51,40
Ali Youssef,tn TUN,FW,se Häcken,22,2000,3,1,93,27,23,29,13
Alidu Seidu,gh GHA,DF,Rennes,23,2000,27,20,1782,33,53,66,77
Alieu Fadera,gm GAM,FW,be Genk,21,2001,4,3,142,44,43,73,77
Aliou Badara Baldé,gn GUI,MO,Nice,20,2002,7,0,69,51,13,88,77
Alireza Jahanbakhsh,ir IRN,MO,nl Feyenoord,29,1993,5,0,75,91,82,77,74
Alisson,br BRA,GK,Liverpool,30,1992,30,30,2700,58,63,61,43
Alistair Johnston,ca CAN,DF,sct Celtic,24,1998,6,6,540,32,57,69,58
Aljaž Krefl,si SVN,MF,si Olimpija,29,1994,3,1,130,46,52,67,28
Aljoscha Kemlein,de GER,MF,de Union Berlin,18,2004,3,0,37,40,26,33,16
Allan Arigoni,ch SUI,MF,ch Lugano,24,1998,6,5,427,32,49,66,40
Almir Kryeziu,xk KVX,FW,xk KF Ballkani Therandë,24,1998,4,3,267,81,64,85,58
Almoatasem Al Musrati,ly LBY,MF,pt Braga,27,1996,5,3,309,40,60,40,69
Alois Confais,fr FRA,MO,Le Havre,26,1996,2,0,7,23,11,3,58
Alphadjo Cissè,it ITA,FW,Hellas Verona,16,2006,1,0,8,24,17,7,13
Alphonse Areola,fr FRA,GK,West Ham,30,1993,32,32,2789,47,47,72,80
Alphonso Davies,ca CAN,DF,de Bayern Munich,22,2000,39,31,2771,87,85,95,49
Amad Diallo,ci CIV,MO,Manchester Utd,21,2002,9,3,390,74,60,64,50
Amadou Dante,ml MLI,DF,at Sturm Graz,22,2000,4,3,275,37,35,49,77
Amadou Diallo,eng ENG,MF,Newcastle Utd,20,2003,1,0,1,28,15,7,7
Amadou Haidara,ml MLI,MF,de RB Leipzig,25,1998,26,22,1792,73,72,34,77
Amadou Koné,ml MLI,MF,Reims,18,2005,16,4,475,23,40,30,77
Amadou Onana,be BEL,MF,Everton,21,2001,30,23,2091,60,51,44,70
Amady Camara,ml MLI,MO,at Sturm Graz,18,2005,4,0,87,94,57,74,12
Amahl Pellegrino,no NOR,MO,no Bodø/Glimt,33,1990,6,6,514,70,64,55,32
Amankwah Forson,gh GHA,MO,at RB Salzburg,20,2002,4,0,68,20,61,60,60
Amar Dedić,ba BIH,DF,at RB Salzburg,20,2002,6,6,540,47,40,86,39
Amari'i Bell,jm JAM,DF,Luton Town,29,1994,21,21,1720,36,51,60,70
Amath,sn SEN,MO,Mallorca,27,1996,15,3,394,44,35,69,72
Ameen Al-Dakhil,be BEL,DF,Burnley,21,2002,13,12,1056,52,38,43,26
Amin Sarr,se SWE,MO,Lyon,22,2001,17,3,484,21,30,29,45
Amine Adli,ma MAR,MO,Leverkusen,23,2000,36,19,1877,68,74,74,66
Amine Gouiri,dz ALG,MO,Rennes,23,2000,38,27,2394,71,55,70,44
Amine Harit,ma MAR,MO,Marseille,26,1997,42,34,2983,49,83,73,51
Amine Messoussa,fr FRA,FW,fr Lille,18,2004,1,1,64,29,14,23,13
Amine Salama,fr FRA,FW,Reims,23,2000,11,2,313,25,54,74,31
Amine Talal,ma MAR,MF,md Sheriff Tiraspol,27,1996,6,6,539,32,40,24,69
Amir Hadžiahmetović,ba BIH,MF,tr Beşiktaş,26,1997,6,5,477,40,77,49,59
Amir Richardson,ma MAR,MF,Reims,21,2002,28,14,1352,68,57,59,67
Amir Rrahmani,xk KVX,DF,it Napoli,29,1994,37,37,3152,71,55,44,48
Amir Saipi,xk KVX,GK,ch Lugano,23,2000,6,6,540,66,48,43,42
Amor Layouni,tn TUN,FW,se Häcken,30,1992,5,5,421,33,57,74,72
Amos Pieper,de GER,DF,Werder Bremen,25,1998,7,7,590,38,56,31,83
Amourrichio Van Axel Dongen,nl NED,FW,nl Ajax,18,2004,1,0,7,24,14,49,13
Anan Khalaili,il ISR,FW,il Maccabi Haifa,18,2004,9,6,545,61,49,65,67
Anass Salah-Eddine,nl NED,FW,nl Ajax,21,2002,1,0,1,24,17,7,13
Anass Zaroury,ma MAR,MO,Burnley,22,2000,6,1,152,19,31,32,13
Anastasios Douvikas,gr GRE,FW,Celta Vigo,23,1999,32,7,905,69,45,38,68
Anatolii Trubin,ua UKR,GK,pt Benfica,21,2001,12,12,1110,40,44,43,43
Ander Barrenetxea,es ESP,MO,es Real Sociedad,21,2001,36,25,1824,65,43,83,66
Ander Guevara,es ESP,MF,Alavés,26,1997,37,33,2932,59,50,51,47
Ander Herrera,es ESP,MF,Athletic Club,33,1989,23,10,1030,42,83,52,81
Anders Hagelskjær,dk DEN,DF,no Molde,26,1997,8,8,720,43,20,36,54
Anderson Esiti,ng NGA,MF,hu Ferencváros,29,1994,2,1,91,30,14,17,78
Andi Zeqiri,ch SUI,MO,be Genk,24,1999,5,3,280,39,15,12,33
Andoni Gorosabel,es ESP,DF,Alavés,26,1996,36,33,2854,76,55,75,51
Andraž Šporar,si SVN,MO,gr Panathinaikos,29,1994,6,1,137,67,19,18,24
Andre Brooks,eng ENG,MF,Sheffield Utd,19,2003,20,12,938,27,23,46,59
Andre-Frank Zambo Anguissa,cm CMR,MF,it Napoli,27,1995,41,39,3413,56,69,67,52
Andrea Belotti,it ITA,FW,it Fiorentina,29,1993,42,26,2376,60,46,45,62
Andrea Cambiaso,it ITA,MF,Juventus,23,2000,34,28,2372,72,59,81,44
Andrea Carboni,it ITA,DF,Monza,22,2001,21,16,1487,60,49,48,63
Andrea Colpani,it ITA,MO,Monza,24,1999,38,36,2657,69,68,60,38
Andrea Consigli,it ITA,GK,Sassuolo,36,1987,35,35,3150,56,55,56,55
Andrea Ferraris,it ITA,MF,Monza,20,2003,1,0,10,42,37,22,58
Andrea Petagna,it ITA,FW,Cagliari,28,1995,18,13,995,39,58,38,44
Andrea Pinamonti,it ITA,FW,Sassuolo,24,1999,38,37,3076,54,40,27,45
Andrea Sodero,it ITA,MF,Empoli,18,2004,1,0,5,28,10,44,7
Andreas Christensen,dk DEN,MF,es Barcelona,27,1996,37,32,2418,55,51,34,52
Andreas Cornelius,dk DEN,MO,dk FC Copenhagen,30,1993,3,0,82,27,33,12,55
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26,1997,15,12,992,54,20,13,60
Andreas Hansen,dk DEN,GK,dk Nordsjælland,27,1995,5,5,450,40,43,43,36
Andreas Luthe,de GER,GK,Bochum,36,1987,1,1,90,60,49,43,38
Andreas Müller,de GER,MF,Darmstadt 98,23,2000,11,2,349,26,27,27,74
Andreas Ntoi,gr GRE,DF,gr Olympiacos,20,2003,5,5,459,34,25,32,45
Andreas Pereira,br BRA,MF,Fulham,27,1996,37,34,2613,71,77,68,18
Andreas Schjelderup,no NOR,FW,dk Nordsjælland,19,2004,6,4,366,49,82,82,64
Andreas Skov Olsen,dk DEN,MO,be Club Brugge,23,1999,7,6,459,87,87,89,36
Andreas Ulmer,at AUT,DF,at RB Salzburg,37,1985,3,3,218,50,55,45,60
Andrei Ratiu,ro ROU,MF,Rayo Vallecano,25,1998,12,6,630,36,43,80,32
Andrej Ilic,rs SRB,FW,Lille,23,2000,2,0,9,24,17,7,13
Andrej Kramarić,hr CRO,MO,Hoffenheim,32,1991,30,25,2199,83,82,64,28
Andrej Đurić,me MNE,DF,sk Spartak Trnava,19,2003,4,3,260,31,15,12,34
Andres Dumitrescu,ro ROU,MF,cz Slavia Prague,22,2001,5,4,330,41,41,47,37
Andres Sfait,ro ROU,MF,Salernitana,18,2004,2,0,23,59,53,55,57
Andrew Hjulsager,dk DEN,MF,be Gent,28,1995,4,1,130,52,83,78,90
Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21,2002,11,8,783,27,22,11,31
Andrew Robertson,sct SCO,DF,Liverpool,29,1994,27,21,1996,88,92,82,49
Andrey Lunyov,ru RUS,GK,az Qarabağ,31,1991,10,10,924,66,65,59,79
Andrey Santos,br BRA,MF,Strasbourg,19,2004,12,9,839,53,55,44,76
Andri Rafn Yeoman,is ISL,DF,is Breiðablik,31,1992,5,4,277,54,63,44,42
Andrija Balić,hr CRO,MF,ba Zrinjski Mostar,25,1997,2,1,53,39,10,7,60
Andrija Živković,rs SRB,FW,gr PAOK,27,1996,9,7,652,67,72,66,83
Andriy Lunin,ua UKR,GK,es Real Madrid,24,1999,29,29,2640,50,52,43,50
Andros Townsend,eng ENG,MO,Luton Town,32,1991,27,14,1210,41,56,54,53
András Schäfer,hu HUN,MF,Union Berlin,24,1999,20,14,1214,63,56,81,64
André Ayew,gh GHA,FW,Le Havre,33,1989,19,12,1104,61,46,46,74
André Castro,pt POR,MF,pt Braga,35,1988,1,0,5,59,14,7,23
André Ferreira,pt POR,GK,Granada,27,1996,15,14,1340,49,45,43,49
André Franco,pt POR,MO,pt Porto,25,1998,4,3,236,32,73,21,66
André Gomes,pt POR,MO,Everton,30,1993,12,3,508,59,52,38,47
André Horta,pt POR,MF,gr Olympiacos,26,1996,12,3,403,55,82,93,49
André Onana,cm CMR,GK,eng Manchester Utd,27,1996,44,44,3960,61,73,77,65
André Ramalho,br BRA,DF,nl PSV Eindhoven,31,1992,6,5,423,32,27,15,62
André Silva,pt POR,FW,es Real Sociedad,27,1995,21,10,821,39,37,37,46
Andrés Andrade Cedeño,pa PAN,DF,at LASK,24,1998,6,5,465,26,32,28,72
Andrés Guardado,mx MEX,MF,Betis,36,1986,17,7,721,41,70,50,68
Andy Diouf,fr FRA,MF,fr Lens,20,2003,29,17,1433,64,64,86,47
Andy Pelmard,fr FRA,DF,Clermont Foot,23,2000,34,33,2989,25,44,49,54
Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,24,1999,31,29,2649,53,28,39,65
Angel Gomes,eng ENG,MO,fr Lille,22,2000,40,33,3054,43,85,42,44
Angeliño,es ESP,DF,tr Galatasaray,26,1997,26,20,1698,52,74,67,48
Angelo Fulgini,fr FRA,MF,fr Lens,26,1996,37,19,1725,74,73,82,47
Angelo Ogbonna,it ITA,DF,West Ham,35,1988,14,9,861,22,21,23,37
Angelo Stiller,de GER,MF,Hoffenheim,22,2001,32,31,2778,59,86,60,51
Angus MacDonald,eng ENG,DF,sct Aberdeen,30,1992,2,2,180,60,15,9,49
Anis Ben Slimane,tn TUN,MF,Sheffield Utd,22,2001,15,4,419,44,26,51,58
Anouar Ait El Hadj,be BEL,MO,be Genk,21,2002,3,0,17,47,61,4,58
Ansgar Knauff,de GER,MO,de Eint Frankfurt,21,2002,38,27,2449,58,42,62,72
