Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Endre Botka,hu HUN,DF,hu Ferencváros,28,1994,5,2,180,59,20,60,51
Enea Koliçi,al ALB,GK,xk KF Ballkani Therandë,37,1986,6,6,540,52,40,43,48
Eneko Ortiz,es ESP,DF,Alavés,20,2003,1,0,14,43,34,73,4
Enes Ünal,tr TUR,MO,Bournemouth,26,1997,19,3,468,64,53,26,55
Enric Saborit,es ESP,DF,il Maccabi Tel Aviv,31,1992,7,7,660,32,61,32,31
Enrique,es ESP,DF,es Betis,19,2003,1,0,7,29,16,25,18
Enso Gonzalez,py PAR,MF,Wolves,18,2005,1,0,1,52,15,60,7
Enzo Barrenechea,ar ARG,MF,Frosinone,22,2001,36,32,2811,25,54,24,63
Enzo Crivelli,fr FRA,FW,ch Servette FC,28,1995,8,6,525,30,36,21,35
Enzo Ebosse,cm CMR,DF,Udinese,24,1999,1,0,8,52,42,33,66
Enzo Fernández,ar ARG,MF,Chelsea,22,2001,28,26,2209,70,82,73,44
Enzo Le Fée,fr FRA,MF,Rennes,23,2000,31,23,1849,45,86,84,67
Enzo Loiodice,fr FRA,MF,Las Palmas,22,2000,34,19,1790,35,60,64,64
Enzo Millot,fr FRA,MO,Stuttgart,21,2002,31,27,2241,55,75,57,54
Enzo Mongo,fr FRA,DF,Nantes,18,2005,1,0,10,29,11,8,74
Enzo Tchato,cm CMR,DF,Montpellier,20,2002,17,11,1125,45,61,79,53
Eran Zahavi,il ISR,FW,il Maccabi Tel Aviv,36,1987,8,8,724,66,68,39,36
Eray Cömert,ch SUI,DF,Nantes,25,1998,25,23,1995,61,37,25,63
Eren Dinkçi,de GER,MO,Heidenheim,21,2001,33,33,2650,66,55,50,47
Erhan Mašović,rs SRB,MF,Bochum,24,1998,29,24,2219,24,23,18,73
Eric Bailly,ci CIV,DF,tr Beşiktaş,29,1994,15,14,1178,22,24,34,29
Eric Boakye,gh GHA,DF,cy Aris Limassol FC,23,1999,3,3,194,32,23,33,68
Eric Curbelo,es ESP,MF,Las Palmas,29,1994,2,1,102,30,20,9,77
Eric Dier,eng ENG,DF,de Bayern Munich,29,1994,24,19,1817,36,42,36,45
Eric García,es ESP,DF,Barcelona,22,2001,32,30,2694,78,66,61,62
Eric Kitolano,no NOR,MO,no Molde,25,1997,7,1,182,82,69,42,69
Eric Martel,de GER,MF,Köln,21,2002,30,29,2457,46,36,26,81
Eric Maxim Choupo-Moting,cm CMR,MO,de Bayern Munich,34,1989,32,7,761,65,64,66,81
Erik Botheim,no NOR,MO,Salernitana,23,2000,7,4,316,14,16,12,17
Erik Daniel,cz CZE,MF,sk Spartak Trnava,31,1992,5,4,390,69,38,81,32
Erik Jirka,sk SVK,MO,cz Viktoria Plzeň,25,1997,2,2,173,20,59,40,56
Erik Marxen,dk DEN,DF,dk Nordsjælland,32,1990,1,0,3,29,11,8,4
Erik Shuranov,de GER,MO,il Maccabi Haifa,21,2002,2,1,55,24,15,8,25
Erling Haaland,no NOR,FW,eng Manchester City,23,2000,40,38,3328,65,50,31,41
Ermedin Demirović,ba BIH,MO,Augsburg,25,1998,33,33,2873,64,43,24,43
Ernest Muçi,al ALB,FW,pl Legia Warsaw,22,2001,6,5,423,74,41,70,51
Ernest Nuamah,gh GHA,MO,Lyon,19,2003,29,21,1838,59,65,89,45
Ernest Poku,nl NED,FW,nl AZ Alkmaar,19,2004,2,1,112,31,60,80,75
Ersin Destanoğlu,tr TUR,GK,tr Beşiktaş,22,2001,3,3,270,40,49,43,68
Ester Sokler,si SVN,MO,sct Aberdeen,24,1999,5,0,98,73,30,34,20
Ethan Mbappé,fr FRA,MF,Paris S-G,16,2006,3,0,48,54,38,67,11
Ethan Nwaneri,eng ENG,FW,Arsenal,16,2007,1,0,14,60,70,67,34
Ethan Pinnock,jm JAM,DF,Brentford,30,1993,29,28,2521,59,37,34,56
Ethan Wheatley,eng ENG,FW,Manchester Utd,17,2006,3,0,16,24,13,15,77
Etienne Youte Kinkoue,fr FRA,DF,Le Havre,21,2002,22,22,1941,24,26,23,40
Etrit Berisha,al ALB,GK,Empoli,34,1989,14,14,1260,50,43,43,51
Evan Ferguson,ie IRL,FW,Brighton,18,2004,34,16,1577,53,34,26,55
Evanilson,br BRA,FW,pt Porto,23,1999,7,5,488,77,65,44,68
Evann Guessand,ci CIV,FW,Nice,22,2001,34,14,1553,57,47,61,62
Even Hovland,no NOR,DF,se Häcken,34,1989,5,5,450,37,64,44,25
Exequiel Palacios,ar ARG,MF,Leverkusen,24,1998,33,27,2410,66,89,64,69
Eyal Golasa,il ISR,MO,il Maccabi Tel Aviv,31,1991,4,0,50,32,63,34,42
Eyþór Wöhler,is ISL,FW,is Breiðablik,21,2002,1,0,4,24,31,44,13
Ezequiel Ponce,ar ARG,FW,gr AEK Athens,26,1997,5,1,181,64,44,29,40
Ezequiel Ávila,ar ARG,MO,Osasuna,29,1994,23,14,1162,53,70,46,38
Ezri Konsa,eng ENG,DF,eng Aston Villa,25,1997,45,45,3974,54,53,56,36
Fabian Bredlow,de GER,GK,Stuttgart,28,1995,4,4,360,40,42,43,37
Fabian Holland,de GER,MF,Darmstadt 98,33,1990,23,23,1835,34,56,36,53
Fabian Lustenberger,ch SUI,DF,ch Young Boys,35,1988,2,2,180,23,33,25,37
Fabian Nürnberger,bg BUL,MF,Darmstadt 98,24,1999,21,17,1513,75,70,75,61
Fabian Piasecki,pl POL,FW,pl Raków,28,1995,5,1,145,51,55,43,28
Fabian Rieder,ch SUI,MF,Rennes,21,2002,19,3,518,90,83,70,68
Fabian Rüdlin,de GER,MF,Freiburg,26,1997,1,0,7,28,26,31,7
Fabian Schnellhardt,de GER,MF,Darmstadt 98,29,1994,10,2,235,40,48,60,30
Fabian Schär,ch SUI,DF,eng Newcastle Utd,31,1991,42,41,3594,78,60,52,43
Fabiano Parisi,it ITA,DF,it Fiorentina,22,2000,28,19,1752,54,79,89,44
Fabien Centonze,fr FRA,DF,Hellas Verona,27,1996,13,8,770,59,60,72,53
Fabien Ourega,fr FRA,MO,kz Astana FK,28,1994,5,5,339,16,34,37,29
Fabio Carvalho,pt POR,MF,de RB Leipzig,20,2002,12,2,288,44,48,81,43
Fabio Chiarodia,it ITA,DF,Gladbach,18,2005,7,1,152,39,54,17,90
Fabio González,es ESP,MF,Las Palmas,26,1997,6,1,123,47,49,43,49
Fabio Miretti,it ITA,MF,Juventus,19,2003,25,16,1103,69,61,72,38
Fabio Torsiello,it ITA,MO,Darmstadt 98,18,2005,10,1,156,16,29,17,23
Fabio Vieira,pt POR,FW,eng Arsenal,23,2000,14,2,386,62,89,70,64
Fabián Ruiz Peña,es ESP,MF,fr Paris S-G,27,1996,30,21,1816,61,82,68,61
Fabrizio Angileri,ar ARG,MF,Getafe,29,1994,11,2,164,61,64,50,49
Facundo Buonanotte,ar ARG,MO,Brighton,18,2004,32,19,1581,48,51,39,66
Facundo Medina,ar ARG,DF,fr Lens,24,1999,38,37,3329,66,82,70,57
Facundo Pellistri,uy URU,FW,eng Manchester Utd,21,2001,27,16,1513,47,56,65,76
Faitout Maouassa,fr FRA,MF,Lens,25,1998,9,3,305,50,58,68,73
Falaye Sacko,ml MLI,DF,Montpellier,28,1995,19,15,1382,56,65,79,57
Fali,es ESP,DF,Cádiz,29,1993,30,30,2547,28,33,33,47
Fali Candé,gw GNB,DF,Metz,25,1998,25,20,1849,35,36,33,52
Famara Diedhiou,sn SEN,MO,Granada,30,1992,8,0,89,57,39,93,56
Fares Chaïbi,dz ALG,MO,de Eint Frankfurt,20,2002,37,27,2506,59,83,55,46
Faride Alidou,de GER,MO,Köln,22,2001,26,14,1282,59,27,60,42
Faris Pemi Moumbagna,cm CMR,FW,no Bodø/Glimt,23,2000,26,12,1272,68,48,33,47
Farés Ghedjemis,fr FRA,MO,Frosinone,20,2002,6,1,182,34,27,60,27
Fedde Leysen,be BEL,DF,be Union SG,20,2003,1,1,90,22,35,34,76
Fede San Emeterio,es ESP,MF,Cádiz,26,1997,4,3,152,66,40,8,55
Federico Baschirotto,it ITA,DF,Lecce,26,1996,37,37,3294,28,34,25,31
Federico Bonazzoli,it ITA,MO,Hellas Verona,26,1997,24,10,1016,52,36,29,25
Federico Chiesa,it ITA,FW,Juventus,25,1997,33,25,2197,82,79,80,42
Federico Di Francesco,it ITA,MO,Lecce,29,1994,2,0,15,94,37,56,8
Federico Dimarco,it ITA,DF,it Inter,25,1997,37,33,2441,92,82,81,27
Federico Fazio,ar ARG,DF,Salernitana,36,1987,17,15,1355,62,28,21,51
Federico Gatti,it ITA,DF,Juventus,25,1998,32,30,2637,64,55,61,36
Federico Gattoni,ar ARG,MF,Sevilla,24,1999,2,0,10,28,12,7,54
Federico Ravaglia,it ITA,GK,Bologna,23,1999,6,6,535,52,39,55,44
Federico Valverde,uy URU,MO,es Real Madrid,25,1998,50,45,3971,44,69,52,74
Felipe,br BRA,DF,Nott'ham Forest,34,1989,7,4,375,32,31,22,80
Felipe Anderson,br BRA,FW,it Lazio,30,1993,46,40,3312,51,79,73,79
Felix Agu,ng NGA,MF,Werder Bremen,23,1999,24,19,1614,34,32,58,69
Felix Luckeneder,at AUT,DF,at LASK,29,1994,2,2,169,39,22,18,88
Felix Nmecha,de GER,MF,de Dortmund,22,2000,28,13,1373,65,59,57,56
Felix Passlack,de GER,DF,Bochum,25,1998,15,13,960,87,66,63,54
Ferdi Kadioglu,tr TUR,DF,tr Fenerbahçe,23,1999,7,4,520,90,81,96,64
Ferland Mendy,fr FRA,DF,es Real Madrid,28,1995,34,30,2592,40,61,68,28
Fermin López,es ESP,MF,es Barcelona,20,2003,39,17,1724,82,67,81,47
Fernando,br BRA,FW,at RB Salzburg,24,1999,17,13,1183,17,47,28,82
Fernando Muslera,uy URU,GK,tr Galatasaray,37,1986,8,8,720,40,47,43,68
Ferran Jutglà,es ESP,FW,be Club Brugge,24,1999,12,6,690,50,64,59,44
Ferrán Torres,es ESP,FW,es Barcelona,23,2000,37,15,1589,82,79,67,55
Festy Ebosele,ie IRL,DF,Udinese,20,2002,31,20,1700,59,47,88,45
Fikayo Tomori,eng ENG,DF,it Milan,25,1997,35,32,2840,54,35,35,53
Filip Bainović,rs SRB,MF,sk Spartak Trnava,27,1996,4,4,282,34,42,14,24
Filip Bradarić,hr CRO,MF,ba Zrinjski Mostar,31,1992,4,1,122,29,39,30,43
Filip Jagiełło,pl POL,MF,Genoa,25,1997,2,0,33,42,25,66,25
Filip Jørgensen,dk DEN,GK,Villarreal,21,2002,37,37,3330,48,45,53,82
Filip Kostić,rs SRB,DF,Juventus,30,1992,29,26,1815,55,81,81,42
Filip Lichý,sk SVK,DF,sk Slovan Bratislava,22,2001,1,0,5,43,29,8,19
Filip Marshall,eng ENG,GK,eng Aston Villa,20,2003,1,1,90,40,40,43,72
Filip Mladenović,rs SRB,DF,gr Panathinaikos,31,1991,6,4,370,54,73,86,27
Filip Panák,cz CZE,DF,cz Sparta Prague,27,1995,5,4,405,24,17,13,46
Filip Rogić,se SWE,MF,fi HJK,30,1993,2,1,92,46,49,19,29
Filip Samurović,rs SRB,GK,rs Čukarički,20,2002,1,1,90,40,36,43,38
Filip Stojilković,ch SUI,MO,Darmstadt 98,23,2000,6,0,154,25,17,40,26
Filip Stojković,me MNE,MF,at LASK,30,1993,4,4,274,49,68,49,48
Filip Ugrinic,ch SUI,MF,ch Young Boys,24,1999,7,7,561,77,55,57,50
Filip Đuričić,rs SRB,MF,gr Panathinaikos,31,1992,5,1,187,49,54,95,17
Filippo Missori,it ITA,DF,Sassuolo,19,2004,8,2,266,43,46,63,61
Filippo Ranocchia,it ITA,MF,Empoli,22,2001,9,5,476,29,54,43,74
Filippo Terracciano,it ITA,DF,Hellas Verona,20,2003,23,15,1395,50,70,67,67
Finley Munroe,eng ENG,DF,eng Aston Villa,18,2005,2,0,9,52,16,40,18
Finn Dahmen,de GER,GK,Augsburg,25,1998,31,31,2790,63,82,59,55
Finn Ole Becker,de GER,MF,Hoffenheim,23,2000,22,5,606,41,55,64,46
Flavius Daniliuc,at AUT,DF,Salernitana,22,2001,14,8,744,35,54,43,64
Florent Mollet,fr FRA,MO,Nantes,31,1991,29,24,2083,43,63,36,41
Florent Muslija,xk KVX,MO,Freiburg,25,1998,13,0,159,46,83,70,70
Florent Ogier,fr FRA,DF,Clermont Foot,34,1989,14,9,943,66,37,23,52
Florentino Luís,pt POR,MF,pt Benfica,23,1999,7,6,499,34,37,19,79
Florian Dietz,de GER,MO,Köln,24,1998,5,0,70,46,26,27,24
Florian Flecker,at AUT,MF,at LASK,27,1995,6,2,264,69,38,49,64
Florian Grillitsch,at AUT,MF,Hoffenheim,27,1995,30,25,2295,53,68,43,62
Florian Kainz,at AUT,MO,Köln,30,1992,33,29,2197,54,76,38,56
Florian Lejeune,fr FRA,DF,Rayo Vallecano,32,1991,37,37,3327,59,48,29,39
Florian Neuhaus,de GER,MF,Gladbach,26,1997,25,15,1224,76,78,68,37
Florian Pick,de GER,MO,Heidenheim,27,1995,22,1,327,43,70,73,67
Florian Sotoca,fr FRA,MF,fr Lens,32,1990,40,37,3275,75,78,76,53
Florian Thauvin,fr FRA,FW,Udinese,30,1993,29,19,1710,67,83,71,38
Florian Wirtz,de GER,MF,Leverkusen,20,2003,43,34,3074,91,90,95,24
Fodé Ballo-Touré,sn SEN,MF,Fulham,26,1997,6,0,71,35,19,86,71
Folarin Balogun,us USA,FW,Monaco,22,2001,29,19,1692,63,64,62,38
Formose Mendy,sn SEN,DF,Lorient,22,2001,18,13,1256,33,47,56,78
Fotis Ioannidis,gr GRE,FW,gr Panathinaikos,23,2000,6,5,434,77,51,64,41
Fran Beltrán,es ESP,MF,Celta Vigo,24,1999,33,28,2428,29,51,41,44
Fran Garcia,es ESP,DF,es Real Madrid,23,1999,29,17,1587,80,80,88,40
Fran Navarro,es ESP,FW,pt Porto,25,1998,1,0,8,24,17,32,17
Fran Tudor,hr CRO,MF,pl Raków,27,1995,5,5,450,31,52,73,59
Fran Vieites,es ESP,GK,Betis,24,1999,4,3,315,40,41,43,65
Francesco Acerbi,it ITA,DF,it Inter,35,1988,35,30,2811,64,52,42,39
Francesco Camarda,it ITA,FW,Milan,15,2008,2,0,14,24,13,17,13
Francesco Caputo,it ITA,FW,Empoli,35,1987,20,15,1268,37,38,27,25
Francesco D'Alessio,it ITA,MF,it Roma,19,2004,1,0,14,28,13,23,25
Francesco Gelli,it ITA,MF,Frosinone,26,1996,27,16,1561,43,57,70,37
Francesco Rossi,it ITA,GK,Atalanta,32,1991,2,0,12,40,36,43,34
Francis Coquelin,fr FRA,MF,Villarreal,32,1991,21,12,1095,29,43,28,58
Francisco Conceição,pt POR,MO,pt Porto,20,2002,8,2,241,74,71,68,24
Francisco Ortega,ar ARG,DF,gr Olympiacos,24,1999,13,13,1139,55,61,72,60
Francisco Perez,es ESP,MO,Valencia,20,2002,32,27,2049,32,38,48,49
Francisco Trincão,pt POR,MO,pt Sporting CP,23,1999,8,7,529,23,59,43,52
Franck Honorat,fr FRA,MF,Gladbach,26,1996,32,28,2345,86,72,85,27
Franco Cervi,ar ARG,MF,Celta Vigo,29,1994,17,5,546,46,68,64,82
Franco Israel,uy URU,GK,pt Sporting CP,23,2000,4,4,360,40,46,43,35
Franco Russo,ar ARG,DF,bg Ludogorets,28,1994,2,1,91,33,20,13,42
Frank Magri,cm CMR,MO,Toulouse,23,1999,37,14,1638,63,35,45,69
Frank Onyeka,ng NGA,MF,Brentford,25,1998,26,11,1161,60,52,50,72
Frank Ronstadt,de GER,MF,Darmstadt 98,26,1997,4,0,76,46,58,59,36
Franko Sabljić,ba BIH,FW,ba Zrinjski Mostar,19,2003,2,0,55,14,19,8,73
Frans Krätzig,de GER,DF,de Bayern Munich,20,2003,5,0,61,54,85,69,15
Frantzdy Pierrot,ht HAI,FW,il Maccabi Haifa,28,1995,10,8,677,49,32,29,51
Franz Brorsson,se SWE,MF,cy Aris Limassol FC,27,1996,5,2,192,36,16,10,57
François Mughe,cm CMR,MF,Marseille,19,2004,6,2,188,53,48,86,27
Fraser Hornby,sct SCO,MO,Darmstadt 98,23,1999,7,1,217,40,40,30,30
Fred,br BRA,MF,tr Fenerbahçe,30,1993,8,6,499,51,91,72,62
Fred Onyedinma,eng ENG,MF,Luton Town,26,1996,8,4,407,35,22,57,58
Frederic Guilbert,fr FRA,MF,Strasbourg,28,1994,32,29,2490,57,45,50,79
Frederik Rønnow,dk DEN,GK,de Union Berlin,30,1992,39,39,3510,59,68,68,78
Fredrik André Bjørkan,no NOR,DF,no Bodø/Glimt,24,1998,8,8,719,51,54,88,35
Fredrik Aursnes,no NOR,MF,pt Benfica,27,1995,12,11,1043,40,66,68,67
Fredrik Gulbrandsen,no NOR,FW,no Molde,30,1992,9,7,618,72,30,42,56
Fredrik Jensen,fi FIN,MO,Augsburg,25,1997,22,18,1338,59,71,28,69
Fredrik Oppegard,no NOR,FW,nl PSV Eindhoven,20,2002,1,0,1,24,13,21,73
Fredrik Sjøvold,no NOR,DF,no Bodø/Glimt,19,2003,7,1,164,31,58,78,66
Frenkie de Jong,nl NED,MF,es Barcelona,26,1997,25,25,2027,75,78,75,52
Fábio Cardoso,pt POR,DF,pt Porto,29,1994,3,3,269,29,24,14,31
Fábio Silva,pt POR,FW,Wolves,21,2002,10,5,443,33,63,54,79
Gabriel Gudmundsson,se SWE,MF,fr Lille,24,1999,35,22,2025,50,47,71,50
Gabriel Jesus,br BRA,FW,eng Arsenal,26,1997,35,21,1884,70,78,74,75
Gabriel Magalhães,br BRA,DF,eng Arsenal,25,1997,46,44,3974,53,44,36,42
Gabriel Martinelli,br BRA,FW,eng Arsenal,22,2001,41,30,2500,65,77,89,69
Gabriel Osho,ng NGA,DF,Luton Town,24,1998,21,21,1846,60,25,35,60
Gabriel Paulista,br BRA,DF,Atlético Madrid,32,1990,23,21,1803,26,32,16,46
Gabriel Strefezza,br BRA,FW,Lecce,26,1997,19,13,1112,39,72,66,77
Gabriel Suazo,cl CHI,DF,Toulouse,25,1997,39,34,2933,76,80,86,50
Gabriel Veiga,es ESP,FW,Celta Vigo,21,2002,1,0,18,24,13,13,13
Gabriel Vidovic,hr CRO,MO,hr Dinamo Zagreb,19,2003,9,5,490,63,47,62,30
Gabriele Zappa,it ITA,DF,Cagliari,23,1999,38,25,2561,67,69,61,44
Gabrijel Rukavina,hr CRO,FW,hr Dinamo Zagreb,19,2004,2,0,18,46,14,81,13
Gaby Kiki,cm CMR,DF,md Sheriff Tiraspol,28,1995,4,4,359,40,28,29,90
Gadi Kinda,il ISR,MO,il Maccabi Haifa,29,1994,4,2,189,56,40,32,22
Gael Lafont,fr FRA,MF,fr Marseille,17,2006,1,0,11,28,10,7,12
Gaetano Castrovilli,it ITA,MO,Fiorentina,26,1997,6,5,367,62,50,50,43
Gaetano Oristanio,it ITA,MO,Cagliari,20,2002,25,11,1104,53,40,51,59
Galeno,br BRA,MO,pt Porto,25,1997,7,7,649,81,46,63,52
Gastón Álvarez,uy URU,DF,Getafe,23,2000,34,29,2537,63,33,38,68
Gastón Ávila,ar ARG,DF,nl Ajax,21,2001,2,1,91,40,40,60,30
Gauthier Gallon,fr FRA,GK,fr Rennes,30,1993,1,1,90,40,37,43,38
Gautier Lloris,fr FRA,DF,Le Havre,28,1995,31,31,2778,48,36,31,58
Gavi,es ESP,MF,es Barcelona,18,2004,15,13,1170,71,65,73,68
Gavriel Kanichowsky,il ISR,MF,il Maccabi Tel Aviv,25,1997,8,7,630,85,81,74,24
Gaël Ondoua,cm CMR,MF,ch Servette FC,27,1995,10,8,792,26,45,45,44
Gaëtan Laborde,fr FRA,MO,Nice,29,1994,34,22,1906,50,44,41,48
Gedeon Kalulu,cd COD,DF,Lorient,25,1997,19,11,970,48,69,71,58
Gedson Fernandes,pt POR,MF,tr Beşiktaş,24,1999,4,2,243,50,58,54,72
Gelabert,es ESP,MO,Toulouse,22,2000,22,12,951,47,71,52,58
Genki Haraguchi,jp JPN,MF,Stuttgart,32,1991,2,0,27,37,39,44,58
Gennaro Borrelli,it ITA,FW,Frosinone,23,2000,1,0,24,24,13,28,13
Gentrit Halili,xk KVX,DF,xk KF Ballkani Therandë,21,2001,5,4,324,29,39,32,53
Geny Catamo,mz MOZ,MF,pt Sporting CP,22,2001,7,2,335,49,56,88,11
Geoffrey Kondogbia,cf CTA,MF,Marseille,30,1993,39,27,2560,46,59,36,76
George Baldock,gr GRE,DF,Sheffield Utd,30,1993,13,11,969,57,58,56,41
George Bello,us USA,MF,at LASK,21,2002,6,5,359,60,46,75,69
George Earthy,eng ENG,FW,West Ham,18,2004,4,0,39,79,26,52,25
George Ilenikhena,ng NGA,FW,be Antwerp,16,2006,6,1,157,54,48,17,31
George Pușcaș,ro ROU,FW,Genoa,27,1996,8,1,191,38,40,62,33
Georges Mikautadze,ge GEO,FW,Metz,22,2000,22,20,1765,74,62,64,38
Georgi Terziev,bg BUL,DF,bg Ludogorets,31,1992,1,0,5,29,11,8,27
Georgios Vagiannidis,gr GRE,DF,gr Panathinaikos,21,2001,5,4,350,63,79,96,15
Gerard Gumbau,es ESP,MF,Granada,28,1994,35,31,2674,40,68,30,46
Gerard Moreno,es ESP,FW,Villarreal,31,1992,36,31,2532,65,88,74,65
Gerardo Arteaga,mx MEX,DF,be Genk,24,1998,4,4,360,45,38,74,19
Gerardo Fusco,it ITA,FW,Salernitana,18,2005,1,0,15,53,33,16,13
Gerasimos Mitoglou,gr GRE,DF,gr AEK Athens,23,1999,1,1,90,33,11,8,68
Germán Pezzella,ar ARG,DF,es Betis,32,1991,39,39,3390,45,27,22,53
Gernot Trauner,at AUT,DF,nl Feyenoord,31,1992,4,3,280,37,59,33,46
Gerrit Holtmann,ph PHI,MO,Darmstadt 98,28,1995,10,2,392,41,48,60,75
Gerson Rodrigues,lu LUX,FW,sk Slovan Bratislava,28,1995,2,2,180,70,55,46,39
Gerzino Nyamsi,fr FRA,DF,Strasbourg,26,1997,13,13,1092,31,31,28,60
Giacomo Bonaventura,it ITA,MF,it Fiorentina,33,1989,37,32,2705,84,79,80,25
Giacomo Corona,it ITA,FW,Empoli,19,2004,1,0,5,24,17,7,13
Giacomo Raspadori,it ITA,MO,it Napoli,23,2000,45,16,1837,66,67,46,33
Gian Marco Ferrari,it ITA,DF,Sassuolo,31,1992,31,25,2272,58,61,50,30
Giangiacomo Magnani,it ITA,DF,Hellas Verona,27,1995,33,27,2444,34,38,42,47
Gianluca Caprari,it ITA,MO,Monza,30,1993,6,4,285,43,77,61,23
Gianluca Gaetano,it ITA,MF,it Napoli,23,2000,21,11,928,93,69,72,22
Gianluca Lapadula,pe PER,FW,Cagliari,33,1990,23,14,1205,47,43,26,37
Gianluca Mancini,it ITA,DF,Roma,27,1996,48,46,3952,71,66,53,37
Gianluca Scamacca,it ITA,FW,Atalanta,24,1999,40,26,2146,81,71,60,62
Gianluigi Donnarumma,it ITA,GK,fr Paris S-G,24,1999,37,37,3249,45,48,65,75
Giannis Konstantelias,gr GRE,MF,gr PAOK,20,2003,10,6,545,76,56,92,21
Giannis Kotsiras,gr GRE,DF,gr Panathinaikos,30,1992,3,2,178,37,62,69,25
Giannis Michailidis,gr GRE,DF,gr PAOK,23,2000,1,1,90,41,48,33,46
Giannis Papanikolaou,gr GRE,MF,pl Raków,24,1998,2,2,174,38,49,46,37
Gift Orban,ng NGA,FW,be Gent,21,2002,18,9,863,64,43,50,39
Gil Bastião Dias,pt POR,MF,pl Legia Warsaw,26,1996,5,1,132,22,28,73,60
Gino Caoki,fr FRA,MF,Lorient,19,2004,1,0,7,28,10,45,7
Gino Infantino,ar ARG,MF,it Fiorentina,20,2003,7,0,120,46,58,62,41
Ginés Sorroche,es ESP,FW,es Betis,19,2004,1,0,5,38,70,45,13
Gio Reyna,us USA,MO,de Dortmund,20,2002,22,3,537,48,86,54,81
Giorgi Gocholeishvili,ge GEO,DF,ua Shakhtar,22,2001,5,3,299,41,48,70,53
Giorgi Kvernadze,ge GEO,MO,Frosinone,20,2003,5,0,63,24,19,43,46
Giorgi Mamardashvili,ge GEO,GK,Valencia,22,2000,37,37,3284,61,59,56,87
Giorgio Cittadini,it ITA,DF,Monza,21,2002,6,1,121,45,15,27,84
Giorgio Scalvini,it ITA,DF,Atalanta,19,2003,41,35,3024,67,64,60,76
Giorgos Athanasiadis,gr GRE,GK,gr AEK Athens,30,1993,3,2,212,40,50,43,38
Giorgos Kanellopoulos,gr GRE,MF,fi HJK,23,2000,6,5,412,33,34,21,54
Giorgos Kyriakopoulos,gr GRE,DF,Monza,27,1996,28,20,1712,53,78,88,20
Giorgos Masouras,gr GRE,MO,gr Olympiacos,29,1994,14,5,560,45,45,37,67
Giovani Lo Celso,ar ARG,MF,Tottenham,27,1996,22,4,506,92,96,84,63
Giovanni Bonfanti,it ITA,DF,Atalanta,20,2003,3,2,179,81,20,27,76
Giovanni Di Lorenzo,it ITA,DF,it Napoli,29,1993,44,44,3954,73,92,84,44
Giovanni Fabbian,it ITA,MO,Bologna,20,2003,27,11,1057,55,41,22,63
Giovanni González,uy URU,DF,Mallorca,28,1994,34,27,2464,75,65,62,65
Giovanni Simeone,ar ARG,FW,it Napoli,28,1995,34,9,897,53,44,53,64
Giuliano Simeone,ar ARG,FW,Alavés,20,2002,14,6,630,48,77,66,67
Giulio Donati,it ITA,DF,Monza,33,1990,4,0,36,70,72,60,5
Giulio Maggiore,it ITA,MF,Salernitana,25,1998,27,20,1800,65,40,23,65
Giuseppe Caso,it ITA,MO,Frosinone,24,1998,14,2,417,35,39,77,30
Giuseppe Pezzella,it ITA,DF,Empoli,25,1997,19,14,1085,47,62,79,56
Givairo Read,nl NED,DF,nl Feyenoord,17,2006,1,0,13,66,53,47,19
Gleison Bremer,br BRA,DF,Juventus,26,1997,36,36,3233,60,40,34,64
Goni Naor,il ISR,MF,il Maccabi Haifa,24,1999,7,0,145,28,16,10,64
Gonzalo Escalante,ar ARG,MF,Cádiz,30,1993,25,18,1697,40,47,18,64
Gonzalo García,es ESP,MO,Real Madrid,19,2004,2,0,19,41,8,75,17
Gonzalo Melero,es ESP,MO,Almería,29,1994,28,10,1103,36,51,24,53
Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26,1997,14,8,801,45,70,57,73
Gonzalo Villar,es ESP,MF,Granada,25,1998,35,21,1803,58,59,50,69
Gonçalo Borges,pt POR,FW,pt Porto,22,2001,3,0,35,25,17,73,70
Gonçalo Guedes,pt POR,FW,pt Benfica,26,1996,21,11,1160,66,80,73,47
Gonçalo Inácio,pt POR,DF,pt Sporting CP,21,2001,9,8,685,76,64,53,52
Gonçalo Paciência,pt POR,MO,Bochum,28,1994,19,6,650,70,51,41,45
Gonçalo Ramos,pt POR,FW,fr Paris S-G,22,2001,36,18,1634,61,60,36,74
Goran Antonić,rs SRB,DF,rs TSC,32,1990,5,5,419,34,26,24,81
Gorka Guruzeta,es ESP,FW,Athletic Club,26,1996,32,30,2217,66,62,32,80
Gorka Rivera Alonso,es ESP,DF,Getafe,18,2004,1,0,3,29,25,8,4
Graeme Shinnie,sct SCO,MF,sct Aberdeen,31,1991,4,4,310,28,34,23,37
Granit Xhaka,ch SUI,MF,Leverkusen,30,1992,44,42,3712,73,85,68,34
Grant Ranos,am ARM,MO,Gladbach,20,2003,9,0,49,44,50,47,19
Greg Taylor,sct SCO,DF,sct Celtic,25,1997,6,6,540,53,74,61,52
Gregor Kobel,ch SUI,GK,de Dortmund,25,1997,39,39,3445,60,52,53,44
Gregory Wüthrich,ch SUI,DF,at Sturm Graz,28,1994,8,8,661,34,40,28,66
Grejohn Kyei,fr FRA,FW,Clermont Foot,27,1995,26,10,1026,37,66,49,54
