Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
ar ARG,DF,San Lorenzo,21,2002,3,3,270,51,63,74,69
ar ARG,FW,Rosario Central,19,2004,1,0,45,54,19,40,70
ar ARG,MO,Estudiantes–LP,18,2005,7,0,156,41,28,83,51
bo BOL,MF,bo The Strongest,20,2003,1,1,90,26,50,20,30
ar ARG,MF,Newell's OB,19,2004,2,1,62,24,15,14,20
it ITA,MF,Ascoli,23,2000,26,18,1442,75,48,45,61
it ITA,MF,Brescia,31,1991,25,18,1317,56,63,37,71
py PAR,MF,Cruzeiro,21,2002,14,8,678,46,75,49,64
ar ARG,MO,Ind. Rivadavia,21,2002,4,0,105,16,8,28,27
br BRA,GK,Internacional,38,1986,9,9,810,40,39,42,43
br BRA,DF,Flamengo,27,1996,36,34,3022,48,54,43,41
cv CPV,MO,Estoril,22,2001,10,3,329,77,26,54,67
br BRA,MF,Farense,31,1992,32,19,1665,69,48,51,36
ar ARG,DF,Mazatlán,25,1998,34,34,3060,59,43,51,48
0,MO,Godoy Cruz,0,0,21,19,1499,46,28,61,62
ar ARG,GK,San Lorenzo,27,1996,15,15,1291,62,57,54,56
ar ARG,MF,Godoy Cruz,25,1998,10,3,336,34,56,55,79
uy URU,FW,Necaxa,24,1999,37,26,2358,46,42,29,50
uy URU,MF,Fluminense,20,2003,18,13,1158,30,36,39,50
ar ARG,FW,Barracas Central,25,1998,13,8,778,53,40,32,51
ar ARG,DF,Godoy Cruz,23,2000,2,1,98,21,18,8,15
ar ARG,MO,Arg Juniors,19,2004,2,0,23,46,42,55,42
ar ARG,GK,Racing Club,26,1997,7,6,585,40,42,42,47
ar ARG,FW,River Plate,24,2000,33,25,2020,74,73,69,64
ar ARG,MF,Farense,22,2001,21,12,1112,24,27,15,64
ar ARG,MO,Defensa y Just,21,2002,5,2,233,28,64,47,42
ar ARG,FW,Tigre,32,1991,9,5,326,36,31,30,37
uy URU,DF,Sampdoria,20,2003,28,26,2309,55,56,56,44
ar ARG,FW,Barracas Central,23,2000,1,0,16,16,12,7,53
ar ARG,MF,Belgrano,22,2001,9,4,309,48,52,67,64
uy URU,DF,Rosario Central,29,1995,21,19,1701,73,35,28,54
sy SYR,MF,Barracas Central,25,1998,13,10,901,48,49,52,68
ar ARG,MF,Racing Club,24,1999,13,8,748,67,38,50,55
ar ARG,MF,Belgrano,30,1993,21,14,1352,46,54,39,72
ar ARG,DF,Estudiantes–LP,23,2000,19,19,1665,47,38,36,40
ar ARG,DF,Sarmiento,36,1987,12,9,672,29,45,16,70
ar ARG,MF,Platense,23,2000,4,2,160,38,31,48,28
ar ARG,GK,Banfield,22,2001,26,25,2312,45,41,53,36
ar ARG,FW,Instituto,29,1994,25,15,1324,47,54,39,65
uy URU,MO,Orlando City,23,2000,32,30,2633,78,71,65,45
uy URU,MF,Puebla,26,1997,4,0,83,55,55,87,62
ht HAI,MO,Vancouver W'caps,32,1991,29,18,1675,78,58,58,52
br BRA,DF,Corinthians,34,1989,14,12,913,56,79,69,33
fr FRA,MF,Casa Pia,21,2002,1,0,13,20,13,20,6
km COM,MO,Almere City,23,2000,4,0,55,17,34,70,24
sn SEN,FW,Cardiff City,30,1992,16,5,576,40,25,24,73
0,FW,Sint-Truiden,23,1999,29,12,1166,43,47,49,65
ar ARG,MF,Atlético Mineiro,23,2000,33,27,2397,55,39,47,47
ar ARG,FW,Cen. Córdoba–SdE,22,2001,14,4,561,71,53,44,55
be BEL,DF,Union SG,20,2003,4,4,336,44,51,50,39
ar ARG,FW,Barracas Central,21,2002,8,3,266,23,48,49,68
uy URU,DF,Cen. Córdoba–SdE,26,1997,1,0,62,31,27,18,34
it ITA,DF,Como,29,1993,32,29,2611,60,41,47,38
it ITA,DF,FeralpiSalò,22,2001,33,30,2697,64,61,53,37
it ITA,MF,Toronto FC,29,1994,29,28,2457,93,78,89,29
it ITA,MF,FeralpiSalò,31,1992,5,4,307,42,66,41,34
ar ARG,MO,py Cerro Porteño,32,1991,6,2,183,50,34,33,58
it ITA,MO,Palermo,29,1994,33,29,2321,59,52,62,53
it ITA,MF,Ascoli,36,1987,23,2,471,82,45,68,31
ar ARG,MF,Huracán,31,1992,26,18,1726,30,52,40,65
ar ARG,DF,Estudiantes–LP,34,1989,14,12,988,28,42,33,37
ar ARG,DF,River Plate,24,1999,10,6,517,24,42,33,47
it ITA,DF,Cittadella,24,1998,19,12,1166,54,77,71,42
ar ARG,FW,Talleres,24,1999,32,23,2016,39,37,40,51
ar ARG,MF,Querétaro,33,1990,33,33,2791,65,47,45,58
ar ARG,MF,Puebla,34,1989,21,13,1076,80,76,59,30
ar ARG,FW,Banfield,19,2004,1,0,9,16,42,66,20
ar ARG,DF,Ind. Rivadavia,32,1992,12,6,558,47,43,65,72
ar ARG,MF,Chicago Fire,23,2000,16,8,679,30,43,36,79
ar ARG,MF,Sarmiento,24,1999,4,0,57,45,53,70,49
uy URU,DF,Toluca,23,2000,17,17,1530,74,55,54,53
ar ARG,DF,Godoy Cruz,31,1992,25,25,2153,29,31,28,47
ar ARG,MF,Inter Miami,21,2003,16,14,1118,62,67,67,44
uy URU,DF,OH Leuven,28,1994,17,17,1489,57,52,59,39
py PAR,MO,uy Nacional,32,1991,4,0,64,47,13,23,43
ar ARG,DF,Independiente,25,1998,19,18,1369,50,53,67,52
it ITA,MO,Ternana,31,1992,5,1,103,18,59,29,87
uy URU,FW,León,25,1998,29,27,2250,80,66,48,74
ar ARG,MF,Atlético Mineiro,25,1998,23,17,1277,70,44,48,50
it ITA,MF,Cosenza,20,2003,29,23,1880,43,55,57,54
br BRA,MO,Orlando City,33,1990,14,4,355,21,60,14,74
co COL,DF,Independiente,31,1993,1,0,45,21,19,8,24
br BRA,FW,Palmeiras,30,1993,22,17,1389,49,85,81,81
br BRA,MO,Cercle Brugge,19,2004,9,4,444,58,47,32,52
uy URU,MO,uy Peñarol,30,1993,29,17,1598,45,35,35,54
cl CHI,MO,cl Cobresal,26,1997,2,0,56,49,62,79,19
uy URU,MF,uy Nacional,23,2000,3,0,59,25,43,37,48
uy URU,MF,Grêmio,27,1996,20,10,975,46,48,64,49
cl CHI,MF,cl Palestino,22,2001,5,2,194,82,29,60,39
us USA,MF,Sporting KC,25,1998,7,2,377,28,37,48,22
br BRA,DF,Fortaleza,25,1998,22,17,1510,55,56,61,41
cl CHI,MF,Independiente,23,2000,23,23,2058,72,50,66,59
br BRA,DF,Fluminense,40,1983,16,12,770,24,31,43,42
cl CHI,FW,Portland Timbers,30,1993,29,22,1889,74,55,40,42
ar ARG,MF,Lanús,22,2001,22,18,1516,57,46,44,69
br BRA,DF,Gil Vicente FC,21,2002,6,3,271,33,50,26,38
ar ARG,MF,Gimnasia–LP,19,2004,4,0,31,20,28,27,73
br BRA,MO,Flamengo,18,2006,1,0,5,76,15,4,22
br BRA,MF,Fluminense,18,2005,8,0,182,29,24,32,77
br BRA,FW,Criciúma,26,1997,17,5,445,49,51,42,66
ar ARG,GK,Tigre,23,2000,25,25,2194,47,43,43,47
br BRA,MF,Ath Paranaense,22,2001,18,12,923,36,25,34,77
br BRA,FW,Casa Pia,24,1998,29,16,1564,51,39,36,47
gh GHA,MO,Cremonese,20,2003,7,1,233,47,36,72,75
br BRA,MO,Criciúma,32,1991,31,20,1887,39,37,33,60
eng ENG,MF,Rotherham Utd,21,2002,10,2,249,44,34,63,62
nl NED,MO,Zwolle,25,1998,15,11,948,66,45,32,39
ci CIV,MO,Westerlo,21,2002,4,0,30,47,7,51,31
br BRA,MF,Ath Paranaense,38,1985,25,17,1551,77,87,67,50
br BRA,DF,Ath Paranaense,24,1999,60,27,2807,74,67,62,45
ar ARG,DF,Instituto,29,1994,21,20,1674,66,39,37,56
us USA,MF,Puebla,26,1996,29,25,2260,46,32,25,70
mx MEX,MF,Guadalajara,25,1998,34,33,2807,77,70,74,50
ar ARG,MO,Cen. Córdoba–SdE,23,2000,16,6,587,56,46,75,45
cl CHI,MF,cl Palestino,28,1995,5,3,253,61,58,44,41
py PAR,MO,Newell's OB,22,2001,15,9,676,20,24,45,77
py PAR,MO,py Cerro Porteño,32,1992,3,0,55,45,62,9,76
ec ECU,MF,ec Barcelona,32,1991,5,3,231,62,57,74,27
ar ARG,MF,Sarmiento,33,1990,3,2,200,20,14,13,62
mx MEX,MO,UANL,22,2001,4,0,40,30,67,77,15
uy URU,MF,UANL,28,1994,33,29,2322,69,81,65,39
ar ARG,MF,Platense,25,1998,26,26,2049,25,34,38,78
mx MEX,MF,Tijuana,31,1991,28,20,1560,80,41,57,30
ar ARG,MF,Cen. Córdoba–SdE,23,2000,4,2,205,47,22,57,27
br BRA,DF,Botafogo (RJ),34,1989,21,11,1133,69,64,66,57
ar ARG,DF,Arg Juniors,33,1990,8,4,470,77,53,35,31
mx MEX,MF,Toluca,34,1989,19,10,758,70,54,69,56
mx MEX,DF,UANL,22,2001,6,1,154,56,65,56,40
py PAR,MO,Pachuca,19,2004,2,0,34,31,36,70,6
py PAR,FW,Ind. Rivadavia,23,2000,15,8,656,34,41,40,61
mx MEX,MF,Guadalajara,29,1994,26,16,1455,30,49,32,62
bo BOL,MF,bo Bolívar,33,1990,7,7,597,58,62,52,20
br BRA,MF,Cuiabá,29,1994,33,22,2001,55,68,59,67
mx MEX,GK,Querétaro,22,2001,15,14,1276,55,54,71,38
ar ARG,DF,Huracán,34,1989,19,18,1476,54,21,24,48
cv CPV,DF,Casa Pia,35,1987,24,23,2069,27,41,30,49
ar ARG,MF,Estudiantes–LP,32,1991,9,4,500,45,74,50,42
co COL,DF,CF Montréal,20,2003,27,24,2140,43,48,40,48
es ESP,FW,Club Brugge,24,1999,26,13,1233,79,68,74,62
br BRA,MO,São Paulo,26,1997,31,18,1524,76,70,90,59
mx MEX,MF,León,20,2003,19,15,1422,68,49,52,50
mx MEX,FW,Real Salt Lake,17,2006,17,5,564,38,81,67,39
pl POL,MO,Spezia,25,1997,13,6,527,51,81,53,51
bg BUL,MF,Zwolle,21,2001,14,10,902,82,67,79,69
rs SRB,GK,Sampdoria,21,2002,37,37,3330,54,47,57,52
rs SRB,MO,RKC Waalwijk,20,2002,16,7,625,61,41,69,56
br BRA,MF,Cuiabá,30,1993,19,9,844,26,32,36,51
pt POR,DF,Boavista,32,1990,26,20,1729,35,59,63,47
pt POR,DF,Portimonense,23,1999,32,32,2795,63,58,35,63
pt POR,MF,Famalicão,24,1999,8,0,173,45,80,52,22
it ITA,MF,Spezia,28,1995,33,23,1957,56,71,76,39
it ITA,MF,Ternana,27,1996,1,1,45,49,13,7,39
it ITA,MO,Ternana,19,2003,31,12,1310,78,48,48,45
it ITA,MF,Bari,20,2003,1,0,17,20,11,7,29
it ITA,MO,Reggiana,24,1999,28,16,1360,41,66,56,66
it ITA,MF,Reggiana,25,1998,13,4,473,39,43,52,38
it ITA,FW,Cittadella,26,1996,35,30,2443,57,54,66,37
it ITA,MF,Palermo,22,2001,12,9,763,88,72,73,50
it ITA,DF,Reggiana,26,1997,13,11,1039,29,46,24,35
it ITA,DF,Südtirol,31,1992,15,15,1343,30,37,25,39
it ITA,DF,Cosenza,25,1997,17,12,1170,56,34,42,44
it ITA,GK,Modena,22,2000,1,0,6,40,35,42,41
eng ENG,FW,Norwich City,18,2004,1,0,4,16,20,13,11
ie IRL,MO,Plymouth Argyle,22,2000,46,36,3122,75,87,70,51
nl NED,DF,AZ Alkmaar,20,2003,1,0,35,55,26,56,6
nl NED,FW,Go Ahead Eag,27,1996,14,2,374,52,60,58,69
nz NZL,DF,Portland Timbers,20,2003,1,1,90,21,27,18,23
co COL,FW,Tigre,23,2000,3,0,73,19,19,21,30
it ITA,MO,Brescia,23,2000,38,24,2228,57,35,43,39
nl NED,MF,Volendam,21,2001,2,0,36,20,23,48,59
fr FRA,MF,RWDM,20,2003,13,6,503,77,58,55,55
pt POR,MF,Benfica,23,1999,30,17,1680,38,56,42,74
fr FRA,FW,Famalicão,23,2000,10,2,239,63,31,49,77
fr FRA,DF,RWDM,28,1995,11,10,871,33,45,46,59
fr FRA,DF,OH Leuven,26,1996,21,20,1663,62,49,50,51
ar ARG,MO,Tigre,23,2001,15,12,967,72,44,44,58
eng ENG,MF,Southampton,24,1999,33,31,2550,55,62,59,57
pt POR,MF,Cercle Brugge,20,2003,20,14,1130,64,50,57,55
nl NED,FW,Vitesse,20,2002,3,2,97,44,74,48,11
gh GHA,FW,Nashville SC,22,2001,12,3,379,34,40,46,77
es ESP,DF,Farense,22,2001,9,6,492,33,52,48,25
es ESP,MO,Porto,25,1998,6,1,174,48,42,9,38
it ITA,MF,Cittadella,22,2001,28,22,1900,55,33,52,72
it ITA,GK,Reggiana,31,1992,30,30,2624,45,49,41,48
it ITA,MF,Spezia,26,1997,31,21,1819,51,47,69,47
it ITA,MF,Sampdoria,18,2004,1,0,11,20,12,16,6
it ITA,MO,Palermo,27,1996,27,20,1580,34,66,41,47
it ITA,MF,Ascoli,33,1990,33,31,2683,38,45,23,62
it ITA,DF,Calcio Lecco 1912,22,2001,1,0,15,21,13,31,68
it ITA,FW,Spezia,18,2005,38,17,1786,50,50,40,44
it ITA,MO,Cosenza,30,1993,32,18,1702,55,23,12,48
ar ARG,MO,Rosario Central,23,2000,10,4,352,47,72,39,56
ch SUI,GK,Vizela,30,1993,7,7,564,40,49,67,44
it ITA,DF,Bari,28,1994,37,37,3323,46,43,34,52
it ITA,DF,Venezia,29,1993,35,28,2508,77,73,81,31
gh GHA,MF,Cercle Brugge,22,2001,8,5,409,37,54,44,77
be BEL,FW,Anderlecht,23,1999,12,5,569,70,63,88,50
ar ARG,MF,Arg Juniors,28,1995,17,15,1179,30,51,29,71
cl CHI,DF,cl Cobresal,33,1990,5,5,450,32,22,15,58
mx MEX,MO,Pachuca,24,1999,6,2,209,46,66,78,43
es ESP,MO,Atlé Tucumán,22,2002,8,0,139,49,33,17,59
uy URU,MF,uy Liverpool,19,2004,2,0,34,20,17,28,63
cr CRC,DF,FC Juárez,31,1992,14,14,1260,66,63,52,70
pt POR,MO,Porto,20,2002,27,21,1888,77,74,89,51
mx MEX,DF,Tijuana,24,1999,28,24,2080,51,64,64,44
mx MEX,DF,Querétaro,25,1998,22,15,1326,81,50,60,65
ar ARG,DF,Belgrano,21,2003,7,5,431,32,36,41,61
ar ARG,DF,Atlé Tucumán,22,2002,6,5,457,24,27,26,54
ar ARG,FW,San Lorenzo,30,1993,9,4,494,56,37,39,63
ar ARG,DF,Unión,24,1999,8,2,334,48,56,58,50
ar ARG,MF,Belgrano,26,1997,43,34,2954,70,69,60,51
pt POR,MF,Casa Pia,25,1998,1,0,5,20,32,48,6
ve VEN,DF,ve Caracas,27,1996,6,6,540,25,16,15,54
ar ARG,DF,Defensa y Just,20,2003,1,0,79,21,16,12,13
cl CHI,MF,cl Palestino,19,2004,1,0,22,20,25,73,49
ar ARG,FW,Vélez Sarsfield,19,2004,1,0,7,16,20,7,11
mx MEX,MF,FC Juárez,22,2000,2,0,67,48,44,50,30
ar ARG,MO,San Lorenzo,22,2001,10,5,384,13,29,28,84
ar ARG,DF,Ind. Rivadavia,21,2002,6,5,432,73,37,44,64
ar ARG,FW,Vélez Sarsfield,30,1993,27,27,2165,56,82,82,66
do DOM,DF,Volendam,17,2006,1,0,21,21,41,40,25
mx MEX,MO,UANL,26,1997,28,19,1482,65,61,53,47
cl CHI,MF,Watford,26,1997,27,23,1968,26,35,20,46
pt POR,GK,Sporting CP,17,2005,1,0,9,40,43,40,32
pt POR,MO,Sporting CP,23,1999,31,18,1701,82,85,70,45
br BRA,FW,bo Bolívar,28,1995,6,6,540,81,40,44,50
ar ARG,DF,Arg Juniors,23,2000,25,24,2086,70,61,59,66
ci CIV,FW,Atlético,29,1993,12,8,693,72,53,53,44
ch SUI,MO,Gent,21,2002,3,0,55,54,51,77,59
ar ARG,MO,Huracán,21,2002,13,0,264,46,62,70,38
ar ARG,MF,Cen. Córdoba–SdE,29,1994,2,1,93,31,38,18,27
ar ARG,GK,River Plate,37,1986,34,34,3060,44,44,40,65
ar ARG,MO,Platense,25,1998,13,1,312,23,45,29,92
ar ARG,DF,cl Cobresal,30,1993,6,6,485,24,30,28,68
it ITA,MF,Ternana,20,2003,19,18,1410,60,33,57,71
ar ARG,MO,Grêmio,27,1996,42,31,2650,69,78,44,57
ar ARG,MF,Newell's OB,23,2000,8,3,312,51,58,67,64
ar ARG,DF,Houston Dynamo,28,1995,24,21,1818,74,77,77,66
uy URU,MO,Santos,23,2000,11,6,508,44,60,47,60
ar ARG,MO,Minnesota Utd,30,1993,24,6,830,58,79,59,35
ar ARG,MO,cl Cobresal,26,1997,6,6,420,16,26,63,34
uy URU,DF,uy Nacional,28,1995,6,5,451,61,35,39,56
uy URU,MO,uy Peñarol,19,2004,2,0,74,48,62,84,71
ar ARG,MF,Rosario Central,22,2001,24,21,1918,27,40,31,84
uy URU,GK,Sporting CP,23,2000,10,10,900,46,44,42,45
ar ARG,FW,Belgrano,35,1988,21,18,1605,73,68,67,50
it ITA,MF,Calcio Lecco 1912,37,1985,33,32,2763,77,79,51,43
cl CHI,MO,cl Cobresal,24,1999,6,1,175,15,26,27,50
ar ARG,MO,River Plate,16,2007,31,9,1179,70,84,86,54
ar ARG,MO,Platense,17,2006,13,12,774,38,37,17,69
ar ARG,MF,Talleres,26,1997,8,6,481,26,27,35,47
ar ARG,DF,Inter Miami,28,1995,11,9,790,51,77,73,70
uy URU,MO,Atlé Tucumán,21,2002,20,8,871,46,21,34,67
ar ARG,DF,Unión,26,1997,26,26,2340,66,52,47,74
ar ARG,DF,Sarmiento,24,1999,22,21,1845,55,37,36,59
ar ARG,GK,Godoy Cruz,25,1998,26,26,2340,52,45,47,44
ar ARG,MF,Belgrano,20,2003,1,0,10,58,35,57,21
ar ARG,MF,Ind. Rivadavia,23,2000,27,27,2420,42,31,31,60
ar ARG,DF,OH Leuven,28,1994,2,1,53,21,31,13,70
pe PER,GK,pe Alianza Lima,24,1999,2,1,95,57,46,40,32
ar ARG,MO,Gimnasia–LP,26,1997,8,1,192,49,25,16,27
ar ARG,MO,Cremonese,34,1989,35,31,2501,62,86,66,63
ar ARG,MO,Huracán,24,2000,8,2,164,18,41,73,24
pe PER,MF,pe Alianza Lima,23,2000,6,3,323,37,38,52,57
ar ARG,MF,Platense,22,2001,9,2,228,43,20,56,49
co COL,MF,Boca Juniors,32,1991,7,3,255,31,39,59,46
it ITA,MO,Cremonese,24,1999,22,6,797,64,54,38,47
ve VEN,GK,ve Caracas,19,2004,2,1,168,56,36,40,38
us USA,MF,NY Red Bulls,23,2000,20,18,1608,55,64,54,51
eng ENG,MO,Rotherham Utd,26,1996,16,15,1243,40,30,37,63
eng ENG,FW,Ipswich Town,30,1993,17,2,350,63,30,44,38
eng ENG,GK,Preston,26,1997,44,44,3960,48,48,50,46
tg TOG,MF,Sint-Truiden,25,1997,13,6,543,44,55,72,49
be BEL,FW,Mechelen,17,2005,5,0,87,45,54,25,19
wls WAL,FW,Plymouth Argyle,17,2006,5,0,39,51,54,13,62
dk DEN,DF,Ternana,31,1992,16,8,875,78,44,42,61
dk DEN,DF,Estoril,22,2001,2,1,116,25,36,30,14
no NOR,DF,Benfica,27,1995,33,31,2791,79,90,89,43
no NOR,DF,Heracles Almelo,20,2002,15,15,1349,53,55,76,41
br BRA,GK,Fluminense,43,1980,63,59,5273,69,91,88,90
pt POR,DF,Porto,29,1994,18,14,1205,68,79,64,23
pt POR,MO,Rio Ave,22,2001,34,30,2536,34,51,56,64
br BRA,MF,Vitória,19,2004,3,0,90,50,41,44,75
pt POR,FW,Gil Vicente FC,22,2001,30,26,2167,53,78,72,73
fr FRA,MO,Cercle Brugge,19,2003,21,18,1562,40,78,56,82
ec ECU,DF,Santos,26,1997,38,35,3072,68,41,35,50
us USA,FW,Houston Dynamo,22,2001,13,2,202,70,46,21,60
br BRA,DF,Bahia,22,2001,94,88,7832,43,49,38,41
py PAR,MO,py Cerro Porteño,18,2005,4,0,97,45,48,87,27
ar ARG,MO,Defensa y Just,29,1994,18,11,856,57,60,56,69
ar ARG,DF,Banfield,22,2001,9,5,478,45,33,35,34
cl CHI,GK,Racing Club,36,1987,21,21,1845,66,62,43,42
br BRA,MF,Atl Goianiense,25,1998,33,31,2452,66,61,42,50
br BRA,MO,Flamengo,27,1996,23,7,884,58,47,36,19
br BRA,MO,Atl Goianiense,22,2001,2,1,79,17,41,32,53
ar ARG,DF,uy Nacional,28,1995,8,8,720,53,83,64,29
ar ARG,MO,Puebla,31,1991,26,6,761,37,84,57,65
br BRA,MO,Internacional,16,2007,24,15,1301,58,76,80,57
cg CGO,MO,Parma,24,1999,24,2,647,81,38,49,70
br BRA,FW,LA Galaxy,22,2001,33,30,2727,84,90,90,62
ar ARG,MF,Belgrano,32,1991,18,16,1406,50,63,58,54
ec ECU,FW,ec Barcelona,28,1995,2,0,45,51,82,65,11
pe PER,MF,pe Alianza Lima,33,1990,1,0,45,37,33,29,48
br BRA,GK,Atlético Mineiro,21,2002,1,1,90,40,42,43,32
ar ARG,DF,Sarmiento,23,2000,21,11,1027,43,43,56,54
uy URU,FW,Cruz Azul,29,1994,22,20,1535,70,61,60,61
co COL,DF,Fluminense,26,1997,14,10,935,75,69,75,50
ar ARG,MO,Sarmiento,31,1992,17,12,949,34,17,21,68
ar ARG,MO,Platense,33,1990,8,3,224,34,47,44,48
ar ARG,MO,Sarmiento,37,1986,16,3,432,31,53,26,70
br BRA,DF,Juventude,29,1994,17,7,883,42,62,69,54
br BRA,DF,Cuiabá,20,2003,5,3,288,32,23,28,60
it ITA,MO,Südtirol,26,1996,23,6,671,42,26,50,71
br BRA,MO,Palmeiras,23,2000,32,13,1279,48,71,50,75
ar ARG,DF,Internacional,36,1987,17,13,1186,56,38,35,23
br BRA,MF,Corinthians,18,2005,2,1,81,40,26,16,75
uy URU,MO,Independiente,26,1997,19,13,994,17,46,30,68
br BRA,DF,Gil Vicente FC,23,2000,31,31,2777,70,37,38,51
br BRA,MO,D.C. United,21,2002,33,13,1338,73,55,56,36
ar ARG,MF,Racing Club,26,1997,19,18,1518,70,57,75,49
br BRA,MO,Norwich City,24,1999,46,46,4101,60,88,42,68
bo BOL,MO,bo The Strongest,24,1999,3,1,95,14,10,11,71
br BRA,FW,Vasco da Gama,19,2005,2,1,91,66,24,67,71
br BRA,MO,Como,26,1997,15,15,1172,68,82,68,54
br BRA,FW,Juventude,26,1997,21,8,914,44,57,35,57
br BRA,MO,Cruzeiro,21,2002,27,21,1611,53,40,30,60
bo BOL,MF,ec LDU de Quito,22,2001,4,2,273,34,18,17,49
py PAR,FW,Independiente,33,1990,27,25,2113,65,48,47,55
it ITA,MF,Sampdoria,19,2004,1,0,2,20,11,15,6
ro ROU,DF,Ternana,22,2001,7,4,296,31,49,28,75
it ITA,DF,CF Montréal,24,2000,28,18,1725,32,55,47,35
it ITA,DF,FeralpiSalò,23,2000,3,2,167,40,38,56,26
it ITA,FW,Brescia,27,1996,34,21,1938,54,40,40,41
it ITA,MO,Pisa,22,2001,22,10,1083,38,55,40,52
mx MEX,DF,Atlas,27,1996,20,16,1461,42,42,42,56
mx MEX,MO,Guadalajara,15,2008,2,0,19,30,8,54,57
it ITA,MF,FeralpiSalò,33,1990,23,15,1471,59,81,76,61
it ITA,MO,Pisa,38,1984,13,0,140,72,52,31,77
us USA,GK,Eupen,19,2004,28,28,2520,45,48,56,66
cg CGO,MF,Boavista,26,1997,30,27,2328,58,48,57,47
br BRA,MO,Porto,25,1997,31,24,2238,77,67,77,55
ar ARG,FW,Cen. Córdoba–SdE,19,2004,1,0,27,16,21,15,20
br BRA,MF,Fluminense,34,1989,41,37,2970,71,85,59,31
au AUS,MO,Volendam,18,2004,15,8,680,37,31,37,44
br BRA,MO,Palmeiras,22,2002,3,1,100,25,29,60,68
us USA,DF,D.C. United,21,2002,15,7,551,45,28,21,54
eng ENG,MF,Birmingham City,31,1992,16,1,207,77,62,59,62
be BEL,MF,Eupen,23,1999,24,24,1958,70,68,65,58
cl CHI,DF,Vasco da Gama,36,1987,11,8,669,26,30,21,34
ar ARG,MO,Rosario Central,21,2003,9,5,451,39,50,72,29
ar ARG,MO,uy Nacional,22,2001,5,3,214,44,66,64,41
ar ARG,DF,Talleres,28,1995,32,30,2689,76,84,74,62
ar ARG,DF,Estudiantes–LP,22,2001,25,20,1736,69,63,76,47
uy URU,MF,LA Galaxy,31,1992,22,12,1186,53,77,56,67
ar ARG,DF,San Lorenzo,32,1991,33,31,2840,57,50,41,52
ar ARG,MF,Godoy Cruz,24,1999,13,1,379,48,73,56,47
ar ARG,MF,Ind. Rivadavia,30,1993,4,0,76,71,15,29,84
py PAR,MF,Chicago Fire,32,1991,29,18,1690,53,66,48,76
uy URU,GK,uy Liverpool,28,1995,3,3,270,54,37,46,50
ar ARG,GK,San Lorenzo,27,1996,19,18,1679,50,57,40,70
ar ARG,MO,cl Cobresal,37,1986,5,1,163,30,67,34,6
ar ARG,MF,Instituto,25,1998,27,26,2164,61,84,55,41
uy URU,MF,Racing Club,24,2000,23,22,1951,75,72,73,60
uy URU,FW,Ternana,28,1995,18,18,1376,62,85,69,33
uy URU,MF,uy Peñarol,33,1990,10,5,382,53,50,54,73
ar ARG,DF,Sarmiento,33,1990,8,8,630,34,16,30,43
uy URU,DF,Puebla,29,1994,29,28,2510,51,43,42,51
ar ARG,DF,Platense,32,1991,27,27,2430,31,23,27,56
ar ARG,MO,Arg Juniors,22,2001,17,12,901,41,33,49,41
ar ARG,DF,Ajax,21,2001,7,6,534,57,88,58,55
py PAR,GK,Botafogo (RJ),35,1988,7,7,630,40,41,56,50
ie IRL,GK,Southampton,21,2002,41,41,3690,58,65,58,75
us USA,GK,Real Salt Lake,18,2005,11,11,990,53,72,55,43
be BEL,GK,Mechelen,24,1998,30,30,2700,51,52,68,41
it ITA,MF,Bari,29,1994,20,14,1174,43,69,57,54
it ITA,FW,Brescia,23,2000,28,16,1450,66,39,41,58
it ITA,MO,Cosenza,26,1996,35,33,2790,76,42,45,26
mz MOZ,MF,Sporting CP,22,2001,27,17,1684,84,63,82,34
be BEL,MO,Mechelen,31,1991,30,24,2081,62,82,62,66
sct SCO,MF,Sheffield Weds,27,1996,22,17,1378,54,46,33,54
us USA,DF,CF Montréal,22,2001,28,25,2197,34,69,65,63
eng ENG,MF,Volendam,25,1998,23,23,1913,32,49,57,64
eng ENG,DF,Ipswich Town,25,1997,10,10,888,36,65,45,46
eng ENG,MF,Millwall,28,1994,2,0,15,20,39,45,15
eng ENG,MO,Birmingham City,19,2004,8,0,139,20,12,13,50
sct SCO,FW,Ipswich Town,24,1999,26,24,1762,58,62,45,33
eng ENG,MF,Millwall,28,1994,31,26,2081,42,57,48,57
ng NGA,FW,Antwerp,16,2006,28,7,976,78,32,50,25
eng ENG,GK,Norwich City,29,1993,7,6,600,48,39,46,42
ro ROU,FW,Bari,27,1996,15,10,866,52,27,49,33
nir NIR,MF,Millwall,30,1993,40,28,2656,61,63,39,72
eng ENG,DF,Bristol City,23,1999,37,35,3033,36,55,54,54
ge GEO,MO,Ajax,22,2000,6,2,236,24,21,44,18
ci CIV,FW,Seattle Sounders,21,2002,10,3,371,65,63,92,66
ie IRL,FW,Rotherham Utd,26,1996,18,1,318,55,43,23,78
fr FRA,MO,Leeds United,21,2002,45,44,3736,71,77,65,62
gr GRE,MO,Chicago Fire,19,2004,30,5,810,60,24,31,44
0,FW,Ipswich Town,0,0,1,0,4,35,13,44,11
es ESP,MF,Sampdoria,20,2002,34,32,2765,30,53,35,66
mx MEX,DF,Monterrey,24,1998,26,24,2050,85,69,88,45
us USA,MO,FC Cincinnati,19,2004,30,11,962,40,63,51,71
