Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
it ITA,MO,Bari,32,1991,20,2,339,36,69,46,54
it ITA,DF,Ascoli,29,1993,17,15,1247,62,74,63,17
it ITA,DF,Sampdoria,28,1994,23,21,1788,57,50,49,42
it ITA,DF,Cittadella,30,1993,31,30,2702,58,58,40,42
it ITA,FW,Südtirol,23,2000,24,14,1008,31,59,52,74
it ITA,GK,Sampdoria,34,1988,1,1,90,40,36,48,32
it ITA,MO,Palermo,31,1991,10,1,278,54,83,78,37
ar ARG,DF,Deportivo Riestra,36,1987,4,3,224,51,26,40,24
us USA,MO,Atlanta Utd,23,2001,8,2,165,30,43,37,47
ca CAN,MF,Vancouver W'caps,21,2002,2,0,40,45,11,62,38
uy URU,MF,River Plate,25,1998,15,9,880,49,53,43,82
it ITA,MF,Brescia,22,2000,33,22,1764,80,72,68,31
fr FRA,DF,Vitesse,31,1991,27,24,2176,54,57,44,60
dk DEN,MF,Westerlo,23,2000,27,24,2111,86,67,66,33
uy URU,MF,Bahia,24,1999,8,1,268,44,61,71,45
uy URU,MF,uy Nacional,32,1991,2,0,41,30,32,43,40
co COL,MO,Mazatlán,26,1997,9,7,531,76,79,65,37
ar ARG,FW,Deportivo Riestra,27,1996,17,9,948,65,73,59,71
ar ARG,FW,Defensa y Just,34,1990,1,1,45,17,23,8,20
ar ARG,DF,Barracas Central,25,1998,25,23,2103,34,32,35,51
ar ARG,DF,Deportivo Riestra,28,1995,22,20,1808,55,25,19,35
ar ARG,MF,Atlé Tucumán,33,1990,11,3,364,46,54,31,79
ar ARG,MF,Gimnasia–LP,33,1990,18,17,1453,58,62,46,66
ar ARG,FW,Querétaro,24,1999,28,6,862,41,40,42,69
uy URU,MF,Flamengo,26,1997,24,20,1691,78,90,73,39
ar ARG,DF,Barracas Central,24,1999,17,15,1400,56,37,31,79
ar ARG,MF,Instituto,19,2004,23,21,1806,26,41,26,63
cl CHI,DF,Tijuana,24,1999,29,29,2450,48,57,62,63
ar ARG,MO,Belgrano,27,1996,23,19,1609,58,56,21,43
ar ARG,DF,Inter Miami,29,1994,10,9,738,25,45,36,50
ar ARG,MO,Sarmiento,35,1988,16,16,1286,34,65,29,58
ar ARG,MF,Gimnasia–LP,24,1999,18,16,1275,38,47,33,76
es ESP,MF,Porto,21,2002,25,20,1699,75,73,72,59
co COL,DF,Banfield,26,1998,16,16,1394,24,40,36,48
ar ARG,FW,UANL,28,1994,31,13,1456,74,64,34,49
ar ARG,MF,cl Palestino,27,1996,5,4,375,27,19,22,42
uy URU,MO,Orlando City,34,1989,34,16,1707,50,92,51,58
uy URU,FW,UANL,29,1993,31,15,1419,69,79,76,59
ar ARG,DF,Belgrano,23,2000,8,6,474,46,51,44,62
ar ARG,DF,Lanús,29,1994,14,13,1060,54,59,65,52
ar ARG,FW,Unión,29,1994,22,20,1542,61,61,42,61
ar ARG,MO,Arg Juniors,29,1994,24,18,1490,44,58,38,65
ar ARG,DF,Benfica,35,1988,31,31,2752,67,66,57,61
ar ARG,MO,Defensa y Just,20,2003,13,8,652,34,54,48,70
ar ARG,DF,Unión,21,2002,20,19,1473,28,40,52,63
uy URU,MO,Cen. Córdoba–SdE,24,1999,8,0,114,62,72,75,75
cl CHI,DF,ec Barcelona,26,1997,6,6,540,22,22,26,35
ar ARG,DF,Atlé Tucumán,20,2003,26,24,2129,37,32,38,52
ar ARG,DF,Deportivo Riestra,30,1993,26,26,2243,37,52,40,52
es ESP,MO,Zwolle,20,2003,10,0,147,48,71,68,61
ar ARG,MO,Atlé Tucumán,27,1996,2,0,29,46,11,33,30
ar ARG,GK,Platense,24,1999,1,1,90,40,35,40,32
ar ARG,FW,Gimnasia–LP,19,2004,1,0,5,16,20,7,20
ar ARG,DF,Barracas Central,22,2001,2,2,180,43,24,45,29
ar ARG,MF,San Lorenzo,28,1996,16,15,1231,40,56,53,74
ar ARG,MO,Independiente,20,2004,4,2,169,19,21,40,56
co COL,MF,co Millonarios,20,2003,1,0,10,39,39,69,57
it ITA,DF,Spezia,20,2003,16,13,1129,60,41,39,43
it ITA,DF,Catanzaro,33,1989,30,29,2563,50,42,43,61
it ITA,FW,Calcio Lecco 1912,23,2000,34,28,2406,63,60,64,65
fi FIN,MF,Ternana,19,2003,31,18,1700,62,56,45,48
dk DEN,MF,Utrecht,24,1999,9,3,274,32,22,52,64
be BEL,MF,RWDM,21,2001,11,3,327,44,35,54,59
us USA,MF,SJ Earthquakes,18,2005,25,19,1468,37,54,47,39
rs SRB,MF,Stoke City,19,2003,1,0,1,20,11,49,6
rs SRB,MF,Charlotte,20,2003,14,5,500,75,49,67,30
it ITA,DF,Cremonese,21,2002,1,0,19,58,13,62,49
be BEL,MO,Mechelen,28,1994,16,11,982,55,73,81,46
rs SRB,MO,Charleroi,21,2001,15,5,445,43,25,25,63
nl NED,FW,Excelsior,23,2000,18,10,758,74,63,36,70
dk DEN,DF,St. Louis,22,2001,5,2,138,44,60,32,25
br BRA,MO,Ath Paranaense,31,1992,26,19,1624,70,74,53,58
be BEL,MF,Cercle Brugge,20,2003,17,8,722,42,63,44,38
nl NED,MO,NEC Nijmegen,17,2005,3,0,31,14,34,13,6
ec ECU,MO,Anderlecht,20,2003,8,0,48,91,68,89,39
pt POR,MF,Estrela,22,2001,12,6,554,34,32,48,71
us USA,MO,Charlotte,15,2008,3,0,23,21,24,53,36
hr CRO,DF,Arouca,31,1992,18,16,1441,24,43,34,28
za RSA,MF,St. Louis,24,1999,16,11,877,50,36,50,53
za RSA,MF,Estrela,23,2000,10,6,516,31,26,39,78
us USA,DF,FC Dallas,26,1997,28,25,2251,69,49,33,43
nl NED,MO,PSV Eindhoven,24,1999,11,8,583,95,84,85,22
be BEL,MO,Genk,18,2005,3,0,19,40,14,66,60
us USA,DF,Inter Miami,19,2004,18,8,927,25,49,56,53
us USA,DF,Atlanta Utd,18,2005,19,16,1353,26,33,23,51
be BEL,MF,Standard Liège,20,2003,2,0,40,29,14,12,50
se SWE,DF,NY Red Bulls,21,2002,29,27,2418,45,68,56,53
sn SEN,MF,Gent,23,1999,15,3,414,50,43,74,62
eng ENG,MF,Preston,18,2005,7,2,167,27,21,14,76
nl NED,MO,Excelsior,21,2002,23,10,1051,17,25,11,75
nl NED,FW,Hull City,20,2003,22,3,562,57,46,41,42
cd COD,MF,Union SG,18,2004,27,11,1145,48,60,55,62
eng ENG,MO,NE Revolution,18,2005,13,7,537,34,61,20,53
de GER,MF,Real Salt Lake,23,2000,5,2,202,32,61,35,67
fr FRA,MF,Sampdoria,18,2005,1,0,16,56,53,62,50
us USA,MF,FC Dallas,18,2005,4,2,194,35,36,34,44
br BRA,MF,Fluminense,25,1998,11,2,340,39,53,40,65
br BRA,MF,Portimonense,25,1998,28,22,1921,40,37,23,70
am ARM,MO,Boca Juniors,27,1996,8,6,490,42,23,33,61
nl NED,GK,Almere City,25,1997,29,29,2596,62,58,46,75
be BEL,GK,Club Brugge,25,1997,3,2,261,54,43,48,75
be BEL,MO,Mechelen,18,2004,15,6,576,68,14,50,44
cm CMR,DF,Seattle Sounders,26,1997,27,26,2202,40,59,74,47
rs SRB,GK,LA Galaxy,22,2001,2,2,180,53,54,47,37
pt POR,MO,Casa Pia,24,1999,30,28,1980,56,69,42,57
pt POR,DF,Braga,18,2004,1,0,13,40,12,63,3
pt POR,MF,Rio Ave,25,1998,4,0,30,39,36,56,43
pt POR,MF,Sporting CP,28,1995,58,33,3022,86,84,78,27
it ITA,MF,Venezia,23,2000,20,12,815,58,55,59,37
pt POR,DF,Gil Vicente FC,23,2000,5,3,258,32,33,54,65
pt POR,FW,Vitória,31,1991,15,6,604,61,64,59,58
mx MEX,DF,América,31,1991,6,6,527,35,36,23,51
ar ARG,DF,Atlé Tucumán,28,1995,13,11,938,73,46,52,68
py PAR,DF,py Libertad,26,1997,4,4,360,56,87,58,48
ve VEN,MO,ve Caracas,20,2003,3,1,124,16,28,14,19
mx MEX,DF,Mazatlán,34,1989,4,4,290,28,29,40,61
br BRA,GK,Pisa,35,1988,31,31,2790,52,63,58,67
is ISL,MO,St. Louis,24,1999,30,10,1190,68,33,50,55
ao ANG,MF,Gent,28,1995,10,4,394,27,31,35,81
mx MEX,MO,Seattle Sounders,18,2005,30,28,2536,33,54,30,77
ng NGA,MF,FC Cincinnati,27,1996,30,29,2456,29,47,48,58
ps PLE,FW,Charleroi,24,1998,21,17,1463,50,53,63,52
gr GRE,GK,Benfica,29,1994,1,1,90,40,42,40,32
nl NED,MO,Zwolle,25,1998,31,24,2143,54,56,40,52
ng NGA,MF,Flamengo,18,2005,1,0,2,45,18,49,6
tr TUR,MF,West Brom,29,1994,44,41,3221,43,44,35,65
id IDN,MO,Utrecht,23,2000,15,4,518,50,27,59,44
ru RUS,DF,Eupen,27,1996,12,9,871,36,50,56,66
ua UKR,DF,Austin,29,1994,6,4,408,23,22,18,34
dk DEN,MF,Como,27,1996,28,20,1865,59,58,38,57
no NOR,DF,Heerenveen,19,2004,28,24,2116,45,66,66,63
sct SCO,MO,Birmingham City,26,1997,21,11,1007,17,21,32,62
wls WAL,MO,Swansea City,23,1999,34,12,1225,33,41,31,73
no NOR,MO,Go Ahead Eag,24,1999,33,30,2346,66,48,44,50
us USA,MF,Colorado Rapids,22,2001,34,25,2198,53,54,57,58
ar ARG,DF,ve Dep Táchira,32,1991,2,2,180,31,39,11,30
eng ENG,MF,Rotherham Utd,26,1996,42,39,3288,48,42,49,53
de GER,GK,Philadelphia Union,25,1998,17,14,1408,50,42,42,50
eng ENG,DF,Huddersfield,30,1992,3,2,169,30,17,45,35
fr FRA,DF,PSV Eindhoven,25,1997,33,32,2832,79,86,75,55
be BEL,MF,Cercle Brugge,23,2000,5,4,380,60,63,62,83
be BEL,MF,Sint-Truiden,21,2002,12,0,77,52,28,38,81
fr FRA,FW,LAFC,37,1986,10,7,605,24,47,29,54
cm CMR,DF,Philadelphia Union,26,1997,21,12,1110,49,66,64,37
eng ENG,MO,Cardiff City,21,2002,36,9,1232,55,58,76,76
co COL,FW,co Junior,28,1995,1,0,20,16,12,21,11
mx MEX,DF,Santos,21,2002,46,36,3292,53,70,73,48
co COL,MO,León,30,1993,14,2,357,62,91,68,44
us USA,DF,FC Dallas,35,1988,15,10,837,27,27,17,30
mx MEX,MF,Monterrey,27,1996,30,16,1621,34,80,48,42
mx MEX,MF,Querétaro,34,1988,25,25,1981,37,37,31,65
mx MEX,MO,Mazatlán,18,2005,4,0,57,55,36,45,20
pa PAN,MF,NY Red Bulls,19,2004,1,0,2,20,13,16,60
gy GUY,MF,Chicago Fire,20,2003,2,0,36,55,62,73,73
eng ENG,MO,Ipswich Town,19,2003,44,20,2195,80,65,85,56
us USA,MO,Colorado Rapids,24,1999,33,19,1691,52,57,55,54
il ISR,MF,Gent,23,2000,22,7,787,82,54,48,45
cz CZE,MO,Feyenoord,24,1998,20,0,340,85,62,66,34
cu CUB,MO,Norwich City,30,1993,30,13,1184,46,57,68,61
ua UKR,DF,Vizela,24,1998,23,16,1448,78,60,63,61
es ESP,MF,Arouca,24,1999,18,3,436,33,53,35,40
ng NGA,FW,Reggiana,25,1998,5,1,156,34,29,57,66
tr TUR,MF,Benfica,22,2000,27,23,1786,92,92,73,35
py PAR,GK,San Lorenzo,23,2000,1,1,90,40,39,41,53
iq IRQ,MO,Vizela,31,1992,7,0,29,58,81,25,29
ma MAR,FW,Heerenveen,22,2001,32,28,2469,73,86,88,48
ar ARG,DF,San Lorenzo,19,2005,9,9,726,45,48,54,64
co COL,MO,Bahia,27,1996,15,1,328,70,45,15,39
dk DEN,MF,Utrecht,19,2003,32,24,2094,63,63,65,44
ar ARG,MF,Cen. Córdoba–SdE,26,1997,5,4,321,27,34,44,21
mx MEX,GK,América,34,1988,6,5,495,40,42,44,57
mx MEX,MF,Atlético,25,1998,3,0,49,50,38,79,50
ar ARG,MF,Platense,24,1999,4,1,111,20,12,7,35
se SWE,MO,Excelsior,20,2002,23,2,470,56,19,26,65
us USA,DF,SJ Earthquakes,17,2006,6,5,401,25,26,48,53
mx MEX,DF,León,22,2001,3,0,41,36,25,67,75
dk DEN,DF,Volendam,25,1998,24,20,1648,54,52,71,45
gh GHA,MO,Austin,25,1998,9,8,614,62,68,77,38
sl SLE,DF,QPR,25,1997,23,18,1575,47,48,64,43
br BRA,MO,Vitória,36,1987,19,17,1072,52,43,52,38
mx MEX,DF,León,26,1996,30,23,2008,68,64,52,54
br BRA,DF,Famalicão,21,2002,29,27,2462,67,67,59,55
be BEL,FW,Utrecht,23,2000,29,23,1974,57,88,79,56
fi FIN,MO,Famalicão,19,2004,12,5,464,18,23,36,39
br BRA,MF,Atlético Mineiro,29,1994,35,28,2405,28,41,40,57
us USA,DF,CF Montréal,22,2001,1,0,3,21,12,49,59
ci CIV,DF,Sporting CP,19,2003,26,25,2115,70,66,56,41
ma MAR,MO,Pachuca,27,1996,23,17,1496,72,81,90,47
bf BFA,FW,SJ Earthquakes,23,2000,12,3,374,38,35,66,64
mx MEX,MO,Pachuca,20,2003,9,0,216,77,61,92,22
nl NED,DF,Ajax,23,1999,22,18,1589,77,75,82,35
us USA,MO,Austin,19,2004,33,17,1782,40,66,42,55
tr TUR,MO,Hull City,28,1995,37,25,2121,59,59,32,59
mx MEX,MO,UANL,22,2001,26,8,880,71,66,55,73
tr TUR,MF,Fortuna Sittard,30,1992,22,10,962,70,72,56,60
br BRA,MO,Ath Paranaense,31,1992,38,22,1929,39,43,22,52
ar ARG,MF,Newell's OB,19,2005,3,1,147,43,53,34,26
br BRA,MO,Vitória,20,2003,3,0,37,45,23,61,15
mx MEX,MO,Querétaro,36,1987,34,32,2767,54,75,50,39
mx MEX,DF,UNAM,23,2000,23,17,1529,50,70,59,52
ve VEN,DF,ve Dep Táchira,33,1990,2,1,94,21,14,23,42
ar ARG,FW,Belgrano,36,1988,19,7,604,49,51,65,62
cl CHI,MF,Vasco da Gama,27,1996,18,13,1154,37,68,35,47
mx MEX,MF,Puebla,31,1992,31,28,2392,47,39,32,73
br BRA,MF,São Paulo,22,2002,6,6,496,34,54,47,27
ar ARG,MF,Deportivo Riestra,26,1997,24,23,2010,29,46,20,69
mx MEX,DF,UNAM,21,2002,22,19,1414,43,49,70,28
mx MEX,DF,Querétaro,21,2002,14,8,662,55,56,44,54
ar ARG,MO,cl Palestino,23,2000,5,0,126,28,43,71,70
ar ARG,MO,Estudiantes–LP,34,1989,23,13,1184,56,60,47,75
br BRA,MO,Casa Pia,23,1999,29,20,1662,46,74,48,49
es ESP,MO,Ascoli,21,2001,37,28,2264,57,41,42,31
ar ARG,MO,Real Salt Lake,25,1998,3,2,170,46,74,58,19
uy URU,MF,Huracán,26,1997,7,3,273,32,58,16,88
ar ARG,FW,River Plate,22,2001,31,24,1900,74,76,83,64
ar ARG,FW,Vasco da Gama,35,1988,35,34,2986,49,36,20,59
ar ARG,MO,Gimnasia–LP,35,1988,19,14,1280,43,59,46,70
nir NIR,DF,Middlesbrough,28,1995,21,20,1758,47,60,71,23
kr KOR,MF,Birmingham City,26,1997,18,15,1315,66,57,51,47
ch SUI,MF,Sampdoria,31,1992,27,24,1978,79,52,56,48
gr GRE,DF,Catanzaro,22,2001,15,12,996,60,62,79,49
gr GRE,DF,AZ Alkmaar,26,1997,2,2,180,49,74,50,26
it ITA,DF,Cremonese,26,1997,24,11,927,89,81,76,38
it ITA,DF,Reggiana,31,1992,24,24,2125,55,29,32,48
mx MEX,MF,Querétaro,25,1997,2,0,20,53,12,71,49
sn SEN,FW,Kortrijk,23,1999,1,0,8,67,12,98,11
ci CIV,MO,Charleroi,22,2001,23,17,1367,58,58,71,52
nl NED,DF,Leeds United,23,1999,23,22,1989,63,55,54,50
sn SEN,MO,RWDM,19,2003,19,6,762,54,47,55,64
ar ARG,MO,bo Bolívar,33,1990,5,4,322,58,48,81,26
br BRA,DF,Vitória,29,1994,11,7,540,50,74,79,55
ar ARG,DF,Vélez Sarsfield,22,2001,9,5,554,21,26,26,45
mx MEX,MO,América,19,2004,4,0,38,61,28,35,19
ar ARG,MF,Unión,21,2002,11,1,246,40,71,35,37
br BRA,DF,Rio Ave,26,1997,20,12,1120,44,42,50,42
us USA,FW,Charlotte,23,2000,31,19,1838,74,52,59,49
eng ENG,MO,Leeds United,29,1993,33,15,1493,69,31,23,45
de GER,DF,Preston,30,1992,1,0,65,41,43,17,21
it ITA,FW,Como,25,1998,32,29,2463,79,67,64,45
wls WAL,MO,Huddersfield,20,2003,7,1,164,48,40,69,58
it ITA,MF,Brescia,17,2005,1,0,1,20,11,7,6
de GER,MO,Mechelen,26,1996,24,11,1160,73,74,66,45
eng ENG,MO,Sunderland,26,1997,32,21,1848,52,77,89,30
us USA,GK,Columbus Crew,22,2001,27,27,2430,48,47,47,54
mx MEX,DF,Puebla,19,2003,1,1,63,50,49,35,69
nl NED,MF,RKC Waalwijk,23,1999,3,0,15,38,38,19,21
lr LBR,FW,Minnesota Utd,20,2003,3,0,35,34,13,23,34
au AUS,MF,Nashville SC,21,2002,7,4,375,35,64,43,61
br BRA,MF,Criciúma,24,1999,10,3,301,35,45,42,74
nl NED,DF,PSV Eindhoven,32,1990,24,9,1114,86,90,82,46
ec ECU,MF,FC Dallas,20,2003,23,14,1158,71,56,53,53
sk SVK,MF,Genk,31,1992,29,22,2129,46,70,47,34
ec ECU,MF,ec Independiente,20,2003,4,1,105,32,24,57,25
se SWE,FW,Heerenveen,21,2001,24,16,1240,55,58,67,74
it ITA,MF,Ascoli,22,2001,25,22,1868,61,29,33,73
br BRA,DF,São Paulo,21,2003,14,7,714,49,54,68,43
zm ZAM,FW,Leicester City,24,1998,20,15,1086,76,70,49,59
us USA,MF,FC Dallas,28,1995,31,28,2456,86,59,66,31
mx MEX,DF,León,26,1997,16,14,1333,51,24,36,59
nl NED,FW,Fortuna Sittard,31,1992,2,2,172,52,44,16,57
fr FRA,MF,SJ Earthquakes,28,1995,30,16,1537,69,59,68,69
fr FRA,GK,Gent,29,1994,10,10,900,46,41,44,41
us USA,FW,Seattle Sounders,25,1999,25,13,1316,66,67,79,73
nir NIR,MO,QPR,25,1997,44,22,2189,45,32,62,60
br BRA,MO,Atlético Mineiro,23,2000,85,48,4658,76,59,56,51
es ESP,MF,Pachuca,26,1997,3,2,129,50,54,85,22
cl CHI,DF,River Plate,29,1994,32,31,2816,71,60,48,53
pt POR,MO,Portimonense,24,1999,18,4,534,18,54,25,71
br BRA,DF,Vasco da Gama,27,1996,35,30,2516,72,57,74,64
pt POR,DF,Braga,31,1992,20,19,1672,30,58,33,54
br BRA,MO,Chaves,22,2001,22,7,822,43,38,31,63
br BRA,MF,Atlético Mineiro,19,2004,13,6,529,30,31,32,62
cz CZE,MF,FC Cincinnati,25,1998,33,33,2913,67,60,62,46
mx MEX,FW,Guadalajara,25,1998,21,13,1087,49,81,79,65
pl POL,DF,Heerenveen,27,1996,29,26,2311,71,66,52,43
us USA,MF,Vitesse,19,2003,14,14,1253,83,50,63,56
us USA,MF,FC Dallas,24,1999,1,0,7,39,41,45,6
br BRA,MF,Atlético Mineiro,25,1998,11,2,309,94,96,88,54
br BRA,FW,Flamengo,26,1997,27,25,2100,78,75,44,53
pt POR,DF,Atlanta Utd,25,1998,30,23,1939,53,76,65,56
pt POR,MO,Moreirense,27,1995,15,2,329,59,60,49,25
pe PER,MF,Santos,28,1995,24,20,1689,49,64,44,79
br BRA,MF,Fortaleza,26,1997,27,12,1168,25,40,19,84
pt POR,FW,NEC Nijmegen,25,1998,3,0,44,52,44,75,18
ar ARG,MO,Seattle Sounders,22,2001,16,9,652,44,56,68,52
pe PER,GK,Orlando City,33,1990,29,29,2610,49,57,58,42
br BRA,DF,Grêmio,38,1985,14,10,850,36,22,37,75
pt POR,MO,Sporting CP,25,1998,32,32,2573,79,84,61,47
br BRA,MO,Corinthians,33,1990,39,31,2726,26,36,20,80
pt POR,MF,Boavista,22,2001,23,23,1971,60,51,56,62
pt POR,MF,Arouca,34,1989,5,0,42,29,34,18,21
pt POR,FW,Ascoli,23,1999,40,36,3012,45,54,31,73
uy URU,DF,uy Peñarol,21,2002,10,10,782,39,53,47,41
es ESP,MF,Vizela,22,2000,15,11,916,27,36,36,58
br BRA,MO,Atl Goianiense,17,2006,2,0,12,53,42,40,6
mx MEX,MF,Pachuca,23,2000,24,18,1462,25,40,37,69
ec ECU,DF,ec Barcelona,32,1991,1,0,1,21,12,8,3
pt POR,MF,Chaves,23,2000,10,1,248,66,19,38,58
ar ARG,MF,Deportivo Riestra,23,2000,25,21,1836,41,42,43,72
br BRA,GK,Atl Goianiense,23,2000,6,6,540,52,48,68,37
br BRA,MO,Toluca,26,1996,34,11,1132,55,29,39,53
br BRA,MO,Criciúma,29,1994,11,1,222,49,56,66,51
pt POR,MF,D.C. United,35,1988,58,36,3248,69,68,63,66
pt POR,MF,Estrela,29,1993,18,5,650,31,44,33,29
pt POR,MF,Gil Vicente FC,34,1988,25,18,1495,70,71,48,59
ar ARG,DF,Barracas Central,22,2001,7,6,504,49,41,65,59
ec ECU,MF,Vancouver W'caps,21,2002,28,23,2019,53,69,55,51
pt POR,DF,Estoril,23,2000,20,20,1787,44,49,22,37
br BRA,DF,Atl Goianiense,31,1992,42,36,3220,57,53,52,54
nl NED,MF,Almere City,23,2000,31,31,2771,41,73,37,80
br BRA,MF,Juventude,26,1997,2,0,20,52,30,54,60
nl NED,MO,Sparta R'dam,27,1996,29,21,1900,41,67,28,67
nl NED,FW,Heerenveen,27,1996,31,26,2130,60,47,33,50
es ESP,MO,Charlotte,27,1996,9,8,613,72,82,71,39
pt POR,DF,Porto,40,1983,22,22,1880,69,75,54,30
br BRA,MF,Porto,26,1997,34,32,2852,84,79,82,25
eng ENG,DF,Cardiff City,27,1996,39,39,3401,83,73,63,74
hr CRO,FW,FC Dallas,25,1998,44,33,2816,72,65,53,62
si SVN,MF,Sampdoria,27,1995,28,20,1834,62,72,64,56
cd COD,MF,Rotherham Utd,24,1998,12,11,956,45,42,44,75
us USA,MF,NY Red Bulls,21,2002,14,12,844,36,46,56,56
bg BUL,DF,Spezia,24,1999,19,17,1603,72,28,23,36
us USA,DF,NE Revolution,16,2007,10,8,683,53,69,74,62
us USA,DF,Columbus Crew,24,1999,20,16,1317,51,46,53,48
dk DEN,MO,Club Brugge,28,1994,24,21,1512,78,79,75,54
br BRA,DF,Atl Goianiense,29,1994,6,6,499,25,45,27,54
br BRA,MF,Vasco da Gama,31,1992,15,7,667,83,83,80,27
be BEL,MF,Go Ahead Eag,25,1997,20,20,1618,80,82,47,36
nl NED,DF,NEC Nijmegen,26,1997,24,23,1873,36,61,42,45
ar ARG,DF,Godoy Cruz,33,1990,21,21,1886,27,34,31,49
us USA,FW,NYCFC,21,2002,1,0,1,16,12,7,11
ve VEN,DF,ve Caracas,18,2005,2,1,135,29,14,22,75
pe PER,MF,UNAM,21,2001,14,11,967,76,75,84,43
be BEL,MF,RWDM,19,2004,28,27,2279,45,49,55,63
fr FRA,MF,Sunderland,21,2002,40,37,3014,63,63,49,43
fr FRA,GK,Charleroi,25,1997,4,4,360,53,45,45,42
be BEL,MF,OH Leuven,31,1992,4,0,67,25,12,7,75
be BEL,MO,Gent,27,1995,23,10,912,56,57,35,72
it ITA,DF,Pisa,24,1998,30,23,2150,74,87,75,46
it ITA,MF,Spezia,18,2005,8,2,181,63,31,64,65
it ITA,DF,Palermo,27,1995,29,28,2509,73,77,62,47
it ITA,FW,Catanzaro,31,1992,35,31,2509,65,74,38,43
it ITA,DF,Cosenza,25,1997,10,10,878,52,68,81,33
be BEL,DF,Westerlo,30,1992,6,6,536,40,41,47,72
nl NED,DF,Go Ahead Eag,19,2003,4,0,53,32,58,59,74
es ESP,MF,West Brom,25,1998,13,1,249,66,67,82,52
pt POR,MO,Braga,33,1989,29,12,966,59,88,50,31
es ESP,MF,Sheffield Weds,26,1997,36,24,2204,40,29,71,48
us USA,FW,SJ Earthquakes,24,1999,26,6,720,41,51,44,40
de GER,FW,Toronto FC,27,1997,31,20,1839,54,35,45,66
pl POL,MO,Norwich City,25,1998,26,11,1123,42,47,70,55
pl POL,DF,Reggiana,29,1994,21,10,1195,26,39,43,45
pl POL,GK,Twente,36,1987,2,2,180,56,36,40,32
pl POL,DF,Spezia,25,1998,1,0,12,21,12,8,28
br BRA,DF,Arouca,26,1996,6,3,301,58,79,82,62
nl NED,DF,Feyenoord,21,2001,26,26,2070,66,92,86,38
bq BOE,MO,Volendam,20,2003,17,0,355,33,37,16,35
us USA,MO,Philadelphia Union,19,2004,34,25,2403,65,74,70,44
nl NED,MF,Feyenoord,22,2001,31,31,2663,88,84,75,49
it ITA,MO,Spezia,21,2002,26,14,1349,61,55,61,62
sr SUR,DF,Huddersfield,24,1998,7,5,408,45,60,34,67
es ESP,FW,Arouca,24,1998,30,29,2529,77,49,56,49
co COL,DF,co Junior,34,1990,1,0,60,21,25,36,82
pt POR,MO,Benfica,30,1993,30,29,2479,84,88,84,28
br BRA,FW,Botafogo (RJ),33,1990,2,0,13,16,32,42,11
pt POR,DF,Portimonense,20,2003,3,2,203,38,42,24,51
pt POR,MO,Farense,27,1996,27,8,857,38,56,45,47
ar ARG,MF,Cen. Córdoba–SdE,30,1993,20,18,1556,60,53,68,67
co COL,FW,Internacional,28,1995,23,23,1870,63,58,51,60
pt POR,MF,Casa Pia,21,2002,9,5,342,36,64,47,62
co COL,MF,Vizela,23,1999,12,8,715,30,43,36,52
br BRA,GK,Grêmio,33,1990,6,5,457,40,38,43,40
br BRA,MF,UANL,34,1989,30,30,2654,50,66,50,42
co COL,MO,py Cerro Porteño,31,1992,3,1,82,14,19,6,55
de GER,DF,Chicago Fire,33,1990,28,26,2336,58,63,59,69
br BRA,FW,Cruzeiro,24,1999,5,0,103,77,41,42,29
pt POR,DF,Arouca,21,2002,11,8,744,34,43,52,54
mx MEX,DF,Tijuana,22,2000,23,13,1229,49,43,43,41
ar ARG,GK,Barracas Central,23,2000,8,8,720,57,44,40,45
mx MEX,DF,Cruz Azul,20,2003,12,3,482,39,55,66,78
uy URU,DF,Atl Goianiense,23,2000,2,0,52,32,35,36,79
ar ARG,DF,Belgrano,34,1990,18,13,1320,31,60,45,67
br BRA,MF,Casa Pia,34,1989,2,0,26,20,16,42,6
br BRA,FW,Colorado Rapids,23,2000,34,33,2773,74,57,62,71
br BRA,GK,São Paulo,34,1989,35,35,3180,44,50,49,42
br BRA,DF,Sporting CP,20,2003,1,0,1,21,13,18,19
ar ARG,MF,Unión,20,2003,2,0,13,20,12,7,24
br BRA,MO,Bahia,28,1995,19,0,438,74,69,84,58
br BRA,DF,Orlando City,25,1998,32,23,2069,68,84,75,26
br BRA,FW,Cruzeiro,31,1992,9,9,527,51,36,46,58
it ITA,DF,Brescia,20,2002,1,0,8,21,16,14,21
it ITA,DF,Ascoli,24,1999,17,7,656,56,71,64,29
it ITA,MF,Bari,32,1991,15,12,988,26,55,27,49
it ITA,DF,Bari,32,1991,22,14,1308,74,66,54,46
dz ALG,DF,Mechelen,21,2002,7,3,260,92,81,88,65
fr FRA,MO,Estoril,24,1999,33,31,2711,58,70,76,18
br BRA,DF,São Paulo,38,1985,14,12,849,36,63,59,22
id IDN,MO,Fortuna Sittard,25,1998,27,8,885,37,57,53,57
eng ENG,DF,Cardiff City,20,2002,3,0,92,51,57,73,37
ca CAN,MF,CF Montréal,28,1995,25,18,1549,49,76,76,70
br BRA,DF,br Botafogo (RJ),21,2002,1,0,12,21,32,49,22
br BRA,MF,Cuiabá,23,2000,23,10,1201,41,51,78,51
lv LVA,MO,Spezia,21,2001,9,0,130,44,34,58,79
nl NED,MO,Almere City,32,1991,32,20,1799,51,31,63,42
