Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
FC Cincinnati,34,1.68,1.44,14.18,5.24,0.09,0.12,25.06,2.94,434.38,530.56,186.24,210.85,201.76,227.76,36.76,64.18,1.24,1.17,10.76,32.03,9.24,1.26,41.53,18.68,41.21,16.53,10.82,7.5,6.88,2.15,7.97,14.53,6.56,11.12,8.94,16.5,0.5,641.26,57.68,200.74,291.59,155.26,23.82,641.15,21.38,9.29,376.0,14.38,5.41,15.5,9.44,431.26,2.41,0.12,0.09,13.26,11.76,2.53,0.06,0.18,0.06,47.74,13.26,10.82,2.47,1.41,4.24,2.85,0.21,0.18,0.15,0.03,0.0,1.34,2.88,8.35,21.71,4.38,7.0,12.5,0.82,0.74,24.09,24.94,101.41,28.0,39.74,18.79,0.03,0.17,55.04,81.87,88.33,88.58,57.28,60.5,43.45,-0.05,67.22,34.49,6.56
FC Dallas,34,1.5,1.26,12.18,4.29,0.15,0.18,21.44,2.65,414.62,503.26,205.47,226.44,166.18,189.94,33.85,63.68,1.06,0.94,8.74,28.44,7.68,1.74,33.74,12.09,33.53,14.32,9.62,7.12,5.35,1.85,6.85,13.38,6.53,10.18,8.03,20.38,0.53,604.15,69.74,226.24,265.15,117.41,18.12,603.97,12.29,5.32,345.53,10.06,3.38,14.06,8.35,411.06,2.18,0.03,0.03,12.65,11.68,1.85,0.12,0.24,0.06,40.88,10.29,10.21,1.76,1.65,5.62,3.94,0.21,0.24,0.15,0.09,0.0,1.64,3.88,9.62,28.24,4.15,6.44,12.97,0.35,1.24,20.5,22.41,79.35,24.09,30.91,16.47,0.09,0.19,50.2,82.39,90.74,87.49,53.16,59.46,43.29,-0.01,70.11,40.33,2.7
FC Juárez,34,1.24,1.05,13.12,3.88,0.18,0.18,22.94,2.15,345.41,444.97,135.71,154.44,158.03,186.29,44.91,81.85,0.88,0.73,9.79,28.56,5.94,1.97,34.82,16.15,34.5,16.53,10.0,8.56,6.44,1.53,7.76,17.32,9.56,9.85,10.03,20.59,0.26,559.62,60.53,183.35,260.97,122.03,17.38,559.44,18.12,8.5,308.97,12.82,3.47,17.41,6.15,341.18,2.59,0.12,0.03,11.59,10.85,1.53,0.15,0.15,0.03,50.5,13.06,13.74,3.41,1.76,4.79,3.03,0.06,0.15,0.12,0.03,0.0,1.59,3.91,12.0,22.12,4.18,8.71,15.41,0.5,0.47,26.79,23.56,85.47,25.09,28.76,17.76,0.03,0.18,48.75,77.63,87.87,84.83,54.87,52.47,46.91,-0.11,63.26,32.58,3.24
Famalicão,34,1.09,1.07,13.12,3.47,0.09,0.15,22.65,1.88,330.53,424.29,119.26,138.76,150.88,175.5,54.06,88.97,0.68,0.72,9.29,24.18,6.09,3.15,28.71,14.91,28.47,16.12,10.59,8.41,5.79,1.91,7.94,15.71,7.76,10.94,8.79,20.21,0.21,537.97,65.74,218.65,216.35,109.29,17.59,537.82,20.29,10.06,292.32,10.5,3.15,16.0,8.21,327.71,3.06,0.26,0.09,15.09,16.21,2.26,0.12,0.24,0.06,45.47,16.18,13.21,1.41,1.21,4.38,3.15,0.24,0.24,0.09,0.09,0.06,1.45,5.21,12.59,26.59,6.24,7.44,14.03,1.41,1.44,29.38,24.21,72.09,24.53,29.97,18.53,0.15,0.02,55.07,77.9,85.95,85.97,60.76,58.22,49.58,0.17,71.92,41.38,10.05
Farense,34,1.35,1.32,11.44,4.18,0.15,0.21,18.97,2.21,276.06,385.09,97.88,118.41,130.15,158.09,43.06,88.5,0.76,0.65,7.65,22.62,5.44,2.12,27.76,11.94,27.41,15.15,9.35,8.06,5.85,1.24,7.18,15.26,8.09,13.88,9.76,29.53,0.15,503.97,76.32,201.41,207.24,99.74,14.91,503.76,13.35,6.15,228.44,8.15,2.85,13.79,5.5,273.71,2.32,0.18,0.09,13.88,12.15,1.71,0.12,0.21,0.03,44.5,17.68,19.21,1.5,1.5,5.65,4.15,0.21,0.21,0.18,0.03,0.0,1.84,5.82,19.0,21.15,4.18,11.32,21.59,1.26,0.53,36.88,19.29,67.12,21.18,25.32,16.53,0.03,0.02,47.94,71.69,82.66,82.33,48.66,54.36,46.07,0.18,73.45,30.63,5.84
FeralpiSalò,38,1.13,1.07,12.21,3.63,0.11,0.11,21.61,2.03,308.0,417.39,127.18,153.16,137.45,167.61,37.95,76.58,0.76,0.79,9.0,24.68,6.82,2.53,32.68,15.71,32.39,13.95,8.76,7.68,5.03,1.24,6.29,12.24,5.95,11.32,9.58,20.58,0.13,528.0,58.71,178.21,232.55,123.55,19.37,527.89,17.97,7.84,261.34,10.16,4.0,15.55,8.34,305.34,2.16,0.11,0.05,12.66,13.13,1.26,0.05,0.24,0.03,47.39,18.21,16.55,0.55,1.71,4.39,2.68,0.11,0.24,0.21,0.03,0.0,1.4,7.18,18.55,24.03,3.34,8.63,15.95,0.68,0.58,34.76,23.89,80.79,23.63,32.71,15.05,0.03,0.06,52.39,73.79,83.04,82.01,49.56,57.46,43.63,-0.22,61.05,38.71,4.26
Feyenoord,34,2.65,2.82,20.41,7.44,0.12,0.21,37.5,4.44,506.06,608.91,232.18,259.09,225.12,255.32,37.0,65.32,2.03,2.09,16.29,48.56,14.59,2.03,61.41,27.18,61.03,17.06,10.12,6.97,7.0,3.09,7.71,14.76,7.06,10.35,7.5,13.74,0.24,725.09,49.18,176.68,337.79,216.76,39.97,724.88,22.82,11.62,436.59,17.91,9.35,16.5,10.32,500.62,1.03,0.03,0.0,8.91,10.35,2.0,0.21,0.03,0.0,55.12,14.82,10.82,1.53,0.76,2.5,1.74,0.5,0.03,0.03,0.0,0.0,0.78,3.76,9.74,38.71,4.38,2.88,9.18,1.15,2.68,25.65,26.82,149.62,41.94,65.94,17.82,0.0,-0.06,57.78,83.11,89.61,88.17,56.64,56.03,50.92,0.03,69.6,38.6,12.53
Flamengo,38,1.58,1.54,14.71,5.24,0.24,0.29,27.05,2.92,433.82,522.03,199.87,221.61,177.92,202.26,43.26,68.97,1.11,1.08,11.45,40.5,9.68,2.05,46.68,19.18,46.26,16.97,11.08,7.55,6.42,3.0,7.26,15.05,7.79,10.0,7.71,17.24,0.26,627.47,55.55,169.34,292.97,170.32,24.79,627.18,20.45,9.32,367.37,15.21,4.92,13.84,8.89,428.87,1.97,0.11,0.05,11.42,13.16,1.45,0.21,0.13,0.03,41.53,13.5,11.66,1.32,1.11,3.42,2.29,0.26,0.13,0.05,0.05,0.03,1.15,4.08,9.87,29.26,4.13,5.26,12.37,1.34,0.61,25.16,22.74,112.13,29.97,41.45,18.34,0.08,0.03,53.66,83.1,90.19,87.97,62.72,57.28,45.57,0.03,66.96,41.34,10.83
Fluminense,38,0.82,1.0,11.82,4.05,0.03,0.11,21.24,1.39,449.03,534.58,227.0,247.63,171.08,193.29,33.71,61.92,0.68,0.68,9.08,34.05,5.53,2.03,36.58,16.55,36.13,17.16,10.34,7.45,7.18,2.53,8.29,16.08,7.79,9.53,7.87,20.05,0.42,646.63,64.11,202.66,303.71,145.21,16.53,646.53,22.87,9.95,373.39,12.0,3.84,15.66,11.63,445.61,3.03,0.13,0.05,12.16,14.26,1.0,0.08,0.11,0.0,41.53,11.55,13.32,1.79,1.03,4.55,3.53,0.34,0.11,0.11,0.0,0.0,1.39,2.32,8.03,17.63,4.18,7.47,14.34,0.74,0.76,24.87,27.29,89.26,22.63,27.92,18.63,0.0,-0.18,46.44,84.0,91.67,88.51,54.44,56.05,43.51,0.26,77.58,28.89,5.16
Fortaleza,38,1.34,1.16,11.87,3.71,0.08,0.13,21.24,2.45,303.53,395.32,128.5,147.21,130.18,155.79,39.53,75.0,1.0,0.66,8.68,27.61,4.97,1.55,30.76,14.32,30.42,17.21,10.63,8.32,7.37,1.53,7.82,16.66,8.84,12.21,8.66,23.84,0.5,505.0,56.87,158.92,246.58,105.34,15.79,504.87,16.05,7.97,266.84,10.55,3.89,13.89,8.42,300.66,2.61,0.26,0.08,13.03,12.21,1.55,0.08,0.13,0.0,40.79,13.21,14.42,0.92,1.03,5.13,4.11,0.34,0.13,0.13,0.0,0.0,1.38,5.11,13.45,17.95,3.95,7.87,16.97,1.16,0.34,27.63,22.32,75.5,23.68,26.21,18.45,0.0,0.16,47.81,76.78,87.29,83.56,52.71,54.47,49.66,0.25,80.12,37.99,6.84
Fortuna Sittard,34,1.06,1.33,13.85,4.44,0.09,0.21,23.94,1.76,286.74,398.21,114.59,138.74,125.0,155.29,38.24,80.15,0.71,0.94,9.74,24.21,7.85,3.35,32.26,16.09,32.03,18.44,11.15,9.5,6.62,2.32,9.44,18.41,8.97,12.0,9.82,18.21,0.12,514.03,57.26,175.12,217.32,127.82,22.29,513.82,18.65,8.38,253.5,10.76,3.47,14.76,7.35,283.68,1.71,0.09,0.03,10.85,9.26,1.18,0.18,0.06,0.06,52.29,19.0,16.29,2.91,1.65,4.44,2.85,0.26,0.06,0.06,0.0,0.0,1.46,5.71,18.09,24.38,3.15,7.32,13.59,1.29,0.94,35.29,22.12,80.38,25.71,36.97,20.59,0.0,-0.2,53.84,72.01,82.59,80.49,47.71,55.88,44.93,-0.13,64.19,31.56,9.49
Genk,30,1.63,2.02,16.37,5.4,0.07,0.17,29.07,2.63,399.6,509.5,154.77,184.3,179.3,211.5,50.43,83.63,1.0,1.45,12.8,39.83,10.33,2.47,53.23,18.57,52.67,16.63,10.3,7.43,6.4,2.8,6.93,13.9,6.97,11.17,9.57,18.6,0.23,627.4,63.7,179.5,279.07,175.47,29.63,627.23,21.63,10.37,429.87,14.23,6.77,18.3,10.57,395.0,2.13,0.2,0.1,12.17,11.8,2.5,0.13,0.1,0.0,55.4,15.5,14.97,0.7,1.03,3.87,2.8,0.33,0.1,0.07,0.03,0.0,1.15,5.33,14.57,30.83,3.9,5.63,13.8,1.1,0.67,30.47,28.87,124.47,31.7,49.2,17.23,0.03,-0.19,50.87,78.43,83.98,84.78,60.3,56.44,47.94,0.1,72.35,36.58,7.97
Gent,30,1.67,1.71,14.5,5.37,0.13,0.2,25.4,2.63,420.9,541.53,157.9,191.4,189.63,224.1,61.2,99.4,1.0,1.08,10.7,37.33,10.7,2.5,46.97,20.47,46.23,19.4,12.57,9.03,7.87,2.5,9.9,18.4,8.5,11.1,10.87,19.03,0.3,659.37,57.77,184.4,306.53,175.27,28.23,659.17,18.27,8.3,448.07,18.17,6.0,15.43,9.5,416.67,1.33,0.2,0.03,10.37,10.93,1.6,0.2,0.37,0.0,57.17,17.1,16.53,2.97,1.27,4.07,2.7,0.23,0.37,0.27,0.1,0.0,1.42,4.77,10.9,22.3,5.4,7.4,14.53,1.2,0.57,33.63,24.93,113.67,28.03,47.43,22.47,0.1,-0.02,50.85,77.72,82.5,84.62,61.57,59.44,45.43,0.11,66.34,43.76,8.26
Gil Vicente FC,34,1.24,1.21,10.32,3.76,0.18,0.24,18.5,2.06,368.35,472.5,150.41,174.26,170.79,200.18,38.65,73.15,0.82,0.78,7.97,24.12,6.15,1.09,33.65,16.62,33.47,15.88,10.03,7.68,6.06,2.15,8.5,15.85,7.35,10.97,8.91,19.91,0.44,579.94,66.15,209.65,255.03,120.94,17.59,579.71,17.32,8.26,307.85,11.03,3.47,14.35,9.91,365.56,2.21,0.09,0.06,11.85,14.03,1.97,0.21,0.21,0.06,48.88,12.88,12.5,1.41,1.53,4.53,3.0,0.26,0.21,0.15,0.06,0.0,1.4,3.71,12.0,25.24,4.68,9.41,14.85,0.82,1.15,25.38,24.26,83.74,20.56,28.29,18.53,0.06,0.02,50.75,77.96,86.31,85.32,52.84,58.4,47.69,-0.09,66.23,30.92,5.52
Gimnasia–LP,27,0.74,0.94,11.41,3.67,0.11,0.11,19.33,1.26,297.93,421.89,122.41,150.89,124.63,159.78,43.41,85.37,0.48,0.76,8.15,31.59,7.89,3.48,41.44,14.44,41.04,21.96,15.33,10.59,8.56,2.81,10.26,19.52,9.26,12.19,10.93,24.74,0.19,550.41,53.93,163.93,251.44,141.11,18.22,550.3,18.07,8.26,256.07,10.33,2.7,20.19,8.96,294.63,2.41,0.26,0.04,13.19,9.37,1.74,0.07,0.07,0.04,52.15,18.07,18.56,2.04,0.81,3.3,2.52,0.37,0.04,0.0,0.0,0.04,0.78,5.33,13.81,20.52,5.37,8.85,16.3,1.63,1.11,36.63,29.15,96.93,20.59,32.3,25.59,0.04,-0.21,49.33,70.62,81.13,78.0,50.85,61.69,45.71,-0.04,76.36,38.6,10.0
Go Ahead Eag,34,1.38,1.49,14.29,5.44,0.12,0.15,25.12,2.32,322.65,431.41,138.29,161.79,138.06,166.71,38.85,79.0,0.88,1.03,10.44,29.21,8.62,2.06,36.29,15.32,35.97,14.76,8.74,6.65,5.91,2.21,7.38,14.62,7.24,11.79,7.76,24.15,0.15,550.74,80.97,194.97,221.41,139.06,23.47,550.59,16.88,7.32,262.24,9.0,4.71,15.91,8.0,319.35,1.15,0.09,0.03,8.32,10.47,1.65,0.12,0.06,0.03,50.32,13.24,16.65,0.74,1.35,5.29,3.97,0.32,0.06,0.06,0.0,0.0,1.36,6.44,19.15,35.62,3.74,6.56,19.71,0.5,0.94,29.88,23.91,87.59,27.44,38.85,16.12,0.0,-0.07,44.31,74.79,85.47,82.81,49.18,54.87,43.36,0.01,75.05,33.63,2.54
Godoy Cruz,27,1.15,1.17,11.37,3.48,0.07,0.11,19.11,1.85,287.04,396.22,112.89,137.48,124.74,155.11,42.59,81.93,0.67,0.67,7.56,26.74,5.33,1.96,33.48,12.26,33.07,18.81,12.48,8.37,8.59,1.85,8.96,17.48,8.52,11.04,9.7,21.41,0.33,514.26,51.96,169.0,237.0,114.07,16.41,514.15,16.63,7.3,246.93,9.52,3.04,20.41,10.0,285.04,2.19,0.04,0.0,12.74,9.78,1.22,0.04,0.07,0.07,41.89,15.56,16.48,1.93,1.04,3.78,2.74,0.26,0.07,0.0,0.07,0.0,1.2,7.78,18.56,30.7,4.41,7.52,13.3,1.0,1.11,32.04,30.41,78.81,20.96,26.74,21.44,0.07,-0.02,48.56,72.44,82.11,80.42,51.98,59.08,43.9,0.13,72.49,41.92,7.52
Grêmio,38,1.11,1.16,11.74,4.11,0.08,0.08,21.16,1.84,340.95,431.63,156.18,177.84,143.32,168.71,32.08,62.13,0.74,0.91,8.97,26.5,7.5,1.42,35.63,15.68,35.16,17.18,10.24,8.13,7.0,2.05,7.66,15.0,7.34,11.03,8.47,21.24,0.16,543.26,58.21,165.84,245.66,138.39,20.37,543.18,21.74,10.95,291.87,12.24,4.63,15.97,11.37,337.61,2.32,0.18,0.0,10.74,12.79,0.97,0.08,0.26,0.05,40.71,13.61,13.32,2.47,1.32,4.82,3.5,0.21,0.26,0.21,0.05,0.0,1.37,4.87,14.61,20.84,3.66,8.13,15.79,0.87,0.47,26.92,27.34,86.47,23.0,33.92,17.89,0.05,-0.04,50.56,78.99,87.82,84.95,51.63,55.62,50.37,0.04,72.61,33.33,5.51
Guadalajara,34,1.29,1.31,12.35,3.74,0.24,0.29,21.74,2.24,366.09,467.97,160.09,182.56,155.91,184.21,42.26,78.56,0.79,0.88,9.56,33.5,8.15,2.62,42.26,18.53,41.71,20.38,12.41,9.06,9.18,2.15,9.65,18.29,8.65,10.29,8.18,15.56,0.15,583.44,50.91,166.91,277.47,146.62,20.26,583.15,20.06,9.76,324.44,14.26,4.35,18.5,9.68,361.68,2.56,0.15,0.09,11.03,10.38,1.68,0.21,0.26,0.0,54.09,15.0,14.18,1.65,1.15,4.12,2.94,0.32,0.26,0.21,0.03,0.03,1.22,3.68,10.53,21.53,4.0,7.32,12.56,0.65,0.71,29.18,28.18,102.5,23.97,35.38,22.06,0.06,-0.02,51.41,78.23,87.69,84.64,53.79,57.05,48.65,0.06,71.36,34.95,5.18
Heerenveen,34,1.53,1.4,14.29,4.5,0.21,0.24,25.35,2.53,387.85,486.15,169.0,189.82,165.18,192.56,43.53,77.62,0.79,1.01,10.85,29.97,8.24,1.74,38.82,19.94,38.47,14.85,8.97,7.56,5.47,1.82,7.62,15.35,7.74,10.74,8.47,19.71,0.47,599.88,71.71,201.82,261.26,142.53,23.47,599.65,20.38,8.82,328.35,13.94,5.26,14.91,8.56,383.21,1.15,0.12,0.03,9.41,9.56,1.44,0.15,0.12,0.06,50.44,13.65,14.24,1.71,2.06,4.82,2.82,0.21,0.12,0.12,0.0,0.0,1.78,5.15,13.47,26.85,4.62,6.56,14.88,0.79,0.59,27.88,23.47,97.24,27.88,38.71,16.59,0.0,0.09,48.96,79.78,89.03,85.78,56.08,54.93,43.28,-0.16,58.51,38.23,5.31
Heracles Almelo,34,1.21,1.25,10.65,3.41,0.15,0.18,18.5,2.12,331.38,430.71,132.0,151.68,150.24,175.65,42.82,83.18,0.88,0.91,7.91,27.03,6.26,2.38,31.85,16.94,31.47,17.59,11.15,10.21,5.5,1.88,8.68,17.56,8.88,12.35,7.53,22.47,0.35,548.24,78.74,210.65,229.09,114.09,17.59,548.06,17.85,6.94,295.38,11.35,4.18,15.26,7.76,327.71,2.06,0.06,0.0,11.24,9.56,1.53,0.12,0.15,0.03,48.91,12.06,13.91,0.88,2.18,6.65,4.5,0.12,0.15,0.15,0.0,0.0,2.03,6.09,20.24,30.5,4.71,9.06,17.06,0.88,0.53,25.97,23.03,80.26,20.62,30.41,19.82,0.0,-0.03,46.44,76.94,87.03,85.53,51.48,56.42,38.88,-0.07,67.67,30.09,5.16
Houston Dynamo,34,1.32,1.29,13.74,4.71,0.06,0.06,24.35,2.21,509.94,600.0,245.97,267.91,200.79,225.59,47.76,74.53,0.97,1.13,10.79,36.74,9.32,1.76,44.12,17.0,43.91,15.0,9.94,7.32,5.5,2.18,7.79,14.47,6.68,8.94,7.03,16.76,0.5,696.5,65.44,221.59,315.03,163.0,24.44,696.44,15.0,6.82,414.91,13.59,4.5,12.41,7.47,505.26,2.21,0.06,0.03,12.56,11.97,2.35,0.03,0.15,0.03,42.21,10.5,10.71,1.97,1.15,4.29,3.15,0.24,0.15,0.12,0.03,0.0,1.34,2.29,6.03,24.62,4.15,4.47,13.03,0.56,1.0,21.21,19.88,105.03,26.56,40.03,17.74,0.03,0.02,49.5,84.99,91.81,89.01,64.08,60.16,45.47,0.14,73.43,37.98,4.3
Huddersfield,46,1.0,1.08,11.37,3.54,0.02,0.02,19.02,1.65,253.83,369.39,101.59,124.89,112.04,144.02,34.0,78.28,0.74,0.77,8.46,22.3,6.3,2.22,28.93,14.28,28.3,15.67,9.8,7.22,6.96,1.5,7.13,14.2,7.07,12.0,9.41,23.13,0.11,481.17,60.59,165.67,209.41,112.3,18.74,481.15,14.76,6.37,230.83,8.63,3.48,16.09,7.24,250.39,1.93,0.04,0.04,10.78,11.5,2.11,0.0,0.09,0.04,47.76,18.35,18.8,1.85,1.67,4.48,2.83,0.17,0.09,0.07,0.02,0.0,1.58,5.76,18.28,25.65,5.17,8.26,14.76,0.63,0.93,37.15,23.33,71.52,20.67,30.74,16.93,0.02,-0.07,49.39,68.72,81.34,77.79,43.43,56.68,43.16,-0.06,63.17,31.51,4.27
Hull City,46,1.48,1.26,13.26,4.7,0.09,0.15,23.54,2.33,498.74,594.78,229.39,250.09,220.48,245.5,36.15,70.48,0.89,0.91,10.24,31.46,7.11,1.41,35.83,17.72,35.35,13.17,8.13,5.96,5.48,1.74,6.37,13.61,7.24,12.26,7.63,20.24,0.26,701.63,81.63,263.78,301.93,141.35,21.22,701.48,18.74,8.15,422.63,11.46,6.13,14.67,8.65,494.65,2.11,0.02,0.0,9.72,12.3,1.78,0.13,0.07,0.0,46.48,13.04,12.61,1.3,1.3,3.8,2.5,0.24,0.07,0.07,0.0,0.0,0.97,2.91,12.7,48.67,2.96,3.43,13.83,0.93,1.02,25.65,23.33,88.89,25.87,35.87,14.5,0.0,0.17,50.84,83.85,91.72,89.81,51.29,54.14,43.49,-0.34,65.79,22.91,6.72
Huracán,27,0.96,0.93,10.22,2.96,0.11,0.11,17.59,1.67,296.15,414.0,120.81,144.81,125.0,157.63,42.7,86.81,0.56,0.64,7.11,24.3,6.44,2.07,32.22,11.56,31.85,19.52,12.74,8.89,9.07,1.56,9.07,18.93,9.85,13.3,9.67,22.26,0.04,533.78,54.26,182.41,243.48,112.59,15.74,533.67,14.37,6.11,252.33,8.3,2.04,17.78,9.41,293.19,2.33,0.11,0.07,11.93,12.44,2.33,0.07,0.04,0.0,45.26,18.48,19.52,2.19,0.67,3.0,2.33,0.56,0.04,0.04,0.0,0.0,0.86,4.56,16.0,25.48,3.22,7.56,14.85,0.96,0.33,38.0,27.19,75.63,19.26,26.3,21.81,0.0,0.03,48.63,71.53,83.43,79.3,49.19,56.72,42.52,0.22,77.67,28.5,6.46
Ind. Rivadavia,27,0.81,0.9,10.3,3.07,0.07,0.11,17.63,1.41,244.78,359.89,96.93,119.85,105.81,134.7,36.19,81.85,0.7,0.63,7.56,23.56,4.89,2.22,30.37,13.3,29.96,16.89,11.56,8.52,7.04,1.33,8.22,15.41,7.19,11.63,10.07,26.41,0.11,477.0,51.81,156.96,220.59,105.11,13.89,476.89,16.44,7.48,209.85,9.19,2.33,17.3,8.44,242.63,2.48,0.11,0.04,10.37,11.63,1.96,0.07,0.15,0.0,41.44,17.41,20.56,2.22,0.93,3.48,2.52,0.41,0.15,0.11,0.04,0.0,0.87,4.78,16.07,15.78,2.44,9.37,17.26,1.0,0.37,37.96,25.74,73.63,19.04,23.33,19.78,0.04,-0.1,45.86,68.02,80.88,78.55,44.22,61.24,45.5,-0.07,72.41,29.74,5.79
Independiente,27,0.89,1.0,11.78,4.07,0.11,0.15,20.11,1.63,291.56,402.41,115.85,140.52,126.63,157.41,42.59,79.33,0.59,0.6,8.15,24.74,6.7,2.78,36.15,12.93,35.81,16.96,11.15,6.63,7.85,2.48,8.56,15.85,7.3,9.85,9.04,20.26,0.19,517.37,51.15,164.04,238.44,120.96,19.48,517.22,19.59,9.37,267.26,9.37,2.67,19.85,10.41,288.22,3.26,0.22,0.11,12.33,13.63,1.52,0.15,0.11,0.0,44.07,16.59,16.59,1.19,0.63,3.0,2.33,0.56,0.11,0.07,0.04,0.0,0.86,5.63,13.63,22.07,3.41,8.26,13.37,1.15,0.59,33.19,30.26,84.89,21.74,31.63,19.7,0.04,-0.11,49.98,72.45,82.44,80.45,53.69,60.07,47.83,0.27,77.67,41.31,8.6
Instituto,27,1.15,1.05,12.37,3.59,0.07,0.11,20.96,1.89,275.81,396.7,114.15,140.74,115.37,149.52,39.07,83.48,0.89,0.71,8.48,29.22,5.96,2.19,32.56,9.78,32.22,16.04,10.48,7.37,6.89,1.78,7.33,14.22,6.89,12.96,8.67,23.48,0.07,510.52,49.37,156.11,232.74,126.74,17.26,510.41,13.59,5.74,244.56,8.78,2.22,17.37,7.93,273.37,2.3,0.15,0.0,11.07,11.48,1.0,0.07,0.11,0.04,43.11,19.37,20.93,0.85,1.15,3.48,2.33,0.26,0.11,0.07,0.04,0.0,1.08,5.48,13.74,20.41,2.7,7.0,15.85,1.37,0.48,40.3,25.3,74.56,22.85,27.63,17.81,0.04,0.1,48.06,69.53,81.11,77.16,46.8,58.86,42.24,-0.06,66.95,39.88,8.64
Inter Miami,34,2.29,1.61,11.74,5.32,0.03,0.03,21.5,4.35,488.15,579.24,215.68,238.47,217.85,241.97,43.0,70.0,1.91,1.23,9.35,33.24,8.68,1.44,41.44,15.15,41.18,17.53,11.12,8.97,6.35,2.21,8.47,18.18,9.71,11.62,9.38,17.09,0.76,680.29,72.88,235.62,312.65,137.5,22.12,680.26,15.62,7.82,392.09,11.35,4.03,13.21,6.79,484.74,2.79,0.12,0.12,11.41,10.94,2.21,0.03,0.21,0.06,47.0,7.94,8.24,2.53,1.44,4.68,3.24,0.18,0.21,0.15,0.06,0.0,1.47,2.47,7.71,27.35,5.47,7.91,13.06,1.06,0.88,16.18,20.0,97.76,25.85,36.26,19.59,0.06,0.42,49.07,84.27,90.44,90.03,61.43,54.86,50.06,0.02,69.23,32.04,8.12
Internacional,38,1.37,1.57,14.26,4.89,0.11,0.21,25.42,2.42,393.79,491.24,171.63,194.71,176.47,204.97,35.03,65.21,0.87,1.07,10.68,33.84,8.87,2.24,41.26,17.03,40.92,18.24,11.79,7.05,8.39,2.79,8.5,17.61,9.11,10.39,8.95,20.03,0.37,604.58,49.13,160.61,289.89,160.32,23.95,604.37,19.0,9.24,337.45,12.26,4.03,16.11,9.21,390.0,2.61,0.03,0.0,15.13,11.47,1.58,0.18,0.13,0.0,44.39,15.18,16.58,2.37,0.95,3.66,2.68,0.32,0.13,0.11,0.03,0.0,0.97,4.03,11.92,20.68,3.61,5.89,13.18,0.97,1.24,31.76,25.32,99.21,27.84,39.08,20.29,0.03,-0.13,47.8,80.16,88.15,86.1,53.72,56.6,48.63,0.02,73.22,33.81,7.36
Ipswich Town,46,1.91,1.67,15.57,5.52,0.04,0.07,27.13,3.22,416.91,525.26,185.24,210.65,187.33,220.28,36.76,70.41,1.37,1.13,12.09,34.13,8.87,2.26,41.67,18.33,41.04,16.15,10.76,6.76,6.83,2.57,8.17,16.83,8.65,11.89,9.04,17.59,0.3,634.98,68.5,219.37,269.76,152.17,26.24,634.91,15.13,6.67,351.46,11.72,5.48,15.65,8.37,412.04,2.2,0.0,0.0,12.35,10.2,1.76,0.07,0.07,0.13,52.07,16.43,13.76,1.28,1.24,3.61,2.5,0.33,0.07,0.04,0.0,0.02,1.13,3.37,7.93,36.61,3.78,3.3,13.02,0.72,2.28,30.2,24.02,101.04,30.35,42.85,18.93,0.02,0.14,54.4,79.37,87.94,85.04,52.21,57.4,44.08,-0.1,69.25,42.5,5.53
