Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Juventude,38,1.26,1.15,12.92,4.5,0.0,0.03,22.42,2.18,330.71,425.13,129.29,150.13,153.39,179.55,41.16,72.5,1.05,0.81,9.79,25.0,6.05,2.32,32.37,12.84,32.0,18.13,10.76,8.11,8.0,2.03,8.37,17.08,8.71,11.03,9.18,20.03,0.34,533.61,66.92,197.37,232.34,109.55,16.42,533.58,14.55,6.82,282.76,9.16,2.08,13.26,8.21,327.68,2.97,0.34,0.24,12.32,13.29,1.34,0.03,0.29,0.03,41.95,14.61,14.82,1.58,1.55,4.97,3.39,0.16,0.29,0.24,0.05,0.0,1.63,3.84,10.92,26.32,4.13,6.97,15.18,1.21,1.08,29.42,21.47,77.21,24.61,26.87,19.13,0.05,0.1,49.66,77.79,86.12,85.43,56.77,54.33,46.87,0.05,68.21,35.16,7.97
Kortrijk,30,0.73,0.86,9.97,2.83,0.07,0.07,16.87,1.07,310.7,428.63,125.87,158.07,134.43,168.9,37.43,76.73,0.43,0.64,6.7,25.53,6.1,2.27,33.3,16.43,32.97,18.43,10.83,11.07,6.03,1.33,8.6,17.07,8.47,13.17,10.93,27.83,0.4,554.97,72.93,189.37,247.07,126.23,15.07,554.9,19.57,9.53,349.2,15.7,3.27,17.43,9.97,307.13,2.1,0.07,0.03,10.77,10.8,1.37,0.03,0.07,0.13,52.87,16.63,18.5,1.93,1.9,5.6,3.83,0.17,0.07,0.03,0.0,0.03,1.88,6.77,18.93,24.93,4.7,8.17,16.73,1.27,0.9,35.13,27.4,82.7,17.93,26.7,19.43,0.03,-0.15,47.34,72.49,79.63,79.59,48.78,54.73,48.7,-0.01,68.39,35.76,7.59
LA Galaxy,34,2.0,1.93,14.38,5.74,0.12,0.24,26.0,3.47,551.29,633.09,273.09,294.03,219.41,240.44,39.85,63.76,1.5,1.18,11.15,39.88,10.06,1.06,48.21,20.59,47.97,14.26,8.59,7.5,4.97,1.79,6.85,14.12,7.26,10.82,8.74,20.24,0.47,736.65,68.09,226.12,334.29,182.44,25.41,736.41,18.59,8.71,448.26,15.68,6.35,13.24,8.24,547.85,1.79,0.09,0.03,9.38,12.26,1.5,0.15,0.15,0.03,41.94,7.71,8.32,1.56,1.47,5.24,3.76,0.21,0.15,0.12,0.03,0.0,1.55,2.68,9.88,22.29,4.62,7.24,14.65,0.65,0.35,16.03,21.47,116.76,29.47,42.88,15.44,0.03,0.04,48.1,87.08,92.88,91.25,62.5,54.4,46.85,0.05,71.76,27.13,4.44
LAFC,34,1.82,1.77,15.74,5.71,0.21,0.24,26.79,3.29,387.03,475.29,156.59,175.59,184.94,209.0,39.32,70.68,1.24,1.03,11.59,31.74,8.56,1.59,40.12,19.03,39.53,17.79,11.09,9.47,5.71,2.62,9.06,18.15,9.09,10.88,11.41,19.53,0.26,590.09,61.18,198.5,255.21,142.62,24.74,589.85,22.18,9.56,333.21,12.82,6.18,14.47,8.0,383.74,2.18,0.15,0.09,13.24,10.74,1.65,0.21,0.09,0.09,44.68,11.53,10.26,1.79,1.26,4.03,2.82,0.35,0.09,0.03,0.03,0.03,1.2,4.97,13.18,26.38,3.74,6.79,14.03,0.85,0.76,21.79,22.47,98.68,30.09,41.06,20.15,0.06,0.03,52.91,81.43,89.18,88.49,55.63,56.07,43.1,-0.05,69.98,37.71,6.06
Lanús,27,1.04,1.1,12.52,4.15,0.04,0.04,21.67,1.74,326.19,434.07,138.11,164.63,138.89,168.48,41.37,76.7,0.81,0.71,8.96,27.41,5.89,2.37,35.33,13.15,35.07,17.07,10.44,7.78,7.48,1.81,9.22,16.81,7.59,11.93,11.56,23.93,0.3,555.81,56.48,177.96,261.85,121.67,16.63,555.78,19.3,9.3,265.85,10.3,2.96,18.04,10.19,322.85,1.93,0.22,0.04,10.93,11.63,1.56,0.04,0.11,0.04,44.04,17.56,15.85,2.33,1.15,4.33,3.19,0.33,0.11,0.07,0.04,0.0,1.26,5.19,14.22,22.44,4.85,8.78,15.52,0.7,0.96,33.41,28.22,83.56,23.41,27.85,19.67,0.04,-0.05,52.56,75.15,83.89,82.44,53.94,58.03,48.19,0.09,73.67,36.5,4.51
Leeds United,46,1.7,1.77,14.93,4.98,0.15,0.2,26.63,2.78,480.7,573.78,213.67,237.83,222.85,248.41,33.74,60.63,1.22,1.35,11.83,35.39,9.13,1.24,46.15,22.28,45.5,17.02,10.96,7.35,6.85,2.83,8.43,14.72,6.28,10.39,8.48,17.24,0.11,687.54,55.87,207.13,317.93,169.3,29.17,687.35,22.2,10.22,404.2,13.74,7.67,17.07,9.85,475.76,1.59,0.04,0.02,10.02,12.17,2.13,0.17,0.02,0.04,47.96,13.2,11.54,1.67,0.93,2.76,1.87,0.41,0.02,0.02,0.0,0.0,0.8,2.3,9.09,39.28,4.39,3.8,11.26,0.52,1.09,24.74,26.91,113.93,29.41,47.22,19.39,0.0,-0.04,53.35,83.78,89.84,89.71,55.65,61.09,46.04,-0.16,67.75,25.3,4.62
Leicester City,46,1.91,1.88,14.07,4.85,0.26,0.28,25.76,3.3,575.96,666.2,279.26,300.0,245.24,272.52,41.15,69.24,1.24,1.4,11.2,43.78,10.24,2.17,48.41,22.59,47.93,16.61,10.65,7.59,7.02,2.0,8.07,14.96,6.89,10.74,8.89,16.74,0.52,772.33,65.61,229.63,373.24,175.87,27.89,772.04,19.02,8.85,467.52,14.61,6.74,16.0,7.98,569.41,1.8,0.02,0.0,10.26,10.48,1.74,0.28,0.02,0.02,47.74,12.11,10.35,0.98,0.89,3.43,2.54,0.33,0.02,0.0,0.02,0.0,1.01,2.78,9.11,46.7,4.83,2.41,10.7,0.67,1.67,22.46,23.98,118.93,29.07,47.04,18.72,0.02,0.02,53.92,86.45,93.09,89.99,59.43,59.3,46.53,0.12,74.05,30.52,6.26
León,34,1.29,1.41,15.41,5.26,0.12,0.12,27.21,2.18,368.79,462.82,150.79,171.12,163.91,189.62,47.53,81.32,0.91,1.07,11.74,34.26,8.59,2.53,37.91,17.35,37.53,17.97,11.03,8.94,7.18,1.85,9.38,17.82,8.44,9.29,8.41,18.03,0.26,572.15,55.44,174.41,259.24,144.94,22.5,572.03,17.71,9.26,331.18,13.15,3.68,17.03,9.24,365.21,1.82,0.24,0.0,11.21,10.71,2.15,0.09,0.24,0.03,47.06,13.94,13.74,2.12,1.38,4.03,2.68,0.21,0.24,0.21,0.0,0.03,1.32,3.0,8.18,20.91,5.15,7.35,14.21,0.88,1.03,27.68,26.26,92.79,29.38,37.29,20.41,0.03,-0.09,50.36,79.68,88.12,86.44,58.45,57.03,52.29,-0.05,66.5,36.67,6.19
Mazatlán,34,1.32,1.36,12.53,4.53,0.06,0.12,21.71,2.06,364.65,455.32,150.68,171.38,166.44,192.5,39.91,70.06,0.91,0.82,9.53,30.41,6.15,1.79,36.12,15.88,35.59,16.5,10.0,8.88,5.65,1.97,8.71,17.68,8.97,9.29,7.65,19.62,0.26,566.53,61.62,185.65,261.41,125.71,17.62,566.41,19.41,10.06,322.12,13.97,3.97,17.68,8.85,359.68,2.18,0.24,0.06,11.18,10.44,1.24,0.09,0.21,0.06,47.74,13.35,13.29,1.71,1.74,5.12,3.38,0.21,0.21,0.09,0.06,0.06,1.7,5.97,14.24,28.0,5.09,8.97,16.76,0.97,0.68,26.65,26.53,87.59,23.76,29.53,18.71,0.12,-0.03,50.09,80.09,87.92,86.46,56.97,54.74,51.83,-0.02,66.02,41.92,5.79
Mechelen,30,1.23,1.45,12.63,4.43,0.1,0.13,22.47,2.27,417.47,527.8,141.9,171.27,209.97,239.93,56.2,93.03,0.93,0.98,9.63,35.27,8.47,2.37,42.9,16.23,42.57,16.97,10.13,9.2,5.87,1.9,9.33,17.67,8.33,11.9,10.03,21.4,0.13,638.1,70.17,214.57,286.77,143.03,19.43,637.97,14.47,7.13,448.67,15.63,3.47,14.37,6.9,413.83,1.6,0.0,0.0,10.1,9.53,2.13,0.1,0.13,0.03,52.23,16.83,14.93,0.8,1.13,4.13,3.0,0.33,0.13,0.03,0.03,0.07,1.36,6.07,14.27,28.03,3.47,8.4,15.43,1.07,0.7,31.77,21.27,101.7,24.73,33.73,19.47,0.1,-0.15,52.97,79.1,82.85,87.51,60.41,56.18,49.27,0.17,72.64,42.54,6.93
Middlesbrough,46,1.5,1.52,13.5,4.72,0.04,0.11,24.07,2.7,472.26,572.59,221.11,244.98,199.39,227.09,39.37,70.78,1.22,1.1,10.59,35.37,9.8,1.54,44.57,20.09,44.28,15.39,9.67,6.74,6.35,2.3,7.78,15.63,7.85,10.52,8.76,17.91,0.35,678.78,66.33,218.2,302.83,162.76,24.09,678.67,16.96,7.15,394.48,12.83,5.43,14.89,9.57,468.26,1.85,0.04,0.04,10.7,10.39,2.22,0.07,0.07,0.04,48.15,12.28,11.93,1.15,1.35,3.85,2.54,0.24,0.07,0.07,0.0,0.0,1.25,3.07,10.7,35.89,4.74,4.98,14.02,0.83,1.63,24.22,24.46,108.93,26.76,40.87,17.46,0.0,-0.01,50.7,82.48,90.26,87.8,55.62,56.25,42.16,-0.08,65.97,28.69,5.92
Millwall,46,0.96,0.99,10.59,3.41,0.02,0.04,18.13,1.5,286.0,402.85,124.89,150.2,117.8,149.35,36.43,80.48,0.65,0.76,7.5,22.98,5.41,1.76,28.07,12.35,27.76,18.63,11.3,9.17,7.7,1.76,9.61,17.13,7.52,11.43,10.67,21.46,0.22,517.7,55.72,177.87,229.04,115.78,17.89,517.65,14.37,6.41,249.24,9.22,3.07,15.89,8.11,283.48,2.24,0.04,0.0,12.85,9.13,1.7,0.0,0.17,0.02,47.74,20.39,20.43,1.35,1.2,3.63,2.41,0.35,0.17,0.13,0.04,0.0,1.25,5.72,17.74,20.26,3.13,7.59,14.0,0.93,1.2,40.83,24.0,68.17,19.63,28.13,20.91,0.04,-0.03,49.94,70.99,83.15,78.88,45.27,58.47,44.61,0.04,66.39,32.24,6.64
Minnesota Utd,34,1.62,1.59,13.18,4.79,0.15,0.18,22.03,2.68,324.41,428.09,146.15,171.26,134.76,161.71,35.09,71.21,1.15,1.06,9.44,27.53,8.59,1.53,37.59,15.15,37.12,15.94,10.06,8.03,6.03,1.88,8.0,14.97,6.97,10.71,9.97,21.94,0.24,538.62,57.56,183.56,228.59,131.41,22.38,538.44,17.09,8.06,282.38,10.47,4.09,13.88,8.41,321.06,2.18,0.12,0.09,13.88,9.44,1.47,0.09,0.12,0.03,45.03,12.88,15.32,2.47,1.44,4.26,2.82,0.21,0.12,0.06,0.03,0.03,1.44,3.97,15.21,24.0,4.24,6.94,14.09,0.38,1.47,28.21,22.29,89.85,24.71,36.59,18.06,0.06,0.02,45.66,75.78,85.34,83.33,49.28,58.43,47.16,0.0,66.2,26.1,2.7
Modena,38,1.08,1.21,12.92,3.74,0.16,0.21,22.61,1.76,355.45,460.18,151.03,174.82,157.47,188.66,39.55,74.79,0.61,0.89,9.76,29.45,8.21,2.29,36.5,14.39,36.18,15.37,8.76,6.87,6.71,1.79,7.0,13.84,6.84,11.61,9.5,19.5,0.26,568.63,56.21,189.05,248.0,137.76,19.74,568.42,13.37,6.0,290.11,10.84,3.66,15.55,9.34,352.11,2.92,0.05,0.0,14.37,13.37,1.26,0.13,0.18,0.03,47.61,14.71,14.68,2.13,1.24,3.45,2.18,0.29,0.18,0.13,0.05,0.0,1.14,5.05,13.5,29.95,2.95,5.37,14.89,0.84,0.79,29.39,24.89,87.08,24.37,33.89,15.76,0.05,-0.11,50.05,77.24,86.39,83.47,52.88,53.95,44.88,-0.09,63.19,37.41,5.64
Monterrey,34,1.71,1.41,12.94,4.18,0.09,0.12,23.65,3.15,440.85,533.53,178.82,198.06,204.59,232.65,48.68,79.5,1.38,1.1,10.29,39.35,9.91,2.35,49.15,16.35,48.82,16.79,10.06,7.97,6.5,2.32,7.94,16.29,8.35,9.85,9.68,16.56,0.21,638.97,62.09,186.94,306.06,150.85,21.18,638.85,17.03,8.5,341.21,13.41,3.44,16.21,9.38,436.26,1.97,0.15,0.0,9.91,10.68,1.5,0.06,0.12,0.03,46.91,14.41,12.09,1.79,1.0,4.0,3.0,0.35,0.12,0.09,0.03,0.0,1.14,6.26,13.0,37.91,5.62,5.35,13.29,1.26,1.15,26.5,25.59,114.32,26.79,36.88,18.0,0.03,0.21,54.38,82.63,90.29,87.94,61.23,54.41,49.91,0.12,75.0,48.15,9.48
Moreirense,34,1.03,0.98,11.56,3.24,0.03,0.09,19.82,1.82,341.44,438.65,139.32,160.56,155.71,180.53,39.71,76.35,0.88,0.64,8.74,24.0,5.71,2.12,31.0,14.79,30.79,15.65,10.15,7.91,5.74,2.0,7.12,14.71,7.59,11.24,9.35,23.44,0.21,551.62,66.91,202.79,244.38,109.91,15.88,551.53,16.5,7.71,288.15,10.44,3.47,16.35,7.74,339.15,2.21,0.09,0.06,14.38,13.03,1.79,0.09,0.03,0.03,47.5,13.79,15.41,2.68,1.03,3.76,2.76,0.47,0.03,0.03,0.0,0.0,1.04,6.12,15.26,28.41,4.29,8.5,16.12,1.06,0.53,29.21,24.09,76.59,21.65,27.18,17.26,0.0,0.05,47.21,77.84,86.77,86.25,52.01,56.88,46.73,0.01,73.4,40.1,6.58
NE Revolution,34,1.06,1.1,11.91,4.0,0.03,0.03,21.26,1.82,421.32,515.59,171.0,191.91,198.38,223.65,45.65,78.65,0.76,0.82,8.85,30.26,8.32,2.15,39.88,16.76,39.26,14.29,8.79,7.03,5.68,1.59,7.44,13.97,6.53,11.21,8.71,20.12,0.29,617.62,70.56,220.79,269.12,134.03,19.24,617.59,15.79,7.5,344.0,13.03,4.03,14.06,8.53,417.65,1.94,0.12,0.09,11.65,10.82,1.56,0.03,0.24,0.0,43.71,11.88,11.5,2.59,2.18,5.97,3.74,0.15,0.24,0.18,0.06,0.0,2.09,4.21,13.15,22.71,2.88,8.41,12.79,0.41,0.35,23.38,22.59,95.91,23.09,33.74,16.24,0.06,-0.04,50.81,81.72,89.1,88.7,58.04,57.43,47.5,-0.04,62.65,32.02,3.21
NEC Nijmegen,34,1.97,1.44,12.94,5.68,0.18,0.18,22.74,3.29,373.5,473.59,160.35,182.68,159.94,187.18,42.47,77.91,1.24,1.01,9.59,28.35,7.21,2.03,35.74,16.32,35.35,18.35,11.06,10.44,5.97,1.94,9.03,19.0,9.97,13.24,7.88,23.94,0.38,596.74,77.12,208.38,268.65,125.76,20.35,596.56,18.65,8.12,313.32,11.91,4.0,17.26,9.18,368.85,1.56,0.12,0.06,8.94,10.97,1.18,0.18,0.18,0.0,49.12,15.62,15.74,1.59,1.5,4.79,3.26,0.21,0.18,0.15,0.03,0.0,1.52,6.06,17.03,26.82,4.76,9.5,18.32,1.12,0.76,31.35,26.44,87.41,26.03,33.59,20.09,0.03,0.37,49.82,78.87,87.78,85.45,54.51,53.79,43.54,0.01,68.06,35.58,6.11
NY Red Bulls,34,1.56,1.68,14.24,5.03,0.24,0.29,24.94,2.74,346.74,450.38,143.59,167.5,158.53,186.26,39.24,77.24,1.06,1.05,10.85,33.29,8.03,1.91,38.76,15.68,38.41,14.62,9.24,6.41,5.82,2.38,6.88,14.32,7.44,11.53,9.03,17.88,0.32,557.0,52.68,175.0,246.21,140.18,22.32,556.71,15.12,7.15,305.74,11.41,4.44,16.21,6.88,343.82,1.71,0.18,0.06,11.76,10.03,1.65,0.26,0.18,0.06,43.85,15.53,15.85,1.76,1.47,3.85,2.44,0.21,0.18,0.18,0.0,0.0,1.3,4.15,15.29,24.94,4.0,6.65,12.03,0.71,1.26,31.38,23.09,92.85,27.68,36.71,16.12,0.0,-0.07,49.49,76.99,85.73,85.11,50.8,55.7,47.29,-0.13,63.38,27.14,5.9
NYCFC,34,1.59,1.61,13.59,4.65,0.15,0.15,23.88,2.62,429.76,526.85,198.35,222.74,182.26,208.24,36.35,65.47,1.12,1.17,10.38,33.59,9.94,2.18,44.24,17.32,44.0,15.68,10.12,6.29,6.65,2.74,7.68,14.79,7.12,11.5,8.38,17.79,0.44,638.21,63.41,197.32,289.09,158.15,26.0,638.06,19.38,8.65,349.59,12.32,5.71,16.71,9.88,425.85,2.15,0.12,0.0,12.82,11.88,2.15,0.12,0.15,0.0,46.91,11.47,12.59,1.53,1.44,5.0,3.53,0.15,0.15,0.12,0.03,0.0,1.6,2.53,9.59,32.71,6.12,6.71,12.41,0.85,0.97,24.06,26.59,105.56,26.5,43.82,17.79,0.03,-0.01,47.67,81.57,89.05,87.52,55.52,58.42,44.63,0.1,70.6,26.38,6.85
Nashville SC,34,1.09,1.36,11.26,3.24,0.15,0.21,19.41,2.03,379.74,473.59,144.65,163.97,184.5,210.47,45.79,80.29,0.88,0.91,8.38,28.88,6.79,2.29,34.35,12.74,34.03,14.91,9.62,8.0,5.47,1.44,7.38,14.65,7.26,10.91,10.03,19.29,0.26,574.21,64.24,202.26,261.03,115.79,18.26,574.0,12.59,5.41,302.38,10.15,3.21,14.44,7.65,376.18,1.74,0.06,0.0,10.65,11.35,1.88,0.15,0.15,0.09,39.94,13.35,13.94,1.82,1.59,4.88,3.35,0.26,0.15,0.06,0.03,0.06,1.48,4.94,12.82,24.06,5.35,7.47,13.03,0.82,0.71,27.29,22.09,81.12,21.44,30.56,17.0,0.09,-0.2,48.92,80.18,88.22,87.66,57.03,57.51,42.97,-0.07,68.65,38.53,6.29
Necaxa,34,1.41,1.13,11.0,3.88,0.09,0.12,18.82,2.44,234.65,336.97,89.76,109.71,104.0,132.18,35.74,75.47,1.09,0.78,8.24,22.38,6.12,2.85,27.59,11.29,27.09,18.65,11.65,10.18,6.91,1.56,9.26,19.26,10.0,11.91,10.41,23.5,0.12,457.41,59.91,166.38,191.68,105.94,16.65,457.29,16.41,7.59,208.29,9.12,2.32,17.71,7.68,230.88,2.71,0.18,0.06,12.71,9.44,1.82,0.06,0.12,0.18,50.79,15.97,17.26,1.62,1.65,4.56,3.09,0.21,0.12,0.12,0.0,0.0,1.55,6.12,17.76,19.09,2.21,9.79,17.0,0.82,0.24,33.24,25.38,65.97,21.26,27.94,20.91,0.0,0.25,48.04,69.64,81.82,78.68,47.36,55.16,46.25,-0.06,67.76,34.46,4.82
Newell's OB,27,0.78,1.13,12.19,3.78,0.11,0.19,21.19,1.33,296.85,409.33,114.07,139.67,133.48,165.26,41.22,80.0,0.48,0.74,9.11,28.37,5.96,2.59,35.07,13.33,34.93,17.41,11.3,8.22,6.78,2.41,8.52,15.89,7.37,10.74,8.59,21.0,0.15,522.44,50.7,162.26,246.74,119.15,16.3,522.26,17.7,8.3,264.52,10.19,1.96,17.07,9.41,293.33,2.85,0.11,0.04,12.41,12.85,1.56,0.11,0.11,0.04,43.33,18.33,18.48,2.96,1.3,3.67,2.41,0.3,0.11,0.07,0.0,0.04,1.14,5.22,14.78,24.59,3.56,6.7,13.96,0.93,1.0,36.81,26.48,83.33,22.52,26.81,19.81,0.04,-0.31,49.8,72.52,81.67,80.77,51.52,59.52,46.89,-0.14,65.67,35.32,6.66
Norwich City,46,1.65,1.39,13.63,4.2,0.04,0.07,23.54,2.87,404.37,503.11,174.02,194.04,182.65,210.11,39.76,74.7,1.13,0.97,9.76,26.89,7.15,2.22,34.37,16.83,34.04,17.02,10.33,8.22,7.11,1.7,7.57,15.85,8.28,11.76,9.35,22.04,0.33,615.04,74.24,240.76,256.3,123.93,19.78,614.98,16.17,7.07,347.43,10.98,3.98,15.8,6.89,399.67,1.83,0.04,0.02,10.02,10.85,2.26,0.07,0.11,0.04,44.43,13.76,13.59,1.22,1.39,4.26,2.91,0.26,0.11,0.11,0.0,0.0,1.38,3.28,10.28,32.33,4.0,4.65,14.87,0.87,1.22,27.35,22.7,85.24,26.41,33.13,17.89,0.0,0.19,50.31,80.37,89.68,86.93,53.23,54.46,43.72,-0.01,68.31,31.91,5.85
OH Leuven,30,1.13,1.14,11.17,3.53,0.13,0.17,19.17,1.83,300.57,410.77,109.7,136.67,139.87,170.83,43.17,81.63,0.83,0.68,8.37,23.63,6.0,1.93,30.67,13.47,30.4,15.83,9.07,8.47,5.33,2.03,7.4,14.5,7.1,12.57,8.87,23.83,0.27,525.37,75.47,192.6,218.97,120.43,18.17,525.2,17.53,7.2,336.6,10.67,3.3,15.83,6.77,297.2,2.57,0.07,0.03,12.07,11.0,1.93,0.17,0.27,0.07,47.8,14.73,16.23,2.47,1.57,4.97,3.43,0.23,0.27,0.23,0.03,0.0,1.56,5.6,15.6,29.13,5.63,8.7,19.17,1.27,0.77,30.97,22.6,74.53,21.0,29.4,16.47,0.03,-0.01,47.56,73.17,80.27,81.88,52.88,54.3,41.07,-0.01,69.01,35.9,6.62
Orlando City,34,1.65,1.53,13.15,4.44,0.12,0.15,23.59,2.79,442.97,536.24,214.74,236.62,178.53,203.44,37.85,68.06,1.35,1.23,10.29,36.76,10.03,2.32,47.26,17.38,46.97,15.09,8.74,7.29,5.32,2.47,7.47,15.74,8.26,9.47,7.29,15.74,0.29,632.21,50.94,181.21,275.65,180.62,23.74,632.06,15.18,6.88,355.76,13.5,4.38,13.12,7.35,439.88,2.03,0.03,0.0,9.91,11.91,1.94,0.12,0.24,0.0,44.5,9.47,12.76,2.35,1.47,4.0,2.47,0.26,0.24,0.18,0.06,0.0,1.47,3.41,8.59,17.91,3.56,6.26,11.0,0.68,1.06,22.24,20.47,111.62,26.38,40.47,16.21,0.06,0.08,42.58,82.61,90.75,87.76,55.61,52.58,45.32,0.0,61.75,39.7,6.18
PSV Eindhoven,34,3.18,2.99,22.94,8.56,0.21,0.26,41.97,5.74,533.74,632.88,233.94,258.91,230.71,259.44,55.71,83.44,2.59,2.37,18.79,53.03,15.88,3.41,63.5,28.24,62.85,16.09,10.03,6.85,6.44,2.79,7.68,14.47,6.79,10.56,8.38,14.03,0.38,749.88,54.41,183.32,350.62,222.24,40.29,749.62,23.21,11.88,440.5,19.21,8.15,16.03,8.97,528.03,0.94,0.03,0.03,8.24,8.94,1.97,0.18,0.09,0.06,59.41,14.53,11.09,2.79,0.62,2.29,1.74,0.53,0.09,0.09,0.0,0.0,0.74,3.74,7.53,26.76,3.15,4.68,9.12,0.68,1.41,25.62,25.0,154.59,47.71,67.74,17.71,0.0,0.06,56.71,84.34,90.36,88.93,66.77,57.95,51.18,0.16,75.98,49.67,7.46
Pachuca,34,1.44,1.45,16.76,5.41,0.06,0.12,29.21,2.41,347.94,453.68,142.71,167.09,152.44,180.85,44.94,81.38,1.09,0.99,12.88,36.29,6.62,2.0,41.79,19.79,41.18,18.15,11.74,8.09,7.62,2.44,8.59,18.12,9.53,11.74,9.74,19.09,0.24,584.29,49.29,159.59,282.26,150.68,22.0,584.18,23.74,11.85,311.12,14.88,6.26,19.91,11.88,343.44,2.56,0.06,0.06,13.18,11.82,1.62,0.09,0.15,0.03,57.59,17.88,16.94,2.38,1.59,4.32,2.76,0.21,0.15,0.15,0.0,0.0,1.54,6.44,15.53,18.65,4.24,9.56,13.21,0.71,0.91,34.82,31.79,102.76,31.62,36.88,20.32,0.0,-0.01,51.35,76.69,85.41,84.29,55.22,56.05,49.92,-0.03,63.89,41.47,5.37
Palermo,38,1.63,1.38,12.21,4.39,0.16,0.18,22.18,3.05,358.08,454.97,143.03,164.92,169.71,197.45,39.32,72.34,1.26,1.08,9.08,31.13,9.32,3.32,39.76,17.87,39.61,13.97,9.03,6.66,5.61,1.71,6.39,11.55,5.16,8.92,7.53,21.82,0.24,556.76,63.53,187.39,238.63,136.21,22.42,556.58,14.5,5.92,316.58,11.71,3.37,13.79,7.32,354.55,2.21,0.11,0.05,13.92,12.16,1.47,0.13,0.08,0.03,43.5,14.5,14.5,1.32,1.39,4.18,2.79,0.26,0.08,0.05,0.03,0.0,1.23,4.92,11.71,30.92,3.18,5.95,16.16,0.71,1.18,29.0,21.11,97.24,25.24,38.42,15.42,0.03,0.18,50.0,78.7,86.73,85.95,54.35,60.42,40.83,-0.13,66.75,42.02,4.39
Palmeiras,38,1.53,1.8,17.47,5.58,0.21,0.24,30.68,2.47,367.89,468.08,151.82,174.24,163.76,191.16,43.87,79.71,0.92,1.01,12.47,35.5,8.61,2.76,44.92,18.37,44.42,17.79,10.79,7.39,8.29,2.11,8.32,18.0,9.68,10.0,8.63,17.82,0.21,580.11,49.66,157.5,275.21,153.97,22.95,579.87,19.0,8.58,313.71,13.37,4.26,14.37,8.34,363.61,2.37,0.13,0.03,13.79,12.68,2.05,0.18,0.05,0.03,42.79,15.08,14.97,1.92,0.87,4.0,3.16,0.42,0.05,0.03,0.0,0.03,1.09,4.03,12.68,24.16,4.76,6.29,11.84,1.08,0.71,30.05,22.71,107.71,33.16,38.58,19.11,0.03,-0.15,50.18,78.6,87.13,85.67,55.04,53.39,45.16,0.2,79.0,31.78,9.12
Parma,38,1.66,1.4,14.26,4.63,0.24,0.29,25.29,2.89,399.53,496.74,167.95,191.63,183.03,209.32,40.32,74.13,1.13,1.11,10.68,33.45,10.39,1.84,42.74,16.68,42.13,13.18,7.61,5.13,5.34,2.71,6.37,11.92,5.55,10.21,9.39,17.55,0.29,600.16,51.79,167.39,274.24,163.82,26.05,599.87,17.71,8.45,339.37,13.11,5.71,14.63,9.16,396.05,2.18,0.16,0.11,12.34,11.82,1.05,0.21,0.05,0.0,46.87,15.21,13.16,1.45,0.92,3.08,2.16,0.34,0.05,0.03,0.0,0.03,0.98,6.18,18.58,33.71,5.21,5.74,15.68,1.5,1.45,28.37,23.79,101.55,28.18,44.0,13.97,0.03,0.19,53.61,80.43,87.64,87.44,54.39,55.7,47.71,0.06,70.13,33.26,9.57
