Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Bochum,34,1.21,1.34,15.41,4.26,0.12,0.12,26.0,2.12,287.82,417.74,124.53,155.24,113.35,148.0,40.97,86.29,0.88,0.96,10.91,26.53,7.79,2.5,33.85,11.76,33.53,17.74,10.76,8.0,7.44,2.29,8.65,16.88,8.24,13.53,9.06,22.59,0.26,540.03,63.97,173.68,237.71,133.71,23.15,539.91,12.82,5.47,249.41,8.59,2.68,14.53,8.24,283.91,2.85,0.06,0.0,13.12,12.03,2.44,0.12,0.32,0.12,53.18,23.97,24.0,2.06,2.18,5.56,3.44,0.12,0.32,0.26,0.06,0.0,1.83,13.24,31.88,45.29,2.68,6.32,15.38,1.03,3.06,47.97,22.76,79.15,28.12,36.12,19.41,0.06,-0.1,49.97,68.9,80.22,76.59,47.48,56.07,42.67,-0.19,61.87,41.53,6.7
Bologna,38,1.37,1.28,12.42,4.18,0.11,0.13,21.66,2.05,503.29,592.21,247.58,270.0,203.79,225.61,37.24,64.24,0.84,0.68,9.37,33.34,6.74,1.45,38.24,17.37,37.92,16.66,10.13,7.87,7.03,1.76,7.97,15.24,7.26,11.21,6.79,17.82,0.45,697.89,67.92,228.5,334.11,141.24,18.89,697.76,17.71,7.71,419.79,12.76,3.92,14.26,8.18,499.18,2.24,0.05,0.05,12.05,12.0,1.45,0.08,0.18,0.03,46.55,10.95,10.87,1.95,0.84,3.29,2.39,0.45,0.18,0.08,0.05,0.05,0.84,3.11,9.16,26.37,4.18,5.89,13.29,0.34,0.5,21.82,22.45,93.53,23.71,31.0,18.11,0.11,0.07,50.18,84.99,91.7,90.33,57.97,56.74,43.53,0.0,72.64,33.95,2.56
Bournemouth,38,1.37,1.51,14.18,4.61,0.05,0.08,25.05,2.18,313.13,418.95,130.95,154.42,138.68,163.53,36.66,78.0,1.03,0.88,10.89,28.26,9.26,2.32,34.58,18.66,34.11,18.24,10.79,7.92,7.39,2.92,8.55,18.11,9.55,13.26,9.39,21.5,0.42,544.74,65.42,179.47,222.87,149.63,27.18,544.66,22.95,10.05,289.87,13.5,6.32,16.76,10.16,309.76,2.08,0.08,0.0,13.34,9.89,1.47,0.08,0.18,0.03,52.97,15.32,17.66,2.21,1.76,5.11,3.34,0.24,0.18,0.16,0.03,0.0,1.66,5.24,15.29,25.84,4.66,6.84,12.95,0.82,0.97,32.97,26.92,87.34,27.24,45.08,19.34,0.03,-0.09,46.47,74.74,84.8,84.8,47.0,53.2,43.79,-0.06,65.36,34.27,6.33
Brentford,38,1.42,1.58,12.37,4.18,0.08,0.08,21.16,2.13,330.29,442.58,147.79,174.42,137.79,169.26,36.37,73.05,1.0,1.05,8.74,25.39,8.76,2.79,33.76,13.29,33.58,17.82,10.5,9.18,6.58,2.05,8.34,18.34,10.0,12.47,9.95,23.76,0.47,558.61,75.74,209.05,217.18,137.11,25.84,558.53,15.18,6.39,288.68,9.55,4.11,14.63,7.13,326.74,2.34,0.05,0.0,10.13,11.03,1.84,0.08,0.05,0.0,49.79,16.63,15.97,1.53,1.71,4.84,3.13,0.18,0.05,0.05,0.0,0.0,1.5,6.68,17.82,35.37,3.58,8.0,15.92,1.21,1.0,32.61,21.76,80.63,23.29,41.5,18.84,0.0,-0.1,51.0,74.63,84.73,81.41,49.79,52.1,42.09,-0.14,64.67,37.49,7.6
Brest,34,1.5,1.45,14.15,4.85,0.12,0.12,24.62,2.5,415.03,521.56,157.41,184.56,184.21,212.85,60.56,98.79,0.97,1.05,10.5,33.97,7.91,3.09,41.24,17.35,40.74,19.97,12.56,8.68,8.79,2.5,9.0,21.03,12.03,11.35,9.44,18.94,0.38,639.26,63.82,197.18,300.0,150.15,21.26,639.15,20.29,9.59,447.76,15.65,3.09,16.74,7.79,411.26,2.47,0.15,0.06,12.18,12.41,1.0,0.06,0.09,0.0,56.18,17.59,14.97,1.65,1.0,3.91,2.88,0.44,0.09,0.06,0.03,0.0,1.07,7.18,15.24,28.76,4.24,5.82,11.94,0.53,1.26,32.56,24.53,99.32,27.12,35.35,21.56,0.03,0.03,54.02,79.57,85.29,86.54,61.3,52.59,47.26,0.07,73.66,47.11,4.44
Brighton,38,1.32,1.53,14.61,5.21,0.13,0.16,26.58,2.34,573.95,658.66,304.58,328.24,217.39,240.13,34.11,56.95,0.95,1.15,11.29,39.05,10.11,2.13,46.84,22.74,46.5,16.95,9.63,7.68,6.63,2.63,8.08,17.32,9.24,11.5,7.58,15.87,0.55,766.11,84.13,248.66,344.47,178.05,28.45,765.95,18.82,7.82,500.53,15.37,7.08,15.24,9.0,567.82,2.37,0.08,0.0,10.89,11.95,2.21,0.16,0.16,0.05,46.08,10.68,9.08,1.37,1.63,4.34,2.76,0.16,0.16,0.16,0.0,0.0,1.34,2.68,7.21,37.0,4.89,3.32,10.66,0.63,1.89,19.76,24.24,116.08,28.92,47.76,17.71,0.0,-0.14,54.05,87.14,92.79,90.53,59.89,51.68,41.55,-0.22,63.59,37.17,5.91
Burnley,38,1.05,1.08,11.32,3.61,0.08,0.08,19.92,1.95,366.76,472.61,166.08,191.24,158.34,185.32,34.84,72.5,0.79,0.71,8.58,25.68,5.68,1.42,31.08,19.13,30.58,15.97,9.0,7.42,6.5,2.05,7.47,15.37,7.89,12.55,7.37,22.03,0.58,583.71,76.5,211.08,242.0,135.66,21.55,583.63,18.39,7.89,322.21,12.11,6.32,13.61,7.79,362.61,2.03,0.18,0.08,11.29,9.29,2.0,0.08,0.18,0.08,45.45,14.76,18.32,1.16,2.05,6.42,4.42,0.05,0.18,0.16,0.03,0.0,1.99,5.66,21.71,49.45,5.68,6.08,14.79,1.32,1.95,33.08,21.39,80.79,21.87,34.97,16.47,0.03,-0.03,44.62,77.6,86.84,85.44,48.06,52.55,42.9,-0.03,68.85,26.07,8.92
Cagliari,38,1.08,1.15,11.63,3.34,0.11,0.16,20.66,1.84,282.39,387.08,116.5,137.0,122.68,152.26,37.92,78.05,0.79,0.66,8.68,22.71,6.84,3.29,29.18,13.92,28.87,14.21,8.29,7.16,5.34,1.71,6.95,13.82,6.87,9.82,6.97,21.47,0.32,489.45,57.63,171.89,208.32,114.53,17.61,489.29,13.58,6.24,243.21,8.92,2.92,14.34,8.89,279.05,2.03,0.11,0.05,12.21,11.0,1.68,0.08,0.13,0.08,46.68,15.03,16.13,2.39,1.79,4.13,2.42,0.13,0.13,0.11,0.0,0.03,1.48,5.32,14.32,22.13,3.61,8.13,15.34,0.74,0.63,31.16,23.24,71.97,22.5,30.66,15.24,0.03,-0.06,48.23,72.95,85.04,80.57,48.58,54.37,45.95,-0.21,58.6,37.15,4.82
Celta Vigo,38,1.18,1.36,12.29,3.97,0.08,0.13,22.5,2.13,365.53,467.79,176.39,200.82,145.74,172.24,32.18,65.66,0.92,1.03,9.66,29.71,7.71,1.87,35.39,17.37,35.05,16.5,10.05,7.95,6.39,2.16,8.11,17.42,9.32,11.42,7.82,21.89,0.24,580.58,60.89,186.42,254.61,145.74,21.53,580.45,17.0,7.76,330.0,12.87,4.26,15.79,8.84,362.45,1.74,0.13,0.05,12.18,12.76,1.66,0.11,0.21,0.08,50.21,13.74,14.42,1.63,1.5,4.32,2.87,0.16,0.21,0.16,0.03,0.03,1.47,4.63,13.0,21.37,4.79,8.18,14.63,0.74,0.95,28.16,24.63,87.82,24.63,35.37,18.16,0.05,-0.13,48.79,78.14,87.83,84.61,49.01,53.54,45.65,-0.02,66.44,35.62,5.06
Chelsea,38,2.0,2.0,14.13,5.11,0.29,0.32,25.79,3.5,527.34,614.84,263.32,286.24,215.16,238.42,35.92,61.26,1.34,1.13,11.03,35.55,9.26,1.34,42.5,22.97,42.11,17.45,9.89,8.55,6.18,2.71,8.5,16.58,8.08,11.79,7.84,20.66,0.63,729.61,79.87,246.5,317.58,172.58,27.34,729.29,22.87,10.47,437.47,14.29,7.66,15.89,9.74,523.66,2.84,0.11,0.05,11.74,11.87,2.24,0.29,0.13,0.08,48.58,11.58,10.58,1.26,1.66,4.89,3.29,0.21,0.13,0.08,0.03,0.03,1.38,3.37,9.5,30.82,4.84,6.32,13.53,1.03,1.24,22.16,25.63,107.58,29.29,45.61,18.39,0.05,0.0,52.26,85.77,91.99,90.24,58.64,54.04,45.78,-0.2,67.28,35.47,7.61
Clermont Foot,34,0.76,1.06,11.24,3.53,0.18,0.24,19.76,1.47,393.82,493.65,170.35,194.94,166.29,194.29,42.21,78.38,0.53,0.74,8.29,29.09,6.12,1.68,36.68,15.79,36.41,17.09,10.53,8.21,7.12,1.76,9.18,18.62,9.44,11.24,10.21,19.62,0.56,605.06,71.32,203.26,292.12,115.41,17.0,604.82,16.91,7.41,427.56,13.82,3.32,14.65,7.91,390.29,1.76,0.21,0.03,11.65,12.62,1.5,0.21,0.26,0.03,49.85,11.56,12.18,1.5,1.76,6.24,4.47,0.15,0.26,0.21,0.03,0.03,1.91,6.65,18.03,35.68,4.62,5.88,15.12,1.35,1.44,23.74,22.56,88.88,21.24,28.12,19.71,0.06,-0.28,48.69,79.78,87.39,85.59,53.85,55.19,43.82,0.08,71.63,36.88,8.93
Crystal Palace,38,1.47,1.29,11.89,4.26,0.11,0.11,20.89,2.71,339.87,440.89,158.95,182.11,140.47,165.45,31.68,68.63,1.13,0.83,9.29,26.18,7.18,1.58,30.95,13.32,30.55,20.74,12.21,9.82,7.92,3.0,8.87,16.03,7.16,12.0,8.5,24.39,0.16,562.29,61.82,190.45,244.18,133.61,20.97,562.18,19.39,8.97,287.97,10.08,4.47,15.95,11.21,337.13,1.92,0.05,0.05,12.03,11.24,1.89,0.11,0.08,0.05,50.24,14.55,14.61,2.24,1.53,4.05,2.58,0.26,0.08,0.08,0.0,0.0,1.25,4.63,15.92,21.95,3.03,6.5,15.42,0.79,0.76,29.16,27.16,74.82,23.61,34.21,21.08,0.0,0.14,49.9,77.09,87.28,84.9,46.16,57.33,46.26,-0.22,63.7,29.08,5.12
Cádiz,38,0.66,0.96,10.39,3.16,0.08,0.08,18.37,1.05,283.24,394.47,127.29,149.84,109.05,135.87,38.29,84.16,0.45,0.69,7.68,23.66,5.76,2.79,26.76,12.0,26.21,17.66,10.47,8.89,6.95,1.82,8.97,19.16,10.18,11.66,7.84,20.68,0.34,504.37,59.0,167.76,221.71,119.76,15.0,504.29,14.13,6.05,254.32,11.11,2.0,15.03,9.03,280.58,2.82,0.18,0.0,15.16,13.11,2.37,0.05,0.05,0.03,48.18,16.63,17.71,1.55,1.45,4.61,3.18,0.26,0.05,0.05,0.0,0.0,1.36,9.58,23.95,26.34,3.24,8.74,16.24,1.58,1.18,34.34,24.05,64.97,19.42,25.55,19.45,0.0,-0.31,48.43,71.8,84.95,80.26,45.5,52.8,42.82,-0.07,68.98,40.0,9.73
Darmstadt 98,34,0.82,0.97,11.88,3.24,0.09,0.09,21.26,1.47,347.26,451.06,142.06,164.18,154.32,180.56,43.94,82.74,0.62,0.84,8.88,25.68,6.65,1.91,31.85,12.85,31.56,16.47,9.5,8.91,5.79,1.76,8.38,17.15,8.76,11.76,9.32,20.79,0.56,559.09,70.79,209.24,239.62,114.62,16.65,559.0,12.94,5.65,292.44,9.12,2.91,13.82,6.76,344.12,2.44,0.12,0.0,12.62,10.32,1.68,0.06,0.06,0.06,44.18,15.0,16.74,1.71,2.53,6.32,3.82,0.09,0.06,0.03,0.03,0.0,2.19,8.18,20.29,39.21,5.74,9.12,14.82,0.79,1.76,31.74,20.59,76.26,22.74,28.12,17.88,0.03,-0.15,47.26,76.99,86.53,85.47,53.11,53.18,43.66,-0.16,60.44,40.32,5.33
Dortmund,34,2.0,1.91,14.88,5.41,0.18,0.18,26.74,3.56,505.62,601.32,226.35,251.53,216.24,241.24,48.56,76.0,1.44,1.41,11.44,33.65,8.85,1.35,42.71,22.65,42.24,16.12,10.47,8.74,5.91,1.47,8.59,16.38,7.79,12.68,7.38,18.47,0.35,715.12,75.24,237.68,325.94,157.82,26.5,714.94,20.94,9.41,430.68,16.62,6.74,15.65,9.68,500.06,1.74,0.12,0.06,9.26,11.5,1.29,0.15,0.18,0.06,51.85,11.44,12.53,1.68,1.26,4.26,3.03,0.29,0.18,0.15,0.03,0.0,1.31,3.91,10.26,39.41,3.97,5.76,13.71,0.44,0.71,23.97,25.32,107.59,30.29,43.44,19.06,0.03,0.05,47.73,84.09,89.99,89.64,63.89,58.65,44.94,0.04,71.13,38.11,3.21
Eint Frankfurt,34,1.41,1.41,11.82,4.09,0.06,0.09,20.24,2.38,441.68,553.21,193.59,220.47,203.15,234.09,35.41,70.85,1.06,1.13,8.59,29.62,8.12,1.76,38.38,16.88,38.06,17.71,10.56,8.29,7.06,2.35,8.62,16.12,7.5,12.47,8.88,20.71,0.35,669.47,72.15,230.76,312.35,133.03,23.97,669.38,18.82,8.26,382.47,11.5,5.18,15.38,8.76,438.18,2.06,0.15,0.12,10.44,9.35,1.5,0.06,0.32,0.0,52.71,14.03,15.44,1.97,1.47,4.29,2.76,0.21,0.32,0.26,0.06,0.0,1.46,3.12,11.47,30.18,4.47,6.68,14.26,0.59,1.0,29.47,24.15,93.32,22.62,39.03,19.18,0.06,0.0,47.61,79.84,87.81,86.78,49.98,56.7,43.89,-0.01,64.34,27.2,4.14
Empoli,38,0.68,0.97,10.87,2.95,0.13,0.13,18.89,1.21,304.5,403.89,130.55,151.55,134.05,159.45,32.63,70.53,0.5,0.63,7.82,21.76,5.42,1.95,27.79,13.79,27.61,16.26,9.95,8.18,5.97,2.11,7.89,14.84,6.95,12.16,6.92,22.11,0.24,513.47,66.13,190.89,216.63,111.21,16.92,513.34,15.21,5.95,273.47,9.37,3.74,14.29,8.0,302.24,2.32,0.03,0.03,13.79,13.53,2.16,0.11,0.21,0.03,42.71,13.39,16.53,2.11,1.42,4.87,3.42,0.24,0.21,0.16,0.05,0.0,1.29,4.26,14.26,28.39,5.79,6.87,16.97,1.11,0.82,29.92,22.29,69.18,20.11,28.03,17.84,0.05,-0.3,44.75,75.39,86.14,84.07,46.26,57.36,39.12,-0.1,70.23,29.87,6.54
Everton,38,1.05,1.48,13.26,4.0,0.05,0.08,22.47,1.58,298.66,408.26,136.79,160.29,115.42,142.24,38.66,80.45,0.45,0.83,8.92,25.21,7.47,2.03,29.71,13.03,29.45,19.55,11.63,9.76,6.87,2.92,9.13,18.45,9.32,12.61,9.42,23.21,0.32,527.71,67.58,178.74,215.26,139.03,21.29,527.63,14.84,6.58,257.11,10.24,3.34,14.74,8.42,296.16,2.16,0.03,0.03,12.03,9.5,2.34,0.05,0.21,0.08,51.84,17.79,15.18,0.76,1.34,4.34,3.08,0.34,0.21,0.21,0.0,0.0,1.38,9.47,23.71,34.13,3.71,7.18,15.0,0.79,1.42,32.97,23.16,72.18,24.05,34.13,20.76,0.0,-0.29,53.96,73.15,85.34,81.14,48.05,54.63,44.34,0.03,70.97,39.94,5.27
Fiorentina,38,1.58,1.39,13.55,4.5,0.11,0.21,23.95,2.79,425.79,525.66,167.58,189.29,197.66,225.18,52.74,86.89,1.08,1.03,10.39,34.92,9.84,2.71,43.58,16.34,43.16,14.84,8.42,6.37,6.08,2.39,7.24,13.47,6.24,10.21,6.21,13.39,0.21,622.63,56.16,178.13,284.82,165.0,24.0,622.42,16.47,7.34,368.03,14.24,4.26,14.29,8.71,420.55,2.11,0.0,0.0,12.08,11.84,1.5,0.16,0.24,0.0,45.26,16.47,15.87,1.95,1.21,3.89,2.66,0.21,0.24,0.21,0.03,0.0,1.2,5.03,12.05,33.18,3.63,5.39,9.29,0.21,0.84,32.34,23.0,103.08,26.74,40.82,15.66,0.03,0.14,50.93,81.0,88.53,87.78,60.7,55.32,44.57,-0.01,68.38,41.74,2.26
Freiburg,34,1.26,1.49,11.53,3.85,0.21,0.26,21.0,2.26,362.85,471.26,153.76,180.0,162.21,189.56,38.12,75.85,0.94,1.01,8.71,27.53,7.24,2.38,35.53,13.76,34.97,16.06,9.38,8.91,5.15,2.0,6.68,13.62,6.94,12.82,8.0,21.32,0.21,579.59,69.47,197.0,266.32,121.47,19.21,579.32,15.24,6.5,313.91,11.26,2.76,13.29,7.06,358.12,1.88,0.12,0.03,10.71,11.06,1.53,0.21,0.15,0.03,48.03,18.38,18.47,0.62,1.71,4.65,2.91,0.29,0.15,0.09,0.06,0.0,1.47,5.68,16.71,33.76,4.71,7.09,14.26,0.91,0.88,36.85,20.35,84.26,23.26,31.59,16.06,0.06,-0.15,49.88,77.0,85.42,85.57,50.26,54.11,42.65,-0.16,62.58,33.99,6.38
Frosinone,38,1.16,1.22,12.11,3.87,0.21,0.26,21.08,1.97,361.58,461.71,178.13,201.58,143.61,171.66,28.55,61.32,0.76,0.65,9.21,25.32,7.34,1.82,34.89,14.82,34.42,14.34,8.47,6.42,5.92,2.0,6.66,13.82,7.16,11.55,6.34,20.76,0.37,571.71,67.76,193.74,253.63,129.39,18.42,571.45,18.66,7.82,296.13,10.89,3.87,15.21,9.16,357.89,1.79,0.03,0.03,10.21,11.63,1.26,0.21,0.21,0.05,46.84,13.63,15.84,1.18,1.82,4.74,2.95,0.18,0.21,0.13,0.03,0.05,1.41,2.37,10.95,28.68,4.61,4.79,14.16,0.58,0.68,29.47,24.37,84.13,23.05,31.45,15.13,0.08,-0.05,46.25,78.31,88.37,83.66,46.56,53.73,41.91,-0.29,62.24,21.64,4.1
Fulham,38,1.42,1.38,13.13,4.61,0.05,0.05,23.08,2.5,429.24,532.55,184.95,208.08,191.5,219.66,41.74,75.08,1.05,0.88,9.97,29.39,9.34,2.47,38.61,17.63,38.21,17.87,10.11,8.92,6.84,2.11,9.11,17.84,8.74,11.5,9.76,19.58,0.37,639.95,73.47,226.82,272.61,146.53,22.34,639.89,14.47,7.13,365.34,13.37,3.97,13.68,8.55,425.87,2.18,0.11,0.08,10.11,9.58,1.34,0.05,0.21,0.11,48.34,12.82,13.39,0.82,1.61,5.0,3.5,0.26,0.21,0.21,0.0,0.0,1.47,3.79,11.55,36.11,4.39,5.29,12.42,0.5,1.05,26.21,22.24,94.45,25.58,38.13,19.21,0.0,0.03,48.91,80.6,88.88,87.18,55.59,53.82,49.27,-0.1,70.0,32.81,4.03
Genoa,38,1.13,0.96,10.45,3.13,0.13,0.16,18.55,1.97,317.18,414.87,134.95,156.16,135.32,161.08,36.29,71.32,0.71,0.63,7.89,22.76,5.87,1.97,28.39,12.32,27.92,16.45,9.26,8.29,6.5,1.66,7.45,15.03,7.58,12.16,8.74,20.95,0.29,521.32,66.45,190.21,225.11,110.45,15.18,521.16,11.84,5.08,278.71,9.66,2.18,15.18,7.71,313.45,2.08,0.08,0.08,11.84,10.68,1.24,0.08,0.11,0.03,43.24,16.05,14.29,2.13,1.18,3.66,2.47,0.24,0.11,0.08,0.03,0.0,1.1,6.45,16.68,34.66,2.89,4.79,16.03,1.26,1.08,30.34,22.89,68.63,20.53,25.21,16.71,0.03,0.18,52.9,76.45,86.42,84.01,50.88,53.08,42.91,-0.07,67.49,38.67,7.86
Getafe,38,1.11,1.22,11.74,3.95,0.16,0.18,20.16,1.82,281.92,399.82,122.13,145.47,109.0,140.63,42.76,90.42,0.71,0.72,8.53,27.29,5.79,2.71,30.03,11.55,29.58,16.0,9.58,7.08,6.61,2.32,7.66,15.18,7.53,9.0,8.08,19.21,0.16,506.39,53.16,147.87,236.08,127.58,18.0,506.21,14.53,6.29,246.32,10.13,3.21,15.16,7.39,279.03,3.55,0.26,0.13,17.05,11.5,2.05,0.08,0.18,0.0,46.66,17.29,18.21,1.47,1.42,4.55,3.11,0.26,0.18,0.13,0.03,0.03,1.45,8.97,24.08,25.92,3.26,8.26,12.18,0.47,1.63,35.5,22.55,71.16,21.97,29.71,17.24,0.05,-0.09,48.7,70.51,83.96,77.51,47.29,55.29,43.29,0.02,68.35,37.25,3.86
Girona,38,2.21,1.92,12.53,4.68,0.18,0.21,22.95,4.0,494.55,576.68,236.47,256.16,207.32,228.74,38.42,64.37,1.68,1.38,9.92,37.66,9.53,2.32,44.34,23.53,44.03,14.32,8.95,6.95,5.84,1.53,7.21,13.71,6.5,9.95,6.76,17.39,0.55,678.42,70.92,221.89,304.82,157.5,25.71,678.21,19.61,9.29,422.5,15.76,6.16,15.37,9.89,489.74,1.95,0.03,0.0,10.68,12.39,2.5,0.18,0.18,0.0,47.58,9.82,10.26,0.82,1.21,4.42,3.18,0.32,0.18,0.13,0.03,0.03,1.34,4.08,11.05,30.0,4.68,6.47,14.05,1.08,0.87,20.08,25.26,111.89,26.95,43.71,16.16,0.05,0.15,48.9,85.76,92.31,90.64,59.69,57.65,47.37,0.1,71.95,36.92,7.69
Gladbach,34,1.62,1.4,13.26,4.24,0.15,0.18,23.71,2.88,398.35,498.41,183.0,208.03,170.15,197.18,34.18,65.0,1.26,1.09,11.0,23.56,7.68,2.44,36.09,17.59,35.79,17.12,9.91,8.56,7.26,1.29,8.44,15.71,7.26,13.68,9.79,25.29,0.44,616.29,75.26,232.35,266.41,123.21,21.18,616.12,16.18,6.97,355.21,12.79,4.5,12.62,9.41,394.91,1.94,0.06,0.03,9.91,10.94,1.56,0.12,0.18,0.0,50.03,14.26,14.06,1.59,1.97,6.09,4.12,0.12,0.18,0.18,0.0,0.0,1.72,4.24,11.91,33.24,5.21,5.74,15.82,0.82,1.0,28.32,22.03,89.47,26.59,35.79,18.35,0.0,0.16,50.35,79.92,87.97,86.29,52.58,55.89,43.08,-0.15,67.65,35.6,5.18
Granada,38,0.92,1.14,10.37,3.24,0.13,0.21,18.63,1.66,319.13,420.42,138.68,158.71,134.92,160.5,38.37,78.03,0.71,0.79,7.45,21.95,6.92,2.47,27.47,13.47,27.11,16.76,9.84,8.84,6.24,1.68,7.61,16.39,8.79,10.63,7.37,20.5,0.68,530.32,63.5,203.16,228.34,105.18,17.55,530.11,17.32,7.97,288.66,9.97,2.95,15.79,8.03,316.05,2.58,0.11,0.03,13.53,13.26,1.97,0.13,0.16,0.05,44.95,12.74,14.21,3.21,2.08,5.34,3.32,0.08,0.16,0.13,0.0,0.03,1.85,6.08,16.47,29.37,4.87,7.18,14.11,0.87,1.37,26.95,23.82,68.05,20.29,29.89,17.45,0.03,-0.19,47.27,75.91,87.38,84.06,49.17,52.64,46.02,-0.12,62.17,36.92,6.17
Heidenheim,34,1.35,1.19,11.53,3.35,0.06,0.09,19.59,2.38,301.88,421.74,108.79,138.62,139.44,172.29,46.41,84.21,1.0,0.88,8.21,21.47,5.91,2.15,28.91,15.0,28.71,17.68,10.35,9.15,6.62,1.91,8.09,17.38,9.29,13.62,8.88,23.03,0.15,541.32,69.44,205.5,222.65,119.35,18.74,541.24,15.59,6.56,268.24,10.62,2.65,16.15,8.21,298.59,1.59,0.03,0.0,13.0,9.56,1.12,0.03,0.29,0.09,51.21,20.29,18.0,0.94,1.62,5.12,3.56,0.18,0.29,0.21,0.03,0.06,1.58,7.32,17.5,34.24,4.91,9.29,14.56,0.71,0.5,38.29,24.35,72.62,21.97,29.44,18.44,0.09,0.13,52.99,71.58,78.48,80.93,55.11,52.6,42.08,-0.03,69.53,41.83,4.88
Hellas Verona,38,1.0,1.03,11.45,3.84,0.08,0.18,20.45,1.82,279.97,387.11,108.32,132.18,122.79,150.71,42.58,81.92,0.76,0.6,8.82,25.21,5.68,2.42,29.53,14.18,29.16,16.34,10.18,7.95,6.45,1.95,7.71,15.21,7.5,10.89,7.95,20.63,0.39,498.03,57.08,169.29,226.87,107.79,15.74,497.84,14.92,6.63,256.47,10.11,2.97,15.66,7.47,276.71,2.32,0.16,0.05,14.24,11.76,1.61,0.11,0.05,0.03,48.47,19.74,16.95,1.45,1.34,4.29,2.97,0.21,0.05,0.05,0.0,0.0,1.14,8.71,20.82,26.11,2.92,8.16,12.95,0.58,1.18,36.68,23.13,72.87,22.26,26.82,17.89,0.0,-0.03,53.82,72.32,81.95,81.47,51.98,56.7,44.44,-0.18,69.23,41.83,4.48
Hoffenheim,34,1.91,1.61,13.44,4.71,0.18,0.18,23.91,3.24,395.79,501.12,174.44,198.74,171.76,201.88,40.35,75.38,1.38,1.25,10.18,31.44,8.59,2.24,39.97,15.82,39.74,15.21,8.94,8.41,5.44,1.35,7.62,15.91,8.29,12.15,10.5,23.24,0.35,617.15,75.32,203.53,278.68,139.47,22.12,616.97,15.94,6.47,342.06,11.79,4.24,14.03,7.09,391.91,2.5,0.15,0.12,9.97,10.76,1.53,0.15,0.15,0.03,50.44,15.15,15.15,0.97,1.94,6.21,4.21,0.06,0.15,0.06,0.09,0.0,2.02,6.12,15.56,34.09,4.85,7.32,16.03,0.91,2.15,30.29,21.12,95.53,27.15,37.18,16.56,0.09,0.19,50.02,78.98,87.77,85.08,53.53,53.21,40.59,0.04,67.79,39.33,5.68
Inter,38,2.29,2.09,15.26,5.16,0.34,0.37,27.87,4.0,503.58,590.71,227.13,248.58,214.71,238.32,48.39,73.68,1.58,1.33,11.58,33.89,11.5,3.05,42.63,18.95,42.18,14.21,8.45,6.63,5.76,1.82,6.16,12.47,6.32,9.61,7.37,15.16,0.18,686.08,68.0,216.74,309.34,164.42,26.74,685.71,11.45,5.13,415.58,14.92,4.29,12.47,6.05,499.53,1.21,0.03,0.0,10.66,10.74,2.03,0.29,0.11,0.0,42.16,14.08,9.74,2.34,0.58,2.97,2.37,0.55,0.11,0.05,0.03,0.03,0.77,2.92,6.63,32.24,3.97,5.79,11.92,0.63,0.42,23.82,18.53,103.76,31.87,45.58,14.61,0.05,0.1,59.11,85.25,91.37,90.09,65.68,54.76,44.8,0.25,79.8,44.04,5.29
