Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Juventus,38,1.37,1.5,13.97,3.84,0.08,0.13,24.63,2.29,388.34,475.76,156.92,177.05,179.47,204.08,45.45,72.68,0.97,0.98,10.97,31.34,7.79,2.76,38.76,18.66,38.18,15.18,9.71,7.11,6.13,1.95,6.95,11.71,4.76,9.87,6.66,19.08,0.11,580.82,58.18,172.03,270.92,142.79,23.18,580.68,15.68,6.82,329.92,13.18,4.82,14.55,8.08,384.16,2.29,0.05,0.03,12.58,9.89,1.89,0.08,0.08,0.05,43.58,12.79,11.42,2.53,0.82,3.05,2.26,0.45,0.08,0.05,0.03,0.0,0.79,4.05,9.47,23.76,3.79,4.89,15.82,0.74,0.61,24.21,22.63,95.61,26.92,38.55,16.66,0.03,-0.09,52.83,81.63,88.63,87.94,62.53,61.96,43.49,-0.04,74.1,42.77,4.68
Köln,34,0.82,1.18,12.97,4.18,0.15,0.18,22.94,1.32,344.24,453.26,145.0,169.97,158.15,187.32,33.71,69.94,0.5,0.91,9.38,24.15,6.38,2.5,31.94,18.18,31.79,18.15,11.03,9.71,6.88,1.56,10.06,19.38,9.32,14.88,8.97,22.53,0.26,569.29,66.88,206.71,242.71,127.0,19.65,569.12,15.41,7.24,305.29,12.91,4.15,13.88,8.59,338.85,2.06,0.12,0.09,12.29,10.71,1.56,0.15,0.09,0.0,49.68,16.38,15.68,0.82,1.76,4.94,3.18,0.12,0.09,0.09,0.0,0.0,1.82,3.97,10.94,33.76,2.97,4.38,14.82,0.41,0.62,32.06,22.47,81.91,24.26,32.68,21.09,0.0,-0.31,51.09,75.95,85.31,84.43,48.2,56.2,46.98,0.03,64.37,36.29,2.77
Las Palmas,38,0.87,0.88,10.16,3.16,0.08,0.13,18.61,1.58,502.76,602.16,268.45,294.05,188.68,213.08,30.13,60.84,0.61,0.74,7.76,34.08,7.13,1.42,42.0,15.18,41.39,17.42,10.45,8.63,6.92,1.87,8.03,16.66,8.63,10.95,7.39,20.03,0.37,711.61,70.18,238.87,338.84,139.0,16.16,711.47,17.89,8.32,409.05,12.08,3.05,16.97,9.61,498.82,2.21,0.13,0.03,10.82,13.13,2.45,0.08,0.24,0.08,48.58,10.39,12.87,1.39,1.24,4.11,2.87,0.21,0.24,0.13,0.08,0.03,1.35,3.84,12.45,48.29,5.37,4.29,14.34,0.79,2.63,23.26,26.58,98.58,20.18,27.76,18.47,0.11,-0.01,44.67,83.49,91.29,88.55,49.52,54.23,46.51,0.08,69.83,30.84,5.51
Lazio,38,1.21,1.24,11.47,3.55,0.11,0.11,20.05,1.95,459.53,554.5,222.11,245.11,183.42,209.63,40.97,69.92,0.79,0.83,8.71,33.42,8.32,1.63,40.21,18.84,40.03,15.29,9.16,6.82,6.68,1.79,7.45,16.26,8.82,11.32,7.76,16.84,0.18,653.74,61.55,197.68,318.82,143.34,20.37,653.63,15.97,7.16,349.16,13.71,3.76,13.34,6.39,456.24,2.66,0.13,0.05,12.45,11.45,1.89,0.08,0.08,0.0,46.42,10.5,11.92,1.32,1.03,3.89,2.87,0.34,0.08,0.05,0.0,0.03,0.97,3.66,9.63,28.45,3.47,5.39,12.53,0.55,0.61,22.42,19.74,99.08,22.0,34.08,16.61,0.03,-0.02,46.83,82.87,90.62,87.5,58.6,52.65,44.83,-0.06,73.78,38.01,4.39
Le Havre,34,0.97,1.11,11.21,3.32,0.18,0.21,20.38,1.85,345.26,444.74,150.68,177.71,147.62,173.56,33.82,67.38,0.68,0.72,8.53,27.79,6.15,1.68,35.26,13.44,34.97,16.47,9.76,8.62,6.09,1.76,8.32,16.82,8.5,10.65,10.68,19.53,0.29,553.53,60.53,186.24,248.76,124.71,18.24,553.32,17.24,7.65,378.24,13.12,3.35,13.32,8.35,342.29,1.97,0.18,0.09,12.74,10.82,1.53,0.21,0.12,0.06,48.18,14.26,14.18,1.79,1.32,4.65,3.35,0.21,0.12,0.06,0.03,0.03,1.47,4.65,13.62,21.65,3.97,6.59,14.18,0.94,0.74,28.44,21.68,83.68,22.24,29.41,18.09,0.06,-0.13,50.14,77.63,84.79,85.05,50.19,54.31,44.37,0.1,72.04,34.14,6.63
Lecce,38,0.79,1.16,13.24,3.87,0.08,0.13,23.13,1.29,309.0,405.18,123.68,145.53,137.5,162.05,39.13,74.89,0.61,0.61,9.95,23.55,5.55,2.29,31.13,16.79,30.82,15.92,9.84,7.5,6.63,1.79,7.61,14.89,7.29,11.29,8.11,19.76,0.21,516.45,62.13,178.84,233.53,110.89,17.55,516.32,17.13,7.87,284.45,11.32,4.03,15.92,9.39,305.74,2.34,0.13,0.05,13.26,12.66,1.47,0.11,0.16,0.03,46.82,14.42,16.21,0.74,1.42,4.55,3.13,0.18,0.16,0.13,0.03,0.0,1.34,4.0,12.87,23.5,4.18,6.53,13.74,0.53,0.53,30.63,25.32,78.74,24.42,29.42,17.45,0.03,-0.32,47.08,76.26,84.99,84.85,52.25,56.64,45.94,-0.06,68.79,31.08,3.86
Lens,34,1.32,1.61,14.32,4.91,0.18,0.21,25.21,2.18,432.62,531.85,196.06,224.03,182.44,210.5,36.91,65.21,0.85,1.22,10.82,38.59,10.26,2.79,47.76,17.91,47.38,16.29,9.97,6.26,7.82,2.21,8.56,16.74,8.18,11.53,8.76,16.15,0.47,637.56,56.94,169.97,305.71,168.26,23.85,637.35,14.32,6.65,465.88,18.0,3.32,15.5,9.32,427.91,2.29,0.12,0.03,13.09,12.47,2.21,0.15,0.24,0.03,52.21,13.26,11.41,1.94,1.09,4.06,2.97,0.41,0.24,0.18,0.03,0.03,1.27,4.82,11.15,28.53,4.35,5.12,11.65,0.94,1.15,24.68,24.82,113.06,27.38,40.24,18.53,0.06,-0.18,53.73,81.34,87.52,86.67,56.6,56.1,46.44,0.14,73.15,43.23,8.07
Leverkusen,34,2.56,2.2,17.97,6.82,0.24,0.24,32.85,4.68,623.29,714.74,354.15,381.94,215.18,238.97,36.74,58.15,2.09,1.96,14.41,50.47,13.44,2.12,58.74,26.12,58.21,13.47,8.15,5.38,5.5,2.59,5.79,11.85,6.06,9.71,6.59,13.53,0.26,818.53,50.09,171.97,414.12,238.88,34.35,818.29,21.38,10.24,490.5,19.88,7.12,14.21,9.79,618.85,1.74,0.0,0.0,8.97,10.06,2.15,0.21,0.0,0.0,54.32,10.68,9.29,1.65,0.71,3.09,2.38,0.47,0.0,0.0,0.0,0.0,0.82,2.09,5.94,22.15,5.03,4.26,9.29,0.82,1.18,19.97,24.0,143.06,37.53,57.03,13.94,0.0,0.16,53.48,87.21,92.72,90.04,63.18,55.06,47.9,0.13,77.02,35.19,8.83
Lille,34,1.47,1.49,12.88,4.85,0.06,0.09,22.74,2.38,478.76,568.21,214.97,240.26,208.35,233.56,39.74,66.85,0.94,1.13,9.53,35.03,8.21,1.47,43.18,19.12,42.74,17.47,10.88,7.85,7.12,2.5,8.18,17.06,8.88,9.38,8.59,16.88,0.29,671.29,60.29,194.5,341.06,141.97,22.38,671.21,20.0,9.88,507.09,15.65,5.59,13.76,9.12,473.71,1.97,0.09,0.03,11.06,14.38,1.35,0.09,0.15,0.06,48.29,10.44,10.18,1.65,1.0,3.76,2.76,0.44,0.15,0.09,0.06,0.0,1.1,3.12,10.59,32.24,3.59,3.65,11.74,0.79,0.94,20.62,22.88,105.03,25.12,37.65,19.06,0.06,-0.01,50.63,84.26,89.47,89.21,59.45,55.2,49.4,0.09,73.4,29.46,6.73
Liverpool,38,2.11,2.38,20.55,6.92,0.16,0.24,36.53,3.45,536.21,641.55,254.11,280.03,227.03,256.92,43.08,74.05,1.58,1.46,15.74,43.84,13.32,2.11,55.53,24.32,55.03,17.82,11.0,7.21,7.63,2.97,8.97,20.21,11.24,12.5,7.68,15.34,0.5,756.95,57.71,194.47,362.0,207.08,37.42,756.71,19.39,8.71,470.89,18.26,7.76,15.11,10.71,532.37,1.82,0.13,0.05,12.18,9.89,2.63,0.21,0.03,0.05,53.53,15.34,11.61,1.42,1.08,3.87,2.84,0.26,0.03,0.03,0.0,0.0,1.05,2.42,7.5,37.68,5.05,3.79,9.89,0.47,1.21,26.95,25.82,134.87,39.97,60.61,19.97,0.0,-0.11,56.92,83.58,90.74,88.37,58.18,52.51,44.92,-0.03,73.39,32.27,4.75
Lorient,34,1.21,1.11,10.82,3.97,0.03,0.03,18.85,1.85,390.71,479.35,168.15,192.53,170.18,194.12,37.76,66.21,0.79,0.82,8.06,29.53,7.38,1.65,38.03,18.59,37.74,15.82,9.59,8.35,5.74,1.74,7.41,15.62,8.21,11.5,9.91,23.68,0.41,594.06,72.0,204.76,268.82,127.79,18.82,594.03,20.32,10.03,425.38,16.12,3.44,15.74,9.26,386.5,1.94,0.03,0.0,11.85,12.24,1.65,0.03,0.24,0.03,49.53,12.06,11.59,0.85,1.94,6.09,4.18,0.12,0.24,0.24,0.0,0.0,1.88,4.09,11.12,27.09,4.76,6.71,17.38,0.71,0.38,23.65,25.0,94.35,20.71,31.29,17.0,0.0,0.09,50.99,81.51,87.34,87.67,57.03,54.07,49.36,-0.03,68.64,36.78,4.09
Luton Town,38,1.29,1.15,11.24,3.53,0.13,0.13,19.71,2.13,290.74,397.34,130.76,152.21,116.92,142.92,33.92,75.76,0.87,0.72,8.29,21.97,6.58,2.37,29.29,17.76,28.79,17.21,9.68,8.68,6.21,2.32,7.87,16.21,8.34,12.97,8.55,24.11,0.55,517.24,69.21,184.95,208.03,130.63,20.53,517.11,20.29,9.32,264.97,12.63,4.45,15.26,10.13,287.13,1.87,0.0,0.0,11.66,11.79,1.76,0.05,0.11,0.11,49.16,16.71,16.61,1.63,2.24,5.87,3.74,0.05,0.11,0.11,0.0,0.0,2.04,7.21,21.42,29.66,3.97,9.05,14.76,0.42,2.03,33.32,25.39,75.84,21.84,33.92,17.55,0.0,0.12,50.15,73.17,85.91,81.81,44.77,52.51,45.93,-0.1,63.71,33.66,2.85
Lyon,34,1.41,1.51,12.91,4.94,0.12,0.12,22.47,2.47,435.97,528.94,191.56,217.5,187.12,212.44,41.44,69.88,0.94,1.24,9.85,34.21,9.71,2.18,47.06,20.09,46.38,15.82,9.74,7.09,5.97,2.76,7.35,17.0,9.65,10.09,8.94,16.56,0.35,635.97,65.18,199.38,283.79,159.91,25.44,635.85,21.82,11.03,470.32,16.18,5.76,15.44,10.35,431.32,1.68,0.18,0.03,12.5,10.79,1.53,0.12,0.18,0.03,50.44,11.65,10.79,1.97,1.62,4.97,3.35,0.29,0.18,0.12,0.03,0.03,1.42,4.03,11.35,27.06,4.97,6.44,13.82,1.15,0.91,22.44,25.79,113.53,24.94,43.09,17.09,0.06,-0.07,51.92,82.42,88.07,88.08,59.3,52.07,50.55,-0.14,67.4,35.51,8.32
Mainz 05,34,1.12,1.33,14.0,3.94,0.03,0.15,24.0,1.91,322.76,444.71,138.76,168.53,135.97,171.35,38.91,79.47,0.91,1.04,10.18,27.62,7.29,2.29,34.38,14.12,33.97,16.82,9.65,7.53,7.44,1.85,8.12,15.47,7.35,13.0,10.18,20.71,0.09,565.06,59.5,188.74,248.53,133.41,23.74,564.91,17.68,7.91,265.38,9.24,3.97,15.79,8.38,319.24,2.91,0.09,0.03,13.91,12.06,1.74,0.12,0.12,0.03,52.53,19.56,22.38,1.76,1.5,4.26,2.79,0.24,0.12,0.09,0.0,0.03,1.52,5.82,16.76,29.24,4.71,5.82,12.68,1.35,1.47,41.94,24.18,82.47,25.91,37.29,17.76,0.03,-0.16,46.64,72.58,82.34,79.35,48.96,55.03,44.74,0.01,65.49,34.73,10.65
Mallorca,38,0.87,1.09,10.92,3.45,0.03,0.08,19.32,1.5,302.0,411.71,129.84,152.37,124.13,153.03,40.76,82.08,0.71,0.76,8.11,25.74,6.18,2.71,30.89,13.11,30.39,18.05,10.21,9.13,7.39,1.53,8.95,17.29,8.34,9.71,9.61,20.66,0.26,520.18,59.97,174.21,235.82,115.53,17.68,520.11,13.45,6.61,259.16,9.92,2.84,14.89,8.24,298.76,2.76,0.11,0.05,14.92,10.84,2.74,0.05,0.13,0.03,47.79,20.34,18.05,2.42,1.16,3.89,2.74,0.26,0.13,0.11,0.03,0.0,1.15,8.76,21.68,26.34,3.37,8.21,13.68,0.89,0.76,38.39,23.13,74.39,20.82,29.42,19.16,0.03,-0.2,52.98,73.35,85.21,81.11,49.66,54.22,49.14,-0.01,70.44,40.41,6.51
Manchester City,38,2.47,2.16,17.97,6.95,0.24,0.26,33.13,4.45,647.79,730.47,339.34,361.08,248.66,271.21,43.47,65.74,1.82,1.63,14.34,49.74,12.74,1.71,54.21,29.66,53.47,13.61,8.03,4.82,5.82,2.97,5.84,12.05,6.21,9.29,6.13,12.03,0.45,826.68,56.89,184.53,377.58,270.0,38.58,826.42,19.24,9.92,531.84,22.82,10.92,11.61,9.37,640.61,1.39,0.05,0.03,7.61,10.79,1.11,0.21,0.08,0.03,45.63,8.55,7.58,1.55,0.89,2.87,2.0,0.34,0.08,0.08,0.0,0.0,0.95,3.74,8.26,35.97,4.24,3.5,8.21,0.82,1.66,16.13,20.97,137.34,37.58,63.95,13.87,0.0,0.14,53.01,88.68,93.98,91.69,66.12,54.05,51.56,0.06,69.69,45.28,9.99
Manchester Utd,38,1.5,1.5,14.29,4.79,0.16,0.18,26.03,2.58,415.39,514.16,207.68,233.32,156.97,182.71,35.66,66.24,0.95,0.91,11.42,31.63,8.89,1.32,38.92,19.95,38.63,17.79,10.76,8.79,6.32,2.68,9.18,18.82,9.63,14.05,8.24,23.26,0.32,631.53,77.32,215.71,259.37,161.74,26.97,631.34,18.34,8.18,367.87,13.76,7.21,12.74,9.0,410.45,2.18,0.03,0.03,10.55,8.95,2.39,0.16,0.18,0.03,48.71,11.47,11.84,0.71,1.53,5.34,3.84,0.24,0.18,0.18,0.0,0.0,1.57,3.92,13.5,35.55,3.68,4.26,15.82,1.11,0.97,23.32,21.74,97.5,28.61,44.39,19.95,0.0,0.0,49.19,80.79,89.01,85.91,53.83,54.47,44.6,0.03,71.91,29.04,7.02
Marseille,34,1.47,1.64,14.03,4.47,0.12,0.12,25.03,2.59,432.82,529.41,182.06,206.76,198.59,227.41,38.53,68.94,0.94,1.17,10.26,37.41,9.53,2.59,47.44,18.68,47.32,17.76,10.91,7.94,7.76,2.06,8.59,17.26,8.68,10.74,9.76,18.62,0.24,637.38,55.56,178.26,302.5,162.71,23.97,637.26,16.12,7.65,465.74,17.5,4.59,14.06,8.91,428.21,1.79,0.15,0.06,11.0,12.53,2.03,0.12,0.09,0.03,51.56,10.94,10.74,1.65,1.21,3.82,2.65,0.21,0.09,0.09,0.0,0.0,1.0,2.88,9.91,31.91,3.5,4.68,12.65,0.56,0.76,21.68,22.97,113.44,27.62,40.68,19.5,0.0,-0.1,50.46,81.76,88.05,87.33,55.89,55.68,47.46,-0.21,69.37,29.06,4.43
Metz,34,1.03,1.04,9.59,3.12,0.12,0.18,16.76,1.76,259.29,352.53,92.12,113.88,122.74,147.76,38.74,75.26,0.74,0.45,6.88,20.15,4.47,1.79,26.76,13.47,26.44,16.53,9.82,9.12,5.38,2.03,7.0,15.12,8.12,12.24,10.24,24.53,0.26,467.5,60.79,169.74,209.85,95.82,13.26,467.32,19.26,8.53,294.38,12.41,2.82,14.91,7.85,257.03,1.59,0.09,0.0,12.32,11.0,1.32,0.15,0.18,0.0,46.29,11.47,15.71,1.68,1.71,5.53,3.82,0.18,0.18,0.18,0.0,0.0,1.56,6.32,20.06,21.38,3.76,8.79,17.15,1.38,0.65,27.18,22.76,66.68,18.53,22.35,16.82,0.0,-0.01,42.2,73.55,80.89,83.07,51.47,53.14,44.29,-0.1,69.08,31.51,8.05
Milan,38,2.0,1.78,14.58,5.32,0.16,0.21,26.47,3.66,464.63,545.82,208.03,229.16,208.0,229.95,37.84,61.61,1.47,1.08,11.32,31.92,8.89,2.47,41.29,23.66,40.97,15.16,8.76,7.21,6.11,1.84,7.18,13.71,6.53,9.66,6.63,14.42,0.42,645.5,61.18,199.55,305.89,145.71,24.76,645.29,20.13,9.45,404.13,17.05,6.0,13.68,7.71,459.42,2.16,0.21,0.05,11.29,10.79,1.5,0.16,0.21,0.03,42.53,11.37,10.79,3.11,1.29,4.29,3.03,0.32,0.21,0.21,0.0,0.0,1.12,3.82,9.21,35.45,6.13,4.53,11.5,1.13,1.21,22.16,21.39,105.92,30.13,42.13,15.95,0.0,0.12,51.31,85.13,90.78,90.45,61.42,55.21,46.94,-0.15,70.63,41.48,9.83
Monaco,34,1.94,1.66,15.06,5.94,0.06,0.15,26.0,3.15,436.03,539.59,187.12,216.94,192.56,223.21,41.59,71.47,1.32,1.23,10.88,40.12,10.74,1.35,50.76,18.06,50.38,19.53,12.12,7.62,9.24,2.68,9.47,20.18,10.71,12.29,11.59,17.12,0.41,654.47,58.32,171.68,323.53,166.62,26.26,654.32,17.44,8.85,475.68,17.44,5.26,16.91,9.56,432.12,2.32,0.24,0.12,14.15,11.76,2.15,0.15,0.18,0.06,57.32,11.82,11.59,1.41,1.24,4.44,3.24,0.35,0.18,0.15,0.03,0.0,1.37,3.56,10.88,24.47,4.68,6.18,13.0,1.03,0.76,23.41,26.47,119.21,29.15,43.62,21.59,0.03,0.17,50.49,80.81,86.25,86.27,58.19,54.37,50.75,0.09,72.97,32.72,7.92
Montpellier,34,1.21,1.37,12.85,4.5,0.21,0.21,22.0,1.94,329.35,429.94,130.24,154.44,141.62,167.79,44.21,82.06,0.76,0.81,8.94,26.47,6.35,1.88,34.53,16.26,33.97,18.21,11.15,10.35,5.5,2.35,9.12,20.32,11.21,12.56,9.06,22.53,0.15,547.03,66.68,192.94,242.32,119.03,19.76,546.82,18.26,8.62,364.62,14.38,4.88,16.5,8.56,325.76,2.0,0.12,0.0,12.71,13.15,1.62,0.12,0.15,0.09,52.47,12.53,13.21,1.68,1.41,5.03,3.68,0.29,0.15,0.12,0.03,0.0,1.4,4.94,14.62,26.44,4.79,7.18,15.5,0.94,0.38,25.74,25.06,84.76,23.94,32.88,20.26,0.03,-0.12,48.68,76.6,84.33,84.4,53.88,52.61,47.21,-0.01,73.16,33.79,6.06
Monza,38,1.0,1.07,11.87,3.24,0.11,0.13,21.05,1.79,440.37,522.89,177.42,195.32,209.71,232.37,46.61,74.66,0.76,0.72,9.16,28.61,6.61,2.42,32.84,19.03,32.53,14.87,8.79,8.08,5.13,1.66,7.0,12.74,5.74,9.95,7.34,16.89,0.21,619.82,74.76,218.32,278.89,127.61,18.74,619.68,12.89,5.68,381.92,14.63,4.34,13.66,6.97,435.89,2.32,0.13,0.11,12.05,10.74,1.05,0.05,0.24,0.0,38.63,11.63,12.16,1.24,1.34,5.03,3.63,0.32,0.24,0.18,0.05,0.0,1.57,5.18,12.79,33.61,6.05,6.97,13.97,0.58,0.55,23.79,20.63,84.39,22.84,32.11,15.79,0.05,-0.07,48.89,84.22,90.84,90.25,62.43,57.19,44.07,0.15,72.17,40.5,4.15
Nantes,34,0.88,1.12,11.06,3.79,0.12,0.15,19.56,1.41,358.24,452.47,149.53,171.0,159.12,184.65,37.44,73.12,0.5,0.84,8.09,28.56,6.76,2.29,36.56,16.74,36.15,17.12,10.35,9.03,6.47,1.62,8.76,18.12,9.35,9.97,9.76,20.5,0.12,558.47,66.71,183.56,258.06,122.32,18.79,558.32,13.76,6.47,390.97,12.88,4.15,15.29,7.47,355.24,1.97,0.09,0.0,13.18,11.03,1.5,0.15,0.29,0.0,47.68,11.38,12.47,2.53,1.62,4.59,2.97,0.24,0.29,0.26,0.0,0.03,1.62,5.15,15.15,29.03,5.15,6.97,14.85,1.21,0.97,23.85,22.76,89.44,20.97,32.0,19.12,0.03,-0.21,47.71,79.17,87.44,86.17,51.2,54.23,47.02,0.0,64.71,33.99,8.15
Napoli,38,1.42,1.67,16.79,5.16,0.16,0.26,30.13,2.26,513.61,603.74,239.34,260.47,213.29,240.03,48.21,75.89,0.95,1.01,13.08,39.66,10.47,2.21,46.26,21.11,45.92,15.03,8.58,6.18,6.24,2.61,6.92,14.58,7.66,9.24,6.34,13.71,0.13,703.29,54.74,187.74,341.87,179.76,27.5,703.03,19.58,8.61,415.32,16.53,5.13,12.89,7.71,508.63,2.03,0.13,0.08,10.03,11.87,1.87,0.21,0.11,0.0,44.92,12.37,12.71,2.13,1.26,3.37,2.05,0.18,0.11,0.05,0.05,0.0,1.22,2.18,6.37,26.05,3.92,5.03,10.97,0.37,1.08,25.08,20.61,113.29,32.39,45.32,15.5,0.05,-0.15,49.32,85.07,91.89,88.86,63.53,52.35,43.97,-0.03,60.83,34.22,3.37
Newcastle Utd,38,2.18,2.04,14.26,5.16,0.21,0.24,25.87,3.79,424.13,522.42,202.13,226.92,176.89,204.13,35.74,65.89,1.45,1.14,11.16,29.13,10.0,2.0,40.97,19.39,40.66,17.39,10.29,8.32,6.68,2.39,7.95,17.92,9.97,13.08,7.5,17.95,0.42,631.68,64.39,212.74,266.95,158.0,28.79,631.47,19.21,9.34,359.21,13.34,6.39,13.32,10.53,420.89,2.08,0.03,0.03,10.16,12.34,1.55,0.24,0.13,0.03,48.32,11.92,11.0,2.5,1.63,5.13,3.5,0.26,0.13,0.11,0.03,0.0,1.61,2.63,7.92,21.34,6.21,7.18,11.82,0.79,1.39,22.92,23.84,101.03,29.66,47.18,18.24,0.03,0.07,52.01,81.19,89.08,86.66,54.24,51.66,48.62,-0.01,68.23,33.21,6.68
Nice,34,1.15,1.51,13.29,4.38,0.18,0.21,23.26,2.03,456.21,540.56,220.79,243.91,189.35,213.18,31.21,57.35,0.68,0.89,9.59,26.44,7.5,2.0,36.62,19.44,36.06,15.82,9.06,7.26,6.24,2.32,8.38,14.85,6.47,11.44,8.59,14.85,0.29,647.24,66.03,215.91,311.29,128.03,21.79,647.03,22.12,10.91,489.5,18.35,4.5,16.26,10.03,451.59,1.82,0.12,0.0,11.82,10.97,1.53,0.21,0.24,0.03,50.21,11.0,10.59,0.68,0.85,3.09,2.18,0.5,0.24,0.15,0.09,0.0,0.9,2.18,5.56,31.94,4.65,4.32,11.06,0.94,0.62,21.59,26.29,92.12,25.29,35.79,17.44,0.09,-0.24,50.95,84.4,90.52,88.82,54.42,56.86,49.32,0.06,70.55,39.21,8.5
Nott'ham Forest,38,1.29,1.33,11.84,3.76,0.03,0.03,20.61,2.37,312.55,412.61,145.0,168.87,125.26,154.08,33.29,65.61,1.13,0.73,8.55,23.82,6.42,1.61,30.03,15.82,29.55,19.16,11.32,11.5,5.76,1.89,8.58,16.03,7.45,12.87,8.71,25.47,0.34,529.63,65.61,193.13,218.95,123.32,20.66,529.61,15.89,7.24,268.87,10.37,4.08,13.87,7.53,310.11,2.16,0.08,0.05,11.26,9.76,2.03,0.03,0.11,0.05,47.55,15.37,14.66,2.34,1.76,4.29,2.58,0.11,0.11,0.11,0.0,0.0,1.24,6.03,13.66,22.34,4.5,7.18,16.05,1.16,0.63,30.03,21.39,75.39,22.97,32.76,19.89,0.0,-0.03,51.18,75.75,85.86,81.3,50.74,56.55,45.56,-0.42,60.14,44.14,7.23
Osasuna,38,1.18,1.08,11.08,3.26,0.11,0.13,18.79,1.92,338.79,456.18,144.05,168.95,144.39,176.21,43.84,86.24,0.84,0.83,7.92,29.68,6.92,2.74,34.79,13.18,34.37,13.82,8.18,6.5,5.29,2.03,6.39,13.61,7.21,10.53,6.92,19.89,0.42,557.39,56.5,164.32,250.68,147.0,18.95,557.26,13.95,6.24,276.89,10.74,2.55,14.21,7.45,335.0,2.05,0.13,0.03,13.63,10.32,1.79,0.11,0.05,0.0,47.42,19.74,17.24,1.63,1.47,4.0,2.5,0.26,0.05,0.03,0.03,0.0,1.36,8.66,20.29,29.87,3.13,6.42,14.13,0.79,1.53,36.97,21.66,82.34,20.71,31.16,14.58,0.03,0.09,53.39,74.27,85.26,81.94,50.83,53.12,44.73,-0.08,62.5,42.68,5.59
Paris S-G,34,2.29,2.06,14.82,5.5,0.21,0.26,27.74,4.26,633.41,717.53,277.15,303.97,293.53,317.71,44.32,64.03,1.79,1.41,12.5,51.85,10.74,1.56,56.32,24.85,55.91,17.21,10.59,7.47,6.5,3.24,8.32,17.71,9.38,10.18,7.88,14.97,0.65,823.35,68.56,209.53,408.24,212.91,28.65,823.09,23.97,11.79,664.85,22.71,8.35,13.94,8.47,627.53,1.5,0.09,0.03,10.38,10.65,1.56,0.26,0.15,0.0,51.79,8.09,7.85,2.41,0.97,4.32,3.32,0.35,0.15,0.12,0.03,0.0,1.21,1.59,4.38,26.32,4.24,5.47,11.82,0.5,0.97,15.94,22.41,137.09,32.0,49.29,18.91,0.03,0.11,50.75,88.28,91.18,92.39,69.22,54.15,49.19,0.2,76.85,36.3,4.23
RB Leipzig,34,2.18,1.97,15.53,6.29,0.12,0.21,27.47,3.71,478.06,576.18,205.71,231.15,224.24,251.59,37.85,64.91,1.56,1.54,11.88,34.85,9.82,2.21,45.32,21.0,45.0,15.82,9.32,6.94,7.06,1.82,7.18,14.32,7.15,13.06,7.06,18.53,0.35,685.88,58.38,202.94,334.26,155.18,27.0,685.68,18.62,9.47,416.41,15.97,5.21,14.35,9.76,475.59,1.79,0.03,0.03,10.41,11.41,1.97,0.21,0.15,0.03,51.26,12.53,11.59,1.91,1.15,3.44,2.32,0.29,0.15,0.12,0.0,0.03,1.05,2.32,6.88,35.15,4.32,6.79,12.53,0.68,1.5,24.12,24.12,111.32,31.18,44.24,16.5,0.03,0.11,51.95,82.97,88.99,89.13,58.31,54.74,50.86,-0.1,67.44,33.72,5.43
