Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions
Betis,38,46,44.7,489,150,2,3,870,78,15310,18979,7398,8260,5944,6913,1383,2561,31,33.9,368,1037,327,53,1441,676,1424,692,440,305,300,87,358,683,325,422,345,801,9,23335,2339,7497,10512,5555,886,23332,793,386,13053,495,186,626,427,15184,87,3,1,429,497,73,1,8,3,1921,479,500,93,45,158,115,13,8,7,1,0,47.5,180,510,1023,167,278,541,38,42
Bochum,34,41,45.6,524,145,4,4,884,72,9786,14203,4234,5278,3854,5032,1393,2934,30,32.8,371,902,265,85,1151,400,1140,603,366,272,253,78,294,574,280,460,308,768,9,18361,2175,5905,8082,4546,787,18357,436,186,8480,292,91,494,280,9653,97,2,0,446,409,83,4,11,4,1808,815,816,70,74,189,117,4,11,9,2,0,62.3,450,1084,1540,91,215,523,35,104
Bologna,38,52,48.8,472,159,4,5,823,78,19125,22504,9408,10260,7744,8573,1415,2441,32,25.7,356,1267,256,55,1453,660,1441,633,385,299,267,67,303,579,276,426,258,677,17,26520,2581,8683,12696,5367,718,26515,673,293,15952,485,149,542,311,18969,85,2,2,458,456,55,3,7,1,1769,416,413,74,32,125,91,17,7,3,2,2,32.1,118,348,1002,159,224,505,13,19
Bournemouth,38,52,57.3,539,175,2,3,952,83,11899,15920,4976,5868,5270,6214,1393,2964,39,33.3,414,1074,352,88,1314,709,1296,693,410,301,281,111,325,688,363,504,357,817,16,20700,2486,6820,8469,5686,1033,20697,872,382,11015,513,240,637,386,11771,79,3,0,507,376,56,3,7,1,2013,582,671,84,67,194,127,9,7,6,1,0,63.1,199,581,982,177,260,492,31,37
Brentford,38,54,60.2,470,159,3,3,804,81,12551,16818,5616,6628,5236,6432,1382,2776,38,39.8,332,965,333,106,1283,505,1276,677,399,349,250,78,317,697,380,474,378,903,18,21227,2878,7944,8253,5210,982,21224,577,243,10970,363,156,556,271,12416,89,2,0,385,419,70,3,2,0,1892,632,607,58,65,184,119,7,2,2,0,0,56.9,254,677,1344,136,304,605,46,38
Brest,34,51,49.3,481,165,4,4,837,85,14111,17733,5352,6275,6263,7237,2059,3359,33,35.6,357,1155,269,105,1402,590,1385,679,427,295,299,85,306,715,409,386,321,644,13,21735,2170,6704,10200,5105,723,21731,690,326,15224,532,105,569,265,13983,84,5,2,414,422,34,2,3,0,1910,598,509,56,34,133,98,15,3,2,1,0,36.5,244,518,978,144,198,406,18,43
Brighton,38,50,58.0,555,198,5,6,1010,89,21810,25029,11574,12473,8261,9125,1296,2164,36,43.7,429,1484,384,81,1780,864,1767,644,366,292,252,100,307,658,351,437,288,603,21,29112,3197,9449,13090,6766,1081,29106,715,297,19020,584,269,579,342,21577,90,3,0,414,454,84,6,6,2,1751,406,345,52,62,165,105,6,6,6,0,0,51.1,102,274,1406,186,126,405,24,72
Burnley,38,40,41.1,430,137,3,3,757,74,13937,17959,6311,7267,6017,7042,1324,2755,30,26.9,326,976,216,54,1181,727,1162,607,342,282,247,78,284,584,300,477,280,837,22,22181,2907,8021,9196,5155,819,22178,699,300,12244,460,240,517,296,13779,77,7,3,429,353,76,3,7,3,1727,561,696,44,78,244,168,2,7,6,1,0,75.8,215,825,1879,216,231,562,50,74
Cagliari,38,41,43.6,442,127,4,6,785,70,10731,14709,4427,5206,4662,5786,1441,2966,30,25.2,330,863,260,125,1109,529,1097,540,315,272,203,65,264,525,261,373,265,816,12,18599,2190,6532,7916,4352,669,18593,516,237,9242,339,111,545,338,10604,77,4,2,464,418,64,3,5,3,1774,571,613,91,68,157,92,5,5,4,0,1,56.2,202,544,841,137,309,583,28,24
Celta Vigo,38,45,51.6,467,151,3,5,855,81,13890,17776,6703,7631,5538,6545,1223,2495,35,39.0,367,1129,293,71,1345,660,1332,627,382,302,243,82,308,662,354,434,297,832,9,22062,2314,7084,9675,5538,818,22057,646,295,12540,489,162,600,336,13773,66,5,2,463,485,63,4,8,3,1908,522,548,62,57,164,109,6,8,6,1,1,56.0,176,494,812,182,311,556,28,36
Chelsea,38,76,76.0,537,194,11,12,980,133,20039,23364,10006,10877,8176,9060,1365,2328,51,43.1,419,1351,352,51,1615,873,1600,663,376,325,235,103,323,630,307,448,298,785,24,27725,3035,9367,12068,6558,1039,27713,869,398,16624,543,291,604,370,19899,108,4,2,446,451,85,11,5,3,1846,440,402,48,63,186,125,8,5,3,1,1,52.5,128,361,1171,184,240,514,39,47
Clermont Foot,34,26,36.2,382,120,6,8,672,50,13390,16784,5792,6628,5654,6606,1435,2665,18,25.0,282,989,208,57,1247,537,1238,581,358,279,242,60,312,633,321,382,347,667,19,20572,2425,6911,9932,3924,578,20564,575,252,14537,470,113,498,269,13270,60,7,1,396,429,51,7,9,1,1695,393,414,51,60,212,152,5,9,7,1,1,64.9,226,613,1213,157,200,514,46,49
Crystal Palace,38,56,49.1,452,162,4,4,794,103,12915,16754,6040,6920,5338,6287,1204,2608,43,31.7,353,995,273,60,1176,506,1161,788,464,373,301,114,337,609,272,456,323,927,6,21367,2349,7237,9279,5077,797,21363,737,341,10943,383,170,606,426,12811,73,2,2,457,427,72,4,3,2,1909,553,555,85,58,154,98,10,3,3,0,0,47.5,176,605,834,115,247,586,30,29
Cádiz,38,25,36.6,395,120,3,3,698,40,10763,14990,4837,5694,4144,5163,1455,3198,17,26.3,292,899,219,106,1017,456,996,671,398,338,264,69,341,728,387,443,298,786,13,19166,2242,6375,8425,4551,570,19163,537,230,9664,422,76,571,343,10662,107,7,0,576,498,90,2,2,1,1831,632,673,59,55,175,121,10,2,2,0,0,51.7,364,910,1001,123,332,617,60,45
Darmstadt 98,34,28,33.0,404,110,3,3,723,50,11807,15336,4830,5582,5247,6139,1494,2813,21,28.7,302,873,226,65,1083,437,1073,560,323,303,197,60,285,583,298,400,317,707,19,19009,2407,7114,8147,3897,566,19006,440,192,9943,310,99,470,230,11700,83,4,0,429,351,57,2,2,2,1502,510,569,58,86,215,130,3,2,1,1,0,74.3,278,690,1333,195,310,504,27,60
Dortmund,34,68,65.0,506,184,6,6,909,121,17191,20445,7696,8552,7352,8202,1651,2584,49,47.9,389,1144,301,46,1452,770,1436,548,356,297,201,50,292,557,265,431,251,628,12,24314,2558,8081,11082,5366,901,24308,712,320,14643,565,229,532,329,17002,59,4,2,315,391,44,5,6,2,1763,389,426,57,43,145,103,10,6,5,1,0,44.6,133,349,1340,135,196,466,15,24
Eint Frankfurt,34,48,47.8,402,139,2,3,688,81,15017,18809,6582,7496,6907,7959,1204,2409,36,38.4,292,1007,276,60,1305,574,1294,602,359,282,240,80,293,548,255,424,302,704,12,22762,2453,7846,10620,4523,815,22759,640,281,13004,391,176,523,298,14898,70,5,4,355,318,51,2,11,0,1792,477,525,67,50,146,94,7,11,9,2,0,49.7,106,390,1026,152,227,485,20,34
Empoli,38,26,36.9,413,112,5,5,718,46,11571,15348,4961,5759,5094,6059,1240,2680,19,24.0,297,827,206,74,1056,524,1049,618,378,311,227,80,300,564,264,462,263,840,9,19512,2513,7254,8232,4226,643,19507,578,226,10392,356,142,543,304,11485,88,1,1,524,514,82,4,8,1,1623,509,628,80,54,185,130,9,8,6,2,0,49.0,162,542,1079,220,261,645,42,31
Everton,38,40,56.2,504,152,2,3,854,60,11349,15514,5198,6091,4386,5405,1469,3057,17,31.7,339,958,284,77,1129,495,1119,743,442,371,261,111,347,701,354,479,358,882,12,20053,2568,6792,8180,5283,809,20050,564,250,9770,389,127,560,320,11254,82,1,1,457,361,89,2,8,3,1970,676,577,29,51,165,117,13,8,8,0,0,52.4,360,901,1297,141,273,570,30,54
Fiorentina,38,60,52.9,515,171,4,8,910,106,16180,19975,6368,7193,7511,8557,2004,3302,41,39.0,395,1327,374,103,1656,621,1640,564,320,242,231,91,275,512,237,388,236,509,8,23660,2134,6769,10823,6270,912,23652,626,279,13985,541,162,543,331,15981,80,0,0,459,450,57,6,9,0,1720,626,603,74,46,148,101,8,9,8,1,0,45.6,191,458,1261,138,205,353,8,32
Freiburg,34,43,50.8,392,131,7,9,714,77,12337,16023,5228,6120,5515,6445,1296,2579,32,34.5,296,936,246,81,1208,468,1189,546,319,303,175,68,227,463,236,436,272,725,7,19706,2362,6698,9055,4130,653,19697,518,221,10673,383,94,452,240,12176,64,4,1,364,376,52,7,5,1,1633,625,628,21,58,158,99,10,5,3,2,0,50.0,193,568,1148,160,241,485,31,30
Frosinone,38,44,46.2,460,147,8,10,801,75,13740,17545,6769,7660,5457,6523,1085,2330,29,24.7,350,962,279,69,1326,563,1308,545,322,244,225,76,253,525,272,439,241,789,14,21725,2575,7362,9638,4917,700,21715,709,297,11253,414,147,578,348,13600,68,1,1,388,442,48,8,8,2,1780,518,602,45,69,180,112,7,8,5,1,2,53.4,90,416,1090,175,182,538,22,26
Fulham,38,54,52.3,499,175,2,2,877,95,16311,20237,7028,7907,7277,8347,1586,2853,40,33.5,379,1117,355,94,1467,670,1452,679,384,339,260,80,346,678,332,437,371,744,14,24318,2792,8619,10359,5568,849,24316,550,271,13883,508,151,520,325,16183,83,4,3,384,364,51,2,8,4,1837,487,509,31,61,190,133,10,8,8,0,0,55.7,144,439,1372,167,201,472,19,40
Genoa,38,43,36.6,397,119,5,6,705,75,12053,15765,5128,5934,5142,6121,1379,2710,27,23.8,300,865,223,75,1079,468,1061,625,352,315,247,63,283,571,288,462,332,796,11,19810,2525,7228,8554,4197,577,19804,450,193,10591,367,83,577,293,11911,79,3,3,450,406,47,3,4,1,1643,610,543,81,45,139,94,9,4,3,1,0,41.7,245,634,1317,110,182,609,48,41
Getafe,38,42,46.4,446,150,6,7,766,69,10713,15193,4641,5528,4142,5344,1625,3436,27,27.2,324,1037,220,103,1141,439,1124,608,364,269,251,88,291,577,286,342,307,730,6,19243,2020,5619,8971,4848,684,19236,552,239,9360,385,122,576,281,10603,135,10,5,648,437,78,3,7,0,1773,657,692,56,54,173,118,10,7,5,1,1,55.2,341,915,985,124,314,463,18,62
Girona,38,84,72.9,476,178,7,8,872,152,18793,21914,8986,9734,7878,8692,1460,2446,64,52.4,377,1431,362,88,1685,894,1673,544,340,264,222,58,274,521,247,378,257,661,21,25780,2695,8432,11583,5985,977,25772,745,353,16055,599,234,584,376,18610,74,1,0,406,471,95,7,7,0,1808,373,390,31,46,168,121,12,7,5,1,1,51.0,155,420,1140,178,246,534,41,33
Gladbach,34,55,47.7,451,144,5,6,806,98,13544,16946,6222,7073,5785,6704,1162,2210,43,37.2,374,801,261,83,1227,598,1217,582,337,291,247,44,287,534,247,465,333,860,15,20954,2559,7900,9058,4189,720,20948,550,237,12077,435,153,429,320,13427,66,2,1,337,372,53,4,6,0,1701,485,478,54,67,207,140,4,6,6,0,0,58.4,144,405,1130,177,195,538,28,34
Granada,38,35,43.2,394,123,5,8,708,63,12127,15976,5270,6031,5127,6099,1458,2965,27,30.1,283,834,263,94,1044,512,1030,637,374,336,237,64,289,623,334,404,280,779,26,20152,2413,7720,8677,3997,667,20144,658,303,10969,379,112,600,305,12010,98,4,1,514,504,75,5,6,2,1708,484,540,122,79,203,126,3,6,5,0,1,70.3,231,626,1116,185,273,536,33,52
Heidenheim,34,46,40.5,392,114,2,3,666,81,10264,14339,3699,4713,4741,5858,1578,2863,34,29.8,279,730,201,73,983,510,976,601,352,311,225,65,275,591,316,463,302,783,5,18405,2361,6987,7570,4058,637,18402,530,223,9120,361,90,549,279,10152,54,1,0,442,325,38,1,10,3,1741,690,612,32,55,174,121,6,10,7,1,2,53.6,249,595,1164,167,316,495,24,17
Hellas Verona,38,38,39.0,435,146,3,7,777,69,10639,14710,4116,5023,4666,5727,1618,3113,29,22.7,335,958,216,92,1122,539,1108,621,387,302,245,74,293,578,285,414,302,784,15,18925,2169,6433,8621,4096,598,18918,567,252,9746,384,113,595,284,10515,88,6,2,541,447,61,4,2,1,1842,750,644,55,51,163,113,8,2,2,0,0,43.4,331,791,992,111,310,492,22,45
Hoffenheim,34,65,54.9,457,160,6,6,813,110,13457,17038,5931,6757,5840,6864,1372,2563,47,42.6,346,1069,292,76,1359,538,1351,517,304,286,185,46,259,541,282,413,357,790,12,20983,2561,6920,9475,4742,752,20977,542,220,11630,401,144,477,241,13325,85,5,4,339,366,52,5,5,1,1715,515,515,33,66,211,143,2,5,2,3,0,68.6,208,529,1159,165,249,545,31,73
Inter,38,87,79.6,580,196,13,14,1059,152,19136,22447,8631,9446,8159,9056,1839,2800,60,50.6,440,1288,437,116,1620,720,1603,540,321,252,219,69,234,474,240,365,280,576,7,26071,2584,8236,11755,6248,1016,26057,435,195,15792,567,163,474,230,18982,46,1,0,405,408,77,11,4,0,1602,535,370,89,22,113,90,21,4,2,1,1,29.1,111,252,1225,151,220,453,24,16
Juventus,38,52,57.0,531,146,3,5,936,87,14757,18079,5963,6728,6820,7755,1727,2762,37,37.1,417,1191,296,105,1473,709,1451,577,369,270,233,74,264,445,181,375,253,725,4,22071,2211,6537,10295,5426,881,22066,596,259,12537,501,183,553,307,14598,87,2,1,478,376,72,3,3,2,1656,486,434,96,31,116,86,17,3,2,1,0,30.0,154,360,903,144,186,601,28,23
Köln,34,28,40.2,441,142,5,6,780,45,11704,15411,4930,5779,5377,6369,1146,2378,17,30.8,319,821,217,85,1086,618,1081,617,375,330,234,53,342,659,317,506,305,766,9,19356,2274,7028,8252,4318,668,19350,524,246,10380,439,141,472,292,11521,70,4,3,418,364,53,5,3,0,1689,557,533,28,60,168,108,4,3,3,0,0,62.0,135,372,1148,101,149,504,14,21
Las Palmas,38,33,33.4,386,120,3,5,707,60,19105,22882,10201,11174,7170,8097,1145,2312,23,28.3,295,1295,271,54,1596,577,1573,662,397,328,263,71,305,633,328,416,281,761,14,27041,2667,9077,12876,5282,614,27036,680,316,15544,459,116,645,365,18955,84,5,1,411,499,93,3,9,3,1846,395,489,53,47,156,109,8,9,5,3,1,51.2,146,473,1835,204,163,545,30,100
Lazio,38,46,47.2,436,135,4,4,762,74,17462,21071,8440,9314,6970,7966,1557,2657,30,31.5,331,1270,316,62,1528,716,1521,581,348,259,254,68,283,618,335,430,295,640,7,24842,2339,7512,12115,5447,774,24838,607,272,13268,521,143,507,243,17337,101,5,2,473,435,72,3,3,0,1764,399,453,50,39,148,109,13,3,2,0,1,37.0,139,366,1081,132,205,476,21,23
Le Havre,34,33,37.8,381,113,6,7,693,63,11739,15121,5123,6042,5019,5901,1150,2291,23,24.5,290,945,209,57,1199,457,1189,560,332,293,207,60,283,572,289,362,363,664,10,18820,2058,6332,8458,4240,620,18813,586,260,12860,446,114,453,284,11638,67,6,3,433,368,52,7,4,2,1638,485,482,61,45,158,114,7,4,2,1,1,49.9,158,463,736,135,224,482,32,25
Lecce,38,30,44.2,503,147,3,5,879,49,11742,15397,4700,5530,5225,6158,1487,2846,23,23.2,378,895,211,87,1183,638,1171,605,374,285,252,68,289,566,277,429,308,751,8,19625,2361,6796,8874,4214,667,19620,651,299,10809,430,153,605,357,11618,89,5,2,504,481,56,4,6,1,1779,548,616,28,54,173,119,7,6,5,1,0,51.0,152,489,893,159,248,522,20,20
Lens,34,45,54.9,487,167,6,7,857,74,14709,18083,6666,7617,6203,7157,1255,2217,29,41.6,368,1312,349,95,1624,609,1611,554,339,213,266,75,291,569,278,392,298,549,16,21677,1936,5779,10394,5721,811,21670,487,226,15840,612,113,527,317,14549,78,4,1,445,424,75,5,8,1,1775,451,388,66,37,138,101,14,8,6,1,1,43.3,164,379,970,148,174,396,32,39
Leverkusen,34,87,74.9,611,232,8,8,1117,159,21192,24301,12041,12986,7316,8125,1249,1977,71,66.5,490,1716,457,72,1997,888,1979,458,277,183,187,88,197,403,206,330,224,460,9,27830,1703,5847,14080,8122,1168,27822,727,348,16677,676,242,483,333,21041,59,0,0,305,342,73,7,0,0,1847,363,316,56,24,105,81,16,0,0,0,0,27.9,71,202,753,171,145,316,28,40
Lille,34,50,50.8,438,165,2,3,773,81,16278,19319,7309,8169,7084,7941,1351,2273,32,38.4,324,1191,279,50,1468,650,1453,594,370,267,242,85,278,580,302,319,292,574,10,22824,2050,6613,11596,4827,761,22821,680,336,17241,532,190,468,310,16106,67,3,1,376,489,46,3,5,2,1642,355,346,56,34,128,94,15,5,3,2,0,37.4,106,360,1096,122,124,399,27,32
Liverpool,38,80,90.3,781,263,6,9,1388,131,20376,24379,9656,10641,8627,9763,1637,2814,60,55.6,598,1666,506,80,2110,924,2091,677,418,274,290,113,341,768,427,475,292,583,19,28764,2193,7390,13756,7869,1422,28755,737,331,17894,694,295,574,407,20230,69,5,2,463,376,100,8,1,2,2034,583,441,54,41,147,108,10,1,1,0,0,40.0,92,285,1432,192,144,376,18,46
Lorient,34,41,37.7,368,135,1,1,641,63,13284,16298,5717,6546,5786,6600,1284,2251,27,27.8,274,1004,251,56,1293,632,1283,538,326,284,195,59,252,531,279,391,337,805,14,20198,2448,6962,9140,4345,640,20197,691,341,14463,548,117,535,315,13141,66,1,0,403,416,56,1,8,1,1684,410,394,29,66,207,142,4,8,8,0,0,64.0,139,378,921,162,228,591,24,13
Luton Town,38,49,43.7,427,134,5,5,749,81,11048,15099,4969,5784,4443,5431,1289,2879,33,27.5,315,835,250,90,1113,675,1094,654,368,330,236,88,299,616,317,493,325,916,21,19655,2630,7028,7905,4964,780,19650,771,354,10069,480,169,580,385,10911,71,0,0,443,448,67,2,4,4,1868,635,631,62,85,223,142,2,4,4,0,0,77.7,274,814,1127,151,344,561,16,77
Lyon,34,48,51.4,439,168,4,4,764,84,14823,17984,6513,7395,6362,7223,1409,2376,32,42.1,335,1163,330,74,1600,683,1577,538,331,241,203,94,250,578,328,343,304,563,12,21623,2216,6779,9649,5437,865,21619,742,375,15991,550,196,525,352,14665,57,6,1,425,367,52,4,6,1,1715,396,367,67,55,169,114,10,6,4,1,1,48.2,137,386,920,169,219,470,39,31
Mainz 05,34,38,45.3,476,134,1,5,816,65,10974,15120,4718,5730,4623,5826,1323,2702,31,35.2,346,939,248,78,1169,480,1155,572,328,256,253,63,276,526,250,442,346,704,3,19212,2023,6417,8450,4536,807,19207,601,269,9023,314,135,537,285,10854,99,3,1,473,410,59,4,4,1,1786,665,761,60,51,145,95,8,4,3,0,1,51.6,198,570,994,160,198,431,46,50
Mallorca,38,33,41.3,415,131,1,3,734,57,11476,15645,4934,5790,4717,5815,1549,3119,27,28.8,308,978,235,103,1174,498,1155,686,388,347,281,58,340,657,317,369,365,785,10,19767,2279,6620,8961,4390,672,19764,511,251,9848,377,108,566,313,11353,105,4,2,567,412,104,2,5,1,1816,773,686,92,44,148,104,10,5,4,1,0,43.7,333,824,1001,128,312,520,34,29
Manchester City,38,94,82.0,683,264,9,10,1259,169,24616,27758,12895,13721,9449,10306,1652,2498,69,62.1,545,1890,484,65,2060,1127,2032,517,305,183,221,113,222,458,236,353,233,457,17,31414,2162,7012,14348,10260,1466,31404,731,377,20210,867,415,441,356,24343,53,2,1,289,410,42,8,3,1,1734,325,288,59,34,109,76,13,3,3,0,0,36.2,142,314,1367,161,133,312,31,63
Manchester Utd,38,57,57.0,543,182,6,7,989,98,15785,19538,7892,8866,5965,6943,1355,2517,36,34.5,434,1202,338,50,1479,758,1468,676,409,334,240,102,349,715,366,534,313,884,12,23998,2938,8197,9856,6146,1025,23991,697,311,13979,523,274,484,342,15597,83,1,1,401,340,91,6,7,1,1851,436,450,27,58,203,146,9,7,7,0,0,59.7,149,513,1351,140,162,601,42,37
Marseille,34,50,55.7,477,152,4,4,851,88,14716,18000,6190,7030,6752,7732,1310,2344,32,39.7,349,1272,324,88,1613,635,1609,604,371,270,264,70,292,587,295,365,332,633,8,21671,1889,6061,10285,5532,815,21667,548,260,15835,595,156,478,303,14559,61,5,2,374,426,69,4,3,1,1753,372,365,56,41,130,90,7,3,3,0,0,33.9,98,337,1085,119,159,430,19,26
Metz,34,35,35.3,326,106,4,6,570,60,8816,11986,3132,3872,4173,5024,1317,2559,25,15.2,234,685,152,61,910,458,899,562,334,310,183,69,238,514,276,416,348,834,9,15895,2067,5771,7135,3258,451,15889,655,290,10009,422,96,507,267,8739,54,3,0,419,374,45,5,6,0,1574,390,534,57,58,188,130,6,6,6,0,0,53.1,215,682,727,128,299,583,47,22
Milan,38,76,67.8,554,202,6,8,1006,139,17656,20741,7905,8708,7904,8738,1438,2341,56,41.1,430,1213,338,94,1569,899,1557,576,333,274,232,70,273,521,248,367,252,548,16,24529,2325,7583,11624,5537,941,24521,765,359,15357,648,228,520,293,17458,82,8,2,429,410,57,6,8,1,1616,432,410,118,49,163,115,12,8,8,0,0,42.7,145,350,1347,233,172,437,43,46
Monaco,34,66,56.4,512,202,2,5,884,107,14825,18346,6362,7376,6547,7589,1414,2430,45,41.7,370,1364,365,46,1726,614,1713,664,412,259,314,91,322,686,364,418,394,582,14,22252,1983,5837,11000,5665,893,22247,593,301,16173,593,179,575,325,14692,79,8,4,481,400,73,5,6,2,1949,402,394,48,42,151,110,12,6,5,1,0,46.7,121,370,832,159,210,442,35,26
Montpellier,34,41,46.6,437,153,7,7,748,66,11198,14618,4428,5251,4815,5705,1503,2790,26,27.7,304,900,216,64,1174,553,1155,619,379,352,187,80,310,691,381,427,308,766,5,18599,2267,6560,8239,4047,672,18592,621,293,12397,489,166,561,291,11076,68,4,0,432,447,55,4,5,3,1784,426,449,57,48,171,125,10,5,4,1,0,47.7,168,497,899,163,244,527,32,13
Monza,38,38,40.6,451,123,4,5,800,68,16734,19870,6742,7422,7969,8830,1771,2837,29,27.5,348,1087,251,92,1248,723,1236,565,334,307,195,63,266,484,218,378,279,642,8,23553,2841,8296,10598,4849,712,23548,490,216,14513,556,165,519,265,16564,88,5,4,458,408,40,2,9,0,1468,442,462,47,51,191,138,12,9,7,2,0,59.8,197,486,1277,230,265,531,22,21
Nantes,34,30,38.0,376,129,4,5,665,48,12180,15384,5084,5814,5410,6278,1273,2486,17,28.6,275,971,230,78,1243,569,1229,582,352,307,220,55,298,616,318,339,332,697,4,18988,2268,6241,8774,4159,639,18983,468,220,13293,438,141,520,254,12078,67,3,0,448,375,51,5,10,0,1621,387,424,86,55,156,101,8,10,9,0,1,55.2,175,515,987,175,237,505,41,33
Napoli,38,54,63.3,638,196,6,10,1145,86,19517,22942,9095,9898,8105,9121,1832,2884,36,38.3,497,1507,398,84,1758,802,1745,571,326,235,237,99,263,554,291,351,241,521,5,26725,2080,7134,12991,6831,1045,26715,744,327,15782,628,195,490,293,19328,77,5,3,381,451,71,8,4,0,1707,470,483,81,48,128,78,7,4,2,2,0,46.2,83,242,990,149,191,417,14,41
Newcastle Utd,38,83,77.7,542,196,8,9,983,144,16117,19852,7681,8623,6722,7757,1358,2504,55,43.5,424,1107,380,76,1557,737,1545,661,391,316,254,91,302,681,379,497,285,682,16,24004,2447,8084,10144,6004,1094,23996,730,355,13650,507,243,506,400,15994,79,1,1,386,469,59,9,5,1,1836,453,418,95,62,195,133,10,5,4,1,0,61.0,100,301,811,236,273,449,30,53
Nice,34,39,51.2,452,149,6,7,791,69,15511,18379,7507,8293,6438,7248,1061,1950,23,30.4,326,899,255,68,1245,661,1226,538,308,247,212,79,285,505,220,389,292,505,10,22006,2245,7341,10584,4353,741,21999,752,371,16643,624,153,553,341,15354,62,4,0,402,373,52,7,8,1,1707,374,360,23,29,105,74,17,8,5,3,0,30.7,74,189,1086,158,147,376,32,21
Nott'ham Forest,38,49,50.4,450,143,1,1,783,90,11877,15679,5510,6417,4760,5855,1265,2493,43,27.8,325,905,244,61,1141,601,1123,728,430,437,219,72,326,609,283,489,331,968,13,20126,2493,7339,8320,4686,785,20125,604,275,10217,394,155,527,286,11784,82,3,2,428,371,77,1,4,2,1807,584,557,89,67,163,98,4,4,4,0,0,47.1,229,519,849,171,273,610,44,24
Osasuna,38,45,41.2,421,124,4,5,714,73,12874,17335,5474,6420,5487,6696,1666,3277,32,31.5,301,1128,263,104,1322,501,1306,525,311,247,201,77,243,517,274,400,263,756,16,21181,2147,6244,9526,5586,720,21176,530,237,10522,408,97,540,283,12730,78,5,1,518,392,68,4,2,0,1802,750,655,62,56,152,95,10,2,1,1,0,51.7,329,771,1135,119,244,537,30,58
Paris S-G,34,78,70.0,504,187,7,9,943,145,21536,24396,9423,10335,9980,10802,1507,2177,61,48.1,425,1763,365,53,1915,845,1901,585,360,254,221,110,283,602,319,346,268,509,22,27994,2331,7124,13880,7239,974,27985,815,401,22605,772,284,474,288,21336,51,3,1,353,362,53,9,5,0,1761,275,267,82,33,147,113,12,5,4,1,0,41.1,54,149,895,144,186,402,17,33
RB Leipzig,34,74,67.1,528,214,4,7,934,126,16254,19590,6994,7859,7624,8554,1287,2207,53,52.5,404,1185,334,75,1541,714,1530,538,317,236,240,62,244,487,243,444,240,630,12,23320,1985,6900,11365,5276,918,23313,633,322,14158,543,177,488,332,16170,61,1,1,354,388,67,7,5,1,1743,426,394,65,39,117,79,10,5,4,0,1,35.6,79,234,1195,147,231,426,23,51
Rayo Vallecano,38,29,43.2,487,160,6,6,815,40,13282,17459,5918,6783,5584,6657,1436,3063,12,25.4,314,1082,255,81,1335,506,1327,630,372,279,282,69,270,608,338,410,308,796,12,21757,2306,7210,9672,5091,669,21751,653,283,10906,368,116,634,373,13171,108,5,3,563,518,96,3,2,2,1908,506,578,55,48,151,104,13,2,1,1,0,47.8,170,613,964,176,271,534,23,40
Real Madrid,38,85,70.3,593,242,2,5,1082,154,21794,24691,11641,12391,7949,8734,1624,2474,66,50.3,476,1701,391,59,1935,950,1923,557,368,252,214,91,225,461,236,401,296,552,14,28670,2455,7880,13241,7813,1156,28665,889,401,18483,802,315,480,312,21642,69,4,1,368,523,79,3,1,1,1766,329,272,83,26,118,93,21,1,1,0,0,34.3,79,210,1039,177,204,487,35,38
Real Sociedad,38,48,45.8,457,147,4,4,775,79,15263,19249,6489,7461,6923,8022,1553,2800,36,32.6,320,1133,246,63,1414,685,1402,650,405,271,285,94,283,552,269,405,253,693,15,23321,2214,6934,11207,5377,769,23317,681,321,12972,465,175,612,351,15092,98,2,0,604,442,92,1,7,1,1816,759,714,49,39,135,96,15,7,6,1,0,40.8,192,465,1127,116,171,410,19,58
