Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
AZ Alkmaar,34,95.05,88.96,75.68,85.81,27.48,20.05,70.72,92.34,85.14,84.68,85.59,84.68,82.43,81.08,85.14,61.26,94.14,94.14,75.23,84.68,93.69,49.55,86.49,89.64,86.94,40.09,29.73,11.49,71.4,81.76,53.6,41.89,66.44,50.9,17.57,12.16,80.18,88.29,71.62,67.57,82.43,87.39,92.79,88.29,56.31,61.71,83.33,82.88,91.89,38.96,47.52,85.14,95.72,77.25,86.94,78.83,5.18,51.13,21.62,59.68,48.65,81.53,19.82,45.95,71.4,66.67,36.94,43.47,85.59,40.77,58.56,25.0,38.74,37.84,79.05,52.7,90.09,91.89,6.31,13.96,59.23,85.14,33.33,40.54,88.29,76.8,92.12,40.54,19.14,88.51,6.31,81.08,74.77,82.88,86.49,47.52,76.13,67.12,67.57,96.85,77.93
Ajax,34,97.3,96.85,87.39,98.2,75.45,70.72,92.34,97.75,97.75,98.2,96.85,96.85,97.75,97.75,73.87,48.42,98.2,99.1,95.5,93.69,97.3,39.64,92.12,95.5,91.44,27.25,18.02,18.02,39.19,77.25,46.62,38.51,64.86,50.9,35.36,9.91,36.04,98.2,94.59,91.89,96.4,95.5,97.3,98.2,83.78,89.64,95.95,96.4,97.3,40.32,54.73,97.75,97.3,59.91,86.94,98.65,26.58,67.12,68.69,72.52,48.65,80.86,36.94,85.81,65.77,14.86,75.68,59.23,11.71,27.93,25.45,25.0,86.94,85.14,80.18,75.23,98.65,92.57,15.32,20.27,68.92,89.41,24.1,43.24,93.69,94.59,97.3,27.7,53.6,74.32,89.64,94.14,92.12,95.5,76.58,32.43,81.98,31.31,14.86,77.48,84.23
Almere City,34,15.77,19.59,18.69,15.54,43.02,29.95,20.27,27.93,7.66,10.81,10.36,15.77,5.86,6.76,12.61,94.14,41.89,49.1,22.97,24.32,42.57,21.17,27.03,13.96,27.03,84.23,74.55,77.48,61.71,86.49,72.52,79.73,18.02,87.16,76.13,74.1,80.18,14.86,47.07,25.23,8.11,69.37,64.41,14.86,72.52,74.77,9.01,9.46,74.55,5.41,16.67,7.66,70.5,59.91,59.01,9.46,8.78,67.12,48.87,59.68,48.65,98.2,98.2,0.9,36.94,16.89,89.64,90.32,64.64,40.77,42.34,65.54,38.74,91.44,98.2,99.55,74.1,8.56,68.24,42.34,62.16,81.53,99.55,7.66,23.42,20.72,58.56,73.65,53.6,26.13,6.76,2.25,2.25,2.25,1.8,25.45,60.81,70.72,48.2,18.47,64.64
América,34,93.69,95.05,70.5,88.96,75.45,81.98,76.13,94.82,90.09,89.64,92.34,90.99,84.23,82.43,75.23,33.33,95.95,95.27,79.5,95.95,88.96,58.78,85.59,91.89,85.59,7.21,15.09,16.89,21.17,11.94,8.56,12.16,77.48,7.66,80.86,12.61,36.04,88.74,36.94,55.86,91.44,80.18,81.53,88.74,64.64,76.58,86.04,93.69,86.94,84.46,29.28,90.09,80.86,59.91,59.01,95.05,21.62,45.05,68.69,90.99,81.76,49.55,24.77,81.08,45.72,95.95,15.54,32.66,94.14,9.46,13.51,25.0,38.74,23.65,24.32,20.72,31.53,24.77,47.75,36.49,18.24,12.84,22.07,65.54,87.39,83.33,86.94,10.36,19.14,66.44,64.19,95.95,95.5,91.44,89.64,50.45,87.16,99.32,95.95,54.28,18.02
Anderlecht,30,90.99,86.04,60.36,71.62,91.44,86.94,59.01,93.47,78.83,82.43,66.22,70.72,79.73,82.88,96.85,97.3,91.67,89.41,63.06,78.83,93.24,57.21,81.08,51.8,81.08,83.78,58.56,69.59,63.29,93.92,61.04,63.96,32.88,71.62,67.57,69.82,31.53,86.94,90.99,85.59,73.42,88.29,87.84,86.94,34.68,26.8,97.75,95.27,49.1,21.85,44.59,78.38,84.46,70.95,86.94,71.62,68.69,35.59,90.32,53.6,81.76,95.95,20.27,71.62,65.32,83.56,61.04,81.31,36.26,47.07,46.17,65.54,38.74,47.3,52.7,29.05,86.49,32.88,16.67,61.71,31.76,31.76,22.97,26.13,78.38,69.82,86.49,59.46,53.6,83.78,34.68,64.19,30.18,64.64,85.59,13.29,27.03,94.82,91.44,90.09,29.05
Antwerp,30,87.39,90.99,69.59,77.25,84.01,96.4,68.24,81.98,96.4,97.75,77.48,82.88,99.55,99.55,99.55,99.55,82.88,90.99,70.27,90.99,92.79,39.64,95.95,93.24,95.95,75.68,79.28,60.81,78.38,65.09,64.64,70.27,25.23,10.59,59.91,7.21,74.77,97.3,84.23,79.28,97.75,93.24,94.59,97.3,76.13,81.08,99.55,99.55,93.69,29.73,42.57,96.4,95.05,88.51,59.01,89.19,33.78,43.92,97.75,33.11,48.65,92.34,15.77,62.61,9.01,89.19,9.91,16.67,87.39,67.34,83.56,25.0,38.74,11.71,75.23,77.03,98.2,79.73,5.86,11.94,86.04,90.09,24.1,32.21,95.95,72.52,94.59,70.95,19.14,50.0,12.16,86.94,54.95,94.14,96.4,38.29,73.2,67.12,81.53,63.29,97.97
Arg Juniors,27,4.73,10.59,77.48,21.85,22.52,22.97,70.27,8.11,55.41,60.81,39.86,43.24,53.6,56.76,93.69,96.85,5.18,35.36,62.61,68.92,63.96,54.73,65.32,48.2,64.86,90.99,73.87,82.88,87.84,23.2,87.84,72.97,48.2,30.18,71.62,23.87,77.48,61.71,16.67,47.3,65.77,61.26,54.73,61.71,88.74,90.09,56.76,36.94,19.37,34.23,1.8,55.41,31.53,12.84,11.26,62.84,57.21,1.35,27.03,44.59,31.53,51.58,65.99,20.72,16.89,77.48,14.41,13.96,83.56,56.08,72.07,25.0,38.74,14.64,51.8,39.64,40.09,14.86,33.78,9.46,3.15,35.14,72.97,7.21,64.41,59.01,50.45,84.91,19.14,7.66,28.38,34.01,30.63,40.54,61.71,47.52,76.58,31.31,57.21,71.62,3.15
Arouca,34,74.77,72.52,66.44,72.97,43.02,81.98,59.91,69.14,71.17,72.07,70.72,67.12,76.58,77.48,79.28,75.68,77.7,38.06,58.33,55.86,29.73,15.54,59.91,32.43,60.14,24.32,34.01,36.94,29.05,59.01,68.24,80.86,15.32,34.46,14.19,31.08,61.71,70.72,76.58,86.49,72.52,37.39,18.69,70.72,19.82,29.5,58.56,30.63,33.56,87.16,84.01,71.17,36.71,19.59,31.53,16.89,60.14,54.28,68.69,5.41,48.65,61.26,10.59,91.44,67.57,33.56,59.01,51.13,11.71,95.05,93.47,65.54,86.94,72.97,22.52,34.68,83.78,99.1,42.57,54.5,84.91,97.3,7.43,92.79,55.41,61.71,19.82,49.55,81.76,66.44,50.68,70.5,77.93,72.52,63.06,33.33,73.2,63.51,34.23,19.82,87.84
Ascoli,38,16.44,12.61,27.03,22.52,81.98,70.72,26.13,15.09,9.91,11.71,9.46,10.81,9.91,11.26,48.65,79.28,8.78,9.01,16.22,27.03,27.25,84.23,16.22,19.14,15.32,17.57,20.05,19.37,32.43,54.73,32.43,13.51,91.89,40.09,30.18,54.05,61.71,9.46,21.62,6.76,14.41,45.5,36.94,9.46,6.31,2.48,9.91,10.81,19.82,38.29,79.05,9.91,16.67,6.98,21.85,0.45,98.2,49.1,59.68,10.14,24.77,56.31,99.1,2.25,67.57,72.07,17.34,16.67,78.83,90.32,79.28,65.54,95.95,28.83,92.79,81.08,43.24,7.21,24.32,68.24,83.56,39.64,99.1,54.95,14.86,22.07,32.43,22.52,90.54,45.27,67.12,5.86,2.7,4.5,17.57,86.49,2.7,60.14,50.0,86.04,79.73
Ath Paranaense,38,25.9,49.77,89.64,81.53,16.44,18.69,88.29,40.09,37.84,36.49,31.08,27.48,49.1,46.85,56.76,43.24,59.68,62.39,89.64,63.06,64.86,78.38,63.06,47.07,62.16,67.12,66.22,24.77,85.81,75.23,16.67,43.24,31.53,78.6,77.25,74.77,61.71,32.43,28.83,8.11,46.4,61.71,63.96,32.43,39.64,47.07,38.29,48.87,39.64,98.2,52.25,37.84,38.06,24.1,38.06,22.75,22.07,82.21,21.62,76.35,81.76,13.06,84.68,34.23,42.79,61.04,64.86,72.3,41.67,24.1,5.18,94.14,38.74,47.3,62.16,37.39,8.11,20.72,33.11,52.7,18.24,16.44,78.38,95.95,60.36,85.14,62.61,42.34,90.54,13.51,82.43,52.25,54.5,49.55,58.11,18.02,69.37,70.72,68.47,89.19,15.77
Atl Goianiense,38,4.73,25.23,75.23,61.04,37.39,48.42,77.25,4.05,36.04,30.18,28.83,27.03,37.39,35.14,60.81,42.34,3.83,38.06,75.68,70.72,43.69,72.97,55.41,54.05,55.41,20.27,24.32,19.37,40.09,51.13,3.15,23.2,42.57,50.9,55.86,61.26,52.25,26.58,35.14,18.02,22.07,70.72,52.03,26.58,42.12,27.7,32.43,72.07,32.43,77.48,76.35,36.04,13.06,5.18,11.26,36.94,49.1,85.36,75.9,10.14,24.77,25.45,54.95,33.56,19.59,29.5,66.22,59.91,22.3,90.32,79.28,94.14,38.74,63.96,61.04,50.9,28.83,25.23,54.5,41.44,81.53,51.35,63.29,80.86,54.95,64.86,46.85,10.81,90.54,2.93,30.18,48.65,45.05,46.62,66.22,7.66,11.26,36.26,36.04,70.72,86.71
Atlanta Utd,34,58.33,80.86,80.63,72.97,75.45,81.98,81.53,58.56,66.67,64.86,69.82,66.22,62.16,60.36,87.84,72.52,54.73,84.91,82.43,60.81,65.77,64.86,58.56,90.54,57.43,16.89,28.15,39.41,25.45,16.89,26.8,17.57,85.59,32.88,31.53,56.98,52.25,61.26,80.18,72.52,40.09,73.87,89.19,61.26,25.45,33.11,63.06,54.05,90.99,95.05,91.89,66.67,91.22,77.25,59.01,73.65,7.21,79.05,88.06,26.13,48.65,15.77,15.32,90.99,59.46,36.94,75.68,74.55,11.71,74.32,42.34,96.17,38.74,68.47,92.12,72.07,82.43,60.59,19.37,34.01,43.24,52.7,10.36,96.4,66.22,78.83,87.84,24.32,93.24,22.07,64.86,78.38,84.68,73.87,83.78,81.53,64.41,60.14,50.45,97.75,45.05
Atlas,34,25.9,47.07,59.46,56.53,27.48,29.95,48.2,35.59,59.46,57.21,60.36,57.43,56.08,54.05,73.42,87.39,24.77,35.36,40.09,52.7,19.59,53.6,27.48,27.93,27.7,55.86,45.05,57.88,61.71,35.81,59.68,69.59,22.3,64.19,69.82,27.03,86.26,56.31,41.89,50.45,66.67,39.19,41.44,56.31,29.73,29.5,62.16,42.79,27.93,44.14,56.53,59.46,23.42,0.9,4.95,68.02,46.85,94.59,31.98,10.14,81.76,58.56,66.67,21.17,11.71,21.85,49.1,29.28,41.67,90.32,93.47,65.54,38.74,52.03,63.96,73.65,66.22,21.4,84.68,43.02,26.35,71.62,72.52,47.07,25.23,46.62,30.18,51.35,53.6,18.02,29.5,54.95,70.5,61.04,37.84,15.77,44.59,6.98,5.86,41.44,27.93
Atlé Tucumán,27,28.15,55.18,51.35,38.29,32.43,55.86,41.44,18.69,8.56,9.91,10.81,13.51,7.21,7.66,22.3,79.73,31.98,52.25,37.39,39.86,64.41,59.91,32.43,2.7,31.98,95.05,91.22,86.04,89.41,75.23,89.64,65.99,60.14,95.05,65.77,95.05,77.48,12.61,14.86,7.21,18.92,46.4,53.6,12.61,4.5,1.8,5.86,4.05,12.61,8.56,81.08,8.56,66.22,49.55,45.5,21.17,6.76,11.26,59.68,66.22,31.53,40.99,98.65,5.86,7.21,83.56,21.17,26.8,89.19,34.23,32.43,80.18,38.74,18.24,95.5,93.24,6.31,3.15,78.15,72.75,21.17,57.21,97.3,27.03,20.05,37.39,48.42,91.44,68.92,9.01,86.04,3.15,4.05,4.05,6.76,87.16,3.15,60.14,68.02,69.37,14.41
Atlético,34,80.41,51.35,67.12,66.89,75.45,81.98,74.32,86.71,81.53,75.68,79.73,75.23,78.83,77.93,84.23,39.64,68.24,45.27,66.44,65.32,34.01,11.94,66.44,74.77,67.12,48.2,67.12,62.84,61.71,10.36,46.62,53.15,42.57,38.06,24.77,68.02,13.96,76.13,89.64,94.14,74.77,44.59,46.85,76.13,54.73,66.67,80.18,77.93,59.68,90.32,50.0,81.98,47.3,28.83,16.89,91.44,52.7,88.29,92.79,44.59,81.76,43.69,22.52,94.14,24.55,14.86,79.95,63.74,29.28,56.08,72.07,25.0,38.74,80.18,3.83,2.7,32.43,80.41,85.81,69.82,18.24,43.24,11.71,82.21,70.27,76.8,42.34,56.98,19.14,95.27,90.54,91.44,94.14,89.64,95.05,62.61,84.68,17.57,15.99,43.24,13.51
Atlético Mineiro,38,49.1,47.07,62.61,41.89,98.42,98.65,74.77,42.34,82.43,79.28,83.33,81.08,81.53,78.83,80.18,47.52,15.09,41.22,48.65,80.18,59.46,76.58,70.27,56.53,71.17,82.43,69.82,75.23,71.4,73.2,76.58,56.31,62.84,13.06,24.77,52.48,89.86,78.38,56.98,62.16,82.88,68.92,26.13,77.93,37.39,34.23,77.48,80.18,25.68,58.56,36.71,82.43,8.56,4.05,1.13,23.87,75.45,58.78,98.87,26.13,48.65,19.37,44.14,69.14,59.01,38.51,56.31,49.32,41.67,74.32,64.41,84.68,38.74,71.17,22.07,9.46,43.69,45.95,38.74,26.35,22.3,59.68,38.74,48.65,69.37,68.69,36.04,73.65,74.55,56.53,75.68,87.39,88.74,85.59,83.33,63.29,33.56,70.72,32.88,85.59,29.95
Austin,34,42.12,42.57,5.41,8.56,62.61,70.72,12.16,51.13,63.06,55.41,56.76,46.85,66.67,64.86,81.53,45.5,49.77,47.07,9.46,54.5,65.77,72.97,51.8,20.72,50.9,4.05,5.41,22.3,1.35,59.01,3.6,19.37,48.87,61.49,5.41,38.29,27.03,45.05,85.14,79.73,19.37,47.75,48.2,45.05,18.02,22.07,47.3,18.92,30.63,100.0,84.01,62.61,28.38,59.91,59.01,22.07,69.82,28.83,88.06,5.41,81.76,0.9,6.76,89.19,9.91,40.32,86.71,90.32,41.67,95.05,97.52,65.54,38.74,80.18,68.02,64.64,90.99,97.75,49.32,54.5,71.17,73.65,6.31,98.2,45.05,14.86,51.8,3.6,53.6,41.89,19.37,77.93,74.77,81.53,86.94,3.15,48.2,82.88,72.52,62.61,74.77
Bahia,38,54.5,65.99,65.77,70.05,25.23,18.69,77.25,66.67,92.34,90.54,91.89,90.54,92.34,90.54,34.23,1.8,72.07,72.07,81.98,87.84,81.08,76.58,86.94,90.09,88.29,22.75,31.98,35.14,32.43,38.51,21.85,50.68,25.68,2.7,44.59,28.38,16.44,89.19,53.15,75.23,86.94,80.63,55.41,89.64,47.97,41.44,89.64,89.64,53.6,95.5,58.56,92.34,62.39,88.51,86.94,60.81,80.18,39.86,21.62,76.35,81.76,5.41,20.72,92.79,67.57,51.58,54.28,55.41,54.05,24.1,21.17,65.54,38.74,39.41,31.53,12.16,83.33,95.5,22.52,50.9,95.27,98.65,10.81,92.34,88.74,75.68,64.41,26.35,53.6,30.63,86.49,97.3,94.59,93.69,92.34,20.27,32.21,31.31,55.86,90.99,95.5
Banfield,27,6.53,19.59,7.21,7.88,54.5,86.04,6.53,6.53,5.86,6.31,1.8,2.25,8.56,8.56,32.21,62.16,10.59,8.56,5.86,6.08,14.41,66.67,9.01,9.01,9.68,95.95,96.85,91.44,90.99,74.32,93.24,90.99,15.77,79.5,47.3,87.39,68.02,7.21,33.33,23.87,5.86,8.56,11.26,7.21,40.99,43.24,6.76,12.61,5.86,27.7,9.01,5.86,18.47,12.84,4.95,52.03,46.4,19.59,59.68,21.4,81.76,19.82,89.64,13.51,68.92,46.4,42.34,31.76,24.55,79.05,50.9,92.57,38.74,35.81,31.08,37.84,20.27,57.43,68.24,69.14,64.64,11.49,89.64,16.22,9.01,5.86,10.81,96.4,88.29,5.41,57.43,4.95,5.41,8.56,13.96,73.87,51.8,14.19,22.07,25.68,59.91
Bari,38,22.3,18.69,51.8,15.54,54.5,61.94,55.41,17.12,45.95,42.34,33.11,31.98,54.05,52.25,70.72,56.31,20.05,23.2,48.2,35.14,48.65,89.64,40.09,55.63,39.19,25.0,45.95,57.88,22.97,14.86,24.77,11.49,89.64,21.4,52.93,21.17,89.86,38.74,23.65,49.1,31.98,45.05,45.5,38.74,53.6,57.21,50.0,43.69,54.05,88.74,30.63,45.95,16.67,49.55,38.06,10.81,95.5,77.48,42.34,53.6,24.77,30.63,32.43,59.91,18.02,51.58,27.93,22.3,22.3,47.07,50.9,25.0,86.94,21.85,9.91,13.51,3.6,64.41,46.62,66.22,43.24,26.8,32.88,69.37,41.89,48.65,50.0,32.88,53.6,41.89,37.16,51.35,48.65,54.95,68.92,93.69,65.32,6.98,32.43,20.72,34.23
Barracas Central,27,1.8,4.05,23.42,6.08,22.52,16.22,25.45,1.8,9.46,8.56,12.61,13.06,9.01,8.11,8.56,27.48,3.15,3.6,21.62,9.46,3.6,28.38,4.95,5.41,4.95,90.99,78.6,85.14,83.56,35.81,95.05,86.94,40.32,71.62,40.77,98.65,13.96,9.91,55.41,34.68,19.82,5.86,2.25,9.91,86.49,71.85,8.11,6.31,3.6,5.86,1.35,9.46,63.74,70.95,26.13,56.76,79.73,93.69,27.03,44.59,5.41,4.95,90.32,20.27,84.23,59.68,80.63,92.57,68.47,56.08,72.07,25.0,38.74,54.5,88.29,80.63,23.42,77.03,97.3,96.4,78.83,54.28,86.04,1.8,4.95,15.77,2.25,88.74,19.14,4.73,73.65,10.36,8.56,12.16,12.16,61.49,18.02,80.63,94.59,76.13,49.77
Belgrano,27,47.3,22.52,15.32,39.19,5.18,16.22,13.51,46.85,19.59,20.72,27.48,33.33,16.22,17.12,12.16,26.58,60.59,48.42,26.13,31.08,33.33,75.45,31.98,15.32,31.53,77.03,66.22,68.47,60.81,86.49,69.82,52.25,60.14,53.38,62.16,96.4,77.48,21.17,64.41,39.19,24.55,27.93,37.39,21.17,27.93,27.7,18.02,8.56,23.2,27.7,27.93,19.37,18.47,28.83,11.26,52.7,12.16,7.66,8.11,81.76,31.53,20.72,72.07,30.41,85.14,62.61,55.63,66.89,54.05,18.92,32.43,25.0,38.74,31.53,59.46,71.62,54.05,24.32,51.8,97.75,99.77,60.81,72.07,25.23,26.13,17.12,35.14,67.57,19.14,83.78,49.55,18.92,21.4,16.22,17.12,56.76,46.4,40.99,84.01,33.33,90.99
Benfica,34,98.2,99.1,98.2,99.1,62.61,70.72,99.1,98.2,96.85,96.4,98.2,98.2,86.49,86.94,71.62,21.62,97.75,98.65,99.1,98.2,98.65,51.35,97.75,98.2,97.75,93.24,91.89,50.23,86.49,99.1,95.5,93.69,14.41,72.75,41.89,3.6,44.14,96.85,25.9,45.5,94.59,99.1,98.2,96.85,97.75,96.85,90.09,98.2,96.62,47.75,29.73,96.85,74.32,59.91,31.53,59.91,56.76,8.56,80.63,17.12,81.76,97.3,10.59,95.05,61.04,93.24,13.29,18.92,94.14,83.33,58.56,96.17,38.74,20.27,1.35,0.45,16.22,43.24,27.93,6.76,18.24,30.41,5.41,37.84,98.65,99.1,98.2,95.05,93.24,38.51,71.62,90.99,91.44,82.43,94.14,77.48,70.95,93.47,75.23,62.16,34.68
Birmingham City,46,28.15,26.8,47.3,30.86,22.52,22.97,46.4,27.93,19.59,18.02,18.02,17.57,23.87,24.32,31.53,49.1,18.47,19.14,49.1,5.41,19.59,5.41,15.32,61.26,15.77,72.52,75.23,74.1,56.76,69.82,65.32,56.76,50.9,99.1,90.99,70.27,20.27,23.42,83.33,75.68,10.81,18.92,50.9,22.97,77.93,64.64,23.65,22.07,83.78,25.0,8.11,19.82,55.63,70.95,70.72,34.46,30.86,42.34,36.94,97.07,31.53,64.41,74.77,32.88,29.73,40.32,67.79,73.87,41.67,3.38,5.18,25.0,38.74,49.32,89.64,90.09,70.27,97.3,72.97,69.14,99.77,64.86,73.42,13.06,21.17,42.34,45.05,69.82,19.14,35.59,57.43,20.72,27.93,25.23,18.02,68.24,24.32,25.9,62.16,43.69,99.55
Blackburn,46,53.15,63.96,40.99,57.88,5.18,8.33,42.34,56.31,77.93,82.88,85.14,85.14,71.17,75.68,58.11,61.71,71.17,67.12,44.59,67.12,86.49,6.31,81.98,33.78,81.98,75.0,76.8,55.86,73.2,80.18,75.0,80.86,17.57,96.85,75.0,39.64,17.57,84.23,92.34,97.3,56.76,82.88,77.93,84.23,21.62,33.11,73.42,19.37,72.52,65.32,44.14,78.83,67.79,49.55,70.72,81.53,6.31,4.28,16.89,53.6,10.81,86.04,56.31,63.96,13.06,22.75,78.6,76.13,34.46,47.07,42.34,51.8,79.28,65.54,11.71,30.63,78.83,94.37,81.53,35.59,53.38,94.82,44.14,55.41,77.93,43.92,78.38,78.83,68.92,30.63,81.98,60.36,67.12,53.6,46.4,35.14,77.48,15.77,45.95,4.5,57.43
Boavista,34,33.78,26.8,4.5,13.74,62.61,55.86,8.11,35.59,43.02,41.89,43.02,38.74,41.89,40.99,60.14,82.43,11.71,14.19,7.21,20.05,16.22,64.86,13.96,11.04,13.96,40.54,40.54,57.88,51.13,6.31,55.86,54.28,48.87,22.07,20.5,54.95,13.96,37.39,48.2,70.95,39.64,9.46,8.33,37.39,25.45,18.02,30.63,9.91,10.81,58.11,88.51,43.24,4.95,10.59,1.8,6.31,89.41,19.59,68.69,26.13,48.65,58.56,26.8,78.38,2.25,13.06,83.33,72.3,5.86,74.32,58.56,25.0,97.3,86.49,38.74,47.3,9.91,58.56,90.09,68.24,26.35,39.64,25.0,73.2,11.26,9.46,8.11,45.95,81.76,54.28,65.77,46.4,61.49,57.21,27.93,46.17,12.16,31.31,19.37,27.03,20.72
Boca Juniors,27,28.15,48.42,12.16,40.99,22.52,16.22,11.26,24.32,61.71,61.26,60.81,60.81,62.61,63.51,55.86,52.25,22.07,45.27,10.59,49.1,40.54,21.17,61.71,54.5,61.71,80.41,86.26,60.14,84.23,61.04,94.14,77.7,52.93,12.16,47.3,33.78,68.02,59.01,37.39,58.11,68.92,36.04,15.99,59.01,72.07,75.68,49.1,23.42,28.6,30.63,25.68,61.71,11.49,12.84,4.95,30.63,85.14,77.48,8.11,44.59,81.76,21.17,27.48,74.77,61.94,91.44,36.04,52.25,89.19,56.08,32.43,92.57,38.74,28.83,4.5,16.22,27.93,83.33,63.74,67.57,47.07,18.24,26.58,25.68,60.81,11.04,22.07,90.54,88.29,18.02,62.39,53.38,54.05,47.3,48.2,95.5,63.96,97.07,90.09,3.15,36.94
Botafogo (RJ),38,77.7,81.53,86.49,88.96,54.5,61.94,90.54,78.38,70.72,67.57,70.27,67.57,77.03,75.23,72.3,29.5,74.77,77.48,88.29,88.74,82.43,88.06,84.68,64.19,84.68,43.69,54.28,54.05,38.06,47.52,35.36,34.46,60.14,10.59,27.93,52.48,44.14,66.22,28.38,26.58,77.48,78.38,71.17,66.22,31.76,45.5,68.02,58.56,66.67,93.24,9.46,70.72,31.08,49.55,59.01,2.7,40.09,36.71,75.9,37.16,81.76,13.51,49.55,50.45,37.84,95.95,18.02,35.36,94.14,63.29,64.41,65.54,38.74,16.44,28.83,20.27,58.11,22.52,22.52,40.54,34.68,79.73,50.45,57.66,82.88,90.09,77.93,43.92,53.6,50.0,55.86,82.21,74.77,86.04,88.51,66.22,83.33,97.07,93.24,64.86,35.59
Braga,34,95.95,95.5,93.69,97.75,75.45,70.72,95.5,95.72,86.04,89.19,79.28,77.93,87.84,87.84,92.34,93.24,94.14,92.57,94.14,89.64,96.4,95.27,95.05,79.28,95.05,18.47,15.99,11.49,63.29,21.17,23.87,44.82,38.74,11.26,56.76,18.92,10.14,90.99,40.99,59.46,83.78,92.79,93.24,90.99,50.9,51.58,81.08,75.0,70.95,49.1,68.47,86.49,42.79,41.67,31.53,50.0,50.9,34.23,48.87,17.12,18.24,79.95,33.78,66.22,7.88,33.56,28.38,12.39,22.3,83.33,88.74,25.0,86.94,55.86,46.4,31.98,72.3,61.94,47.75,19.82,39.86,97.75,31.98,59.46,92.34,97.3,92.79,18.24,53.6,72.3,53.15,80.18,81.31,89.19,73.87,8.56,54.95,25.9,7.66,72.07,47.75
Brescia,38,32.21,30.18,48.2,23.87,37.39,26.58,47.07,25.45,33.78,35.59,33.11,36.49,34.23,35.59,47.3,35.14,20.05,23.2,43.69,36.49,36.04,90.54,27.93,38.74,28.38,21.4,20.05,43.24,32.43,13.74,22.75,33.78,50.23,91.89,39.19,73.42,80.18,34.68,55.86,45.05,33.78,39.64,27.48,34.68,7.66,4.73,39.64,41.89,24.1,56.53,96.85,34.23,32.88,80.63,38.06,4.05,91.67,71.62,42.34,17.12,81.76,41.89,79.28,15.77,60.36,76.35,30.41,33.33,41.67,83.33,50.9,94.14,86.94,16.44,50.45,32.88,32.88,36.94,66.89,78.83,66.44,14.41,80.18,83.33,27.48,42.79,31.53,20.27,97.52,41.89,38.74,31.98,25.23,31.08,50.45,28.38,8.11,40.99,59.46,77.03,53.15
Bristol City,46,39.64,35.59,24.1,22.97,75.45,55.86,18.69,30.63,62.16,66.22,64.41,62.61,65.77,72.52,18.24,78.83,15.09,30.86,23.87,30.63,32.21,25.23,28.83,55.63,28.83,34.46,27.48,31.31,50.0,43.02,63.74,70.72,23.65,45.95,62.84,26.13,61.71,63.96,79.05,69.82,69.37,42.34,47.3,63.96,19.37,14.19,53.6,33.78,67.34,72.3,87.39,62.16,92.34,92.57,70.72,90.77,27.03,27.25,48.87,66.22,31.53,79.28,70.27,8.56,1.58,72.07,44.37,55.41,61.49,34.23,42.34,51.8,38.74,21.85,61.71,84.23,88.74,95.05,10.81,25.68,50.23,90.99,84.68,82.88,34.23,19.82,43.69,43.24,40.09,45.27,11.26,34.01,66.22,38.74,5.41,21.62,11.71,36.26,81.08,12.16,59.23
