Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
West Brom,46,73.2,61.26,27.7,18.47,54.5,36.94,30.63,72.3,73.42,73.87,80.63,79.28,72.07,74.77,17.57,17.57,65.54,62.39,34.46,42.34,43.24,71.4,50.0,84.91,50.0,1.8,2.25,4.95,3.15,35.81,2.03,2.25,95.95,20.5,30.86,31.53,46.85,72.52,67.57,80.18,63.06,74.32,50.9,72.52,47.97,37.39,67.57,69.14,64.86,56.53,45.05,72.97,86.94,92.57,70.72,100.0,22.52,39.86,48.87,44.59,81.76,23.42,65.99,72.97,1.58,81.08,9.46,8.11,86.94,56.08,32.43,92.57,79.28,18.24,13.51,26.35,82.88,57.43,8.56,27.03,37.39,76.13,45.05,50.23,56.53,34.68,52.25,2.7,93.24,78.15,94.59,73.87,81.31,64.64,34.01,54.28,22.07,52.93,27.93,10.36,42.79
Westerlo,30,63.96,63.96,35.59,34.68,97.52,93.69,41.89,61.94,54.95,58.56,36.94,47.3,58.11,62.16,84.68,76.58,38.51,33.56,31.98,38.74,45.05,26.35,63.51,59.23,63.06,75.0,83.78,78.15,67.12,51.13,59.01,62.61,32.88,97.3,96.4,68.02,18.92,60.81,88.29,77.93,58.11,48.2,34.23,60.81,67.12,69.37,89.19,77.48,58.78,17.57,38.74,54.05,65.09,70.95,59.01,67.34,27.48,43.92,95.27,70.05,10.81,90.99,48.2,52.25,59.91,13.96,85.14,81.31,17.79,30.41,46.17,25.0,38.74,81.08,53.15,54.05,84.23,50.9,39.41,56.31,50.23,55.18,49.55,22.52,63.06,45.27,38.29,77.25,19.14,54.28,56.31,38.51,9.46,40.99,77.03,60.81,65.77,17.57,29.95,53.15,45.95
Zwolle,34,58.33,53.38,46.85,79.5,27.48,20.05,52.7,59.91,55.86,56.76,52.7,54.95,60.36,61.26,56.31,56.76,58.33,62.39,50.9,31.53,52.7,77.7,46.85,46.4,47.3,43.24,46.85,86.49,8.11,25.0,86.71,83.33,24.32,31.31,58.11,91.89,44.14,58.11,99.55,93.24,38.74,27.03,43.92,58.11,5.41,12.16,53.15,54.05,44.82,78.38,88.51,56.31,74.32,77.25,59.01,76.58,2.25,47.07,31.98,2.93,4.5,54.05,62.16,34.68,22.52,7.21,93.69,92.57,11.71,97.52,97.52,89.19,38.74,93.47,95.95,93.69,91.67,96.4,58.56,91.22,80.41,66.89,65.09,88.51,49.55,54.5,47.52,68.24,81.76,59.91,39.64,45.95,34.91,52.25,45.95,53.6,68.47,36.26,36.49,66.22,61.71
ar Estudiantes–LP,6,44.37,39.86,90.99,77.25,5.18,3.83,93.24,33.56,82.88,83.78,77.03,81.53,89.64,90.99,59.01,60.36,81.53,59.01,93.69,91.44,95.05,98.87,99.1,68.02,99.1,99.55,100.0,94.59,100.0,100.0,99.55,99.55,4.28,0.9,1.35,2.7,82.43,83.78,1.35,5.86,95.5,89.19,86.49,83.78,73.87,96.4,78.83,90.09,52.03,6.76,84.01,84.23,7.21,97.07,86.94,43.24,78.83,99.32,8.11,97.07,1.58,62.39,40.99,64.86,92.12,29.5,14.41,6.98,1.58,3.38,5.18,25.0,38.74,37.84,0.45,0.9,8.56,30.86,16.22,3.15,1.58,19.59,37.61,27.03,97.3,91.89,89.19,100.0,19.14,54.28,68.92,74.77,64.41,72.97,47.75,95.05,99.55,4.28,4.5,0.45,2.7
ar River Plate,12,68.69,76.35,97.75,93.69,5.18,3.83,96.4,75.68,61.26,64.41,69.37,72.52,51.8,55.86,15.77,12.16,87.61,79.05,93.24,90.54,71.62,31.08,89.64,56.53,88.74,91.89,94.59,48.42,93.47,85.59,83.33,76.35,37.84,65.77,69.37,25.68,95.95,68.02,4.5,5.41,80.18,87.84,72.75,68.02,90.54,63.06,55.86,69.82,41.22,16.44,3.6,61.04,72.07,66.22,21.85,28.38,88.29,81.08,8.11,76.35,81.76,81.98,83.78,14.41,84.68,97.3,1.8,2.48,98.65,24.1,37.84,25.0,38.74,2.03,16.67,6.76,4.95,73.42,21.62,13.06,22.3,7.43,87.39,6.31,86.04,95.05,66.22,90.99,19.14,41.89,46.4,42.79,37.39,33.78,44.14,90.32,4.95,75.23,68.92,84.23,36.04
ar Rosario Central,6,60.36,61.26,81.53,45.5,5.18,3.83,72.07,42.34,22.07,22.52,38.29,37.39,11.26,10.14,36.04,45.95,22.07,32.21,76.13,22.97,17.57,68.92,25.68,45.05,26.13,100.0,98.65,100.0,99.55,95.5,100.0,100.0,8.11,19.37,82.66,11.04,31.53,22.97,2.25,4.05,48.65,38.29,27.93,23.42,66.67,73.2,13.96,38.51,30.63,61.49,10.36,22.52,60.81,97.07,86.94,38.74,93.24,99.32,8.11,97.07,81.76,78.83,36.49,13.06,96.4,64.86,20.05,13.96,17.79,3.38,5.18,25.0,38.74,23.65,31.98,71.17,2.03,2.25,65.09,11.94,68.92,7.43,67.57,30.18,27.93,66.67,27.03,99.55,19.14,50.0,2.25,22.52,40.09,19.82,23.87,38.96,77.03,25.9,31.98,5.41,91.44
ar San Lorenzo,8,11.94,9.01,29.5,11.26,5.18,3.83,26.58,11.71,2.25,1.8,7.66,7.21,1.8,1.8,0.45,5.41,34.68,2.25,6.31,0.9,2.25,6.76,2.25,17.12,2.25,64.64,52.7,23.2,90.32,51.13,91.67,92.79,9.01,67.79,7.21,38.96,6.53,2.25,4.05,3.15,4.05,6.76,4.28,2.25,68.24,55.41,2.7,17.12,20.27,45.05,32.43,2.25,0.9,41.67,86.94,7.43,82.88,67.12,8.11,59.68,81.76,22.97,60.36,44.37,96.85,83.56,20.05,25.0,47.3,40.77,58.56,25.0,38.74,10.59,13.51,53.15,2.7,2.7,26.8,16.22,6.76,0.9,60.36,37.84,3.6,21.62,3.15,79.95,19.14,33.33,56.76,4.5,17.12,2.7,2.25,21.17,32.21,23.2,66.22,2.25,10.36
ar Talleres,8,65.32,6.98,72.97,25.9,5.18,3.83,73.87,65.54,26.13,18.47,46.85,45.05,19.82,15.32,9.46,8.56,68.24,18.24,78.38,22.3,36.94,36.49,21.62,8.56,21.62,97.75,93.69,96.4,98.2,40.32,97.3,96.85,6.31,54.73,80.18,33.78,22.3,19.37,10.81,13.51,42.34,24.32,7.66,19.37,88.29,88.74,25.23,47.75,4.95,40.99,43.69,26.13,17.57,9.01,86.94,31.53,39.41,93.02,8.11,6.76,81.76,70.72,43.24,84.23,89.64,69.82,7.21,5.41,47.3,93.69,99.1,25.0,38.74,18.24,90.09,72.52,18.69,3.6,28.83,43.69,26.35,12.84,28.83,39.64,17.57,71.17,9.23,96.85,19.14,99.1,94.14,47.3,55.63,33.33,45.05,26.13,67.12,20.5,11.49,95.5,27.93
bo Bolívar,8,74.77,68.24,90.54,97.3,62.61,91.44,95.05,81.08,60.36,52.25,59.01,55.41,68.47,67.12,20.72,1.35,68.24,76.13,87.84,50.9,65.77,68.92,76.58,29.73,76.58,6.31,4.05,16.89,9.23,26.58,14.64,44.14,29.28,39.19,4.5,33.78,0.45,52.7,82.43,59.91,33.33,63.96,21.62,52.7,92.34,93.24,51.8,45.72,15.77,35.14,71.62,61.04,93.92,9.01,86.94,63.96,7.66,40.99,96.4,59.68,81.76,1.35,21.62,76.35,92.12,43.24,97.75,99.32,47.3,40.77,58.56,25.0,38.74,83.33,4.95,4.95,75.23,78.38,92.57,21.17,59.23,96.85,21.17,47.07,72.07,95.5,33.56,5.86,19.14,74.32,44.59,77.03,68.92,75.68,82.88,2.7,68.92,90.32,94.14,31.98,73.2
bo The Strongest,8,37.84,28.83,22.52,13.74,95.5,91.44,23.87,38.06,18.47,13.06,30.18,25.68,12.16,11.71,4.05,8.11,34.68,33.56,30.18,4.5,10.59,68.92,17.12,29.73,17.57,52.25,89.19,66.22,69.82,7.43,38.51,63.06,16.22,9.91,3.6,98.2,56.98,13.51,69.37,32.43,28.83,8.11,4.28,13.51,20.95,11.26,19.37,44.59,2.7,20.27,77.48,18.92,72.07,41.67,86.94,92.34,2.7,93.02,8.11,97.07,81.76,14.86,11.26,64.86,88.74,56.98,96.62,99.32,99.55,3.38,5.18,25.0,38.74,55.86,51.13,69.14,6.76,81.53,99.1,99.1,26.35,30.41,18.02,37.84,17.12,23.87,4.95,72.75,19.14,59.91,7.21,31.08,58.11,21.62,13.51,81.98,6.76,76.58,97.75,23.2,8.11
br Atlético Mineiro,13,86.04,62.61,68.92,66.22,5.18,26.58,69.37,81.98,95.5,95.05,94.14,94.14,96.4,96.85,74.32,36.49,84.68,80.63,71.4,95.5,50.45,74.32,86.04,74.32,86.04,40.99,35.81,32.21,36.94,87.84,29.28,13.06,91.44,14.19,22.3,44.14,65.99,95.05,29.28,56.76,98.2,88.74,28.38,95.05,58.11,45.95,91.89,91.44,11.26,31.98,42.57,95.95,30.63,97.07,86.94,45.05,19.82,26.35,8.11,76.35,81.76,27.03,72.52,76.35,77.93,91.44,3.15,4.05,92.79,24.1,37.84,25.0,38.74,15.32,15.77,9.01,57.66,34.68,20.27,18.47,46.4,95.5,47.75,32.88,84.68,72.97,31.08,31.98,19.14,93.69,98.2,95.5,96.4,91.89,84.68,76.58,27.48,85.36,40.54,56.76,59.23
br Botafogo (RJ),13,81.31,74.55,36.26,30.18,37.39,26.58,36.94,81.98,36.94,27.48,48.2,41.44,32.88,26.58,23.42,26.13,80.18,38.06,56.31,29.28,38.29,3.15,33.33,22.07,33.78,12.39,11.04,32.21,10.36,28.38,13.96,7.21,93.69,18.24,57.21,95.5,86.26,27.48,63.51,31.08,46.85,14.41,20.27,27.93,36.94,24.77,34.23,14.86,60.81,44.14,45.5,36.94,7.21,4.5,21.85,31.08,34.68,62.16,42.34,44.59,81.76,2.25,78.83,29.28,93.69,74.55,5.41,4.5,70.27,56.08,37.84,25.0,99.1,9.46,34.46,63.74,41.89,17.57,95.95,95.5,26.35,23.87,74.77,42.79,30.63,47.3,25.23,11.26,90.54,80.18,66.67,62.16,80.18,55.86,28.38,71.62,8.56,8.56,13.74,9.46,12.16
br Flamengo,10,46.4,82.43,91.67,68.92,48.2,32.66,91.44,48.2,72.97,74.77,78.38,83.33,67.57,68.92,44.59,25.23,26.8,90.32,86.04,91.89,98.2,83.33,95.5,95.05,95.5,32.21,44.14,20.5,42.12,83.56,13.06,39.19,35.36,20.5,4.95,5.86,95.5,73.87,22.97,13.96,81.98,90.09,92.34,73.87,93.02,97.75,64.86,85.14,75.45,36.71,30.18,72.52,90.32,53.83,86.94,84.91,57.66,67.12,54.73,97.07,81.76,44.59,51.35,80.63,81.31,99.1,20.05,50.0,95.95,3.38,5.18,25.0,38.74,1.35,44.14,60.81,76.13,90.54,69.82,10.36,2.7,37.16,32.43,30.63,95.5,88.74,95.5,25.23,19.14,6.76,93.69,67.12,56.98,59.46,62.16,23.87,96.85,88.29,99.55,26.58,2.25
br Fluminense,10,56.31,3.6,9.01,6.76,48.2,32.66,9.01,56.31,91.44,86.94,97.3,95.5,80.63,71.17,2.7,0.45,68.24,6.31,7.66,82.88,12.39,29.28,52.7,27.93,53.6,32.21,59.68,7.66,74.32,66.67,6.98,28.38,41.44,8.11,2.93,60.36,18.92,85.59,33.78,60.81,93.69,57.21,6.76,85.59,93.02,95.95,80.63,56.76,25.23,80.18,4.95,91.89,3.15,97.07,86.94,90.77,63.29,67.12,8.11,20.5,81.76,3.15,4.95,97.3,90.99,83.56,31.53,37.16,68.47,79.95,46.17,98.2,38.74,47.3,0.9,3.6,5.86,35.59,24.77,29.5,8.33,74.55,3.15,34.23,48.65,12.61,7.66,25.23,95.95,100.0,43.92,98.2,99.55,100.0,40.54,39.86,93.69,94.82,64.19,1.35,9.01
br Grêmio,8,50.45,59.91,40.54,52.25,62.61,43.02,53.83,49.32,22.52,15.77,35.36,31.08,18.47,13.96,8.11,10.36,16.44,52.25,24.77,21.17,48.2,10.36,25.23,75.23,22.75,48.65,50.0,73.42,52.25,7.43,54.95,36.04,80.41,82.88,19.59,74.1,92.12,18.92,32.43,14.41,22.97,55.41,82.43,18.92,100.0,100.0,26.58,78.83,86.04,0.9,0.9,22.07,32.88,9.01,8.11,72.97,66.44,100.0,8.11,59.68,81.76,21.62,35.14,52.7,91.44,83.56,35.14,48.65,85.59,40.77,58.56,25.0,38.74,20.27,43.69,54.95,7.21,11.04,81.98,84.68,13.96,3.15,41.44,0.9,34.68,52.03,76.13,52.25,19.14,30.63,32.43,43.92,63.06,28.38,29.73,76.13,78.38,67.12,86.04,34.68,7.66
br Palmeiras,8,97.3,72.52,78.6,85.81,95.5,91.44,79.28,95.72,40.54,39.64,42.34,42.79,31.53,25.68,94.59,95.95,97.3,76.13,82.88,69.37,76.58,87.39,72.07,35.14,72.3,62.39,60.36,90.54,40.99,1.8,80.63,76.35,35.36,1.35,9.01,15.32,92.12,38.29,5.41,18.92,54.95,45.95,47.75,38.29,95.05,63.06,32.88,57.88,8.56,50.45,84.01,40.99,79.5,97.07,86.94,38.74,90.99,3.38,68.69,97.07,81.76,9.01,95.5,38.06,99.55,69.82,20.05,18.02,47.3,3.38,5.18,25.0,38.74,7.21,15.32,30.18,23.87,47.52,77.03,4.05,6.76,77.03,83.78,67.12,65.77,84.01,50.9,72.75,19.14,98.65,97.3,47.97,42.12,58.11,76.13,54.95,1.8,2.7,43.69,8.56,18.69
br São Paulo,10,56.31,65.99,44.82,37.84,48.2,77.93,59.46,56.31,88.74,86.04,82.88,77.48,93.24,92.79,90.09,31.53,26.8,47.07,60.36,67.57,54.05,83.33,68.02,53.15,68.47,42.79,22.52,17.57,65.09,83.56,9.01,19.82,57.66,5.41,2.93,47.3,1.35,87.39,38.74,72.07,94.14,47.3,55.86,87.39,90.09,85.59,79.28,68.24,36.04,31.53,70.72,89.19,55.63,53.83,13.51,65.99,48.42,35.59,54.73,97.07,81.76,24.55,67.12,86.49,86.49,100.0,3.83,11.26,100.0,3.38,5.18,25.0,38.74,0.45,67.12,21.17,33.33,68.24,59.91,35.59,3.6,29.28,36.49,44.59,67.57,59.46,54.05,14.86,19.14,33.33,99.1,96.4,93.24,94.82,99.1,4.95,42.34,100.0,100.0,100.0,4.05
cl Cobresal,6,1.13,3.15,1.8,0.9,84.01,65.09,2.25,1.13,11.26,7.66,11.71,9.01,13.06,9.46,27.25,12.61,1.8,7.43,15.09,31.98,1.8,36.49,9.68,9.46,11.26,38.51,47.97,88.74,6.08,2.48,91.67,94.37,8.11,56.53,6.08,41.44,31.53,6.31,26.58,6.31,9.01,3.6,1.8,6.31,2.7,5.63,7.66,20.27,3.15,81.31,38.74,11.71,81.98,97.07,86.94,96.85,24.55,48.42,8.11,33.11,81.76,0.45,13.06,74.77,100.0,11.71,92.79,91.44,1.58,67.34,83.56,25.0,38.74,94.59,86.94,81.53,12.39,30.86,96.4,58.56,31.76,1.58,14.86,68.02,9.46,1.8,1.8,77.25,19.14,1.58,21.17,32.43,29.73,37.39,56.98,36.26,63.06,67.12,40.09,68.92,31.76
cl Colo-Colo,10,7.66,10.59,29.5,13.06,48.2,32.66,29.28,8.11,77.48,80.18,90.54,90.09,63.51,65.77,24.1,11.71,8.78,16.89,27.7,83.33,18.92,10.36,51.35,42.57,52.25,39.19,32.43,27.25,34.23,90.09,20.72,36.49,47.3,64.86,27.03,27.93,2.25,79.28,17.12,41.89,89.19,71.62,13.51,79.28,51.8,58.11,76.13,72.97,8.56,35.59,5.86,77.48,0.45,0.45,0.45,38.74,4.05,89.41,54.73,97.07,81.76,40.54,47.3,47.75,81.31,94.14,3.83,5.86,68.47,3.38,5.18,25.0,38.74,6.08,43.24,36.94,68.24,52.7,71.17,4.5,61.71,69.37,52.25,14.86,51.35,26.13,8.56,25.23,19.14,18.02,45.95,67.57,72.07,42.34,55.41,18.92,75.23,67.12,60.36,52.48,92.34
cl Huachipato,6,22.3,13.74,52.7,77.25,5.18,3.83,39.19,23.2,24.32,35.14,25.68,34.68,22.52,28.38,72.3,88.06,46.85,38.06,42.79,59.46,67.12,93.69,70.72,16.22,70.72,81.76,58.56,94.59,12.84,83.56,84.68,98.2,0.9,49.1,22.97,95.95,31.53,36.49,77.03,55.41,27.48,43.24,57.43,36.49,68.24,54.95,10.81,12.16,11.94,75.68,73.87,24.32,2.25,22.52,2.93,47.75,1.35,67.12,8.11,33.11,81.76,63.74,88.29,12.16,89.19,29.5,38.74,25.0,75.45,67.34,83.56,25.0,38.74,75.9,57.21,67.57,45.05,30.86,65.09,83.78,0.45,83.11,90.54,78.38,61.26,35.59,54.5,77.25,19.14,59.91,48.65,13.96,6.31,9.91,34.91,0.9,29.28,63.51,9.46,35.36,0.45
cl Palestino,6,22.3,39.86,38.29,77.25,5.18,3.83,23.2,4.95,6.31,5.41,7.21,6.31,6.31,5.41,28.38,53.15,8.78,15.54,10.59,1.8,3.15,36.49,1.13,4.73,1.35,44.82,47.97,2.25,95.95,65.09,48.87,97.75,0.45,99.55,38.29,51.8,6.53,4.5,64.86,22.07,5.41,2.25,24.55,4.5,23.87,63.06,7.21,3.6,18.69,52.03,38.74,6.31,4.5,22.52,2.93,67.34,0.9,5.63,8.11,1.58,0.45,63.74,4.05,40.32,95.5,11.71,96.62,96.85,17.79,98.87,83.56,99.77,38.74,92.34,92.12,91.22,18.69,1.35,97.75,61.71,84.23,50.23,18.47,44.14,1.35,15.77,12.16,45.05,99.55,20.27,0.9,9.91,19.82,14.86,14.41,0.45,98.65,56.31,71.17,56.31,81.98
co Junior,8,22.3,77.03,3.6,1.8,95.5,99.55,7.21,20.27,43.02,36.94,51.35,42.34,38.29,32.43,39.64,43.69,16.44,41.22,3.15,41.44,12.39,22.52,19.82,20.72,19.82,62.39,28.83,92.79,12.84,18.24,71.62,61.26,46.85,22.52,52.93,88.29,56.98,30.18,68.02,65.99,43.24,4.05,9.01,30.18,54.05,87.84,46.4,52.48,34.23,38.96,100.0,42.79,49.1,41.67,86.94,95.5,27.93,28.83,68.69,59.68,81.76,7.88,37.84,37.39,85.59,90.09,45.72,71.17,47.3,40.77,58.56,25.0,38.74,31.53,51.13,69.14,44.14,37.84,91.44,81.98,80.41,3.15,53.38,90.99,18.92,7.21,9.23,46.4,19.14,1.58,16.22,61.26,83.78,70.5,30.63,12.16,98.2,95.95,96.85,23.2,66.22
co Millonarios,6,22.3,74.55,98.65,86.49,84.01,65.09,97.75,15.09,29.28,27.03,57.21,56.76,14.41,14.86,16.44,10.81,22.07,38.06,98.65,68.24,55.86,98.87,34.23,18.47,34.68,95.5,87.84,69.59,98.65,33.56,96.4,97.3,2.25,28.38,90.54,1.35,31.53,27.03,3.15,2.25,61.71,44.14,48.65,27.03,80.63,99.55,33.33,57.21,21.4,6.76,73.87,29.73,89.19,2.7,86.94,86.94,3.15,5.63,8.11,33.11,1.58,54.5,49.1,74.77,93.02,6.53,77.03,55.41,1.58,67.34,83.56,25.0,38.74,96.4,36.49,42.34,4.28,8.11,69.14,0.9,31.76,1.58,34.91,23.42,30.18,93.24,52.93,94.59,19.14,2.93,89.19,34.68,48.2,18.47,50.0,26.58,100.0,47.07,8.11,28.38,88.29
ec Barcelona,6,22.3,28.83,33.78,11.26,99.77,97.97,33.33,15.09,51.35,40.99,59.46,58.11,51.35,48.65,26.13,3.6,8.78,5.63,22.52,44.59,51.8,68.92,38.96,25.45,37.61,55.86,43.24,20.5,87.16,51.13,33.56,58.11,23.65,42.34,33.56,11.04,82.43,39.19,27.93,29.73,62.16,25.68,59.01,39.19,62.16,83.78,50.45,28.6,30.63,29.05,0.45,52.7,21.4,97.07,86.94,28.38,30.18,98.2,84.91,33.11,81.76,50.45,2.25,21.62,94.59,29.5,9.01,2.48,17.79,67.34,83.56,25.0,38.74,6.08,47.52,22.07,40.54,13.29,89.19,39.19,4.28,0.45,28.38,3.6,36.04,31.76,52.93,37.39,19.14,27.48,0.45,73.2,62.39,54.05,82.43,6.76,96.17,0.45,1.8,93.69,4.95
ec Independiente,6,60.36,54.05,76.58,77.25,84.01,65.09,75.68,78.83,90.54,90.99,88.29,87.39,88.74,88.29,94.14,59.91,81.53,54.73,84.68,90.09,59.91,68.92,80.18,71.85,79.73,19.82,35.81,69.59,0.45,95.5,15.77,18.47,79.05,0.45,4.05,1.8,99.32,86.04,4.95,24.77,97.3,63.06,50.0,86.04,57.66,68.24,78.38,52.48,76.58,43.02,99.1,90.54,60.81,97.07,86.94,59.91,72.3,81.08,84.91,33.11,81.76,3.6,17.12,59.23,97.75,29.5,0.45,0.45,17.79,67.34,83.56,25.0,38.74,27.25,10.59,4.05,42.34,5.41,13.51,4.95,1.58,83.11,27.03,90.32,79.5,78.15,61.94,23.65,19.14,59.91,15.32,92.79,87.61,90.09,98.65,74.77,83.78,1.35,0.45,81.53,1.8
ec LDU de Quito,6,22.3,56.98,94.59,55.18,84.01,65.09,92.79,4.95,30.18,26.58,34.23,26.13,21.62,22.07,89.19,88.06,1.8,67.12,95.05,52.25,85.36,99.55,42.34,48.87,44.14,0.9,1.8,0.45,47.75,51.13,0.9,5.41,71.17,63.51,9.91,0.45,6.53,17.12,1.8,1.35,37.84,67.12,72.75,17.12,50.45,43.69,13.06,73.87,11.94,27.03,84.01,30.18,60.81,97.07,86.94,74.32,3.6,9.91,84.91,1.58,81.76,14.19,45.05,67.57,95.5,83.56,7.21,6.98,75.45,98.87,83.56,25.0,100.0,22.52,47.52,12.61,0.45,30.86,83.33,0.45,13.96,7.43,39.64,47.07,44.14,86.49,77.03,0.9,99.55,6.08,76.13,36.94,73.42,23.87,72.97,7.21,34.68,75.23,34.23,99.55,71.17
pe Alianza Lima,6,9.68,4.5,56.08,55.18,5.18,3.83,35.59,2.48,1.8,0.9,4.05,3.6,2.7,2.7,1.35,7.21,22.07,5.63,51.58,1.35,29.05,68.92,6.31,6.76,6.76,41.44,47.97,84.01,29.05,2.48,88.51,94.37,4.28,16.67,88.29,86.94,82.43,0.9,15.77,4.5,0.9,2.7,24.55,0.9,40.32,83.78,2.25,2.03,8.56,85.14,46.17,1.8,21.4,97.07,86.94,28.38,81.08,32.88,8.11,97.07,81.76,18.47,67.57,54.28,98.65,64.86,14.41,9.01,17.79,3.38,5.18,25.0,38.74,8.56,57.21,59.46,12.39,19.82,35.14,61.71,4.28,19.59,58.56,73.2,6.31,29.95,21.62,70.95,19.14,70.5,79.73,9.01,25.68,4.95,4.5,29.73,99.1,2.25,22.52,49.1,3.6
pe Universitario,6,9.68,2.25,15.77,2.7,5.18,3.83,15.54,2.48,9.01,7.21,16.22,11.26,6.76,5.86,9.01,18.47,8.78,1.8,30.18,11.49,7.21,82.21,4.5,3.15,4.5,89.19,85.59,63.74,93.47,33.56,97.75,96.4,19.14,3.15,1.35,11.04,82.43,5.41,0.9,0.45,25.23,6.31,2.7,5.41,1.8,5.63,8.56,0.9,4.5,21.17,38.74,9.01,32.88,22.52,2.93,47.75,47.52,91.89,8.11,97.07,81.76,26.35,56.31,18.47,95.5,29.5,4.95,0.9,1.58,3.38,5.18,25.0,38.74,63.96,76.58,61.71,0.9,5.41,61.26,25.0,93.92,19.59,71.17,24.77,4.05,11.71,3.83,95.95,19.14,96.85,15.77,18.02,49.1,5.41,20.5,80.63,90.54,36.26,0.9,89.64,96.85
py Cerro Porteño,6,2.7,1.35,11.26,11.26,5.18,3.83,3.15,9.46,4.05,4.05,2.7,3.15,4.5,4.05,27.25,40.09,22.07,4.5,2.25,9.01,29.05,82.21,1.8,7.66,1.8,81.76,91.22,94.59,29.05,51.13,28.6,71.85,8.11,94.37,6.08,63.51,6.53,1.8,6.76,9.01,3.15,1.8,3.38,1.8,3.6,8.56,1.8,1.35,1.58,81.31,65.99,4.05,2.25,2.7,2.93,5.41,65.09,32.88,8.11,33.11,81.76,22.07,33.11,59.23,93.02,92.79,26.13,45.05,75.45,67.34,83.56,25.0,38.74,21.17,90.99,83.56,13.51,5.41,65.09,27.48,31.76,19.59,34.91,80.86,2.7,2.25,5.86,77.25,19.14,91.44,40.54,6.31,3.15,9.01,18.92,36.26,75.68,93.47,92.34,75.68,39.64
py Libertad,6,44.37,39.86,29.5,3.38,5.18,65.09,28.83,52.7,71.62,75.23,84.23,85.59,52.7,53.15,75.23,53.15,81.53,74.77,36.49,68.24,69.82,96.4,53.6,27.93,52.7,63.74,14.41,78.15,55.18,23.2,48.87,65.99,19.14,12.16,70.95,62.16,99.32,76.58,53.6,62.84,85.59,54.5,43.24,76.58,18.69,39.86,58.11,66.89,1.58,34.23,12.84,72.07,32.88,97.07,86.94,59.91,13.96,32.88,8.11,97.07,81.76,73.87,94.14,14.86,90.54,46.4,67.79,75.23,17.79,3.38,5.18,25.0,38.74,75.9,85.14,57.21,57.21,10.36,79.73,25.0,1.58,35.14,92.34,19.82,49.1,29.95,46.4,23.65,19.14,54.28,75.0,63.51,58.56,42.79,74.77,1.35,93.24,85.36,65.32,97.3,1.35
uy Liverpool,6,22.3,1.8,14.41,4.05,5.18,3.83,4.5,4.95,3.6,2.25,5.86,4.05,4.95,4.95,4.5,32.88,0.45,0.9,1.35,4.95,0.9,0.9,2.7,1.35,3.15,70.95,96.4,87.61,75.68,1.35,99.1,92.12,59.01,28.38,1.35,68.92,1.8,2.7,44.59,11.26,4.95,1.35,1.35,2.7,79.73,91.89,3.6,2.7,8.56,71.62,46.17,3.6,21.4,2.7,86.94,28.38,77.48,81.08,8.11,33.11,81.76,23.87,9.46,44.37,98.65,1.35,99.55,98.42,17.79,67.34,83.56,25.0,38.74,96.85,10.59,52.25,39.64,23.65,21.17,89.64,13.96,50.23,27.93,63.06,2.25,3.6,1.35,97.3,19.14,99.55,1.35,7.21,31.31,6.31,3.15,100.0,94.14,12.16,26.58,0.9,7.21
