Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penaltys Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Martin Trnovský,sk SVK,GK,sk Slovan Bratislava,23,2000,2,1,124,3.63,7.26,3.63,0.0,0.73,0.73,0.0,0.0,3.99,10.89,15.97,23.95,2.18,18.15,20.32,0.0,0.0,0.0,0.09,50.0,68.19,0.0
Marvin Schwäbe,de GER,GK,Köln,28,1995,34,34,3060,1.76,4.94,3.18,0.12,0.09,0.09,0.0,0.0,1.82,3.97,10.94,33.76,2.97,4.38,14.82,0.41,0.62,0.0,0.03,64.37,36.29,2.77
Massamba Ndiaye,sn SEN,GK,Clermont Foot,21,2001,4,4,360,1.5,6.0,4.5,0.0,0.25,0.25,0.0,0.0,1.95,5.0,13.75,37.0,7.0,6.0,18.75,1.75,0.75,0.0,0.23,75.0,36.36,9.33
Matej Kovar,cz CZE,GK,Leverkusen,23,2000,13,13,1170,0.92,4.31,3.38,0.46,0.23,0.23,0.0,0.0,1.35,2.31,5.54,26.46,5.54,5.23,9.77,0.77,1.23,0.0,0.32,78.42,41.7,7.88
Matevž Vidovšek,si SVN,GK,si Olimpija,23,1999,2,2,180,1.5,6.5,4.5,0.0,1.5,1.0,0.5,0.0,2.6,0.5,9.5,25.0,6.5,10.0,6.5,0.5,1.5,0.5,0.42,69.23,5.26,7.69
Matheus,br BRA,GK,pt Braga,31,1992,8,8,750,2.16,5.16,3.24,0.0,0.12,0.12,0.0,0.0,1.94,3.48,9.12,27.6,4.32,5.64,12.24,0.12,1.92,0.0,-0.11,62.79,38.16,0.98
Mathew Ryan,au AUS,GK,nl AZ Alkmaar,31,1992,5,5,450,2.0,3.4,1.4,0.4,0.0,0.0,0.0,0.0,1.26,5.0,12.2,33.8,5.6,3.6,12.8,0.8,1.6,0.0,-0.59,41.18,40.98,6.25
Mathieu Gorgelin,fr FRA,GK,Le Havre,32,1990,1,1,90,2.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,2.9,3.0,9.0,17.0,0.0,2.0,12.0,0.0,1.0,0.0,0.31,60.0,33.33,0.0
Matt Turner,us USA,GK,Nott'ham Forest,29,1994,17,17,1530,1.65,4.71,3.06,0.12,0.12,0.12,0.0,0.0,1.3,7.41,16.47,25.65,5.82,8.0,17.41,1.76,1.06,0.0,-0.27,64.97,44.99,10.11
Mattia Perin,it ITA,GK,Juventus,30,1992,3,3,225,0.4,2.0,1.6,0.4,0.0,0.0,0.0,0.0,0.48,2.0,6.0,21.6,3.6,4.8,11.6,0.8,1.2,0.0,0.17,80.0,33.33,6.9
Matz Sels,be BEL,GK,Nott'ham Forest,31,1992,35,35,3150,1.46,3.51,2.17,0.11,0.06,0.06,0.0,0.0,1.0,4.66,11.57,22.51,3.4,5.89,13.69,0.49,0.66,0.0,-0.46,61.82,40.28,3.58
Mert Günok,tr TUR,GK,tr Beşiktaş,34,1989,3,3,270,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,2.1,6.67,15.0,27.0,4.67,4.33,9.0,0.33,1.33,0.0,0.05,71.43,44.47,3.67
Michael Zetterer,de GER,GK,Werder Bremen,28,1995,27,27,2430,1.37,4.74,3.41,0.22,0.15,0.15,0.0,0.0,1.52,5.37,12.22,36.19,5.96,5.33,15.07,1.26,1.11,0.0,0.1,71.94,43.94,8.36
Michele Cerofolini,it ITA,GK,Frosinone,24,1999,8,7,675,1.47,3.73,2.4,0.4,0.13,0.0,0.0,0.13,0.79,2.4,13.33,22.8,3.73,5.07,16.8,0.53,0.93,0.13,-0.86,64.34,18.0,3.15
Michele Di Gregorio,it ITA,GK,Monza,26,1997,33,33,2872,1.1,4.98,3.82,0.38,0.16,0.09,0.06,0.0,1.42,5.61,13.47,35.29,6.3,6.99,14.7,0.6,0.56,0.06,0.23,76.71,41.65,4.08
Mike Maignan,fr FRA,GK,it Milan,28,1995,41,41,3609,1.25,4.16,2.92,0.3,0.25,0.25,0.0,0.0,1.1,3.99,9.33,33.92,5.94,5.29,11.97,1.17,1.22,0.0,-0.14,70.19,42.77,9.77
Milan Borjan,ca CAN,GK,sk Slovan Bratislava,35,1987,7,7,593,1.06,3.34,2.28,0.15,0.0,0.0,0.0,0.0,1.37,6.68,18.97,21.7,3.64,9.71,14.87,1.37,1.21,0.0,0.23,68.26,35.21,9.21
Mile Svilar,rs SRB,GK,it Roma,23,1999,29,29,2640,1.06,4.84,3.82,0.34,0.07,0.03,0.03,0.0,1.19,3.2,9.38,30.85,4.7,6.2,14.08,1.09,0.51,0.03,0.11,78.93,34.12,7.74
Moritz Nicolas,de GER,GK,Gladbach,25,1997,27,27,2430,1.81,5.93,4.11,0.15,0.15,0.15,0.0,0.0,1.67,4.15,11.67,32.89,5.19,5.96,17.04,0.78,0.81,0.0,-0.08,69.31,35.56,4.58
Mory Diaw,sn SEN,GK,Clermont Foot,30,1993,30,30,2700,1.8,6.27,4.47,0.17,0.27,0.2,0.03,0.03,1.9,6.87,18.6,35.5,4.3,5.87,14.63,1.3,1.53,0.07,0.05,71.29,36.94,8.89
Mykyta Turbaievskyi,ua UKR,GK,ua Zorya Luhansk,21,2002,5,5,450,2.2,5.0,3.0,0.2,0.0,0.0,0.0,0.0,1.7,3.2,12.8,24.0,3.8,7.8,12.0,0.6,1.2,0.0,-0.29,60.0,25.0,5.0
Nemanja Belić,rs SRB,GK,rs Čukarički,36,1987,3,2,241,3.36,6.72,3.36,0.0,0.37,0.37,0.0,0.0,2.61,7.84,18.3,22.41,3.73,11.2,13.07,1.12,1.87,0.0,-0.29,50.0,42.84,8.57
Nenad Filipović,rs SRB,GK,rs Čukarički,36,1987,3,3,209,1.72,5.6,3.44,0.0,0.86,0.43,0.43,0.0,1.89,9.04,21.1,15.93,0.0,10.33,19.81,1.29,0.0,0.43,0.09,61.43,42.84,6.51
Neto,br BRA,GK,Bournemouth,34,1989,32,32,2880,1.72,5.16,3.44,0.22,0.19,0.16,0.03,0.0,1.72,5.38,15.44,26.03,4.81,6.97,12.91,0.81,1.06,0.03,0.0,66.67,34.84,6.27
Nick Pope,eng ENG,GK,Newcastle Utd,31,1992,20,20,1795,1.05,4.41,3.36,0.3,0.05,0.05,0.0,0.0,1.33,3.16,8.92,19.45,5.82,7.02,10.83,0.75,1.7,0.0,0.21,76.19,35.43,6.93
Nicola Bagnolini,it ITA,GK,Bologna,19,2004,1,0,5,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0,18.0,0.0,36.0,0.0,0.0,0.0,0.0,,100.0,50.0,
Nicola Leali,it ITA,GK,Genoa,30,1993,3,2,176,1.02,4.6,3.58,0.0,0.0,0.0,0.0,0.0,1.43,9.2,24.55,31.7,1.53,5.11,13.81,1.02,0.51,0.0,0.29,77.83,37.47,7.39
Niki Mäenpää,fi FIN,GK,fi HJK,38,1985,4,4,282,2.23,7.34,5.43,0.0,0.0,0.0,0.0,0.0,2.52,1.91,10.53,26.17,5.74,7.02,14.68,0.32,0.32,0.0,0.12,73.98,18.14,2.18
Nikita Contini Baranovsky,it ITA,GK,Napoli,27,1996,1,0,17,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.88,5.29,5.29,5.29,0.0,15.88,0.0,,,,0.0
Nikita Haikin,ru RUS,GK,no Bodø/Glimt,28,1995,4,4,360,0.75,3.5,3.0,0.25,0.0,0.0,0.0,0.0,0.6,4.75,11.0,30.25,3.75,5.5,17.0,0.25,2.25,0.0,-0.25,85.71,43.18,1.47
Niklas Lomb,de GER,GK,de Leverkusen,30,1993,1,1,90,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,4.0,23.0,4.0,2.0,6.0,0.0,0.0,0.0,-0.43,66.67,50.0,0.0
Nikola Simić,rs SRB,GK,rs TSC,26,1996,1,1,90,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2.6,5.0,16.0,26.0,4.0,8.0,21.0,1.0,0.0,0.0,-0.15,62.5,31.25,4.76
Nils Jonatan Johansson,se SWE,GK,fo KÍ,32,1991,6,6,540,1.5,5.0,3.5,0.33,0.5,0.5,0.0,0.0,1.83,6.17,19.67,26.0,5.5,10.67,19.33,0.67,0.67,0.0,0.18,70.0,31.37,3.47
Noah Atubolu,de GER,GK,Freiburg,21,2002,44,44,3990,1.62,4.4,2.75,0.32,0.11,0.07,0.05,0.0,1.44,5.68,16.62,35.91,4.56,6.86,13.4,0.83,0.79,0.05,-0.13,62.5,34.18,6.19
Nordin Jackers,be BEL,GK,be Club Brugge,25,1997,4,4,360,1.25,4.0,2.75,0.5,0.0,0.0,0.0,0.0,1.05,7.25,16.0,40.5,3.75,5.75,13.25,0.25,0.5,0.0,-0.19,68.75,45.31,1.89
Odysseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29,1994,5,5,450,2.4,4.4,2.0,0.2,0.2,0.2,0.0,0.0,1.58,5.6,12.0,26.0,4.2,8.8,18.4,0.6,0.4,0.0,-0.52,45.45,46.67,3.26
Oleksandr Saputin,ua UKR,GK,ua Zorya Luhansk,19,2003,1,1,89,0.0,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.1,7.08,15.17,18.2,1.01,10.11,10.11,1.01,0.0,0.0,1.0,100.0,46.67,9.99
Oliver Baumann,de GER,GK,Hoffenheim,33,1990,34,34,3060,1.94,6.21,4.21,0.06,0.15,0.06,0.09,0.0,2.02,6.12,15.56,34.09,4.85,7.32,16.03,0.91,2.15,0.09,0.04,67.79,39.33,5.68
Oliver Christensen,dk DEN,GK,it Fiorentina,24,1999,8,8,720,1.62,3.75,2.12,0.12,0.25,0.25,0.0,0.0,1.02,5.5,15.5,35.12,3.25,5.62,9.75,0.75,2.0,0.0,-0.59,56.53,35.48,7.69
Oliver Petersen,no NOR,GK,no Molde,21,2001,9,8,770,1.75,4.56,2.92,0.12,0.12,0.12,0.0,0.0,1.38,2.69,10.05,27.47,4.44,7.95,14.49,0.94,0.94,0.0,-0.27,64.04,26.77,6.49
Omri Glazer,il ISR,GK,rs Red Star,27,1996,6,6,540,2.5,7.5,5.17,0.0,0.33,0.33,0.0,0.0,2.52,5.0,10.17,20.67,2.67,8.83,14.0,0.17,0.83,0.0,0.01,68.93,49.16,1.21
Orlando Mosquera,pa PAN,GK,il Maccabi Tel Aviv,28,1994,4,4,360,1.25,6.25,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,17.25,36.5,5.0,6.0,12.75,1.75,1.5,0.0,0.38,80.0,31.88,13.73
Pau López,es ESP,GK,Marseille,28,1994,46,46,4139,1.3,4.04,2.76,0.22,0.11,0.11,0.0,0.0,1.17,3.46,11.68,32.75,3.46,4.68,12.11,0.57,0.74,0.0,-0.11,68.32,29.62,4.71
Paul Nardi,fr FRA,GK,be Gent,29,1994,2,2,159,1.13,3.96,2.83,0.0,0.0,0.0,0.0,0.0,0.85,3.4,13.58,23.77,4.53,5.09,7.36,0.0,0.0,0.0,-0.33,71.46,25.04,0.0
Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38,38,3420,1.21,4.42,3.18,0.32,0.18,0.13,0.03,0.03,1.34,4.08,11.05,30.0,4.68,6.47,14.05,1.08,0.87,0.05,0.1,71.95,36.92,7.69
Pavao Pervan,at AUT,GK,Wolfsburg,35,1987,9,9,810,1.89,4.0,2.22,0.22,0.0,0.0,0.0,0.0,1.28,4.44,11.56,29.22,4.33,4.11,14.11,0.11,0.33,0.0,-0.48,55.5,38.41,0.78
Pepe Reina,es ESP,GK,Villarreal,40,1982,9,9,810,1.44,3.89,2.44,0.22,0.33,0.11,0.11,0.11,1.37,3.0,9.44,32.33,5.11,5.22,14.33,0.56,0.33,0.22,-0.05,62.72,31.78,3.91
Peter Abrahamsson,se SWE,GK,se Häcken,35,1988,6,6,540,2.83,5.67,2.83,0.0,0.0,0.0,0.0,0.0,2.17,3.17,7.0,22.67,5.0,8.0,9.17,0.17,1.67,0.0,-0.3,49.91,45.29,1.85
Peter Vindahl Jensen,dk DEN,GK,cz Sparta Prague,25,1998,10,10,900,2.2,5.7,3.5,0.2,0.2,0.2,0.0,0.0,1.59,5.1,15.6,37.4,5.0,7.4,11.1,0.5,1.3,0.0,-0.38,61.4,32.69,4.5
Philipp Köhn,ch SUI,GK,Monaco,25,1998,22,22,1980,1.45,4.41,2.95,0.23,0.27,0.23,0.05,0.0,1.45,3.73,11.32,24.36,4.14,5.91,12.82,1.0,0.86,0.05,0.0,66.89,32.95,7.8
Pierluigi Gollini,it ITA,GK,Napoli,28,1995,7,7,630,1.14,3.43,2.29,0.14,0.0,0.0,0.0,0.0,1.17,3.86,9.71,30.43,4.0,7.57,11.71,0.71,1.29,0.0,0.03,66.76,39.75,6.06
Pietro Terracciano,it ITA,GK,it Fiorentina,33,1990,42,42,3840,1.05,3.49,2.41,0.26,0.19,0.16,0.02,0.0,1.13,4.66,10.69,30.66,3.68,5.18,8.67,0.33,0.63,0.02,0.07,69.05,43.59,3.81
Predrag Rajković,rs SRB,GK,Mallorca,27,1995,36,36,3240,1.19,3.83,2.64,0.25,0.14,0.11,0.03,0.0,1.16,8.94,22.08,26.28,3.25,8.33,13.94,0.92,0.78,0.03,-0.03,68.93,40.49,6.6
Péter Gulácsi,hu HUN,GK,de RB Leipzig,33,1990,16,16,1440,0.75,3.12,2.44,0.31,0.06,0.0,0.0,0.06,0.81,1.38,5.5,28.31,4.19,7.44,12.94,0.44,1.06,0.06,0.07,78.21,25.09,3.4
Radosław Majecki,pl POL,GK,Monaco,23,1999,12,12,1080,0.83,4.5,3.75,0.58,0.0,0.0,0.0,0.0,1.23,3.25,10.08,24.67,5.67,6.67,13.33,1.08,0.58,0.0,0.33,83.33,32.24,8.1
Raffaele Di Gennaro,it ITA,GK,Inter,29,1993,1,0,23,0.0,15.65,15.65,0.0,0.0,0.0,0.0,0.0,1.96,3.91,7.83,58.7,11.74,3.91,15.65,0.0,0.0,0.0,1.0,100.0,49.94,0.0
Raúl Fernández,es ESP,GK,Granada,35,1988,4,4,280,3.54,5.46,2.25,0.0,0.32,0.0,0.0,0.32,2.51,4.5,15.11,28.29,3.21,5.46,11.57,1.29,3.54,0.32,-0.41,41.21,29.78,11.15
Remi Matthews,eng ENG,GK,Crystal Palace,29,1994,1,0,4,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,112.5,90.0,0.0,22.5,22.5,22.5,0.0,0.0,-9.0,0.0,0.0,100.0
Robert Sánchez,es ESP,GK,Chelsea,25,1997,16,16,1433,1.57,4.9,3.27,0.19,0.19,0.13,0.06,0.0,1.52,3.83,9.23,32.41,5.46,5.72,12.69,1.19,1.7,0.06,-0.03,66.73,41.5,9.38
Robin Olsen,se SWE,GK,Aston Villa,33,1990,7,6,585,2.77,6.46,3.54,0.0,0.31,0.15,0.15,0.0,2.15,3.38,9.69,40.0,4.77,6.15,9.23,0.92,0.15,0.15,-0.29,54.8,34.88,9.97
Robin Zentner,de GER,GK,Mainz 05,28,1994,30,30,2700,1.6,4.27,2.7,0.23,0.13,0.1,0.0,0.03,1.64,6.0,17.07,28.73,4.87,5.9,13.1,1.4,1.6,0.03,0.02,63.23,35.15,10.69
Roei Mashpati,il ISR,GK,il Maccabi Tel Aviv,30,1992,4,4,390,2.54,5.31,2.77,0.0,0.23,0.23,0.0,0.0,1.89,2.77,14.08,24.23,4.85,8.08,17.31,0.46,0.23,0.0,-0.34,52.17,19.67,2.66
Rome-Jayden Owusu-Oduro,nl NED,GK,nl AZ Alkmaar,19,2004,1,1,90,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.7,9.0,21.0,34.0,1.0,2.0,6.0,0.0,0.0,0.0,-0.18,60.0,42.86,0.0
Rubén Blanco,es ESP,GK,Marseille,28,1995,3,2,211,1.28,3.41,2.13,0.0,0.0,0.0,0.0,0.0,0.98,3.41,9.38,31.56,3.41,5.97,12.8,1.71,1.28,0.0,-0.31,62.46,36.35,13.36
Rui Patrício,pt POR,GK,Roma,35,1988,23,23,2070,1.17,3.22,2.13,0.26,0.13,0.09,0.0,0.04,1.02,3.91,9.17,21.39,3.74,5.96,13.43,0.7,0.35,0.04,-0.15,66.15,42.64,5.21
Rui Silva,pt POR,GK,Betis,29,1994,34,34,3015,1.28,3.97,2.72,0.3,0.27,0.24,0.03,0.0,1.29,4.39,12.93,27.22,4.09,6.87,12.63,1.04,1.28,0.03,0.01,68.51,33.95,8.23
Rémy Descamps,fr FRA,GK,Nantes,27,1996,6,6,540,1.83,6.17,4.33,0.17,0.33,0.17,0.0,0.17,2.08,8.5,20.83,23.5,4.67,11.83,19.33,1.33,0.0,0.17,0.12,70.18,40.81,6.88
Rémy Riou,fr FRA,GK,Lyon,35,1987,3,3,270,2.0,4.67,2.67,0.33,0.0,0.0,0.0,0.0,1.57,1.67,8.0,27.0,4.33,7.67,10.67,1.0,1.0,0.0,-0.27,57.17,20.88,9.37
Sam Johnstone,eng ENG,GK,Crystal Palace,30,1993,20,20,1796,1.35,3.36,2.05,0.3,0.1,0.1,0.0,0.0,1.0,5.86,17.79,22.7,3.16,7.07,16.99,1.2,0.6,0.0,-0.35,61.01,32.94,7.06
Samuele Perisan,it ITA,GK,Empoli,25,1997,1,1,90,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,8.0,22.0,8.0,12.0,18.0,0.0,1.0,0.0,-1.86,60.0,12.5,0.0
Senne Lammens,be BEL,GK,be Antwerp,21,2002,1,1,90,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,1.9,6.0,33.0,44.0,4.0,12.0,16.0,1.0,0.0,0.0,-0.05,66.67,18.18,6.25
Sergio Herrera,es ESP,GK,Osasuna,30,1993,32,32,2869,1.47,4.14,2.64,0.28,0.03,0.0,0.03,0.0,1.43,8.85,20.64,30.15,3.14,6.96,14.68,0.91,1.35,0.03,-0.03,63.77,42.88,6.2
Sergio Padt,nl NED,GK,bg Ludogorets,33,1990,5,5,450,1.8,4.4,2.8,0.4,0.2,0.2,0.0,0.0,1.52,5.2,15.4,28.0,3.4,10.2,15.0,0.2,1.6,0.0,-0.18,63.64,33.77,1.33
Shareef Keouf,il ISR,GK,il Maccabi Haifa,22,2001,9,9,810,1.33,5.0,3.67,0.33,0.11,0.0,0.11,0.0,1.31,6.33,17.78,26.0,3.78,9.56,23.22,0.89,0.67,0.11,-0.02,73.4,35.6,3.83
Simon Mignolet,be BEL,GK,be Club Brugge,35,1988,8,8,720,0.5,2.38,1.88,0.5,0.25,0.25,0.0,0.0,0.65,4.75,10.62,32.12,4.0,5.62,11.38,1.0,1.38,0.0,0.23,78.99,44.73,8.79
Simon Sluga,hr CRO,GK,bg Ludogorets,30,1993,3,3,270,1.0,3.33,2.33,0.67,0.0,0.0,0.0,0.0,0.87,3.33,11.33,25.33,5.33,6.67,9.0,0.67,0.67,0.0,-0.15,69.97,29.39,7.44
Simone Aresti,it ITA,GK,Cagliari,37,1986,1,0,1,90.0,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0,0.0,90.0,90.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Perilli,it ITA,GK,Hellas Verona,28,1995,1,1,90,2.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,2.7,8.0,28.0,32.0,2.0,5.0,5.0,0.0,2.0,0.0,0.26,80.0,28.57,0.0
Simone Scuffet,it ITA,GK,Cagliari,27,1996,31,31,2789,1.77,4.16,2.45,0.1,0.1,0.1,0.0,0.0,1.46,5.2,14.59,22.07,3.42,7.84,15.55,0.71,0.65,0.0,-0.21,58.89,35.64,4.57
Stefan Ortega,de GER,GK,Manchester City,30,1992,12,8,905,1.39,4.08,2.78,0.3,0.0,0.0,0.0,0.0,1.33,4.48,10.54,40.38,4.18,3.18,8.25,0.6,2.09,0.0,-0.05,68.14,42.5,7.27
Stefano Turati,it ITA,GK,Frosinone,21,2001,31,31,2745,1.9,4.98,3.08,0.13,0.23,0.16,0.03,0.03,1.56,2.36,10.36,30.13,4.82,4.72,13.51,0.59,0.62,0.07,-0.22,61.85,22.78,4.37
Steve Mandanda,fr FRA,GK,Rennes,38,1985,41,41,3690,1.37,4.24,2.95,0.22,0.12,0.12,0.0,0.0,1.21,3.76,11.39,29.51,4.41,5.56,12.63,1.0,0.98,0.0,-0.13,69.58,33.01,7.92
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29,1993,37,37,3330,1.27,4.05,2.81,0.35,0.05,0.03,0.03,0.0,1.27,4.54,16.16,25.08,4.62,7.22,14.3,0.62,1.03,0.03,0.0,69.38,28.09,4.34
Sven Ulreich,de GER,GK,de Bayern Munich,34,1988,14,14,1260,1.21,3.07,1.86,0.29,0.14,0.14,0.0,0.0,1.22,2.79,8.29,33.29,5.07,4.71,10.21,0.43,1.29,0.0,0.01,60.59,33.66,4.21
Thibaut Courtois,be BEL,GK,Real Madrid,31,1992,5,5,422,0.0,3.84,3.84,0.85,0.0,0.0,0.0,0.0,0.83,2.35,5.12,26.87,6.4,4.27,13.44,0.64,1.07,0.0,1.0,100.0,45.9,4.76
Thomas Kaminski,be BEL,GK,Luton Town,30,1992,38,38,3405,2.25,5.84,3.7,0.05,0.11,0.11,0.0,0.0,2.05,7.16,21.36,29.63,3.96,9.01,14.75,0.42,2.01,0.0,-0.1,63.36,33.52,2.85
Thomas Strakosha,al ALB,GK,Brentford,28,1995,2,1,135,1.33,5.33,4.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,20.0,37.33,3.33,10.0,24.67,1.33,0.67,0.0,-0.33,75.05,40.0,5.39
Timon Wellenreuther,de GER,GK,nl Feyenoord,27,1995,4,4,390,1.15,3.0,1.85,0.23,0.0,0.0,0.0,0.0,0.95,3.23,11.08,38.77,5.77,4.38,10.62,0.46,1.62,0.0,-0.21,61.67,29.15,4.33
Tobias Lawal,at AUT,GK,at LASK,23,2000,6,6,540,2.0,4.67,2.67,0.17,0.5,0.5,0.0,0.0,2.0,3.67,14.5,22.33,3.0,10.5,12.83,0.33,1.5,0.0,0.0,57.17,25.31,2.57
Tommaso Martinelli,it ITA,GK,Fiorentina,17,2006,1,1,90,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,4.0,15.0,40.0,3.0,9.0,14.0,0.0,0.0,0.0,-0.43,33.33,26.67,0.0
Tomáš Koubek,cz CZE,GK,Augsburg,30,1992,3,3,270,2.67,8.33,5.67,0.0,0.0,0.0,0.0,0.0,2.23,5.33,13.33,24.67,2.0,8.0,12.0,0.67,0.67,0.0,-0.2,68.07,39.98,5.58
Unai Marrero,es ESP,GK,Real Sociedad,21,2001,2,1,142,1.9,3.17,1.27,0.0,0.63,0.63,0.0,0.0,1.84,6.34,15.85,23.45,3.17,5.07,17.11,0.63,2.54,0.0,-0.03,40.06,40.0,3.68
Unai Simón,es ESP,GK,Athletic Club,26,1997,36,36,3182,0.93,3.45,2.55,0.45,0.14,0.03,0.08,0.03,1.07,6.22,19.2,27.77,4.07,6.79,12.73,0.88,1.3,0.11,0.13,73.91,32.4,6.91
Vanja Milinković-Savić,rs SRB,GK,Torino,26,1997,36,36,3240,0.86,3.72,2.86,0.5,0.17,0.17,0.0,0.0,0.94,7.33,21.75,35.78,4.75,6.64,11.31,1.06,1.03,0.0,0.09,76.88,33.7,9.37
Vaná,br BRA,GK,cy Aris Limassol FC,32,1991,6,6,540,2.17,6.83,4.5,0.0,0.17,0.0,0.17,0.0,2.35,3.33,17.0,34.17,7.5,5.33,14.5,1.17,1.17,0.17,0.08,65.89,19.59,8.07
Veljko Ilic,rs SRB,GK,rs TSC,20,2003,5,5,450,3.2,6.2,3.2,0.0,0.2,0.2,0.0,0.0,2.4,2.8,9.6,32.8,4.6,7.4,17.6,1.0,0.6,0.0,-0.33,51.61,29.17,5.68
Vicente Guaita,es ESP,GK,Celta Vigo,36,1987,27,26,2403,1.46,4.49,3.11,0.22,0.19,0.15,0.0,0.04,1.49,5.13,13.33,22.06,5.02,7.98,15.73,0.86,1.01,0.04,0.02,69.27,38.48,5.47
Viktor Baier,cz CZE,GK,cz Viktoria Plzeň,18,2005,3,3,270,0.0,1.67,1.67,1.0,0.0,0.0,0.0,0.0,0.2,5.0,14.67,27.0,2.67,5.33,14.67,1.0,1.33,0.0,1.0,100.0,34.08,6.82
Vincenzo Fiorillo,it ITA,GK,Salernitana,33,1990,4,4,360,2.0,6.5,4.5,0.0,0.0,0.0,0.0,0.0,1.82,6.75,24.0,18.0,2.25,13.5,19.25,1.0,0.25,0.0,-0.1,69.23,28.12,5.19
Vitezslav Jaros,cz CZE,GK,at Sturm Graz,22,2001,4,4,360,1.25,5.25,4.0,0.25,0.0,0.0,0.0,0.0,1.72,3.0,12.0,23.5,6.25,5.5,13.0,0.75,1.0,0.0,0.27,76.19,25.0,5.77
Vito Mannone,it ITA,GK,Lille,35,1988,5,4,361,0.75,3.74,2.99,0.5,0.0,0.0,0.0,0.0,1.22,2.49,7.98,29.67,3.74,1.99,10.22,0.5,1.99,0.0,0.39,79.95,31.2,4.89
Vladan Kovačević,ba BIH,GK,pl Raków,25,1998,6,6,540,1.67,5.83,4.17,0.17,0.33,0.33,0.0,0.0,2.13,4.17,14.83,30.33,3.5,10.17,14.83,0.5,3.0,0.0,0.22,71.53,28.12,3.37
Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30,1993,8,8,720,1.62,4.25,2.62,0.12,0.0,0.0,0.0,0.0,1.36,4.12,10.75,27.5,3.38,6.25,11.12,0.12,0.75,0.0,-0.19,61.65,38.33,1.08
Wes Foderingham,eng ENG,GK,Sheffield Utd,32,1991,30,29,2649,2.68,6.93,4.42,0.03,0.2,0.17,0.0,0.03,2.39,6.96,21.0,26.6,3.43,8.9,15.9,0.95,1.43,0.03,-0.12,63.78,33.14,5.97
Wladimiro Falcone,it ITA,GK,Lecce,28,1995,38,38,3420,1.42,4.55,3.13,0.18,0.16,0.13,0.03,0.0,1.34,4.0,12.87,23.5,4.18,6.53,13.74,0.53,0.53,0.03,-0.06,68.79,31.08,3.86
Wojciech Szczęsny,pl POL,GK,Juventus,33,1990,35,35,3150,0.86,3.09,2.26,0.43,0.09,0.06,0.03,0.0,0.81,4.2,9.71,23.66,3.83,4.97,15.86,0.74,0.57,0.03,-0.06,73.14,43.25,4.67
Yann Sommer,ch SUI,GK,it Inter,34,1988,41,41,3720,0.56,3.07,2.49,0.56,0.1,0.05,0.02,0.02,0.78,2.9,6.8,31.79,3.68,5.81,12.17,0.58,0.44,0.05,0.28,81.11,42.65,4.77
Yassine Bounou,ma MAR,GK,Sevilla,32,1991,1,1,90,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,16.0,24.0,4.0,7.0,9.0,0.0,0.0,0.0,-0.82,33.33,37.5,0.0
Yehvann Diouf,sn SEN,GK,Reims,23,1999,34,34,3060,1.38,4.03,2.65,0.24,0.21,0.18,0.03,0.0,1.26,3.65,10.38,33.38,5.26,4.62,15.35,1.12,1.35,0.03,-0.1,65.76,35.16,7.3
Yuri Lodygin,ru RUS,GK,gr Panathinaikos,33,1990,1,1,90,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.7,4.0,11.0,26.0,5.0,2.0,5.0,0.0,3.0,0.0,-0.18,50.0,36.36,0.0
